Action,Cap,Game,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time,USA,Result,Goal
5m shot,6.0,6,2,HUN,1.0,HOSNYANSZKY N,2 - 1,186,HUN,3:06,1,Saved,0
Action shot,4.0,6,2,HUN,1.0,ERDELYI B,2 - 1,143,HUN,2:23,1,Saved,0
5m shot,6.0,6,2,HUN,1.0,CUPIDO L,2 - 1,129,USA,2:09,1,Blocked,0
Action shot,4.0,6,3,HUN,1.0,ERDELYI B,3 - 1,103,HUN,1:43,1,Goal,1
Extra player shot,10.0,6,3,HUN,1.0,BONANNI B,3 - 2,75,USA,1:15,2,Goal,1
Centre shot,12.0,6,4,HUN,1.0,HARAI B,4 - 2,50,HUN,0:50,2,Goal,1
5m shot,5.0,6,4,HUN,1.0,VAMOS M,4 - 2,9,HUN,0:09,2,Saved,0
5m shot,8.0,6,4,HUN,2.0,SZIVOS M,4 - 2,422,HUN,7:02,2,Missed,0
Action shot,12.0,6,5,HUN,2.0,HARAI B,5 - 2,363,HUN,6:03,2,Goal,1
5m shot,6.0,6,5,HUN,2.0,CUPIDO L,5 - 2,341,USA,5:41,2,Post,0
Action shot,7.0,6,5,HUN,2.0,SAMUELS J,5 - 3,319,USA,5:19,3,Goal,1
5m shot,9.0,6,5,HUN,2.0,VARGA D,5 - 3,294,HUN,4:54,3,Saved,0
5m shot,10.0,6,6,HUN,2.0,VARGA D,6 - 3,255,HUN,4:15,3,Goal,1
5m shot,10.0,6,6,HUN,2.0,VARGA D,6 - 3,209,HUN,3:29,3,Missed,0
Action shot,8.0,6,6,HUN,2.0,AZEVEDO T,6 - 3,184,USA,3:04,3,Saved,0
5m shot,9.0,6,6,HUN,2.0,VARGA D,6 - 3,155,HUN,2:35,3,Blocked,0
Action shot,10.0,6,6,HUN,2.0,BONANNI B,6 - 4,113,USA,1:53,4,Goal,1
5m shot,10.0,6,6,HUN,2.0,VARGA D,6 - 4,84,HUN,1:24,4,Blocked,0
5m shot,9.0,6,7,HUN,2.0,VARGA D,7 - 4,59,HUN,0:59,4,Goal,1
5m shot,6.0,6,7,HUN,2.0,CUPIDO L,7 - 4,29,USA,0:29,4,Blocked,0
5m shot,7.0,6,7,HUN,3.0,SAMUELS J,7 - 4,453,USA,7:33,4,Saved,0
Action shot,12.0,6,7,HUN,3.0,HARAI B,7 - 4,438,HUN,7:18,4,Blocked,0
5m shot,6.0,6,7,HUN,3.0,CUPIDO L,7 - 5,417,USA,6:57,5,Goal,1
5m shot,5.0,6,7,HUN,3.0,VAMOS M,7 - 5,389,HUN,6:29,5,Saved,0
Extra player shot,10.0,6,7,HUN,3.0,BONANNI B,7 - 6,354,USA,5:54,6,Goal,1
5m shot,6.0,6,7,HUN,3.0,HOSNYANSZKY N,7 - 6,332,HUN,5:32,6,Saved,0
Extra player shot,10.0,6,7,HUN,3.0,BONANNI B,7 - 6,234,USA,3:54,6,Blocked,0
5m shot,8.0,6,7,HUN,3.0,AZEVEDO T,7 - 6,205,USA,3:25,6,Saved,0
Extra player shot,10.0,6,7,HUN,3.0,BONANNI B,7 - 6,188,USA,3:08,6,Post,0
5m shot,10.0,6,8,HUN,3.0,VARGA D,8 - 6,160,HUN,2:40,6,Goal,1
Action shot,12.0,6,8,HUN,3.0,MANN J,8 - 6,119,USA,1:59,6,Post,0
Action shot,12.0,6,9,HUN,3.0,HARAI B,9 - 6,57,HUN,0:57,6,Goal,1
5m shot,10.0,6,9,HUN,3.0,VARGA D,9 - 6,1,HUN,0:01,6,Saved,0
Action shot,6.0,6,10,HUN,4.0,HOSNYANSZKY N,10 - 6,451,HUN,7:31,6,Goal,1
Action shot,2.0,6,10,HUN,4.0,VAVIC N,10 - 6,422,USA,7:02,6,Missed,0
5m shot,8.0,6,10,HUN,4.0,AZEVEDO T,10 - 7,382,USA,6:22,7,Goal,1
Centre shot,12.0,6,10,HUN,4.0,HARAI B,10 - 7,360,HUN,6:00,7,Missed,0
5m shot,5.0,6,10,HUN,4.0,ROELSE A,10 - 7,333,USA,5:33,7,Saved,0
Extra player shot,10.0,6,11,HUN,4.0,VARGA D,11 - 7,292,HUN,4:52,7,Goal,1
5m shot,6.0,6,11,HUN,4.0,HOSNYANSZKY N,11 - 7,245,HUN,4:05,7,Post,0
5m shot,10.0,6,11,HUN,4.0,VARGA D,11 - 7,221,HUN,3:41,7,Saved,0
5m shot,6.0,6,12,HUN,4.0,HOSNYANSZKY N,12 - 7,191,HUN,3:11,7,Goal,1
Action shot,8.0,6,12,HUN,4.0,AZEVEDO T,12 - 8,150,USA,2:30,8,Goal,1
5m shot,3.0,6,13,HUN,4.0,MADARAS N,13 - 8,122,HUN,2:02,8,Goal,1
Centre shot,12.0,6,13,HUN,4.0,MANN J,13 - 9,100,USA,1:40,9,Goal,1
Action shot,3.0,6,13,HUN,4.0,MADARAS N,13 - 9,56,HUN,0:56,9,Saved,0
Centre shot,7.0,6,13,HUN,4.0,SAMUELS J,13 - 9,1,USA,0:01,9,Post,0
Extra player shot,4.0,7,1,AUS,1.0,COTTERILL J,1 - 0,455,AUS,7:35,0,Goal,1
5m shot,11.0,7,1,AUS,1.0,HOWDEN R,1 - 0,405,AUS,6:45,0,Saved,0
Extra player shot,3.0,7,2,AUS,1.0,FORD G,2 - 0,337,AUS,5:37,0,Goal,1
Extra player shot,8.0,7,2,AUS,1.0,AZEVEDO T,2 - 1,299,USA,4:59,1,Goal,1
Action shot,7.0,7,2,AUS,1.0,SAMUELS J,2 - 1,253,USA,4:13,1,Saved,0
Counter attack,2.0,7,2,AUS,1.0,CAMPBELL R,2 - 1,233,AUS,3:53,1,Missed,0
5m shot,8.0,7,2,AUS,1.0,YOUNGER A,2 - 1,183,AUS,3:03,1,Saved,0
Action shot,2.0,7,2,AUS,1.0,VAVIC N,2 - 1,155,USA,2:35,1,Post,0
Counter attack,8.0,7,3,AUS,1.0,YOUNGER A,3 - 1,139,AUS,2:19,1,Goal,1
Extra player shot,10.0,7,3,AUS,1.0,BONANNI B,3 - 2,97,USA,1:37,2,Goal,1
Action shot,4.0,7,3,AUS,1.0,COTTERILL J,3 - 2,69,AUS,1:09,2,Saved,0
Action shot,6.0,7,3,AUS,1.0,CUPIDO L,3 - 2,51,USA,0:51,2,Blocked,0
Extra player shot,8.0,7,3,AUS,2.0,YOUNGER A,3 - 2,449,AUS,7:29,2,Saved,0
Action shot,9.0,7,3,AUS,2.0,SWIFT J,3 - 2,438,AUS,7:18,2,Saved,0
Action shot,4.0,7,3,AUS,2.0,KIMBELL J,3 - 2,394,USA,6:34,2,Post,0
Extra player shot,6.0,7,3,AUS,2.0,CUPIDO L,3 - 2,333,USA,5:33,2,Missed,0
5m shot,4.0,7,3,AUS,2.0,COTTERILL J,3 - 2,311,AUS,5:11,2,Blocked,0
Extra player shot,2.0,7,3,AUS,2.0,CAMPBELL R,3 - 2,279,AUS,4:39,2,Saved,0
Extra player shot,9.0,7,3,AUS,2.0,BOWEN A,3 - 2,260,USA,4:20,2,Saved,0
Action shot,2.0,7,3,AUS,2.0,CAMPBELL R,3 - 2,231,AUS,3:51,2,Blocked,0
Penalty shot,8.0,7,3,AUS,2.0,AZEVEDO T,3 - 3,219,USA,3:39,3,Goal,1
Extra player shot,7.0,7,3,AUS,2.0,ROACH A,3 - 3,199,AUS,3:19,3,Saved,0
Extra player shot,4.0,7,3,AUS,2.0,COTTERILL J,3 - 3,187,AUS,3:07,3,Missed,0
Extra player shot,2.0,7,3,AUS,2.0,VAVIC N,3 - 4,160,USA,2:40,4,Goal,1
Action shot,2.0,7,3,AUS,2.0,CAMPBELL R,3 - 4,135,AUS,2:15,4,Saved,0
5m shot,5.0,7,3,AUS,2.0,ROELSE A,3 - 4,92,USA,1:32,4,Post,0
5m shot,4.0,7,3,AUS,2.0,COTTERILL J,3 - 4,62,AUS,1:02,4,Saved,0
Extra player shot,7.0,7,3,AUS,2.0,SAMUELS J,3 - 4,12,USA,0:12,4,Post,0
Action shot,2.0,7,3,AUS,2.0,VAVIC N,3 - 4,2,USA,0:02,4,Saved,0
5m shot,7.0,7,3,AUS,2.0,SAMUELS J,3 - 4,0,USA,0:00,4,Saved,0
Counter attack,11.0,7,3,AUS,3.0,HOWDEN R,3 - 4,412,AUS,6:52,4,Saved,0
Extra player shot,8.0,7,3,AUS,3.0,AZEVEDO T,3 - 5,371,USA,6:11,5,Goal,1
5m shot,8.0,7,3,AUS,3.0,AZEVEDO T,3 - 5,313,USA,5:13,5,Blocked,0
5m shot,3.0,7,3,AUS,3.0,FORD G,3 - 5,286,AUS,4:46,5,Post,0
Action shot,10.0,7,3,AUS,3.0,BONANNI B,3 - 6,238,USA,3:58,6,Goal,1
5m shot,6.0,7,3,AUS,3.0,GILCHRIST J,3 - 6,208,AUS,3:28,6,Blocked,0
Extra player shot,9.0,7,3,AUS,3.0,BOWEN A,3 - 7,175,USA,2:55,7,Goal,1
Action shot,8.0,7,3,AUS,3.0,YOUNGER A,3 - 7,160,AUS,2:40,7,Post,0
Extra player shot,9.0,7,3,AUS,3.0,BOWEN A,3 - 7,130,USA,2:10,7,Post,0
Counter attack,2.0,7,3,AUS,3.0,CAMPBELL R,3 - 7,110,AUS,1:50,7,Missed,0
Centre shot,12.0,7,3,AUS,3.0,MANN J,3 - 8,109,USA,1:49,8,Goal,1
Action shot,7.0,7,3,AUS,3.0,ROACH A,3 - 8,56,AUS,0:56,8,Saved,0
Extra player shot,5.0,7,4,AUS,3.0,POWER N,4 - 8,30,AUS,0:30,8,Goal,1
Action shot,10.0,7,4,AUS,3.0,BONANNI B,4 - 8,0,USA,0:00,8,Saved,0
Action shot,11.0,7,4,AUS,4.0,HOWDEN R,4 - 8,457,AUS,7:37,8,Missed,0
5m shot,9.0,7,4,AUS,4.0,BOWEN A,4 - 9,432,USA,7:12,9,Goal,1
5m shot,8.0,7,4,AUS,4.0,AZEVEDO T,4 - 10,388,USA,6:28,10,Goal,1
Extra player shot,8.0,7,5,AUS,4.0,YOUNGER A,5 - 10,369,AUS,6:09,10,Goal,1
Action shot,12.0,7,5,AUS,4.0,MARTIN T,5 - 10,317,AUS,5:17,10,Saved,0
Action shot,2.0,7,5,AUS,4.0,VAVIC N,5 - 10,299,USA,4:59,10,Saved,0
Counter attack,12.0,7,5,AUS,4.0,MARTIN T,5 - 10,229,AUS,3:49,10,Saved,0
Action shot,7.0,7,5,AUS,4.0,ROACH A,5 - 10,182,AUS,3:02,10,Saved,0
Action shot,2.0,7,6,AUS,4.0,CAMPBELL R,6 - 10,174,AUS,2:54,10,Goal,1
Extra player shot,5.0,7,6,AUS,4.0,POWER N,6 - 10,96,AUS,1:36,10,Saved,0
5m shot,10.0,7,6,AUS,4.0,BONANNI B,6 - 10,40,USA,0:40,10,Saved,0
Action shot,8.0,7,6,AUS,4.0,YOUNGER A,6 - 10,31,AUS,0:31,10,Blocked,0
