Action,Cap,Game,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time,USA
20 sec. exclusion in centre,2.0,5,7,SRB,3.0,MANDIC D,7 - 5,419,SRB,6:59,5
Extra player shot - Goal,6.0,5,7,SRB,3.0,CUPIDO L,7 - 6,406,USA,6:46,6
Goalkeeper substitution,13.0,5,7,SRB,3.0,MITROVIC B,7 - 6,405,SRB,6:45,6
Turnover foul,11.0,5,7,SRB,3.0,PRLAINOVIC A,7 - 6,395,SRB,6:35,6
20 sec. exclusion in centre,8.0,5,7,SRB,3.0,ALEKSIC M,7 - 6,378,SRB,6:18,6
Action shot - Saved,8.0,5,7,SRB,3.0,AZEVEDO T,7 - 6,355,USA,5:55,6
5m shot - Post,4.0,5,7,SRB,3.0,RANDELOVIC S,7 - 6,329,SRB,5:29,6
Penalty foul,11.0,5,7,SRB,3.0,PRLAINOVIC A,7 - 6,308,SRB,5:08,6
Penalty shot - Post,10.0,5,7,SRB,3.0,BONANNI B,7 - 6,308,USA,5:08,6
20 sec. exclusion in centre,12.0,5,7,SRB,3.0,MANN J,7 - 6,289,USA,4:49,6
Extra player shot - Goal,6.0,5,8,SRB,3.0,PIJETLOVIC D,8 - 6,289,SRB,4:49,6
Turnover foul,3.0,5,8,SRB,3.0,OBERT A,8 - 6,261,USA,4:21,6
Steal,3.0,5,8,SRB,3.0,GOCIC Z,8 - 6,261,SRB,4:21,6
Action shot - Saved,3.0,5,8,SRB,3.0,GOCIC Z,8 - 6,236,SRB,3:56,6
5m shot - Missed,6.0,5,8,SRB,3.0,CUPIDO L,8 - 6,208,USA,3:28,6
Counter attack - Saved,4.0,5,8,SRB,3.0,RANDELOVIC S,8 - 6,190,SRB,3:10,6
Turnover foul,6.0,5,8,SRB,3.0,CUPIDO L,8 - 6,161,USA,2:41,6
Time-Out,,5,8,SRB,3.0,,8 - 6,160,SRB,2:40,6
Turnover foul,10.0,5,8,SRB,3.0,FILIPOVIC F,8 - 6,146,SRB,2:26,6
5m shot - Blocked,8.0,5,8,SRB,3.0,AZEVEDO T,8 - 6,128,USA,2:08,6
Centre shot - Saved,7.0,5,8,SRB,3.0,NIKIC S,8 - 6,107,SRB,1:47,6
Action shot - Missed,2.0,5,8,SRB,3.0,VAVIC N,8 - 6,78,USA,1:18,6
Turnover foul,5.0,5,8,SRB,3.0,CUK M,8 - 6,59,SRB,0:59,6
20 sec. exclusion in centre,7.0,5,8,SRB,3.0,NIKIC S,8 - 6,59,SRB,0:59,6
Time-Out,,5,8,SRB,3.0,,8 - 6,59,USA,0:59,6
Action shot - Saved,6.0,5,8,SRB,3.0,CUPIDO L,8 - 6,38,USA,0:38,6
Action shot - Goal,3.0,5,9,SRB,3.0,GOCIC Z,9 - 6,20,SRB,0:20,6
Turnover foul,2.0,5,9,SRB,3.0,VAVIC N,9 - 6,0,USA,0:00,6
Starting goalkeeper,13.0,5,9,SRB,4.0,MITROVIC B,9 - 6,480,SRB,8:00,6
Starting goalkeeper,1.0,5,9,SRB,4.0,MOSES M,9 - 6,480,USA,8:00,6
Sprint won possession,7.0,5,9,SRB,4.0,SAMUELS J,9 - 6,480,USA,8:00,6
5m shot - Saved,9.0,5,9,SRB,4.0,BOWEN A,9 - 6,457,USA,7:37,6
Turnover foul,10.0,5,9,SRB,4.0,FILIPOVIC F,9 - 6,434,SRB,7:14,6
Steal,1.0,5,9,SRB,4.0,MOSES M,9 - 6,434,USA,7:14,6
20 sec. exclusion in centre,3.0,5,9,SRB,4.0,GOCIC Z,9 - 6,417,SRB,6:57,6
Action shot - Goal,9.0,5,9,SRB,4.0,BOWEN A,9 - 7,393,USA,6:33,7
Action shot - Saved,9.0,5,9,SRB,4.0,JAKSIC N,9 - 7,372,SRB,6:12,7
Turnover foul,10.0,5,9,SRB,4.0,BONANNI B,9 - 7,342,USA,5:42,7
5m shot - Saved,5.0,5,9,SRB,4.0,CUK M,9 - 7,315,SRB,5:15,7
5m shot - Saved,11.0,5,9,SRB,4.0,SMITH J,9 - 7,290,USA,4:50,7
20 sec. exclusion in centre,11.0,5,9,SRB,4.0,SMITH J,9 - 7,267,USA,4:27,7
Extra player shot - Goal,6.0,5,10,SRB,4.0,PIJETLOVIC D,10 - 7,254,SRB,4:14,7
Time-Out,,5,10,SRB,4.0,,10 - 7,254,USA,4:14,7
Turnover foul,7.0,5,10,SRB,4.0,SAMUELS J,10 - 7,230,USA,3:50,7
Steal,12.0,5,10,SRB,4.0,MITROVIC S,10 - 7,230,SRB,3:50,7
Action shot - Post,2.0,5,10,SRB,4.0,MANDIC D,10 - 7,204,SRB,3:24,7
Turnover foul,8.0,5,10,SRB,4.0,AZEVEDO T,10 - 7,179,USA,2:59,7
Steal,2.0,5,10,SRB,4.0,MANDIC D,10 - 7,179,SRB,2:59,7
Counter attack - Goal,2.0,5,11,SRB,4.0,MANDIC D,11 - 7,165,SRB,2:45,7
Turnover foul,6.0,5,11,SRB,4.0,CUPIDO L,11 - 7,139,USA,2:19,7
Steal,3.0,5,11,SRB,4.0,GOCIC Z,11 - 7,139,SRB,2:19,7
Action shot - Blocked,7.0,5,11,SRB,4.0,NIKIC S,11 - 7,119,SRB,1:59,7
20 sec. exclusion in centre,4.0,5,11,SRB,4.0,RANDELOVIC S,11 - 7,99,SRB,1:39,7
Extra player shot - Saved,11.0,5,11,SRB,4.0,SMITH J,11 - 7,90,USA,1:30,7
20 sec. exclusion in field,5.0,5,11,SRB,4.0,ROELSE A,11 - 7,78,USA,1:18,7
Turnover foul,7.0,5,11,SRB,4.0,NIKIC S,11 - 7,60,SRB,1:00,7
Turnover foul,11.0,5,11,SRB,4.0,SMITH J,11 - 7,30,USA,0:30,7
5m shot - Saved,10.0,5,11,SRB,4.0,FILIPOVIC F,11 - 7,12,SRB,0:12,7
Action shot - Goal,7.0,5,12,SRB,4.0,NIKIC S,12 - 7,4,SRB,0:04,7
5m shot - Saved,6.0,5,12,SRB,4.0,CUPIDO L,12 - 7,0,USA,0:00,7
Starting goalkeeper,13.0,6,0,HUN,1.0,DECKER A,0 - 0,480,HUN,8:00,0
Starting goalkeeper,13.0,6,0,HUN,1.0,BARON M,0 - 0,480,USA,8:00,0
Sprint won possession,10.0,6,0,HUN,1.0,VARGA D,0 - 0,480,HUN,8:00,0
20 sec. exclusion in centre,11.0,6,0,HUN,1.0,SMITH J,0 - 0,463,USA,7:43,0
Extra player shot - Post,2.0,6,0,HUN,1.0,GOR-NAGY M,0 - 0,451,HUN,7:31,0
Extra player shot - Goal,12.0,6,1,HUN,1.0,HARAI B,1 - 0,450,HUN,7:30,0
20 sec. exclusion in centre,2.0,6,1,HUN,1.0,GOR-NAGY M,1 - 0,428,HUN,7:08,0
Turnover foul,2.0,6,1,HUN,1.0,VAVIC N,1 - 0,416,USA,6:56,0
Steal,10.0,6,1,HUN,1.0,VARGA D,1 - 0,416,HUN,6:56,0
Turnover foul,12.0,6,1,HUN,1.0,HARAI B,1 - 0,393,HUN,6:33,0
5m shot - Post,8.0,6,1,HUN,1.0,AZEVEDO T,1 - 0,366,USA,6:06,0
5m shot - Saved,3.0,6,1,HUN,1.0,MADARAS N,1 - 0,340,HUN,5:40,0
5m shot - Goal,8.0,6,1,HUN,1.0,AZEVEDO T,1 - 1,315,USA,5:15,1
Turnover foul,9.0,6,1,HUN,1.0,VARGA D,1 - 1,283,HUN,4:43,1
Steal,6.0,6,1,HUN,1.0,CUPIDO L,1 - 1,283,USA,4:43,1
Turnover foul,8.0,6,1,HUN,1.0,AZEVEDO T,1 - 1,256,USA,4:16,1
Steal,4.0,6,1,HUN,1.0,ERDELYI B,1 - 1,252,HUN,4:12,1
Counter attack - Goal,9.0,6,2,HUN,1.0,VARGA D,2 - 1,237,HUN,3:57,1
Turnover foul,5.0,6,2,HUN,1.0,ROELSE A,2 - 1,214,USA,3:34,1
5m shot - Saved,6.0,6,2,HUN,1.0,HOSNYANSZKY N,2 - 1,186,HUN,3:06,1
20 sec. exclusion in centre,5.0,6,2,HUN,1.0,ROELSE A,2 - 1,170,USA,2:50,1
Action shot - Saved,4.0,6,2,HUN,1.0,ERDELYI B,2 - 1,143,HUN,2:23,1
5m shot - Blocked,6.0,6,2,HUN,1.0,CUPIDO L,2 - 1,129,USA,2:09,1
Action shot - Goal,4.0,6,3,HUN,1.0,ERDELYI B,3 - 1,103,HUN,1:43,1
Time-Out,,6,3,HUN,1.0,,3 - 1,102,USA,1:42,1
20 sec. exclusion in centre,3.0,6,3,HUN,1.0,MADARAS N,3 - 1,87,HUN,1:27,1
Extra player shot - Goal,10.0,6,3,HUN,1.0,BONANNI B,3 - 2,75,USA,1:15,2
Centre shot - Goal,12.0,6,4,HUN,1.0,HARAI B,4 - 2,50,HUN,0:50,2
Turnover foul,10.0,6,4,HUN,1.0,BONANNI B,4 - 2,25,USA,0:25,2
Steal,6.0,6,4,HUN,1.0,HOSNYANSZKY N,4 - 2,25,HUN,0:25,2
Time-Out,,6,4,HUN,1.0,,4 - 2,25,HUN,0:25,2
5m shot - Saved,5.0,6,4,HUN,1.0,VAMOS M,4 - 2,9,HUN,0:09,2
Starting goalkeeper,13.0,6,4,HUN,2.0,DECKER A,4 - 2,480,HUN,8:00,2
Starting goalkeeper,13.0,6,4,HUN,2.0,BARON M,4 - 2,480,USA,8:00,2
Sprint won possession,7.0,6,4,HUN,2.0,SAMUELS J,4 - 2,480,USA,8:00,2
Turnover foul,12.0,6,4,HUN,2.0,MANN J,4 - 2,450,USA,7:30,2
5m shot - Missed,8.0,6,4,HUN,2.0,SZIVOS M,4 - 2,422,HUN,7:02,2
20 sec. exclusion in centre,7.0,6,4,HUN,2.0,ANGYAL D,4 - 2,406,HUN,6:46,2
Turnover foul,12.0,6,4,HUN,2.0,MANN J,4 - 2,386,USA,6:26,2
Action shot - Goal,12.0,6,5,HUN,2.0,HARAI B,5 - 2,363,HUN,6:03,2
Time-Out,,6,5,HUN,2.0,,5 - 2,362,USA,6:02,2
5m shot - Post,6.0,6,5,HUN,2.0,CUPIDO L,5 - 2,341,USA,5:41,2
20 sec. exclusion in centre,3.0,6,5,HUN,2.0,MADARAS N,5 - 2,341,HUN,5:41,2
Action shot - Goal,7.0,6,5,HUN,2.0,SAMUELS J,5 - 3,319,USA,5:19,3
5m shot - Saved,9.0,6,5,HUN,2.0,VARGA D,5 - 3,294,HUN,4:54,3
Turnover foul,6.0,6,5,HUN,2.0,CUPIDO L,5 - 3,281,USA,4:41,3
Steal,9.0,6,5,HUN,2.0,VARGA D,5 - 3,281,HUN,4:41,3
5m shot - Goal,10.0,6,6,HUN,2.0,VARGA D,6 - 3,255,HUN,4:15,3
Turnover foul,3.0,6,6,HUN,2.0,OBERT A,6 - 3,232,USA,3:52,3
5m shot - Missed,10.0,6,6,HUN,2.0,VARGA D,6 - 3,209,HUN,3:29,3
Action shot - Saved,8.0,6,6,HUN,2.0,AZEVEDO T,6 - 3,184,USA,3:04,3
5m shot - Blocked,9.0,6,6,HUN,2.0,VARGA D,6 - 3,155,HUN,2:35,3
Turnover foul,11.0,6,6,HUN,2.0,BEDO K,6 - 3,135,HUN,2:15,3
Action shot - Goal,10.0,6,6,HUN,2.0,BONANNI B,6 - 4,113,USA,1:53,4
5m shot - Blocked,10.0,6,6,HUN,2.0,VARGA D,6 - 4,84,HUN,1:24,4
5m shot - Goal,9.0,6,7,HUN,2.0,VARGA D,7 - 4,59,HUN,0:59,4
5m shot - Blocked,6.0,6,7,HUN,2.0,CUPIDO L,7 - 4,29,USA,0:29,4
Time-Out,,6,7,HUN,2.0,,7 - 4,25,HUN,0:25,4
20 sec. exclusion in centre,4.0,6,7,HUN,2.0,KIMBELL J,7 - 4,6,USA,0:06,4
Starting goalkeeper,13.0,6,7,HUN,3.0,DECKER A,7 - 4,480,HUN,8:00,4
Starting goalkeeper,13.0,6,7,HUN,3.0,BARON M,7 - 4,480,USA,8:00,4
Sprint won possession,7.0,6,7,HUN,3.0,SAMUELS J,7 - 4,480,USA,8:00,4
5m shot - Saved,7.0,6,7,HUN,3.0,SAMUELS J,7 - 4,453,USA,7:33,4
Turnover foul,11.0,6,7,HUN,3.0,SMITH J,7 - 4,450,USA,7:30,4
Action shot - Blocked,12.0,6,7,HUN,3.0,HARAI B,7 - 4,438,HUN,7:18,4
5m shot - Goal,6.0,6,7,HUN,3.0,CUPIDO L,7 - 5,417,USA,6:57,5
5m shot - Saved,5.0,6,7,HUN,3.0,VAMOS M,7 - 5,389,HUN,6:29,5
20 sec. exclusion in centre,5.0,6,7,HUN,3.0,VAMOS M,7 - 5,374,HUN,6:14,5
Extra player shot - Goal,10.0,6,7,HUN,3.0,BONANNI B,7 - 6,354,USA,5:54,6
5m shot - Saved,6.0,6,7,HUN,3.0,HOSNYANSZKY N,7 - 6,332,HUN,5:32,6
Turnover foul,10.0,6,7,HUN,3.0,VARGA D,7 - 6,311,HUN,5:11,6
Yellow card,,6,7,HUN,3.0,Team Official,7 - 6,299,USA,4:59,6
Turnover foul,6.0,6,7,HUN,3.0,CUPIDO L,7 - 6,290,USA,4:50,6
Turnover foul,12.0,6,7,HUN,3.0,HARAI B,7 - 6,269,HUN,4:29,6
20 sec. exclusion in field,6.0,6,7,HUN,3.0,HOSNYANSZKY N,7 - 6,252,HUN,4:12,6
Time-Out,,6,7,HUN,3.0,,7 - 6,252,USA,4:12,6
Extra player shot - Blocked,10.0,6,7,HUN,3.0,BONANNI B,7 - 6,234,USA,3:54,6
5m shot - Saved,8.0,6,7,HUN,3.0,AZEVEDO T,7 - 6,205,USA,3:25,6
20 sec. exclusion in centre,2.0,6,7,HUN,3.0,GOR-NAGY M,7 - 6,201,HUN,3:21,6
Extra player shot - Post,10.0,6,7,HUN,3.0,BONANNI B,7 - 6,188,USA,3:08,6
5m shot - Goal,10.0,6,8,HUN,3.0,VARGA D,8 - 6,160,HUN,2:40,6
20 sec. exclusion in centre,11.0,6,8,HUN,3.0,BEDO K,8 - 6,141,HUN,2:21,6
Action shot - Post,12.0,6,8,HUN,3.0,MANN J,8 - 6,119,USA,1:59,6
Turnover foul,12.0,6,8,HUN,3.0,HARAI B,8 - 6,103,HUN,1:43,6
20 sec. exclusion in field,12.0,6,8,HUN,3.0,HARAI B,8 - 6,101,HUN,1:41,6
Turnover foul,4.0,6,8,HUN,3.0,KIMBELL J,8 - 6,77,USA,1:17,6
Steal,6.0,6,8,HUN,3.0,HOSNYANSZKY N,8 - 6,77,HUN,1:17,6
Time-Out,,6,8,HUN,3.0,,8 - 6,76,HUN,1:16,6
Action shot - Goal,12.0,6,9,HUN,3.0,HARAI B,9 - 6,57,HUN,0:57,6
Turnover foul,12.0,6,9,HUN,3.0,MANN J,9 - 6,29,USA,0:29,6
Steal,9.0,6,9,HUN,3.0,VARGA D,9 - 6,29,HUN,0:29,6
5m shot - Saved,10.0,6,9,HUN,3.0,VARGA D,9 - 6,1,HUN,0:01,6
Starting goalkeeper,13.0,6,9,HUN,4.0,DECKER A,9 - 6,480,HUN,8:00,6
Starting goalkeeper,13.0,6,9,HUN,4.0,BARON M,9 - 6,480,USA,8:00,6
Sprint won possession,4.0,6,9,HUN,4.0,ERDELYI B,9 - 6,480,HUN,8:00,6
Action shot - Goal,6.0,6,10,HUN,4.0,HOSNYANSZKY N,10 - 6,451,HUN,7:31,6
Action shot - Missed,2.0,6,10,HUN,4.0,VAVIC N,10 - 6,422,USA,7:02,6
Turnover foul,12.0,6,10,HUN,4.0,HARAI B,10 - 6,401,HUN,6:41,6
5m shot - Goal,8.0,6,10,HUN,4.0,AZEVEDO T,10 - 7,382,USA,6:22,7
Centre shot - Missed,12.0,6,10,HUN,4.0,HARAI B,10 - 7,360,HUN,6:00,7
5m shot - Saved,5.0,6,10,HUN,4.0,ROELSE A,10 - 7,333,USA,5:33,7
20 sec. exclusion in centre,7.0,6,10,HUN,4.0,SAMUELS J,10 - 7,306,USA,5:06,7
Extra player shot - Goal,10.0,6,11,HUN,4.0,VARGA D,11 - 7,292,HUN,4:52,7
Turnover foul,12.0,6,11,HUN,4.0,MANN J,11 - 7,264,USA,4:24,7
5m shot - Post,6.0,6,11,HUN,4.0,HOSNYANSZKY N,11 - 7,245,HUN,4:05,7
5m shot - Saved,10.0,6,11,HUN,4.0,VARGA D,11 - 7,221,HUN,3:41,7
5m shot - Goal,6.0,6,12,HUN,4.0,HOSNYANSZKY N,12 - 7,191,HUN,3:11,7
20 sec. exclusion in field,11.0,6,12,HUN,4.0,BEDO K,12 - 7,175,HUN,2:55,7
Time-Out,,6,12,HUN,4.0,,12 - 7,169,USA,2:49,7
Action shot - Goal,8.0,6,12,HUN,4.0,AZEVEDO T,12 - 8,150,USA,2:30,8
5m shot - Goal,3.0,6,13,HUN,4.0,MADARAS N,13 - 8,122,HUN,2:02,8
Centre shot - Goal,12.0,6,13,HUN,4.0,MANN J,13 - 9,100,USA,1:40,9
20 sec. exclusion in centre,4.0,6,13,HUN,4.0,KIMBELL J,13 - 9,78,USA,1:18,9
Time-Out,,6,13,HUN,4.0,,13 - 9,78,HUN,1:18,9
Action shot - Saved,3.0,6,13,HUN,4.0,MADARAS N,13 - 9,56,HUN,0:56,9
Turnover foul,10.0,6,13,HUN,4.0,VARGA D,13 - 9,15,HUN,0:15,9
Centre shot - Post,7.0,6,13,HUN,4.0,SAMUELS J,13 - 9,1,USA,0:01,9
Starting goalkeeper,1.0,7,0,AUS,1.0,STANTON-FRENCH J,0 - 0,480,AUS,8:00,0
Starting goalkeeper,13.0,7,0,AUS,1.0,BARON M,0 - 0,480,USA,8:00,0
Sprint won possession,11.0,7,0,AUS,1.0,HOWDEN R,0 - 0,480,AUS,8:00,0
20 sec. exclusion in centre,4.0,7,0,AUS,1.0,KIMBELL J,0 - 0,464,USA,7:44,0
Extra player shot - Goal,4.0,7,1,AUS,1.0,COTTERILL J,1 - 0,455,AUS,7:35,0
Turnover foul,3.0,7,1,AUS,1.0,OBERT A,1 - 0,427,USA,7:07,0
5m shot - Saved,11.0,7,1,AUS,1.0,HOWDEN R,1 - 0,405,AUS,6:45,0
Turnover foul,8.0,7,1,AUS,1.0,AZEVEDO T,1 - 0,375,USA,6:15,0
Steal,6.0,7,1,AUS,1.0,GILCHRIST J,1 - 0,375,AUS,6:15,0
20 sec. exclusion in field,6.0,7,1,AUS,1.0,CUPIDO L,1 - 0,350,USA,5:50,0
Extra player shot - Goal,3.0,7,2,AUS,1.0,FORD G,2 - 0,337,AUS,5:37,0
20 sec. exclusion in centre,3.0,7,2,AUS,1.0,FORD G,2 - 0,310,AUS,5:10,0
Extra player shot - Goal,8.0,7,2,AUS,1.0,AZEVEDO T,2 - 1,299,USA,4:59,1
Turnover foul,12.0,7,2,AUS,1.0,MARTIN T,2 - 1,278,AUS,4:38,1
Action shot - Saved,7.0,7,2,AUS,1.0,SAMUELS J,2 - 1,253,USA,4:13,1
Counter attack - Missed,2.0,7,2,AUS,1.0,CAMPBELL R,2 - 1,233,AUS,3:53,1
Turnover foul,9.0,7,2,AUS,1.0,BOWEN A,2 - 1,209,USA,3:29,1
5m shot - Saved,8.0,7,2,AUS,1.0,YOUNGER A,2 - 1,183,AUS,3:03,1
Action shot - Post,2.0,7,2,AUS,1.0,VAVIC N,2 - 1,155,USA,2:35,1
Counter attack - Goal,8.0,7,3,AUS,1.0,YOUNGER A,3 - 1,139,AUS,2:19,1
20 sec. exclusion in centre,12.0,7,3,AUS,1.0,MARTIN T,3 - 1,113,AUS,1:53,1
Extra player shot - Goal,10.0,7,3,AUS,1.0,BONANNI B,3 - 2,97,USA,1:37,2
Action shot - Saved,4.0,7,3,AUS,1.0,COTTERILL J,3 - 2,69,AUS,1:09,2
Time-Out,,7,3,AUS,1.0,,3 - 2,69,USA,1:09,2
Action shot - Blocked,6.0,7,3,AUS,1.0,CUPIDO L,3 - 2,51,USA,0:51,2
Time-Out,,7,3,AUS,1.0,,3 - 2,50,AUS,0:50,2
Turnover foul,7.0,7,3,AUS,1.0,ROACH A,3 - 2,40,AUS,0:40,2
Turnover foul,6.0,7,3,AUS,1.0,CUPIDO L,3 - 2,38,USA,0:38,2
Turnover foul,9.0,7,3,AUS,1.0,SWIFT J,3 - 2,13,AUS,0:13,2
Turnover foul,8.0,7,3,AUS,1.0,AZEVEDO T,3 - 2,0,USA,0:00,2
Steal,11.0,7,3,AUS,1.0,HOWDEN R,3 - 2,0,AUS,0:00,2
Starting goalkeeper,1.0,7,3,AUS,2.0,STANTON-FRENCH J,3 - 2,480,AUS,8:00,2
Starting goalkeeper,13.0,7,3,AUS,2.0,BARON M,3 - 2,480,USA,8:00,2
Sprint won possession,11.0,7,3,AUS,2.0,HOWDEN R,3 - 2,480,AUS,8:00,2
20 sec. exclusion in centre,11.0,7,3,AUS,2.0,SMITH J,3 - 2,467,USA,7:47,2
Extra player shot - Saved,8.0,7,3,AUS,2.0,YOUNGER A,3 - 2,449,AUS,7:29,2
Action shot - Saved,9.0,7,3,AUS,2.0,SWIFT J,3 - 2,438,AUS,7:18,2
20 sec. exclusion in centre,3.0,7,3,AUS,2.0,FORD G,3 - 2,415,AUS,6:55,2
Action shot - Post,4.0,7,3,AUS,2.0,KIMBELL J,3 - 2,394,USA,6:34,2
Turnover foul,4.0,7,3,AUS,2.0,COTTERILL J,3 - 2,368,AUS,6:08,2
20 sec. exclusion in centre,8.0,7,3,AUS,2.0,YOUNGER A,3 - 2,351,AUS,5:51,2
Extra player shot - Missed,6.0,7,3,AUS,2.0,CUPIDO L,3 - 2,333,USA,5:33,2
5m shot - Blocked,4.0,7,3,AUS,2.0,COTTERILL J,3 - 2,311,AUS,5:11,2
20 sec. exclusion in centre,12.0,7,3,AUS,2.0,MANN J,3 - 2,299,USA,4:59,2
Extra player shot - Saved,2.0,7,3,AUS,2.0,CAMPBELL R,3 - 2,279,AUS,4:39,2
Time-Out,,7,3,AUS,2.0,,3 - 2,273,USA,4:33,2
20 sec. exclusion in centre,8.0,7,3,AUS,2.0,YOUNGER A,3 - 2,265,AUS,4:25,2
Extra player shot - Saved,9.0,7,3,AUS,2.0,BOWEN A,3 - 2,260,USA,4:20,2
20 sec. exclusion in centre,9.0,7,3,AUS,2.0,BOWEN A,3 - 2,257,USA,4:17,2
Time-Out,,7,3,AUS,2.0,,3 - 2,257,AUS,4:17,2
Action shot - Blocked,2.0,7,3,AUS,2.0,CAMPBELL R,3 - 2,231,AUS,3:51,2
Penalty foul,4.0,7,3,AUS,2.0,COTTERILL J,3 - 2,219,AUS,3:39,2
Penalty shot - Goal,8.0,7,3,AUS,2.0,AZEVEDO T,3 - 3,219,USA,3:39,3
20 sec. exclusion in centre,4.0,7,3,AUS,2.0,KIMBELL J,3 - 3,205,USA,3:25,3
Extra player shot - Saved,7.0,7,3,AUS,2.0,ROACH A,3 - 3,199,AUS,3:19,3
Extra player shot - Missed,4.0,7,3,AUS,2.0,COTTERILL J,3 - 3,187,AUS,3:07,3
20 sec. exclusion in centre,7.0,7,3,AUS,2.0,ROACH A,3 - 3,171,AUS,2:51,3
Extra player shot - Goal,2.0,7,3,AUS,2.0,VAVIC N,3 - 4,160,USA,2:40,4
Action shot - Saved,2.0,7,3,AUS,2.0,CAMPBELL R,3 - 4,135,AUS,2:15,4
Turnover foul,10.0,7,3,AUS,2.0,EMERY M,3 - 4,115,AUS,1:55,4
5m shot - Post,5.0,7,3,AUS,2.0,ROELSE A,3 - 4,92,USA,1:32,4
5m shot - Saved,4.0,7,3,AUS,2.0,COTTERILL J,3 - 4,62,AUS,1:02,4
20 sec. exclusion in centre,6.0,7,3,AUS,2.0,GILCHRIST J,3 - 4,38,AUS,0:38,4
20 sec. exclusion in centre,12.0,7,3,AUS,2.0,MARTIN T,3 - 4,26,AUS,0:26,4
Extra player shot - Post,7.0,7,3,AUS,2.0,SAMUELS J,3 - 4,12,USA,0:12,4
Action shot - Saved,2.0,7,3,AUS,2.0,VAVIC N,3 - 4,2,USA,0:02,4
5m shot - Saved,7.0,7,3,AUS,2.0,SAMUELS J,3 - 4,0,USA,0:00,4
Starting goalkeeper,1.0,7,3,AUS,3.0,STANTON-FRENCH J,3 - 4,480,AUS,8:00,4
Starting goalkeeper,13.0,7,3,AUS,3.0,BARON M,3 - 4,480,USA,8:00,4
Sprint won possession,11.0,7,3,AUS,3.0,HOWDEN R,3 - 4,480,AUS,8:00,4
Turnover foul,7.0,7,3,AUS,3.0,ROACH A,3 - 4,457,AUS,7:37,4
Turnover foul,9.0,7,3,AUS,3.0,BOWEN A,3 - 4,427,USA,7:07,4
Steal,7.0,7,3,AUS,3.0,ROACH A,3 - 4,427,AUS,7:07,4
Counter attack - Saved,11.0,7,3,AUS,3.0,HOWDEN R,3 - 4,412,AUS,6:52,4
20 sec. exclusion in field,11.0,7,3,AUS,3.0,HOWDEN R,3 - 4,387,AUS,6:27,4
Extra player shot - Goal,8.0,7,3,AUS,3.0,AZEVEDO T,3 - 5,371,USA,6:11,5
Turnover foul,2.0,7,3,AUS,3.0,CAMPBELL R,3 - 5,347,AUS,5:47,5
5m shot - Blocked,8.0,7,3,AUS,3.0,AZEVEDO T,3 - 5,313,USA,5:13,5
5m shot - Post,3.0,7,3,AUS,3.0,FORD G,3 - 5,286,AUS,4:46,5
20 sec. exclusion in field,9.0,7,3,AUS,3.0,SWIFT J,3 - 5,260,AUS,4:20,5
Time-Out,,7,3,AUS,3.0,,3 - 5,257,USA,4:17,5
Action shot - Goal,10.0,7,3,AUS,3.0,BONANNI B,3 - 6,238,USA,3:58,6
5m shot - Blocked,6.0,7,3,AUS,3.0,GILCHRIST J,3 - 6,208,AUS,3:28,6
20 sec. exclusion in centre,4.0,7,3,AUS,3.0,COTTERILL J,3 - 6,189,AUS,3:09,6
Extra player shot - Goal,9.0,7,3,AUS,3.0,BOWEN A,3 - 7,175,USA,2:55,7
Time-Out,,7,3,AUS,3.0,,3 - 7,175,AUS,2:55,7
Action shot - Post,8.0,7,3,AUS,3.0,YOUNGER A,3 - 7,160,AUS,2:40,7
20 sec. exclusion in centre,9.0,7,3,AUS,3.0,SWIFT J,3 - 7,139,AUS,2:19,7
Extra player shot - Post,9.0,7,3,AUS,3.0,BOWEN A,3 - 7,130,USA,2:10,7
Counter attack - Missed,2.0,7,3,AUS,3.0,CAMPBELL R,3 - 7,110,AUS,1:50,7
Centre shot - Goal,12.0,7,3,AUS,3.0,MANN J,3 - 8,109,USA,1:49,8
Action shot - Saved,7.0,7,3,AUS,3.0,ROACH A,3 - 8,56,AUS,0:56,8
20 sec. exclusion in centre,5.0,7,3,AUS,3.0,ROELSE A,3 - 8,50,USA,0:50,8
Extra player shot - Goal,5.0,7,4,AUS,3.0,POWER N,4 - 8,30,AUS,0:30,8
Action shot - Saved,10.0,7,4,AUS,3.0,BONANNI B,4 - 8,0,USA,0:00,8
Starting goalkeeper,1.0,7,4,AUS,4.0,STANTON-FRENCH J,4 - 8,480,AUS,8:00,8
Starting goalkeeper,13.0,7,4,AUS,4.0,BARON M,4 - 8,480,USA,8:00,8
Sprint won possession,11.0,7,4,AUS,4.0,HOWDEN R,4 - 8,480,AUS,8:00,8
Action shot - Missed,11.0,7,4,AUS,4.0,HOWDEN R,4 - 8,457,AUS,7:37,8
5m shot - Goal,9.0,7,4,AUS,4.0,BOWEN A,4 - 9,432,USA,7:12,9
Turnover foul,8.0,7,4,AUS,4.0,YOUNGER A,4 - 9,410,AUS,6:50,9
Steal,7.0,7,4,AUS,4.0,SAMUELS J,4 - 9,410,USA,6:50,9
5m shot - Goal,8.0,7,4,AUS,4.0,AZEVEDO T,4 - 10,388,USA,6:28,10
Goalkeeper substitution,13.0,7,4,AUS,4.0,DENNERLEY J,4 - 10,388,AUS,6:28,10
