Action,Cap,Game,JPN,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time
Starting goalkeeper,1.0,1,0,0,AUS,1.0,TANAMURA K,0 - 0,480,JPN,8:00
Starting goalkeeper,1.0,1,0,0,AUS,1.0,STANTON - FRENCH J,0 - 0,480,AUS,8:00
Sprint won possession,11.0,1,0,0,AUS,1.0,HOWDEN R,0 - 0,480,AUS,8:00
20 sec. exclusion in centre,11.0,1,0,0,AUS,1.0,OKAWA K,0 - 0,403,JPN,6:43
Extra player shot - Goal,11.0,1,0,1,AUS,1.0,HOWDEN R,0 - 1,390,AUS,6:30
5m shot - Saved,9.0,1,0,1,AUS,1.0,TAKEI K,0 - 1,360,JPN,6:00
Action shot - Saved,2.0,1,0,1,AUS,1.0,ADACHI S,0 - 1,316,JPN,5:16
Action shot - Blocked,8.0,1,0,1,AUS,1.0,YOUNGER A,0 - 1,288,AUS,4:48
Action shot - Saved,7.0,1,0,1,AUS,1.0,SHIMIZU Y,0 - 1,276,JPN,4:36
20 sec. exclusion in centre,6.0,1,0,1,AUS,1.0,IIDA A,0 - 1,260,JPN,4:20
Extra player shot - Goal,8.0,1,0,2,AUS,1.0,YOUNGER A,0 - 2,242,AUS,4:02
20 sec. exclusion in centre,6.0,1,0,2,AUS,1.0,GILCHRIST J,0 - 2,229,AUS,3:49
Extra player shot - Post,8.0,1,0,2,AUS,1.0,KADONO Y,0 - 2,212,JPN,3:32
Turnover foul,4.0,1,0,2,AUS,1.0,COTTERILL J,0 - 2,187,AUS,3:07
Steal,3.0,1,0,2,AUS,1.0,ARAI A,0 - 2,187,JPN,3:07
Turnover foul,3.0,1,0,2,AUS,1.0,ARAI A,0 - 2,179,JPN,2:59
Steal,2.0,1,0,2,AUS,1.0,CAMPBELL R,0 - 2,179,AUS,2:59
5m shot - Saved,6.0,1,0,2,AUS,1.0,GILCHRIST J,0 - 2,144,AUS,2:24
5m shot - Saved,8.0,1,0,2,AUS,1.0,KADONO Y,0 - 2,117,JPN,1:57
Turnover foul,6.0,1,0,2,AUS,1.0,GILCHRIST J,0 - 2,98,AUS,1:38
Steal,9.0,1,0,2,AUS,1.0,TAKEI K,0 - 2,98,JPN,1:38
5m shot - Saved,3.0,1,0,2,AUS,1.0,ARAI A,0 - 2,75,JPN,1:15
Time-Out,,1,0,2,AUS,1.0,,0 - 2,73,AUS,1:13
Action shot - Saved,5.0,1,0,2,AUS,1.0,POWER N,0 - 2,57,AUS,0:57
Turnover foul,12.0,1,0,2,AUS,1.0,HAZUI S,0 - 2,40,JPN,0:40
Steal,10.0,1,0,2,AUS,1.0,EMERY M,0 - 2,40,AUS,0:40
Action shot - Saved,10.0,1,0,2,AUS,1.0,EMERY M,0 - 2,21,AUS,0:21
20 sec. exclusion in centre,8.0,1,0,2,AUS,1.0,YOUNGER A,0 - 2,5,AUS,0:05
Extra player shot - Missed,9.0,1,0,2,AUS,1.0,TAKEI K,0 - 2,0,JPN,0:00
Starting goalkeeper,1.0,1,0,2,AUS,2.0,TANAMURA K,0 - 2,480,JPN,8:00
Starting goalkeeper,1.0,1,0,2,AUS,2.0,STANTON - FRENCH J,0 - 2,480,AUS,8:00
Sprint won possession,11.0,1,0,2,AUS,2.0,HOWDEN R,0 - 2,480,AUS,8:00
Turnover foul,7.0,1,0,2,AUS,2.0,ROACH A,0 - 2,456,AUS,7:36
20 sec. exclusion in centre,3.0,1,0,2,AUS,2.0,FORD G,0 - 2,433,AUS,7:13
Extra player shot - Goal,11.0,1,1,2,AUS,2.0,OKAWA K,1 - 2,423,JPN,7:03
20 sec. exclusion in centre,6.0,1,1,2,AUS,2.0,IIDA A,1 - 2,402,JPN,6:42
Extra player shot - Goal,9.0,1,1,3,AUS,2.0,SWIFT J,1 - 3,389,AUS,6:29
5m shot - Post,4.0,1,1,3,AUS,2.0,SHIGA M,1 - 3,362,JPN,6:02
Turnover foul,8.0,1,1,3,AUS,2.0,YOUNGER A,1 - 3,332,AUS,5:32
Turnover foul,11.0,1,1,3,AUS,2.0,OKAWA K,1 - 3,316,JPN,5:16
Steal,8.0,1,1,3,AUS,2.0,YOUNGER A,1 - 3,316,AUS,5:16
20 sec. exclusion in centre,12.0,1,1,3,AUS,2.0,HAZUI S,1 - 3,295,JPN,4:55
Extra player shot - Goal,2.0,1,1,4,AUS,2.0,CAMPBELL R,1 - 4,279,AUS,4:39
Turnover foul,4.0,1,1,4,AUS,2.0,SHIGA M,1 - 4,255,JPN,4:15
Turnover foul,10.0,1,1,4,AUS,2.0,EMERY M,1 - 4,230,AUS,3:50
Steal,1.0,1,1,4,AUS,2.0,TANAMURA K,1 - 4,230,JPN,3:50
20 sec. exclusion in centre,7.0,1,1,4,AUS,2.0,ROACH A,1 - 4,214,AUS,3:34
Extra player shot - Goal,2.0,1,2,4,AUS,2.0,ADACHI S,2 - 4,202,JPN,3:22
Turnover foul,2.0,1,2,4,AUS,2.0,CAMPBELL R,2 - 4,171,AUS,2:51
Action shot - Post,7.0,1,2,4,AUS,2.0,SHIMIZU Y,2 - 4,149,JPN,2:29
Turnover foul,2.0,1,2,4,AUS,2.0,CAMPBELL R,2 - 4,129,AUS,2:09
Turnover foul,7.0,1,2,4,AUS,2.0,SHIMIZU Y,2 - 4,100,JPN,1:40
Centre shot - Saved,7.0,1,2,4,AUS,2.0,SHIMIZU Y,2 - 4,97,JPN,1:37
Turnover foul,8.0,1,2,4,AUS,2.0,YOUNGER A,2 - 4,77,AUS,1:17
Time-Out,,1,2,4,AUS,2.0,,2 - 4,50,AUS,0:50
Action shot - Post,6.0,1,2,4,AUS,2.0,GILCHRIST J,2 - 4,30,AUS,0:30
Time-Out,,1,2,4,AUS,2.0,,2 - 4,30,JPN,0:30
Starting goalkeeper,1.0,1,2,4,AUS,3.0,TANAMURA K,2 - 4,480,JPN,8:00
Starting goalkeeper,1.0,1,2,4,AUS,3.0,STANTON - FRENCH J,2 - 4,480,AUS,8:00
Sprint won possession,11.0,1,2,4,AUS,3.0,HOWDEN R,2 - 4,480,AUS,8:00
20 sec. exclusion in centre,7.0,1,2,4,AUS,3.0,SHIMIZU Y,2 - 4,462,JPN,7:42
Extra player shot - Goal,2.0,1,2,5,AUS,3.0,CAMPBELL R,2 - 5,451,AUS,7:31
Turnover foul,9.0,1,2,5,AUS,3.0,TAKEI K,2 - 5,437,JPN,7:17
Steal,7.0,1,2,5,AUS,3.0,ROACH A,2 - 5,437,AUS,7:17
Turnover foul,11.0,1,2,5,AUS,3.0,HOWDEN R,2 - 5,416,AUS,6:56
Action shot - Saved,2.0,1,2,5,AUS,3.0,ADACHI S,2 - 5,406,JPN,6:46
20 sec. exclusion in centre,11.0,1,2,5,AUS,3.0,OKAWA K,2 - 5,386,JPN,6:26
Extra player shot - Post,2.0,1,2,5,AUS,3.0,CAMPBELL R,2 - 5,362,AUS,6:02
Turnover foul,12.0,1,2,5,AUS,3.0,HAZUI S,2 - 5,334,JPN,5:34
Counter attack - Saved,8.0,1,2,5,AUS,3.0,YOUNGER A,2 - 5,306,AUS,5:06
Centre shot - Saved,6.0,1,2,5,AUS,3.0,IIDA A,2 - 5,281,JPN,4:41
20 sec. exclusion in centre,7.0,1,2,5,AUS,3.0,ROACH A,2 - 5,250,AUS,4:10
Time-Out,,1,2,5,AUS,3.0,,2 - 5,250,JPN,4:10
Extra player shot - Goal,4.0,1,3,5,AUS,3.0,SHIGA M,3 - 5,232,JPN,3:52
20 sec. exclusion in centre,3.0,1,3,5,AUS,3.0,ARAI A,3 - 5,216,JPN,3:36
Extra player shot - Saved,6.0,1,3,5,AUS,3.0,GILCHRIST J,3 - 5,200,AUS,3:20
Action shot - Goal,2.0,1,3,6,AUS,3.0,CAMPBELL R,3 - 6,192,AUS,3:12
5m shot - Post,11.0,1,3,6,AUS,3.0,OKAWA K,3 - 6,160,JPN,2:40
Turnover foul,2.0,1,3,6,AUS,3.0,CAMPBELL R,3 - 6,131,AUS,2:11
20 sec. exclusion in field,5.0,1,3,6,AUS,3.0,POWER N,3 - 6,128,AUS,2:08
Time-Out,,1,3,6,AUS,3.0,,3 - 6,81,AUS,1:21
20 sec. exclusion in centre,5.0,1,3,6,AUS,3.0,YANASE A,3 - 6,81,JPN,1:21
Action shot - Saved,9.0,1,3,6,AUS,3.0,SWIFT J,3 - 6,55,AUS,0:55
Action shot - Goal,11.0,1,3,7,AUS,3.0,HOWDEN R,3 - 7,7,AUS,0:07
5m shot - Saved,11.0,1,3,7,AUS,3.0,OKAWA K,3 - 7,1,JPN,0:01
Starting goalkeeper,1.0,1,3,7,AUS,4.0,TANAMURA K,3 - 7,480,JPN,8:00
Starting goalkeeper,1.0,1,3,7,AUS,4.0,STANTON - FRENCH J,3 - 7,480,AUS,8:00
Sprint won possession,11.0,1,3,7,AUS,4.0,HOWDEN R,3 - 7,480,AUS,8:00
Turnover foul,8.0,1,3,7,AUS,4.0,YOUNGER A,3 - 7,452,AUS,7:32
5m shot - Missed,4.0,1,3,7,AUS,4.0,SHIGA M,3 - 7,429,JPN,7:09
Turnover foul,8.0,1,3,7,AUS,4.0,YOUNGER A,3 - 7,402,AUS,6:42
20 sec. exclusion in field,8.0,1,3,7,AUS,4.0,YOUNGER A,3 - 7,402,AUS,6:42
Extra player shot - Post,12.0,1,3,7,AUS,4.0,HAZUI S,3 - 7,380,JPN,6:20
20 sec. exclusion in centre,3.0,1,3,7,AUS,4.0,FORD G,3 - 7,380,AUS,6:20
Action shot - Post,9.0,1,3,7,AUS,4.0,TAKEI K,3 - 7,356,JPN,5:56
Action shot - Blocked,12.0,1,3,7,AUS,4.0,HAZUI S,3 - 7,353,JPN,5:53
Turnover foul,2.0,1,3,7,AUS,4.0,ADACHI S,3 - 7,343,JPN,5:43
Turnover foul,5.0,1,3,7,AUS,4.0,POWER N,3 - 7,317,AUS,5:17
Action shot - Missed,2.0,1,3,7,AUS,4.0,ADACHI S,3 - 7,304,JPN,5:04
Action shot - Goal,6.0,1,3,8,AUS,4.0,GILCHRIST J,3 - 8,288,AUS,4:48
Turnover foul,4.0,1,3,8,AUS,4.0,SHIGA M,3 - 8,256,JPN,4:16
Penalty foul,4.0,1,3,8,AUS,4.0,SHIGA M,3 - 8,236,JPN,3:56
Penalty shot - Goal,8.0,1,3,9,AUS,4.0,YOUNGER A,3 - 9,236,AUS,3:56
20 sec. exclusion in centre,7.0,1,3,9,AUS,4.0,ROACH A,3 - 9,226,AUS,3:46
20 sec. exclusion in centre,7.0,1,3,9,AUS,4.0,ROACH A,3 - 9,226,AUS,3:46
Exclusion with substitution,7.0,1,3,9,AUS,4.0,ROACH A,3 - 9,226,AUS,3:46
20 sec. exclusion in centre,4.0,1,3,9,AUS,4.0,COTTERILL J,3 - 9,216,AUS,3:36
Extra player shot - Goal,9.0,1,4,9,AUS,4.0,TAKEI K,4 - 9,201,JPN,3:21
20 sec. exclusion in centre,12.0,1,4,9,AUS,4.0,MARTIN T,4 - 9,173,AUS,2:53
Time-Out,,1,4,9,AUS,4.0,,4 - 9,169,JPN,2:49
Extra player shot - Missed,4.0,1,4,9,AUS,4.0,SHIGA M,4 - 9,153,JPN,2:33
Turnover foul,8.0,1,4,9,AUS,4.0,YOUNGER A,4 - 9,131,AUS,2:11
Turnover foul,8.0,1,4,9,AUS,4.0,KADONO Y,4 - 9,112,JPN,1:52
Steal,1.0,1,4,9,AUS,4.0,STANTON - FRENCH J,4 - 9,112,AUS,1:52
Action shot - Goal,4.0,1,4,10,AUS,4.0,COTTERILL J,4 - 10,102,AUS,1:42
Turnover foul,9.0,1,4,10,AUS,4.0,TAKEI K,4 - 10,78,JPN,1:18
Turnover foul,6.0,1,4,10,AUS,4.0,GILCHRIST J,4 - 10,60,AUS,1:00
20 sec. exclusion in centre,12.0,1,4,10,AUS,4.0,MARTIN T,4 - 10,64,AUS,1:04
Turnover foul,6.0,1,4,10,AUS,4.0,IIDA A,4 - 10,34,JPN,0:34
Steal,6.0,1,4,10,AUS,4.0,GILCHRIST J,4 - 10,34,AUS,0:34
5m shot - Post,12.0,1,4,10,AUS,4.0,MARTIN T,4 - 10,10,AUS,0:10
Starting goalkeeper,1.0,2,0,0,SRB,1.0,PIJETLOVIC G,0 - 0,480,SRB,8:00
Starting goalkeeper,1.0,2,0,0,SRB,1.0,TANAMURA K,0 - 0,480,JPN,8:00
Sprint won possession,5.0,2,0,0,SRB,1.0,CUK M,0 - 0,480,SRB,8:00
Turnover foul,10.0,2,0,0,SRB,1.0,FILIPOVIC F,0 - 0,460,SRB,7:40
Steal,9.0,2,0,0,SRB,1.0,TAKEI K,0 - 0,460,JPN,7:40
20 sec. exclusion in centre,6.0,2,0,0,SRB,1.0,PIJETLOVIC D,0 - 0,442,SRB,7:22
Extra player shot - Goal,9.0,2,1,0,SRB,1.0,TAKEI K,0 - 1,427,JPN,7:07
Centre shot - Goal,7.0,2,1,1,SRB,1.0,NIKIC S,1 - 1,405,SRB,6:45
20 sec. exclusion in centre,8.0,2,1,1,SRB,1.0,ALEKSIC M,1 - 1,386,SRB,6:26
Extra player shot - Saved,9.0,2,1,1,SRB,1.0,TAKEI K,1 - 1,369,JPN,6:09
20 sec. exclusion in centre,4.0,2,1,1,SRB,1.0,SHIGA M,1 - 1,347,JPN,5:47
Extra player shot - Missed,4.0,2,1,1,SRB,1.0,RANDELOVIC S,1 - 1,328,SRB,5:28
Turnover foul,11.0,2,1,1,SRB,1.0,OKAWA K,1 - 1,308,JPN,5:08
Action shot - Saved,7.0,2,1,1,SRB,1.0,NIKIC S,1 - 1,284,SRB,4:44
Action shot - Saved,11.0,2,1,1,SRB,1.0,OKAWA K,1 - 1,272,JPN,4:32
20 sec. exclusion in centre,9.0,2,1,1,SRB,1.0,TAKEI K,1 - 1,247,JPN,4:07
Extra player shot - Post,12.0,2,1,1,SRB,1.0,MITROVIC S,1 - 1,235,SRB,3:55
Turnover foul,7.0,2,1,1,SRB,1.0,SHIMIZU Y,1 - 1,210,JPN,3:30
Steal,1.0,2,1,1,SRB,1.0,PIJETLOVIC G,1 - 1,210,SRB,3:30
Time-Out,,2,1,1,SRB,1.0,,1 - 1,210,SRB,3:30
20 sec. exclusion in centre,1.0,2,1,1,SRB,1.0,TANAMURA K,1 - 1,186,JPN,3:06
Extra player shot - Saved,9.0,2,1,1,SRB,1.0,JAKSIC N,1 - 1,173,SRB,2:53
Turnover foul,9.0,2,1,1,SRB,1.0,TAKEI K,1 - 1,140,JPN,2:20
20 sec. exclusion in centre,11.0,2,1,1,SRB,1.0,OKAWA K,1 - 1,132,JPN,2:12
Extra player shot - Saved,8.0,2,1,1,SRB,1.0,ALEKSIC M,1 - 1,117,SRB,1:57
Turnover foul,12.0,2,1,1,SRB,1.0,HAZUI S,1 - 1,90,JPN,1:30
Steal,1.0,2,1,1,SRB,1.0,PIJETLOVIC G,1 - 1,90,SRB,1:30
Action shot - Goal,11.0,2,1,2,SRB,1.0,PRLAINOVIC A,2 - 1,67,SRB,1:07
Turnover foul,4.0,2,1,2,SRB,1.0,SHIGA M,2 - 1,46,JPN,0:46
Steal,11.0,2,1,2,SRB,1.0,PRLAINOVIC A,2 - 1,46,SRB,0:46
Turnover foul,8.0,2,1,2,SRB,1.0,ALEKSIC M,2 - 1,26,SRB,0:26
Steal,8.0,2,1,2,SRB,1.0,KADONO Y,2 - 1,26,JPN,0:26
Turnover foul,11.0,2,1,2,SRB,1.0,OKAWA K,2 - 1,11,JPN,0:11
Steal,8.0,2,1,2,SRB,1.0,ALEKSIC M,2 - 1,11,SRB,0:11
5m shot - Saved,2.0,2,1,2,SRB,1.0,MANDIC D,2 - 1,0,SRB,0:00
Starting goalkeeper,1.0,2,1,2,SRB,2.0,PIJETLOVIC G,2 - 1,480,SRB,8:00
Starting goalkeeper,1.0,2,1,2,SRB,2.0,TANAMURA K,2 - 1,480,JPN,8:00
Sprint won possession,12.0,2,1,2,SRB,2.0,MITROVIC S,2 - 1,480,SRB,8:00
20 sec. exclusion in centre,6.0,2,1,2,SRB,2.0,IIDA A,2 - 1,462,JPN,7:42
Extra player shot - Goal,6.0,2,1,3,SRB,2.0,PIJETLOVIC D,3 - 1,451,SRB,7:31
Action shot - Saved,2.0,2,1,3,SRB,2.0,MANDIC D,3 - 1,405,SRB,6:45
5m shot - Saved,6.0,2,1,3,SRB,2.0,PIJETLOVIC D,3 - 1,385,SRB,6:25
Centre shot - Goal,9.0,2,1,4,SRB,2.0,JAKSIC N,4 - 1,384,SRB,6:24
20 sec. exclusion in centre,9.0,2,1,4,SRB,2.0,JAKSIC N,4 - 1,363,SRB,6:03
Action shot - Saved,7.0,2,1,4,SRB,2.0,SHIMIZU Y,4 - 1,336,JPN,5:36
Action shot - Goal,7.0,2,1,5,SRB,2.0,NIKIC S,5 - 1,315,SRB,5:15
Turnover foul,9.0,2,1,5,SRB,2.0,TAKEI K,5 - 1,294,JPN,4:54
Steal,11.0,2,1,5,SRB,2.0,PRLAINOVIC A,5 - 1,294,SRB,4:54
Centre shot - Goal,7.0,2,1,6,SRB,2.0,NIKIC S,6 - 1,273,SRB,4:33
Action shot - Goal,3.0,2,2,6,SRB,2.0,ARAI A,6 - 2,253,JPN,4:13
Action shot - Goal,12.0,2,2,7,SRB,2.0,MITROVIC S,7 - 2,238,SRB,3:58
Turnover foul,11.0,2,2,7,SRB,2.0,PRLAINOVIC A,7 - 2,189,SRB,3:09
Steal,7.0,2,2,7,SRB,2.0,SHIMIZU Y,7 - 2,189,JPN,3:09
Action shot - Blocked,8.0,2,2,7,SRB,2.0,KADONO Y,7 - 2,175,JPN,2:55
Centre shot - Goal,11.0,2,2,8,SRB,2.0,PRLAINOVIC A,8 - 2,151,SRB,2:31
Centre shot - Blocked,7.0,2,2,8,SRB,2.0,SHIMIZU Y,8 - 2,134,JPN,2:14
Turnover foul,10.0,2,2,8,SRB,2.0,FILIPOVIC F,8 - 2,113,SRB,1:53
Steal,7.0,2,2,8,SRB,2.0,SHIMIZU Y,8 - 2,113,JPN,1:53
5m shot - Missed,4.0,2,2,8,SRB,2.0,SHIGA M,8 - 2,92,JPN,1:32
5m shot - Saved,3.0,2,2,8,SRB,2.0,GOCIC Z,8 - 2,73,SRB,1:13
Penalty foul,5.0,2,2,8,SRB,2.0,CUK M,8 - 2,56,SRB,0:56
Penalty shot - Goal,2.0,2,3,8,SRB,2.0,ADACHI S,8 - 3,56,JPN,0:56
Turnover foul,12.0,2,3,8,SRB,2.0,MITROVIC S,8 - 3,41,SRB,0:41
Action shot - Post,3.0,2,3,8,SRB,2.0,ARAI A,8 - 3,10,JPN,0:10
Turnover foul,12.0,2,3,8,SRB,4.0,MITROVIC S,8 - 3,140,SRB,2:20
Action shot - Saved,8.0,2,3,8,SRB,4.0,KADONO Y,8 - 3,125,JPN,2:05
Time-Out,,2,3,8,SRB,4.0,,8 - 3,121,SRB,2:01
5m shot - Saved,2.0,2,3,8,SRB,4.0,MANDIC D,8 - 3,106,SRB,1:46
Action shot - Saved,11.0,2,3,8,SRB,4.0,PRLAINOVIC A,8 - 3,98,SRB,1:38
20 sec. exclusion in centre,9.0,2,3,8,SRB,4.0,JAKSIC N,8 - 3,81,SRB,1:21
Time-Out,,2,3,8,SRB,4.0,,8 - 3,81,JPN,1:21
Extra player shot - Goal,8.0,2,9,17,SRB,4.0,KADONO Y,17 - 9,71,JPN,1:11
Turnover foul,3.0,2,9,17,SRB,2.0,GOCIC Z,17 - 9,0,SRB,0:00
Steal,6.0,2,9,17,SRB,2.0,IIDA A,17 - 9,0,JPN,0:00
Starting goalkeeper,13.0,2,9,17,SRB,3.0,MITROVIC B,17 - 9,480,SRB,8:00
Starting goalkeeper,1.0,2,9,17,SRB,3.0,TANAMURA K,17 - 9,480,JPN,8:00
Sprint won possession,3.0,2,9,17,SRB,3.0,GOCIC Z,17 - 9,480,SRB,8:00
20 sec. exclusion in centre,6.0,2,9,17,SRB,3.0,IIDA A,17 - 9,452,JPN,7:32
Centre shot - Goal,4.0,2,3,9,SRB,3.0,RANDELOVIC S,9 - 3,428,SRB,7:08
Turnover foul,12.0,2,3,9,SRB,3.0,HAZUI S,9 - 3,398,JPN,6:38
Steal,13.0,2,3,9,SRB,3.0,MITROVIC B,9 - 3,398,SRB,6:38
20 sec. exclusion in centre,4.0,2,3,9,SRB,3.0,SHIGA M,9 - 3,383,JPN,6:23
Extra player shot - Goal,6.0,2,3,10,SRB,3.0,PIJETLOVIC D,10 - 3,372,SRB,6:12
5m shot - Blocked,9.0,2,3,10,SRB,3.0,TAKEI K,10 - 3,346,JPN,5:46
5m shot - Saved,12.0,2,3,10,SRB,3.0,HAZUI S,10 - 3,320,JPN,5:20
Action shot - Saved,5.0,2,3,10,SRB,3.0,CUK M,10 - 3,297,SRB,4:57
Action shot - Goal,12.0,2,3,11,SRB,3.0,MITROVIC S,11 - 3,276,SRB,4:36
Penalty foul,10.0,2,3,11,SRB,3.0,FILIPOVIC F,11 - 3,258,SRB,4:18
Penalty shot - Goal,9.0,2,4,11,SRB,3.0,TAKEI K,11 - 4,258,JPN,4:18
20 sec. exclusion in centre,6.0,2,4,11,SRB,3.0,IIDA A,11 - 4,243,JPN,4:03
Exclusion with substitution,6.0,2,4,11,SRB,3.0,IIDA A,11 - 4,243,JPN,4:03
Extra player shot - Goal,7.0,2,4,12,SRB,3.0,NIKIC S,12 - 4,223,SRB,3:43
20 sec. exclusion in centre,8.0,2,4,12,SRB,3.0,ALEKSIC M,12 - 4,206,SRB,3:26
Extra player shot - Post,11.0,2,4,12,SRB,3.0,OKAWA K,12 - 4,195,JPN,3:15
Extra player shot - Goal,11.0,2,5,12,SRB,3.0,OKAWA K,12 - 5,192,JPN,3:12
Turnover foul,3.0,2,5,12,SRB,3.0,GOCIC Z,12 - 5,168,SRB,2:48
Steal,1.0,2,5,12,SRB,3.0,TANAMURA K,12 - 5,168,JPN,2:48
20 sec. exclusion in centre,12.0,2,5,12,SRB,3.0,MITROVIC S,12 - 5,159,SRB,2:39
Time-Out,,2,5,12,SRB,3.0,,12 - 5,159,JPN,2:39
Extra player shot - Post,4.0,2,5,12,SRB,3.0,SHIGA M,12 - 5,144,JPN,2:24
5m shot - Post,10.0,2,5,12,SRB,3.0,FILIPOVIC F,12 - 5,120,SRB,2:00
Turnover foul,5.0,2,5,12,SRB,3.0,YANASE A,12 - 5,103,JPN,1:43
Turnover foul,11.0,2,5,12,SRB,3.0,PRLAINOVIC A,12 - 5,84,SRB,1:24
Steal,4.0,2,5,12,SRB,3.0,SHIGA M,12 - 5,84,JPN,1:24
Action shot - Saved,12.0,2,5,12,SRB,3.0,HAZUI S,12 - 5,61,JPN,1:01
Turnover foul,10.0,2,5,12,SRB,3.0,FILIPOVIC F,12 - 5,55,SRB,0:55
Counter attack - Goal,11.0,2,6,12,SRB,3.0,OKAWA K,12 - 6,48,JPN,0:48
20 sec. exclusion in centre,9.0,2,6,12,SRB,3.0,TAKEI K,12 - 6,31,JPN,0:31
Time-Out,,2,6,12,SRB,3.0,,12 - 6,31,SRB,0:31
Extra player shot - Goal,11.0,2,6,13,SRB,3.0,PRLAINOVIC A,13 - 6,18,SRB,0:18
Action shot - Missed,7.0,2,6,13,SRB,3.0,SHIMIZU Y,13 - 6,1,JPN,0:01
Starting goalkeeper,13.0,2,6,13,SRB,4.0,MITROVIC B,13 - 6,480,SRB,8:00
Starting goalkeeper,1.0,2,6,13,SRB,4.0,TANAMURA K,13 - 6,480,JPN,8:00
Sprint won possession,2.0,2,6,13,SRB,4.0,ADACHI S,13 - 6,480,JPN,8:00
Extra player shot - Saved,2.0,2,6,13,SRB,4.0,ADACHI S,13 - 6,460,JPN,7:40
20 sec. exclusion in centre,6.0,2,6,13,SRB,4.0,PIJETLOVIC D,13 - 6,460,SRB,7:40
Centre shot - Blocked,6.0,2,6,13,SRB,4.0,PIJETLOVIC D,13 - 6,427,SRB,7:07
20 sec. exclusion in centre,4.0,2,6,13,SRB,4.0,RANDELOVIC S,13 - 6,409,SRB,6:49
Extra player shot - Goal,9.0,2,7,13,SRB,4.0,TAKEI K,13 - 7,394,JPN,6:34
20 sec. exclusion in centre,4.0,2,7,13,SRB,4.0,SHIGA M,13 - 7,384,JPN,6:24
Exclusion with substitution,4.0,2,7,13,SRB,4.0,SHIGA M,13 - 7,384,JPN,6:24
Extra player shot - Goal,6.0,2,7,14,SRB,4.0,PIJETLOVIC D,14 - 7,381,SRB,6:21
20 sec. exclusion in centre,10.0,2,7,14,SRB,4.0,FILIPOVIC F,14 - 7,361,SRB,6:01
5m shot - Goal,11.0,2,8,14,SRB,4.0,OKAWA K,14 - 8,337,JPN,5:37
20 sec. exclusion in centre,10.0,2,8,14,SRB,4.0,YASUDA K,14 - 8,323,JPN,5:23
Extra player shot - Goal,2.0,2,8,15,SRB,4.0,MANDIC D,15 - 8,311,SRB,5:11
Turnover foul,8.0,2,8,15,SRB,4.0,KADONO Y,15 - 8,283,JPN,4:43
Steal,2.0,2,8,15,SRB,4.0,MANDIC D,15 - 8,283,SRB,4:43
Centre shot - Goal,7.0,2,8,16,SRB,4.0,NIKIC S,16 - 8,272,SRB,4:32
Turnover foul,12.0,2,8,16,SRB,4.0,HAZUI S,16 - 8,248,JPN,4:08
Steal,4.0,2,8,16,SRB,4.0,RANDELOVIC S,16 - 8,248,SRB,4:08
Turnover foul,12.0,2,8,16,SRB,4.0,HAZUI S,16 - 8,229,JPN,3:49
Action shot - Saved,9.0,2,8,16,SRB,4.0,TAKEI K,16 - 8,225,JPN,3:45
Centre shot - Post,5.0,2,8,16,SRB,4.0,YANASE A,16 - 8,202,JPN,3:22
Action shot - Goal,7.0,2,8,17,SRB,4.0,NIKIC S,17 - 8,177,SRB,2:57
Turnover foul,11.0,2,8,17,SRB,4.0,OKAWA K,17 - 8,157,JPN,2:37
Action shot - Goal,6.0,2,9,18,SRB,4.0,PIJETLOVIC D,18 - 9,60,SRB,1:00
Goalkeeper substitution,13.0,2,9,18,SRB,4.0,FUKUSHIMA T,18 - 9,34,JPN,0:34
Turnover foul,6.0,2,9,18,SRB,4.0,IIDA A,18 - 9,31,JPN,0:31
Steal,3.0,2,9,18,SRB,4.0,GOCIC Z,18 - 9,31,SRB,0:31
Action shot - Goal,5.0,2,9,19,SRB,4.0,CUK M,19 - 9,19,SRB,0:19
Turnover foul,8.0,2,9,19,SRB,4.0,KADONO Y,19 - 9,4,JPN,0:04
Steal,11.0,2,9,19,SRB,4.0,PRLAINOVIC A,19 - 9,4,SRB,0:04
Starting goalkeeper,1.0,3,0,0,MNE,1.0,TANAMURA K,0 - 0,480,JPN,8:00
Starting goalkeeper,1.0,3,0,0,MNE,1.0,LAZOVIC D,0 - 0,480,MNE,8:00
Sprint won possession,3.0,3,0,0,MNE,1.0,PASKOVIC V,0 - 0,480,MNE,8:00
20 sec. exclusion in centre,6.0,3,0,0,MNE,1.0,IIDA A,0 - 0,455,JPN,7:35
Extra player shot - Goal,6.0,3,0,1,MNE,1.0,RADOVIC A,0 - 1,441,MNE,7:21
Turnover foul,11.0,3,0,1,MNE,1.0,OKAWA K,0 - 1,422,JPN,7:02
Turnover foul,1.0,3,0,1,MNE,1.0,LAZOVIC D,0 - 1,422,MNE,7:02
Action shot - Saved,12.0,3,0,1,MNE,1.0,HAZUI S,0 - 1,411,JPN,6:51
Action shot - Saved,5.0,3,0,1,MNE,1.0,BRGULJAN D,0 - 1,394,MNE,6:34
Turnover foul,6.0,3,0,1,MNE,1.0,IIDA A,0 - 1,380,JPN,6:20
Steal,2.0,3,0,1,MNE,1.0,BRGULJAN D,0 - 1,380,MNE,6:20
Turnover foul,6.0,3,0,1,MNE,1.0,RADOVIC A,0 - 1,358,MNE,5:58
Steal,6.0,3,0,1,MNE,1.0,IIDA A,0 - 1,358,JPN,5:58
