Action,Cap,Game,JPN,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time
Action shot - Post,4.0,5,9,6,RUS,3.0,SHIGA M,6 - 9,175,JPN,2:55
20 sec. exclusion in centre,5.0,5,9,6,RUS,3.0,ZINNATULLIN A,6 - 9,163,RUS,2:43
Time-Out,,5,9,6,RUS,3.0,,6 - 9,162,JPN,2:42
Action shot - Goal,9.0,5,10,6,RUS,3.0,TAKEI K,6 - 10,138,JPN,2:18
Action shot - Goal,4.0,5,10,7,RUS,3.0,BYCHKOV I,7 - 10,116,RUS,1:56
Turnover foul,8.0,5,10,7,RUS,3.0,KADONO Y,7 - 10,101,JPN,1:41
Steal,6.0,5,10,7,RUS,3.0,ASHAEV A,7 - 10,101,RUS,1:41
Turnover foul,11.0,5,10,7,RUS,3.0,LISUNOV S,7 - 10,72,RUS,1:12
Turnover foul,8.0,5,10,7,RUS,3.0,KADONO Y,7 - 10,57,JPN,0:57
Steal,11.0,5,10,7,RUS,3.0,LISUNOV S,7 - 10,57,RUS,0:57
Action shot - Saved,11.0,5,10,7,RUS,3.0,LISUNOV S,7 - 10,36,RUS,0:36
Counter attack - Goal,9.0,5,11,7,RUS,3.0,TAKEI K,7 - 11,22,JPN,0:22
Turnover foul,11.0,5,11,7,RUS,3.0,LISUNOV S,7 - 11,5,RUS,0:05
Steal,6.0,5,11,7,RUS,3.0,IIDA A,7 - 11,5,JPN,0:05
Starting goalkeeper,13.0,5,11,7,RUS,4.0,IVANOV V,7 - 11,480,RUS,8:00
Starting goalkeeper,1.0,5,11,7,RUS,4.0,TANAMURA K,7 - 11,480,JPN,8:00
Sprint won possession,10.0,5,11,7,RUS,4.0,KHOLOD D,7 - 11,480,RUS,8:00
Centre shot - Saved,7.0,5,11,7,RUS,4.0,TIMAKOV V,7 - 11,451,RUS,7:31
Counter attack - Saved,12.0,5,11,7,RUS,4.0,HAZUI S,7 - 11,434,JPN,7:14
20 sec. exclusion in field,3.0,5,11,7,RUS,4.0,ARAI A,7 - 11,432,JPN,7:12
Time-Out,,5,11,7,RUS,4.0,,7 - 11,432,RUS,7:12
Action shot - Goal,2.0,5,11,8,RUS,4.0,BUGAYCHUK A,8 - 11,409,RUS,6:49
Turnover foul,8.0,5,11,8,RUS,4.0,NAGAEV I,8 - 11,359,RUS,5:59
Steal,6.0,5,11,8,RUS,4.0,IIDA A,8 - 11,359,JPN,5:59
Counter attack - Goal,11.0,5,12,8,RUS,4.0,OKAWA K,8 - 12,350,JPN,5:50
Goalkeeper substitution,1.0,5,12,8,RUS,4.0,ANTONOV A,8 - 12,350,RUS,5:50
Turnover foul,2.0,5,12,8,RUS,4.0,BUGAYCHUK A,8 - 12,330,RUS,5:30
Steal,4.0,5,12,8,RUS,4.0,SHIGA M,8 - 12,330,JPN,5:30
Counter attack - Post,6.0,5,12,8,RUS,4.0,IIDA A,8 - 12,315,JPN,5:15
20 sec. exclusion in centre,7.0,5,12,8,RUS,4.0,TIMAKOV V,8 - 12,308,RUS,5:08
Extra player shot - Goal,6.0,5,13,8,RUS,4.0,IIDA A,8 - 13,298,JPN,4:58
Turnover foul,3.0,5,13,8,RUS,4.0,ODINTSOV A,8 - 13,262,RUS,4:22
Steal,9.0,5,13,8,RUS,4.0,TAKEI K,8 - 13,262,JPN,4:22
Penalty foul,6.0,5,13,8,RUS,4.0,ASHAEV A,8 - 13,254,RUS,4:14
Goalkeeper substitution,13.0,5,13,8,RUS,4.0,FUKUSHIMA T,8 - 13,137,JPN,2:17
Penalty foul,8.0,5,13,8,RUS,4.0,KADONO Y,8 - 13,115,JPN,1:55
Penalty shot - Goal,9.0,5,13,9,RUS,4.0,STEPANIUK K,9 - 13,115,RUS,1:55
Centre shot - Saved,7.0,5,13,9,RUS,4.0,SHIMIZU Y,9 - 13,83,JPN,1:23
5m shot - Post,12.0,5,13,9,RUS,4.0,MAGOMAEV L,9 - 13,53,RUS,0:53
Action shot - Missed,12.0,5,13,9,RUS,4.0,MAGOMAEV L,9 - 13,43,RUS,0:43
Turnover foul,3.0,5,13,9,RUS,4.0,ARAI A,9 - 13,34,JPN,0:34
Counter attack - Saved,7.0,5,13,9,RUS,4.0,TIMAKOV V,9 - 13,29,RUS,0:29
Turnover foul,10.0,5,13,9,RUS,4.0,YASUDA K,9 - 13,0,JPN,0:00
