Action,Cap,Game,KAZ,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time,Result,Goal
Action shot,9.0,1,2,1,BRA,2.0,UKUMANOV R,1 - 2,165,KAZ,2:45,Goal,1
5m shot,4.0,1,2,1,BRA,2.0,COUTINHO G,1 - 2,139,BRA,2:19,Missed,0
Action shot,2.0,1,2,1,BRA,2.0,MEDVEDEV Y,1 - 2,115,KAZ,1:55,Saved,0
Centre shot,3.0,1,2,1,BRA,2.0,ALMEIDA G,1 - 2,92,BRA,1:32,Missed,0
Extra player shot,7.0,1,2,1,BRA,4.0,SHAKENOV M,1 - 2,102,KAZ,1:42,Post,0
5m shot,11.0,1,2,1,BRA,2.0,GUIMARAES G,1 - 2,1,BRA,0:01,Blocked,0
Extra player shot,2.0,1,2,1,BRA,3.0,MEDVEDEV Y,1 - 2,420,KAZ,7:00,Saved,0
Extra player shot,9.0,1,2,2,BRA,3.0,ROCHA B,2 - 2,383,BRA,6:23,Goal,1
Action shot,7.0,1,2,2,BRA,3.0,SHAKENOV M,2 - 2,338,KAZ,5:38,Saved,0
Action shot,11.0,1,2,2,BRA,3.0,GUIMARAES G,2 - 2,262,BRA,4:22,Saved,0
Centre shot,3.0,1,2,3,BRA,3.0,ALMEIDA G,3 - 2,195,BRA,3:15,Goal,1
Extra player shot,11.0,1,2,4,BRA,3.0,GUIMARAES G,4 - 2,143,BRA,2:23,Goal,1
5m shot,9.0,1,2,4,BRA,3.0,UKUMANOV R,4 - 2,80,KAZ,1:20,Missed,0
Extra player shot,4.0,1,2,4,BRA,3.0,COUTINHO G,4 - 2,9,BRA,0:09,Saved,0
