Action,Cap,Game,KAZ,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time
5m shot - Missed,7.0,3,0,0,MNE,1.0,SHAKENOV M,0 - 0,454,KAZ,7:34
Centre shot - Saved,12.0,3,0,0,MNE,1.0,MURISIC N,0 - 0,432,MNE,7:12
5m shot - Saved,6.0,3,0,0,MNE,1.0,SHMIDER A,0 - 0,406,KAZ,6:46
Centre shot - Saved,11.0,3,0,0,MNE,1.0,MANAFOV R,0 - 0,384,KAZ,6:24
Turnover foul,11.0,3,0,0,MNE,1.0,MANAFOV R,0 - 0,368,KAZ,6:08
5m shot - Blocked,9.0,3,0,0,MNE,1.0,RADOVIC D,0 - 0,347,MNE,5:47
Turnover foul,10.0,3,0,0,MNE,1.0,RUDAY M,0 - 0,316,KAZ,5:16
Steal,1.0,3,0,0,MNE,1.0,LAZOVIC D,0 - 0,293,MNE,4:53
5m shot - Goal,4.0,3,0,1,MNE,1.0,PETKOVIC M,1 - 0,293,MNE,4:53
5m shot - Missed,6.0,3,0,1,MNE,1.0,SHMIDER A,1 - 0,263,KAZ,4:23
20 sec. exclusion in field,2.0,3,0,1,MNE,1.0,MEDVEDEV Y,1 - 0,244,KAZ,4:04
Action shot - Saved,9.0,3,0,1,MNE,1.0,RADOVIC D,1 - 0,222,MNE,3:42
Turnover foul,10.0,3,0,1,MNE,1.0,MISIC S,1 - 0,197,MNE,3:17
Steal,13.0,3,0,1,MNE,1.0,SHLEMOV V,1 - 0,197,KAZ,3:17
Turnover foul,6.0,3,0,1,MNE,1.0,SHMIDER A,1 - 0,169,KAZ,2:49
Steal,6.0,3,0,1,MNE,1.0,RADOVIC A,1 - 0,169,MNE,2:49
Centre shot - Goal,10.0,3,0,2,MNE,1.0,MISIC S,2 - 0,142,MNE,2:22
Turnover foul,11.0,3,0,2,MNE,1.0,MANAFOV R,2 - 0,115,KAZ,1:55
Steal,3.0,3,0,2,MNE,1.0,BANICEVIC B,2 - 0,115,MNE,1:55
Centre shot - Saved,5.0,3,0,2,MNE,1.0,BRGULJAN D,2 - 0,96,MNE,1:36
Turnover foul,6.0,3,0,2,MNE,1.0,RADOVIC A,2 - 0,78,MNE,1:18
Steal,13.0,3,0,2,MNE,1.0,SHLEMOV V,2 - 0,78,KAZ,1:18
Time-Out,,3,0,2,MNE,1.0,,2 - 0,78,KAZ,1:18
Turnover foul,6.0,3,0,2,MNE,1.0,SHMIDER A,2 - 0,52,KAZ,0:52
Turnover foul,6.0,3,0,2,MNE,1.0,RADOVIC A,2 - 0,37,MNE,0:37
Steal,6.0,3,0,2,MNE,1.0,SHMIDER A,2 - 0,37,KAZ,0:37
Action shot - Post,6.0,3,0,2,MNE,1.0,SHMIDER A,2 - 0,11,KAZ,0:11
Time-Out,,3,0,2,MNE,1.0,,2 - 0,9,MNE,0:09
Centre shot - Post,10.0,3,0,2,MNE,1.0,MISIC S,2 - 0,2,MNE,0:02
Starting goalkeeper,1.0,3,0,2,MNE,2.0,LAZOVIC D,2 - 0,480,MNE,8:00
Starting goalkeeper,13.0,3,0,2,MNE,2.0,SHLEMOV V,2 - 0,480,KAZ,8:00
Sprint won possession,8.0,3,0,2,MNE,2.0,UKROPINA A,2 - 0,480,MNE,8:00
Turnover foul,12.0,3,0,2,MNE,2.0,MURISIC N,2 - 0,446,MNE,7:26
Turnover foul,7.0,3,0,2,MNE,2.0,SHAKENOV M,2 - 0,421,KAZ,7:01
Steal,7.0,3,0,2,MNE,2.0,DRASKOVIC D,2 - 0,421,MNE,7:01
5m shot - Goal,11.0,3,0,3,MNE,2.0,CUCKOVIC U,3 - 0,396,MNE,6:36
5m shot - Post,9.0,3,0,3,MNE,2.0,UKUMANOV R,3 - 0,368,KAZ,6:08
Centre shot - Goal,12.0,3,0,4,MNE,2.0,MURISIC N,4 - 0,345,MNE,5:45
5m shot - Missed,7.0,3,0,4,MNE,2.0,SHAKENOV M,4 - 0,329,KAZ,5:29
Turnover foul,9.0,3,0,4,MNE,2.0,RADOVIC D,4 - 0,329,MNE,5:29
20 sec. exclusion in centre,3.0,3,0,4,MNE,2.0,BANICEVIC B,4 - 0,320,MNE,5:20
Centre shot - Saved,10.0,3,0,4,MNE,2.0,RUDAY M,4 - 0,290,KAZ,4:50
Penalty foul,8.0,3,0,4,MNE,2.0,UKROPINA A,4 - 0,269,MNE,4:29
Penalty shot - Saved,9.0,3,0,4,MNE,2.0,UKUMANOV R,4 - 0,269,KAZ,4:29
5m shot - Saved,8.0,3,0,4,MNE,2.0,UKROPINA A,4 - 0,245,MNE,4:05
20 sec. exclusion in centre,4.0,3,0,4,MNE,2.0,PETKOVIC M,4 - 0,225,MNE,3:45
Time-Out,,3,0,4,MNE,2.0,,4 - 0,225,KAZ,3:45
Action shot - Post,11.0,3,0,4,MNE,2.0,MANAFOV R,4 - 0,198,KAZ,3:18
Counter attack - Goal,6.0,3,0,5,MNE,2.0,RADOVIC A,5 - 0,183,MNE,3:03
Turnover foul,12.0,3,0,5,MNE,2.0,TURLYKHANOV B,5 - 0,157,KAZ,2:37
Steal,1.0,3,0,5,MNE,2.0,LAZOVIC D,5 - 0,157,MNE,2:37
Turnover foul,2.0,3,0,5,MNE,2.0,BRGULJAN D,5 - 0,141,MNE,2:21
Steal,12.0,3,0,5,MNE,2.0,TURLYKHANOV B,5 - 0,141,KAZ,2:21
5m shot - Saved,12.0,3,0,5,MNE,2.0,TURLYKHANOV B,5 - 0,111,KAZ,1:51
Time-Out,,3,0,5,MNE,2.0,,5 - 0,109,MNE,1:49
Centre shot - Saved,12.0,3,0,5,MNE,2.0,MURISIC N,5 - 0,85,MNE,1:25
20 sec. exclusion in centre,6.0,3,0,5,MNE,2.0,SHMIDER A,5 - 0,28,KAZ,0:28
Extra player shot - Goal,5.0,3,0,6,MNE,2.0,BRGULJAN D,6 - 0,11,MNE,0:11
5m shot - Blocked,9.0,3,0,6,MNE,2.0,UKUMANOV R,6 - 0,1,KAZ,0:01
Starting goalkeeper,1.0,3,0,6,MNE,3.0,LAZOVIC D,6 - 0,480,MNE,8:00
Starting goalkeeper,13.0,3,0,6,MNE,3.0,SHLEMOV V,6 - 0,480,KAZ,8:00
Sprint won possession,8.0,3,0,6,MNE,3.0,UKROPINA A,6 - 0,480,MNE,8:00
5m shot - Saved,5.0,3,0,6,MNE,3.0,BRGULJAN D,6 - 0,455,MNE,7:35
20 sec. exclusion in centre,4.0,3,0,6,MNE,3.0,PILIPENKO R,6 - 0,441,KAZ,7:21
Action shot - Goal,9.0,3,0,7,MNE,3.0,RADOVIC D,7 - 0,419,MNE,6:59
20 sec. exclusion in centre,3.0,3,0,7,MNE,3.0,BANICEVIC B,7 - 0,405,MNE,6:45
Action shot - Goal,6.0,3,1,7,MNE,3.0,SHMIDER A,7 - 1,382,KAZ,6:22
Turnover foul,9.0,3,1,7,MNE,3.0,RADOVIC D,7 - 1,348,MNE,5:48
Steal,7.0,3,1,7,MNE,3.0,SHAKENOV M,7 - 1,348,KAZ,5:48
Turnover foul,9.0,3,1,7,MNE,3.0,RADOVIC D,7 - 1,293,MNE,4:53
Steal,2.0,3,1,7,MNE,3.0,MEDVEDEV Y,7 - 1,293,KAZ,4:53
Action shot - Missed,9.0,3,1,7,MNE,3.0,UKUMANOV R,7 - 1,277,KAZ,4:37
Centre shot - Goal,9.0,3,2,7,MNE,3.0,UKUMANOV R,7 - 2,271,KAZ,4:31
5m shot - Saved,7.0,3,2,7,MNE,3.0,DRASKOVIC D,7 - 2,241,MNE,4:01
20 sec. exclusion in centre,11.0,3,2,7,MNE,3.0,MANAFOV R,7 - 2,223,KAZ,3:43
Extra player shot - Goal,11.0,3,2,8,MNE,3.0,CUCKOVIC U,8 - 2,207,MNE,3:27
Turnover foul,9.0,3,2,8,MNE,3.0,UKUMANOV R,8 - 2,176,KAZ,2:56
Steal,11.0,3,2,8,MNE,3.0,CUCKOVIC U,8 - 2,176,MNE,2:56
Action shot - Post,4.0,3,2,8,MNE,3.0,PETKOVIC M,8 - 2,159,MNE,2:39
Time-Out,,3,2,8,MNE,3.0,,8 - 2,159,KAZ,2:39
Centre shot - Saved,9.0,3,2,8,MNE,3.0,UKUMANOV R,8 - 2,132,KAZ,2:12
20 sec. exclusion in field,7.0,3,2,8,MNE,3.0,DRASKOVIC D,8 - 2,114,MNE,1:54
Extra player shot - Saved,8.0,3,2,8,MNE,3.0,VERDESH Y,8 - 2,94,KAZ,1:34
Action shot - Saved,2.0,3,2,8,MNE,3.0,BRGULJAN D,8 - 2,74,MNE,1:14
20 sec. exclusion in centre,12.0,3,2,8,MNE,3.0,TURLYKHANOV B,8 - 2,66,KAZ,1:06
Time-Out,,3,2,8,MNE,3.0,,8 - 2,66,MNE,1:06
Action shot - Missed,6.0,3,2,8,MNE,3.0,RADOVIC A,8 - 2,42,MNE,0:42
Counter attack - Goal,6.0,3,2,9,MNE,3.0,RADOVIC A,9 - 2,5,MNE,0:05
Starting goalkeeper,13.0,3,2,9,MNE,4.0,SCEPANOVIC M,9 - 2,480,MNE,8:00
Starting goalkeeper,13.0,3,2,9,MNE,4.0,SHLEMOV V,9 - 2,480,KAZ,8:00
Sprint won possession,2.0,3,2,9,MNE,4.0,BRGULJAN D,9 - 2,480,MNE,8:00
Turnover foul,12.0,3,2,9,MNE,4.0,MURISIC N,9 - 2,463,MNE,7:43
20 sec. exclusion in centre,8.0,3,2,9,MNE,4.0,UKROPINA A,9 - 2,453,MNE,7:33
Extra player shot - Blocked,7.0,3,2,9,MNE,4.0,SHAKENOV M,9 - 2,436,KAZ,7:16
Penalty foul,2.0,3,2,9,MNE,4.0,MEDVEDEV Y,9 - 2,423,KAZ,7:03
Penalty shot - Post,8.0,3,2,9,MNE,4.0,UKROPINA A,9 - 2,423,MNE,7:03
Centre shot - Saved,10.0,3,2,9,MNE,4.0,RUDAY M,9 - 2,403,KAZ,6:43
5m shot - Saved,7.0,3,2,9,MNE,4.0,DRASKOVIC D,9 - 2,377,MNE,6:17
Centre shot - Goal,10.0,3,3,9,MNE,4.0,RUDAY M,9 - 3,355,KAZ,5:55
Turnover foul,10.0,3,3,9,MNE,4.0,MISIC S,9 - 3,325,MNE,5:25
Steal,13.0,3,3,9,MNE,4.0,SHLEMOV V,9 - 3,325,KAZ,5:25
5m shot - Post,2.0,3,3,9,MNE,4.0,MEDVEDEV Y,9 - 3,301,KAZ,5:01
Centre shot - Post,10.0,3,3,9,MNE,4.0,MISIC S,9 - 3,276,MNE,4:36
5m shot - Goal,11.0,3,3,10,MNE,4.0,CUCKOVIC U,10 - 3,221,MNE,3:41
Turnover foul,10.0,3,3,10,MNE,4.0,RUDAY M,10 - 3,200,KAZ,3:20
Steal,11.0,3,3,10,MNE,4.0,CUCKOVIC U,10 - 3,200,MNE,3:20
5m shot - Goal,11.0,3,3,11,MNE,4.0,CUCKOVIC U,11 - 3,178,MNE,2:58
5m shot - Goal,9.0,3,4,11,MNE,4.0,UKUMANOV R,11 - 4,154,KAZ,2:34
20 sec. exclusion in centre,5.0,3,4,11,MNE,4.0,ALTAYEV A,11 - 4,131,KAZ,2:11
Extra player shot - Goal,2.0,3,4,12,MNE,4.0,BRGULJAN D,12 - 4,125,MNE,2:05
Turnover foul,9.0,3,4,12,MNE,4.0,UKUMANOV R,12 - 4,94,KAZ,1:34
Steal,9.0,3,4,12,MNE,4.0,RADOVIC D,12 - 4,94,MNE,1:34
Turnover foul,7.0,3,4,12,MNE,4.0,DRASKOVIC D,12 - 4,83,MNE,1:23
Steal,13.0,3,4,12,MNE,4.0,SHLEMOV V,12 - 4,83,KAZ,1:23
Centre shot - Goal,8.0,3,5,12,MNE,4.0,VERDESH Y,12 - 5,61,KAZ,1:01
5m shot - Saved,3.0,3,5,12,MNE,4.0,BANICEVIC B,12 - 5,32,MNE,0:32
Turnover foul,9.0,3,5,12,MNE,4.0,UKUMANOV R,12 - 5,13,KAZ,0:13
Steal,12.0,3,5,12,MNE,4.0,MURISIC N,12 - 5,13,MNE,0:13
Counter attack - Goal,8.0,3,5,13,MNE,4.0,UKROPINA A,13 - 5,1,MNE,0:01
Starting goalkeeper,13.0,4,0,0,ITA,1.0,SHLEMOV V,0 - 0,480,KAZ,8:00
Starting goalkeeper,1.0,4,0,0,ITA,1.0,TEMPESTI S,0 - 0,480,ITA,8:00
Sprint won possession,4.0,4,0,0,ITA,1.0,FIGLIOLI P,0 - 0,480,ITA,8:00
20 sec. exclusion in centre,4.0,4,0,0,ITA,1.0,PILIPENKO R,0 - 0,456,KAZ,7:36
Extra player shot - Blocked,8.0,4,0,0,ITA,1.0,FONDELLI A,0 - 0,443,ITA,7:23
Action shot - Missed,7.0,4,0,0,ITA,1.0,NORA A,0 - 0,384,ITA,6:24
Action shot - Goal,8.0,4,0,1,ITA,1.0,FONDELLI A,0 - 1,332,ITA,5:32
Action shot - Saved,2.0,4,0,1,ITA,1.0,MEDVEDEV Y,0 - 1,307,KAZ,5:07
Centre shot - Goal,6.0,4,0,2,ITA,1.0,MIRARCHI C,0 - 2,290,ITA,4:50
Time-Out,,4,0,2,ITA,1.0,,0 - 2,290,KAZ,4:50
Action shot - Missed,10.0,4,0,2,ITA,1.0,RUDAY M,0 - 2,279,KAZ,4:39
20 sec. exclusion in centre,8.0,4,0,2,ITA,1.0,VERDESH Y,0 - 2,268,KAZ,4:28
Extra player shot - Goal,4.0,4,0,3,ITA,1.0,FIGLIOLI P,0 - 3,250,ITA,4:10
Action shot - Goal,7.0,4,1,3,ITA,1.0,SHAKENOV M,1 - 3,222,KAZ,3:42
Turnover foul,11.0,4,1,3,ITA,1.0,AICARDI M,1 - 3,205,ITA,3:25
Steal,12.0,4,1,3,ITA,1.0,TURLYKHANOV B,1 - 3,205,KAZ,3:25
Action shot - Missed,2.0,4,1,3,ITA,1.0,di FULVIO F,1 - 3,158,ITA,2:38
Time-Out,,4,1,3,ITA,1.0,,1 - 3,128,ITA,2:08
Action shot - Post,9.0,4,1,3,ITA,1.0,RENZUTO IODICE V,1 - 3,107,ITA,1:47
20 sec. exclusion in centre,7.0,4,1,3,ITA,1.0,NORA A,1 - 3,83,ITA,1:23
Extra player shot - Saved,9.0,4,1,3,ITA,1.0,UKUMANOV R,1 - 3,65,KAZ,1:05
Action shot - Blocked,8.0,4,1,3,ITA,1.0,VERDESH Y,1 - 3,59,KAZ,0:59
Turnover foul,4.0,4,1,3,ITA,1.0,FIGLIOLI P,1 - 3,36,ITA,0:36
5m shot - Saved,2.0,4,1,3,ITA,1.0,MEDVEDEV Y,1 - 3,7,KAZ,0:07
Starting goalkeeper,13.0,4,1,3,ITA,2.0,SHLEMOV V,1 - 3,480,KAZ,8:00
Starting goalkeeper,1.0,4,1,3,ITA,2.0,TEMPESTI S,1 - 3,480,ITA,8:00
Sprint won possession,2.0,4,1,3,ITA,2.0,di FULVIO F,1 - 3,480,ITA,8:00
Turnover foul,11.0,4,1,3,ITA,2.0,AICARDI M,1 - 3,451,ITA,7:31
Steal,6.0,4,1,3,ITA,2.0,SHMIDER A,1 - 3,451,KAZ,7:31
5m shot - Blocked,4.0,4,1,3,ITA,2.0,PILIPENKO R,1 - 3,424,KAZ,7:04
Penalty foul,4.0,4,1,3,ITA,2.0,PILIPENKO R,1 - 3,407,KAZ,6:47
Penalty shot - Goal,2.0,4,1,4,ITA,2.0,di FULVIO F,1 - 4,407,ITA,6:47
20 sec. exclusion in centre,12.0,4,1,4,ITA,2.0,BERTOLI Z,1 - 4,386,ITA,6:26
Centre shot - Saved,11.0,4,1,4,ITA,2.0,MANAFOV R,1 - 4,364,KAZ,6:04
20 sec. exclusion in centre,3.0,4,1,4,ITA,2.0,SHVEDOV S,1 - 4,340,KAZ,5:40
Extra player shot - Post,7.0,4,1,4,ITA,2.0,NORA A,1 - 4,322,ITA,5:22
Time-Out,,4,1,4,ITA,2.0,,1 - 4,316,KAZ,5:16
5m shot - Saved,12.0,4,1,4,ITA,2.0,TURLYKHANOV B,1 - 4,292,KAZ,4:52
Turnover foul,11.0,4,1,4,ITA,2.0,AICARDI M,1 - 4,274,ITA,4:34
5m shot - Goal,7.0,4,2,4,ITA,2.0,SHAKENOV M,2 - 4,249,KAZ,4:09
20 sec. exclusion in centre,12.0,4,2,4,ITA,2.0,TURLYKHANOV B,2 - 4,228,KAZ,3:48
Extra player shot - Blocked,2.0,4,2,4,ITA,2.0,di FULVIO F,2 - 4,212,ITA,3:32
Turnover foul,10.0,4,2,4,ITA,2.0,BODEGAS M,2 - 4,162,ITA,2:42
20 sec. exclusion in field,10.0,4,2,4,ITA,2.0,BODEGAS M,2 - 4,162,ITA,2:42
Action shot - Saved,9.0,4,2,4,ITA,2.0,UKUMANOV R,2 - 4,136,KAZ,2:16
Centre shot - Goal,2.0,4,2,5,ITA,2.0,di FULVIO F,2 - 5,111,ITA,1:51
Turnover foul,10.0,4,2,5,ITA,2.0,RUDAY M,2 - 5,91,KAZ,1:31
5m shot - Post,4.0,4,2,5,ITA,2.0,FIGLIOLI P,2 - 5,70,ITA,1:10
Action shot - Saved,3.0,4,2,5,ITA,2.0,SHVEDOV S,2 - 5,45,KAZ,0:45
Action shot - Saved,9.0,4,2,5,ITA,2.0,RENZUTO IODICE V,2 - 5,23,ITA,0:23
5m shot - Post,7.0,4,2,5,ITA,2.0,SHAKENOV M,2 - 5,1,KAZ,0:01
Starting goalkeeper,13.0,4,2,5,ITA,3.0,SHLEMOV V,2 - 5,480,KAZ,8:00
Starting goalkeeper,1.0,4,2,5,ITA,3.0,TEMPESTI S,2 - 5,480,ITA,8:00
Sprint won possession,4.0,4,2,5,ITA,3.0,FIGLIOLI P,2 - 5,480,ITA,8:00
Action shot - Saved,4.0,4,2,5,ITA,3.0,FIGLIOLI P,2 - 5,451,ITA,7:31
Turnover foul,8.0,4,2,5,ITA,3.0,FONDELLI A,2 - 5,425,ITA,7:05
20 sec. exclusion in centre,12.0,4,2,5,ITA,3.0,BERTOLI Z,2 - 5,404,ITA,6:44
Extra player shot - Blocked,7.0,4,2,5,ITA,3.0,SHAKENOV M,2 - 5,382,KAZ,6:22
20 sec. exclusion in centre,9.0,4,2,5,ITA,3.0,UKUMANOV R,2 - 5,361,KAZ,6:01
Turnover foul,11.0,4,2,5,ITA,3.0,AICARDI M,2 - 5,347,ITA,5:47
5m shot - Saved,10.0,4,2,5,ITA,3.0,RUDAY M,2 - 5,315,KAZ,5:15
20 sec. exclusion in centre,12.0,4,2,5,ITA,3.0,TURLYKHANOV B,2 - 5,295,KAZ,4:55
Time-Out,,4,2,5,ITA,3.0,,2 - 5,295,ITA,4:55
Extra player shot - Goal,9.0,4,2,6,ITA,3.0,RENZUTO IODICE V,2 - 6,275,ITA,4:35
Penalty foul,9.0,4,2,6,ITA,3.0,RENZUTO IODICE V,2 - 6,245,ITA,4:05
Penalty shot - Goal,7.0,4,3,6,ITA,3.0,SHAKENOV M,3 - 6,245,KAZ,4:05
Centre shot - Goal,10.0,4,3,7,ITA,3.0,BODEGAS M,3 - 7,227,ITA,3:47
Turnover foul,11.0,4,3,7,ITA,3.0,MANAFOV R,3 - 7,200,KAZ,3:20
Turnover foul,2.0,4,3,7,ITA,3.0,di FULVIO F,3 - 7,187,ITA,3:07
Counter attack - Saved,3.0,4,3,7,ITA,3.0,SHVEDOV S,3 - 7,172,KAZ,2:52
5m shot - Post,4.0,4,3,7,ITA,3.0,FIGLIOLI P,3 - 7,152,ITA,2:32
Action shot - Saved,9.0,4,3,7,ITA,3.0,RENZUTO IODICE V,3 - 7,133,ITA,2:13
Turnover foul,10.0,4,3,7,ITA,3.0,BODEGAS M,3 - 7,118,ITA,1:58
Turnover foul,11.0,4,3,7,ITA,3.0,MANAFOV R,3 - 7,92,KAZ,1:32
Action shot - Goal,9.0,4,3,8,ITA,3.0,RENZUTO IODICE V,3 - 8,75,ITA,1:15
Turnover foul,4.0,4,3,8,ITA,3.0,PILIPENKO R,3 - 8,45,KAZ,0:45
Steal,6.0,4,3,8,ITA,3.0,MIRARCHI C,3 - 8,45,ITA,0:45
Double exclusion,10.0,4,3,8,ITA,3.0,RUDAY M,3 - 8,43,KAZ,0:43
Double exclusion,5.0,4,3,8,ITA,3.0,PRESCIUTTI N,3 - 8,43,ITA,0:43
5m shot - Goal,9.0,4,3,9,ITA,3.0,RENZUTO IODICE V,3 - 9,31,ITA,0:31
Time-Out,,4,3,9,ITA,3.0,,3 - 9,31,KAZ,0:31
Turnover foul,4.0,4,3,9,ITA,3.0,PILIPENKO R,3 - 9,12,KAZ,0:12
Steal,11.0,4,3,9,ITA,3.0,AICARDI M,3 - 9,12,ITA,0:12
5m shot - Blocked,7.0,4,3,9,ITA,3.0,NORA A,3 - 9,1,ITA,0:01
Starting goalkeeper,13.0,4,3,9,ITA,4.0,SHLEMOV V,3 - 9,480,KAZ,8:00
Starting goalkeeper,13.0,4,3,9,ITA,4.0,VOLAREVIC G,3 - 9,480,ITA,8:00
Sprint won possession,3.0,4,3,9,ITA,4.0,SHVEDOV S,3 - 9,480,KAZ,8:00
Centre shot - Goal,10.0,4,4,9,ITA,4.0,RUDAY M,4 - 9,458,KAZ,7:38
Centre shot - Saved,11.0,4,4,9,ITA,4.0,AICARDI M,4 - 9,429,ITA,7:09
Turnover foul,10.0,4,4,9,ITA,4.0,RUDAY M,4 - 9,400,KAZ,6:40
Steal,12.0,4,4,9,ITA,4.0,BERTOLI Z,4 - 9,400,ITA,6:40
Counter attack - Goal,6.0,4,4,10,ITA,4.0,MIRARCHI C,4 - 10,390,ITA,6:30
Centre shot - Goal,10.0,4,5,10,ITA,4.0,RUDAY M,5 - 10,374,KAZ,6:14
5m shot - Saved,2.0,4,5,10,ITA,4.0,di FULVIO F,5 - 10,347,ITA,5:47
Centre shot - Saved,11.0,4,5,10,ITA,4.0,AICARDI M,5 - 10,330,ITA,5:30
Turnover foul,11.0,4,5,10,ITA,4.0,MANAFOV R,5 - 10,315,KAZ,5:15
Yellow card,,4,5,10,ITA,4.0,Team Official,5 - 10,315,KAZ,5:15
20 sec. exclusion in field,9.0,4,5,10,ITA,4.0,UKUMANOV R,5 - 10,315,KAZ,5:15
Action shot - Goal,6.0,4,5,11,ITA,4.0,MIRARCHI C,5 - 11,299,ITA,4:59
Time-Out,,4,5,11,ITA,4.0,,5 - 11,299,KAZ,4:59
20 sec. exclusion in centre,12.0,4,5,11,ITA,4.0,BERTOLI Z,5 - 11,276,ITA,4:36
Exclusion with substitution,12.0,4,5,11,ITA,4.0,BERTOLI Z,5 - 11,276,ITA,4:36
20 sec. exclusion in centre,10.0,4,5,11,ITA,4.0,BODEGAS M,5 - 11,261,ITA,4:21
Extra player shot - Goal,12.0,4,6,11,ITA,4.0,TURLYKHANOV B,6 - 11,252,KAZ,4:12
20 sec. exclusion in centre,4.0,4,6,11,ITA,4.0,PILIPENKO R,6 - 11,233,KAZ,3:53
Exclusion with substitution,4.0,4,6,11,ITA,4.0,PILIPENKO R,6 - 11,233,KAZ,3:53
Extra player shot - Goal,10.0,4,6,12,ITA,4.0,BODEGAS M,6 - 12,223,ITA,3:43
Turnover foul,6.0,4,6,12,ITA,4.0,SHMIDER A,6 - 12,196,KAZ,3:16
Steal,4.0,4,6,12,ITA,4.0,FIGLIOLI P,6 - 12,196,ITA,3:16
20 sec. exclusion in centre,2.0,4,6,12,ITA,4.0,MEDVEDEV Y,6 - 12,173,KAZ,2:53
Turnover foul,7.0,4,6,12,ITA,4.0,NORA A,6 - 12,153,ITA,2:33
Steal,12.0,4,6,12,ITA,4.0,TURLYKHANOV B,6 - 12,153,KAZ,2:33
Action shot - Goal,12.0,4,7,12,ITA,4.0,TURLYKHANOV B,7 - 12,128,KAZ,2:08
5m shot - Saved,6.0,4,7,12,ITA,4.0,MIRARCHI C,7 - 12,106,ITA,1:46
Turnover foul,10.0,4,7,12,ITA,4.0,RUDAY M,7 - 12,75,KAZ,1:15
Steal,11.0,4,7,12,ITA,4.0,AICARDI M,7 - 12,75,ITA,1:15
5m shot - Post,3.0,4,7,12,ITA,4.0,GITTO N,7 - 12,48,ITA,0:48
Action shot - Saved,10.0,4,7,12,ITA,4.0,RUDAY M,7 - 12,24,KAZ,0:24
Starting goalkeeper,13.0,5,0,0,ESP,1.0,SHLEMOV V,0 - 0,480,KAZ,8:00
Starting goalkeeper,13.0,5,0,0,ESP,1.0,MOTOS MARTIN J,0 - 0,480,ESP,8:00
Sprint won possession,7.0,5,0,0,ESP,1.0,SHAKENOV M,0 - 0,480,KAZ,8:00
Turnover foul,2.0,5,0,0,ESP,1.0,MEDVEDEV Y,0 - 0,454,KAZ,7:34
Steal,13.0,5,0,0,ESP,1.0,MOTOS MARTIN J,0 - 0,454,ESP,7:34
20 sec. exclusion in centre,7.0,5,0,0,ESP,1.0,SHAKENOV M,0 - 0,432,KAZ,7:12
Action shot - Blocked,11.0,5,0,0,ESP,1.0,MALLARACH GUELL B,0 - 0,414,ESP,6:54
Action shot - Saved,11.0,5,0,0,ESP,1.0,MALLARACH GUELL B,0 - 0,404,ESP,6:44
Turnover foul,9.0,5,0,0,ESP,1.0,UKUMANOV R,0 - 0,380,KAZ,6:20
Steal,3.0,5,0,0,ESP,1.0,GRANADOS ORTEGA A,0 - 0,380,ESP,6:20
Turnover foul,3.0,5,0,0,ESP,1.0,GRANADOS ORTEGA A,0 - 0,361,ESP,6:01
Steal,10.0,5,0,0,ESP,1.0,RUDAY M,0 - 0,361,KAZ,6:01
Turnover foul,9.0,5,0,0,ESP,1.0,UKUMANOV R,0 - 0,335,KAZ,5:35
Steal,5.0,5,0,0,ESP,1.0,BUSTOS SANCHEZ A,0 - 0,335,ESP,5:35
5m shot - Goal,7.0,5,0,1,ESP,1.0,BARROSO MACARRO A,0 - 1,316,ESP,5:16
Turnover foul,4.0,5,0,1,ESP,1.0,PILIPENKO R,0 - 1,287,KAZ,4:47
Steal,10.0,5,0,1,ESP,1.0,FERNANDEZ MIRANDA,0 - 1,287,ESP,4:47
Centre shot - Goal,12.0,5,0,2,ESP,1.0,GUTIERREZ SANTIAGO,0 - 2,267,ESP,4:27
5m shot - Saved,4.0,5,0,2,ESP,1.0,PILIPENKO R,0 - 2,238,KAZ,3:58
5m shot - Saved,2.0,5,0,2,ESP,1.0,MUNARRIZ EGANA A,0 - 2,224,ESP,3:44
Turnover foul,12.0,5,0,2,ESP,1.0,GUTIERREZ SANTIAGO,0 - 2,210,ESP,3:30
Turnover foul,9.0,5,0,2,ESP,1.0,UKUMANOV R,0 - 2,205,KAZ,3:25
Turnover foul,8.0,5,0,2,ESP,1.0,ESPANOL LIFANTE A,0 - 2,185,ESP,3:05
5m shot - Post,12.0,5,0,2,ESP,1.0,TURLYKHANOV B,0 - 2,158,KAZ,2:38
Turnover foul,2.0,5,0,2,ESP,1.0,MUNARRIZ EGANA A,0 - 2,139,ESP,2:19
Time-Out,,5,0,2,ESP,1.0,,0 - 2,139,KAZ,2:19
5m shot - Blocked,10.0,5,0,2,ESP,1.0,RUDAY M,0 - 2,122,KAZ,2:02
Action shot - Goal,4.0,5,0,3,ESP,1.0,del TORO M,0 - 3,101,ESP,1:41
5m shot - Missed,7.0,5,0,3,ESP,1.0,SHAKENOV M,0 - 3,80,KAZ,1:20
Counter attack - Goal,10.0,5,0,4,ESP,1.0,FERNANDEZ MIRANDA,0 - 4,65,ESP,1:05
Action shot - Missed,10.0,5,0,4,ESP,1.0,RUDAY M,0 - 4,49,KAZ,0:49
Turnover foul,8.0,5,0,4,ESP,1.0,ESPANOL LIFANTE A,0 - 4,26,ESP,0:26
Steal,13.0,5,0,4,ESP,1.0,SHLEMOV V,0 - 4,26,KAZ,0:26
Turnover foul,2.0,5,0,4,ESP,1.0,MEDVEDEV Y,0 - 4,2,KAZ,0:02
