Action,BRA,Cap,Game,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time
Time-Out,3,,1,5,CHN,2.0,,3 - 5,281,CHN,4:41
Turnover foul,3,9.0,1,5,CHN,2.0,XIE Z,3 - 5,263,CHN,4:23
Steal,3,1.0,1,5,CHN,2.0,ANTONELLI V,3 - 5,263,BRA,4:23
Action shot - Goal,4,11.0,1,5,CHN,2.0,GUIMARAES G,4 - 5,247,BRA,4:07
5m shot - Saved,4,3.0,1,5,CHN,2.0,HU Z,4 - 5,225,CHN,3:45
Action shot - Saved,4,11.0,1,5,CHN,2.0,GUIMARAES G,4 - 5,204,BRA,3:24
20 sec. exclusion in centre,4,5.0,1,5,CHN,2.0,SALEMI P,4 - 5,186,BRA,3:06
20 sec. exclusion in centre,4,7.0,1,5,CHN,2.0,CHEN Z,4 - 5,143,CHN,2:23
Extra player shot - Goal,5,3.0,1,5,CHN,2.0,GOMES G,5 - 5,124,BRA,2:04
20 sec. exclusion in field,5,10.0,1,5,CHN,2.0,PERRONE F,5 - 5,107,BRA,1:47
Extra player shot - Post,5,5.0,1,5,CHN,2.0,LU W,5 - 5,101,CHN,1:41
Turnover foul,5,3.0,1,5,CHN,2.0,HU Z,5 - 5,50,CHN,0:50
Penalty foul,5,5.0,1,5,CHN,2.0,LU W,5 - 5,32,CHN,0:32
Penalty shot - Saved,5,11.0,1,5,CHN,2.0,GUIMARAES G,5 - 5,32,BRA,0:32
5m shot - Blocked,5,2.0,1,5,CHN,2.0,TAN F,5 - 5,7,CHN,0:07
Time-Out,5,,1,5,CHN,2.0,,5 - 5,7,BRA,0:07
Turnover foul,5,3.0,1,5,CHN,2.0,GOMES G,5 - 5,0,BRA,0:00
Steal,5,6.0,1,5,CHN,2.0,LI L,5 - 5,0,CHN,0:00
Starting goalkeeper,5,1.0,1,5,CHN,3.0,ANTONELLI V,5 - 5,480,BRA,8:00
Starting goalkeeper,5,1.0,1,5,CHN,3.0,WU H,5 - 5,480,CHN,8:00
Sprint won possession,5,7.0,1,5,CHN,3.0,DELGADO A,5 - 5,477,BRA,7:57
5m shot - Post,5,7.0,1,5,CHN,3.0,DELGADO A,5 - 5,451,BRA,7:31
20 sec. exclusion in field,5,9.0,1,5,CHN,3.0,ROCHA B,5 - 5,428,BRA,7:08
Extra player shot - Saved,5,11.0,1,5,CHN,3.0,ZHANG C,5 - 5,411,CHN,6:51
Turnover foul,5,12.0,1,5,CHN,3.0,VRLIC J,5 - 5,380,BRA,6:20
Action shot - Goal,5,12.0,1,6,CHN,3.0,LIANG N,5 - 6,359,CHN,5:59
Penalty foul,5,3.0,1,6,CHN,3.0,HU Z,5 - 6,329,CHN,5:29
Penalty shot - Goal,6,10.0,1,6,CHN,3.0,PERRONE F,6 - 6,329,BRA,5:29
Yellow card,6,,1,6,CHN,3.0,Team Official,6 - 6,329,CHN,5:29
Turnover foul,6,4.0,1,6,CHN,3.0,DONG T,6 - 6,313,CHN,5:13
5m shot - Saved,6,11.0,1,6,CHN,3.0,ZHANG C,6 - 6,271,CHN,4:31
Turnover foul,6,9.0,1,6,CHN,3.0,XIE Z,6 - 6,246,CHN,4:06
Turnover foul,6,10.0,1,6,CHN,3.0,PERRONE F,6 - 6,223,BRA,3:43
Steal,6,11.0,1,6,CHN,3.0,ZHANG C,6 - 6,223,CHN,3:43
Centre shot - Goal,6,10.0,1,7,CHN,3.0,CHEN J,6 - 7,202,CHN,3:22
Turnover foul,6,10.0,1,7,CHN,3.0,PERRONE F,6 - 7,175,BRA,2:55
Penalty foul,6,6.0,1,7,CHN,3.0,GOMES B,6 - 7,165,BRA,2:45
Penalty shot - Goal,6,11.0,1,8,CHN,3.0,ZHANG C,6 - 8,165,CHN,2:45
20 sec. exclusion in centre,6,2.0,1,8,CHN,3.0,TAN F,6 - 8,138,CHN,2:18
Extra player shot - Goal,7,12.0,1,8,CHN,3.0,VRLIC J,7 - 8,118,BRA,1:58
Turnover foul,7,5.0,1,8,CHN,3.0,LU W,7 - 8,96,CHN,1:36
Steal,7,12.0,1,8,CHN,3.0,VRLIC J,7 - 8,96,BRA,1:36
Turnover foul,7,3.0,1,8,CHN,3.0,GOMES G,7 - 8,81,BRA,1:21
5m shot - Post,7,4.0,1,8,CHN,3.0,DONG T,7 - 8,65,CHN,1:05
20 sec. exclusion in field,7,10.0,1,8,CHN,3.0,CHEN J,7 - 8,64,CHN,1:04
Extra player shot - Goal,8,11.0,1,8,CHN,3.0,GUIMARAES G,8 - 8,38,BRA,0:38
Time-Out,8,,1,8,CHN,3.0,,8 - 8,26,CHN,0:26
20 sec. exclusion in centre,8,6.0,1,8,CHN,3.0,GOMES B,8 - 8,26,BRA,0:26
Action shot - Goal,8,4.0,1,9,CHN,3.0,DONG T,8 - 9,18,CHN,0:18
Time-Out,8,,1,9,CHN,3.0,,8 - 9,4,BRA,0:04
5m shot - Blocked,8,10.0,1,9,CHN,3.0,PERRONE F,8 - 9,0,BRA,0:00
Starting goalkeeper,8,1.0,1,9,CHN,4.0,ANTONELLI V,8 - 9,480,BRA,8:00
Starting goalkeeper,8,1.0,1,9,CHN,4.0,WU H,8 - 9,480,CHN,8:00
Sprint won possession,8,11.0,1,9,CHN,4.0,GUIMARAES G,8 - 9,480,BRA,8:00
Turnover foul,8,12.0,1,9,CHN,4.0,VRLIC J,8 - 9,451,BRA,7:31
Turnover foul,8,6.0,1,9,CHN,4.0,LI L,8 - 9,425,CHN,7:05
Action shot - Saved,8,12.0,1,9,CHN,4.0,VRLIC J,8 - 9,412,BRA,6:52
Turnover foul,8,10.0,1,9,CHN,4.0,CHEN J,8 - 9,388,CHN,6:28
Steal,8,9.0,1,9,CHN,4.0,ROCHA B,8 - 9,388,BRA,6:28
Centre shot - Goal,9,12.0,1,9,CHN,4.0,VRLIC J,9 - 9,365,BRA,6:05
20 sec. exclusion in centre,9,9.0,1,9,CHN,4.0,ROCHA B,9 - 9,348,BRA,5:48
Turnover foul,9,2.0,1,9,CHN,4.0,TAN F,9 - 9,296,CHN,4:56
Steal,9,10.0,1,9,CHN,4.0,PERRONE F,9 - 9,296,BRA,4:56
Action shot - Post,9,6.0,1,9,CHN,4.0,GOMES B,9 - 9,276,BRA,4:36
Time-Out,9,,1,9,CHN,4.0,,9 - 9,272,CHN,4:32
Yellow card,9,,1,9,CHN,4.0,Team Official,9 - 9,272,BRA,4:32
Turnover foul,9,2.0,1,9,CHN,4.0,TAN F,9 - 9,254,CHN,4:14
Turnover foul,9,12.0,1,9,CHN,4.0,VRLIC J,9 - 9,227,BRA,3:47
Turnover foul,9,2.0,1,9,CHN,4.0,TAN F,9 - 9,202,CHN,3:22
Action shot - Missed,9,7.0,1,9,CHN,4.0,DELGADO A,9 - 9,179,BRA,2:59
20 sec. exclusion in field,9,12.0,1,9,CHN,4.0,VRLIC J,9 - 9,178,BRA,2:58
Centre shot - Saved,9,10.0,1,9,CHN,4.0,PERRONE F,9 - 9,119,BRA,1:59
Turnover foul,9,10.0,1,9,CHN,4.0,CHEN J,9 - 9,95,CHN,1:35
Steal,9,10.0,1,9,CHN,4.0,PERRONE F,9 - 9,95,BRA,1:35
Penalty foul,9,4.0,1,9,CHN,4.0,DONG T,9 - 9,74,CHN,1:14
Penalty shot - Saved,9,10.0,1,9,CHN,4.0,PERRONE F,9 - 9,74,BRA,1:14
Time-Out,9,,1,9,CHN,4.0,,9 - 9,36,BRA,0:36
Turnover foul,9,5.0,1,9,CHN,4.0,SALEMI P,9 - 9,10,BRA,0:10
Starting goalkeeper,0,1.0,2,0,CRO,1.0,PAVIC J,0 - 0,480,CRO,8:00
Starting goalkeeper,0,1.0,2,0,CRO,1.0,ANTONELLI V,0 - 0,480,BRA,8:00
Sprint won possession,0,5.0,2,0,CRO,1.0,JOKOVIC M,0 - 0,480,CRO,8:00
Turnover foul,0,4.0,2,0,CRO,1.0,LONCAR L,0 - 0,456,CRO,7:36
Action shot - Saved,0,10.0,2,0,CRO,1.0,PERRONE F,0 - 0,441,BRA,7:21
Action shot - Goal,0,2.0,2,1,CRO,1.0,BURIC D,1 - 0,412,CRO,6:52
Action shot - Goal,0,4.0,2,2,CRO,1.0,LONCAR L,2 - 0,365,CRO,6:05
Action shot - Post,0,7.0,2,2,CRO,1.0,MUSLIM P,2 - 0,363,CRO,6:03
Penalty foul,0,2.0,2,2,CRO,1.0,BURIC D,2 - 0,346,CRO,5:46
Penalty shot - Goal,1,6.0,2,2,CRO,1.0,GOMES B,2 - 1,346,BRA,5:46
Turnover foul,1,9.0,2,2,CRO,1.0,SUKNO S,2 - 1,329,CRO,5:29
Steal,1,1.0,2,2,CRO,1.0,ANTONELLI V,2 - 1,329,BRA,5:29
Action shot - Blocked,1,8.0,2,2,CRO,1.0,SILVA F,2 - 1,317,BRA,5:17
Turnover foul,1,12.0,2,2,CRO,1.0,OBRADOVIC P,2 - 1,292,CRO,4:52
Steal,1,1.0,2,2,CRO,1.0,ANTONELLI V,2 - 1,292,BRA,4:52
Action shot - Saved,1,7.0,2,2,CRO,1.0,DELGADO A,2 - 1,276,BRA,4:36
20 sec. exclusion in centre,1,8.0,2,2,CRO,1.0,SILVA F,2 - 1,264,BRA,4:24
Extra player shot - Missed,1,4.0,2,2,CRO,1.0,LONCAR L,2 - 1,248,CRO,4:08
Turnover foul,1,10.0,2,2,CRO,1.0,PERRONE F,2 - 1,227,BRA,3:47
20 sec. exclusion in centre,1,2.0,2,2,CRO,1.0,CRIVELLA J,2 - 1,212,BRA,3:32
Time-Out,1,,2,2,CRO,1.0,,2 - 1,212,CRO,3:32
Turnover foul,1,6.0,2,2,CRO,1.0,BUKIC L,2 - 1,190,CRO,3:10
Steal,1,5.0,2,2,CRO,1.0,SALEMI P,2 - 1,190,BRA,3:10
Action shot - Goal,2,10.0,2,2,CRO,1.0,PERRONE F,2 - 2,172,BRA,2:52
Turnover foul,2,3.0,2,2,CRO,1.0,PETKOVIC A,2 - 2,141,CRO,2:21
5m shot - Saved,2,6.0,2,2,CRO,1.0,GOMES B,2 - 2,117,BRA,1:57
Action shot - Goal,2,10.0,2,3,CRO,1.0,PASKVALIN F,3 - 2,94,CRO,1:34
Turnover foul,2,5.0,2,3,CRO,1.0,SALEMI P,3 - 2,74,BRA,1:14
Action shot - Saved,2,10.0,2,3,CRO,1.0,PASKVALIN F,3 - 2,56,CRO,0:56
Action shot - Saved,2,11.0,2,3,CRO,1.0,GUIMARAES G,3 - 2,31,BRA,0:31
20 sec. exclusion in centre,2,10.0,2,3,CRO,1.0,PERRONE F,3 - 2,12,BRA,0:12
Extra player shot - Goal,2,9.0,2,4,CRO,1.0,SUKNO S,4 - 2,7,CRO,0:07
Time-Out,2,,2,4,CRO,1.0,,4 - 2,7,BRA,0:07
Action shot - Missed,2,6.0,2,4,CRO,1.0,GOMES B,4 - 2,0,BRA,0:00
Starting goalkeeper,2,1.0,2,4,CRO,2.0,PAVIC J,4 - 2,480,CRO,8:00
Starting goalkeeper,2,1.0,2,4,CRO,2.0,ANTONELLI V,4 - 2,480,BRA,8:00
Sprint won possession,2,6.0,2,4,CRO,2.0,BUKIC L,4 - 2,480,CRO,8:00
Action shot - Saved,2,7.0,2,4,CRO,2.0,MUSLIM P,4 - 2,451,CRO,7:31
Action shot - Saved,2,7.0,2,4,CRO,2.0,MUSLIM P,4 - 2,435,CRO,7:15
