Action,BRA,Cap,Game,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time
Steal,3,1.0,1,3,CHN,1.0,WU H,3 - 3,163,CHN,2:43
Action shot - Saved,3,10.0,1,3,CHN,1.0,CHEN J,3 - 3,139,CHN,2:19
Turnover foul,3,10.0,1,3,CHN,1.0,PERRONE F,3 - 3,123,BRA,2:03
Steal,3,10.0,1,3,CHN,1.0,CHEN J,3 - 3,123,CHN,2:03
Time-Out,3,,1,3,CHN,1.0,,3 - 3,123,CHN,2:03
Turnover foul,3,5.0,1,3,CHN,1.0,LU W,3 - 3,105,CHN,1:45
5m shot - Blocked,3,10.0,1,3,CHN,1.0,PERRONE F,3 - 3,83,BRA,1:23
Counter attack - Goal,3,4.0,1,4,CHN,1.0,DONG T,3 - 4,73,CHN,1:13
20 sec. exclusion in centre,3,3.0,1,4,CHN,1.0,HU Z,3 - 4,49,CHN,0:49
Time-Out,3,,1,4,CHN,1.0,,3 - 4,48,BRA,0:48
Extra player shot - Saved,3,6.0,1,4,CHN,1.0,GOMES B,3 - 4,39,BRA,0:39
5m shot - Saved,3,11.0,1,4,CHN,1.0,ZHANG C,3 - 4,0,CHN,0:00
Starting goalkeeper,3,1.0,1,4,CHN,2.0,ANTONELLI V,3 - 4,480,BRA,8:00
Starting goalkeeper,3,1.0,1,4,CHN,2.0,WU H,3 - 4,480,CHN,8:00
Sprint won possession,3,4.0,1,4,CHN,2.0,DONG T,3 - 4,480,CHN,8:00
20 sec. exclusion in centre,3,8.0,1,4,CHN,2.0,SILVA F,3 - 4,461,BRA,7:41
20 sec. exclusion in centre,3,2.0,1,4,CHN,2.0,CRIVELLA J,3 - 4,448,BRA,7:28
Extra player shot - Goal,3,4.0,1,5,CHN,2.0,DONG T,3 - 5,435,CHN,7:15
5m shot - Post,3,6.0,1,5,CHN,2.0,GOMES B,3 - 5,405,BRA,6:45
Turnover foul,3,5.0,1,5,CHN,2.0,LU W,3 - 5,371,CHN,6:11
Steal,3,10.0,1,5,CHN,2.0,PERRONE F,3 - 5,371,BRA,6:11
20 sec. exclusion in centre,3,2.0,1,5,CHN,2.0,TAN F,3 - 5,362,CHN,6:02
Extra player shot - Post,3,7.0,1,5,CHN,2.0,DELGADO A,3 - 5,345,BRA,5:45
Turnover foul,3,11.0,1,5,CHN,2.0,ZHANG C,3 - 5,309,CHN,5:09
Turnover foul,3,2.0,1,5,CHN,2.0,CRIVELLA J,3 - 5,309,BRA,5:09
Turnover foul,3,4.0,1,5,CHN,2.0,DONG T,3 - 5,298,CHN,4:58
Steal,3,9.0,1,5,CHN,2.0,ROCHA B,3 - 5,298,BRA,4:58
Action shot - Missed,3,12.0,1,5,CHN,2.0,VRLIC J,3 - 5,283,BRA,4:43
