Action,Cap,Game,NZL,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time
Turnover foul,7.0,1,1,7,ESP,3.0,SZIRANYI B,7 - 1,393,ESP,6:33
Steal,11.0,1,1,7,ESP,3.0,TIJSEN L,7 - 1,393,NZL,6:33
Turnover foul,12.0,1,1,7,ESP,3.0,PYE A,7 - 1,370,NZL,6:10
Steal,3.0,1,1,7,ESP,3.0,de LERA R,7 - 1,370,ESP,6:10
5m shot - Saved,4.0,1,1,7,ESP,3.0,ALARCON R,7 - 1,346,ESP,5:46
Turnover foul,7.0,1,1,7,ESP,3.0,JACKSON D,7 - 1,316,NZL,5:16
Steal,10.0,1,1,7,ESP,3.0,PERRONE F,7 - 1,316,ESP,5:16
5m shot - Goal,10.0,1,1,8,ESP,3.0,PERRONE F,8 - 1,300,ESP,5:00
20 sec. exclusion in field,7.0,1,1,8,ESP,3.0,SZIRANYI B,8 - 1,286,ESP,4:46
Extra player shot - Saved,8.0,1,1,8,ESP,3.0,SMALL M,8 - 1,282,NZL,4:42
Centre shot - Goal,7.0,1,1,9,ESP,3.0,SZIRANYI B,9 - 1,259,ESP,4:19
Turnover foul,8.0,1,1,9,ESP,3.0,SMALL M,9 - 1,233,NZL,3:53
Steal,6.0,1,1,9,ESP,3.0,MINGUELL M,9 - 1,233,ESP,3:53
Counter attack - Goal,6.0,1,1,10,ESP,3.0,MINGUELL M,10 - 1,218,ESP,3:38
Centre shot - Saved,7.0,1,1,10,ESP,3.0,JACKSON D,10 - 1,203,NZL,3:23
Action shot - Blocked,3.0,1,1,10,ESP,3.0,de LERA R,10 - 1,181,ESP,3:01
5m shot - Saved,10.0,1,1,10,ESP,3.0,BRYANT M,10 - 1,161,NZL,2:41
Centre shot - Goal,9.0,1,1,11,ESP,3.0,VALLES X,11 - 1,143,ESP,2:23
Action shot - Saved,8.0,1,1,11,ESP,3.0,SMALL M,11 - 1,127,NZL,2:07
Action shot - Goal,8.0,1,1,12,ESP,3.0,ESPANOL A,12 - 1,107,ESP,1:47
5m shot - Missed,9.0,1,1,12,ESP,3.0,LUI-FAKAOTIMANAVA,12 - 1,82,NZL,1:22
Turnover foul,2.0,1,1,12,ESP,3.0,MUNARRIZ A,12 - 1,68,ESP,1:08
5m shot - Saved,12.0,1,1,12,ESP,3.0,PYE A,12 - 1,35,NZL,0:35
5m shot - Goal,10.0,1,1,13,ESP,3.0,PERRONE F,13 - 1,15,ESP,0:15
Centre shot - Goal,9.0,1,2,13,ESP,3.0,LUI-FAKAOTIMANAVA,13 - 2,5,NZL,0:05
5m shot - Saved,5.0,1,2,13,ESP,3.0,MOLINA G,13 - 2,1,ESP,0:01
Starting goalkeeper,13.0,1,2,13,ESP,4.0,LOPEZ D,13 - 2,480,ESP,8:00
Starting goalkeeper,13.0,1,2,13,ESP,4.0,SMITH D,13 - 2,480,NZL,8:00
Sprint won possession,8.0,1,2,13,ESP,4.0,ESPANOL A,13 - 2,480,ESP,8:00
5m shot - Goal,4.0,1,2,14,ESP,4.0,ALARCON R,14 - 2,453,ESP,7:33
5m shot - Missed,8.0,1,2,14,ESP,4.0,SMALL M,14 - 2,437,NZL,7:17
Action shot - Goal,12.0,1,2,15,ESP,4.0,GARCIA X,15 - 2,418,ESP,6:58
Turnover foul,9.0,1,2,15,ESP,4.0,LUI-FAKAOTIMANAVA,15 - 2,394,NZL,6:34
Steal,12.0,1,2,15,ESP,4.0,GARCIA X,15 - 2,394,ESP,6:34
Turnover foul,12.0,1,2,15,ESP,4.0,GARCIA X,15 - 2,391,ESP,6:31
Steal,11.0,1,2,15,ESP,4.0,TIJSEN L,15 - 2,391,NZL,6:31
Centre shot - Goal,2.0,1,3,15,ESP,4.0,LEWIS M,15 - 3,389,NZL,6:29
Turnover foul,7.0,1,3,15,ESP,4.0,SZIRANYI B,15 - 3,367,ESP,6:07
Steal,13.0,1,3,15,ESP,4.0,SMITH D,15 - 3,367,NZL,6:07
Turnover foul,7.0,1,3,15,ESP,4.0,JACKSON D,15 - 3,345,NZL,5:45
Penalty foul,10.0,1,3,15,ESP,4.0,BRYANT M,15 - 3,330,NZL,5:30
Penalty shot - Goal,8.0,1,3,16,ESP,4.0,ESPANOL A,16 - 3,330,ESP,5:30
5m shot - Saved,12.0,1,3,16,ESP,4.0,PYE A,16 - 3,304,NZL,5:04
Turnover foul,10.0,1,3,16,ESP,4.0,PERRONE F,16 - 3,285,ESP,4:45
Steal,9.0,1,3,16,ESP,4.0,LUI-FAKAOTIMANAVA,16 - 3,285,NZL,4:45
Turnover foul,7.0,1,3,16,ESP,4.0,JACKSON D,16 - 3,258,NZL,4:18
5m shot - Saved,5.0,1,3,16,ESP,4.0,MOLINA G,16 - 3,242,ESP,4:02
5m shot - Missed,12.0,1,3,16,ESP,4.0,PYE A,16 - 3,217,NZL,3:37
Action shot - Goal,3.0,1,3,17,ESP,4.0,de LERA R,17 - 3,202,ESP,3:22
20 sec. exclusion in centre,5.0,1,3,17,ESP,4.0,MOLINA G,17 - 3,179,ESP,2:59
Extra player shot - Saved,5.0,1,3,17,ESP,4.0,ROSS J,17 - 3,160,NZL,2:40
Action shot - Saved,5.0,1,3,17,ESP,4.0,MOLINA G,17 - 3,137,ESP,2:17
Turnover foul,5.0,1,3,17,ESP,4.0,ROSS J,17 - 3,45,NZL,0:45
Turnover foul,10.0,1,3,17,ESP,4.0,PERRONE F,17 - 3,26,ESP,0:26
20 sec. exclusion in field,3.0,1,3,17,ESP,4.0,de LERA R,17 - 3,9,ESP,0:09
Exclusion with substitution,3.0,1,3,17,ESP,4.0,de LERA R,17 - 3,9,ESP,0:09
Turnover foul,8.0,1,3,17,ESP,4.0,SMALL M,17 - 3,3,NZL,0:03
Steal,11.0,1,3,17,ESP,4.0,ESTRANY P,17 - 3,3,ESP,0:03
5m shot - Saved,11.0,1,3,17,ESP,4.0,ESTRANY P,17 - 3,1,ESP,0:01
Starting goalkeeper,1.0,2,0,0,GRE,1.0,TSALKANIS K,0 - 0,480,GRE,8:00
Starting goalkeeper,13.0,2,0,0,GRE,1.0,SMITH D,0 - 0,480,NZL,8:00
Sprint won possession,2.0,2,0,0,GRE,1.0,MYLONAKIS E,0 - 0,480,GRE,8:00
Action shot - Goal,5.0,2,0,1,GRE,1.0,FOUNTOULIS I,0 - 1,453,GRE,7:33
5m shot - Goal,12.0,2,1,1,GRE,1.0,PYE A,1 - 1,437,NZL,7:17
Centre shot - Post,9.0,2,1,1,GRE,1.0,MOURIKIS K,1 - 1,413,GRE,6:53
Action shot - Goal,12.0,2,1,2,GRE,1.0,VLACHOPOULOS A,1 - 2,361,GRE,6:01
Turnover foul,4.0,2,1,2,GRE,1.0,LOWERY F,1 - 2,345,NZL,5:45
Steal,8.0,2,1,2,GRE,1.0,DELAKAS E,1 - 2,345,GRE,5:45
20 sec. exclusion in centre,12.0,2,1,2,GRE,1.0,PYE A,1 - 2,329,NZL,5:29
Action shot - Blocked,2.0,2,1,2,GRE,1.0,MYLONAKIS E,1 - 2,304,GRE,5:04
5m shot - Missed,12.0,2,1,2,GRE,1.0,PYE A,1 - 2,276,NZL,4:36
Action shot - Goal,12.0,2,1,3,GRE,1.0,VLACHOPOULOS A,1 - 3,259,GRE,4:19
Turnover foul,5.0,2,1,3,GRE,1.0,ROSS J,1 - 3,242,NZL,4:02
Steal,12.0,2,1,3,GRE,1.0,VLACHOPOULOS A,1 - 3,242,GRE,4:02
Action shot - Goal,5.0,2,1,4,GRE,1.0,FOUNTOULIS I,1 - 4,224,GRE,3:44
Turnover foul,7.0,2,1,4,GRE,1.0,JACKSON D,1 - 4,195,NZL,3:15
Steal,8.0,2,1,4,GRE,1.0,DELAKAS E,1 - 4,195,GRE,3:15
Action shot - Saved,12.0,2,1,4,GRE,1.0,VLACHOPOULOS A,1 - 4,168,GRE,2:48
5m shot - Saved,10.0,2,1,4,GRE,1.0,BRYANT M,1 - 4,143,NZL,2:23
Centre shot - Goal,7.0,2,2,4,GRE,1.0,JACKSON D,2 - 4,133,NZL,2:13
Turnover foul,10.0,2,2,4,GRE,1.0,KOLOMVOS C,2 - 4,104,GRE,1:44
5m shot - Saved,12.0,2,2,4,GRE,1.0,PYE A,2 - 4,79,NZL,1:19
20 sec. exclusion in field,9.0,2,2,4,GRE,1.0,LUI-FAKAOTIMANAVA,2 - 4,69,NZL,1:09
Extra player shot - Goal,5.0,2,2,5,GRE,1.0,FOUNTOULIS I,2 - 5,59,GRE,0:59
5m shot - Saved,12.0,2,2,5,GRE,1.0,PYE A,2 - 5,34,NZL,0:34
20 sec. exclusion in centre,10.0,2,2,5,GRE,1.0,BRYANT M,2 - 5,16,NZL,0:16
Extra player shot - Saved,5.0,2,2,5,GRE,1.0,FOUNTOULIS I,2 - 5,5,GRE,0:05
5m shot - Saved,5.0,2,2,5,GRE,1.0,ROSS J,2 - 5,1,NZL,0:01
Starting goalkeeper,1.0,2,2,5,GRE,2.0,TSALKANIS K,2 - 5,480,GRE,8:00
Starting goalkeeper,1.0,2,2,5,GRE,2.0,KINGSMILL T,2 - 5,480,NZL,8:00
Sprint won possession,12.0,2,2,5,GRE,2.0,VLACHOPOULOS A,2 - 5,480,GRE,8:00
Centre shot - Goal,10.0,2,2,6,GRE,2.0,KOLOMVOS C,2 - 6,451,GRE,7:31
Centre shot - Saved,5.0,2,2,6,GRE,2.0,ROSS J,2 - 6,428,NZL,7:08
Centre shot - Goal,10.0,2,2,7,GRE,2.0,KOLOMVOS C,2 - 7,407,GRE,6:47
20 sec. exclusion in field,9.0,2,2,7,GRE,2.0,LUI-FAKAOTIMANAVA,2 - 7,393,NZL,6:33
Extra player shot - Post,2.0,2,2,7,GRE,2.0,MYLONAKIS E,2 - 7,381,GRE,6:21
Turnover foul,5.0,2,2,7,GRE,2.0,ROSS J,2 - 7,353,NZL,5:53
Steal,12.0,2,2,7,GRE,2.0,VLACHOPOULOS A,2 - 7,353,GRE,5:53
20 sec. exclusion in field,6.0,2,2,7,GRE,2.0,SIEPRATH A,2 - 7,325,NZL,5:25
Extra player shot - Goal,5.0,2,2,8,GRE,2.0,FOUNTOULIS I,2 - 8,322,GRE,5:22
Turnover foul,7.0,2,2,8,GRE,2.0,JACKSON D,2 - 8,299,NZL,4:59
Steal,2.0,2,2,8,GRE,2.0,MYLONAKIS E,2 - 8,299,GRE,4:59
Turnover foul,2.0,2,2,8,GRE,2.0,MYLONAKIS E,2 - 8,290,GRE,4:50
Turnover foul,8.0,2,2,8,GRE,2.0,SMALL M,2 - 8,272,NZL,4:32
Steal,2.0,2,2,8,GRE,2.0,MYLONAKIS E,2 - 8,272,GRE,4:32
20 sec. exclusion in centre,10.0,2,2,8,GRE,2.0,BRYANT M,2 - 8,254,NZL,4:14
Action shot - Goal,5.0,2,2,9,GRE,2.0,FOUNTOULIS I,2 - 9,232,GRE,3:52
5m shot - Missed,12.0,2,2,9,GRE,2.0,PYE A,2 - 9,206,NZL,3:26
Action shot - Post,11.0,2,2,9,GRE,2.0,GOUNAS A,2 - 9,191,GRE,3:11
Turnover foul,4.0,2,2,9,GRE,2.0,LOWERY F,2 - 9,168,NZL,2:48
Steal,2.0,2,2,9,GRE,2.0,MYLONAKIS E,2 - 9,168,GRE,2:48
Centre shot - Goal,9.0,2,2,10,GRE,2.0,MOURIKIS K,2 - 10,151,GRE,2:31
5m shot - Saved,12.0,2,2,10,GRE,2.0,PYE A,2 - 10,123,NZL,2:03
20 sec. exclusion in centre,12.0,2,2,10,GRE,2.0,PYE A,2 - 10,108,NZL,1:48
Extra player shot - Goal,12.0,2,2,11,GRE,2.0,VLACHOPOULOS A,2 - 11,89,GRE,1:29
Action shot - Saved,2.0,2,2,11,GRE,2.0,LEWIS M,2 - 11,67,NZL,1:07
20 sec. exclusion in centre,11.0,2,2,11,GRE,2.0,TIJSEN L,2 - 11,47,NZL,0:47
Extra player shot - Goal,9.0,2,2,12,GRE,2.0,MOURIKIS K,2 - 12,46,GRE,0:46
Action shot - Missed,5.0,2,2,12,GRE,2.0,ROSS J,2 - 12,21,NZL,0:21
Action shot - Goal,11.0,2,2,13,GRE,2.0,GOUNAS A,2 - 13,8,GRE,0:08
5m shot - Goal,2.0,2,3,13,GRE,2.0,LEWIS M,3 - 13,1,NZL,0:01
Starting goalkeeper,13.0,2,3,13,GRE,3.0,GALANIDIS K,3 - 13,480,GRE,8:00
Centre shot - Goal,9.0,2,4,24,GRE,4.0,MOURIKIS K,4 - 24,57,GRE,0:57
20 sec. exclusion in field,6.0,2,4,24,GRE,4.0,PONTIKEAS K,4 - 24,38,GRE,0:38
Time-Out,,2,4,24,GRE,4.0,,4 - 24,38,NZL,0:38
Starting goalkeeper,1.0,2,4,24,GRE,3.0,KINGSMILL T,4 - 24,480,NZL,8:00
Sprint won possession,12.0,2,4,24,GRE,3.0,VLACHOPOULOS A,4 - 24,480,GRE,8:00
Centre shot - Goal,9.0,2,3,14,GRE,3.0,MOURIKIS K,3 - 14,453,GRE,7:33
20 sec. exclusion in centre,8.0,2,3,14,GRE,3.0,DELAKAS E,3 - 14,430,GRE,7:10
Extra player shot - Post,3.0,2,3,14,GRE,3.0,CURRY S,3 - 14,410,NZL,6:50
Centre shot - Goal,9.0,2,3,15,GRE,3.0,MOURIKIS K,3 - 15,383,GRE,6:23
Turnover foul,5.0,2,3,15,GRE,3.0,ROSS J,3 - 15,357,NZL,5:57
Steal,12.0,2,3,15,GRE,3.0,VLACHOPOULOS A,3 - 15,357,GRE,5:57
20 sec. exclusion in centre,4.0,2,3,15,GRE,3.0,LOWERY F,3 - 15,345,NZL,5:45
Action shot - Goal,7.0,2,3,16,GRE,3.0,AFROUDAKIS C,3 - 16,324,GRE,5:24
Goalkeeper substitution,1.0,2,3,16,GRE,3.0,TSALKANIS K,3 - 16,318,GRE,5:18
Action shot - Blocked,4.0,2,3,16,GRE,3.0,LOWERY F,3 - 16,303,NZL,5:03
5m shot - Blocked,10.0,2,3,16,GRE,3.0,BRYANT M,3 - 16,288,NZL,4:48
5m shot - Goal,2.0,2,3,17,GRE,3.0,MYLONAKIS E,3 - 17,265,GRE,4:25
Goalkeeper substitution,13.0,2,3,17,GRE,3.0,GALANIDIS K,3 - 17,250,GRE,4:10
Turnover foul,7.0,2,3,17,GRE,3.0,JACKSON D,3 - 17,248,NZL,4:08
Action shot - Blocked,12.0,2,3,17,GRE,3.0,VLACHOPOULOS A,3 - 17,224,GRE,3:44
Action shot - Saved,12.0,2,3,17,GRE,3.0,VLACHOPOULOS A,3 - 17,212,GRE,3:32
20 sec. exclusion in field,6.0,2,3,17,GRE,3.0,SIEPRATH A,3 - 17,209,NZL,3:29
Extra player shot - Saved,11.0,2,3,17,GRE,3.0,GOUNAS A,3 - 17,197,GRE,3:17
20 sec. exclusion in field,7.0,2,3,17,GRE,3.0,JACKSON D,3 - 17,173,NZL,2:53
Extra player shot - Post,7.0,2,3,17,GRE,3.0,AFROUDAKIS C,3 - 17,153,GRE,2:33
Action shot - Goal,2.0,2,3,18,GRE,3.0,MYLONAKIS E,3 - 18,141,GRE,2:21
Action shot - Saved,5.0,2,3,18,GRE,3.0,ROSS J,3 - 18,120,NZL,2:00
Turnover foul,9.0,2,3,18,GRE,3.0,MOURIKIS K,3 - 18,101,GRE,1:41
Steal,6.0,2,3,18,GRE,3.0,SIEPRATH A,3 - 18,101,NZL,1:41
Action shot - Missed,3.0,2,3,18,GRE,3.0,CURRY S,3 - 18,77,NZL,1:17
20 sec. exclusion in centre,9.0,2,3,18,GRE,3.0,LUI-FAKAOTIMANAVA,3 - 18,66,NZL,1:06
Exclusion with substitution,9.0,2,3,18,GRE,3.0,LUI-FAKAOTIMANAVA,3 - 18,66,NZL,1:06
Extra player shot - Goal,11.0,2,3,19,GRE,3.0,GOUNAS A,3 - 19,46,GRE,0:46
Turnover foul,7.0,2,3,19,GRE,3.0,JACKSON D,3 - 19,25,NZL,0:25
Steal,3.0,2,3,19,GRE,3.0,GOUVIS K,3 - 19,25,GRE,0:25
Turnover foul,9.0,2,3,19,GRE,3.0,MOURIKIS K,3 - 19,5,GRE,0:05
Steal,1.0,2,3,19,GRE,3.0,KINGSMILL T,3 - 19,5,NZL,0:05
5m shot - Missed,10.0,2,3,19,GRE,3.0,BRYANT M,3 - 19,1,NZL,0:01
Starting goalkeeper,13.0,2,3,19,GRE,4.0,GALANIDIS K,3 - 19,480,GRE,8:00
Starting goalkeeper,1.0,2,3,19,GRE,4.0,KINGSMILL T,3 - 19,480,NZL,8:00
Sprint won possession,4.0,2,3,19,GRE,4.0,LOWERY F,3 - 19,480,NZL,8:00
5m shot - Post,11.0,2,3,19,GRE,4.0,TIJSEN L,3 - 19,459,NZL,7:39
Action shot - Goal,11.0,2,3,20,GRE,4.0,GOUNAS A,3 - 20,438,GRE,7:18
Action shot - Missed,2.0,2,3,20,GRE,4.0,LEWIS M,3 - 20,416,NZL,6:56
Centre shot - Post,10.0,2,3,20,GRE,4.0,KOLOMVOS C,3 - 20,402,GRE,6:42
Action shot - Saved,12.0,2,3,20,GRE,4.0,PYE A,3 - 20,374,NZL,6:14
Centre shot - Saved,10.0,2,3,20,GRE,4.0,KOLOMVOS C,3 - 20,347,GRE,5:47
5m shot - Saved,8.0,2,3,20,GRE,4.0,SMALL M,3 - 20,325,NZL,5:25
Counter attack - Goal,5.0,2,3,21,GRE,4.0,FOUNTOULIS I,3 - 21,313,GRE,5:13
Penalty foul,4.0,2,3,21,GRE,4.0,GENIDOUNIAS K,3 - 21,293,GRE,4:53
Penalty shot - Goal,10.0,2,4,21,GRE,4.0,BRYANT M,4 - 21,293,NZL,4:53
20 sec. exclusion in centre,10.0,2,4,21,GRE,4.0,BRYANT M,4 - 21,276,NZL,4:36
Exclusion with substitution,10.0,2,4,21,GRE,4.0,BRYANT M,4 - 21,276,NZL,4:36
Extra player shot - Goal,11.0,2,4,22,GRE,4.0,GOUNAS A,4 - 22,273,GRE,4:33
Action shot - Saved,12.0,2,4,22,GRE,4.0,PYE A,4 - 22,247,NZL,4:07
5m shot - Post,6.0,2,4,22,GRE,4.0,PONTIKEAS K,4 - 22,219,GRE,3:39
Penalty foul,3.0,2,4,22,GRE,4.0,GOUVIS K,4 - 22,209,GRE,3:29
Penalty shot - Saved,12.0,2,4,22,GRE,4.0,PYE A,4 - 22,209,NZL,3:29
Turnover foul,10.0,2,4,22,GRE,4.0,KOLOMVOS C,4 - 22,192,GRE,3:12
Steal,11.0,2,4,22,GRE,4.0,TIJSEN L,4 - 22,192,NZL,3:12
5m shot - Blocked,3.0,2,4,22,GRE,4.0,CURRY S,4 - 22,169,NZL,2:49
20 sec. exclusion in centre,11.0,2,4,22,GRE,4.0,TIJSEN L,4 - 22,143,NZL,2:23
Extra player shot - Goal,4.0,2,4,23,GRE,4.0,GENIDOUNIAS K,4 - 23,127,GRE,2:07
Turnover foul,12.0,2,4,23,GRE,4.0,PYE A,4 - 23,100,NZL,1:40
Steal,6.0,2,4,23,GRE,4.0,PONTIKEAS K,4 - 23,100,GRE,1:40
Centre shot - Saved,9.0,2,4,23,GRE,4.0,MOURIKIS K,4 - 23,73,GRE,1:13
Action shot - Post,8.0,2,4,23,GRE,4.0,SMALL M,4 - 23,12,NZL,0:12
5m shot - Post,5.0,2,4,23,GRE,4.0,FOUNTOULIS I,4 - 23,4,GRE,0:04
Starting goalkeeper,1.0,3,0,0,MNE,1.0,RADIC Z,0 - 0,480,MNE,8:00
Starting goalkeeper,1.0,3,0,0,MNE,1.0,KINGSMILL T,0 - 0,480,NZL,8:00
Sprint won possession,3.0,3,0,0,MNE,1.0,PASKOVIC V,0 - 0,480,MNE,8:00
Turnover foul,9.0,3,0,0,MNE,1.0,IVOVIC A,0 - 0,451,MNE,7:31
Steal,1.0,3,0,0,MNE,1.0,KINGSMILL T,0 - 0,451,NZL,7:31
Turnover foul,7.0,3,0,0,MNE,1.0,JACKSON D,0 - 0,428,NZL,7:08
20 sec. exclusion in centre,11.0,3,0,0,MNE,1.0,TIJSEN L,0 - 0,416,NZL,6:56
Extra player shot - Saved,2.0,3,0,0,MNE,1.0,BRGULJAN D,0 - 0,406,MNE,6:46
Extra player shot - Goal,11.0,3,0,1,MNE,1.0,KLIKOVAK F,1 - 0,397,MNE,6:37
Turnover foul,7.0,3,0,1,MNE,1.0,JACKSON D,1 - 0,381,NZL,6:21
Steal,9.0,3,0,1,MNE,1.0,IVOVIC A,1 - 0,381,MNE,6:21
5m shot - Goal,8.0,3,0,2,MNE,1.0,JANOVIC N,2 - 0,364,MNE,6:04
Centre shot - Saved,12.0,3,0,2,MNE,1.0,PYE A,2 - 0,342,NZL,5:42
Turnover foul,9.0,3,0,2,MNE,1.0,LUI-FAKAOTIMANAVA,2 - 0,324,NZL,5:24
Steal,3.0,3,0,2,MNE,1.0,PASKOVIC V,2 - 0,324,MNE,5:24
Counter attack - Goal,8.0,3,0,3,MNE,1.0,JANOVIC N,3 - 0,314,MNE,5:14
Turnover foul,10.0,3,0,3,MNE,1.0,BRYANT M,3 - 0,314,NZL,5:14
Turnover foul,2.0,3,0,3,MNE,1.0,LEWIS M,3 - 0,294,NZL,4:54
Steal,9.0,3,0,3,MNE,1.0,IVOVIC A,3 - 0,294,MNE,4:54
Centre shot - Goal,7.0,3,0,4,MNE,1.0,JANOVIC M,4 - 0,278,MNE,4:38
Action shot - Saved,12.0,3,0,4,MNE,1.0,PYE A,4 - 0,248,NZL,4:08
5m shot - Saved,9.0,3,0,4,MNE,1.0,IVOVIC A,4 - 0,223,MNE,3:43
Turnover foul,12.0,3,0,4,MNE,1.0,PYE A,4 - 0,196,NZL,3:16
Steal,11.0,3,0,4,MNE,1.0,KLIKOVAK F,4 - 0,196,MNE,3:16
Counter attack - Goal,9.0,3,0,5,MNE,1.0,IVOVIC A,5 - 0,180,MNE,3:00
5m shot - Saved,5.0,3,0,5,MNE,1.0,ROSS J,5 - 0,156,NZL,2:36
Action shot - Post,5.0,3,0,5,MNE,1.0,BRGULJAN D,5 - 0,128,MNE,2:08
Centre shot - Missed,10.0,3,0,5,MNE,1.0,MISIC S,5 - 0,100,MNE,1:40
20 sec. exclusion in centre,5.0,3,0,5,MNE,1.0,BRGULJAN D,5 - 0,71,MNE,1:11
Action shot - Saved,5.0,3,0,5,MNE,1.0,ROSS J,5 - 0,44,NZL,0:44
Counter attack - Saved,4.0,3,0,5,MNE,1.0,PETROVIC A,5 - 0,33,MNE,0:33
5m shot - Saved,2.0,3,0,5,MNE,1.0,LEWIS M,5 - 0,4,NZL,0:04
Starting goalkeeper,1.0,3,0,5,MNE,2.0,KINGSMILL T,5 - 0,480,NZL,8:00
Starting goalkeeper,1.0,3,0,5,MNE,2.0,RADIC Z,5 - 0,480,MNE,8:00
Sprint won possession,6.0,3,0,5,MNE,2.0,CROUSILLAT U,5 - 0,480,MNE,8:00
Centre shot - Goal,9.0,3,0,6,MNE,2.0,IVOVIC A,6 - 0,454,MNE,7:34
Action shot - Blocked,9.0,3,0,6,MNE,2.0,LUI-FAKAOTIMANAVA,6 - 0,436,NZL,7:16
Centre shot - Goal,5.0,3,0,7,MNE,2.0,BRGULJAN D,7 - 0,410,MNE,6:50
Turnover foul,9.0,3,0,7,MNE,2.0,LUI-FAKAOTIMANAVA,7 - 0,382,NZL,6:22
Steal,12.0,3,0,7,MNE,2.0,JOKIC P,7 - 0,382,MNE,6:22
Centre shot - Post,10.0,3,0,7,MNE,2.0,MISIC S,7 - 0,360,MNE,6:00
5m shot - Saved,12.0,3,0,7,MNE,2.0,PYE A,7 - 0,331,NZL,5:31
Action shot - Goal,6.0,3,0,8,MNE,2.0,CROUSILLAT U,8 - 0,313,MNE,5:13
5m shot - Goal,12.0,3,1,8,MNE,2.0,PYE A,8 - 1,287,NZL,4:47
Penalty foul,11.0,3,1,8,MNE,2.0,TIJSEN L,8 - 1,259,NZL,4:19
Penalty shot - Goal,8.0,3,1,9,MNE,2.0,JANOVIC N,9 - 1,259,MNE,4:19
20 sec. exclusion in centre,12.0,3,1,9,MNE,2.0,JOKIC P,9 - 1,244,MNE,4:04
Time-Out,,3,1,9,MNE,2.0,,9 - 1,244,NZL,4:04
Turnover foul,2.0,3,1,9,MNE,2.0,LEWIS M,9 - 1,215,NZL,3:35
Steal,7.0,3,1,9,MNE,2.0,JANOVIC M,9 - 1,215,MNE,3:35
Counter attack - Goal,2.0,3,1,10,MNE,2.0,BRGULJAN D,10 - 1,202,MNE,3:22
Turnover foul,8.0,3,1,10,MNE,2.0,SMALL M,10 - 1,175,NZL,2:55
Steal,2.0,3,1,10,MNE,2.0,BRGULJAN D,10 - 1,175,MNE,2:55
5m shot - Goal,2.0,3,1,11,MNE,2.0,BRGULJAN D,11 - 1,163,MNE,2:43
5m shot - Missed,2.0,3,1,11,MNE,2.0,LEWIS M,11 - 1,135,NZL,2:15
20 sec. exclusion in field,2.0,3,1,11,MNE,2.0,LEWIS M,11 - 1,124,NZL,2:04
Extra player shot - Post,9.0,3,1,11,MNE,2.0,IVOVIC A,11 - 1,112,MNE,1:52
Centre shot - Goal,11.0,3,1,12,MNE,2.0,KLIKOVAK F,12 - 1,110,MNE,1:50
Turnover foul,12.0,3,1,12,MNE,2.0,PYE A,12 - 1,91,NZL,1:31
20 sec. exclusion in centre,10.0,3,1,12,MNE,2.0,BRYANT M,12 - 1,75,NZL,1:15
Extra player shot - Goal,8.0,3,1,13,MNE,2.0,JANOVIC N,13 - 1,62,MNE,1:02
20 sec. exclusion in field,10.0,3,1,13,MNE,2.0,MISIC S,13 - 1,45,MNE,0:45
Extra player shot - Saved,9.0,3,1,13,MNE,2.0,LUI-FAKAOTIMANAVA,13 - 1,27,NZL,0:27
Extra player shot - Saved,4.0,3,1,13,MNE,4.0,LOWERY F,13 - 1,118,NZL,1:58
Counter attack - Goal,9.0,3,1,21,MNE,4.0,IVOVIC A,21 - 1,101,MNE,1:41
Turnover foul,12.0,3,1,21,MNE,4.0,PYE A,21 - 1,78,NZL,1:18
Steal,9.0,3,1,21,MNE,4.0,IVOVIC A,21 - 1,78,MNE,1:18
Action shot - Goal,9.0,3,1,22,MNE,4.0,IVOVIC A,22 - 1,60,MNE,1:00
Turnover foul,9.0,3,1,22,MNE,4.0,LUI-FAKAOTIMANAVA,22 - 1,33,NZL,0:33
20 sec. exclusion in centre,3.0,3,1,22,MNE,2.0,CURRY S,22 - 1,8,NZL,0:08
Turnover foul,6.0,3,1,22,MNE,2.0,CROUSILLAT U,22 - 1,2,MNE,0:02
Steal,4.0,3,1,22,MNE,2.0,LOWERY F,22 - 1,2,NZL,0:02
Starting goalkeeper,13.0,3,1,22,MNE,3.0,SCEPANOVIC M,22 - 1,480,MNE,8:00
Starting goalkeeper,1.0,3,1,22,MNE,3.0,KINGSMILL T,22 - 1,480,NZL,8:00
Sprint won possession,6.0,3,1,22,MNE,3.0,CROUSILLAT U,22 - 1,480,MNE,8:00
20 sec. exclusion in centre,10.0,3,1,22,MNE,3.0,BRYANT M,22 - 1,463,NZL,7:43
Extra player shot - Goal,10.0,3,1,14,MNE,3.0,MISIC S,14 - 1,457,MNE,7:37
Turnover foul,7.0,3,1,14,MNE,3.0,JACKSON D,14 - 1,430,NZL,7:10
Turnover foul,10.0,3,1,14,MNE,3.0,MISIC S,14 - 1,416,MNE,6:56
Steal,1.0,3,1,14,MNE,3.0,KINGSMILL T,14 - 1,416,NZL,6:56
Centre shot - Saved,7.0,3,1,14,MNE,3.0,JACKSON D,14 - 1,390,NZL,6:30
Turnover foul,10.0,3,1,14,MNE,3.0,MISIC S,14 - 1,371,MNE,6:11
Steal,12.0,3,1,14,MNE,3.0,PYE A,14 - 1,371,NZL,6:11
Turnover foul,7.0,3,1,14,MNE,3.0,JACKSON D,14 - 1,344,NZL,5:44
