Action,Cap,GRE,Game,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time
Time-Out,,4,3,2,RUS,1.0,,4 - 2,38,GRE,0:38
Centre shot - Goal,9.0,5,3,2,RUS,1.0,MOURIKIS K,5 - 2,14,GRE,0:14
5m shot - Missed,4.0,5,3,2,RUS,1.0,BYCHKOV I,5 - 2,0,RUS,0:00
Starting goalkeeper,13.0,5,3,2,RUS,2.0,GALANOPOULOS S,5 - 2,480,GRE,8:00
Starting goalkeeper,1.0,5,3,2,RUS,2.0,ANTONOV A,5 - 2,480,RUS,8:00
Sprint won possession,10.0,5,3,2,RUS,2.0,KHOLOD D,5 - 2,480,RUS,8:00
5m shot - Goal,9.0,5,3,3,RUS,2.0,STEPANIUK K,5 - 3,452,RUS,7:32
20 sec. exclusion in field,6.0,5,3,3,RUS,2.0,ASHAEV A,5 - 3,434,RUS,7:14
Extra player shot - Goal,9.0,6,3,3,RUS,2.0,MOURIKIS K,6 - 3,420,GRE,7:00
Turnover foul,8.0,6,3,3,RUS,2.0,NAGAEV I,6 - 3,387,RUS,6:27
Steal,9.0,6,3,3,RUS,2.0,MOURIKIS K,6 - 3,387,GRE,6:27
Turnover foul,8.0,6,3,3,RUS,2.0,DELAKAS E,6 - 3,364,GRE,6:04
20 sec. exclusion in centre,4.0,6,3,3,RUS,2.0,GENIDOUNIAS K,6 - 3,347,GRE,5:47
Extra player shot - Saved,3.0,6,3,3,RUS,2.0,ODINTSOV A,6 - 3,329,RUS,5:29
Counter attack - Saved,2.0,6,3,3,RUS,2.0,MYLONAKIS E,6 - 3,311,GRE,5:11
Centre shot - Saved,9.0,6,3,3,RUS,2.0,MOURIKIS K,6 - 3,291,GRE,4:51
Turnover foul,8.0,6,3,3,RUS,2.0,NAGAEV I,6 - 3,269,RUS,4:29
Steal,12.0,6,3,3,RUS,2.0,VLACHOPOULOS A,6 - 3,269,GRE,4:29
5m shot - Goal,11.0,7,3,3,RUS,2.0,GOUNAS A,7 - 3,250,GRE,4:10
20 sec. exclusion in centre,6.0,7,3,3,RUS,2.0,PONTIKEAS K,7 - 3,236,GRE,3:56
Turnover foul,3.0,7,3,3,RUS,2.0,ODINTSOV A,7 - 3,206,RUS,3:26
Turnover foul,10.0,7,3,3,RUS,2.0,KOLOMVOS C,7 - 3,192,GRE,3:12
20 sec. exclusion in centre,8.0,7,3,3,RUS,2.0,DELAKAS E,7 - 3,164,GRE,2:44
Extra player shot - Goal,2.0,7,3,4,RUS,2.0,BUGAYCHUK A,7 - 4,149,RUS,2:29
Action shot - Post,3.0,7,3,4,RUS,2.0,DERVISIS G,7 - 4,122,GRE,2:02
Turnover foul,3.0,7,3,4,RUS,2.0,DERVISIS G,7 - 4,108,GRE,1:48
Steal,4.0,7,3,4,RUS,2.0,BYCHKOV I,7 - 4,108,RUS,1:48
20 sec. exclusion in centre,7.0,7,3,4,RUS,2.0,AFROUDAKIS C,7 - 4,82,GRE,1:22
Time-Out,,7,3,4,RUS,2.0,,7 - 4,82,RUS,1:22
Action shot - Saved,8.0,7,3,4,RUS,2.0,NAGAEV I,7 - 4,57,RUS,0:57
Time-Out,,7,3,4,RUS,2.0,,7 - 4,53,GRE,0:53
20 sec. exclusion in field,11.0,7,3,4,RUS,2.0,LISUNOV S,7 - 4,46,RUS,0:46
Extra player shot - Saved,5.0,7,3,4,RUS,2.0,FOUNTOULIS I,7 - 4,27,GRE,0:27
Action shot - Goal,2.0,8,3,4,RUS,2.0,MYLONAKIS E,8 - 4,20,GRE,0:20
Turnover foul,7.0,8,3,4,RUS,2.0,TIMAKOV V,8 - 4,1,RUS,0:01
Steal,13.0,8,3,4,RUS,2.0,GALANOPOULOS S,8 - 4,1,GRE,0:01
Starting goalkeeper,13.0,8,3,4,RUS,3.0,GALANOPOULOS S,8 - 4,480,GRE,8:00
Starting goalkeeper,1.0,8,3,4,RUS,3.0,ANTONOV A,8 - 4,480,RUS,8:00
Sprint won possession,7.0,8,3,4,RUS,3.0,AFROUDAKIS C,8 - 4,480,GRE,8:00
Turnover foul,3.0,8,3,4,RUS,3.0,DERVISIS G,8 - 4,465,GRE,7:45
Penalty foul,3.0,8,3,4,RUS,3.0,DERVISIS G,8 - 4,465,GRE,7:45
Penalty shot - Goal,8.0,8,3,5,RUS,3.0,NAGAEV I,8 - 5,465,RUS,7:45
20 sec. exclusion in field,12.0,8,3,5,RUS,3.0,MAGOMAEV L,8 - 5,442,RUS,7:22
Extra player shot - Goal,12.0,9,3,5,RUS,3.0,VLACHOPOULOS A,9 - 5,426,GRE,7:06
5m shot - Post,6.0,9,3,5,RUS,3.0,ASHAEV A,9 - 5,396,RUS,6:36
Turnover foul,7.0,9,3,5,RUS,3.0,AFROUDAKIS C,9 - 5,370,GRE,6:10
20 sec. exclusion in centre,5.0,9,3,5,RUS,3.0,FOUNTOULIS I,9 - 5,355,GRE,5:55
Extra player shot - Goal,8.0,9,3,6,RUS,3.0,NAGAEV I,9 - 6,335,RUS,5:35
Action shot - Saved,4.0,9,3,6,RUS,3.0,GENIDOUNIAS K,9 - 6,306,GRE,5:06
20 sec. exclusion in centre,5.0,9,3,6,RUS,3.0,ZINNATULLIN A,9 - 6,297,RUS,4:57
Action shot - Goal,11.0,10,3,6,RUS,3.0,GOUNAS A,10 - 6,273,GRE,4:33
Action shot - Saved,10.0,10,3,6,RUS,3.0,KHOLOD D,10 - 6,233,RUS,3:53
5m shot - Goal,7.0,11,3,6,RUS,3.0,AFROUDAKIS C,11 - 6,214,GRE,3:34
20 sec. exclusion in centre,8.0,11,3,6,RUS,3.0,DELAKAS E,11 - 6,185,GRE,3:05
Extra player shot - Missed,7.0,11,3,6,RUS,3.0,TIMAKOV V,11 - 6,174,RUS,2:54
Centre shot - Post,9.0,11,3,6,RUS,3.0,MOURIKIS K,11 - 6,150,GRE,2:30
Turnover foul,8.0,11,3,6,RUS,3.0,NAGAEV I,11 - 6,119,RUS,1:59
Steal,4.0,11,3,6,RUS,3.0,GENIDOUNIAS K,11 - 6,119,GRE,1:59
Penalty foul,9.0,11,3,6,RUS,3.0,STEPANIUK K,11 - 6,104,RUS,1:44
Penalty shot - Goal,5.0,12,3,6,RUS,3.0,FOUNTOULIS I,12 - 6,104,GRE,1:44
Action shot - Goal,4.0,12,3,7,RUS,3.0,BYCHKOV I,12 - 7,80,RUS,1:20
20 sec. exclusion in centre,5.0,12,3,7,RUS,3.0,ZINNATULLIN A,12 - 7,58,RUS,0:58
Extra player shot - Goal,5.0,13,3,7,RUS,3.0,FOUNTOULIS I,13 - 7,56,GRE,0:56
Action shot - Missed,12.0,13,3,7,RUS,3.0,MAGOMAEV L,13 - 7,26,RUS,0:26
Turnover foul,12.0,13,3,7,RUS,3.0,VLACHOPOULOS A,13 - 7,17,GRE,0:17
5m shot - Missed,4.0,13,3,7,RUS,3.0,BYCHKOV I,13 - 7,3,RUS,0:03
Starting goalkeeper,13.0,13,3,7,RUS,4.0,GALANOPOULOS S,13 - 7,480,GRE,8:00
Starting goalkeeper,1.0,13,3,7,RUS,4.0,ANTONOV A,13 - 7,480,RUS,8:00
Sprint won possession,8.0,13,3,7,RUS,4.0,NAGAEV I,13 - 7,480,RUS,8:00
5m shot - Saved,4.0,13,3,7,RUS,4.0,BYCHKOV I,13 - 7,452,RUS,7:32
Turnover foul,12.0,13,3,7,RUS,4.0,VLACHOPOULOS A,13 - 7,428,GRE,7:08
Steal,10.0,13,3,7,RUS,4.0,KHOLOD D,13 - 7,428,RUS,7:08
Centre shot - Saved,4.0,13,3,7,RUS,4.0,BYCHKOV I,13 - 7,405,RUS,6:45
Action shot - Saved,11.0,13,3,7,RUS,4.0,GOUNAS A,13 - 7,386,GRE,6:26
5m shot - Goal,12.0,14,3,7,RUS,4.0,VLACHOPOULOS A,14 - 7,366,GRE,6:06
20 sec. exclusion in centre,6.0,14,3,7,RUS,4.0,PONTIKEAS K,14 - 7,309,GRE,5:09
Exclusion with substitution,6.0,14,3,7,RUS,4.0,PONTIKEAS K,14 - 7,309,GRE,5:09
Extra player shot - Goal,11.0,14,3,8,RUS,4.0,LISUNOV S,14 - 8,295,RUS,4:55
Action shot - Saved,10.0,14,3,8,RUS,4.0,KOLOMVOS C,14 - 8,270,GRE,4:30
5m shot - Goal,2.0,14,3,9,RUS,4.0,BUGAYCHUK A,14 - 9,241,RUS,4:01
Turnover foul,10.0,14,3,9,RUS,4.0,KOLOMVOS C,14 - 9,220,GRE,3:40
20 sec. exclusion in centre,11.0,14,3,9,RUS,4.0,GOUNAS A,14 - 9,198,GRE,3:18
Extra player shot - Goal,3.0,14,3,10,RUS,4.0,ODINTSOV A,14 - 10,198,RUS,3:18
20 sec. exclusion in centre,4.0,14,3,10,RUS,4.0,BYCHKOV I,14 - 10,180,RUS,3:00
Extra player shot - Goal,9.0,15,3,10,RUS,4.0,MOURIKIS K,15 - 10,175,GRE,2:55
20 sec. exclusion in centre,8.0,15,3,10,RUS,4.0,DELAKAS E,15 - 10,147,GRE,2:27
Exclusion with substitution,8.0,15,3,10,RUS,4.0,DELAKAS E,15 - 10,147,GRE,2:27
Extra player shot - Goal,8.0,15,3,11,RUS,4.0,NAGAEV I,15 - 11,130,RUS,2:10
Turnover foul,9.0,15,3,11,RUS,4.0,MOURIKIS K,15 - 11,101,GRE,1:41
20 sec. exclusion in centre,3.0,15,3,11,RUS,4.0,DERVISIS G,15 - 11,85,GRE,1:25
Exclusion with substitution,3.0,15,3,11,RUS,4.0,DERVISIS G,15 - 11,85,GRE,1:25
Time-Out,,15,3,11,RUS,4.0,,15 - 11,85,RUS,1:25
Turnover foul,7.0,15,3,11,RUS,4.0,TIMAKOV V,15 - 11,62,RUS,1:02
20 sec. exclusion in field,7.0,15,3,11,RUS,4.0,TIMAKOV V,15 - 11,42,RUS,0:42
Time-Out,,15,3,11,RUS,4.0,,15 - 11,42,GRE,0:42
Action shot - Missed,9.0,15,3,11,RUS,4.0,MOURIKIS K,15 - 11,18,GRE,0:18
20 sec. exclusion in field,11.0,15,3,11,RUS,4.0,GOUNAS A,15 - 11,13,GRE,0:13
Starting goalkeeper,1.0,0,4,0,AUS,1.0,FLEGKAS K,0 - 0,480,GRE,8:00
Starting goalkeeper,1.0,0,4,0,AUS,1.0,STANTON-FRENCH J,0 - 0,480,AUS,8:00
Sprint won possession,11.0,0,4,0,AUS,1.0,HOWDEN R,0 - 0,480,AUS,8:00
Turnover foul,2.0,0,4,0,AUS,1.0,CAMPBELL R,0 - 0,454,AUS,7:34
Centre shot - Post,10.0,0,4,0,AUS,1.0,KOLOMVOS C,0 - 0,425,GRE,7:05
Turnover foul,11.0,0,4,0,AUS,1.0,HOWDEN R,0 - 0,397,AUS,6:37
Steal,5.0,0,4,0,AUS,1.0,FOUNTOULIS I,0 - 0,397,GRE,6:37
Turnover foul,2.0,0,4,0,AUS,1.0,MYLONAKIS E,0 - 0,368,GRE,6:08
Steal,7.0,0,4,0,AUS,1.0,ROACH A,0 - 0,368,AUS,6:08
Action shot - Blocked,3.0,0,4,0,AUS,1.0,FORD G,0 - 0,348,AUS,5:48
5m shot - Saved,6.0,0,4,0,AUS,1.0,PONTIKEAS K,0 - 0,318,GRE,5:18
Action shot - Saved,2.0,0,4,0,AUS,1.0,CAMPBELL R,0 - 0,298,AUS,4:58
Counter attack - Saved,7.0,0,4,0,AUS,1.0,AFROUDAKIS C,0 - 0,285,GRE,4:45
5m shot - Blocked,8.0,0,4,0,AUS,1.0,YOUNGER A,0 - 0,255,AUS,4:15
20 sec. exclusion in centre,6.0,0,4,0,AUS,1.0,PONTIKEAS K,0 - 0,206,GRE,3:26
Turnover foul,8.0,0,4,0,AUS,1.0,YOUNGER A,0 - 0,191,AUS,3:11
20 sec. exclusion in centre,3.0,0,4,0,AUS,1.0,FORD G,0 - 0,167,AUS,2:47
Extra player shot - Saved,12.0,0,4,0,AUS,1.0,VLACHOPOULOS A,0 - 0,145,GRE,2:25
Turnover foul,2.0,0,4,0,AUS,1.0,CAMPBELL R,0 - 0,109,AUS,1:49
20 sec. exclusion in centre,5.0,0,4,0,AUS,1.0,POWER N,0 - 0,93,AUS,1:33
Time-Out,,0,4,0,AUS,1.0,,0 - 0,93,GRE,1:33
5m shot - Goal,7.0,1,4,0,AUS,1.0,AFROUDAKIS C,1 - 0,70,GRE,1:10
Turnover foul,2.0,1,4,0,AUS,1.0,CAMPBELL R,1 - 0,48,AUS,0:48
Steal,5.0,1,4,0,AUS,1.0,FOUNTOULIS I,1 - 0,48,GRE,0:48
5m shot - Blocked,8.0,1,4,0,AUS,1.0,DELAKAS E,1 - 0,22,GRE,0:22
Time-Out,,1,4,0,AUS,1.0,,1 - 0,21,AUS,0:21
Turnover foul,8.0,1,4,0,AUS,1.0,YOUNGER A,1 - 0,2,AUS,0:02
Starting goalkeeper,1.0,1,4,0,AUS,2.0,FLEGKAS K,1 - 0,480,GRE,8:00
Starting goalkeeper,1.0,1,4,0,AUS,2.0,STANTON-FRENCH J,1 - 0,480,AUS,8:00
Sprint won possession,11.0,1,4,0,AUS,2.0,HOWDEN R,1 - 0,480,AUS,8:00
20 sec. exclusion in centre,8.0,1,4,0,AUS,2.0,DELAKAS E,1 - 0,461,GRE,7:41
Extra player shot - Goal,8.0,1,4,1,AUS,2.0,YOUNGER A,1 - 1,446,AUS,7:26
Turnover foul,12.0,1,4,1,AUS,2.0,VLACHOPOULOS A,1 - 1,431,GRE,7:11
Turnover foul,7.0,1,4,1,AUS,2.0,ROACH A,1 - 1,403,AUS,6:43
20 sec. exclusion in centre,7.0,1,4,1,AUS,2.0,ROACH A,1 - 1,386,AUS,6:26
Extra player shot - Goal,5.0,2,4,1,AUS,2.0,FOUNTOULIS I,2 - 1,376,GRE,6:16
Action shot - Saved,6.0,2,4,1,AUS,2.0,GILCHRIST J,2 - 1,345,AUS,5:45
Turnover foul,2.0,2,4,1,AUS,2.0,CAMPBELL R,2 - 1,322,AUS,5:22
Action shot - Blocked,11.0,2,4,1,AUS,2.0,GOUNAS A,2 - 1,294,GRE,4:54
20 sec. exclusion in field,10.0,2,4,1,AUS,2.0,KOLOMVOS C,2 - 1,278,GRE,4:38
Action shot - Saved,11.0,2,4,1,AUS,2.0,HOWDEN R,2 - 1,256,AUS,4:16
Time-Out,,2,4,1,AUS,2.0,,2 - 1,248,GRE,4:08
Action shot - Saved,7.0,2,4,1,AUS,2.0,AFROUDAKIS C,2 - 1,229,GRE,3:49
20 sec. exclusion in field,4.0,2,4,1,AUS,2.0,COTTERILL J,2 - 1,215,AUS,3:35
Extra player shot - Missed,9.0,2,4,1,AUS,2.0,MOURIKIS K,2 - 1,195,GRE,3:15
20 sec. exclusion in centre,6.0,2,4,1,AUS,2.0,PONTIKEAS K,2 - 1,175,GRE,2:55
Time-Out,,2,4,1,AUS,2.0,,2 - 1,175,AUS,2:55
Extra player shot - Goal,7.0,2,4,2,AUS,2.0,ROACH A,2 - 2,161,AUS,2:41
20 sec. exclusion in centre,12.0,2,4,2,AUS,2.0,MARTIN T,2 - 2,134,AUS,2:14
Extra player shot - Saved,9.0,2,4,2,AUS,2.0,MOURIKIS K,2 - 2,114,GRE,1:54
5m shot - Goal,8.0,2,4,3,AUS,2.0,YOUNGER A,2 - 3,91,AUS,1:31
Action shot - Blocked,4.0,2,4,3,AUS,2.0,GENIDOUNIAS K,2 - 3,63,GRE,1:03
Action shot - Saved,7.0,2,4,3,AUS,2.0,ROACH A,2 - 3,47,AUS,0:47
5m shot - Post,12.0,2,4,3,AUS,2.0,VLACHOPOULOS A,2 - 3,23,GRE,0:23
Penalty foul,10.0,2,4,3,AUS,2.0,EMERY M,2 - 3,5,AUS,0:05
Penalty shot - Post,7.0,2,4,3,AUS,2.0,AFROUDAKIS C,2 - 3,5,GRE,0:05
Starting goalkeeper,1.0,2,4,3,AUS,3.0,FLEGKAS K,2 - 3,480,GRE,8:00
Starting goalkeeper,1.0,2,4,3,AUS,3.0,STANTON-FRENCH J,2 - 3,480,AUS,8:00
Sprint won possession,11.0,2,4,3,AUS,3.0,HOWDEN R,2 - 3,480,AUS,8:00
Action shot - Goal,9.0,2,4,4,AUS,3.0,SWIFT J,2 - 4,453,AUS,7:33
20 sec. exclusion in centre,3.0,2,4,4,AUS,3.0,FORD G,2 - 4,428,AUS,7:08
Extra player shot - Goal,10.0,3,4,4,AUS,3.0,KOLOMVOS C,3 - 4,421,GRE,7:01
Turnover foul,2.0,3,4,4,AUS,3.0,CAMPBELL R,3 - 4,393,AUS,6:33
Steal,2.0,3,4,4,AUS,3.0,MYLONAKIS E,3 - 4,393,GRE,6:33
Action shot - Saved,5.0,3,4,4,AUS,3.0,FOUNTOULIS I,3 - 4,365,GRE,6:05
Counter attack - Saved,8.0,3,4,4,AUS,3.0,YOUNGER A,3 - 4,316,AUS,5:16
Turnover foul,3.0,3,4,4,AUS,3.0,DERVISIS G,3 - 4,310,GRE,5:10
Action shot - Saved,12.0,3,4,4,AUS,3.0,MARTIN T,3 - 4,282,AUS,4:42
20 sec. exclusion in centre,6.0,3,4,4,AUS,3.0,GILCHRIST J,3 - 4,259,AUS,4:19
Turnover foul,3.0,3,4,4,AUS,3.0,DERVISIS G,3 - 4,233,GRE,3:53
Time-Out,,3,4,4,AUS,3.0,,3 - 4,233,AUS,3:53
Turnover foul,2.0,3,4,4,AUS,3.0,CAMPBELL R,3 - 4,214,AUS,3:34
Turnover foul,2.0,3,4,4,AUS,3.0,MYLONAKIS E,3 - 4,211,GRE,3:31
Centre shot - Post,4.0,3,4,4,AUS,3.0,COTTERILL J,3 - 4,207,AUS,3:27
5m shot - Goal,4.0,4,4,4,AUS,3.0,GENIDOUNIAS K,4 - 4,144,GRE,2:24
Action shot - Saved,4.0,4,4,4,AUS,3.0,COTTERILL J,4 - 4,118,AUS,1:58
20 sec. exclusion in centre,8.0,4,4,4,AUS,3.0,YOUNGER A,4 - 4,99,AUS,1:39
Time-Out,,4,4,4,AUS,3.0,,4 - 4,99,GRE,1:39
Extra player shot - Goal,11.0,5,4,4,AUS,3.0,GOUNAS A,5 - 4,82,GRE,1:22
Action shot - Saved,5.0,5,4,4,AUS,3.0,POWER N,5 - 4,63,AUS,1:03
5m shot - Saved,2.0,5,4,4,AUS,3.0,MYLONAKIS E,5 - 4,33,GRE,0:33
20 sec. exclusion in centre,12.0,5,4,4,AUS,3.0,VLACHOPOULOS A,5 - 4,15,GRE,0:15
Extra player shot - Saved,6.0,5,4,4,AUS,3.0,GILCHRIST J,5 - 4,2,AUS,0:02
Starting goalkeeper,1.0,5,4,4,AUS,4.0,FLEGKAS K,5 - 4,480,GRE,8:00
Starting goalkeeper,1.0,5,4,4,AUS,4.0,STANTON-FRENCH J,5 - 4,480,AUS,8:00
Sprint won possession,11.0,5,4,4,AUS,4.0,GOUNAS A,5 - 4,480,GRE,8:00
5m shot - Blocked,8.0,5,4,4,AUS,4.0,DELAKAS E,5 - 4,450,GRE,7:30
Action shot - Saved,11.0,5,4,4,AUS,4.0,HOWDEN R,5 - 4,426,AUS,7:06
20 sec. exclusion in centre,8.0,5,4,4,AUS,4.0,DELAKAS E,5 - 4,405,GRE,6:45
Action shot - Saved,11.0,5,4,4,AUS,4.0,HOWDEN R,5 - 4,376,AUS,6:16
Action shot - Saved,9.0,5,4,4,AUS,4.0,SWIFT J,5 - 4,350,AUS,5:50
Turnover foul,9.0,5,4,4,AUS,4.0,MOURIKIS K,5 - 4,324,GRE,5:24
Time-Out,,5,4,4,AUS,4.0,,5 - 4,321,AUS,5:21
Yellow card,,5,4,4,AUS,4.0,Team Official,5 - 4,321,AUS,5:21
5m shot - Saved,7.0,5,4,4,AUS,4.0,ROACH A,5 - 4,301,AUS,5:01
5m shot - Saved,5.0,5,4,4,AUS,4.0,FOUNTOULIS I,5 - 4,269,GRE,4:29
20 sec. exclusion in field,7.0,5,4,4,AUS,4.0,AFROUDAKIS C,5 - 4,266,GRE,4:26
Action shot - Saved,2.0,5,4,4,AUS,4.0,CAMPBELL R,5 - 4,240,AUS,4:00
5m shot - Saved,7.0,5,4,4,AUS,4.0,AFROUDAKIS C,5 - 4,210,GRE,3:30
20 sec. exclusion in centre,2.0,5,4,4,AUS,4.0,MYLONAKIS E,5 - 4,180,GRE,3:00
Extra player shot - Post,8.0,5,4,4,AUS,4.0,YOUNGER A,5 - 4,163,AUS,2:43
Extra player shot - Goal,7.0,5,4,5,AUS,4.0,ROACH A,5 - 5,163,AUS,2:43
Yellow card,,5,4,5,AUS,4.0,Team Official,5 - 5,163,GRE,2:43
Centre shot - Saved,9.0,5,4,5,AUS,4.0,MOURIKIS K,5 - 5,135,GRE,2:15
Action shot - Goal,8.0,5,4,6,AUS,4.0,YOUNGER A,5 - 6,113,AUS,1:53
20 sec. exclusion in centre,5.0,5,4,6,AUS,4.0,POWER N,5 - 6,85,AUS,1:25
Extra player shot - Goal,4.0,6,4,6,AUS,4.0,GENIDOUNIAS K,6 - 6,67,GRE,1:07
Centre shot - Goal,5.0,6,4,7,AUS,4.0,POWER N,6 - 7,38,AUS,0:38
Time-Out,,6,4,7,AUS,4.0,,6 - 7,38,GRE,0:38
20 sec. exclusion in centre,11.0,6,4,7,AUS,4.0,HOWDEN R,6 - 7,14,AUS,0:14
Extra player shot - Goal,5.0,7,4,7,AUS,4.0,FOUNTOULIS I,7 - 7,4,GRE,0:04
Starting goalkeeper,1.0,0,5,0,CRO,1.0,PAVIC J,0 - 0,480,CRO,8:00
Starting goalkeeper,1.0,0,5,0,CRO,1.0,FLEGKAS K,0 - 0,480,GRE,8:00
Sprint won possession,5.0,0,5,0,CRO,1.0,JOKOVIC M,0 - 0,480,CRO,8:00
5m shot - Post,12.0,0,5,0,CRO,1.0,OBRADOVIC P,0 - 0,450,CRO,7:30
Turnover foul,12.0,0,5,0,CRO,1.0,OBRADOVIC P,0 - 0,420,CRO,7:00
Steal,7.0,0,5,0,CRO,1.0,AFROUDAKIS C,0 - 0,420,GRE,7:00
Centre shot - Saved,10.0,0,5,0,CRO,1.0,KOLOMVOS C,0 - 0,399,GRE,6:39
20 sec. exclusion in centre,6.0,0,5,0,CRO,1.0,PONTIKEAS K,0 - 0,373,GRE,6:13
Extra player shot - Post,8.0,0,5,0,CRO,1.0,BUSLJE A,0 - 0,356,CRO,5:56
Action shot - Saved,8.0,0,5,0,CRO,1.0,DELAKAS E,0 - 0,327,GRE,5:27
Centre shot - Goal,4.0,0,5,1,CRO,1.0,LONCAR L,1 - 0,298,CRO,4:58
Action shot - Post,5.0,0,5,1,CRO,1.0,FOUNTOULIS I,1 - 0,268,GRE,4:28
Centre shot - Saved,10.0,0,5,1,CRO,1.0,PASKVALIN F,1 - 0,241,CRO,4:01
20 sec. exclusion in centre,10.0,0,5,1,CRO,1.0,PASKVALIN F,1 - 0,214,CRO,3:34
Action shot - Saved,2.0,0,5,1,CRO,1.0,MYLONAKIS E,1 - 0,192,GRE,3:12
20 sec. exclusion in centre,8.0,0,5,1,CRO,1.0,DELAKAS E,1 - 0,163,GRE,2:43
5m shot - Goal,9.0,0,5,2,CRO,1.0,SUKNO S,2 - 0,141,CRO,2:21
Penalty foul,2.0,0,5,2,CRO,1.0,BURIC D,2 - 0,117,CRO,1:57
Penalty shot - Goal,5.0,1,5,2,CRO,1.0,FOUNTOULIS I,2 - 1,117,GRE,1:57
20 sec. exclusion in centre,9.0,1,5,2,CRO,1.0,MOURIKIS K,2 - 1,97,GRE,1:37
Time-Out,,1,5,2,CRO,1.0,,2 - 1,97,CRO,1:37
Action shot - Saved,9.0,1,5,2,CRO,1.0,SUKNO S,2 - 1,74,CRO,1:14
Time-Out,,1,5,2,CRO,1.0,,2 - 1,69,GRE,1:09
Turnover foul,12.0,1,5,2,CRO,1.0,VLACHOPOULOS A,2 - 1,53,GRE,0:53
Steal,12.0,1,5,2,CRO,1.0,OBRADOVIC P,2 - 1,53,CRO,0:53
Action shot - Goal,6.0,1,5,3,CRO,1.0,BUKIC L,3 - 1,26,CRO,0:26
Turnover foul,12.0,1,5,3,CRO,1.0,VLACHOPOULOS A,3 - 1,15,GRE,0:15
Turnover foul,9.0,1,5,3,CRO,1.0,SUKNO S,3 - 1,3,CRO,0:03
Starting goalkeeper,1.0,1,5,3,CRO,2.0,PAVIC J,3 - 1,480,CRO,8:00
Starting goalkeeper,1.0,1,5,3,CRO,2.0,FLEGKAS K,3 - 1,480,GRE,8:00
Sprint won possession,5.0,1,5,3,CRO,2.0,JOKOVIC M,3 - 1,480,CRO,8:00
Turnover foul,8.0,1,5,3,CRO,2.0,BUSLJE A,3 - 1,460,CRO,7:40
Steal,2.0,1,5,3,CRO,2.0,MYLONAKIS E,3 - 1,460,GRE,7:40
Action shot - Saved,7.0,1,5,3,CRO,2.0,AFROUDAKIS C,3 - 1,447,GRE,7:27
Turnover foul,12.0,1,5,3,CRO,2.0,OBRADOVIC P,3 - 1,417,CRO,6:57
Steal,4.0,1,5,3,CRO,2.0,GENIDOUNIAS K,3 - 1,417,GRE,6:57
5m shot - Blocked,4.0,1,5,3,CRO,2.0,GENIDOUNIAS K,3 - 1,387,GRE,6:27
Centre shot - Goal,12.0,1,5,4,CRO,2.0,OBRADOVIC P,4 - 1,360,CRO,6:00
20 sec. exclusion in centre,8.0,1,5,4,CRO,2.0,BUSLJE A,4 - 1,343,CRO,5:43
Action shot - Blocked,12.0,1,5,4,CRO,2.0,VLACHOPOULOS A,4 - 1,320,GRE,5:20
5m shot - Goal,12.0,2,5,4,CRO,2.0,VLACHOPOULOS A,4 - 2,296,GRE,4:56
20 sec. exclusion in centre,8.0,2,5,4,CRO,2.0,DELAKAS E,4 - 2,272,GRE,4:32
Extra player shot - Goal,7.0,2,5,5,CRO,2.0,MUSLIM P,5 - 2,255,CRO,4:15
Centre shot - Goal,9.0,3,5,5,CRO,2.0,MOURIKIS K,5 - 3,229,GRE,3:49
20 sec. exclusion in centre,9.0,3,5,5,CRO,2.0,SUKNO S,5 - 3,183,CRO,3:03
Action shot - Saved,12.0,3,5,5,CRO,2.0,VLACHOPOULOS A,5 - 3,159,GRE,2:39
Action shot - Saved,5.0,3,5,5,CRO,2.0,JOKOVIC M,5 - 3,131,CRO,2:11
20 sec. exclusion in centre,12.0,3,5,5,CRO,2.0,OBRADOVIC P,5 - 3,105,CRO,1:45
Extra player shot - Goal,5.0,4,5,5,CRO,2.0,FOUNTOULIS I,5 - 4,92,GRE,1:32
20 sec. exclusion in centre,2.0,4,5,5,CRO,2.0,MYLONAKIS E,5 - 4,74,GRE,1:14
Extra player shot - Saved,9.0,4,5,5,CRO,2.0,SUKNO S,5 - 4,55,CRO,0:55
Time-Out,,4,5,5,CRO,2.0,,5 - 4,53,GRE,0:53
5m shot - Saved,2.0,4,5,5,CRO,2.0,MYLONAKIS E,5 - 4,30,GRE,0:30
Time-Out,,4,5,5,CRO,2.0,,5 - 4,30,CRO,0:30
20 sec. exclusion in centre,6.0,4,5,5,CRO,2.0,PONTIKEAS K,5 - 4,4,GRE,0:04
Turnover foul,3.0,4,5,5,CRO,2.0,PETKOVIC A,5 - 4,2,CRO,0:02
Starting goalkeeper,1.0,4,5,5,CRO,3.0,PAVIC J,5 - 4,480,CRO,8:00
Starting goalkeeper,1.0,4,5,5,CRO,3.0,FLEGKAS K,5 - 4,480,GRE,8:00
Sprint won possession,9.0,4,5,5,CRO,3.0,SUKNO S,5 - 4,480,CRO,8:00
Action shot - Post,3.0,4,5,5,CRO,3.0,PETKOVIC A,5 - 4,450,CRO,7:30
5m shot - Saved,5.0,4,5,5,CRO,3.0,FOUNTOULIS I,5 - 4,435,GRE,7:15
20 sec. exclusion in centre,3.0,4,5,5,CRO,3.0,DERVISIS G,5 - 4,411,GRE,6:51
