Action,Cap,Game,KAZ,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time
Action shot - Post,9.0,4,5,12,HUN,3.0,VARGA D,12 - 5,247,HUN,4:07
Action shot - Saved,9.0,4,5,12,HUN,3.0,UKUMANOV R,12 - 5,222,KAZ,3:42
20 sec. exclusion in centre,7.0,4,5,12,HUN,3.0,USHAKOV V,12 - 5,198,KAZ,3:18
Extra player shot - Goal,11.0,4,5,13,HUN,3.0,BEDO K,13 - 5,182,HUN,3:02
20 sec. exclusion in centre,9.0,4,5,13,HUN,3.0,VARGA D,13 - 5,159,HUN,2:39
Extra player shot - Saved,8.0,4,5,13,HUN,3.0,KOLIADENKO A,13 - 5,141,KAZ,2:21
Action shot - Goal,3.0,4,6,13,HUN,3.0,MEDVEDEV Y,13 - 6,135,KAZ,2:15
20 sec. exclusion in field,4.0,4,6,13,HUN,3.0,PILIPENKO R,13 - 6,116,KAZ,1:56
Exclusion with substitution,4.0,4,6,13,HUN,3.0,PILIPENKO R,13 - 6,116,KAZ,1:56
Extra player shot - Saved,12.0,4,6,13,HUN,3.0,HARAI B,13 - 6,102,HUN,1:42
20 sec. exclusion in centre,8.0,4,6,13,HUN,3.0,KOLIADENKO A,13 - 6,56,KAZ,0:56
Extra player shot - Goal,6.0,4,6,14,HUN,3.0,HOSNYANSZKY N,14 - 6,51,HUN,0:51
5m shot - Saved,2.0,4,6,14,HUN,3.0,GUBAREV S,14 - 6,21,KAZ,0:21
Action shot - Goal,4.0,4,6,15,HUN,3.0,BATORI B,15 - 6,1,HUN,0:01
5m shot - Saved,7.0,4,6,15,HUN,3.0,USHAKOV V,15 - 6,1,KAZ,0:01
Starting goalkeeper,1.0,4,6,15,HUN,4.0,NAGY V,15 - 6,480,HUN,8:00
Starting goalkeeper,1.0,4,6,15,HUN,4.0,MAXIMOV N,15 - 6,480,KAZ,8:00
Sprint won possession,4.0,4,6,15,HUN,4.0,BATORI B,15 - 6,480,HUN,8:00
20 sec. exclusion in centre,8.0,4,6,15,HUN,4.0,KOLIADENKO A,15 - 6,455,KAZ,7:35
Exclusion with substitution,8.0,4,6,15,HUN,4.0,KOLIADENKO A,15 - 6,455,KAZ,7:35
Action shot - Goal,4.0,4,6,16,HUN,4.0,BATORI B,16 - 6,431,HUN,7:11
Centre shot - Missed,11.0,4,6,16,HUN,4.0,BEDO K,16 - 6,378,HUN,6:18
20 sec. exclusion in centre,2.0,4,6,16,HUN,4.0,GOR-NAGY M,16 - 6,356,HUN,5:56
Centre shot - Missed,5.0,4,6,16,HUN,4.0,SHAKENOV M,16 - 6,331,KAZ,5:31
Action shot - Saved,10.0,4,6,16,HUN,4.0,VARGA D,16 - 6,314,HUN,5:14
20 sec. exclusion in centre,11.0,4,6,16,HUN,4.0,MANAFOV R,16 - 6,298,KAZ,4:58
Action shot - Blocked,9.0,4,6,16,HUN,4.0,VARGA D,16 - 6,266,HUN,4:26
Turnover foul,2.0,4,6,16,HUN,4.0,GUBAREV S,16 - 6,247,KAZ,4:07
Steal,11.0,4,6,16,HUN,4.0,BEDO K,16 - 6,247,HUN,4:07
Counter attack - Saved,3.0,4,6,16,HUN,4.0,MADARAS N,16 - 6,232,HUN,3:52
Turnover foul,3.0,4,6,16,HUN,4.0,MADARAS N,16 - 6,229,HUN,3:49
5m shot - Saved,5.0,4,6,16,HUN,4.0,SHAKENOV M,16 - 6,199,KAZ,3:19
Action shot - Blocked,3.0,4,6,16,HUN,4.0,MADARAS N,16 - 6,169,HUN,2:49
Turnover foul,12.0,4,6,16,HUN,4.0,PEKOVICH B,16 - 6,143,KAZ,2:23
Steal,4.0,4,6,16,HUN,4.0,BATORI B,16 - 6,143,HUN,2:23
Time-Out,,4,6,16,HUN,4.0,,16 - 6,137,HUN,2:17
Turnover foul,4.0,4,6,16,HUN,4.0,BATORI B,16 - 6,118,HUN,1:58
Turnover foul,12.0,4,6,16,HUN,4.0,HARAI B,16 - 6,66,HUN,1:06
20 sec. exclusion in centre,6.0,4,6,16,HUN,4.0,HOSNYANSZKY N,16 - 6,53,HUN,0:53
Extra player shot - Goal,12.0,4,7,16,HUN,4.0,PEKOVICH B,16 - 7,38,KAZ,0:38
5m shot - Post,8.0,4,7,16,HUN,4.0,SZIVOS M,16 - 7,10,HUN,0:10
Turnover foul,5.0,4,7,16,HUN,4.0,SHAKENOV M,16 - 7,3,KAZ,0:03
Steal,1.0,4,7,16,HUN,4.0,NAGY V,16 - 7,3,HUN,0:03
