Action,Cap,Game,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time,USA,Result,Goal
Extra player shot,4.0,5,6,ESP,3.0,TARRAGO R,6 - 4,171,ESP,2:51,4,Saved,0
Centre shot,11.0,5,6,ESP,3.0,GARCIA GODOY M,6 - 4,168,ESP,2:48,4,Saved,0
Action shot,7.0,5,6,ESP,3.0,MATHEWSON C,6 - 4,113,USA,1:53,4,Saved,0
Centre shot,3.0,5,6,ESP,3.0,SEIDEMANN M,6 - 5,111,USA,1:51,5,Goal,1
Action shot,3.0,5,6,ESP,3.0,ESPAR A,6 - 5,46,ESP,0:46,5,Missed,0
Action shot,3.0,5,6,ESP,3.0,ESPAR A,6 - 5,3,ESP,0:03,5,Blocked,0
Action shot,6.0,5,6,ESP,4.0,PAREJA J,6 - 5,455,ESP,7:35,5,Saved,0
Action shot,11.0,5,7,ESP,4.0,GARCIA GODOY M,7 - 5,311,ESP,5:11,5,Goal,1
Centre shot,11.0,5,7,ESP,4.0,GARCIA GODOY M,7 - 5,253,ESP,4:13,5,Saved,0
Action shot,6.0,5,7,ESP,4.0,STEFFENS M,7 - 5,160,USA,2:40,5,Saved,0
5m shot,6.0,5,7,ESP,4.0,PAREJA J,7 - 5,147,ESP,2:27,5,Blocked,0
5m shot,6.0,5,7,ESP,4.0,STEFFENS M,7 - 5,122,USA,2:02,5,Missed,0
Action shot,12.0,5,8,ESP,4.0,LOPEZ L,8 - 5,97,ESP,1:37,5,Goal,1
Extra player shot,12.0,5,8,ESP,4.0,CRAIG K,8 - 5,80,USA,1:20,5,Blocked,0
Action shot,4.0,5,9,ESP,4.0,TARRAGO R,9 - 5,39,ESP,0:39,5,Goal,1
Centre shot,12.0,5,9,ESP,4.0,CRAIG K,9 - 6,27,USA,0:27,6,Goal,1
Action shot,7.0,6,1,NED,1.0,van BELKUM I,0 - 1,465,NED,7:45,0,Goal,1
Action shot,6.0,6,1,NED,1.0,STOMPHORST N,0 - 1,416,NED,6:56,0,Missed,0
Action shot,7.0,6,1,NED,1.0,MATHEWSON C,0 - 1,402,USA,6:42,0,Post,0
Action shot,11.0,6,1,NED,1.0,KLAASSEN L,0 - 1,372,NED,6:12,0,Saved,0
Action shot,6.0,6,1,NED,1.0,STEFFENS M,0 - 1,345,USA,5:45,0,Post,0
Action shot,2.0,6,1,NED,1.0,SILVER L,0 - 1,326,USA,5:26,0,Saved,0
Counter attack,12.0,6,1,NED,1.0,CRAIG K,1 - 1,265,USA,4:25,1,Goal,1
Action shot,2.0,6,1,NED,1.0,SMIT Y,1 - 1,244,NED,4:04,1,Missed,0
Action shot,6.0,6,1,NED,1.0,STOMPHORST N,1 - 1,208,NED,3:28,1,Blocked,0
Action shot,11.0,6,1,NED,1.0,KLAASSEN L,1 - 1,172,NED,2:52,1,Saved,0
Counter attack,11.0,6,1,NED,1.0,DRIES A,2 - 1,158,USA,2:38,2,Goal,1
Centre shot,12.0,6,1,NED,1.0,van der MOLEN l,2 - 1,97,NED,1:37,2,Saved,0
Action shot,8.0,6,1,NED,1.0,NEUSHUL K,2 - 1,59,USA,0:59,2,Blocked,0
Centre shot,12.0,6,2,NED,1.0,van der MOLEN l,2 - 2,46,NED,0:46,2,Goal,1
Action shot,11.0,6,3,NED,2.0,KLAASSEN L,2 - 3,460,NED,7:40,2,Goal,1
Action shot,7.0,6,3,NED,2.0,MATHEWSON C,2 - 3,430,USA,7:10,2,Missed,0
Extra player shot,7.0,6,3,NED,2.0,MATHEWSON C,3 - 3,393,USA,6:33,3,Goal,1
Centre shot,8.0,6,3,NED,2.0,SEVENICH V,3 - 3,368,NED,6:08,3,Missed,0
Action shot,10.0,6,3,NED,2.0,RULON K,3 - 3,294,USA,4:54,3,Blocked,0
Action shot,2.0,6,4,NED,2.0,SMIT Y,3 - 4,257,NED,4:17,3,Goal,1
Action shot,2.0,6,4,NED,2.0,SMIT Y,3 - 4,216,NED,3:36,3,Saved,0
Centre shot,11.0,6,4,NED,2.0,DRIES A,4 - 4,199,USA,3:19,4,Goal,1
Extra player shot,9.0,6,4,NED,2.0,KRAUS J,5 - 4,137,USA,2:17,5,Goal,1
Action shot,3.0,6,4,NED,2.0,SEIDEMANN M,6 - 4,85,USA,1:25,6,Goal,1
Centre shot,7.0,6,4,NED,2.0,van BELKUM I,6 - 4,55,NED,0:55,6,Saved,0
Action shot,4.0,6,4,NED,2.0,FATTAL R,6 - 4,33,USA,0:33,6,Saved,0
Centre shot,12.0,6,4,NED,4.0,CRAIG K,6 - 4,52,USA,0:52,6,Post,0
Action shot,11.0,6,5,NED,2.0,KLAASSEN L,6 - 5,3,NED,0:03,6,Goal,1
5m shot,8.0,6,5,NED,2.0,NEUSHUL K,6 - 5,1,USA,0:01,6,Blocked,0
Action shot,11.0,6,5,NED,3.0,KLAASSEN L,6 - 5,427,NED,7:07,6,Blocked,0
Action shot,7.0,6,5,NED,3.0,MATHEWSON C,7 - 5,403,USA,6:43,7,Goal,1
Action shot,8.0,6,5,NED,3.0,SEVENICH V,7 - 5,382,NED,6:22,7,Post,0
Action shot,5.0,6,5,NED,3.0,CLARK C,7 - 5,365,USA,6:05,7,Saved,0
Action shot,5.0,6,5,NED,3.0,CLARK C,7 - 5,351,USA,5:51,7,Blocked,0
Action shot,4.0,6,6,NED,3.0,HAKHVERDIAN B,7 - 6,315,NED,5:15,7,Goal,1
5m shot,3.0,6,6,NED,3.0,SEIDEMANN M,7 - 6,290,USA,4:50,7,Missed,0
Extra player shot,2.0,6,6,NED,3.0,SILVER L,7 - 6,233,USA,3:53,7,Saved,0
Action shot,8.0,6,6,NED,3.0,NEUSHUL K,8 - 6,222,USA,3:42,8,Goal,1
Action shot,5.0,6,6,NED,3.0,van der SLOOT S,8 - 6,197,NED,3:17,8,Saved,0
Action shot,6.0,6,6,NED,3.0,STEFFENS M,8 - 6,169,USA,2:49,8,Blocked,0
Action shot,11.0,6,7,NED,3.0,KLAASSEN L,8 - 7,140,NED,2:20,8,Goal,1
Action shot,3.0,6,7,NED,3.0,SEIDEMANN M,8 - 7,120,USA,2:00,8,Saved,0
Extra player shot,8.0,6,7,NED,3.0,SEVENICH V,8 - 7,77,NED,1:17,8,Blocked,0
5m shot,7.0,6,7,NED,3.0,van BELKUM I,8 - 7,28,NED,0:28,8,Missed,0
Extra player shot,8.0,6,7,NED,3.0,NEUSHUL K,9 - 7,4,USA,0:04,9,Goal,1
5m shot,11.0,6,7,NED,3.0,KLAASSEN L,9 - 7,1,NED,0:01,9,Saved,0
Action shot,5.0,6,8,NED,4.0,van der SLOOT S,9 - 8,450,NED,7:30,9,Goal,1
Centre shot,12.0,6,8,NED,4.0,CRAIG K,10 - 8,424,USA,7:04,10,Goal,1
Penalty shot,6.0,6,8,NED,4.0,STEFFENS M,11 - 8,374,USA,6:14,11,Goal,1
Extra player shot,2.0,6,9,NED,4.0,SMIT Y,11 - 9,342,NED,5:42,11,Goal,1
Action shot,2.0,6,9,NED,4.0,SILVER L,11 - 9,284,USA,4:44,11,Missed,0
Action shot,9.0,6,9,NED,4.0,SLAGTER C,11 - 9,260,NED,4:20,11,Saved,0
Action shot,9.0,6,9,NED,4.0,SLAGTER C,11 - 9,242,NED,4:02,11,Saved,0
Action shot,6.0,6,9,NED,4.0,STEFFENS M,12 - 9,204,USA,3:24,12,Goal,1
Action shot,4.0,6,9,NED,4.0,FATTAL R,12 - 9,157,USA,2:37,12,Missed,0
Action shot,6.0,6,10,NED,4.0,STOMPHORST N,12 - 10,138,NED,2:18,12,Goal,1
Extra player shot,11.0,6,11,NED,4.0,KLAASSEN L,12 - 11,80,NED,1:20,12,Goal,1
5m shot,11.0,6,11,NED,4.0,KLAASSEN L,12 - 11,21,NED,0:21,12,Missed,0
Action shot,8.0,7,0,GRE,1.0,ROUMPESI A,0 - 0,453,GRE,7:33,0,Saved,0
5m shot,10.0,7,1,GRE,1.0,MANOLIOUDAKI T,1 - 0,411,GRE,6:51,0,Goal,1
5m shot,6.0,7,1,GRE,1.0,STEFFENS M,1 - 1,385,USA,6:25,1,Goal,1
Action shot,10.0,7,1,GRE,1.0,MANOLIOUDAKI T,1 - 1,357,GRE,5:57,1,Saved,0
Action shot,6.0,7,2,GRE,1.0,AVRAMIDOU A,2 - 1,301,GRE,5:01,1,Goal,1
Action shot,5.0,7,2,GRE,1.0,CLARK C,2 - 2,279,USA,4:39,2,Goal,1
Extra player shot,8.0,7,3,GRE,1.0,ROUMPESI A,3 - 2,252,GRE,4:12,2,Goal,1
Action shot,4.0,7,3,GRE,1.0,FATTAL R,3 - 3,225,USA,3:45,3,Goal,1
Extra player shot,4.0,7,3,GRE,1.0,FATTAL R,3 - 3,140,USA,2:20,3,Saved,0
Centre shot,11.0,7,3,GRE,1.0,DRIES A,3 - 4,102,USA,1:42,4,Goal,1
Action shot,11.0,7,3,GRE,1.0,PLEVRITOU E,3 - 4,78,GRE,1:18,4,Saved,0
5m shot,4.0,7,4,GRE,1.0,PSOUNI I,4 - 4,25,GRE,0:25,4,Goal,1
Action shot,6.0,7,4,GRE,1.0,STEFFENS M,4 - 4,1,USA,0:01,4,Saved,0
Action shot,10.0,7,4,GRE,2.0,RULON K,4 - 5,427,USA,7:07,5,Goal,1
Action shot,8.0,7,4,GRE,2.0,ROUMPESI A,4 - 5,364,GRE,6:04,5,Saved,0
Action shot,2.0,7,4,GRE,2.0,SILVER L,4 - 5,350,USA,5:50,5,Post,0
Extra player shot,2.0,7,4,GRE,2.0,SILVER L,4 - 5,318,USA,5:18,5,Blocked,0
Action shot,9.0,7,5,GRE,2.0,KOTSIA C,5 - 5,274,GRE,4:34,5,Goal,1
Extra player shot,11.0,7,5,GRE,2.0,DRIES A,5 - 5,200,USA,3:20,5,Blocked,0
Action shot,3.0,7,5,GRE,2.0,SEIDEMANN M,5 - 6,166,USA,2:46,6,Goal,1
Action shot,8.0,7,5,GRE,2.0,ROUMPESI A,5 - 6,130,GRE,2:10,6,Saved,0
Extra player shot,8.0,7,5,GRE,2.0,ROUMPESI A,5 - 6,82,GRE,1:22,6,Saved,0
5m shot,4.0,7,5,GRE,2.0,FATTAL R,5 - 6,56,USA,0:56,6,Saved,0
Action shot,9.0,7,5,GRE,2.0,KRAUS J,5 - 6,39,USA,0:39,6,Post,0
Extra player shot,2.0,7,5,GRE,2.0,TSOUKALA C,5 - 6,6,GRE,0:06,6,Missed,0
Action shot,10.0,7,5,GRE,3.0,RULON K,5 - 6,429,USA,7:09,6,Missed,0
Action shot,2.0,7,5,GRE,3.0,TSOUKALA C,5 - 6,399,GRE,6:39,6,Post,0
Action shot,2.0,7,5,GRE,ET1,TSOUKALA C,5 - 6,18,GRE,0:18,6,Saved,0
Action shot,3.0,7,5,GRE,ET2,DIAMANTOPOULOU V,5 - 6,152,GRE,2:32,6,Blocked,0
Action shot,8.0,7,5,GRE,ET2,NEUSHUL K,5 - 6,123,USA,2:03,6,Post,0
Action shot,7.0,7,11,GRE,ET2,MATHEWSON C,11 - 11,54,USA,0:54,11,Goal,1
Action shot,6.0,7,6,GRE,3,AVRAMIDOU A,6 - 6,379,GRE,6:19,6,Goal,1
Action shot,10.0,7,6,GRE,3,RULON K,6 - 6,354,USA,5:54,6,Saved,0
Centre shot,10.0,7,6,GRE,3,MANOLIOUDAKI T,6 - 6,310,GRE,5:10,6,Saved,0
5m shot,7.0,7,6,GRE,3,MATHEWSON C,6 - 7,285,USA,4:45,7,Goal,1
Action shot,6.0,7,6,GRE,3,AVRAMIDOU A,6 - 7,262,GRE,4:22,7,Missed,0
Penalty shot,6.0,7,6,GRE,3,AVRAMIDOU A,6 - 7,228,GRE,3:48,7,Saved,0
Extra player shot,7.0,7,6,GRE,3,MATHEWSON C,6 - 8,202,USA,3:22,8,Goal,1
Action shot,3.0,7,6,GRE,3,DIAMANTOPOULOU V,6 - 8,173,GRE,2:53,8,Saved,0
Extra player shot,8.0,7,6,GRE,3,ROUMPESI A,6 - 8,113,GRE,1:53,8,Post,0
Centre shot,12.0,7,6,GRE,3,CRAIG K,6 - 9,89,USA,1:29,9,Goal,1
Action shot,6.0,7,6,GRE,3,AVRAMIDOU A,6 - 9,49,GRE,0:49,9,Saved,0
5m shot,9.0,7,6,GRE,3,KRAUS J,6 - 9,19,USA,0:19,9,Saved,0
5m shot,8.0,7,6,GRE,3,ROUMPESI A,6 - 9,1,GRE,0:01,9,Saved,0
5m shot,9.0,7,6,GRE,4,KRAUS J,6 - 9,399,USA,6:39,9,Post,0
Extra player shot,2.0,7,7,GRE,4,TSOUKALA C,7 - 9,355,GRE,5:55,9,Goal,1
Action shot,3.0,7,7,GRE,4,SEIDEMANN M,7 - 10,338,USA,5:38,10,Goal,1
Action shot,8.0,7,8,GRE,4,ROUMPESI A,8 - 10,271,GRE,4:31,10,Goal,1
Centre shot,7.0,7,8,GRE,4,ASIMAKI A,8 - 10,223,GRE,3:43,10,Post,0
5m shot,3.0,7,8,GRE,4,SEIDEMANN M,8 - 10,196,USA,3:16,10,Saved,0
Action shot,8.0,7,8,GRE,4,NEUSHUL K,8 - 10,142,USA,2:22,10,Blocked,0
Extra player shot,6.0,7,9,GRE,4,AVRAMIDOU A,9 - 10,120,GRE,2:00,10,Goal,1
Action shot,8.0,7,9,GRE,4,NEUSHUL K,9 - 10,93,USA,1:33,10,Missed,0
Action shot,7.0,7,9,GRE,4,MATHEWSON C,9 - 10,28,USA,0:28,10,Missed,0
Extra player shot,6.0,7,10,GRE,4,AVRAMIDOU A,10 - 10,0,GRE,0:00,10,Goal,1
Extra player shot,10.0,7,10,GRE,ET1,RULON K,10 - 10,113,USA,1:53,10,Blocked,0
Centre shot,7.0,7,11,GRE,ET1,ASIMAKI A,11 - 10,85,GRE,1:25,10,Goal,1
Action shot,7.0,7,11,GRE,ET2,ASIMAKI A,11 - 10,28,GRE,0:28,10,Blocked,0
