Action,Cap,Game,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time,USA
Action shot - Post,8.0,1,2,GRE,2.0,ROUMPESI A,2 - 2,328,GRE,5:28,2
Counter attack - Saved,11.0,1,2,GRE,2.0,DRIES A,2 - 2,316,USA,5:16,2
Turnover foul,7.0,1,2,GRE,2.0,ASIMAKI A,2 - 2,297,GRE,4:57,2
5m shot - Goal,7.0,1,2,GRE,2.0,MATHEWSON C,3 - 2,275,USA,4:35,3
20 sec. exclusion in field,8.0,1,2,GRE,2.0,NEUSHUL K,3 - 2,264,USA,4:24,3
Extra player shot - Blocked,8.0,1,2,GRE,2.0,ROUMPESI A,3 - 2,245,GRE,4:05,3
Action shot - Saved,11.0,1,2,GRE,2.0,DRIES A,3 - 2,217,USA,3:37,3
Action shot - Saved,8.0,1,2,GRE,2.0,ROUMPESI A,3 - 2,194,GRE,3:14,3
Action shot - Goal,6.0,1,3,GRE,2.0,AVRAMIDOU A,3 - 3,175,GRE,2:55,3
Centre shot - Missed,12.0,1,3,GRE,2.0,CRAIG K,3 - 3,153,USA,2:33,3
5m shot - Saved,6.0,1,3,GRE,2.0,AVRAMIDOU A,3 - 3,122,GRE,2:02,3
20 sec. exclusion in centre,6.0,1,3,GRE,2.0,AVRAMIDOU A,3 - 3,97,GRE,1:37,3
Extra player shot - Goal,4.0,1,3,GRE,2.0,FATTAL R,4 - 3,87,USA,1:27,4
20 sec. exclusion in centre,6.0,1,3,GRE,2.0,STEFFENS M,4 - 3,73,USA,1:13,4
Extra player shot - Goal,2.0,1,4,GRE,2.0,TSOUKALA C,4 - 4,50,GRE,0:50,4
5m shot - Post,2.0,1,4,GRE,2.0,SILVER L,4 - 4,21,USA,0:21,4
20 sec. exclusion in field,2.0,1,4,GRE,2.0,SILVER L,4 - 4,17,USA,0:17,4
Extra player shot - Post,8.0,1,4,GRE,2.0,ROUMPESI A,4 - 4,1,GRE,0:01,4
Starting goalkeeper,1.0,1,4,GRE,3.0,KOUVDOU E,4 - 4,480,GRE,8:00,4
Starting goalkeeper,1.0,1,4,GRE,3.0,ARMSTRONG E,4 - 4,480,USA,8:00,4
Sprint won possession,6.0,1,4,GRE,3.0,AVRAMIDOU A,4 - 4,480,GRE,8:00,4
5m shot - Saved,8.0,1,4,GRE,3.0,ROUMPESI A,4 - 4,454,GRE,7:34,4
5m shot - Goal,5.0,1,4,GRE,3.0,CLARK C,5 - 4,426,USA,7:06,5
Action shot - Goal,6.0,1,5,GRE,3.0,AVRAMIDOU A,5 - 5,403,GRE,6:43,5
5m shot - Goal,7.0,1,5,GRE,3.0,MATHEWSON C,6 - 5,376,USA,6:16,6
5m shot - Post,2.0,1,5,GRE,3.0,TSOUKALA C,6 - 5,346,GRE,5:46,6
5m shot - Goal,8.0,1,6,GRE,3.0,ROUMPESI A,6 - 6,284,GRE,4:44,6
Action shot - Saved,3.0,1,6,GRE,3.0,SEIDEMANN M,6 - 6,262,USA,4:22,6
Action shot - Saved,10.0,1,6,GRE,3.0,MANOLIOUDAKI T,6 - 6,240,GRE,4:00,6
20 sec. exclusion in centre,3.0,1,6,GRE,3.0,SEIDEMANN M,6 - 6,222,USA,3:42,6
Turnover foul,2.0,1,6,GRE,3.0,TSOUKALA C,6 - 6,215,GRE,3:35,6
Steal,8.0,1,6,GRE,3.0,NEUSHUL K,6 - 6,215,USA,3:35,6
Centre shot - Goal,12.0,1,6,GRE,3.0,CRAIG K,7 - 6,198,USA,3:18,7
5m shot - Saved,10.0,1,6,GRE,3.0,MANOLIOUDAKI T,7 - 6,174,GRE,2:54,7
Turnover foul,12.0,1,6,GRE,3.0,CRAIG K,7 - 6,138,USA,2:18,7
Steal,6.0,1,6,GRE,3.0,AVRAMIDOU A,7 - 6,138,GRE,2:18,7
5m shot - Missed,2.0,1,6,GRE,3.0,TSOUKALA C,7 - 6,125,GRE,2:05,7
5m shot - Saved,6.0,1,6,GRE,3.0,STEFFENS M,7 - 6,102,USA,1:42,7
Action shot - Saved,8.0,1,6,GRE,3.0,ROUMPESI A,7 - 6,69,GRE,1:09,7
Action shot - Goal,10.0,1,6,GRE,3.0,RULON K,8 - 6,51,USA,0:51,8
5m shot - Post,8.0,1,6,GRE,3.0,ROUMPESI A,8 - 6,23,GRE,0:23,8
5m shot - Missed,7.0,1,6,GRE,3.0,MATHEWSON C,8 - 6,2,USA,0:02,8
Starting goalkeeper,1.0,1,6,GRE,4.0,ARMSTRONG E,8 - 6,480,USA,8:00,8
Starting goalkeeper,1.0,1,6,GRE,4.0,KOUVDOU E,8 - 6,480,GRE,8:00,8
Sprint won possession,5.0,1,6,GRE,4.0,CLARK C,8 - 6,480,USA,8:00,8
Action shot - Goal,6.0,1,6,GRE,4.0,STEFFENS M,9 - 6,451,USA,7:31,9
Centre shot - Saved,7.0,1,6,GRE,4.0,ASIMAKI A,9 - 6,422,GRE,7:02,9
Action shot - Saved,9.0,1,6,GRE,4.0,KRAUS J,9 - 6,393,USA,6:33,9
Action shot - Blocked,5.0,1,6,GRE,4.0,CLARK C,9 - 6,364,USA,6:04,9
5m shot - Post,2.0,1,6,GRE,4.0,TSOUKALA C,9 - 6,336,GRE,5:36,9
Action shot - Post,10.0,1,6,GRE,4.0,MANOLIOUDAKI T,9 - 6,315,GRE,5:15,9
Turnover foul,6.0,1,6,GRE,4.0,STEFFENS M,9 - 6,286,USA,4:46,9
20 sec. exclusion in centre,4.0,1,6,GRE,4.0,FATTAL R,9 - 6,274,USA,4:34,9
Extra player shot - Blocked,6.0,1,6,GRE,4.0,AVRAMIDOU A,9 - 6,256,GRE,4:16,9
Action shot - Goal,8.0,1,6,GRE,4.0,NEUSHUL K,10 - 6,241,USA,4:01,10
20 sec. exclusion in centre,3.0,1,6,GRE,4.0,SEIDEMANN M,10 - 6,220,USA,3:40,10
Exclusion with substitution,3.0,1,6,GRE,4.0,SEIDEMANN M,10 - 6,220,USA,3:40,10
Extra player shot,7.0,1,6,GRE,4.0,ASIMAKI A,10 - 6,209,GRE,3:29,10
Turnover foul,6.0,1,6,GRE,4.0,STEFFENS M,10 - 6,192,USA,3:12,10
Steal,11.0,1,6,GRE,4.0,PLEVRITOU E,10 - 6,192,GRE,3:12,10
Turnover foul,7.0,1,6,GRE,4.0,ASIMAKI A,10 - 6,174,GRE,2:54,10
Steal,10.0,1,6,GRE,4.0,RULON K,10 - 6,174,USA,2:54,10
Action shot - Goal,6.0,1,6,GRE,4.0,STEFFENS M,11 - 6,147,USA,2:27,11
Action shot - Goal,2.0,1,7,GRE,4.0,TSOUKALA C,11 - 7,122,GRE,2:02,11
Action shot - Post,6.0,1,7,GRE,4.0,STEFFENS M,11 - 7,95,USA,1:35,11
5m shot - Blocked,2.0,1,7,GRE,4.0,TSOUKALA C,11 - 7,77,GRE,1:17,11
Action shot - Goal,6.0,1,7,GRE,4.0,STEFFENS M,12 - 7,53,USA,0:53,12
5m shot - Goal,2.0,1,8,GRE,4.0,TSOUKALA C,12 - 8,33,GRE,0:33,12
5m shot - Missed,6.0,1,8,GRE,4.0,STEFFENS M,12 - 8,7,USA,0:07,12
5m shot - Saved,2.0,1,8,GRE,4.0,TSOUKALA C,12 - 8,1,GRE,0:01,12
Starting goalkeeper,1.0,2,0,CAN,1.0,ARMSTRONG E,0 - 0,480,USA,8:00,0
Starting goalkeeper,1.0,2,0,CAN,1.0,RELTON M,0 - 0,480,CAN,8:00,0
Sprint won possession,10.0,2,0,CAN,1.0,RULON K,0 - 0,480,USA,8:00,0
Turnover foul,10.0,2,0,CAN,1.0,RULON K,0 - 0,461,USA,7:41,0
Action shot - Post,10.0,2,0,CAN,1.0,ROBINSON C,0 - 0,432,CAN,7:12,0
Action shot - Goal,2.0,2,0,CAN,1.0,SILVER L,1 - 0,409,USA,6:49,1
Action shot - Missed,10.0,2,0,CAN,1.0,ROBINSON C,1 - 0,388,CAN,6:28,1
Action shot - Post,6.0,2,0,CAN,1.0,STEFFENS M,1 - 0,364,USA,6:04,1
Turnover foul,2.0,2,0,CAN,1.0,ALOGBO K,1 - 0,342,CAN,5:42,1
Action shot - Post,6.0,2,0,CAN,1.0,STEFFENS M,1 - 0,315,USA,5:15,1
Action shot - Saved,8.0,2,0,CAN,1.0,PERREAULT D,1 - 0,285,CAN,4:45,1
Centre shot - Goal,12.0,2,0,CAN,1.0,CRAIG K,2 - 0,269,USA,4:29,2
Action shot - Blocked,12.0,2,0,CAN,1.0,RADU M,2 - 0,247,CAN,4:07,2
5m shot - Missed,4.0,2,0,CAN,1.0,FATTAL R,2 - 0,217,USA,3:37,2
Turnover foul,3.0,2,0,CAN,1.0,MONTON K,2 - 0,202,CAN,3:22,2
Action shot - Missed,9.0,2,0,CAN,1.0,KRAUS J,2 - 0,178,USA,2:58,2
Turnover foul,3.0,2,0,CAN,1.0,MONTON K,2 - 0,156,CAN,2:36,2
Steal,4.0,2,0,CAN,1.0,FATTAL R,2 - 0,156,USA,2:36,2
20 sec. exclusion in centre,9.0,2,0,CAN,1.0,EGGENS C,2 - 0,133,CAN,2:13,2
Extra player shot - Goal,3.0,2,0,CAN,1.0,SEIDEMANN M,3 - 0,119,USA,1:59,3
Turnover foul,10.0,2,0,CAN,1.0,ROBINSON C,3 - 0,107,CAN,1:47,3
Action shot - Goal,3.0,2,0,CAN,1.0,SEIDEMANN M,4 - 0,81,USA,1:21,4
Action shot - Missed,5.0,2,0,CAN,1.0,EGGENS M,4 - 0,60,CAN,1:00,4
Turnover foul,8.0,2,0,CAN,1.0,NEUSHUL K,4 - 0,41,USA,0:41,4
Steal,1.0,2,0,CAN,1.0,RELTON M,4 - 0,41,CAN,0:41,4
20 sec. exclusion in centre,6.0,2,0,CAN,1.0,STEFFENS M,4 - 0,21,USA,0:21,4
Extra player shot - Goal,8.0,2,1,CAN,1.0,PERREAULT D,4 - 1,4,CAN,0:04,4
5m shot - Saved,3.0,2,1,CAN,1.0,SEIDEMANN M,4 - 1,1,USA,0:01,4
Starting goalkeeper,1.0,2,1,CAN,2.0,RELTON M,4 - 1,480,CAN,8:00,4
Starting goalkeeper,1.0,2,1,CAN,2.0,ARMSTRONG E,4 - 1,480,USA,8:00,4
Sprint won possession,8.0,2,1,CAN,2.0,PERREAULT D,4 - 1,480,CAN,8:00,4
20 sec. exclusion in centre,5.0,2,1,CAN,2.0,CLARK C,4 - 1,453,USA,7:33,4
Extra player shot - Goal,8.0,2,2,CAN,2.0,PERREAULT D,4 - 2,446,CAN,7:26,4
Turnover foul,12.0,2,2,CAN,2.0,CRAIG K,4 - 2,425,USA,7:05,4
Steal,1.0,2,2,CAN,2.0,RELTON M,4 - 2,425,CAN,7:05,4
Action shot - Post,4.0,2,2,CAN,2.0,WRIGHT E,4 - 2,398,CAN,6:38,4
20 sec. exclusion in field,4.0,2,2,CAN,2.0,WRIGHT E,4 - 2,381,CAN,6:21,4
Action shot - Goal,7.0,2,2,CAN,2.0,MATHEWSON C,5 - 2,359,USA,5:59,5
Action shot - Saved,7.0,2,2,CAN,2.0,BEKHAZI J,5 - 2,342,CAN,5:42,5
20 sec. exclusion in centre,3.0,2,2,CAN,2.0,SEIDEMANN M,5 - 2,339,USA,5:39,5
20 sec. exclusion in field,7.0,2,2,CAN,2.0,MATHEWSON C,5 - 2,317,USA,5:17,5
Extra player shot - Blocked,8.0,2,2,CAN,2.0,PERREAULT D,5 - 2,302,CAN,5:02,5
Extra player shot - Goal,2.0,2,3,CAN,2.0,ALOGBO K,5 - 3,301,CAN,5:01,5
Action shot - Post,7.0,2,3,CAN,2.0,MATHEWSON C,5 - 3,278,USA,4:38,5
Action shot - Missed,9.0,2,3,CAN,2.0,EGGENS C,5 - 3,249,CAN,4:09,5
Centre shot - Goal,11.0,2,3,CAN,2.0,DRIES A,6 - 3,236,USA,3:56,6
20 sec. exclusion in field,10.0,2,3,CAN,2.0,ROBINSON C,6 - 3,190,CAN,3:10,6
Turnover foul,6.0,2,3,CAN,2.0,STEFFENS M,6 - 3,172,USA,2:52,6
Turnover foul,7.0,2,3,CAN,2.0,BEKHAZI J,6 - 3,150,CAN,2:30,6
Steal,4.0,2,3,CAN,2.0,FATTAL R,6 - 3,150,USA,2:30,6
Action shot - Post,7.0,2,3,CAN,2.0,MATHEWSON C,6 - 3,125,USA,2:05,6
Action shot - Blocked,5.0,2,3,CAN,2.0,EGGENS M,6 - 3,97,CAN,1:37,6
Turnover foul,11.0,2,3,CAN,2.0,DRIES A,6 - 3,80,USA,1:20,6
Centre shot - Saved,9.0,2,3,CAN,2.0,EGGENS C,6 - 3,54,CAN,0:54,6
20 sec. exclusion in field,2.0,2,3,CAN,2.0,ALOGBO K,6 - 3,30,CAN,0:30,6
Extra player shot - Blocked,7.0,2,3,CAN,2.0,MATHEWSON C,6 - 3,12,USA,0:12,6
5m shot - Saved,2.0,2,3,CAN,2.0,ALOGBO K,6 - 3,1,CAN,0:01,6
Starting goalkeeper,1.0,2,3,CAN,3.0,ARMSTRONG E,6 - 3,480,USA,8:00,6
Starting goalkeeper,1.0,2,3,CAN,3.0,RELTON M,6 - 3,480,CAN,8:00,6
Sprint won possession,8.0,2,3,CAN,3.0,PERREAULT D,6 - 3,480,CAN,8:00,6
Action shot - Saved,10.0,2,3,CAN,3.0,ROBINSON C,6 - 3,457,CAN,7:37,6
20 sec. exclusion in centre,10.0,2,3,CAN,3.0,ROBINSON C,6 - 3,434,CAN,7:14,6
Extra player shot - Goal,6.0,2,3,CAN,3.0,STEFFENS M,7 - 3,414,USA,6:54,7
20 sec. exclusion in centre,11.0,2,3,CAN,3.0,DRIES A,7 - 3,400,USA,6:40,7
Turnover foul,4.0,2,3,CAN,3.0,WRIGHT E,7 - 3,382,CAN,6:22,7
Steal,8.0,2,3,CAN,3.0,NEUSHUL K,7 - 3,382,USA,6:22,7
5m shot - Saved,2.0,2,3,CAN,3.0,SILVER L,7 - 3,355,USA,5:55,7
Action shot - Post,4.0,2,3,CAN,3.0,WRIGHT E,7 - 3,335,CAN,5:35,7
Counter attack - Goal,2.0,2,3,CAN,3.0,SILVER L,8 - 3,322,USA,5:22,8
Action shot - Blocked,9.0,2,3,CAN,3.0,EGGENS C,8 - 3,303,CAN,5:03,8
Action shot - Blocked,7.0,2,3,CAN,3.0,MATHEWSON C,8 - 3,276,USA,4:36,8
Action shot - Saved,7.0,2,3,CAN,3.0,BEKHAZI J,8 - 3,250,CAN,4:10,8
Action shot - Goal,9.0,2,3,CAN,3.0,KRAUS J,9 - 3,229,USA,3:49,9
Action shot - Goal,11.0,2,4,CAN,3.0,VALIN S,9 - 4,217,CAN,3:37,9
Turnover foul,11.0,2,4,CAN,3.0,DRIES A,9 - 4,198,USA,3:18,9
Action shot - Missed,7.0,2,4,CAN,3.0,BEKHAZI J,9 - 4,169,CAN,2:49,9
5m shot - Missed,7.0,2,4,CAN,3.0,MATHEWSON C,9 - 4,139,USA,2:19,9
20 sec. exclusion in centre,3.0,2,4,CAN,3.0,SEIDEMANN M,9 - 4,126,USA,2:06,9
Time-Out,,2,4,CAN,3.0,,9 - 4,126,CAN,2:06,9
Action shot - Goal,8.0,2,5,CAN,3.0,PERREAULT D,9 - 5,104,CAN,1:44,9
Turnover foul,8.0,2,5,CAN,3.0,NEUSHUL K,9 - 5,91,USA,1:31,9
Action shot - Blocked,9.0,2,5,CAN,3.0,EGGENS C,9 - 5,76,CAN,1:16,9
Action shot - Blocked,8.0,2,5,CAN,3.0,NEUSHUL K,9 - 5,52,USA,0:52,9
Turnover foul,8.0,2,5,CAN,3.0,PERREAULT D,9 - 5,29,CAN,0:29,9
Steal,10.0,2,5,CAN,3.0,RULON K,9 - 5,29,USA,0:29,9
Action shot - Saved,9.0,2,5,CAN,3.0,KRAUS J,9 - 5,5,USA,0:05,9
Starting goalkeeper,1.0,2,5,CAN,4.0,ARMSTRONG E,9 - 5,480,USA,8:00,9
Starting goalkeeper,1.0,2,5,CAN,4.0,RELTON M,9 - 5,480,CAN,8:00,9
Sprint won possession,8.0,2,5,CAN,4.0,PERREAULT D,9 - 5,480,CAN,8:00,9
Action shot - Goal,4.0,2,6,CAN,4.0,WRIGHT E,9 - 6,459,CAN,7:39,9
20 sec. exclusion in centre,5.0,2,6,CAN,4.0,EGGENS M,9 - 6,437,CAN,7:17,9
Extra player shot - Goal,8.0,2,6,CAN,4.0,NEUSHUL K,10 - 6,423,USA,7:03,10
5m shot - Goal,4.0,2,7,CAN,4.0,WRIGHT E,10 - 7,397,CAN,6:37,10
20 sec. exclusion in centre,5.0,2,7,CAN,4.0,EGGENS M,10 - 7,379,CAN,6:19,10
Extra player shot - Post,10.0,2,7,CAN,4.0,RULON K,10 - 7,360,USA,6:00,10
Penalty foul,2.0,2,7,CAN,4.0,SILVER L,10 - 7,343,USA,5:43,10
Penalty shot - Goal,7.0,2,8,CAN,4.0,BEKHAZI J,10 - 8,343,CAN,5:43,10
5m shot - Missed,3.0,2,8,CAN,4.0,SEIDEMANN M,10 - 8,315,USA,5:15,10
5m shot - Missed,5.0,2,8,CAN,4.0,EGGENS M,10 - 8,290,CAN,4:50,10
5m shot - Post,6.0,2,8,CAN,4.0,STEFFENS M,10 - 8,260,USA,4:20,10
Action shot - Saved,8.0,2,8,CAN,4.0,PERREAULT D,10 - 8,234,CAN,3:54,10
Turnover foul,10.0,2,8,CAN,4.0,ROBINSON C,10 - 8,215,CAN,3:35,10
Steal,11.0,2,8,CAN,4.0,DRIES A,10 - 8,215,USA,3:35,10
Action shot - Missed,4.0,2,8,CAN,4.0,FATTAL R,10 - 8,188,USA,3:08,10
20 sec. exclusion in field,4.0,2,8,CAN,4.0,FATTAL R,10 - 8,187,USA,3:07,10
Time-Out,,2,8,CAN,4.0,,10 - 8,187,CAN,3:07,10
Action shot - Saved,8.0,2,8,CAN,4.0,PERREAULT D,10 - 8,162,CAN,2:42,10
Turnover foul,2.0,2,8,CAN,4.0,ALOGBO K,10 - 8,116,CAN,1:56,10
Turnover foul,11.0,2,8,CAN,4.0,DRIES A,10 - 8,87,USA,1:27,10
Steal,7.0,2,8,CAN,4.0,BEKHAZI J,10 - 8,87,CAN,1:27,10
Turnover foul,2.0,2,8,CAN,4.0,ALOGBO K,10 - 8,69,CAN,1:09,10
Steal,11.0,2,8,CAN,4.0,DRIES A,10 - 8,69,USA,1:09,10
Time-Out,,2,8,CAN,4.0,,10 - 8,62,USA,1:02,10
Turnover foul,11.0,2,8,CAN,4.0,DRIES A,10 - 8,42,USA,0:42,10
Steal,5.0,2,8,CAN,4.0,EGGENS M,10 - 8,42,CAN,0:42,10
5m shot - Missed,4.0,2,8,CAN,4.0,WRIGHT E,10 - 8,15,CAN,0:15,10
Starting goalkeeper,13.0,3,0,GBR,1.0,ANAE T,0 - 0,480,USA,8:00,0
Starting goalkeeper,1.0,3,0,GBR,1.0,MORRIS R,0 - 0,480,GBR,8:00,0
Sprint won possession,2.0,3,0,GBR,1.0,WILCOX C,0 - 0,480,GBR,8:00,0
Turnover foul,7.0,3,0,GBR,1.0,GIBSON L,0 - 0,468,GBR,7:48,0
Steal,12.0,3,0,GBR,1.0,CRAIG K,0 - 0,468,USA,7:48,0
Action shot - Goal,5.0,3,0,GBR,1.0,CLARK C,1 - 0,445,USA,7:25,1
Action shot - Goal,2.0,3,0,GBR,1.0,SILVER L,2 - 0,399,USA,6:39,2
Action shot - Post,4.0,3,0,GBR,1.0,GIBSON-BYRNE C,2 - 0,372,GBR,6:12,2
Turnover foul,12.0,3,0,GBR,1.0,CRAIG K,2 - 0,341,USA,5:41,2
Steal,8.0,3,0,GBR,1.0,MUSGROVE H,2 - 0,341,GBR,5:41,2
Turnover foul,7.0,3,0,GBR,1.0,GIBSON L,2 - 0,325,GBR,5:25,2
Counter attack - Goal,12.0,3,0,GBR,1.0,CRAIG K,3 - 0,318,USA,5:18,3
Turnover foul,4.0,3,0,GBR,1.0,GIBSON-BYRNE C,3 - 0,297,GBR,4:57,3
Action shot - Saved,8.0,3,0,GBR,1.0,NEUSHUL K,3 - 0,270,USA,4:30,3
Action shot - Goal,9.0,3,0,GBR,1.0,KRAUS J,4 - 0,250,USA,4:10,4
Action shot - Missed,6.0,3,0,GBR,1.0,NIXON C,4 - 0,222,GBR,3:42,4
20 sec. exclusion in centre,6.0,3,0,GBR,1.0,NIXON C,4 - 0,203,GBR,3:23,4
Extra player shot - Saved,3.0,3,0,GBR,1.0,SEIDEMANN M,4 - 0,183,USA,3:03,4
Action shot - Saved,6.0,3,0,GBR,1.0,NIXON C,4 - 0,155,GBR,2:35,4
Action shot - Blocked,6.0,3,0,GBR,1.0,STEFFENS M,4 - 0,127,USA,2:07,4
Action shot - Saved,5.0,3,0,GBR,1.0,HOY A,4 - 0,98,GBR,1:38,4
Turnover foul,11.0,3,0,GBR,1.0,DRIES A,4 - 0,71,USA,1:11,4
Steal,5.0,3,0,GBR,1.0,HOY A,4 - 0,71,GBR,1:11,4
Action shot - Missed,11.0,3,0,GBR,1.0,CLAYTON F,4 - 0,48,GBR,0:48,4
Turnover foul,6.0,3,0,GBR,1.0,STEFFENS M,4 - 0,34,USA,0:34,4
Steal,10.0,3,0,GBR,1.0,WINSTANLEY-SMITH A,4 - 0,34,GBR,0:34,4
Action shot - Saved,12.0,3,0,GBR,1.0,FOWLER K,4 - 0,10,GBR,0:10,4
5m shot - Missed,3.0,3,0,GBR,1.0,SEIDEMANN M,4 - 0,1,USA,0:01,4
Starting goalkeeper,13.0,3,0,GBR,2.0,SMITH J,4 - 0,480,GBR,8:00,4
Starting goalkeeper,13.0,3,0,GBR,2.0,ANAE T,4 - 0,480,USA,8:00,4
Sprint won possession,2.0,3,0,GBR,2.0,WILCOX C,4 - 0,480,GBR,8:00,4
Turnover foul,10.0,3,0,GBR,2.0,WINSTANLEY-SMITH A,4 - 0,453,GBR,7:33,4
Steal,6.0,3,0,GBR,2.0,STEFFENS M,4 - 0,453,USA,7:33,4
Action shot - Post,3.0,3,0,GBR,2.0,SEIDEMANN M,4 - 0,427,USA,7:07,4
Action shot - Saved,4.0,3,0,GBR,2.0,GIBSON-BYRNE C,4 - 0,410,GBR,6:50,4
Action shot - Missed,2.0,3,0,GBR,2.0,SILVER L,4 - 0,380,USA,6:20,4
Turnover foul,10.0,3,0,GBR,2.0,WINSTANLEY-SMITH A,4 - 0,355,GBR,5:55,4
Steal,7.0,3,0,GBR,2.0,MATHEWSON C,4 - 0,355,USA,5:55,4
Turnover foul,12.0,3,0,GBR,2.0,CRAIG K,4 - 0,327,USA,5:27,4
Steal,4.0,3,0,GBR,2.0,GIBSON-BYRNE C,4 - 0,327,GBR,5:27,4
Action shot - Post,4.0,3,0,GBR,2.0,GIBSON-BYRNE C,4 - 0,304,GBR,5:04,4
Penalty foul,3.0,3,0,GBR,2.0,McCANN F,4 - 0,292,GBR,4:52,4
Penalty shot - Goal,10.0,3,0,GBR,2.0,RULON K,5 - 0,292,USA,4:52,5
Turnover foul,4.0,3,0,GBR,2.0,GIBSON-BYRNE C,5 - 0,282,GBR,4:42,5
Steal,11.0,3,0,GBR,2.0,DRIES A,5 - 0,282,USA,4:42,5
Turnover foul,11.0,3,0,GBR,2.0,DRIES A,5 - 0,263,USA,4:23,5
Steal,8.0,3,0,GBR,2.0,MUSGROVE H,5 - 0,263,GBR,4:23,5
Turnover foul,7.0,3,0,GBR,2.0,GIBSON L,5 - 0,237,GBR,3:57,5
Steal,11.0,3,0,GBR,2.0,DRIES A,5 - 0,237,USA,3:57,5
Action shot - Saved,9.0,3,0,GBR,2.0,KRAUS J,5 - 0,207,USA,3:27,5
20 sec. exclusion in field,5.0,3,0,GBR,2.0,CLARK C,5 - 0,186,USA,3:06,5
Extra player shot - Goal,10.0,3,1,GBR,2.0,WINSTANLEY-SMITH A,5 - 1,178,GBR,2:58,5
Action shot - Saved,4.0,3,1,GBR,2.0,GIBSON-BYRNE C,5 - 1,123,GBR,2:03,5
Turnover foul,2.0,3,1,GBR,2.0,SILVER L,5 - 1,103,USA,1:43,5
Steal,11.0,3,1,GBR,2.0,CLAYTON F,5 - 1,103,GBR,1:43,5
Action shot - Goal,4.0,3,2,GBR,2.0,GIBSON-BYRNE C,5 - 2,76,GBR,1:16,5
Action shot - Goal,3.0,3,2,GBR,2.0,SEIDEMANN M,6 - 2,55,USA,0:55,6
Action shot - Saved,3.0,3,2,GBR,2.0,McCANN F,6 - 2,28,GBR,0:28,6
Action shot - Blocked,7.0,3,2,GBR,2.0,MATHEWSON C,6 - 2,4,USA,0:04,6
5m shot - Saved,11.0,3,2,GBR,2.0,CLAYTON F,6 - 2,1,GBR,0:01,6
Starting goalkeeper,13.0,3,2,GBR,3.0,SMITH J,6 - 2,480,GBR,8:00,6
Starting goalkeeper,13.0,3,2,GBR,3.0,ANAE T,6 - 2,480,USA,8:00,6
Sprint won possession,2.0,3,2,GBR,3.0,WILCOX C,6 - 2,480,GBR,8:00,6
Turnover foul,2.0,3,2,GBR,3.0,WILCOX C,6 - 2,469,GBR,7:49,6
Steal,12.0,3,2,GBR,3.0,CRAIG K,6 - 2,469,USA,7:49,6
Turnover foul,12.0,3,2,GBR,3.0,CRAIG K,6 - 2,448,USA,7:28,6
5m shot - Blocked,3.0,3,2,GBR,3.0,McCANN F,6 - 2,420,GBR,7:00,6
Penalty foul,3.0,3,2,GBR,3.0,McCANN F,6 - 2,399,GBR,6:39,6
Penalty shot - Goal,6.0,3,2,GBR,3.0,STEFFENS M,7 - 2,399,USA,6:39,7
5m shot - Saved,4.0,3,2,GBR,3.0,GIBSON-BYRNE C,7 - 2,380,GBR,6:20,7
Action shot - Goal,6.0,3,2,GBR,3.0,STEFFENS M,8 - 2,353,USA,5:53,8
5m shot - Saved,4.0,3,2,GBR,3.0,GIBSON-BYRNE C,8 - 2,326,GBR,5:26,8
Action shot - Goal,4.0,3,2,GBR,3.0,FATTAL R,9 - 2,308,USA,5:08,9
Time-Out,,3,2,GBR,3.0,,9 - 2,308,GBR,5:08,9
Action shot - Post,4.0,3,2,GBR,3.0,GIBSON-BYRNE C,9 - 2,280,GBR,4:40,9
Turnover foul,12.0,3,2,GBR,3.0,CRAIG K,9 - 2,256,USA,4:16,9
Turnover foul,10.0,3,2,GBR,3.0,WINSTANLEY-SMITH A,9 - 2,233,GBR,3:53,9
Steal,5.0,3,2,GBR,3.0,CLARK C,9 - 2,233,USA,3:53,9
20 sec. exclusion in field,8.0,3,2,GBR,3.0,MUSGROVE H,9 - 2,221,GBR,3:41,9
Time-Out,,3,2,GBR,3.0,,9 - 2,221,USA,3:41,9
Turnover foul,12.0,3,2,GBR,3.0,CRAIG K,9 - 2,202,USA,3:22,9
Action shot - Saved,4.0,3,2,GBR,3.0,GIBSON-BYRNE C,9 - 2,180,GBR,3:00,9
Turnover foul,12.0,3,2,GBR,3.0,CRAIG K,9 - 2,162,USA,2:42,9
Penalty foul,10.0,3,2,GBR,3.0,RULON K,9 - 2,143,USA,2:23,9
Penalty shot - Goal,4.0,3,3,GBR,3.0,GIBSON-BYRNE C,9 - 3,143,GBR,2:23,9
Turnover foul,12.0,3,3,GBR,3.0,CRAIG K,9 - 3,116,USA,1:56,9
Turnover foul,4.0,3,3,GBR,3.0,GIBSON-BYRNE C,9 - 3,87,GBR,1:27,9
Steal,13.0,3,3,GBR,3.0,ANAE T,9 - 3,87,USA,1:27,9
Action shot - Blocked,3.0,3,3,GBR,3.0,SEIDEMANN M,9 - 3,73,USA,1:13,9
Turnover foul,7.0,3,3,GBR,3.0,GIBSON L,9 - 3,58,GBR,0:58,9
Turnover foul,4.0,3,3,GBR,3.0,FATTAL R,9 - 3,34,USA,0:34,9
Steal,3.0,3,3,GBR,3.0,McCANN F,9 - 3,34,GBR,0:34,9
