Action,Cap,Game,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time,USA
Turnover foul,8.0,3,3,GBR,3.0,MUSGROVE H,9 - 3,6,GBR,0:06,9
Steal,8.0,3,3,GBR,3.0,NEUSHUL K,9 - 3,6,USA,0:06,9
5m shot - Missed,3.0,3,3,GBR,3.0,SEIDEMANN M,9 - 3,1,USA,0:01,9
Starting goalkeeper,13.0,3,3,GBR,4.0,SMITH J,9 - 3,480,GBR,8:00,9
Starting goalkeeper,13.0,3,3,GBR,4.0,ANAE T,9 - 3,480,USA,8:00,9
Sprint won possession,2.0,3,3,GBR,4.0,WILCOX C,9 - 3,480,GBR,8:00,9
Action shot - Saved,4.0,3,3,GBR,4.0,GIBSON-BYRNE C,9 - 3,452,GBR,7:32,9
Turnover foul,11.0,3,3,GBR,4.0,DRIES A,9 - 3,433,USA,7:13,9
Centre shot - Missed,3.0,3,3,GBR,4.0,McCANN F,9 - 3,418,GBR,6:58,9
Penalty foul,4.0,3,3,GBR,4.0,GIBSON-BYRNE C,9 - 3,407,GBR,6:47,9
Penalty shot - Goal,7.0,3,3,GBR,4.0,MATHEWSON C,10 - 3,407,USA,6:47,10
Turnover foul,7.0,3,3,GBR,4.0,GIBSON L,10 - 3,386,GBR,6:26,10
Steal,9.0,3,3,GBR,4.0,KRAUS J,10 - 3,386,USA,6:26,10
20 sec. exclusion in centre,8.0,3,3,GBR,4.0,MUSGROVE H,10 - 3,367,GBR,6:07,10
Extra player shot - Goal,10.0,3,3,GBR,4.0,RULON K,11 - 3,349,USA,5:49,11
20 sec. exclusion in centre,9.0,3,3,GBR,4.0,KRAUS J,11 - 3,335,USA,5:35,11
Extra player shot - Saved,6.0,3,3,GBR,4.0,NIXON C,11 - 3,325,GBR,5:25,11
Action shot - Goal,9.0,3,3,GBR,4.0,KRAUS J,12 - 3,296,USA,4:56,12
5m shot - Blocked,6.0,3,3,GBR,4.0,NIXON C,12 - 3,279,GBR,4:39,12
Turnover foul,12.0,3,3,GBR,4.0,CRAIG K,12 - 3,250,USA,4:10,12
Steal,5.0,3,3,GBR,4.0,HOY A,12 - 3,250,GBR,4:10,12
Turnover foul,10.0,3,3,GBR,4.0,WINSTANLEY-SMITH A,12 - 3,224,GBR,3:44,12
Steal,9.0,3,3,GBR,4.0,KRAUS J,12 - 3,224,USA,3:44,12
Action shot - Goal,5.0,3,3,GBR,4.0,CLARK C,13 - 3,199,USA,3:19,13
Action shot - Saved,4.0,3,3,GBR,4.0,GIBSON-BYRNE C,13 - 3,180,GBR,3:00,13
Centre shot - Goal,12.0,3,3,GBR,4.0,CRAIG K,14 - 3,152,USA,2:32,14
Turnover foul,4.0,3,3,GBR,4.0,GIBSON-BYRNE C,14 - 3,139,GBR,2:19,14
Steal,8.0,3,3,GBR,4.0,NEUSHUL K,14 - 3,139,USA,2:19,14
Action shot - Goal,5.0,3,3,GBR,4.0,CLARK C,15 - 3,110,USA,1:50,15
Action shot - Goal,12.0,3,4,GBR,4.0,FOWLER K,15 - 4,90,GBR,1:30,15
Action shot - Goal,4.0,3,4,GBR,4.0,FATTAL R,16 - 4,61,USA,1:01,16
Action shot - Saved,3.0,3,4,GBR,4.0,McCANN F,16 - 4,45,GBR,0:45,16
Turnover foul,3.0,3,4,GBR,4.0,SEIDEMANN M,16 - 4,19,USA,0:19,16
Steal,6.0,3,4,GBR,4.0,NIXON C,16 - 4,19,GBR,0:19,16
Starting goalkeeper,1.0,4,0,BRA,1.0,ARMSTRONG E,0 - 0,480,USA,8:00,0
Starting goalkeeper,13.0,4,0,BRA,1.0,CHAMORRO V,0 - 0,480,BRA,8:00,0
Sprint won possession,10.0,4,0,BRA,1.0,RULON K,0 - 0,480,USA,8:00,0
20 sec. exclusion in centre,7.0,4,0,BRA,1.0,DIAS M,0 - 0,455,BRA,7:35,0
Turnover foul,2.0,4,0,BRA,1.0,SILVER L,0 - 0,438,USA,7:18,0
Steal,4.0,4,0,BRA,1.0,CANETTI M,0 - 0,438,BRA,7:18,0
Turnover foul,7.0,4,0,BRA,1.0,DIAS M,0 - 0,409,BRA,6:49,0
Turnover foul,12.0,4,0,BRA,1.0,CRAIG K,0 - 0,396,USA,6:36,0
Turnover foul,4.0,4,0,BRA,1.0,CANETTI M,0 - 0,370,BRA,6:10,0
Action shot - Goal,10.0,4,0,BRA,1.0,RULON K,1 - 0,362,USA,6:02,1
5m shot - Missed,3.0,4,0,BRA,1.0,ZABLITH M,1 - 0,334,BRA,5:34,1
5m shot - Post,5.0,4,0,BRA,1.0,CLARK C,1 - 0,311,USA,5:11,1
Centre shot - Saved,4.0,4,0,BRA,1.0,CANETTI M,1 - 0,292,BRA,4:52,1
20 sec. exclusion in centre,7.0,4,0,BRA,1.0,MATHEWSON C,1 - 0,282,USA,4:42,1
Action shot - Post,7.0,4,0,BRA,1.0,DIAS M,1 - 0,258,BRA,4:18,1
Action shot - Goal,8.0,4,0,BRA,1.0,NEUSHUL K,2 - 0,233,USA,3:53,2
Turnover foul,3.0,4,0,BRA,1.0,ZABLITH M,2 - 0,216,BRA,3:36,2
Counter attack - Saved,11.0,4,0,BRA,1.0,DRIES A,2 - 0,198,USA,3:18,2
Penalty foul,8.0,4,0,BRA,1.0,CHIAPPINI I,2 - 0,177,BRA,2:57,2
Penalty shot - Missed,8.0,4,0,BRA,1.0,NEUSHUL K,2 - 0,177,USA,2:57,2
Turnover foul,4.0,4,0,BRA,1.0,CANETTI M,2 - 0,158,BRA,2:38,2
Steal,4.0,4,0,BRA,1.0,FATTAL R,2 - 0,158,USA,2:38,2
Action shot - Missed,4.0,4,0,BRA,1.0,FATTAL R,2 - 0,130,USA,2:10,2
20 sec. exclusion in field,11.0,4,0,BRA,1.0,COUTINHO M,2 - 0,91,BRA,1:31,2
Extra player shot - Goal,3.0,4,0,BRA,1.0,SEIDEMANN M,3 - 0,77,USA,1:17,3
Turnover foul,8.0,4,0,BRA,1.0,CHIAPPINI I,3 - 0,52,BRA,0:52,3
Steal,10.0,4,0,BRA,1.0,RULON K,3 - 0,52,USA,0:52,3
Turnover foul,3.0,4,0,BRA,1.0,SEIDEMANN M,3 - 0,28,USA,0:28,3
Steal,5.0,4,0,BRA,1.0,MAIA L,3 - 0,28,BRA,0:28,3
Turnover foul,8.0,4,0,BRA,1.0,CHIAPPINI I,3 - 0,2,BRA,0:02,3
Steal,12.0,4,0,BRA,1.0,CRAIG K,3 - 0,2,USA,0:02,3
Starting goalkeeper,13.0,4,0,BRA,2.0,CHAMORRO V,3 - 0,480,BRA,8:00,3
Starting goalkeeper,1.0,4,0,BRA,2.0,ARMSTRONG E,3 - 0,480,USA,8:00,3
Sprint won possession,10.0,4,0,BRA,2.0,RULON K,3 - 0,480,USA,8:00,3
Action shot - Post,10.0,4,0,BRA,2.0,RULON K,3 - 0,452,USA,7:32,3
5m shot - Goal,10.0,4,0,BRA,2.0,RULON K,4 - 0,442,USA,7:22,4
20 sec. exclusion in centre,5.0,4,0,BRA,2.0,CLARK C,4 - 0,420,USA,7:00,4
Action shot - Saved,8.0,4,0,BRA,2.0,CHIAPPINI I,4 - 0,395,BRA,6:35,4
Centre shot - Goal,12.0,4,0,BRA,2.0,CRAIG K,5 - 0,374,USA,6:14,5
Turnover foul,8.0,4,0,BRA,2.0,CHIAPPINI I,5 - 0,347,BRA,5:47,5
Steal,10.0,4,0,BRA,2.0,RULON K,5 - 0,347,USA,5:47,5
5m shot - Goal,3.0,4,0,BRA,2.0,SEIDEMANN M,6 - 0,323,USA,5:23,6
Time-Out,,4,0,BRA,2.0,,6 - 0,323,BRA,5:23,6
Turnover foul,11.0,4,0,BRA,2.0,COUTINHO M,6 - 0,295,BRA,4:55,6
Steal,6.0,4,0,BRA,2.0,STEFFENS M,6 - 0,295,USA,4:55,6
Action shot - Goal,2.0,4,0,BRA,2.0,SILVER L,7 - 0,275,USA,4:35,7
Centre shot - Saved,11.0,4,0,BRA,2.0,DRIES A,7 - 0,230,USA,3:50,7
Centre shot - Goal,11.0,4,0,BRA,2.0,DRIES A,8 - 0,208,USA,3:28,8
20 sec. exclusion in centre,8.0,4,0,BRA,2.0,NEUSHUL K,8 - 0,197,USA,3:17,8
Action shot - Goal,3.0,4,1,BRA,2.0,ZABLITH M,8 - 1,175,BRA,2:55,8
20 sec. exclusion in centre,3.0,4,1,BRA,2.0,ZABLITH M,8 - 1,149,BRA,2:29,8
Action shot - Goal,9.0,4,1,BRA,2.0,KRAUS J,9 - 1,128,USA,2:08,9
5m shot - Missed,11.0,4,1,BRA,2.0,COUTINHO M,9 - 1,102,BRA,1:42,9
20 sec. exclusion in field,2.0,4,1,BRA,2.0,ABLA D,9 - 1,100,BRA,1:40,9
Time-Out,,4,1,BRA,2.0,,9 - 1,100,USA,1:40,9
Action shot - Goal,4.0,4,1,BRA,2.0,FATTAL R,10 - 1,78,USA,1:18,10
Turnover foul,8.0,4,1,BRA,2.0,CHIAPPINI I,10 - 1,64,BRA,1:04,10
Steal,8.0,4,1,BRA,2.0,NEUSHUL K,10 - 1,64,USA,1:04,10
Action shot - Saved,4.0,4,1,BRA,2.0,FATTAL R,10 - 1,40,USA,0:40,10
Turnover foul,12.0,4,1,BRA,2.0,CRAIG K,10 - 1,15,USA,0:15,10
Steal,8.0,4,1,BRA,2.0,CHIAPPINI I,10 - 1,15,BRA,0:15,10
Starting goalkeeper,1.0,4,1,BRA,3.0,ARMSTRONG E,10 - 1,480,USA,8:00,10
Starting goalkeeper,1.0,4,1,BRA,3.0,CANETTI M,10 - 1,480,BRA,8:00,10
Sprint won possession,8.0,4,1,BRA,3.0,CHIAPPINI I,10 - 1,480,BRA,8:00,10
20 sec. exclusion in centre,6.0,4,1,BRA,3.0,STEFFENS M,10 - 1,460,USA,7:40,10
5m shot - Missed,10.0,4,1,BRA,3.0,VIGNA F,10 - 1,433,BRA,7:13,10
Centre shot - Missed,12.0,4,1,BRA,3.0,CRAIG K,10 - 1,419,USA,6:59,10
5m shot - Saved,7.0,4,1,BRA,3.0,DIAS M,10 - 1,391,BRA,6:31,10
Turnover foul,7.0,4,1,BRA,3.0,MATHEWSON C,10 - 1,386,USA,6:26,10
Turnover foul,4.0,4,1,BRA,3.0,CANETTI M,10 - 1,360,BRA,6:00,10
Action shot - Post,10.0,4,1,BRA,3.0,RULON K,10 - 1,332,USA,5:32,10
Action shot - Saved,7.0,4,1,BRA,3.0,MATHEWSON C,10 - 1,280,USA,4:40,10
Turnover foul,12.0,4,1,BRA,3.0,CRAIG K,10 - 1,237,USA,3:57,10
Steal,7.0,4,1,BRA,3.0,DIAS M,10 - 1,237,BRA,3:57,10
Action shot - Goal,8.0,4,2,BRA,3.0,CHIAPPINI I,10 - 2,208,BRA,3:28,10
Centre shot - Saved,8.0,4,2,BRA,3.0,NEUSHUL K,10 - 2,182,USA,3:02,10
5m shot - Goal,12.0,4,3,BRA,3.0,BAHIA V,10 - 3,154,BRA,2:34,10
Action shot - Goal,8.0,4,3,BRA,3.0,NEUSHUL K,11 - 3,130,USA,2:10,11
Action shot - Missed,3.0,4,3,BRA,3.0,SEIDEMANN M,11 - 3,81,USA,1:21,11
Turnover foul,8.0,4,3,BRA,3.0,CHIAPPINI I,11 - 3,52,BRA,0:52,11
Steal,4.0,4,3,BRA,3.0,FATTAL R,11 - 3,52,USA,0:52,11
Action shot - Goal,4.0,4,3,BRA,3.0,FATTAL R,12 - 3,22,USA,0:22,12
Turnover foul,11.0,4,3,BRA,3.0,COUTINHO M,12 - 3,3,BRA,0:03,12
Steal,6.0,4,3,BRA,3.0,STEFFENS M,12 - 3,3,USA,0:03,12
Starting goalkeeper,1.0,4,3,BRA,4.0,CANETTI M,12 - 3,480,BRA,8:00,12
Starting goalkeeper,1.0,4,3,BRA,4.0,ARMSTRONG E,12 - 3,480,USA,8:00,12
Sprint won possession,10.0,4,3,BRA,4.0,RULON K,12 - 3,480,USA,8:00,12
Action shot - Saved,3.0,4,3,BRA,4.0,SEIDEMANN M,12 - 3,451,USA,7:31,12
Centre shot - Goal,6.0,4,3,BRA,4.0,STEFFENS M,13 - 3,430,USA,7:10,13
5m shot - Goal,2.0,4,3,BRA,4.0,SILVER L,14 - 3,375,USA,6:15,14
Turnover foul,4.0,4,3,BRA,4.0,CANETTI M,14 - 3,347,BRA,5:47,14
20 sec. exclusion in centre,7.0,4,3,BRA,4.0,DIAS M,14 - 3,320,BRA,5:20,14
Turnover foul,6.0,4,3,BRA,4.0,STEFFENS M,14 - 3,296,USA,4:56,14
Steal,4.0,4,3,BRA,4.0,CANETTI M,14 - 3,296,BRA,4:56,14
5m shot - Post,8.0,4,3,BRA,4.0,CHIAPPINI I,14 - 3,270,BRA,4:30,14
Time-Out,,4,3,BRA,4.0,,14 - 3,270,USA,4:30,14
Goalkeeper substitution,13.0,4,3,BRA,4.0,ANAE T,14 - 3,268,USA,4:28,14
Turnover foul,5.0,4,3,BRA,4.0,CLARK C,14 - 3,247,USA,4:07,14
Steal,3.0,4,3,BRA,4.0,ZABLITH M,14 - 3,247,BRA,4:07,14
Turnover foul,9.0,4,3,BRA,4.0,KRAUS J,14 - 3,196,USA,3:16,14
20 sec. exclusion in field,5.0,4,3,BRA,4.0,CLARK C,14 - 3,173,USA,2:53,14
Time-Out,,4,3,BRA,4.0,,14 - 3,172,BRA,2:52,14
Action shot - Missed,10.0,4,3,BRA,4.0,VIGNA F,14 - 3,145,BRA,2:25,14
Counter attack - Saved,5.0,4,3,BRA,4.0,CLARK C,14 - 3,132,USA,2:12,14
Action shot - Missed,4.0,4,3,BRA,4.0,FATTAL R,14 - 3,73,USA,1:13,14
20 sec. exclusion in field,4.0,4,3,BRA,4.0,FATTAL R,14 - 3,50,USA,0:50,14
Action shot - Blocked,11.0,4,3,BRA,4.0,COUTINHO M,14 - 3,27,BRA,0:27,14
Centre shot - Post,11.0,4,3,BRA,4.0,DRIES A,14 - 3,3,USA,0:03,14
Starting goalkeeper,1.0,5,0,ESP,1.0,ARMSTRONG E,0 - 0,480,USA,8:00,0
Starting goalkeeper,1.0,5,0,ESP,1.0,ESTER L,0 - 0,480,ESP,8:00,0
Sprint won possession,6.0,5,0,ESP,1.0,PAREJA J,0 - 0,480,ESP,8:00,0
Action shot - Goal,6.0,5,1,ESP,1.0,PAREJA J,1 - 0,454,ESP,7:34,0
Turnover foul,5.0,5,1,ESP,1.0,ORTIZ M,1 - 0,406,ESP,6:46,0
Turnover foul,2.0,5,1,ESP,1.0,SILVER L,1 - 0,384,USA,6:24,0
5m shot - Missed,5.0,5,1,ESP,1.0,ORTIZ M,1 - 0,361,ESP,6:01,0
Centre shot - Goal,12.0,5,1,ESP,1.0,CRAIG K,1 - 1,346,USA,5:46,1
Centre shot - Missed,11.0,5,1,ESP,1.0,GARCIA GODOY M,1 - 1,324,ESP,5:24,1
Turnover foul,11.0,5,1,ESP,1.0,DRIES A,1 - 1,297,USA,4:57,1
Steal,5.0,5,1,ESP,1.0,ORTIZ M,1 - 1,297,ESP,4:57,1
20 sec. exclusion in centre,5.0,5,1,ESP,1.0,CLARK C,1 - 1,272,USA,4:32,1
Action shot - Goal,12.0,5,2,ESP,1.0,LOPEZ L,2 - 1,250,ESP,4:10,1
Turnover foul,9.0,5,2,ESP,1.0,KRAUS J,2 - 1,230,USA,3:50,1
Steal,8.0,5,2,ESP,1.0,PENA P,2 - 1,230,ESP,3:50,1
5m shot - Goal,6.0,5,3,ESP,1.0,PAREJA J,3 - 1,204,ESP,3:24,1
5m shot - Goal,4.0,5,3,ESP,1.0,FATTAL R,3 - 2,185,USA,3:05,2
Turnover foul,3.0,5,3,ESP,1.0,ESPAR A,3 - 2,151,ESP,2:31,2
Action shot - Saved,8.0,5,3,ESP,1.0,NEUSHUL K,3 - 2,138,USA,2:18,2
Penalty foul,3.0,5,3,ESP,1.0,SEIDEMANN M,3 - 2,127,USA,2:07,2
Penalty shot - Goal,6.0,5,4,ESP,1.0,PAREJA J,4 - 2,127,ESP,2:07,2
20 sec. exclusion in field,10.0,5,4,ESP,1.0,MESEGUER O,4 - 2,113,ESP,1:53,2
Turnover foul,4.0,5,4,ESP,1.0,FATTAL R,4 - 2,100,USA,1:40,2
Turnover foul,11.0,5,4,ESP,1.0,GARCIA GODOY M,4 - 2,73,ESP,1:13,2
Steal,6.0,5,4,ESP,1.0,STEFFENS M,4 - 2,73,USA,1:13,2
Action shot - Post,4.0,5,4,ESP,1.0,FATTAL R,4 - 2,47,USA,0:47,2
Action shot - Post,7.0,5,4,ESP,1.0,MIRANDA L,4 - 2,18,ESP,0:18,2
Action shot - Saved,8.0,5,4,ESP,1.0,NEUSHUL K,4 - 2,2,USA,0:02,2
Starting goalkeeper,1.0,5,4,ESP,2.0,ARMSTRONG E,4 - 2,480,USA,8:00,2
Starting goalkeeper,1.0,5,4,ESP,2.0,ESTER L,4 - 2,480,ESP,8:00,2
Sprint won possession,6.0,5,4,ESP,2.0,PAREJA J,4 - 2,480,ESP,8:00,2
Turnover foul,9.0,5,4,ESP,2.0,BLAS A,4 - 2,457,ESP,7:37,2
Steal,7.0,5,4,ESP,2.0,MATHEWSON C,4 - 2,457,USA,7:37,2
Steal,12.0,5,4,ESP,2.0,LOPEZ L,4 - 2,433,ESP,7:13,2
Turnover foul,8.0,5,4,ESP,2.0,NEUSHUL K,4 - 2,433,USA,7:13,2
20 sec. exclusion in field,8.0,5,4,ESP,2.0,NEUSHUL K,4 - 2,433,USA,7:13,2
Action shot - Goal,6.0,5,5,ESP,2.0,PAREJA J,5 - 2,409,ESP,6:49,2
Centre shot - Goal,12.0,5,5,ESP,2.0,CRAIG K,5 - 3,388,USA,6:28,3
Centre shot - Saved,9.0,5,5,ESP,2.0,BLAS A,5 - 3,376,ESP,6:16,3
Turnover foul,12.0,5,5,ESP,2.0,CRAIG K,5 - 3,354,USA,5:54,3
5m shot - Blocked,12.0,5,5,ESP,2.0,LOPEZ L,5 - 3,329,ESP,5:29,3
Penalty foul,5.0,5,5,ESP,2.0,ORTIZ M,5 - 3,321,ESP,5:21,3
Penalty shot - Goal,6.0,5,5,ESP,2.0,STEFFENS M,5 - 4,321,USA,5:21,4
Turnover foul,6.0,5,5,ESP,2.0,PAREJA J,5 - 4,303,ESP,5:03,4
Steal,2.0,5,5,ESP,2.0,SILVER L,5 - 4,303,USA,5:03,4
Turnover foul,6.0,5,5,ESP,2.0,STEFFENS M,5 - 4,284,USA,4:44,4
Turnover foul,11.0,5,5,ESP,2.0,GARCIA GODOY M,5 - 4,269,ESP,4:29,4
5m shot - Missed,7.0,5,5,ESP,2.0,MATHEWSON C,5 - 4,245,USA,4:05,4
Turnover foul,8.0,5,5,ESP,2.0,PENA P,5 - 4,244,ESP,4:04,4
20 sec. exclusion in field,11.0,5,5,ESP,2.0,GARCIA GODOY M,5 - 4,226,ESP,3:46,4
Action shot - Blocked,2.0,5,5,ESP,2.0,SILVER L,5 - 4,200,USA,3:20,4
5m shot - Saved,6.0,5,5,ESP,2.0,PAREJA J,5 - 4,171,ESP,2:51,4
20 sec. exclusion in centre,5.0,5,5,ESP,2.0,ORTIZ M,5 - 4,148,ESP,2:28,4
Extra player shot - Saved,10.0,5,5,ESP,2.0,RULON K,5 - 4,145,USA,2:25,4
