Action,Cap,Game,KAZ,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time
20 sec. exclusion in field,2.0,3,3,0,NZL,1.0,LEWIS N,3 - 0,83,NZL,1:23
Extra player shot - Saved,8.0,3,3,0,NZL,1.0,SAICHUK O,3 - 0,58,KAZ,0:58
20 sec. exclusion in field,11.0,3,3,0,NZL,1.0,MIRSHINA A,3 - 0,28,KAZ,0:28
Extra player shot - Missed,4.0,3,3,0,NZL,1.0,LEWIS D,3 - 0,8,NZL,0:08
Starting goalkeeper,1.0,3,3,0,NZL,2.0,ZHARKIMBAYEVA A,3 - 0,480,KAZ,8:00
Starting goalkeeper,1.0,3,3,0,NZL,2.0,MILLAR B,3 - 0,480,NZL,8:00
Sprint won possession,3.0,3,3,0,NZL,2.0,AKILBAYEVA A,3 - 0,480,KAZ,8:00
Turnover foul,12.0,3,3,0,NZL,2.0,MUSSAROVA A,3 - 0,449,KAZ,7:29
20 sec. exclusion in centre,12.0,3,3,0,NZL,2.0,MUSSAROVA A,3 - 0,441,KAZ,7:21
Extra player shot - Post,6.0,3,3,0,NZL,2.0,LANDRY S,3 - 0,422,NZL,7:02
20 sec. exclusion in centre,6.0,3,3,0,NZL,2.0,LANDRY S,3 - 0,404,NZL,6:44
Extra player shot - Goal,3.0,3,4,0,NZL,2.0,AKILBAYEVA A,4 - 0,389,KAZ,6:29
Turnover foul,8.0,3,4,0,NZL,2.0,LOPES DA SILVA C,4 - 0,366,NZL,6:06
Steal,4.0,3,4,0,NZL,2.0,TUROVA A,4 - 0,366,KAZ,6:06
Action shot - Goal,3.0,3,5,0,NZL,2.0,AKILBAYEVA A,5 - 0,348,KAZ,5:48
5m shot - Saved,12.0,3,5,0,NZL,2.0,MYLES J,5 - 0,335,NZL,5:35
Turnover foul,2.0,3,5,0,NZL,2.0,LEWIS N,5 - 0,323,NZL,5:23
Steal,2.0,3,5,0,NZL,2.0,YEGEMBERDIYEVA A,5 - 0,323,KAZ,5:23
20 sec. exclusion in centre,12.0,3,5,0,NZL,2.0,MYLES J,5 - 0,305,NZL,5:05
Time-Out,,3,5,0,NZL,2.0,,5 - 0,305,KAZ,5:05
Extra player shot - Missed,11.0,3,5,0,NZL,2.0,MIRSHINA A,5 - 0,287,KAZ,4:47
Action shot - Blocked,8.0,3,5,0,NZL,2.0,LOPES DA SILVA C,5 - 0,264,NZL,4:24
Action shot - Goal,3.0,3,6,0,NZL,2.0,AKILBAYEVA A,6 - 0,240,KAZ,4:00
Time-Out,,3,6,0,NZL,2.0,,6 - 0,240,NZL,4:00
Goalkeeper substitution,13.0,3,6,0,NZL,2.0,CURNOW K,6 - 0,240,NZL,4:00
Turnover foul,11.0,3,6,0,NZL,2.0,HUDSON K,6 - 0,212,NZL,3:32
Turnover foul,2.0,3,6,0,NZL,2.0,YEGEMBERDIYEVA A,6 - 0,185,KAZ,3:05
Turnover foul,8.0,3,6,0,NZL,2.0,LOPES DA SILVA C,6 - 0,176,NZL,2:56
20 sec. exclusion in field,8.0,3,6,0,NZL,2.0,LOPES DA SILVA C,6 - 0,179,NZL,2:59
20 sec. exclusion in field,4.0,3,6,0,NZL,2.0,TUROVA A,6 - 0,130,KAZ,2:10
Action shot - Saved,11.0,3,6,0,NZL,2.0,HUDSON K,6 - 0,67,NZL,1:07
Counter attack - Goal,12.0,3,7,0,NZL,2.0,MUSSAROVA A,7 - 0,60,KAZ,1:00
20 sec. exclusion in centre,2.0,3,7,0,NZL,2.0,YEGEMBERDIYEVA A,7 - 0,48,KAZ,0:48
Action shot - Saved,6.0,3,7,0,NZL,2.0,LANDRY S,7 - 0,25,NZL,0:25
5m shot - Saved,11.0,3,7,0,NZL,2.0,MIRSHINA A,7 - 0,1,KAZ,0:01
Starting goalkeeper,1.0,3,7,0,NZL,3.0,ZHARKIMBAYEVA A,7 - 0,480,KAZ,8:00
Steal,4.0,3,7,0,NZL,4.0,TUROVA A,7 - 0,68,KAZ,1:08
Centre shot - Goal,8.0,3,14,4,NZL,4.0,SAICHUK O,14 - 4,53,KAZ,0:53
Starting goalkeeper,13.0,3,14,4,NZL,3.0,CURNOW K,14 - 4,480,NZL,8:00
Sprint won possession,4.0,3,14,4,NZL,3.0,LEWIS D,14 - 4,480,NZL,8:00
20 sec. exclusion in centre,4.0,3,14,4,NZL,3.0,TUROVA A,14 - 4,459,KAZ,7:39
Extra player shot - Saved,4.0,3,14,4,NZL,3.0,LEWIS D,14 - 4,456,NZL,7:36
Extra player shot - Goal,4.0,3,7,1,NZL,3.0,LEWIS D,7 - 1,441,NZL,7:21
5m shot - Goal,2.0,3,8,1,NZL,3.0,YEGEMBERDIYEVA A,8 - 1,425,KAZ,7:05
Turnover foul,4.0,3,8,1,NZL,3.0,LEWIS D,8 - 1,412,NZL,6:52
Steal,2.0,3,8,1,NZL,3.0,YEGEMBERDIYEVA A,8 - 1,412,KAZ,6:52
Action shot - Saved,3.0,3,8,1,NZL,3.0,AKILBAYEVA A,8 - 1,390,KAZ,6:30
Turnover foul,12.0,3,8,1,NZL,3.0,MYLES J,8 - 1,368,NZL,6:08
Steal,2.0,3,8,1,NZL,3.0,YEGEMBERDIYEVA A,8 - 1,368,KAZ,6:08
20 sec. exclusion in centre,10.0,3,8,1,NZL,3.0,DANCE L,8 - 1,341,NZL,5:41
Extra player shot - Saved,2.0,3,8,1,NZL,3.0,YEGEMBERDIYEVA A,8 - 1,328,KAZ,5:28
Turnover foul,2.0,3,8,1,NZL,3.0,LEWIS N,8 - 1,305,NZL,5:05
Turnover foul,11.0,3,8,1,NZL,3.0,MIRSHINA A,8 - 1,280,KAZ,4:40
Steal,13.0,3,8,1,NZL,3.0,CURNOW K,8 - 1,280,NZL,4:40
Turnover foul,6.0,3,8,1,NZL,3.0,LANDRY S,8 - 1,259,NZL,4:19
Action shot - Goal,3.0,3,9,1,NZL,3.0,AKILBAYEVA A,9 - 1,248,KAZ,4:08
Action shot - Blocked,2.0,3,9,1,NZL,3.0,LEWIS N,9 - 1,228,NZL,3:48
Action shot - Saved,7.0,3,9,1,NZL,3.0,MYRZABEKOVA Z,9 - 1,212,KAZ,3:32
Turnover foul,10.0,3,9,1,NZL,3.0,ROGA D,9 - 1,194,KAZ,3:14
Steal,6.0,3,9,1,NZL,3.0,LANDRY S,9 - 1,194,NZL,3:14
Turnover foul,11.0,3,9,1,NZL,3.0,HUDSON K,9 - 1,177,NZL,2:57
Time-Out,,3,9,1,NZL,3.0,,9 - 1,175,KAZ,2:55
5m shot - Goal,11.0,3,10,1,NZL,3.0,MIRSHINA A,10 - 1,165,KAZ,2:45
5m shot - Saved,12.0,3,10,1,NZL,3.0,MYLES J,10 - 1,155,NZL,2:35
Action shot - Saved,2.0,3,10,1,NZL,3.0,LEWIS N,10 - 1,143,NZL,2:23
20 sec. exclusion in field,7.0,3,10,1,NZL,3.0,CHASE M,10 - 1,122,NZL,2:02
Action shot - Blocked,8.0,3,10,1,NZL,3.0,SAICHUK O,10 - 1,93,KAZ,1:33
Time-Out,,3,10,1,NZL,3.0,,10 - 1,93,NZL,1:33
20 sec. exclusion in field,12.0,3,10,1,NZL,3.0,MUSSAROVA A,10 - 1,75,KAZ,1:15
Action shot - Saved,8.0,3,10,1,NZL,3.0,LOPES DA SILVA C,10 - 1,48,NZL,0:48
Action shot - Goal,5.0,3,11,1,NZL,3.0,ZAKIROVA K,11 - 1,22,KAZ,0:22
Centre shot - Missed,2.0,3,11,1,NZL,3.0,LEWIS N,11 - 1,2,NZL,0:02
Starting goalkeeper,1.0,3,11,1,NZL,4.0,ZHARKIMBAYEVA A,11 - 1,480,KAZ,8:00
Starting goalkeeper,1.0,3,11,1,NZL,4.0,MILLAR B,11 - 1,480,NZL,8:00
Sprint won possession,3.0,3,11,1,NZL,4.0,AKILBAYEVA A,11 - 1,480,KAZ,8:00
Action shot - Saved,10.0,3,11,1,NZL,4.0,ROGA D,11 - 1,455,KAZ,7:35
Counter attack - Goal,4.0,3,11,2,NZL,4.0,LEWIS D,11 - 2,445,NZL,7:25
5m shot - Missed,2.0,3,11,2,NZL,4.0,YEGEMBERDIYEVA A,11 - 2,415,KAZ,6:55
Centre shot - Goal,4.0,3,11,3,NZL,4.0,LEWIS D,11 - 3,404,NZL,6:44
Action shot - Saved,11.0,3,11,3,NZL,4.0,MIRSHINA A,11 - 3,388,KAZ,6:28
Turnover foul,7.0,3,11,3,NZL,4.0,MYRZABEKOVA Z,11 - 3,379,KAZ,6:19
Steal,2.0,3,11,3,NZL,4.0,LEWIS N,11 - 3,379,NZL,6:19
Turnover foul,8.0,3,11,3,NZL,4.0,LOPES DA SILVA C,11 - 3,361,NZL,6:01
Steal,12.0,3,11,3,NZL,4.0,MUSSAROVA A,11 - 3,361,KAZ,6:01
Counter attack - Post,11.0,3,11,3,NZL,4.0,MIRSHINA A,11 - 3,356,KAZ,5:56
Action shot - Post,8.0,3,11,3,NZL,4.0,LOPES DA SILVA C,11 - 3,328,NZL,5:28
Centre shot - Saved,7.0,3,11,3,NZL,4.0,MYRZABEKOVA Z,11 - 3,306,KAZ,5:06
Action shot - Goal,8.0,3,11,4,NZL,4.0,LOPES DA SILVA C,11 - 4,294,NZL,4:54
Action shot - Goal,3.0,3,12,4,NZL,4.0,AKILBAYEVA A,12 - 4,282,KAZ,4:42
Action shot - Saved,6.0,3,12,4,NZL,4.0,LANDRY S,12 - 4,255,NZL,4:15
20 sec. exclusion in field,6.0,3,12,4,NZL,4.0,LANDRY S,12 - 4,255,NZL,4:15
Time-Out,,3,12,4,NZL,4.0,,12 - 4,255,KAZ,4:15
Extra player shot - Goal,3.0,3,13,4,NZL,4.0,AKILBAYEVA A,13 - 4,239,KAZ,3:59
5m shot - Saved,9.0,3,13,4,NZL,4.0,STONEMAN E,13 - 4,210,NZL,3:30
Action shot - Blocked,11.0,3,13,4,NZL,4.0,MIRSHINA A,13 - 4,184,KAZ,3:04
5m shot - Saved,7.0,3,13,4,NZL,4.0,CHASE M,13 - 4,160,NZL,2:40
Turnover foul,11.0,3,13,4,NZL,4.0,MIRSHINA A,13 - 4,132,KAZ,2:12
Time-Out,,3,13,4,NZL,4.0,,13 - 4,132,NZL,2:12
Turnover foul,10.0,3,13,4,NZL,4.0,DANCE L,13 - 4,120,NZL,2:00
20 sec. exclusion in field,10.0,3,13,4,NZL,4.0,DANCE L,13 - 4,112,NZL,1:52
Extra player shot - Post,5.0,3,13,4,NZL,4.0,ZAKIROVA K,13 - 4,90,KAZ,1:30
Turnover foul,4.0,3,13,4,NZL,4.0,LEWIS D,13 - 4,68,NZL,1:08
Action shot - Post,2.0,3,13,4,NZL,4.0,LEWIS N,13 - 4,31,NZL,0:31
Turnover foul,6.0,3,13,4,NZL,4.0,TIKHONOVA O,13 - 4,3,KAZ,0:03
Starting goalkeeper,1.0,4,0,0,NED,1.0,ZHARKIMBAYEVA A,0 - 0,480,KAZ,8:00
Starting goalkeeper,1.0,4,0,0,NED,1.0,AARTS L,0 - 0,480,NED,8:00
Sprint won possession,4.0,4,0,0,NED,1.0,VAN DER SLOOT C,0 - 0,480,NED,8:00
Turnover foul,8.0,4,0,0,NED,1.0,SEVENICH V,0 - 0,453,NED,7:33
Turnover foul,11.0,4,0,0,NED,1.0,MIRSHINA A,0 - 0,425,KAZ,7:05
Penalty foul,8.0,4,0,0,NED,1.0,SAICHUK O,0 - 0,418,KAZ,6:58
Penalty shot - Goal,2.0,4,0,1,NED,1.0,SMIT M,0 - 1,418,NED,6:58
20 sec. exclusion in field,2.0,4,0,1,NED,1.0,SMIT M,0 - 1,401,NED,6:41
Extra player shot - Saved,11.0,4,0,1,NED,1.0,MIRSHINA A,0 - 1,389,KAZ,6:29
20 sec. exclusion in field,11.0,4,0,1,NED,1.0,MIRSHINA A,0 - 1,387,KAZ,6:27
Extra player shot - Post,9.0,4,0,1,NED,1.0,MEGENS M,0 - 1,368,NED,6:08
5m shot - Saved,11.0,4,0,1,NED,1.0,KLAASSEN L,0 - 1,346,NED,5:46
Turnover foul,11.0,4,0,1,NED,1.0,KLAASSEN L,0 - 1,340,NED,5:40
5m shot - Blocked,5.0,4,0,1,NED,1.0,ZAKIROVA K,0 - 1,306,KAZ,5:06
Counter attack - Goal,3.0,4,0,2,NED,1.0,GENEE D,0 - 2,294,NED,4:54
20 sec. exclusion in centre,6.0,4,0,2,NED,1.0,STOMPHORST N,0 - 2,277,NED,4:37
Extra player shot - Saved,3.0,4,0,2,NED,1.0,AKILBAYEVA A,0 - 2,268,KAZ,4:28
Centre shot - Saved,5.0,4,0,2,NED,1.0,GENEE A,0 - 2,237,NED,3:57
Action shot - Post,11.0,4,0,2,NED,1.0,KLAASSEN L,0 - 2,229,NED,3:49
Turnover foul,11.0,4,0,2,NED,1.0,KLAASSEN L,0 - 2,217,NED,3:37
Turnover foul,5.0,4,0,2,NED,1.0,ZAKIROVA K,0 - 2,197,KAZ,3:17
5m shot - Saved,7.0,4,0,2,NED,1.0,NIJHUIS M,0 - 2,178,NED,2:58
Time-Out,,4,0,2,NED,1.0,,0 - 2,172,KAZ,2:52
Turnover foul,8.0,4,0,2,NED,1.0,SAICHUK O,0 - 2,167,KAZ,2:47
Counter attack - Goal,5.0,4,0,3,NED,1.0,GENEE A,0 - 3,158,NED,2:38
Turnover foul,4.0,4,0,3,NED,1.0,TUROVA A,0 - 3,140,KAZ,2:20
Steal,11.0,4,0,3,NED,1.0,KLAASSEN L,0 - 3,140,NED,2:20
Turnover foul,8.0,4,0,3,NED,1.0,SEVENICH V,0 - 3,128,NED,2:08
5m shot - Blocked,7.0,4,0,3,NED,1.0,MYRZABEKOVA Z,0 - 3,117,KAZ,1:57
20 sec. exclusion in field,7.0,4,0,3,NED,1.0,MYRZABEKOVA Z,0 - 3,116,KAZ,1:56
Time-Out,,4,0,3,NED,1.0,,0 - 3,116,NED,1:56
Extra player shot - Goal,8.0,4,0,4,NED,1.0,SEVENICH V,0 - 4,100,NED,1:40
Turnover foul,5.0,4,0,4,NED,1.0,ZAKIROVA K,0 - 4,79,KAZ,1:19
Steal,2.0,4,0,4,NED,1.0,SMIT M,0 - 4,79,NED,1:19
Action shot - Saved,12.0,4,0,4,NED,1.0,VAN DER MOLEN L,0 - 4,55,NED,0:55
Turnover foul,12.0,4,0,4,NED,1.0,MUSSAROVA A,0 - 4,27,KAZ,0:27
Action shot - Post,2.0,4,0,4,NED,1.0,SMIT M,0 - 4,13,NED,0:13
5m shot - Saved,8.0,4,0,4,NED,1.0,SAICHUK O,0 - 4,1,KAZ,0:01
Starting goalkeeper,1.0,4,0,4,NED,2.0,ZHARKIMBAYEVA A,0 - 4,480,KAZ,8:00
Starting goalkeeper,1.0,4,0,4,NED,2.0,AARTS L,0 - 4,480,NED,8:00
Sprint won possession,6.0,4,0,4,NED,2.0,STOMPHORST N,0 - 4,480,NED,8:00
Turnover foul,5.0,4,0,4,NED,2.0,GENEE A,0 - 4,460,NED,7:40
Turnover foul,5.0,4,0,4,NED,2.0,ZAKIROVA K,0 - 4,432,KAZ,7:12
Counter attack - Saved,6.0,4,0,4,NED,2.0,STOMPHORST N,0 - 4,423,NED,7:03
Turnover foul,7.0,4,0,4,NED,2.0,MYRZABEKOVA Z,0 - 4,408,KAZ,6:48
20 sec. exclusion in field,5.0,4,0,4,NED,2.0,ZAKIROVA K,0 - 4,408,KAZ,6:48
Extra player shot - Saved,12.0,4,0,4,NED,2.0,VAN DER MOLEN L,0 - 4,392,NED,6:32
Centre shot - Missed,7.0,4,0,4,NED,2.0,MYRZABEKOVA Z,0 - 4,360,KAZ,6:00
20 sec. exclusion in field,4.0,4,0,4,NED,2.0,TUROVA A,0 - 4,354,KAZ,5:54
Extra player shot - Goal,10.0,4,0,5,NED,2.0,VAN TOORN I,0 - 5,347,NED,5:47
Action shot - Saved,12.0,4,0,5,NED,2.0,MUSSAROVA A,0 - 5,330,KAZ,5:30
Counter attack - Goal,4.0,4,0,6,NED,2.0,VAN DER SLOOT C,0 - 6,318,NED,5:18
Time-Out,,4,0,6,NED,2.0,,0 - 6,318,KAZ,5:18
20 sec. exclusion in centre,3.0,4,0,6,NED,2.0,GENEE D,0 - 6,313,NED,5:13
Extra player shot - Missed,12.0,4,0,6,NED,2.0,MUSSAROVA A,0 - 6,294,KAZ,4:54
Centre shot - Goal,2.0,4,0,7,NED,2.0,SMIT M,0 - 7,276,NED,4:36
5m shot - Saved,5.0,4,0,7,NED,2.0,ZAKIROVA K,0 - 7,249,KAZ,4:09
Turnover foul,8.0,4,0,7,NED,2.0,SEVENICH V,0 - 7,227,NED,3:47
5m shot - Missed,8.0,4,0,7,NED,2.0,SAICHUK O,0 - 7,209,KAZ,3:29
Action shot - Goal,8.0,4,0,8,NED,2.0,SEVENICH V,0 - 8,196,NED,3:16
20 sec. exclusion in centre,3.0,4,0,8,NED,2.0,GENEE D,0 - 8,184,NED,3:04
Extra player shot - Missed,7.0,4,0,8,NED,2.0,MYRZABEKOVA Z,0 - 8,165,KAZ,2:45
Turnover foul,7.0,4,0,8,NED,2.0,NIJHUIS M,0 - 8,139,NED,2:19
Steal,2.0,4,0,8,NED,2.0,YEGEMBERDIYEVA A,0 - 8,139,KAZ,2:19
Turnover foul,3.0,4,0,8,NED,4.0,AKILBAYEVA A,0 - 8,250,KAZ,4:10
Turnover foul,2.0,4,0,8,NED,4.0,SMIT M,0 - 8,241,NED,4:01
5m shot - Saved,10.0,4,0,8,NED,4.0,ROGA D,0 - 8,209,KAZ,3:29
Action shot - Saved,11.0,4,0,8,NED,4.0,KLAASSEN L,0 - 8,188,NED,3:08
20 sec. exclusion in field,7.0,4,0,8,NED,4.0,NIJHUIS M,0 - 8,174,NED,2:54
Extra player shot - Saved,11.0,4,0,8,NED,4.0,MIRSHINA A,0 - 8,163,KAZ,2:43
Counter attack - Goal,2.0,4,0,21,NED,4.0,SMIT M,0 - 21,150,NED,2:30
20 sec. exclusion in centre,11.0,4,0,21,NED,4.0,KLAASSEN L,0 - 21,140,NED,2:20
Extra player shot - Goal,11.0,4,1,21,NED,4.0,MIRSHINA A,1 - 21,120,KAZ,2:00
Turnover foul,10.0,4,1,21,NED,2.0,ROGA D,1 - 21,110,KAZ,1:50
Counter attack - Goal,7.0,4,0,9,NED,2.0,NIJHUIS M,0 - 9,99,NED,1:39
5m shot - Blocked,4.0,4,0,9,NED,2.0,TUROVA A,0 - 9,77,KAZ,1:17
Action shot - Goal,2.0,4,0,10,NED,2.0,SMIT M,0 - 10,59,NED,0:59
5m shot - Saved,5.0,4,0,10,NED,2.0,ZAKIROVA K,0 - 10,30,KAZ,0:30
Counter attack - Goal,2.0,4,0,11,NED,2.0,SMIT M,0 - 11,21,NED,0:21
20 sec. exclusion in field,8.0,4,0,11,NED,2.0,SEVENICH V,0 - 11,9,NED,0:09
Turnover foul,10.0,4,0,11,NED,2.0,ROGA D,0 - 11,1,KAZ,0:01
Starting goalkeeper,1.0,4,0,11,NED,3.0,ZHARKIMBAYEVA A,0 - 11,480,KAZ,8:00
Starting goalkeeper,1.0,4,0,11,NED,3.0,AARTS L,0 - 11,480,NED,8:00
Sprint won possession,6.0,4,0,11,NED,3.0,STOMPHORST N,0 - 11,480,NED,8:00
5m shot - Saved,10.0,4,0,11,NED,3.0,VAN TOORN I,0 - 11,462,NED,7:42
Turnover foul,3.0,4,0,11,NED,3.0,AKILBAYEVA A,0 - 11,442,KAZ,7:22
Centre shot - Goal,10.0,4,0,12,NED,3.0,VAN TOORN I,0 - 12,429,NED,7:09
Turnover foul,7.0,4,0,12,NED,3.0,MYRZABEKOVA Z,0 - 12,419,KAZ,6:59
Counter attack - Post,12.0,4,0,12,NED,3.0,VAN DER MOLEN L,0 - 12,408,NED,6:48
20 sec. exclusion in field,10.0,4,0,12,NED,3.0,VAN TOORN I,0 - 12,384,NED,6:24
5m shot - Blocked,11.0,4,0,12,NED,3.0,MIRSHINA A,0 - 12,357,KAZ,5:57
Counter attack - Goal,7.0,4,0,13,NED,3.0,NIJHUIS M,0 - 13,349,NED,5:49
5m shot - Saved,3.0,4,0,13,NED,3.0,AKILBAYEVA A,0 - 13,324,KAZ,5:24
Counter attack - Goal,9.0,4,0,14,NED,3.0,MEGENS M,0 - 14,313,NED,5:13
Turnover foul,4.0,4,0,14,NED,3.0,TUROVA A,0 - 14,291,KAZ,4:51
5m shot - Missed,2.0,4,0,14,NED,3.0,SMIT M,0 - 14,277,NED,4:37
Turnover foul,1.0,4,0,14,NED,3.0,ZHARKIMBAYEVA A,0 - 14,266,KAZ,4:26
Steal,7.0,4,0,14,NED,3.0,NIJHUIS M,0 - 14,266,NED,4:26
Counter attack - Goal,10.0,4,0,15,NED,3.0,VAN TOORN I,0 - 15,258,NED,4:18
Action shot - Post,4.0,4,0,15,NED,3.0,VAN DER SLOOT C,0 - 15,220,NED,3:40
Turnover foul,11.0,4,0,15,NED,3.0,MIRSHINA A,0 - 15,192,KAZ,3:12
Counter attack - Saved,8.0,4,0,15,NED,3.0,SEVENICH V,0 - 15,185,NED,3:05
5m shot - Missed,4.0,4,0,15,NED,3.0,TUROVA A,0 - 15,166,KAZ,2:46
Counter attack - Goal,3.0,4,0,16,NED,3.0,GENEE D,0 - 16,156,NED,2:36
20 sec. exclusion in field,11.0,4,0,16,NED,3.0,KLAASSEN L,0 - 16,144,NED,2:24
5m shot - Blocked,4.0,4,0,16,NED,3.0,TUROVA A,0 - 16,115,KAZ,1:55
Action shot - Saved,4.0,4,0,16,NED,3.0,VAN DER SLOOT C,0 - 16,100,NED,1:40
Time-Out,,4,0,16,NED,3.0,,0 - 16,100,KAZ,1:40
Action shot - Blocked,5.0,4,0,16,NED,3.0,ZAKIROVA K,0 - 16,67,KAZ,1:07
20 sec. exclusion in field,11.0,4,0,16,NED,3.0,MIRSHINA A,0 - 16,55,KAZ,0:55
Extra player shot - Goal,11.0,4,0,17,NED,3.0,KLAASSEN L,0 - 17,41,NED,0:41
20 sec. exclusion in centre,10.0,4,0,17,NED,3.0,VAN TOORN I,0 - 17,29,NED,0:29
Extra player shot - Blocked,2.0,4,0,17,NED,3.0,YEGEMBERDIYEVA A,0 - 17,10,KAZ,0:10
5m shot - Missed,4.0,4,0,17,NED,3.0,VAN DER SLOOT C,0 - 17,1,NED,0:01
Starting goalkeeper,1.0,4,0,17,NED,4.0,ZHARKIMBAYEVA A,0 - 17,480,KAZ,8:00
Starting goalkeeper,1.0,4,0,17,NED,4.0,AARTS L,0 - 17,480,NED,8:00
Sprint won possession,5.0,4,0,17,NED,4.0,ZAKIROVA K,0 - 17,480,KAZ,8:00
Centre shot - Saved,7.0,4,0,17,NED,4.0,MYRZABEKOVA Z,0 - 17,461,KAZ,7:41
Counter attack - Goal,10.0,4,0,18,NED,4.0,VAN TOORN I,0 - 18,452,NED,7:32
20 sec. exclusion in field,10.0,4,0,18,NED,4.0,VAN TOORN I,0 - 18,440,NED,7:20
Exclusion with substitution,10.0,4,0,18,NED,4.0,VAN TOORN I,0 - 18,440,NED,7:20
Action shot - Missed,5.0,4,0,18,NED,4.0,ZAKIROVA K,0 - 18,422,KAZ,7:02
20 sec. exclusion in centre,8.0,4,0,18,NED,4.0,SAICHUK O,0 - 18,411,KAZ,6:51
Extra player shot - Goal,9.0,4,0,19,NED,4.0,MEGENS M,0 - 19,407,NED,6:47
Turnover foul,7.0,4,0,19,NED,4.0,MYRZABEKOVA Z,0 - 19,389,KAZ,6:29
Counter attack - Saved,2.0,4,0,19,NED,4.0,SMIT M,0 - 19,381,NED,6:21
Turnover foul,11.0,4,0,19,NED,4.0,MIRSHINA A,0 - 19,363,KAZ,6:03
Steal,12.0,4,0,19,NED,4.0,VAN DER MOLEN L,0 - 19,363,NED,6:03
5m shot - Missed,9.0,4,0,19,NED,4.0,MEGENS M,0 - 19,341,NED,5:41
Turnover foul,8.0,4,0,19,NED,4.0,SAICHUK O,0 - 19,319,KAZ,5:19
Steal,12.0,4,0,19,NED,4.0,VAN DER MOLEN L,0 - 19,319,NED,5:19
Turnover foul,12.0,4,0,19,NED,4.0,VAN DER MOLEN L,0 - 19,300,NED,5:00
Steal,8.0,4,0,19,NED,4.0,SAICHUK O,0 - 19,300,KAZ,5:00
Time-Out,,4,0,19,NED,4.0,,0 - 19,298,KAZ,4:58
20 sec. exclusion in field,2.0,4,0,19,NED,4.0,SMIT M,0 - 19,283,NED,4:43
Extra player shot - Saved,4.0,4,0,19,NED,4.0,TUROVA A,0 - 19,274,KAZ,4:34
Counter attack - Goal,9.0,4,0,20,NED,4.0,MEGENS M,0 - 20,262,NED,4:22
Turnover foul,4.0,4,0,20,NED,4.0,VAN DER SLOOT C,0 - 20,99,NED,1:39
Turnover foul,5.0,4,0,20,NED,4.0,ZAKIROVA K,0 - 20,84,KAZ,1:24
Action shot - Missed,11.0,4,0,20,NED,4.0,KLAASSEN L,0 - 20,71,NED,1:11
Counter attack - Saved,7.0,4,0,20,NED,4.0,MYRZABEKOVA Z,0 - 20,59,KAZ,0:59
Action shot - Post,7.0,4,0,20,NED,4.0,NIJHUIS M,0 - 20,46,NED,0:46
Turnover foul,7.0,4,0,20,NED,4.0,NIJHUIS M,0 - 20,38,NED,0:38
20 sec. exclusion in centre,4.0,4,0,20,NED,4.0,VAN DER SLOOT C,0 - 20,17,NED,0:17
Extra player shot - Missed,11.0,4,0,20,NED,4.0,MIRSHINA A,0 - 20,1,KAZ,0:01
Starting goalkeeper,1.0,5,0,0,BRA,1.0,ZHARKIMBAYEVA A,0 - 0,480,KAZ,8:00
Starting goalkeeper,1.0,5,0,0,BRA,1.0,OLIVEIRA T,0 - 0,480,BRA,8:00
Sprint won possession,3.0,5,0,0,BRA,1.0,ZABLITH M,0 - 0,480,BRA,8:00
Turnover foul,3.0,5,0,0,BRA,1.0,ZABLITH M,0 - 0,452,BRA,7:32
Action shot - Post,5.0,5,0,0,BRA,1.0,ZAKIROVA K,0 - 0,423,KAZ,7:03
5m shot - Saved,3.0,5,0,0,BRA,1.0,ZABLITH M,0 - 0,401,BRA,6:41
Turnover foul,11.0,5,0,0,BRA,1.0,MIRSHINA A,0 - 0,372,KAZ,6:12
Turnover foul,9.0,5,0,0,BRA,1.0,DIAS M,0 - 0,355,BRA,5:55
Turnover foul,7.0,5,0,0,BRA,1.0,MYRZABEKOVA Z,0 - 0,329,KAZ,5:29
Steal,7.0,5,0,0,BRA,1.0,OLIVEIRA A,0 - 0,329,BRA,5:29
Action shot - Blocked,6.0,5,0,0,BRA,1.0,CHIAPPINI I,0 - 0,311,BRA,5:11
5m shot - Goal,7.0,5,0,1,BRA,1.0,OLIVEIRA A,0 - 1,305,BRA,5:05
Turnover foul,7.0,5,0,1,BRA,1.0,MYRZABEKOVA Z,0 - 1,289,KAZ,4:49
Steal,6.0,5,0,1,BRA,1.0,CHIAPPINI I,0 - 1,289,BRA,4:49
Action shot - Post,9.0,5,0,1,BRA,1.0,DIAS M,0 - 1,270,BRA,4:30
20 sec. exclusion in centre,6.0,5,0,1,BRA,1.0,CHIAPPINI I,0 - 1,246,BRA,4:06
Time-Out,,5,0,1,BRA,1.0,,0 - 1,246,KAZ,4:06
Extra player shot - Saved,8.0,5,0,1,BRA,1.0,SAICHUK O,0 - 1,224,KAZ,3:44
Turnover foul,7.0,5,0,1,BRA,1.0,MYRZABEKOVA Z,0 - 1,215,KAZ,3:35
Action shot - Goal,10.0,5,0,2,BRA,1.0,BAHIA V,0 - 2,192,BRA,3:12
Action shot - Goal,8.0,5,1,2,BRA,1.0,SAICHUK O,1 - 2,168,KAZ,2:48
Turnover foul,4.0,5,1,2,BRA,1.0,DUARTE M,1 - 2,154,BRA,2:34
Turnover foul,4.0,5,1,2,BRA,1.0,TUROVA A,1 - 2,129,KAZ,2:09
