Action,Cap,Game,ITA,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time
Steal,11.0,5,2,3,CRO,2.0,AICARDI M,3 - 2,348,ITA,5:48
5m shot - Goal,4.0,5,3,3,CRO,2.0,FIGLIOLI P,3 - 3,322,ITA,5:22
20 sec. exclusion in centre,6.0,5,3,3,CRO,2.0,MIRARCHI C,3 - 3,298,ITA,4:58
Extra player shot - Goal,9.0,5,3,4,CRO,2.0,SUKNO S,4 - 3,278,CRO,4:38
5m shot - Missed,4.0,5,3,4,CRO,2.0,FIGLIOLI P,4 - 3,252,ITA,4:12
20 sec. exclusion in centre,10.0,5,3,4,CRO,2.0,BODEGAS M,4 - 3,224,ITA,3:44
Time-Out,,5,3,4,CRO,2.0,,4 - 3,224,CRO,3:44
Action shot - Post,8.0,5,3,4,CRO,2.0,BUSLJE A,4 - 3,200,CRO,3:20
20 sec. exclusion in centre,10.0,5,3,4,CRO,2.0,KRAPIC I,4 - 3,183,CRO,3:03
Time-Out,,5,3,4,CRO,2.0,,4 - 3,183,ITA,3:03
5m shot - Blocked,4.0,5,3,4,CRO,2.0,FIGLIOLI P,4 - 3,158,ITA,2:38
Counter attack - Goal,12.0,5,3,5,CRO,2.0,GARCIA GADEA J,5 - 3,146,CRO,2:26
20 sec. exclusion in centre,11.0,5,3,5,CRO,2.0,SETKA A,5 - 3,129,CRO,2:09
Extra player shot - Goal,10.0,5,4,5,CRO,2.0,BODEGAS M,5 - 4,113,ITA,1:53
20 sec. exclusion in centre,5.0,5,4,5,CRO,2.0,PRESCIUTTI N,5 - 4,87,ITA,1:27
Extra player shot - Saved,3.0,5,4,5,CRO,2.0,FATOVIC L,5 - 4,65,CRO,1:05
20 sec. exclusion in centre,5.0,5,4,5,CRO,2.0,JOKOVIC M,5 - 4,40,CRO,0:40
Extra player shot - Goal,2.0,5,5,5,CRO,2.0,di FULVIO F,5 - 5,22,ITA,0:22
Centre shot - Saved,4.0,5,5,5,CRO,2.0,LONCAR L,5 - 5,8,CRO,0:08
20 sec. exclusion in centre,8.0,5,5,5,CRO,4.0,BUSLJE A,5 - 5,64,CRO,1:04
Extra player shot - Blocked,4.0,5,5,5,CRO,4.0,FIGLIOLI P,5 - 5,52,ITA,0:52
Extra player shot - Blocked,9.0,5,5,5,CRO,4.0,RENZUTO IODICE V,5 - 5,40,ITA,0:40
5m shot - Missed,4.0,5,5,5,CRO,2.0,FIGLIOLI P,5 - 5,1,ITA,0:01
Starting goalkeeper,13.0,5,5,5,CRO,3.0,MARCELIC I,5 - 5,480,CRO,8:00
Starting goalkeeper,1.0,5,5,5,CRO,3.0,TEMPESTI S,5 - 5,480,ITA,8:00
Sprint won possession,2.0,5,5,5,CRO,3.0,di FULVIO F,5 - 5,480,ITA,8:00
20 sec. exclusion in field,11.0,5,5,5,CRO,3.0,SETKA A,5 - 5,466,CRO,7:46
Extra player shot - Missed,10.0,5,5,5,CRO,3.0,BODEGAS M,5 - 5,444,ITA,7:24
Turnover foul,11.0,5,5,5,CRO,3.0,SETKA A,5 - 5,425,CRO,7:05
Steal,2.0,5,5,5,CRO,3.0,di FULVIO F,5 - 5,425,ITA,7:05
5m shot - Goal,4.0,5,6,5,CRO,3.0,FIGLIOLI P,5 - 6,401,ITA,6:41
20 sec. exclusion in centre,4.0,5,6,5,CRO,3.0,FIGLIOLI P,5 - 6,382,ITA,6:22
Extra player shot - Missed,7.0,5,6,5,CRO,3.0,VUKICEVIC A,5 - 6,362,CRO,6:02
5m shot - Saved,4.0,5,6,5,CRO,3.0,FIGLIOLI P,5 - 6,336,ITA,5:36
Action shot - Post,9.0,5,6,5,CRO,3.0,SUKNO S,5 - 6,319,CRO,5:19
20 sec. exclusion in centre,2.0,5,6,5,CRO,3.0,di FULVIO F,5 - 6,306,ITA,5:06
Extra player shot - Post,5.0,5,6,5,CRO,3.0,JOKOVIC M,5 - 6,287,CRO,4:47
5m shot - Post,8.0,5,6,5,CRO,3.0,FONDELLI A,5 - 6,262,ITA,4:22
5m shot - Goal,12.0,5,6,6,CRO,3.0,GARCIA GADEA J,6 - 6,238,CRO,3:58
5m shot - Blocked,10.0,5,6,6,CRO,3.0,BODEGAS M,6 - 6,211,ITA,3:31
5m shot - Post,2.0,5,6,6,CRO,3.0,di FULVIO F,6 - 6,188,ITA,3:08
Turnover foul,4.0,5,6,6,CRO,3.0,LONCAR L,6 - 6,164,CRO,2:44
Steal,10.0,5,6,6,CRO,3.0,BODEGAS M,6 - 6,164,ITA,2:44
5m shot - Missed,7.0,5,6,6,CRO,3.0,NORA A,6 - 6,141,ITA,2:21
Action shot - Goal,9.0,5,6,7,CRO,3.0,SUKNO S,7 - 6,126,CRO,2:06
5m shot - Blocked,4.0,5,6,7,CRO,3.0,FIGLIOLI P,7 - 6,101,ITA,1:41
20 sec. exclusion in field,12.0,5,6,7,CRO,3.0,BERTOLI Z,7 - 6,74,ITA,1:14
Time-Out,,5,6,7,CRO,3.0,,7 - 6,74,CRO,1:14
Extra player shot - Goal,11.0,5,6,8,CRO,3.0,SETKA A,8 - 6,56,CRO,0:56
Time-Out,,5,6,8,CRO,3.0,,8 - 6,56,ITA,0:56
20 sec. exclusion in centre,5.0,5,6,8,CRO,3.0,JOKOVIC M,8 - 6,42,CRO,0:42
Extra player shot - Saved,2.0,5,6,8,CRO,3.0,di FULVIO F,8 - 6,21,ITA,0:21
Double exclusion,11.0,5,6,8,CRO,3.0,AICARDI M,8 - 6,19,ITA,0:19
Double exclusion,3.0,5,6,8,CRO,3.0,FATOVIC L,8 - 6,19,CRO,0:19
Turnover foul,9.0,5,6,8,CRO,3.0,SUKNO S,8 - 6,4,CRO,0:04
Starting goalkeeper,13.0,5,6,8,CRO,4.0,MARCELIC I,8 - 6,480,CRO,8:00
Starting goalkeeper,1.0,5,6,8,CRO,4.0,TEMPESTI S,8 - 6,480,ITA,8:00
Sprint won possession,4.0,5,6,8,CRO,4.0,FIGLIOLI P,8 - 6,480,ITA,8:00
Action shot - Blocked,9.0,5,6,8,CRO,4.0,RENZUTO IODICE V,8 - 6,451,ITA,7:31
5m shot - Goal,7.0,5,6,9,CRO,4.0,VUKICEVIC A,9 - 6,429,CRO,7:09
5m shot - Saved,4.0,5,6,9,CRO,4.0,FIGLIOLI P,9 - 6,411,ITA,6:51
Turnover foul,4.0,5,6,9,CRO,4.0,LONCAR L,9 - 6,382,CRO,6:22
20 sec. exclusion in centre,12.0,5,6,9,CRO,4.0,GARCIA GADEA J,9 - 6,363,CRO,6:03
Turnover foul,10.0,5,6,9,CRO,4.0,BODEGAS M,9 - 6,341,ITA,5:41
20 sec. exclusion in field,10.0,5,6,9,CRO,4.0,BODEGAS M,9 - 6,341,ITA,5:41
Action shot - Saved,5.0,5,6,9,CRO,4.0,JOKOVIC M,9 - 6,312,CRO,5:12
20 sec. exclusion in field,4.0,5,6,9,CRO,4.0,LONCAR L,9 - 6,297,CRO,4:57
Extra player shot - Goal,9.0,5,7,9,CRO,4.0,RENZUTO IODICE V,9 - 7,287,ITA,4:47
5m shot - Goal,12.0,5,7,10,CRO,4.0,GARCIA GADEA J,10 - 7,260,CRO,4:20
Goalkeeper substitution,13.0,5,7,10,CRO,4.0,VOLAREVIC G,10 - 7,260,ITA,4:20
20 sec. exclusion in centre,2.0,5,7,10,CRO,4.0,MACAN M,10 - 7,244,CRO,4:04
Extra player shot - Goal,11.0,5,8,10,CRO,4.0,AICARDI M,10 - 8,235,ITA,3:55
5m shot - Missed,5.0,5,8,10,CRO,4.0,JOKOVIC M,10 - 8,210,CRO,3:30
20 sec. exclusion in centre,2.0,5,8,10,CRO,4.0,MACAN M,10 - 8,184,CRO,3:04
Exclusion with substitution,2.0,5,8,10,CRO,4.0,MACAN M,10 - 8,184,CRO,3:04
Yellow card,,5,8,10,CRO,4.0,Team Official,10 - 8,172,CRO,2:52
Extra player shot - Goal,9.0,5,9,10,CRO,4.0,RENZUTO IODICE V,10 - 9,170,ITA,2:50
20 sec. exclusion in centre,12.0,5,9,10,CRO,4.0,BERTOLI Z,10 - 9,152,ITA,2:32
Exclusion with substitution,12.0,5,9,10,CRO,4.0,BERTOLI Z,10 - 9,152,ITA,2:32
Centre shot - Goal,8.0,5,9,11,CRO,4.0,BUSLJE A,11 - 9,130,CRO,2:10
5m shot - Saved,7.0,5,9,11,CRO,4.0,NORA A,11 - 9,107,ITA,1:47
Turnover foul,3.0,5,9,11,CRO,4.0,GITTO N,11 - 9,81,ITA,1:21
Steal,4.0,5,9,11,CRO,4.0,LONCAR L,11 - 9,81,CRO,1:21
Action shot - Goal,12.0,5,9,12,CRO,4.0,GARCIA GADEA J,12 - 9,11,CRO,0:11
Exclusion with substitution,4.0,5,9,12,CRO,4.0,LONCAR L,12 - 9,11,CRO,0:11
5m shot - Saved,6.0,5,9,12,CRO,4.0,MIRARCHI C,12 - 9,1,ITA,0:01
Starting goalkeeper,1.0,6,0,0,AUS,1.0,SLADE E,0 - 0,480,AUS,8:00
Starting goalkeeper,13.0,6,0,0,AUS,1.0,VOLAREVIC G,0 - 0,480,ITA,8:00
Sprint won possession,2.0,6,0,0,AUS,1.0,di FULVIO F,0 - 0,480,ITA,8:00
Turnover foul,11.0,6,0,0,AUS,1.0,AICARDI M,0 - 0,461,ITA,7:41
Turnover foul,6.0,6,0,0,AUS,1.0,EDWARDS L,0 - 0,445,AUS,7:25
Steal,7.0,6,0,0,AUS,1.0,NORA A,0 - 0,445,ITA,7:25
Turnover foul,11.0,6,0,0,AUS,1.0,AICARDI M,0 - 0,421,ITA,7:01
Steal,1.0,6,0,0,AUS,1.0,SLADE E,0 - 0,421,AUS,7:01
5m shot - Goal,11.0,6,0,1,AUS,1.0,HOLLIS L,1 - 0,395,AUS,6:35
Turnover foul,12.0,6,0,1,AUS,1.0,BERTOLI Z,1 - 0,370,ITA,6:10
Steal,1.0,6,0,1,AUS,1.0,SLADE E,1 - 0,370,AUS,6:10
Action shot - Goal,7.0,6,0,2,AUS,1.0,GILCHRIST J,2 - 0,353,AUS,5:53
Turnover foul,10.0,6,0,2,AUS,1.0,BODEGAS M,2 - 0,336,ITA,5:36
Turnover foul,8.0,6,0,2,AUS,1.0,YOUNGER A,2 - 0,315,AUS,5:15
Steal,5.0,6,0,2,AUS,1.0,PRESCIUTTI N,2 - 0,315,ITA,5:15
Centre shot - Goal,3.0,6,1,2,AUS,1.0,GITTO N,2 - 1,301,ITA,5:01
Turnover foul,4.0,6,1,2,AUS,1.0,KAYES J,2 - 1,284,AUS,4:44
20 sec. exclusion in centre,5.0,6,1,2,AUS,1.0,POWER N,2 - 1,271,AUS,4:31
Extra player shot - Post,8.0,6,1,2,AUS,1.0,FONDELLI A,2 - 1,252,ITA,4:12
Action shot - Goal,5.0,6,2,2,AUS,1.0,PRESCIUTTI N,2 - 2,249,ITA,4:09
Centre shot - Missed,6.0,6,2,2,AUS,1.0,EDWARDS L,2 - 2,228,AUS,3:48
Turnover foul,10.0,6,2,2,AUS,1.0,BODEGAS M,2 - 2,205,ITA,3:25
Steal,3.0,6,2,2,AUS,1.0,FORD G,2 - 2,205,AUS,3:25
20 sec. exclusion in centre,5.0,6,2,2,AUS,1.0,PRESCIUTTI N,2 - 2,181,ITA,3:01
Time-Out,,6,2,2,AUS,1.0,,2 - 2,181,AUS,3:01
Extra player shot - Saved,4.0,6,2,2,AUS,1.0,KAYES J,2 - 2,163,AUS,2:43
20 sec. exclusion in field,12.0,6,2,2,AUS,1.0,BROOKS N,2 - 2,143,AUS,2:23
Turnover foul,3.0,6,2,2,AUS,1.0,GITTO N,2 - 2,129,ITA,2:09
Steal,4.0,6,2,2,AUS,1.0,KAYES J,2 - 2,129,AUS,2:09
Action shot - Saved,10.0,6,2,2,AUS,1.0,FANNON J,2 - 2,102,AUS,1:42
Action shot - Missed,8.0,6,2,2,AUS,1.0,FONDELLI A,2 - 2,75,ITA,1:15
Turnover foul,5.0,6,2,2,AUS,1.0,POWER N,2 - 2,53,AUS,0:53
Counter attack - Goal,10.0,6,3,2,AUS,1.0,BODEGAS M,2 - 3,39,ITA,0:39
Turnover foul,7.0,6,3,2,AUS,1.0,GILCHRIST J,2 - 3,16,AUS,0:16
Time-Out,,6,3,2,AUS,1.0,,2 - 3,16,ITA,0:16
Action shot - Goal,4.0,6,4,2,AUS,1.0,FIGLIOLI P,2 - 4,4,ITA,0:04
5m shot - Missed,8.0,6,4,2,AUS,1.0,YOUNGER A,2 - 4,4,AUS,0:04
5m shot - Saved,2.0,6,4,2,AUS,1.0,di FULVIO F,2 - 4,1,ITA,0:01
Starting goalkeeper,1.0,6,4,2,AUS,2.0,SLADE E,2 - 4,480,AUS,8:00
Starting goalkeeper,13.0,6,4,2,AUS,2.0,VOLAREVIC G,2 - 4,480,ITA,8:00
Sprint won possession,4.0,6,4,2,AUS,2.0,FIGLIOLI P,2 - 4,480,ITA,8:00
Turnover foul,2.0,6,4,2,AUS,2.0,di FULVIO F,2 - 4,453,ITA,7:33
Steal,8.0,6,4,2,AUS,2.0,YOUNGER A,2 - 4,453,AUS,7:33
Action shot - Saved,7.0,6,4,2,AUS,2.0,GILCHRIST J,2 - 4,425,AUS,7:05
Turnover foul,12.0,6,4,2,AUS,2.0,BERTOLI Z,2 - 4,404,ITA,6:44
Steal,1.0,6,4,2,AUS,2.0,SLADE E,2 - 4,404,AUS,6:44
Action shot - Goal,11.0,6,4,3,AUS,2.0,HOLLIS L,3 - 4,379,AUS,6:19
Action shot - Post,4.0,6,4,3,AUS,2.0,FIGLIOLI P,3 - 4,354,ITA,5:54
5m shot - Saved,11.0,6,4,3,AUS,2.0,HOLLIS L,3 - 4,325,AUS,5:25
20 sec. exclusion in field,11.0,6,4,3,AUS,2.0,HOLLIS L,3 - 4,303,AUS,5:03
Extra player shot - Goal,2.0,6,5,3,AUS,2.0,di FULVIO F,3 - 5,299,ITA,4:59
Turnover foul,10.0,6,5,3,AUS,2.0,FANNON J,3 - 5,276,AUS,4:36
Steal,2.0,6,5,3,AUS,2.0,di FULVIO F,3 - 5,276,ITA,4:36
20 sec. exclusion in centre,2.0,6,5,3,AUS,2.0,PUTT T,3 - 5,249,AUS,4:09
Extra player shot - Saved,2.0,6,5,3,AUS,2.0,di FULVIO F,3 - 5,231,ITA,3:51
Centre shot - Goal,4.0,6,5,4,AUS,2.0,KAYES J,4 - 5,206,AUS,3:26
Centre shot - Saved,5.0,6,5,4,AUS,2.0,PRESCIUTTI N,4 - 5,178,ITA,2:58
20 sec. exclusion in centre,5.0,6,5,4,AUS,2.0,PRESCIUTTI N,4 - 5,158,ITA,2:38
Time-Out,,6,5,4,AUS,2.0,,4 - 5,157,AUS,2:37
Extra player shot - Blocked,8.0,6,5,4,AUS,2.0,YOUNGER A,4 - 5,138,AUS,2:18
Turnover foul,10.0,6,5,4,AUS,2.0,BODEGAS M,4 - 5,112,ITA,1:52
20 sec. exclusion in centre,3.0,6,5,4,AUS,4.0,FORD G,4 - 5,110,AUS,1:50
Extra player shot - Goal,2.0,6,8,4,AUS,4.0,di FULVIO F,4 - 8,95,ITA,1:35
Turnover foul,4.0,6,8,4,AUS,4.0,KAYES J,4 - 8,85,AUS,1:25
Steal,1.0,6,8,4,AUS,4.0,TEMPESTI S,4 - 8,85,ITA,1:25
Turnover foul,10.0,6,8,4,AUS,4.0,BODEGAS M,4 - 8,63,ITA,1:03
Steal,1.0,6,8,4,AUS,4.0,SLADE E,4 - 8,63,AUS,1:03
5m shot - Blocked,8.0,6,8,4,AUS,2.0,YOUNGER A,4 - 8,85,AUS,1:25
Counter attack - Saved,6.0,6,8,4,AUS,2.0,MIRARCHI C,4 - 8,72,ITA,1:12
20 sec. exclusion in centre,10.0,6,8,4,AUS,2.0,BODEGAS M,4 - 8,48,ITA,0:48
Turnover foul,4.0,6,8,4,AUS,2.0,KAYES J,4 - 8,43,AUS,0:43
Penalty foul,7.0,6,8,4,AUS,2.0,GILCHRIST J,4 - 8,30,AUS,0:30
Penalty shot - Goal,4.0,6,6,4,AUS,2.0,FIGLIOLI P,4 - 6,30,ITA,0:30
20 sec. exclusion in centre,12.0,6,6,4,AUS,2.0,BERTOLI Z,4 - 6,3,ITA,0:03
Extra player shot - Saved,6.0,6,6,4,AUS,2.0,EDWARDS L,4 - 6,1,AUS,0:01
Starting goalkeeper,1.0,6,6,4,AUS,3.0,SLADE E,4 - 6,480,AUS,8:00
Starting goalkeeper,1.0,6,6,4,AUS,3.0,TEMPESTI S,4 - 6,480,ITA,8:00
Sprint won possession,7.0,6,6,4,AUS,3.0,GILCHRIST J,4 - 6,480,AUS,8:00
Action shot - Saved,9.0,6,6,4,AUS,3.0,FORD A,4 - 6,451,AUS,7:31
Turnover foul,11.0,6,6,4,AUS,3.0,AICARDI M,4 - 6,423,ITA,7:03
Steal,7.0,6,6,4,AUS,3.0,GILCHRIST J,4 - 6,423,AUS,7:03
20 sec. exclusion in field,8.0,6,6,4,AUS,3.0,FONDELLI A,4 - 6,423,ITA,7:03
Action shot - Saved,5.0,6,6,4,AUS,3.0,POWER N,4 - 6,395,AUS,6:35
Turnover foul,3.0,6,6,4,AUS,3.0,FORD G,4 - 6,351,AUS,5:51
Action shot - Missed,2.0,6,6,4,AUS,3.0,di FULVIO F,4 - 6,337,ITA,5:37
5m shot - Post,8.0,6,6,4,AUS,3.0,YOUNGER A,4 - 6,310,AUS,5:10
20 sec. exclusion in centre,9.0,6,6,4,AUS,3.0,FORD A,4 - 6,280,AUS,4:40
Time-Out,,6,6,4,AUS,3.0,,4 - 6,280,ITA,4:40
Action shot - Post,9.0,6,6,4,AUS,3.0,RENZUTO IODICE V,4 - 6,255,ITA,4:15
20 sec. exclusion in centre,3.0,6,6,4,AUS,3.0,FORD G,4 - 6,241,AUS,4:01
Extra player shot - Blocked,9.0,6,6,4,AUS,3.0,RENZUTO IODICE V,4 - 6,223,ITA,3:43
Centre shot - Saved,4.0,6,6,4,AUS,3.0,KAYES J,4 - 6,196,AUS,3:16
Centre shot - Saved,12.0,6,6,4,AUS,3.0,BERTOLI Z,4 - 6,169,ITA,2:49
Turnover foul,4.0,6,6,4,AUS,3.0,KAYES J,4 - 6,141,AUS,2:21
Steal,1.0,6,6,4,AUS,3.0,TEMPESTI S,4 - 6,141,ITA,2:21
5m shot - Saved,2.0,6,6,4,AUS,3.0,di FULVIO F,4 - 6,112,ITA,1:52
Time-Out,,6,6,4,AUS,3.0,,4 - 6,112,AUS,1:52
20 sec. exclusion in centre,10.0,6,6,4,AUS,3.0,BODEGAS M,4 - 6,105,ITA,1:45
Extra player shot - Saved,9.0,6,6,4,AUS,3.0,FORD A,4 - 6,98,AUS,1:38
Action shot - Saved,10.0,6,6,4,AUS,3.0,BODEGAS M,4 - 6,75,ITA,1:15
Action shot - Blocked,12.0,6,6,4,AUS,3.0,BERTOLI Z,4 - 6,55,ITA,0:55
5m shot - Saved,11.0,6,6,4,AUS,3.0,HOLLIS L,4 - 6,33,AUS,0:33
Turnover foul,7.0,6,6,4,AUS,3.0,GILCHRIST J,4 - 6,6,AUS,0:06
Steal,4.0,6,6,4,AUS,3.0,FIGLIOLI P,4 - 6,6,ITA,0:06
5m shot - Missed,4.0,6,6,4,AUS,3.0,FIGLIOLI P,4 - 6,2,ITA,0:02
Starting goalkeeper,1.0,6,6,4,AUS,4.0,SLADE E,4 - 6,480,AUS,8:00
Starting goalkeeper,1.0,6,6,4,AUS,4.0,TEMPESTI S,4 - 6,480,ITA,8:00
Sprint won possession,2.0,6,6,4,AUS,4.0,di FULVIO F,4 - 6,480,ITA,8:00
Centre shot - Goal,11.0,6,7,4,AUS,4.0,AICARDI M,4 - 7,450,ITA,7:30
20 sec. exclusion in centre,4.0,6,7,4,AUS,4.0,FIGLIOLI P,4 - 7,427,ITA,7:07
20 sec. exclusion in centre,3.0,6,7,4,AUS,4.0,GITTO N,4 - 7,418,ITA,6:58
Extra player shot - Post,11.0,6,7,4,AUS,4.0,HOLLIS L,4 - 7,403,AUS,6:43
5m shot - Saved,6.0,6,7,4,AUS,4.0,MIRARCHI C,4 - 7,374,ITA,6:14
5m shot - Post,11.0,6,7,4,AUS,4.0,AICARDI M,4 - 7,319,ITA,5:19
Turnover foul,11.0,6,7,4,AUS,4.0,HOLLIS L,4 - 7,300,AUS,5:00
Centre shot - Saved,6.0,6,7,4,AUS,4.0,MIRARCHI C,4 - 7,286,ITA,4:46
20 sec. exclusion in centre,11.0,6,7,4,AUS,4.0,HOLLIS L,4 - 7,285,AUS,4:45
Exclusion with substitution,11.0,6,7,4,AUS,4.0,HOLLIS L,4 - 7,285,AUS,4:45
Centre shot - Post,12.0,6,7,4,AUS,4.0,BERTOLI Z,4 - 7,262,ITA,4:22
Time-Out,,6,7,4,AUS,4.0,,4 - 7,253,AUS,4:13
Action shot - Saved,9.0,6,7,4,AUS,4.0,FORD A,4 - 7,234,AUS,3:54
Centre shot - Saved,11.0,6,7,4,AUS,4.0,AICARDI M,4 - 7,210,ITA,3:30
Action shot - Saved,10.0,6,7,4,AUS,4.0,FANNON J,4 - 7,181,AUS,3:01
Turnover foul,11.0,6,7,4,AUS,4.0,AICARDI M,4 - 7,154,ITA,2:34
Steal,5.0,6,7,4,AUS,4.0,POWER N,4 - 7,154,AUS,2:34
5m shot - Missed,9.0,6,7,4,AUS,4.0,FORD A,4 - 7,125,AUS,2:05
20 sec. exclusion in field,9.0,6,7,4,AUS,4.0,FORD A,4 - 7,125,AUS,2:05
Time-Out,,6,7,4,AUS,4.0,,4 - 7,125,ITA,2:05
Turnover foul,4.0,6,7,4,AUS,4.0,KAYES J,4 - 7,44,AUS,0:44
20 sec. exclusion in centre,12.0,6,7,4,AUS,4.0,BROOKS N,4 - 7,33,AUS,0:33
Extra player shot - Blocked,6.0,6,7,4,AUS,4.0,MIRARCHI C,4 - 7,17,ITA,0:17
20 sec. exclusion in centre,9.0,6,7,4,AUS,4.0,RENZUTO IODICE V,4 - 7,2,ITA,0:02
Extra player shot - Blocked,4.0,6,7,4,AUS,4.0,KAYES J,4 - 7,1,AUS,0:01
Starting goalkeeper,13.0,7,0,0,MNE,1.0,SCEPANOVIC M,0 - 0,480,MNE,8:00
Starting goalkeeper,13.0,7,0,0,MNE,1.0,VOLAREVIC G,0 - 0,480,ITA,8:00
Sprint won possession,2.0,7,0,0,MNE,1.0,BRGULJAN D,0 - 0,480,MNE,8:00
Turnover foul,2.0,7,0,0,MNE,1.0,BRGULJAN D,0 - 0,451,MNE,7:31
Steal,5.0,7,0,0,MNE,1.0,PRESCIUTTI N,0 - 0,451,ITA,7:31
Turnover foul,5.0,7,0,0,MNE,1.0,PRESCIUTTI N,0 - 0,450,ITA,7:30
20 sec. exclusion in centre,5.0,7,0,0,MNE,1.0,PRESCIUTTI N,0 - 0,440,ITA,7:20
Extra player shot - Goal,2.0,7,0,1,MNE,1.0,BRGULJAN D,1 - 0,430,MNE,7:10
20 sec. exclusion in field,9.0,7,0,1,MNE,1.0,RADOVIC D,1 - 0,417,MNE,6:57
Centre shot - Post,11.0,7,0,1,MNE,1.0,AICARDI M,1 - 0,397,ITA,6:37
Turnover foul,6.0,7,0,1,MNE,1.0,RADOVIC A,1 - 0,372,MNE,6:12
20 sec. exclusion in centre,11.0,7,0,1,MNE,1.0,CUCKOVIC U,1 - 0,351,MNE,5:51
Action shot - Goal,9.0,7,1,1,MNE,1.0,RENZUTO IODICE V,1 - 1,329,ITA,5:29
Action shot - Saved,12.0,7,1,1,MNE,1.0,MURISIC N,1 - 1,311,MNE,5:11
Turnover foul,8.0,7,1,1,MNE,1.0,UKROPINA A,1 - 1,293,MNE,4:53
5m shot - Saved,9.0,7,1,1,MNE,1.0,RENZUTO IODICE V,1 - 1,265,ITA,4:25
20 sec. exclusion in field,4.0,7,1,1,MNE,1.0,FIGLIOLI P,1 - 1,251,ITA,4:11
Action shot - Post,12.0,7,1,1,MNE,1.0,MURISIC N,1 - 1,236,MNE,3:56
5m shot - Blocked,9.0,7,1,1,MNE,1.0,RENZUTO IODICE V,1 - 1,207,ITA,3:27
Turnover foul,3.0,7,1,1,MNE,1.0,GITTO N,1 - 1,178,ITA,2:58
20 sec. exclusion in centre,7.0,7,1,1,MNE,1.0,NORA A,1 - 1,153,ITA,2:33
Time-Out,,7,1,1,MNE,1.0,,1 - 1,153,MNE,2:33
Action shot - Saved,4.0,7,1,1,MNE,1.0,PETKOVIC M,1 - 1,136,MNE,2:16
5m shot - Blocked,12.0,7,1,1,MNE,1.0,BERTOLI Z,1 - 1,106,ITA,1:46
5m shot - Saved,9.0,7,1,1,MNE,1.0,RADOVIC D,1 - 1,81,MNE,1:21
Turnover foul,8.0,7,1,1,MNE,1.0,FONDELLI A,1 - 1,63,ITA,1:03
Steal,4.0,7,1,1,MNE,1.0,PETKOVIC M,1 - 1,63,MNE,1:03
5m shot - Saved,2.0,7,1,1,MNE,1.0,BRGULJAN D,1 - 1,35,MNE,0:35
Time-Out,,7,1,1,MNE,1.0,,1 - 1,26,ITA,0:26
Action shot - Saved,11.0,7,1,1,MNE,1.0,AICARDI M,1 - 1,9,ITA,0:09
5m shot - Blocked,9.0,7,1,1,MNE,1.0,RENZUTO IODICE V,1 - 1,1,ITA,0:01
Starting goalkeeper,13.0,7,1,1,MNE,2.0,SCEPANOVIC M,1 - 1,480,MNE,8:00
Starting goalkeeper,13.0,7,1,1,MNE,2.0,VOLAREVIC G,1 - 1,480,ITA,8:00
Sprint won possession,4.0,7,1,1,MNE,2.0,FIGLIOLI P,1 - 1,480,ITA,8:00
Turnover foul,11.0,7,1,1,MNE,2.0,AICARDI M,1 - 1,462,ITA,7:42
Centre shot - Saved,7.0,7,1,1,MNE,2.0,DRASKOVIC D,1 - 1,445,MNE,7:25
Turnover foul,11.0,7,1,1,MNE,2.0,AICARDI M,1 - 1,423,ITA,7:03
5m shot - Goal,2.0,7,1,2,MNE,2.0,BRGULJAN D,2 - 1,409,MNE,6:49
Action shot - Post,10.0,7,1,2,MNE,2.0,BODEGAS M,2 - 1,380,ITA,6:20
Turnover foul,7.0,7,1,2,MNE,2.0,DRASKOVIC D,2 - 1,358,MNE,5:58
20 sec. exclusion in field,2.0,7,1,2,MNE,2.0,BRGULJAN D,2 - 1,348,MNE,5:48
5m shot - Saved,5.0,7,1,2,MNE,2.0,PRESCIUTTI N,2 - 1,333,ITA,5:33
Turnover foul,3.0,7,1,2,MNE,2.0,GITTO N,2 - 1,324,ITA,5:24
5m shot - Missed,12.0,7,1,2,MNE,2.0,MURISIC N,2 - 1,298,MNE,4:58
20 sec. exclusion in field,7.0,7,1,2,MNE,2.0,DRASKOVIC D,2 - 1,282,MNE,4:42
Turnover foul,7.0,7,1,2,MNE,2.0,NORA A,2 - 1,269,ITA,4:29
Steal,8.0,7,1,2,MNE,2.0,UKROPINA A,2 - 1,269,MNE,4:29
Time-Out,,7,1,2,MNE,2.0,,2 - 1,263,MNE,4:23
Turnover foul,12.0,7,1,2,MNE,2.0,MURISIC N,2 - 1,240,MNE,4:00
5m shot - Blocked,3.0,7,1,2,MNE,2.0,GITTO N,2 - 1,217,ITA,3:37
5m shot - Goal,10.0,7,2,2,MNE,2.0,BODEGAS M,2 - 2,214,ITA,3:34
Turnover foul,2.0,7,2,2,MNE,2.0,BRGULJAN D,2 - 2,200,MNE,3:20
Steal,5.0,7,2,2,MNE,2.0,PRESCIUTTI N,2 - 2,200,ITA,3:20
Counter attack - Saved,5.0,7,2,2,MNE,2.0,PRESCIUTTI N,2 - 2,186,ITA,3:06
Action shot - Saved,6.0,7,2,2,MNE,2.0,RADOVIC A,2 - 2,147,MNE,2:27
Action shot - Saved,2.0,7,2,2,MNE,2.0,di FULVIO F,2 - 2,129,ITA,2:09
