Action,Cap,GRE,Game,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time,Result,Goal
Action shot,9.0,3,1,0,MNE,3.0,IVOVIC A,0 - 3,396,MNE,6:36,Saved,0
Extra player shot,9.0,3,1,0,MNE,3.0,MOURIKIS K,0 - 3,365,GRE,6:05,Missed,0
Action shot,7.0,3,1,0,MNE,3.0,JANOVIC M,0 - 3,298,MNE,4:58,Missed,0
Extra player shot,8.0,3,1,0,MNE,3.0,DELAKAS E,0 - 3,278,GRE,4:38,Saved,0
Centre shot,10.0,3,1,0,MNE,3.0,KOLOMVOS C,0 - 3,260,GRE,4:20,Missed,0
Action shot,5.0,3,1,0,MNE,3.0,BRGULJAN D,0 - 3,240,MNE,4:00,Post,0
Centre shot,10.0,3,1,0,MNE,3.0,KOLOMVOS C,0 - 3,229,GRE,3:49,Missed,0
Action shot,5.0,4,1,0,MNE,3.0,FOUNTOULIS I,0 - 4,147,GRE,2:27,Goal,1
Action shot,3.0,4,1,0,MNE,3.0,PASKOVIC V,0 - 4,121,MNE,2:01,Saved,0
Penalty shot,9.0,4,1,1,MNE,3.0,IVOVIC A,1 - 4,74,MNE,1:14,Goal,1
Action shot,2.0,5,1,1,MNE,3.0,MYLONAKIS E,1 - 5,26,GRE,0:26,Goal,1
Action shot,6.0,5,1,1,MNE,4.0,CROUSILLAT U,1 - 5,450,MNE,7:30,Post,0
Action shot,9.0,5,1,1,MNE,4.0,IVOVIC A,1 - 5,438,MNE,7:18,Saved,0
Extra player shot,2.0,6,1,1,MNE,4.0,MYLONAKIS E,1 - 6,414,GRE,6:54,Goal,1
Extra player shot,6.0,6,1,1,MNE,4.0,CROUSILLAT U,1 - 6,381,MNE,6:21,Saved,0
Action shot,6.0,6,1,1,MNE,4.0,CROUSILLAT U,1 - 6,339,MNE,5:39,Saved,0
5m shot,11.0,6,1,1,MNE,4.0,GOUNAS A,1 - 6,311,GRE,5:11,Blocked,0
Action shot,9.0,6,1,2,MNE,4.0,IVOVIC A,2 - 6,276,MNE,4:36,Goal,1
Action shot,8.0,6,1,2,MNE,4.0,JANOVIC N,2 - 6,219,MNE,3:39,Blocked,0
5m shot,8.0,6,1,2,MNE,4.0,DELAKAS E,2 - 6,191,GRE,3:11,Blocked,0
Action shot,7.0,6,1,2,MNE,4.0,JANOVIC M,2 - 6,161,MNE,2:41,Saved,0
Extra player shot,2.0,6,1,2,MNE,4.0,BRGULJAN D,2 - 6,119,MNE,1:59,Missed,0
Centre shot,9.0,6,1,2,MNE,4.0,MOURIKIS K,2 - 6,95,GRE,1:35,Blocked,0
Extra player shot,8.0,6,1,3,MNE,4.0,JANOVIC N,3 - 6,56,MNE,0:56,Goal,1
Action shot,5.0,6,1,3,MNE,4.0,FOUNTOULIS I,3 - 6,28,GRE,0:28,Blocked,0
Counter attack,9.0,6,1,4,MNE,4.0,IVOVIC A,4 - 6,22,MNE,0:22,Goal,1
Action shot,5.0,1,2,0,NZL,1.0,FOUNTOULIS I,0 - 1,453,GRE,7:33,Goal,1
5m shot,12.0,1,2,1,NZL,1.0,PYE A,1 - 1,437,NZL,7:17,Goal,1
Centre shot,9.0,1,2,1,NZL,1.0,MOURIKIS K,1 - 1,413,GRE,6:53,Post,0
Action shot,12.0,2,2,1,NZL,1.0,VLACHOPOULOS A,1 - 2,361,GRE,6:01,Goal,1
Action shot,2.0,2,2,1,NZL,1.0,MYLONAKIS E,1 - 2,304,GRE,5:04,Blocked,0
5m shot,12.0,2,2,1,NZL,1.0,PYE A,1 - 2,276,NZL,4:36,Missed,0
Action shot,12.0,3,2,1,NZL,1.0,VLACHOPOULOS A,1 - 3,259,GRE,4:19,Goal,1
Action shot,5.0,4,2,1,NZL,1.0,FOUNTOULIS I,1 - 4,224,GRE,3:44,Goal,1
Action shot,12.0,4,2,1,NZL,1.0,VLACHOPOULOS A,1 - 4,168,GRE,2:48,Saved,0
5m shot,10.0,4,2,1,NZL,1.0,BRYANT M,1 - 4,143,NZL,2:23,Saved,0
Centre shot,7.0,4,2,2,NZL,1.0,JACKSON D,2 - 4,133,NZL,2:13,Goal,1
5m shot,12.0,4,2,2,NZL,1.0,PYE A,2 - 4,79,NZL,1:19,Saved,0
Extra player shot,5.0,5,2,2,NZL,1.0,FOUNTOULIS I,2 - 5,59,GRE,0:59,Goal,1
5m shot,12.0,5,2,2,NZL,1.0,PYE A,2 - 5,34,NZL,0:34,Saved,0
Extra player shot,5.0,5,2,2,NZL,1.0,FOUNTOULIS I,2 - 5,5,GRE,0:05,Saved,0
5m shot,5.0,5,2,2,NZL,1.0,ROSS J,2 - 5,1,NZL,0:01,Saved,0
Centre shot,10.0,6,2,2,NZL,2.0,KOLOMVOS C,2 - 6,451,GRE,7:31,Goal,1
Centre shot,5.0,6,2,2,NZL,2.0,ROSS J,2 - 6,428,NZL,7:08,Saved,0
Centre shot,10.0,7,2,2,NZL,2.0,KOLOMVOS C,2 - 7,407,GRE,6:47,Goal,1
Extra player shot,2.0,7,2,2,NZL,2.0,MYLONAKIS E,2 - 7,381,GRE,6:21,Post,0
Extra player shot,5.0,8,2,2,NZL,2.0,FOUNTOULIS I,2 - 8,322,GRE,5:22,Goal,1
Action shot,5.0,9,2,2,NZL,2.0,FOUNTOULIS I,2 - 9,232,GRE,3:52,Goal,1
5m shot,12.0,9,2,2,NZL,2.0,PYE A,2 - 9,206,NZL,3:26,Missed,0
Action shot,11.0,9,2,2,NZL,2.0,GOUNAS A,2 - 9,191,GRE,3:11,Post,0
Centre shot,9.0,10,2,2,NZL,2.0,MOURIKIS K,2 - 10,151,GRE,2:31,Goal,1
5m shot,12.0,10,2,2,NZL,2.0,PYE A,2 - 10,123,NZL,2:03,Saved,0
Extra player shot,12.0,11,2,2,NZL,2.0,VLACHOPOULOS A,2 - 11,89,GRE,1:29,Goal,1
Action shot,2.0,11,2,2,NZL,2.0,LEWIS M,2 - 11,67,NZL,1:07,Saved,0
Extra player shot,9.0,12,2,2,NZL,2.0,MOURIKIS K,2 - 12,46,GRE,0:46,Goal,1
Action shot,5.0,12,2,2,NZL,2.0,ROSS J,2 - 12,21,NZL,0:21,Missed,0
Action shot,11.0,13,2,2,NZL,2.0,GOUNAS A,2 - 13,8,GRE,0:08,Goal,1
5m shot,2.0,13,2,3,NZL,2.0,LEWIS M,3 - 13,1,NZL,0:01,Goal,1
Centre shot,9.0,24,2,4,NZL,4.0,MOURIKIS K,4 - 24,57,GRE,0:57,Goal,1
Centre shot,9.0,14,2,3,NZL,3.0,MOURIKIS K,3 - 14,453,GRE,7:33,Goal,1
Extra player shot,3.0,14,2,3,NZL,3.0,CURRY S,3 - 14,410,NZL,6:50,Post,0
Centre shot,9.0,15,2,3,NZL,3.0,MOURIKIS K,3 - 15,383,GRE,6:23,Goal,1
Action shot,7.0,16,2,3,NZL,3.0,AFROUDAKIS C,3 - 16,324,GRE,5:24,Goal,1
Action shot,4.0,16,2,3,NZL,3.0,LOWERY F,3 - 16,303,NZL,5:03,Blocked,0
5m shot,10.0,16,2,3,NZL,3.0,BRYANT M,3 - 16,288,NZL,4:48,Blocked,0
5m shot,2.0,17,2,3,NZL,3.0,MYLONAKIS E,3 - 17,265,GRE,4:25,Goal,1
Action shot,12.0,17,2,3,NZL,3.0,VLACHOPOULOS A,3 - 17,224,GRE,3:44,Blocked,0
Action shot,12.0,17,2,3,NZL,3.0,VLACHOPOULOS A,3 - 17,212,GRE,3:32,Saved,0
Extra player shot,11.0,17,2,3,NZL,3.0,GOUNAS A,3 - 17,197,GRE,3:17,Saved,0
Extra player shot,7.0,17,2,3,NZL,3.0,AFROUDAKIS C,3 - 17,153,GRE,2:33,Post,0
Action shot,2.0,18,2,3,NZL,3.0,MYLONAKIS E,3 - 18,141,GRE,2:21,Goal,1
Action shot,5.0,18,2,3,NZL,3.0,ROSS J,3 - 18,120,NZL,2:00,Saved,0
Action shot,3.0,18,2,3,NZL,3.0,CURRY S,3 - 18,77,NZL,1:17,Missed,0
Extra player shot,11.0,19,2,3,NZL,3.0,GOUNAS A,3 - 19,46,GRE,0:46,Goal,1
5m shot,10.0,19,2,3,NZL,3.0,BRYANT M,3 - 19,1,NZL,0:01,Missed,0
5m shot,11.0,19,2,3,NZL,4.0,TIJSEN L,3 - 19,459,NZL,7:39,Post,0
Action shot,11.0,20,2,3,NZL,4.0,GOUNAS A,3 - 20,438,GRE,7:18,Goal,1
Action shot,2.0,20,2,3,NZL,4.0,LEWIS M,3 - 20,416,NZL,6:56,Missed,0
Centre shot,10.0,20,2,3,NZL,4.0,KOLOMVOS C,3 - 20,402,GRE,6:42,Post,0
