Action,Cap,GRE,Game,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time
Turnover foul,8.0,1,4,1,RSA,1.0,BELL R,1 - 1,299,RSA,4:59
20 sec. exclusion in centre,8.0,1,4,1,RSA,1.0,BELL R,1 - 1,280,RSA,4:40
Extra player shot - Saved,8.0,1,4,1,RSA,1.0,DELAKAS E,1 - 1,266,GRE,4:26
Turnover foul,3.0,1,4,1,RSA,1.0,CARD D,1 - 1,237,RSA,3:57
Steal,2.0,1,4,1,RSA,1.0,MYLONAKIS E,1 - 1,237,GRE,3:57
Centre shot - Saved,9.0,1,4,1,RSA,1.0,MOURIKIS K,1 - 1,210,GRE,3:30
Turnover foul,6.0,1,4,1,RSA,1.0,KYTE J,1 - 1,189,RSA,3:09
5m shot - Post,12.0,1,4,1,RSA,1.0,VLACHOPOULOS A,1 - 1,163,GRE,2:43
Centre shot - Goal,9.0,2,4,1,RSA,1.0,MOURIKIS K,2 - 1,144,GRE,2:24
Turnover foul,10.0,2,4,1,RSA,1.0,le ROUX P,2 - 1,133,RSA,2:13
Counter attack - Goal,7.0,3,4,1,RSA,1.0,AFROUDAKIS C,3 - 1,119,GRE,1:59
Turnover foul,11.0,3,4,1,RSA,1.0,MOLYNEUX N,3 - 1,92,RSA,1:32
Steal,7.0,3,4,1,RSA,1.0,AFROUDAKIS C,3 - 1,92,GRE,1:32
Action shot - Saved,5.0,3,4,1,RSA,1.0,FOUNTOULIS I,3 - 1,72,GRE,1:12
5m shot - Saved,2.0,3,4,1,RSA,1.0,le ROUX E,3 - 1,42,RSA,0:42
5m shot - Goal,11.0,3,4,2,RSA,1.0,MOLYNEUX N,3 - 2,29,RSA,0:29
Turnover foul,10.0,3,4,2,RSA,1.0,KOLOMVOS C,3 - 2,6,GRE,0:06
Steal,4.0,3,4,2,RSA,1.0,BADENHORST I,3 - 2,6,RSA,0:06
5m shot - Missed,8.0,3,4,2,RSA,1.0,BELL R,3 - 2,1,RSA,0:01
Starting goalkeeper,1.0,3,4,2,RSA,2.0,FLATSCHER D,3 - 2,480,RSA,8:00
Starting goalkeeper,1.0,3,4,2,RSA,2.0,TSALKANIS K,3 - 2,480,GRE,8:00
Sprint won possession,11.0,3,4,2,RSA,2.0,MOLYNEUX N,3 - 2,480,RSA,8:00
Turnover foul,8.0,3,4,2,RSA,2.0,BELL R,3 - 2,453,RSA,7:33
Steal,12.0,3,4,2,RSA,2.0,VLACHOPOULOS A,3 - 2,453,GRE,7:33
Action shot - Blocked,5.0,3,4,2,RSA,2.0,FOUNTOULIS I,3 - 2,426,GRE,7:06
Turnover foul,10.0,3,4,2,RSA,2.0,le ROUX P,3 - 2,399,RSA,6:39
Steal,2.0,3,4,2,RSA,2.0,MYLONAKIS E,3 - 2,399,GRE,6:39
20 sec. exclusion in centre,10.0,3,4,2,RSA,2.0,le ROUX P,3 - 2,380,RSA,6:20
Extra player shot - Post,7.0,3,4,2,RSA,2.0,AFROUDAKIS C,3 - 2,373,GRE,6:13
Turnover foul,5.0,3,4,2,RSA,2.0,RODDA N,3 - 2,348,RSA,5:48
Steal,2.0,3,4,2,RSA,2.0,MYLONAKIS E,3 - 2,348,GRE,5:48
Turnover foul,10.0,3,4,2,RSA,2.0,KOLOMVOS C,3 - 2,323,GRE,5:23
Steal,1.0,3,4,2,RSA,2.0,FLATSCHER D,3 - 2,323,RSA,5:23
Centre shot - Goal,4.0,3,4,3,RSA,2.0,BADENHORST I,3 - 3,302,RSA,5:02
20 sec. exclusion in centre,8.0,3,4,3,RSA,2.0,BELL R,3 - 3,286,RSA,4:46
Action shot - Goal,12.0,4,4,3,RSA,2.0,VLACHOPOULOS A,4 - 3,261,GRE,4:21
Turnover foul,3.0,4,4,3,RSA,2.0,CARD D,4 - 3,241,RSA,4:01
Steal,9.0,4,4,3,RSA,2.0,MOURIKIS K,4 - 3,241,GRE,4:01
Turnover foul,9.0,4,4,3,RSA,2.0,MOURIKIS K,4 - 3,212,GRE,3:32
Steal,6.0,4,4,3,RSA,2.0,KYTE J,4 - 3,212,RSA,3:32
Turnover foul,3.0,4,4,3,RSA,2.0,CARD D,4 - 3,191,RSA,3:11
Turnover foul,9.0,4,4,3,RSA,2.0,MOURIKIS K,4 - 3,177,GRE,2:57
Steal,1.0,4,4,3,RSA,2.0,FLATSCHER D,4 - 3,177,RSA,2:57
20 sec. exclusion in centre,8.0,4,4,3,RSA,2.0,DELAKAS E,4 - 3,154,GRE,2:34
Action shot - Post,5.0,4,4,3,RSA,2.0,RODDA N,4 - 3,133,RSA,2:13
Centre shot - Goal,7.0,4,4,4,RSA,2.0,DOWNES R,4 - 4,131,RSA,2:11
Turnover foul,10.0,4,4,4,RSA,2.0,KOLOMVOS C,4 - 4,106,GRE,1:46
Steal,1.0,4,4,4,RSA,2.0,FLATSCHER D,4 - 4,106,RSA,1:46
20 sec. exclusion in centre,8.0,4,4,4,RSA,2.0,DELAKAS E,4 - 4,79,GRE,1:19
Extra player shot - Post,2.0,4,4,4,RSA,2.0,le ROUX E,4 - 4,73,RSA,1:13
Turnover foul,12.0,4,4,4,RSA,4.0,VLACHOPOULOS A,4 - 4,183,GRE,3:03
Steal,6.0,4,4,4,RSA,4.0,KYTE J,4 - 4,183,RSA,3:03
Action shot - Missed,2.0,4,4,4,RSA,4.0,le ROUX E,4 - 4,169,RSA,2:49
Centre shot - Goal,5.0,13,4,5,RSA,4.0,FOUNTOULIS I,13 - 5,157,GRE,2:37
20 sec. exclusion in field,6.0,13,4,5,RSA,4.0,PONTIKEAS K,13 - 5,137,GRE,2:17
Extra player shot - Saved,2.0,13,4,5,RSA,4.0,le ROUX E,13 - 5,121,RSA,2:01
Turnover foul,11.0,13,4,5,RSA,4.0,MOLYNEUX N,13 - 5,92,RSA,1:32
Steal,9.0,13,4,5,RSA,4.0,MOURIKIS K,13 - 5,92,GRE,1:32
20 sec. exclusion in field,11.0,13,4,5,RSA,2.0,MOLYNEUX N,13 - 5,46,RSA,0:46
Action shot - Goal,11.0,5,4,4,RSA,2.0,GOUNAS A,5 - 4,25,GRE,0:25
Turnover foul,10.0,5,4,4,RSA,2.0,le ROUX P,5 - 4,15,RSA,0:15
20 sec. exclusion in field,13.0,5,4,4,RSA,2.0,STEWART D,5 - 4,4,RSA,0:04
Extra player shot - Goal,11.0,6,4,4,RSA,2.0,GOUNAS A,6 - 4,1,GRE,0:01
Starting goalkeeper,1.0,6,4,4,RSA,3.0,FLATSCHER D,6 - 4,480,RSA,8:00
Starting goalkeeper,1.0,6,4,4,RSA,3.0,TSALKANIS K,6 - 4,480,GRE,8:00
Sprint won possession,11.0,6,4,4,RSA,3.0,GOUNAS A,6 - 4,480,GRE,8:00
20 sec. exclusion in centre,7.0,6,4,4,RSA,3.0,DOWNES R,6 - 4,456,RSA,7:36
Action shot - Goal,11.0,7,4,4,RSA,3.0,GOUNAS A,7 - 4,430,GRE,7:10
Turnover foul,8.0,7,4,4,RSA,3.0,BELL R,7 - 4,403,RSA,6:43
Steal,2.0,7,4,4,RSA,3.0,MYLONAKIS E,7 - 4,403,GRE,6:43
20 sec. exclusion in field,8.0,7,4,4,RSA,3.0,BELL R,7 - 4,401,RSA,6:41
Exclusion with substitution,8.0,7,4,4,RSA,3.0,BELL R,7 - 4,401,RSA,6:41
Extra player shot - Goal,10.0,8,4,4,RSA,3.0,KOLOMVOS C,8 - 4,381,GRE,6:21
Turnover foul,2.0,8,4,4,RSA,3.0,MYLONAKIS E,8 - 4,330,GRE,5:30
Steal,1.0,8,4,4,RSA,3.0,FLATSCHER D,8 - 4,330,RSA,5:30
Turnover foul,13.0,8,4,4,RSA,3.0,STEWART D,8 - 4,311,RSA,5:11
Steal,12.0,8,4,4,RSA,3.0,VLACHOPOULOS A,8 - 4,311,GRE,5:11
Turnover foul,10.0,8,4,4,RSA,3.0,KOLOMVOS C,8 - 4,283,GRE,4:43
Steal,10.0,8,4,4,RSA,3.0,le ROUX P,8 - 4,283,RSA,4:43
Action shot - Saved,2.0,8,4,4,RSA,3.0,le ROUX E,8 - 4,258,RSA,4:18
20 sec. exclusion in field,2.0,8,4,4,RSA,3.0,le ROUX E,8 - 4,255,RSA,4:15
Extra player shot - Goal,10.0,9,4,4,RSA,3.0,KOLOMVOS C,9 - 4,240,GRE,4:00
Action shot - Saved,12.0,9,4,4,RSA,3.0,KAJEE A,9 - 4,221,RSA,3:41
Centre shot - Saved,6.0,9,4,4,RSA,3.0,PONTIKEAS K,9 - 4,193,GRE,3:13
Turnover foul,6.0,9,4,4,RSA,3.0,KYTE J,9 - 4,173,RSA,2:53
Steal,12.0,9,4,4,RSA,3.0,VLACHOPOULOS A,9 - 4,173,GRE,2:53
20 sec. exclusion in field,10.0,9,4,4,RSA,3.0,le ROUX P,9 - 4,172,RSA,2:52
Extra player shot - Goal,5.0,10,4,4,RSA,3.0,FOUNTOULIS I,10 - 4,161,GRE,2:41
5m shot - Saved,11.0,10,4,4,RSA,3.0,MOLYNEUX N,10 - 4,133,RSA,2:13
Action shot - Saved,5.0,10,4,4,RSA,3.0,RODDA N,10 - 4,112,RSA,1:52
Turnover foul,13.0,10,4,4,RSA,3.0,STEWART D,10 - 4,93,RSA,1:33
Steal,8.0,10,4,4,RSA,3.0,DELAKAS E,10 - 4,93,GRE,1:33
Turnover foul,9.0,10,4,4,RSA,3.0,MOURIKIS K,10 - 4,75,GRE,1:15
Turnover foul,9.0,10,4,4,RSA,3.0,MOURIKIS K,10 - 4,32,GRE,0:32
Steal,1.0,10,4,4,RSA,3.0,FLATSCHER D,10 - 4,32,RSA,0:32
Starting goalkeeper,1.0,10,4,4,RSA,4.0,TSALKANIS K,10 - 4,480,GRE,8:00
Starting goalkeeper,1.0,10,4,4,RSA,4.0,FLATSCHER D,10 - 4,480,RSA,8:00
Sprint won possession,7.0,10,4,4,RSA,4.0,DOWNES R,10 - 4,480,RSA,8:00
Turnover foul,10.0,10,4,4,RSA,4.0,le ROUX P,10 - 4,465,RSA,7:45
Steal,11.0,10,4,4,RSA,4.0,GOUNAS A,10 - 4,465,GRE,7:45
Centre shot - Post,10.0,10,4,4,RSA,4.0,KOLOMVOS C,10 - 4,444,GRE,7:24
Turnover foul,4.0,10,4,4,RSA,4.0,BADENHORST I,10 - 4,423,RSA,7:03
Steal,12.0,10,4,4,RSA,4.0,VLACHOPOULOS A,10 - 4,423,GRE,7:03
Action shot - Saved,8.0,10,4,4,RSA,4.0,DELAKAS E,10 - 4,400,GRE,6:40
5m shot - Missed,6.0,10,4,4,RSA,4.0,KYTE J,10 - 4,371,RSA,6:11
20 sec. exclusion in field,11.0,10,4,4,RSA,4.0,MOLYNEUX N,10 - 4,348,RSA,5:48
Extra player shot - Goal,7.0,11,4,4,RSA,4.0,AFROUDAKIS C,11 - 4,346,GRE,5:46
Turnover foul,10.0,11,4,4,RSA,4.0,le ROUX P,11 - 4,332,RSA,5:32
Steal,11.0,11,4,4,RSA,4.0,GOUNAS A,11 - 4,332,GRE,5:32
Counter attack - Goal,2.0,12,4,4,RSA,4.0,MYLONAKIS E,12 - 4,322,GRE,5:22
Time-Out,,12,4,4,RSA,4.0,,12 - 4,322,RSA,5:22
Turnover foul,5.0,12,4,4,RSA,4.0,RODDA N,12 - 4,295,RSA,4:55
Steal,12.0,12,4,4,RSA,4.0,VLACHOPOULOS A,12 - 4,295,GRE,4:55
Turnover foul,10.0,12,4,4,RSA,4.0,KOLOMVOS C,12 - 4,269,GRE,4:29
Steal,3.0,12,4,4,RSA,4.0,CARD D,12 - 4,269,RSA,4:29
Action shot - Goal,2.0,12,4,5,RSA,4.0,le ROUX E,12 - 5,243,RSA,4:03
20 sec. exclusion in centre,4.0,12,4,5,RSA,4.0,BADENHORST I,12 - 5,217,RSA,3:37
Turnover foul,10.0,12,4,5,RSA,4.0,KOLOMVOS C,12 - 5,214,GRE,3:34
Steal,11.0,12,4,5,RSA,4.0,MOLYNEUX N,12 - 5,214,RSA,3:34
Turnover foul,6.0,12,4,5,RSA,4.0,KYTE J,12 - 5,186,RSA,3:06
Steal,12.0,12,4,5,RSA,4.0,VLACHOPOULOS A,12 - 5,186,GRE,3:06
Turnover foul,5.0,12,4,5,RSA,4.0,FOUNTOULIS I,12 - 5,69,GRE,1:09
Steal,7.0,12,4,5,RSA,4.0,DOWNES R,12 - 5,69,RSA,1:09
20 sec. exclusion in field,5.0,12,4,5,RSA,4.0,FOUNTOULIS I,12 - 5,66,GRE,1:06
Turnover foul,6.0,12,4,5,RSA,4.0,KYTE J,12 - 5,38,RSA,0:38
Steal,3.0,12,4,5,RSA,4.0,GOUVIS K,12 - 5,38,GRE,0:38
Turnover foul,9.0,12,4,5,RSA,4.0,MOURIKIS K,12 - 5,14,GRE,0:14
5m shot - Missed,7.0,12,4,5,RSA,4.0,DOWNES R,12 - 5,1,RSA,0:01
Starting goalkeeper,1.0,0,5,0,HUN,1.0,NAGY V,0 - 0,480,HUN,8:00
Starting goalkeeper,1.0,0,5,0,HUN,1.0,TSALKANIS K,0 - 0,480,GRE,8:00
Sprint won possession,10.0,0,5,0,HUN,1.0,VARGA D,0 - 0,480,HUN,8:00
20 sec. exclusion in centre,8.0,0,5,0,HUN,1.0,DELAKAS E,0 - 0,464,GRE,7:44
Extra player shot - Saved,2.0,0,5,0,HUN,1.0,GOR-NAGY M,0 - 0,456,HUN,7:36
Action shot - Saved,3.0,0,5,0,HUN,1.0,MADARAS N,0 - 0,439,HUN,7:19
Turnover foul,12.0,0,5,0,HUN,1.0,HARAI B,0 - 0,416,HUN,6:56
Steal,12.0,0,5,0,HUN,1.0,VLACHOPOULOS A,0 - 0,416,GRE,6:56
Action shot - Blocked,12.0,0,5,0,HUN,1.0,VLACHOPOULOS A,0 - 0,391,GRE,6:31
Turnover foul,10.0,0,5,0,HUN,1.0,VARGA D,0 - 0,378,HUN,6:18
Steal,12.0,0,5,0,HUN,1.0,VLACHOPOULOS A,0 - 0,378,GRE,6:18
Action shot - Saved,5.0,0,5,0,HUN,1.0,FOUNTOULIS I,0 - 0,350,GRE,5:50
Turnover foul,12.0,0,5,0,HUN,1.0,HARAI B,0 - 0,323,HUN,5:23
Steal,8.0,0,5,0,HUN,1.0,DELAKAS E,0 - 0,323,GRE,5:23
Turnover foul,10.0,0,5,0,HUN,1.0,KOLOMVOS C,0 - 0,294,GRE,4:54
Steal,1.0,0,5,0,HUN,1.0,NAGY V,0 - 0,294,HUN,4:54
Action shot - Blocked,10.0,0,5,0,HUN,1.0,VARGA D,0 - 0,267,HUN,4:27
20 sec. exclusion in field,10.0,0,5,0,HUN,1.0,VARGA D,0 - 0,266,HUN,4:26
Turnover foul,5.0,0,5,0,HUN,1.0,FOUNTOULIS I,0 - 0,242,GRE,4:02
Action shot - Saved,3.0,0,5,0,HUN,1.0,MADARAS N,0 - 0,226,HUN,3:46
20 sec. exclusion in centre,8.0,0,5,0,HUN,1.0,SZIVOS M,0 - 0,202,HUN,3:22
Extra player shot - Saved,7.0,0,5,0,HUN,1.0,AFROUDAKIS C,0 - 0,198,GRE,3:18
Action shot - Saved,5.0,0,5,0,HUN,1.0,FOUNTOULIS I,0 - 0,178,GRE,2:58
5m shot - Blocked,8.0,0,5,0,HUN,1.0,DELAKAS E,0 - 0,152,GRE,2:32
Turnover foul,10.0,0,5,0,HUN,1.0,KOLOMVOS C,0 - 0,132,GRE,2:12
20 sec. exclusion in centre,12.0,0,5,0,HUN,1.0,VLACHOPOULOS A,0 - 0,105,GRE,1:45
Extra player shot - Goal,6.0,0,5,1,HUN,1.0,HOSNYANSZKY N,0 - 1,95,HUN,1:35
20 sec. exclusion in centre,7.0,0,5,1,HUN,1.0,DECKER A,0 - 1,72,HUN,1:12
Action shot - Goal,2.0,1,5,1,HUN,1.0,MYLONAKIS E,1 - 1,51,GRE,0:51
20 sec. exclusion in centre,6.0,1,5,1,HUN,1.0,PONTIKEAS K,1 - 1,39,GRE,0:39
Extra player shot - Goal,11.0,1,5,2,HUN,1.0,BEDO K,1 - 2,21,HUN,0:21
Action shot - Saved,2.0,1,5,2,HUN,1.0,MYLONAKIS E,1 - 2,1,GRE,0:01
Starting goalkeeper,1.0,1,5,2,HUN,2.0,NAGY V,1 - 2,480,HUN,8:00
Starting goalkeeper,1.0,1,5,2,HUN,2.0,TSALKANIS K,1 - 2,480,GRE,8:00
Sprint won possession,2.0,1,5,2,HUN,2.0,MYLONAKIS E,1 - 2,480,GRE,8:00
Action shot - Post,5.0,1,5,2,HUN,2.0,FOUNTOULIS I,1 - 2,450,GRE,7:30
20 sec. exclusion in centre,12.0,1,5,2,HUN,2.0,VLACHOPOULOS A,1 - 2,421,GRE,7:01
Extra player shot - Post,9.0,1,5,2,HUN,2.0,VARGA D,1 - 2,401,HUN,6:41
20 sec. exclusion in centre,5.0,1,5,2,HUN,2.0,VAMOS M,1 - 2,376,HUN,6:16
Extra player shot - Goal,5.0,2,5,2,HUN,2.0,FOUNTOULIS I,2 - 2,359,GRE,5:59
Centre shot - Saved,10.0,2,5,2,HUN,2.0,VARGA D,2 - 2,332,HUN,5:32
5m shot - Saved,6.0,2,5,2,HUN,2.0,PONTIKEAS K,2 - 2,302,GRE,5:02
Turnover foul,12.0,2,5,2,HUN,2.0,HARAI B,2 - 2,279,HUN,4:39
Steal,5.0,2,5,2,HUN,2.0,FOUNTOULIS I,2 - 2,279,GRE,4:39
Turnover foul,2.0,2,5,2,HUN,2.0,MYLONAKIS E,2 - 2,256,GRE,4:16
20 sec. exclusion in centre,6.0,2,5,2,HUN,2.0,PONTIKEAS K,2 - 2,229,GRE,3:49
Extra player shot - Saved,2.0,2,5,2,HUN,2.0,GOR-NAGY M,2 - 2,217,HUN,3:37
20 sec. exclusion in field,2.0,2,5,2,HUN,2.0,GOR-NAGY M,2 - 2,216,HUN,3:36
Action shot - Blocked,7.0,2,5,2,HUN,2.0,AFROUDAKIS C,2 - 2,187,GRE,3:07
Action shot - Saved,3.0,2,5,2,HUN,2.0,MADARAS N,2 - 2,163,HUN,2:43
20 sec. exclusion in centre,9.0,2,5,2,HUN,2.0,VARGA D,2 - 2,143,HUN,2:23
Turnover foul,12.0,2,5,2,HUN,2.0,VLACHOPOULOS A,2 - 2,129,GRE,2:09
Steal,8.0,2,5,2,HUN,2.0,SZIVOS M,2 - 2,129,HUN,2:09
20 sec. exclusion in centre,8.0,2,5,2,HUN,2.0,DELAKAS E,2 - 2,110,GRE,1:50
Centre shot - Goal,7.0,2,5,3,HUN,2.0,DECKER A,2 - 3,88,HUN,1:28
20 sec. exclusion in centre,7.0,2,5,3,HUN,2.0,DECKER A,2 - 3,61,HUN,1:01
Extra player shot - Saved,9.0,2,5,3,HUN,2.0,MOURIKIS K,2 - 3,52,GRE,0:52
Extra player shot - Post,5.0,2,5,3,HUN,2.0,FOUNTOULIS I,2 - 3,45,GRE,0:45
Turnover foul,2.0,2,5,3,HUN,2.0,GOR-NAGY M,2 - 3,16,HUN,0:16
20 sec. exclusion in field,8.0,2,5,3,HUN,2.0,SZIVOS M,2 - 3,7,HUN,0:07
Extra player shot - Blocked,5.0,2,5,3,HUN,2.0,FOUNTOULIS I,2 - 3,3,GRE,0:03
5m shot - Saved,6.0,2,5,3,HUN,2.0,HOSNYANSZKY N,2 - 3,1,HUN,0:01
Starting goalkeeper,1.0,2,5,3,HUN,3.0,NAGY V,2 - 3,480,HUN,8:00
Starting goalkeeper,1.0,2,5,3,HUN,3.0,TSALKANIS K,2 - 3,480,GRE,8:00
Sprint won possession,11.0,2,5,3,HUN,3.0,GOUNAS A,2 - 3,480,GRE,8:00
20 sec. exclusion in centre,2.0,2,5,3,HUN,3.0,GOR-NAGY M,2 - 3,456,HUN,7:36
Centre shot - Saved,12.0,2,5,3,HUN,3.0,VLACHOPOULOS A,2 - 3,431,GRE,7:11
Action shot - Missed,5.0,2,5,3,HUN,3.0,VAMOS M,2 - 3,405,HUN,6:45
Turnover foul,9.0,2,5,3,HUN,3.0,MOURIKIS K,2 - 3,378,GRE,6:18
Turnover foul,11.0,2,5,3,HUN,3.0,BEDO K,2 - 3,359,HUN,5:59
20 sec. exclusion in field,7.0,2,5,3,HUN,3.0,DECKER A,2 - 3,358,HUN,5:58
Exclusion with substitution,7.0,2,5,3,HUN,3.0,DECKER A,2 - 3,358,HUN,5:58
Time-Out,,2,5,3,HUN,3.0,,2 - 3,357,GRE,5:57
Extra player shot - Saved,11.0,2,5,3,HUN,3.0,GOUNAS A,2 - 3,338,GRE,5:38
20 sec. exclusion in centre,7.0,2,5,3,HUN,3.0,AFROUDAKIS C,2 - 3,311,GRE,5:11
Extra player shot - Goal,6.0,2,5,4,HUN,3.0,HOSNYANSZKY N,2 - 4,291,HUN,4:51
Turnover foul,5.0,2,5,4,HUN,3.0,FOUNTOULIS I,2 - 4,269,GRE,4:29
Steal,1.0,2,5,4,HUN,3.0,NAGY V,2 - 4,269,HUN,4:29
5m shot - Post,3.0,2,5,4,HUN,3.0,MADARAS N,2 - 4,245,HUN,4:05
Action shot - Post,7.0,2,5,4,HUN,3.0,AFROUDAKIS C,2 - 4,217,GRE,3:37
20 sec. exclusion in centre,7.0,2,5,4,HUN,3.0,AFROUDAKIS C,2 - 4,200,GRE,3:20
Time-Out,,2,5,4,HUN,3.0,,2 - 4,200,HUN,3:20
Extra player shot - Saved,8.0,2,5,4,HUN,3.0,SZIVOS M,2 - 4,180,HUN,3:00
Action shot - Saved,11.0,2,5,4,HUN,3.0,GOUNAS A,2 - 4,152,GRE,2:32
Turnover foul,12.0,2,5,4,HUN,3.0,VLACHOPOULOS A,2 - 4,125,GRE,2:05
Steal,9.0,2,5,4,HUN,3.0,VARGA D,2 - 4,125,HUN,2:05
20 sec. exclusion in centre,8.0,2,5,4,HUN,3.0,DELAKAS E,2 - 4,103,GRE,1:43
Exclusion with substitution,8.0,2,5,4,HUN,3.0,DELAKAS E,2 - 4,103,GRE,1:43
Extra player shot - Goal,5.0,2,5,5,HUN,3.0,VAMOS M,2 - 5,84,HUN,1:24
Exclusion with substitution,2.0,2,5,5,HUN,3.0,GOR-NAGY M,2 - 5,67,HUN,1:07
20 sec. exclusion in centre,2.0,2,5,5,HUN,3.0,GOR-NAGY M,2 - 5,67,HUN,1:07
Extra player shot - Goal,12.0,3,5,5,HUN,3.0,VLACHOPOULOS A,3 - 5,52,GRE,0:52
5m shot - Saved,3.0,3,5,5,HUN,3.0,MADARAS N,3 - 5,22,HUN,0:22
Starting goalkeeper,1.0,3,5,5,HUN,4.0,NAGY V,3 - 5,480,HUN,8:00
Starting goalkeeper,1.0,3,5,5,HUN,4.0,TSALKANIS K,3 - 5,480,GRE,8:00
Sprint won possession,7.0,3,5,5,HUN,4.0,AFROUDAKIS C,3 - 5,480,GRE,8:00
Turnover foul,10.0,3,5,5,HUN,4.0,KOLOMVOS C,3 - 5,459,GRE,7:39
20 sec. exclusion in centre,6.0,3,5,5,HUN,4.0,PONTIKEAS K,3 - 5,441,GRE,7:21
Exclusion with substitution,6.0,3,5,5,HUN,4.0,PONTIKEAS K,3 - 5,441,GRE,7:21
Turnover foul,12.0,3,5,5,HUN,4.0,HARAI B,3 - 5,423,HUN,7:03
Action shot - Missed,12.0,3,5,5,HUN,4.0,VLACHOPOULOS A,3 - 5,398,GRE,6:38
5m shot - Goal,10.0,3,5,6,HUN,4.0,VARGA D,3 - 6,367,HUN,6:07
20 sec. exclusion in centre,9.0,3,5,6,HUN,4.0,VARGA D,3 - 6,351,HUN,5:51
Extra player shot - Saved,5.0,3,5,6,HUN,4.0,FOUNTOULIS I,3 - 6,333,GRE,5:33
Extra player shot - Saved,5.0,3,5,6,HUN,4.0,FOUNTOULIS I,3 - 6,325,GRE,5:25
20 sec. exclusion in centre,8.0,3,5,6,HUN,4.0,SZIVOS M,3 - 6,311,HUN,5:11
Exclusion with substitution,8.0,3,5,6,HUN,4.0,SZIVOS M,3 - 6,311,HUN,5:11
Extra player shot - Missed,9.0,3,5,6,HUN,4.0,MOURIKIS K,3 - 6,299,GRE,4:59
20 sec. exclusion in centre,2.0,3,5,6,HUN,4.0,MYLONAKIS E,3 - 6,278,GRE,4:38
Extra player shot - Goal,3.0,3,5,7,HUN,4.0,MADARAS N,3 - 7,275,HUN,4:35
Time-Out,,3,5,7,HUN,4.0,,3 - 7,275,GRE,4:35
20 sec. exclusion in field,5.0,3,5,7,HUN,4.0,VAMOS M,3 - 7,268,HUN,4:28
Turnover foul,12.0,3,5,7,HUN,4.0,VLACHOPOULOS A,3 - 7,244,GRE,4:04
Counter attack - Goal,11.0,3,5,8,HUN,4.0,BEDO K,3 - 8,222,HUN,3:42
Action shot - Blocked,2.0,3,5,8,HUN,4.0,MYLONAKIS E,3 - 8,195,GRE,3:15
20 sec. exclusion in field,5.0,3,5,8,HUN,4.0,FOUNTOULIS I,3 - 8,177,GRE,2:57
Time-Out,,3,5,8,HUN,4.0,,3 - 8,171,HUN,2:51
Action shot - Saved,3.0,3,5,8,HUN,4.0,MADARAS N,3 - 8,147,HUN,2:27
Action shot - Missed,11.0,3,5,8,HUN,4.0,GOUNAS A,3 - 8,119,GRE,1:59
Exclusion with substitution,7.0,3,5,8,HUN,4.0,AFROUDAKIS C,3 - 8,104,GRE,1:44
Penalty foul,9.0,3,5,8,HUN,4.0,MOURIKIS K,3 - 8,94,GRE,1:34
Penalty shot - Goal,10.0,3,5,9,HUN,4.0,VARGA D,3 - 9,94,HUN,1:34
Action shot - Missed,11.0,3,5,9,HUN,4.0,GOUNAS A,3 - 9,64,GRE,1:04
Turnover foul,9.0,3,5,9,HUN,4.0,VARGA D,3 - 9,36,HUN,0:36
20 sec. exclusion in field,3.0,3,5,9,HUN,4.0,MADARAS N,3 - 9,11,HUN,0:11
Extra player shot - Saved,10.0,3,5,9,HUN,4.0,KOLOMVOS C,3 - 9,1,GRE,0:01
Starting goalkeeper,1.0,0,6,0,AUS,1.0,TSALKANIS K,0 - 0,480,GRE,8:00
Starting goalkeeper,13.0,0,6,0,AUS,1.0,CLARK J,0 - 0,480,AUS,8:00
Sprint won possession,11.0,0,6,0,AUS,1.0,HOWDEN R,0 - 0,480,AUS,8:00
Centre shot - Missed,9.0,0,6,0,AUS,1.0,SWIFT J,0 - 0,453,AUS,7:33
20 sec. exclusion in centre,5.0,0,6,0,AUS,1.0,POWER N,0 - 0,428,AUS,7:08
Extra player shot - Goal,5.0,1,6,0,AUS,1.0,FOUNTOULIS I,1 - 0,411,GRE,6:51
Action shot - Blocked,12.0,1,6,0,AUS,1.0,MILLER W,1 - 0,381,AUS,6:21
Action shot - Saved,5.0,1,6,0,AUS,1.0,FOUNTOULIS I,1 - 0,356,GRE,5:56
Action shot - Goal,8.0,1,6,1,AUS,1.0,YOUNGER A,1 - 1,338,AUS,5:38
20 sec. exclusion in centre,8.0,1,6,1,AUS,1.0,YOUNGER A,1 - 1,318,AUS,5:18
Extra player shot - Goal,8.0,2,6,1,AUS,1.0,DELAKAS E,2 - 1,304,GRE,5:04
Action shot - Saved,2.0,2,6,1,AUS,1.0,CAMPBELL R,2 - 1,276,AUS,4:36
20 sec. exclusion in centre,2.0,2,6,1,AUS,1.0,CAMPBELL R,2 - 1,251,AUS,4:11
Extra player shot - Goal,2.0,3,6,1,AUS,1.0,MYLONAKIS E,3 - 1,233,GRE,3:53
Action shot - Saved,11.0,3,6,1,AUS,1.0,HOWDEN R,3 - 1,203,AUS,3:23
Turnover foul,12.0,3,6,1,AUS,1.0,VLACHOPOULOS A,3 - 1,177,GRE,2:57
Turnover foul,9.0,3,6,1,AUS,1.0,SWIFT J,3 - 1,148,AUS,2:28
Steal,5.0,3,6,1,AUS,1.0,FOUNTOULIS I,3 - 1,148,GRE,2:28
