Action,Cap,Game,NED,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time
Starting goalkeeper,1.0,1,0,0,ESP,1.0,van der MEIJDEN I,0 - 0,480,NED,8:00
Starting goalkeeper,1.0,1,0,0,ESP,1.0,ESTER L,0 - 0,480,ESP,8:00
Sprint won possession,6.0,1,0,0,ESP,1.0,PAREJA J,0 - 0,480,ESP,8:00
Turnover foul,11.0,1,0,0,ESP,1.0,GARCIA GODOY M,0 - 0,455,ESP,7:35
Steal,7.0,1,0,0,ESP,1.0,van BELKUM I,0 - 0,455,NED,7:35
5m shot - Goal,11.0,1,1,0,ESP,1.0,KLAASSEN L,0 - 1,441,NED,7:21
Penalty foul,11.0,1,1,0,ESP,1.0,KLAASSEN L,0 - 1,418,NED,6:58
Penalty shot - Saved,6.0,1,1,0,ESP,1.0,PAREJA J,0 - 1,418,ESP,6:58
Turnover foul,7.0,1,1,0,ESP,1.0,van BELKUM I,0 - 1,396,NED,6:36
Steal,1.0,1,1,0,ESP,1.0,ESTER L,0 - 1,396,ESP,6:36
20 sec. exclusion in centre,8.0,1,1,0,ESP,1.0,SEVENICH V,0 - 1,379,NED,6:19
Extra player shot - Saved,11.0,1,1,0,ESP,1.0,GARCIA GODOY M,0 - 1,360,ESP,6:00
Turnover foul,8.0,1,1,0,ESP,1.0,SEVENICH V,0 - 1,334,NED,5:34
Centre shot - Saved,11.0,1,1,0,ESP,1.0,GARCIA GODOY M,0 - 1,307,ESP,5:07
Action shot - Goal,6.0,1,2,0,ESP,1.0,STOMPHORST N,0 - 2,289,NED,4:49
5m shot - Missed,12.0,1,2,0,ESP,1.0,LOPEZ L,0 - 2,265,ESP,4:25
20 sec. exclusion in field,5.0,1,2,0,ESP,1.0,ORTIZ M,0 - 2,239,ESP,3:59
Extra player shot - Blocked,12.0,1,2,0,ESP,1.0,van der MOLEN l,0 - 2,221,NED,3:41
Centre shot - Goal,2.0,1,3,0,ESP,1.0,SMIT Y,0 - 3,218,NED,3:38
Time-Out,,1,3,0,ESP,1.0,,0 - 3,218,ESP,3:38
20 sec. exclusion in centre,10.0,1,3,0,ESP,1.0,GENEE D,0 - 3,197,NED,3:17
Extra player shot - Goal,8.0,1,3,1,ESP,1.0,PENA P,1 - 3,182,ESP,3:02
Turnover foul,2.0,1,3,1,ESP,1.0,SMIT Y,1 - 3,169,NED,2:49
Action shot - Goal,3.0,1,3,2,ESP,1.0,ESPAR A,2 - 3,144,ESP,2:24
20 sec. exclusion in field,2.0,1,3,2,ESP,1.0,BACH M,2 - 3,126,ESP,2:06
Extra player shot - Saved,8.0,1,3,2,ESP,1.0,SEVENICH V,2 - 3,107,NED,1:47
Centre shot - Saved,11.0,1,3,2,ESP,1.0,GARCIA GODOY M,2 - 3,82,ESP,1:22
5m shot - Blocked,11.0,1,3,2,ESP,1.0,KLAASSEN L,2 - 3,64,NED,1:04
Turnover foul,3.0,1,3,2,ESP,1.0,ESPAR A,2 - 3,37,ESP,0:37
Steal,2.0,1,3,2,ESP,1.0,SMIT Y,2 - 3,37,NED,0:37
20 sec. exclusion in field,4.0,1,3,2,ESP,1.0,TARRAGO R,2 - 3,30,ESP,0:30
Extra player shot - Goal,2.0,1,4,2,ESP,1.0,SMIT Y,2 - 4,14,NED,0:14
Turnover foul,7.0,1,4,2,ESP,1.0,MIRANDA L,2 - 4,2,ESP,0:02
Steal,8.0,1,4,2,ESP,1.0,SEVENICH V,2 - 4,2,NED,0:02
Starting goalkeeper,1.0,1,4,2,ESP,2.0,van der MEIJDEN I,2 - 4,480,NED,8:00
Starting goalkeeper,1.0,1,4,2,ESP,2.0,ESTER L,2 - 4,480,ESP,8:00
Sprint won possession,6.0,1,4,2,ESP,2.0,PAREJA J,2 - 4,480,ESP,8:00
Centre shot - Goal,9.0,1,4,3,ESP,2.0,BLAS A,3 - 4,451,ESP,7:31
20 sec. exclusion in centre,12.0,1,4,3,ESP,2.0,LOPEZ L,3 - 4,437,ESP,7:17
Extra player shot - Blocked,11.0,1,4,3,ESP,2.0,KLAASSEN L,3 - 4,419,NED,6:59
5m shot - Goal,7.0,1,4,4,ESP,2.0,MIRANDA L,4 - 4,396,ESP,6:36
5m shot - Missed,7.0,1,4,4,ESP,2.0,van BELKUM I,4 - 4,371,NED,6:11
20 sec. exclusion in centre,10.0,1,4,4,ESP,2.0,GENEE D,4 - 4,362,NED,6:02
Centre shot - Blocked,7.0,1,4,4,ESP,2.0,MIRANDA L,4 - 4,339,ESP,5:39
Turnover foul,11.0,1,4,4,ESP,2.0,GARCIA GODOY M,4 - 4,326,ESP,5:26
20 sec. exclusion in field,6.0,1,4,4,ESP,2.0,PAREJA J,4 - 4,309,ESP,5:09
Extra player shot - Post,7.0,1,4,4,ESP,2.0,van BELKUM I,4 - 4,295,NED,4:55
Turnover foul,5.0,1,4,4,ESP,2.0,van der SLOOT S,4 - 4,285,NED,4:45
Steal,4.0,1,4,4,ESP,2.0,TARRAGO R,4 - 4,285,ESP,4:45
20 sec. exclusion in centre,7.0,1,4,4,ESP,2.0,van BELKUM I,4 - 4,267,NED,4:27
Extra player shot - Blocked,3.0,1,4,4,ESP,2.0,ESPAR A,4 - 4,250,ESP,4:10
5m shot - Goal,12.0,1,4,5,ESP,2.0,LOPEZ L,5 - 4,245,ESP,4:05
Turnover foul,12.0,1,4,5,ESP,2.0,van der MOLEN l,5 - 4,218,NED,3:38
Centre shot - Goal,8.0,1,4,6,ESP,2.0,PENA P,6 - 4,192,ESP,3:12
Action shot - Saved,9.0,1,4,6,ESP,2.0,SLAGTER C,6 - 4,168,NED,2:48
Action shot - Goal,3.0,1,4,7,ESP,2.0,ESPAR A,7 - 4,145,ESP,2:25
20 sec. exclusion in centre,7.0,1,4,7,ESP,2.0,MIRANDA L,7 - 4,131,ESP,2:11
Extra player shot - Goal,2.0,1,5,7,ESP,2.0,SMIT Y,7 - 5,121,NED,2:01
5m shot - Saved,5.0,1,5,7,ESP,2.0,ORTIZ M,7 - 5,92,ESP,1:32
Turnover foul,2.0,1,5,7,ESP,2.0,SMIT Y,7 - 5,86,NED,1:26
Turnover foul,4.0,1,5,7,ESP,2.0,TARRAGO R,7 - 5,63,ESP,1:03
5m shot - Post,2.0,1,5,7,ESP,2.0,SMIT Y,7 - 5,48,NED,0:48
Action shot - Blocked,3.0,1,5,7,ESP,2.0,ESPAR A,7 - 5,19,ESP,0:19
20 sec. exclusion in centre,3.0,1,5,7,ESP,4.0,ESPAR A,7 - 5,63,ESP,1:03
5m shot - Goal,11.0,1,11,13,ESP,4.0,KLAASSEN L,13 - 11,56,NED,0:56
20 sec. exclusion in field,8.0,1,11,13,ESP,4.0,SEVENICH V,13 - 11,50,NED,0:50
Exclusion with substitution,8.0,1,11,13,ESP,4.0,SEVENICH V,13 - 11,50,NED,0:50
Starting goalkeeper,1.0,1,11,13,ESP,3.0,ESTER L,13 - 11,480,ESP,8:00
Starting goalkeeper,1.0,1,11,13,ESP,3.0,van der MEIJDEN I,13 - 11,480,NED,8:00
Sprint won possession,6.0,1,11,13,ESP,3.0,PAREJA J,13 - 11,480,ESP,8:00
Turnover foul,11.0,1,11,13,ESP,3.0,GARCIA GODOY M,13 - 11,463,ESP,7:43
Centre shot - Goal,8.0,1,6,7,ESP,3.0,SEVENICH V,7 - 6,446,NED,7:26
Turnover foul,11.0,1,6,7,ESP,3.0,GARCIA GODOY M,7 - 6,420,ESP,7:00
5m shot - Post,6.0,1,6,7,ESP,3.0,STOMPHORST N,7 - 6,393,NED,6:33
20 sec. exclusion in centre,5.0,1,6,7,ESP,3.0,van der SLOOT S,7 - 6,368,NED,6:08
Action shot - Goal,8.0,1,6,8,ESP,3.0,PENA P,8 - 6,347,ESP,5:47
20 sec. exclusion in field,12.0,1,6,8,ESP,3.0,LOPEZ L,8 - 6,335,ESP,5:35
Action shot - Blocked,8.0,1,6,8,ESP,3.0,SEVENICH V,8 - 6,312,NED,5:12
5m shot - Goal,7.0,1,7,8,ESP,3.0,van BELKUM I,8 - 7,308,NED,5:08
Double exclusion,11.0,1,7,8,ESP,3.0,GARCIA GODOY M,8 - 7,294,ESP,4:54
Double exclusion,10.0,1,7,8,ESP,3.0,GENEE D,8 - 7,294,NED,4:54
Exclusion with substitution,10.0,1,7,8,ESP,3.0,GENEE D,8 - 7,294,NED,4:54
20 sec. exclusion in centre,2.0,1,7,8,ESP,3.0,SMIT Y,8 - 7,281,NED,4:41
Extra player shot - Goal,6.0,1,7,9,ESP,3.0,PAREJA J,9 - 7,271,ESP,4:31
5m shot - Missed,7.0,1,7,9,ESP,3.0,van BELKUM I,9 - 7,241,NED,4:01
Turnover foul,9.0,1,7,9,ESP,3.0,BLAS A,9 - 7,223,ESP,3:43
Centre shot - Post,7.0,1,7,9,ESP,3.0,van BELKUM I,9 - 7,202,NED,3:22
Centre shot - Goal,7.0,1,8,9,ESP,3.0,van BELKUM I,9 - 8,201,NED,3:21
Action shot - Post,3.0,1,8,9,ESP,3.0,ESPAR A,9 - 8,172,ESP,2:52
Turnover foul,7.0,1,8,9,ESP,3.0,van BELKUM I,9 - 8,150,NED,2:30
Steal,6.0,1,8,9,ESP,3.0,PAREJA J,9 - 8,150,ESP,2:30
Turnover foul,9.0,1,8,9,ESP,3.0,BLAS A,9 - 8,123,ESP,2:03
Steal,1.0,1,8,9,ESP,3.0,van der MEIJDEN I,9 - 8,123,NED,2:03
Centre shot - Missed,8.0,1,8,9,ESP,3.0,SEVENICH V,9 - 8,93,NED,1:33
Centre shot - Goal,9.0,1,8,10,ESP,3.0,BLAS A,10 - 8,70,ESP,1:10
Turnover foul,2.0,1,8,10,ESP,3.0,SMIT Y,10 - 8,42,NED,0:42
Steal,4.0,1,8,10,ESP,3.0,TARRAGO R,10 - 8,42,ESP,0:42
Turnover foul,11.0,1,8,10,ESP,3.0,GARCIA GODOY M,10 - 8,14,ESP,0:14
Steal,8.0,1,8,10,ESP,3.0,SEVENICH V,10 - 8,14,NED,0:14
Action shot - Missed,6.0,1,8,10,ESP,3.0,STOMPHORST N,10 - 8,1,NED,0:01
Starting goalkeeper,1.0,1,8,10,ESP,4.0,ESTER L,10 - 8,480,ESP,8:00
Starting goalkeeper,1.0,1,8,10,ESP,4.0,van der MEIJDEN I,10 - 8,480,NED,8:00
Sprint won possession,6.0,1,8,10,ESP,4.0,PAREJA J,10 - 8,480,ESP,8:00
Action shot - Post,3.0,1,8,10,ESP,4.0,ESPAR A,10 - 8,454,ESP,7:34
Action shot - Missed,7.0,1,8,10,ESP,4.0,van BELKUM I,10 - 8,427,NED,7:07
Turnover foul,5.0,1,8,10,ESP,4.0,ORTIZ M,10 - 8,405,ESP,6:45
Steal,7.0,1,8,10,ESP,4.0,van BELKUM I,10 - 8,405,NED,6:45
Centre shot - Missed,7.0,1,8,10,ESP,4.0,van BELKUM I,10 - 8,385,NED,6:25
5m shot - Post,6.0,1,8,10,ESP,4.0,PAREJA J,10 - 8,359,ESP,5:59
5m shot - Goal,2.0,1,9,10,ESP,4.0,SMIT Y,10 - 9,342,NED,5:42
20 sec. exclusion in field,6.0,1,9,10,ESP,4.0,STOMPHORST N,10 - 9,321,NED,5:21
Action shot - Goal,10.0,1,9,11,ESP,4.0,MESEGUER O,11 - 9,300,ESP,5:00
Turnover foul,2.0,1,9,11,ESP,4.0,SMIT Y,11 - 9,271,NED,4:31
Steal,11.0,1,9,11,ESP,4.0,GARCIA GODOY M,11 - 9,271,ESP,4:31
Action shot - Goal,4.0,1,9,12,ESP,4.0,TARRAGO R,12 - 9,244,ESP,4:04
Turnover foul,2.0,1,9,12,ESP,4.0,SMIT Y,12 - 9,222,NED,3:42
Centre shot - Saved,9.0,1,9,12,ESP,4.0,BLAS A,12 - 9,203,ESP,3:23
20 sec. exclusion in field,9.0,1,9,12,ESP,4.0,BLAS A,12 - 9,199,ESP,3:19
Time-Out,,1,9,12,ESP,4.0,,12 - 9,198,NED,3:18
5m shot - Saved,7.0,1,9,12,ESP,4.0,van BELKUM I,12 - 9,187,NED,3:07
Turnover foul,6.0,1,9,12,ESP,4.0,PAREJA J,12 - 9,169,ESP,2:49
Steal,6.0,1,9,12,ESP,4.0,STOMPHORST N,12 - 9,169,NED,2:49
20 sec. exclusion in centre,3.0,1,9,12,ESP,4.0,ESPAR A,12 - 9,157,ESP,2:37
Extra player shot - Goal,8.0,1,10,12,ESP,4.0,SEVENICH V,12 - 10,143,NED,2:23
20 sec. exclusion in field,8.0,1,10,12,ESP,4.0,SEVENICH V,12 - 10,128,NED,2:08
Extra player shot - Post,4.0,1,10,12,ESP,4.0,TARRAGO R,12 - 10,108,ESP,1:48
Action shot - Goal,3.0,1,10,13,ESP,4.0,ESPAR A,13 - 10,102,ESP,1:42
Turnover foul,5.0,1,10,13,ESP,4.0,van der SLOOT S,13 - 10,92,NED,1:32
Steal,9.0,1,10,13,ESP,4.0,BLAS A,13 - 10,92,ESP,1:32
Turnover foul,6.0,1,10,13,ESP,4.0,PAREJA J,13 - 10,72,ESP,1:12
Action shot - Goal,4.0,1,11,14,ESP,4.0,TARRAGO R,14 - 11,23,ESP,0:23
Time-Out,,1,11,14,ESP,4.0,,14 - 11,23,NED,0:23
5m shot - Goal,11.0,1,12,14,ESP,4.0,KLAASSEN L,14 - 12,13,NED,0:13
20 sec. exclusion in field,12.0,1,12,14,ESP,4.0,van der MOLEN l,14 - 12,2,NED,0:02
Starting goalkeeper,1.0,2,0,0,UZB,1.0,van der MEIJDEN I,0 - 0,480,NED,8:00
Starting goalkeeper,13.0,2,0,0,UZB,1.0,SHLYONSKAYA N,0 - 0,480,UZB,8:00
Sprint won possession,7.0,2,0,0,UZB,1.0,PLYUSOVA N,0 - 0,480,UZB,8:00
Turnover foul,3.0,2,0,0,UZB,1.0,SARANCHA A,0 - 0,453,UZB,7:33
5m shot - Goal,11.0,2,1,0,UZB,1.0,KLAASSEN L,0 - 1,440,NED,7:20
Turnover foul,10.0,2,1,0,UZB,1.0,ZINUROVA A,0 - 1,419,UZB,6:59
Steal,2.0,2,1,0,UZB,1.0,SMIT Y,0 - 1,419,NED,6:59
5m shot - Goal,7.0,2,2,0,UZB,1.0,van BELKUM I,0 - 2,394,NED,6:34
Penalty foul,11.0,2,2,0,UZB,1.0,KLAASSEN L,0 - 2,382,NED,6:22
Penalty shot - Goal,3.0,2,2,1,UZB,1.0,SARANCHA A,1 - 2,382,UZB,6:22
5m shot - Goal,10.0,2,3,1,UZB,1.0,GENEE D,1 - 3,364,NED,6:04
Turnover foul,8.0,2,3,1,UZB,1.0,SHCHEGLOVA A,1 - 3,349,UZB,5:49
Steal,5.0,2,3,1,UZB,1.0,van der SLOOT S,1 - 3,349,NED,5:49
20 sec. exclusion in centre,2.0,2,3,1,UZB,1.0,DADABAEVA D,1 - 3,337,UZB,5:37
Extra player shot - Goal,9.0,2,4,1,UZB,1.0,SLAGTER C,1 - 4,332,NED,5:32
Turnover foul,3.0,2,4,1,UZB,1.0,SARANCHA A,1 - 4,307,UZB,5:07
Steal,12.0,2,4,1,UZB,1.0,van der MOLEN l,1 - 4,307,NED,5:07
Centre shot - Goal,2.0,2,5,1,UZB,1.0,SMIT Y,1 - 5,293,NED,4:53
Goalkeeper substitution,1.0,2,5,1,UZB,1.0,DUKHANOVA E,1 - 5,293,UZB,4:53
Centre shot - Goal,12.0,2,6,1,UZB,1.0,van der MOLEN l,1 - 6,249,NED,4:09
Turnover foul,5.0,2,6,1,UZB,1.0,IVANOVA E,1 - 6,226,UZB,3:46
Steal,9.0,2,6,1,UZB,1.0,SLAGTER C,1 - 6,226,NED,3:46
Centre shot - Saved,8.0,2,6,1,UZB,1.0,SEVENICH V,1 - 6,210,NED,3:30
Centre shot - Goal,8.0,2,7,1,UZB,1.0,SEVENICH V,1 - 7,165,NED,2:45
20 sec. exclusion in field,5.0,2,7,1,UZB,1.0,van der SLOOT S,1 - 7,151,NED,2:31
Turnover foul,5.0,2,7,1,UZB,1.0,IVANOVA E,1 - 7,132,UZB,2:12
Counter attack - Post,8.0,2,7,1,UZB,1.0,SEVENICH V,1 - 7,121,NED,2:01
Action shot - Blocked,7.0,2,7,1,UZB,1.0,PLYUSOVA N,1 - 7,94,UZB,1:34
5m shot - Post,2.0,2,7,1,UZB,1.0,SMIT Y,1 - 7,76,NED,1:16
5m shot - Saved,7.0,2,7,1,UZB,1.0,PLYUSOVA N,1 - 7,49,UZB,0:49
5m shot - Saved,9.0,2,7,1,UZB,1.0,SLAGTER C,1 - 7,24,NED,0:24
Turnover foul,10.0,2,7,1,UZB,1.0,ZINUROVA A,1 - 7,7,UZB,0:07
Steal,6.0,2,7,1,UZB,1.0,STOMPHORST N,1 - 7,7,NED,0:07
Centre shot - Post,8.0,2,7,1,UZB,1.0,SEVENICH V,1 - 7,4,NED,0:04
Starting goalkeeper,1.0,2,7,1,UZB,2.0,van der MEIJDEN I,1 - 7,480,NED,8:00
Starting goalkeeper,1.0,2,7,1,UZB,2.0,DUKHANOVA E,1 - 7,480,UZB,8:00
Sprint won possession,7.0,2,7,1,UZB,2.0,van BELKUM I,1 - 7,480,NED,8:00
Centre shot - Goal,12.0,2,8,1,UZB,2.0,van der MOLEN l,1 - 8,453,NED,7:33
5m shot - Saved,7.0,2,8,1,UZB,2.0,van BELKUM I,1 - 8,414,NED,6:54
20 sec. exclusion in centre,2.0,2,8,1,UZB,2.0,DADABAEVA D,1 - 8,401,UZB,6:41
Extra player shot - Post,5.0,2,8,1,UZB,2.0,van der SLOOT S,1 - 8,386,NED,6:26
Action shot - Post,5.0,2,8,1,UZB,2.0,van der SLOOT S,1 - 8,376,NED,6:16
Turnover foul,3.0,2,8,1,UZB,2.0,SARANCHA A,1 - 8,353,UZB,5:53
Centre shot - Goal,12.0,2,9,1,UZB,2.0,van der MOLEN l,1 - 9,336,NED,5:36
Turnover foul,9.0,2,9,1,UZB,2.0,HALIKOVA R,1 - 9,311,UZB,5:11
Steal,6.0,2,9,1,UZB,2.0,STOMPHORST N,1 - 9,311,NED,5:11
Action shot - Post,4.0,2,9,1,UZB,2.0,HAKHVERDIAN B,1 - 9,295,NED,4:55
Turnover foul,3.0,2,9,1,UZB,2.0,SARANCHA A,1 - 9,267,UZB,4:27
Action shot - Goal,4.0,2,10,1,UZB,2.0,HAKHVERDIAN B,1 - 10,245,NED,4:05
Turnover foul,9.0,2,10,1,UZB,2.0,HALIKOVA R,1 - 10,222,UZB,3:42
Steal,5.0,2,10,1,UZB,2.0,van der SLOOT S,1 - 10,222,NED,3:42
Action shot - Saved,9.0,2,10,1,UZB,2.0,SLAGTER C,1 - 10,211,NED,3:31
Centre shot - Goal,3.0,2,11,1,UZB,2.0,NIJHUIS M,1 - 11,194,NED,3:14
Turnover foul,10.0,2,11,1,UZB,2.0,ZINUROVA A,1 - 11,171,UZB,2:51
Action shot - Goal,9.0,2,12,1,UZB,2.0,SLAGTER C,1 - 12,162,NED,2:42
5m shot - Missed,7.0,2,12,1,UZB,2.0,PLYUSOVA N,1 - 12,134,UZB,2:14
Action shot - Goal,9.0,2,13,1,UZB,2.0,SLAGTER C,1 - 13,123,NED,2:03
Turnover foul,9.0,2,13,1,UZB,2.0,HALIKOVA R,1 - 13,97,UZB,1:37
Steal,8.0,2,13,1,UZB,2.0,SEVENICH V,1 - 13,97,NED,1:37
Action shot - Goal,7.0,2,14,1,UZB,2.0,van BELKUM I,1 - 14,89,NED,1:29
Turnover foul,3.0,2,14,1,UZB,2.0,SARANCHA A,1 - 14,68,UZB,1:08
Steal,10.0,2,14,1,UZB,2.0,GENEE D,1 - 14,68,NED,1:08
Action shot - Goal,10.0,2,15,1,UZB,2.0,GENEE D,1 - 15,51,NED,0:51
Turnover foul,6.0,2,15,1,UZB,4.0,MOROZOVA E,1 - 15,22,UZB,0:22
Steal,7.0,2,15,1,UZB,4.0,van BELKUM I,1 - 15,22,NED,0:22
5m shot - Saved,9.0,2,15,1,UZB,2.0,HALIKOVA R,1 - 15,26,UZB,0:26
Action shot - Goal,5.0,2,16,1,UZB,2.0,van der SLOOT S,1 - 16,12,NED,0:12
Starting goalkeeper,13.0,2,16,1,UZB,3.0,HEINIS A,1 - 16,480,NED,8:00
Starting goalkeeper,1.0,2,16,1,UZB,3.0,DUKHANOVA E,1 - 16,480,UZB,8:00
Sprint won possession,3.0,2,16,1,UZB,3.0,SARANCHA A,1 - 16,480,UZB,8:00
Turnover foul,4.0,2,16,1,UZB,3.0,DJUMALIEVA A,1 - 16,457,UZB,7:37
20 sec. exclusion in centre,6.0,2,16,1,UZB,3.0,MOROZOVA E,1 - 16,436,UZB,7:16
Extra player shot - Goal,11.0,2,17,1,UZB,3.0,KLAASSEN L,1 - 17,423,NED,7:03
20 sec. exclusion in field,2.0,2,17,1,UZB,3.0,SMIT Y,1 - 17,401,NED,6:41
Extra player shot - Post,7.0,2,17,1,UZB,3.0,PLYUSOVA N,1 - 17,384,UZB,6:24
Action shot - Goal,7.0,2,17,2,UZB,3.0,PLYUSOVA N,2 - 17,380,UZB,6:20
Action shot - Post,5.0,2,17,2,UZB,3.0,van der SLOOT S,2 - 17,359,NED,5:59
Centre shot - Saved,3.0,2,17,2,UZB,3.0,SARANCHA A,2 - 17,346,UZB,5:46
Turnover foul,10.0,2,17,2,UZB,3.0,ZINUROVA A,2 - 17,341,UZB,5:41
Steal,2.0,2,17,2,UZB,3.0,SMIT Y,2 - 17,341,NED,5:41
Turnover foul,11.0,2,17,2,UZB,3.0,KLAASSEN L,2 - 17,330,NED,5:30
Steal,10.0,2,17,2,UZB,3.0,ZINUROVA A,2 - 17,330,UZB,5:30
5m shot - Saved,10.0,2,17,2,UZB,3.0,ZINUROVA A,2 - 17,304,UZB,5:04
Action shot - Post,6.0,2,17,2,UZB,3.0,STOMPHORST N,2 - 17,292,NED,4:52
Action shot - Goal,2.0,2,18,2,UZB,3.0,SMIT Y,2 - 18,290,NED,4:50
5m shot - Post,10.0,2,18,2,UZB,3.0,ZINUROVA A,2 - 18,267,UZB,4:27
5m shot - Missed,11.0,2,18,2,UZB,3.0,KLAASSEN L,2 - 18,245,NED,4:05
Action shot - Saved,5.0,2,18,2,UZB,3.0,van der SLOOT S,2 - 18,198,NED,3:18
Turnover foul,10.0,2,18,2,UZB,3.0,ZINUROVA A,2 - 18,171,UZB,2:51
Action shot - Goal,11.0,2,19,2,UZB,3.0,KLAASSEN L,2 - 19,159,NED,2:39
5m shot - Goal,10.0,2,20,2,UZB,3.0,GENEE D,2 - 20,116,NED,1:56
Turnover foul,9.0,2,20,2,UZB,3.0,SLAGTER C,2 - 20,104,NED,1:44
Turnover foul,3.0,2,20,2,UZB,3.0,SARANCHA A,2 - 20,99,UZB,1:39
5m shot - Goal,8.0,2,21,2,UZB,3.0,SEVENICH V,2 - 21,92,NED,1:32
Turnover foul,7.0,2,21,2,UZB,3.0,PLYUSOVA N,2 - 21,64,UZB,1:04
Steal,3.0,2,21,2,UZB,3.0,NIJHUIS M,2 - 21,64,NED,1:04
Action shot - Goal,9.0,2,22,2,UZB,3.0,SLAGTER C,2 - 22,51,NED,0:51
20 sec. exclusion in centre,10.0,2,22,2,UZB,3.0,GENEE D,2 - 22,29,NED,0:29
Time-Out,,2,22,2,UZB,3.0,,2 - 22,28,UZB,0:28
Extra player shot - Post,9.0,2,22,2,UZB,3.0,HALIKOVA R,2 - 22,9,UZB,0:09
20 sec. exclusion in field,5.0,2,22,2,UZB,3.0,IVANOVA E,2 - 22,5,UZB,0:05
Extra player shot - Saved,2.0,2,22,2,UZB,3.0,SMIT Y,2 - 22,2,NED,0:02
Starting goalkeeper,1.0,2,22,2,UZB,4.0,DUKHANOVA E,2 - 22,480,UZB,8:00
Starting goalkeeper,13.0,2,22,2,UZB,4.0,HEINIS A,2 - 22,480,NED,8:00
Sprint won possession,3.0,2,22,2,UZB,4.0,NIJHUIS M,2 - 22,480,NED,8:00
5m shot - Goal,11.0,2,23,2,UZB,4.0,KLAASSEN L,2 - 23,460,NED,7:40
Turnover foul,7.0,2,23,2,UZB,4.0,PLYUSOVA N,2 - 23,435,UZB,7:15
Centre shot - Missed,8.0,2,23,2,UZB,4.0,SEVENICH V,2 - 23,412,NED,6:52
5m shot - Post,2.0,2,23,2,UZB,4.0,DADABAEVA D,2 - 23,384,UZB,6:24
Action shot - Goal,4.0,2,24,2,UZB,4.0,HAKHVERDIAN B,2 - 24,367,NED,6:07
5m shot - Goal,4.0,2,24,3,UZB,4.0,DJUMALIEVA A,3 - 24,341,UZB,5:41
Penalty foul,3.0,2,24,3,UZB,4.0,SARANCHA A,3 - 24,325,UZB,5:25
Penalty shot - Goal,11.0,2,25,3,UZB,4.0,KLAASSEN L,3 - 25,325,NED,5:25
Centre shot - Missed,3.0,2,25,3,UZB,4.0,SARANCHA A,3 - 25,301,UZB,5:01
Action shot - Post,9.0,2,25,3,UZB,4.0,SLAGTER C,3 - 25,290,NED,4:50
5m shot - Saved,10.0,2,25,3,UZB,4.0,ZINUROVA A,3 - 25,262,UZB,4:22
Action shot - Goal,11.0,2,26,3,UZB,4.0,KLAASSEN L,3 - 26,243,NED,4:03
Centre shot - Saved,4.0,2,26,3,UZB,4.0,DJUMALIEVA A,3 - 26,233,UZB,3:53
20 sec. exclusion in centre,7.0,2,26,3,UZB,4.0,PLYUSOVA N,3 - 26,205,UZB,3:25
Extra player shot - Goal,5.0,2,27,3,UZB,4.0,van der SLOOT S,3 - 27,193,NED,3:13
5m shot - Missed,6.0,2,27,3,UZB,4.0,MOROZOVA E,3 - 27,169,UZB,2:49
5m shot - Missed,9.0,2,27,3,UZB,4.0,SLAGTER C,3 - 27,161,NED,2:41
5m shot - Blocked,3.0,2,27,3,UZB,4.0,SARANCHA A,3 - 27,138,UZB,2:18
Action shot - Goal,6.0,2,28,3,UZB,4.0,STOMPHORST N,3 - 28,119,NED,1:59
Centre shot - Post,3.0,2,28,3,UZB,4.0,SARANCHA A,3 - 28,100,UZB,1:40
Action shot - Goal,8.0,2,29,3,UZB,4.0,SEVENICH V,3 - 29,77,NED,1:17
Turnover foul,4.0,2,29,3,UZB,4.0,DJUMALIEVA A,3 - 29,60,UZB,1:00
Action shot - Post,10.0,2,29,3,UZB,4.0,GENEE D,3 - 29,48,NED,0:48
Action shot - Goal,5.0,2,30,3,UZB,4.0,van der SLOOT S,3 - 30,6,NED,0:06
Starting goalkeeper,1.0,3,0,0,RUS,1.0,van der MEIJDEN I,0 - 0,480,NED,8:00
Starting goalkeeper,13.0,3,0,0,RUS,1.0,KARNAUKH A,0 - 0,480,RUS,8:00
Sprint won possession,7.0,3,0,0,RUS,1.0,van BELKUM I,0 - 0,480,NED,8:00
Turnover foul,8.0,3,0,0,RUS,1.0,SEVENICH V,0 - 0,460,NED,7:40
Steal,10.0,3,0,0,RUS,1.0,BELIAEVA O,0 - 0,460,RUS,7:40
Centre shot - Goal,10.0,3,0,1,RUS,1.0,BELIAEVA O,1 - 0,434,RUS,7:14
Centre shot - Goal,10.0,3,0,2,RUS,1.0,BELIAEVA O,2 - 0,380,RUS,6:20
20 sec. exclusion in centre,8.0,3,0,2,RUS,1.0,GRINEVA A,2 - 0,368,RUS,6:08
Extra player shot - Goal,8.0,3,1,2,RUS,1.0,SEVENICH V,2 - 1,349,NED,5:49
5m shot - Saved,3.0,3,1,2,RUS,1.0,PROKOFYEVA E,2 - 1,322,RUS,5:22
Centre shot - Blocked,8.0,3,1,2,RUS,1.0,SEVENICH V,2 - 1,302,NED,5:02
Turnover foul,6.0,3,1,2,RUS,1.0,BELOVA O,2 - 1,273,RUS,4:33
Steal,7.0,3,1,2,RUS,1.0,van BELKUM I,2 - 1,273,NED,4:33
5m shot - Goal,11.0,3,2,2,RUS,1.0,KLAASSEN L,2 - 2,250,NED,4:10
