Action,Cap,Game,NED,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time
Sprint won possession,5.0,6,7,9,USA,4.0,van der SLOOT S,9 - 7,480,NED,8:00
Action shot - Goal,5.0,6,8,9,USA,4.0,van der SLOOT S,9 - 8,450,NED,7:30
Centre shot - Goal,12.0,6,8,10,USA,4.0,CRAIG K,10 - 8,424,USA,7:04
Turnover foul,2.0,6,8,10,USA,4.0,SMIT Y,10 - 8,395,NED,6:35
Steal,2.0,6,8,10,USA,4.0,SILVER L,10 - 8,395,USA,6:35
Penalty foul,10.0,6,8,10,USA,4.0,GENEE D,10 - 8,374,NED,6:14
Exclusion with substitution,10.0,6,8,10,USA,4.0,GENEE D,10 - 8,374,NED,6:14
Penalty shot - Goal,6.0,6,8,11,USA,4.0,STEFFENS M,11 - 8,374,USA,6:14
20 sec. exclusion in centre,7.0,6,8,11,USA,4.0,MATHEWSON C,11 - 8,357,USA,5:57
Extra player shot - Goal,2.0,6,9,11,USA,4.0,SMIT Y,11 - 9,342,NED,5:42
Turnover foul,11.0,6,9,11,USA,4.0,DRIES A,11 - 9,332,USA,5:32
Turnover foul,11.0,6,9,11,USA,4.0,KLAASSEN L,11 - 9,309,NED,5:09
Steal,8.0,6,9,11,USA,4.0,NEUSHUL K,11 - 9,309,USA,5:09
Action shot - Missed,2.0,6,9,11,USA,4.0,SILVER L,11 - 9,284,USA,4:44
20 sec. exclusion in field,2.0,6,9,11,USA,4.0,SILVER L,11 - 9,283,USA,4:43
Action shot - Saved,9.0,6,9,11,USA,4.0,SLAGTER C,11 - 9,260,NED,4:20
Action shot - Saved,9.0,6,9,11,USA,4.0,SLAGTER C,11 - 9,242,NED,4:02
20 sec. exclusion in field,8.0,6,9,11,USA,4.0,SEVENICH V,11 - 9,229,NED,3:49
Action shot - Goal,6.0,6,9,12,USA,4.0,STEFFENS M,12 - 9,204,USA,3:24
Turnover foul,7.0,6,9,12,USA,4.0,van BELKUM I,12 - 9,186,NED,3:06
Steal,6.0,6,9,12,USA,4.0,STEFFENS M,12 - 9,186,USA,3:06
Action shot - Missed,4.0,6,9,12,USA,4.0,FATTAL R,12 - 9,157,USA,2:37
Action shot - Goal,6.0,6,10,12,USA,4.0,STOMPHORST N,12 - 10,138,NED,2:18
Turnover foul,11.0,6,10,12,USA,4.0,DRIES A,12 - 10,113,USA,1:53
20 sec. exclusion in centre,3.0,6,10,12,USA,4.0,SEIDEMANN M,12 - 10,90,USA,1:30
Extra player shot - Goal,11.0,6,11,12,USA,4.0,KLAASSEN L,12 - 11,80,NED,1:20
5m shot - Missed,11.0,6,11,12,USA,4.0,KLAASSEN L,12 - 11,21,NED,0:21
Starting goalkeeper,13.0,7,0,0,CAN,1.0,HEINIS A,0 - 0,480,NED,8:00
Starting goalkeeper,1.0,7,0,0,CAN,1.0,RELTON M,0 - 0,480,CAN,8:00
Sprint won possession,7.0,7,0,0,CAN,1.0,van BELKUM I,0 - 0,480,NED,8:00
Action shot - Goal,2.0,7,1,0,CAN,1.0,SMIT Y,0 - 1,454,NED,7:34
Turnover foul,10.0,7,1,0,CAN,1.0,ROBINSON C,0 - 1,424,CAN,7:04
Steal,6.0,7,1,0,CAN,1.0,STOMPHORST N,0 - 1,424,NED,7:04
Penalty foul,5.0,7,1,0,CAN,1.0,EGGENS M,0 - 1,400,CAN,6:40
Penalty shot - Goal,11.0,7,2,0,CAN,1.0,KLAASSEN L,0 - 2,400,NED,6:40
Action shot - Saved,8.0,7,2,0,CAN,1.0,PERREAULT D,0 - 2,383,CAN,6:23
Action shot - Blocked,11.0,7,2,0,CAN,1.0,VALIN S,0 - 2,359,CAN,5:59
Action shot - Missed,7.0,7,2,0,CAN,1.0,van BELKUM I,0 - 2,329,NED,5:29
Action shot - Goal,7.0,7,2,1,CAN,1.0,BEKHAZI J,1 - 2,307,CAN,5:07
Action shot - Saved,11.0,7,2,1,CAN,1.0,KLAASSEN L,1 - 2,286,NED,4:46
Action shot - Saved,7.0,7,2,1,CAN,1.0,BEKHAZI J,1 - 2,261,CAN,4:21
Action shot - Goal,2.0,7,3,1,CAN,1.0,SMIT Y,1 - 3,242,NED,4:02
Action shot - Saved,9.0,7,3,1,CAN,1.0,EGGENS C,1 - 3,227,CAN,3:47
Action shot - Goal,4.0,7,4,1,CAN,1.0,HAKHVERDIAN B,1 - 4,198,NED,3:18
Turnover foul,2.0,7,4,1,CAN,1.0,ALOGBO K,1 - 4,176,CAN,2:56
Steal,7.0,7,4,1,CAN,1.0,van BELKUM I,1 - 4,176,NED,2:56
Action shot - Goal,2.0,7,5,1,CAN,1.0,SMIT Y,1 - 5,148,NED,2:28
Action shot - Missed,9.0,7,5,1,CAN,1.0,EGGENS C,1 - 5,123,CAN,2:03
Turnover foul,11.0,7,5,1,CAN,1.0,KLAASSEN L,1 - 5,109,NED,1:49
20 sec. exclusion in field,11.0,7,5,1,CAN,1.0,KLAASSEN L,1 - 5,108,NED,1:48
Time-Out,,7,5,1,CAN,1.0,,1 - 5,106,CAN,1:46
Extra player shot - Saved,5.0,7,5,1,CAN,1.0,EGGENS M,1 - 5,90,CAN,1:30
Action shot - Missed,7.0,7,5,1,CAN,1.0,van BELKUM I,1 - 5,63,NED,1:03
Turnover foul,4.0,7,5,1,CAN,1.0,HAKHVERDIAN B,1 - 5,12,NED,0:12
5m shot - Post,5.0,7,5,1,CAN,1.0,EGGENS M,1 - 5,1,CAN,0:01
Starting goalkeeper,13.0,7,5,1,CAN,2.0,HEINIS A,1 - 5,480,NED,8:00
Starting goalkeeper,1.0,7,5,1,CAN,2.0,RELTON M,1 - 5,480,CAN,8:00
Sprint won possession,5.0,7,5,1,CAN,2.0,van der SLOOT S,1 - 5,480,NED,8:00
20 sec. exclusion in centre,12.0,7,5,1,CAN,2.0,RADU M,1 - 5,466,CAN,7:46
Extra player shot - Goal,8.0,7,6,1,CAN,2.0,SEVENICH V,1 - 6,453,NED,7:33
20 sec. exclusion in field,8.0,7,6,1,CAN,2.0,SEVENICH V,1 - 6,441,NED,7:21
Extra player shot - Goal,8.0,7,6,2,CAN,2.0,PERREAULT D,2 - 6,437,CAN,7:17
Action shot - Missed,2.0,7,6,2,CAN,2.0,SMIT Y,2 - 6,416,NED,6:56
Turnover foul,8.0,7,6,2,CAN,2.0,PERREAULT D,2 - 6,406,CAN,6:46
Steal,13.0,7,6,2,CAN,2.0,HEINIS A,2 - 6,406,NED,6:46
Centre shot - Post,7.0,7,6,2,CAN,2.0,van BELKUM I,2 - 6,382,NED,6:22
Turnover foul,3.0,7,6,2,CAN,2.0,MONTON K,2 - 6,367,CAN,6:07
Steal,8.0,7,6,2,CAN,2.0,SEVENICH V,2 - 6,367,NED,6:07
Turnover foul,8.0,7,6,2,CAN,2.0,SEVENICH V,2 - 6,348,NED,5:48
Action shot - Post,7.0,7,6,2,CAN,2.0,BEKHAZI J,2 - 6,323,CAN,5:23
20 sec. exclusion in field,10.0,7,6,2,CAN,2.0,ROBINSON C,2 - 6,309,CAN,5:09
Turnover foul,8.0,7,6,2,CAN,2.0,SEVENICH V,2 - 6,291,NED,4:51
Steal,12.0,7,6,2,CAN,2.0,RADU M,2 - 6,291,CAN,4:51
Action shot - Goal,11.0,7,6,3,CAN,2.0,VALIN S,3 - 6,264,CAN,4:24
Action shot - Goal,6.0,7,7,3,CAN,2.0,STOMPHORST N,3 - 7,242,NED,4:02
Action shot - Post,6.0,7,7,3,CAN,2.0,BARON la SALLE S,3 - 7,213,CAN,3:33
Penalty foul,9.0,7,7,3,CAN,2.0,EGGENS C,3 - 7,185,CAN,3:05
Penalty shot - Goal,11.0,7,8,3,CAN,2.0,KLAASSEN L,3 - 8,185,NED,3:05
Turnover foul,2.0,7,8,3,CAN,2.0,ALOGBO K,3 - 8,173,CAN,2:53
Steal,12.0,7,8,3,CAN,2.0,van der MOLEN l,3 - 8,173,NED,2:53
Action shot - Saved,9.0,7,8,3,CAN,2.0,SLAGTER C,3 - 8,145,NED,2:25
Action shot - Saved,9.0,7,8,3,CAN,2.0,EGGENS C,3 - 8,115,CAN,1:55
20 sec. exclusion in field,11.0,7,8,3,CAN,2.0,KLAASSEN L,3 - 8,76,NED,1:16
Extra player shot - Saved,5.0,7,8,3,CAN,2.0,EGGENS M,3 - 8,64,CAN,1:04
Action shot - Blocked,8.0,7,8,3,CAN,2.0,PERREAULT D,3 - 8,53,CAN,0:53
5m shot - Saved,7.0,7,8,3,CAN,2.0,van BELKUM I,3 - 8,25,NED,0:25
Centre shot - Missed,2.0,7,8,3,CAN,2.0,ALOGBO K,3 - 8,8,CAN,0:08
5m shot - Missed,9.0,7,8,3,CAN,2.0,SLAGTER C,3 - 8,1,NED,0:01
Starting goalkeeper,1.0,7,8,3,CAN,3.0,RELTON M,3 - 8,480,CAN,8:00
Starting goalkeeper,13.0,7,8,3,CAN,3.0,HEINIS A,3 - 8,480,NED,8:00
Sprint won possession,7.0,7,8,3,CAN,3.0,van BELKUM I,3 - 8,480,NED,8:00
Centre shot - Saved,2.0,7,8,3,CAN,3.0,SMIT Y,3 - 8,456,NED,7:36
5m shot - Blocked,5.0,7,8,3,CAN,3.0,EGGENS M,3 - 8,430,CAN,7:10
Action shot - Saved,6.0,7,8,3,CAN,3.0,STOMPHORST N,3 - 8,402,NED,6:42
20 sec. exclusion in field,6.0,7,8,3,CAN,3.0,STOMPHORST N,3 - 8,401,NED,6:41
20 sec. exclusion in field,7.0,7,8,3,CAN,3.0,van BELKUM I,3 - 8,390,NED,6:30
Extra player shot - Saved,7.0,7,8,3,CAN,3.0,BEKHAZI J,3 - 8,377,CAN,6:17
Action shot - Saved,4.0,7,8,3,CAN,3.0,WRIGHT E,3 - 8,367,CAN,6:07
Action shot - Blocked,10.0,7,8,3,CAN,3.0,GENEE D,3 - 8,340,NED,5:40
Turnover foul,3.0,7,8,3,CAN,3.0,MONTON K,3 - 8,339,CAN,5:39
Turnover foul,7.0,7,8,3,CAN,3.0,van BELKUM I,3 - 8,316,NED,5:16
5m shot - Goal,10.0,7,8,4,CAN,3.0,ROBINSON C,4 - 8,302,CAN,5:02
Action shot - Blocked,9.0,7,8,4,CAN,3.0,SLAGTER C,4 - 8,281,NED,4:41
20 sec. exclusion in centre,8.0,7,8,4,CAN,3.0,SEVENICH V,4 - 8,261,NED,4:21
Extra player shot - Goal,8.0,7,8,5,CAN,3.0,PERREAULT D,5 - 8,250,CAN,4:10
Time-Out,,7,8,5,CAN,3.0,,5 - 8,250,NED,4:10
Action shot - Saved,2.0,7,8,5,CAN,3.0,SMIT Y,5 - 8,237,NED,3:57
Turnover foul,2.0,7,8,5,CAN,3.0,ALOGBO K,5 - 8,218,CAN,3:38
Steal,10.0,7,8,5,CAN,3.0,GENEE D,5 - 8,218,NED,3:38
5m shot - Saved,10.0,7,8,5,CAN,3.0,GENEE D,5 - 8,191,NED,3:11
20 sec. exclusion in field,6.0,7,8,5,CAN,3.0,STOMPHORST N,5 - 8,172,NED,2:52
Extra player shot - Goal,11.0,7,8,6,CAN,3.0,VALIN S,6 - 8,155,CAN,2:35
Action shot - Saved,7.0,7,8,6,CAN,3.0,van BELKUM I,6 - 8,136,NED,2:16
20 sec. exclusion in field,7.0,7,8,6,CAN,3.0,BEKHAZI J,6 - 8,130,CAN,2:10
Centre shot - Goal,4.0,7,9,6,CAN,3.0,HAKHVERDIAN B,6 - 9,108,NED,1:48
5m shot - Post,10.0,7,9,6,CAN,3.0,ROBINSON C,6 - 9,90,CAN,1:30
Turnover foul,2.0,7,9,6,CAN,3.0,SMIT Y,6 - 9,65,NED,1:05
Steal,11.0,7,9,6,CAN,3.0,VALIN S,6 - 9,65,CAN,1:05
Turnover foul,11.0,7,9,6,CAN,3.0,VALIN S,6 - 9,63,CAN,1:03
Steal,5.0,7,9,6,CAN,3.0,van der SLOOT S,6 - 9,63,NED,1:03
Action shot - Goal,5.0,7,10,6,CAN,3.0,van der SLOOT S,6 - 10,62,NED,1:02
Action shot - Saved,4.0,7,10,6,CAN,3.0,WRIGHT E,6 - 10,35,CAN,0:35
Counter attack - Goal,5.0,7,11,6,CAN,3.0,van der SLOOT S,6 - 11,17,NED,0:17
20 sec. exclusion in centre,2.0,7,11,6,CAN,3.0,SMIT Y,6 - 11,4,NED,0:04
Extra player shot - Goal,7.0,7,11,7,CAN,3.0,BEKHAZI J,7 - 11,2,CAN,0:02
5m shot - Saved,5.0,7,11,7,CAN,3.0,van der SLOOT S,7 - 11,1,NED,0:01
Starting goalkeeper,13.0,7,11,7,CAN,4.0,HEINIS A,7 - 11,480,NED,8:00
Starting goalkeeper,1.0,7,11,7,CAN,4.0,RELTON M,7 - 11,480,CAN,8:00
Sprint won possession,5.0,7,11,7,CAN,4.0,van der SLOOT S,7 - 11,480,NED,8:00
20 sec. exclusion in centre,5.0,7,11,7,CAN,4.0,EGGENS M,7 - 11,454,CAN,7:34
Extra player shot - Blocked,11.0,7,11,7,CAN,4.0,KLAASSEN L,7 - 11,441,NED,7:21
Action shot - Blocked,5.0,7,11,7,CAN,4.0,EGGENS M,7 - 11,412,CAN,6:52
20 sec. exclusion in centre,2.0,7,11,7,CAN,4.0,SMIT Y,7 - 11,373,NED,6:13
Extra player shot - Goal,11.0,7,11,8,CAN,4.0,VALIN S,8 - 11,357,CAN,5:57
Action shot - Saved,7.0,7,11,8,CAN,4.0,van BELKUM I,8 - 11,344,NED,5:44
Action shot - Blocked,5.0,7,11,8,CAN,4.0,EGGENS M,8 - 11,316,CAN,5:16
Turnover foul,3.0,7,11,8,CAN,4.0,MONTON K,8 - 11,299,CAN,4:59
Turnover foul,7.0,7,11,8,CAN,4.0,van BELKUM I,8 - 11,282,NED,4:42
Turnover foul,5.0,7,11,8,CAN,4.0,EGGENS M,8 - 11,258,CAN,4:18
Steal,2.0,7,11,8,CAN,4.0,SMIT Y,8 - 11,258,NED,4:18
20 sec. exclusion in field,5.0,7,11,8,CAN,4.0,EGGENS M,8 - 11,255,CAN,4:15
Exclusion with substitution,5.0,7,11,8,CAN,4.0,EGGENS M,8 - 11,255,CAN,4:15
Time-Out,,7,11,8,CAN,4.0,,8 - 11,255,NED,4:15
Extra player shot - Saved,11.0,7,11,8,CAN,4.0,KLAASSEN L,8 - 11,240,NED,4:00
Centre shot - Saved,8.0,7,11,8,CAN,4.0,SEVENICH V,8 - 11,229,NED,3:49
Action shot - Post,10.0,7,11,8,CAN,4.0,ROBINSON C,8 - 11,202,CAN,3:22
Action shot - Blocked,2.0,7,11,8,CAN,4.0,SMIT Y,8 - 11,173,NED,2:53
Action shot - Saved,8.0,7,11,8,CAN,4.0,PERREAULT D,8 - 11,143,CAN,2:23
Action shot - Goal,11.0,7,11,9,CAN,4.0,VALIN S,9 - 11,130,CAN,2:10
Turnover foul,11.0,7,11,9,CAN,4.0,KLAASSEN L,9 - 11,107,NED,1:47
Action shot - Missed,11.0,7,11,9,CAN,4.0,VALIN S,9 - 11,80,CAN,1:20
Penalty foul,11.0,7,11,9,CAN,4.0,VALIN S,9 - 11,52,CAN,0:52
Penalty shot - Goal,11.0,7,12,9,CAN,4.0,KLAASSEN L,9 - 12,52,NED,0:52
