Action,Cap,Game,HUN,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time,Result,Goal
Action shot,8.0,5,8,6,CAN,4.0,FOURNIER S,6 - 8,281,CAN,4:41,Post,0
Action shot,7.0,5,9,6,CAN,4.0,ILLES A,6 - 9,231,HUN,3:51,Goal,1
Action shot,4.0,5,9,7,CAN,4.0,WRIGHT E,7 - 9,188,CAN,3:08,Goal,1
5m shot,10.0,5,9,7,CAN,4.0,BUJKA B,7 - 9,157,HUN,2:37,Missed,0
Counter attack,10.0,5,10,7,CAN,4.0,BUJKA B,7 - 10,138,HUN,2:18,Goal,1
Extra player shot,5.0,5,10,7,CAN,4.0,EGGENS M,7 - 10,124,CAN,2:04,Post,0
5m shot,7.0,5,10,7,CAN,4.0,ILLES A,7 - 10,97,HUN,1:37,Missed,0
Extra player shot,4.0,5,10,7,CAN,4.0,WRIGHT E,7 - 10,67,CAN,1:07,Saved,0
Extra player shot,10.0,6,1,0,BRA,1.0,BUJKA B,1 - 0,452,HUN,7:32,Goal,1
Counter attack,8.0,6,2,0,BRA,1.0,KESZTHELYI R,2 - 0,392,HUN,6:32,Goal,1
Action shot,4.0,6,3,0,BRA,1.0,KISTELEKI D,3 - 0,340,HUN,5:40,Goal,1
5m shot,7.0,6,3,1,BRA,1.0,OLIVEIRA A,3 - 1,314,BRA,5:14,Goal,1
Action shot,6.0,6,3,2,BRA,1.0,CHIAPPINI I,3 - 2,271,BRA,4:31,Goal,1
Centre shot,9.0,6,3,2,BRA,1.0,TOTH I,3 - 2,199,HUN,3:19,Saved,0
Counter attack,2.0,6,4,2,BRA,1.0,CZIGANY D,4 - 2,157,HUN,2:37,Goal,1
Extra player shot,2.0,6,5,2,BRA,1.0,CZIGANY D,5 - 2,70,HUN,1:10,Goal,1
5m shot,6.0,6,5,2,BRA,1.0,CHIAPPINI I,5 - 2,42,BRA,0:42,Missed,0
Penalty shot,10.0,6,6,2,BRA,2.0,BUJKA B,6 - 2,423,HUN,7:03,Goal,1
Counter attack,5.0,6,7,2,BRA,2.0,SZUCS G,7 - 2,399,HUN,6:39,Goal,1
Centre shot,4.0,6,7,2,BRA,2.0,KISTELEKI D,7 - 2,371,HUN,6:11,Saved,0
5m shot,7.0,6,7,2,BRA,2.0,OLIVEIRA A,7 - 2,348,BRA,5:48,Post,0
Counter attack,8.0,6,8,2,BRA,2.0,KESZTHELYI R,8 - 2,336,HUN,5:36,Goal,1
Extra player shot,9.0,6,8,2,BRA,2.0,DIAS M,8 - 2,302,BRA,5:02,Post,0
Action shot,6.0,6,8,2,BRA,2.0,CHIAPPINI I,8 - 2,285,BRA,4:45,Post,0
Action shot,2.0,6,9,2,BRA,2.0,CZIGANY D,9 - 2,240,HUN,4:00,Goal,1
5m shot,6.0,6,9,2,BRA,2.0,TAKACS O,9 - 2,195,HUN,3:15,Post,0
Action shot,7.0,6,9,2,BRA,2.0,OLIVEIRA A,9 - 2,172,BRA,2:52,Blocked,0
Counter attack,3.0,6,10,2,BRA,2.0,ANTAL D,10 - 2,158,HUN,2:38,Goal,1
Action shot,3.0,6,10,3,BRA,2.0,ZABLITH M,10 - 3,123,BRA,2:03,Goal,1
Action shot,11.0,6,10,3,BRA,4.0,GARDA K,10 - 3,296,HUN,4:56,Saved,0
Action shot,6.0,6,19,5,BRA,4.0,CHIAPPINI I,19 - 5,273,BRA,4:33,Goal,1
Centre shot,4.0,6,20,5,BRA,4.0,KISTELEKI D,20 - 5,256,HUN,4:16,Goal,1
5m shot,6.0,6,20,5,BRA,4.0,CHIAPPINI I,20 - 5,231,BRA,3:51,Missed,0
Action shot,12.0,6,20,5,BRA,4.0,MENCZINGER K,20 - 5,220,HUN,3:40,Post,0
Action shot,6.0,6,20,5,BRA,4.0,TAKACS O,20 - 5,177,HUN,2:57,Saved,0
Centre shot,4.0,6,11,3,BRA,2.0,KISTELEKI D,11 - 3,103,HUN,1:43,Goal,1
5m shot,11.0,6,11,3,BRA,2.0,GARDA K,11 - 3,61,HUN,1:01,Saved,0
Action shot,3.0,6,11,4,BRA,2.0,ZABLITH M,11 - 4,45,BRA,0:45,Goal,1
5m shot,9.0,6,11,4,BRA,2.0,TOTH I,11 - 4,0,HUN,0:00,Saved,0
Action shot,12.0,6,11,4,BRA,3.0,MANTELLATO G,11 - 4,457,BRA,7:37,Saved,0
Action shot,10.0,6,12,4,BRA,3.0,BUJKA B,12 - 4,440,HUN,7:20,Goal,1
Counter attack,11.0,6,13,4,BRA,3.0,GARDA K,13 - 4,401,HUN,6:41,Goal,1
Counter attack,8.0,6,14,4,BRA,3.0,KESZTHELYI R,14 - 4,316,HUN,5:16,Goal,1
5m shot,7.0,6,14,4,BRA,3.0,OLIVEIRA A,14 - 4,258,BRA,4:18,Post,0
5m shot,4.0,6,14,4,BRA,3.0,DUARTE M,14 - 4,204,BRA,3:24,Saved,0
Action shot,11.0,6,14,4,BRA,3.0,GARDA K,14 - 4,183,HUN,3:03,Saved,0
Action shot,3.0,6,14,4,BRA,3.0,ANTAL D,14 - 4,159,HUN,2:39,Saved,0
Centre shot,10.0,6,14,4,BRA,3.0,BUJKA B,14 - 4,149,HUN,2:29,Saved,0
Counter attack,8.0,6,15,4,BRA,3.0,KESZTHELYI R,15 - 4,119,HUN,1:59,Goal,1
Counter attack,6.0,6,15,4,BRA,3.0,CHIAPPINI I,15 - 4,66,BRA,1:06,Post,0
Action shot,5.0,6,15,4,BRA,3.0,SZUCS G,15 - 4,44,HUN,0:44,Post,0
Counter attack,2.0,6,16,4,BRA,3.0,CZIGANY D,16 - 4,16,HUN,0:16,Goal,1
Extra player shot,8.0,6,17,4,BRA,3.0,KESZTHELYI R,17 - 4,1,HUN,0:01,Goal,1
Counter attack,4.0,6,18,4,BRA,4.0,KISTELEKI D,18 - 4,421,HUN,7:01,Goal,1
5m shot,6.0,6,18,4,BRA,4.0,CHIAPPINI I,18 - 4,405,BRA,6:45,Saved,0
Centre shot,10.0,6,19,4,BRA,4.0,BUJKA B,19 - 4,380,HUN,6:20,Goal,1
5m shot,9.0,6,20,6,BRA,4.0,DIAS M,20 - 6,138,BRA,2:18,Goal,1
Action shot,3.0,6,21,6,BRA,4.0,ANTAL D,21 - 6,125,HUN,2:05,Goal,1
Action shot,12.0,6,21,7,BRA,4.0,MANTELLATO G,21 - 7,104,BRA,1:44,Goal,1
Action shot,6.0,6,22,7,BRA,4.0,TAKACS O,22 - 7,59,HUN,0:59,Goal,1
Counter attack,4.0,6,22,7,BRA,4.0,KISTELEKI D,22 - 7,18,HUN,0:18,Saved,0
