Action,Cap,Game,HUN,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time
20 sec. exclusion in centre,2.0,3,4,0,FRA,1.0,CZIGANY D,4 - 0,115,HUN,1:55
Time-Out,,3,4,0,FRA,1.0,,4 - 0,115,FRA,1:55
Extra player shot - Goal,12.0,3,4,1,FRA,1.0,JASKOVA M,4 - 1,96,FRA,1:36
5m shot - Goal,8.0,3,5,1,FRA,1.0,KESZTHELYI R,5 - 1,68,HUN,1:08
Turnover foul,12.0,3,5,1,FRA,1.0,JASKOVA M,5 - 1,39,FRA,0:39
Time-Out,,3,5,1,FRA,1.0,,5 - 1,37,HUN,0:37
Turnover foul,8.0,3,5,1,FRA,1.0,KESZTHELYI R,5 - 1,20,HUN,0:20
20 sec. exclusion in centre,7.0,3,5,1,FRA,1.0,ILLES A,5 - 1,3,HUN,0:03
Starting goalkeeper,1.0,3,5,1,FRA,2.0,DERENTY L,5 - 1,480,FRA,8:00
Sprint won possession,8.0,3,5,1,FRA,2.0,KESZTHELYI R,5 - 1,480,HUN,8:00
Starting goalkeeper,13.0,3,5,1,FRA,2.0,GANGL E,5 - 1,480,HUN,8:00
Centre shot - Goal,10.0,3,6,1,FRA,2.0,BUJKA B,6 - 1,461,HUN,7:41
Action shot - Post,5.0,3,6,1,FRA,2.0,GUILLET L,6 - 1,431,FRA,7:11
Action shot - Post,4.0,3,6,1,FRA,2.0,KISTELEKI D,6 - 1,415,HUN,6:55
5m shot - Post,3.0,3,6,1,FRA,2.0,BACHELIER L,6 - 1,387,FRA,6:27
Action shot - Saved,10.0,3,6,1,FRA,2.0,BUJKA B,6 - 1,366,HUN,6:06
5m shot - Missed,7.0,3,6,1,FRA,2.0,BARBIEUX M,6 - 1,339,FRA,5:39
20 sec. exclusion in centre,7.0,3,6,1,FRA,2.0,BARBIEUX M,6 - 1,323,FRA,5:23
Extra player shot - Post,4.0,3,6,1,FRA,2.0,KISTELEKI D,6 - 1,308,HUN,5:08
20 sec. exclusion in centre,5.0,3,6,1,FRA,2.0,SZUCS G,6 - 1,285,HUN,4:45
Extra player shot - Post,2.0,3,6,1,FRA,2.0,MILLOT E,6 - 1,262,FRA,4:22
Turnover foul,10.0,3,6,1,FRA,2.0,BUJKA B,6 - 1,241,HUN,4:01
5m shot - Goal,5.0,3,6,2,FRA,2.0,GUILLET L,6 - 2,213,FRA,3:33
Turnover foul,11.0,3,6,2,FRA,2.0,GARDA K,6 - 2,183,HUN,3:03
Goalkeeper substitution,1.0,3,6,2,FRA,2.0,DERENTY L,6 - 2,168,FRA,2:48
Goalkeeper substitution,1.0,3,6,2,FRA,2.0,DERENTY L,6 - 2,168,FRA,2:48
Goalkeeper substitution,1.0,3,6,2,FRA,2.0,DERENTY L,6 - 2,168,FRA,2:48
Goalkeeper substitution,13.0,3,6,2,FRA,2.0,CHABRIER M,6 - 2,168,FRA,2:48
20 sec. exclusion in centre,2.0,3,6,2,FRA,2.0,CZIGANY D,6 - 2,160,HUN,2:40
Time-Out,,3,6,2,FRA,2.0,,6 - 2,160,FRA,2:40
Turnover foul,4.0,3,6,2,FRA,2.0,SACRE A,6 - 2,118,FRA,1:58
Action shot - Post,2.0,3,6,2,FRA,2.0,CZIGANY D,6 - 2,110,HUN,1:50
Action shot - Saved,2.0,3,6,2,FRA,2.0,MILLOT E,6 - 2,78,FRA,1:18
20 sec. exclusion in centre,4.0,3,6,2,FRA,2.0,SACRE A,6 - 2,53,FRA,0:53
Time-Out,,3,6,2,FRA,2.0,,6 - 2,52,HUN,0:52
Action shot - Saved,6.0,3,6,2,FRA,2.0,TAKACS O,6 - 2,33,HUN,0:33
Turnover foul,5.0,3,6,2,FRA,2.0,GUILLET L,6 - 2,4,FRA,0:04
5m shot - Missed,10.0,3,6,2,FRA,2.0,BUJKA B,6 - 2,1,HUN,0:01
Starting goalkeeper,13.0,3,6,2,FRA,3.0,GANGL E,6 - 2,480,HUN,8:00
Starting goalkeeper,1.0,3,6,2,FRA,3.0,DERENTY L,6 - 2,480,FRA,8:00
Sprint won possession,8.0,3,6,2,FRA,3.0,KESZTHELYI R,6 - 2,480,HUN,8:00
Centre shot - Goal,10.0,3,7,2,FRA,3.0,BUJKA B,7 - 2,457,HUN,7:37
5m shot - Missed,3.0,3,7,2,FRA,3.0,BACHELIER L,7 - 2,429,FRA,7:09
5m shot - Saved,4.0,3,7,2,FRA,3.0,KISTELEKI D,7 - 2,400,HUN,6:40
20 sec. exclusion in centre,12.0,3,7,2,FRA,3.0,MENCZINGER K,7 - 2,375,HUN,6:15
Turnover foul,3.0,3,7,2,FRA,3.0,BACHELIER L,7 - 2,370,FRA,6:10
Turnover foul,10.0,3,7,2,FRA,3.0,BUJKA B,7 - 2,347,HUN,5:47
Steal,4.0,3,7,2,FRA,3.0,SACRE A,7 - 2,347,FRA,5:47
5m shot - Blocked,5.0,3,7,2,FRA,3.0,GUILLET L,7 - 2,323,FRA,5:23
Centre shot - Goal,8.0,3,8,2,FRA,3.0,KESZTHELYI R,8 - 2,306,HUN,5:06
Turnover foul,3.0,3,8,2,FRA,3.0,BACHELIER L,8 - 2,281,FRA,4:41
Steal,2.0,3,8,2,FRA,3.0,CZIGANY D,8 - 2,281,HUN,4:41
Action shot - Goal,3.0,3,9,2,FRA,3.0,ANTAL D,9 - 2,267,HUN,4:27
Turnover foul,5.0,3,9,2,FRA,3.0,GUILLET L,9 - 2,241,FRA,4:01
Turnover foul,5.0,3,9,2,FRA,3.0,GUILLET L,9 - 2,219,FRA,3:39
Action shot - Saved,6.0,3,9,2,FRA,3.0,MAHIEU G,9 - 2,213,FRA,3:33
Action shot - Saved,7.0,3,9,2,FRA,3.0,ILLES A,9 - 2,190,HUN,3:10
Turnover foul,2.0,3,9,2,FRA,3.0,MILLOT E,9 - 2,163,FRA,2:43
Steal,11.0,3,9,2,FRA,3.0,GARDA K,9 - 2,163,HUN,2:43
Action shot - Goal,9.0,3,10,2,FRA,3.0,TOTH I,10 - 2,147,HUN,2:27
5m shot - Saved,12.0,3,10,2,FRA,3.0,JASKOVA M,10 - 2,118,FRA,1:58
Action shot - Goal,7.0,3,11,2,FRA,3.0,ILLES A,11 - 2,93,HUN,1:33
5m shot - Saved,2.0,3,11,2,FRA,3.0,MILLOT E,11 - 2,65,FRA,1:05
20 sec. exclusion in centre,4.0,3,11,2,FRA,3.0,SACRE A,11 - 2,47,FRA,0:47
Time-Out,,3,11,2,FRA,3.0,,11 - 2,47,HUN,0:47
Extra player shot - Goal,10.0,3,12,2,FRA,3.0,BUJKA B,12 - 2,34,HUN,0:34
Turnover foul,3.0,3,12,2,FRA,3.0,BACHELIER L,12 - 2,23,FRA,0:23
Action shot - Goal,8.0,3,13,2,FRA,3.0,KESZTHELYI R,13 - 2,15,HUN,0:15
Starting goalkeeper,1.0,3,13,2,FRA,4.0,DERENTY L,13 - 2,480,FRA,8:00
Sprint won possession,8.0,3,13,2,FRA,4.0,KESZTHELYI R,13 - 2,480,HUN,8:00
20 sec. exclusion in centre,4.0,3,13,2,FRA,4.0,SACRE A,13 - 2,465,FRA,7:45
Exclusion with substitution,4.0,3,13,2,FRA,4.0,SACRE A,13 - 2,465,FRA,7:45
Extra player shot - Goal,10.0,3,14,2,FRA,4.0,BUJKA B,14 - 2,445,HUN,7:25
Action shot - Missed,12.0,3,14,2,FRA,4.0,JASKOVA M,14 - 2,419,FRA,6:59
Action shot - Saved,8.0,3,14,2,FRA,4.0,KESZTHELYI R,14 - 2,396,HUN,6:36
Action shot,,3,14,2,FRA,4.0,,14 - 2,387,,6:27
Goalkeeper substitution,13.0,3,14,2,FRA,4.0,CHABRIER M,14 - 2,375,FRA,6:15
Goalkeeper substitution,1.0,3,14,2,FRA,4.0,DERENTY L,14 - 2,375,FRA,6:15
20 sec. exclusion in centre,12.0,3,14,2,FRA,4.0,MENCZINGER K,14 - 2,375,HUN,6:15
Action shot - Goal,5.0,3,14,3,FRA,4.0,GUILLET L,14 - 3,350,FRA,5:50
Action shot - Saved,12.0,3,14,3,FRA,4.0,MENCZINGER K,14 - 3,329,HUN,5:29
Action shot - Saved,5.0,3,14,3,FRA,4.0,GUILLET L,14 - 3,302,FRA,5:02
Turnover foul,5.0,3,14,3,FRA,4.0,GUILLET L,14 - 3,290,FRA,4:50
20 sec. exclusion in centre,7.0,3,14,3,FRA,4.0,BARBIEUX M,14 - 3,290,FRA,4:50
Exclusion with substitution,7.0,3,14,3,FRA,4.0,BARBIEUX M,14 - 3,290,FRA,4:50
Time-Out,,3,14,3,FRA,4.0,,14 - 3,290,HUN,4:50
Starting goalkeeper,13.0,3,14,3,FRA,4.0,GANGL E,14 - 3,480,HUN,8:00
Extra player shot - Saved,6.0,3,14,3,FRA,4.0,TAKACS O,14 - 3,273,HUN,4:33
5m shot - Missed,8.0,3,14,3,FRA,4.0,TARDY M,14 - 3,247,FRA,4:07
Turnover foul,13.0,3,14,3,FRA,4.0,GANGL E,14 - 3,247,HUN,4:07
Action shot - Saved,9.0,3,14,3,FRA,4.0,CESCA L,14 - 3,217,FRA,3:37
Centre shot - Goal,10.0,3,15,3,FRA,4.0,BUJKA B,15 - 3,196,HUN,3:16
5m shot - Post,2.0,3,15,3,FRA,4.0,MILLOT E,15 - 3,168,FRA,2:48
Action shot - Goal,4.0,3,16,3,FRA,4.0,KISTELEKI D,16 - 3,146,HUN,2:26
5m shot - Saved,8.0,3,16,3,FRA,4.0,TARDY M,16 - 3,118,FRA,1:58
Action shot - Goal,4.0,3,17,3,FRA,4.0,KISTELEKI D,17 - 3,102,HUN,1:42
20 sec. exclusion in centre,4.0,3,17,3,FRA,4.0,KISTELEKI D,17 - 3,83,HUN,1:23
Time-Out,,3,17,3,FRA,4.0,,17 - 3,83,FRA,1:23
5m shot - Post,5.0,3,17,3,FRA,4.0,GUILLET L,17 - 3,55,FRA,0:55
Counter attack - Goal,4.0,3,18,3,FRA,4.0,KISTELEKI D,18 - 3,44,HUN,0:44
20 sec. exclusion in centre,7.0,3,18,3,FRA,4.0,ILLES A,18 - 3,7,HUN,0:07
Action shot - Saved,5.0,3,18,3,FRA,4.0,GUILLET L,18 - 3,0,FRA,0:00
Starting goalkeeper,13.0,4,0,0,USA,1.0,JOHNSON A,0 - 0,480,USA,8:00
Starting goalkeeper,13.0,4,0,0,USA,1.0,GANGL E,0 - 0,480,HUN,8:00
Sprint won possession,8.0,4,0,0,USA,1.0,NEUSHUL K,0 - 0,480,USA,8:00
Turnover foul,2.0,4,0,0,USA,1.0,CZIGANY D,0 - 0,417,HUN,6:57
Counter attack - Goal,4.0,4,0,1,USA,1.0,FATTAL R,1 - 0,411,USA,6:51
Turnover foul,9.0,4,0,1,USA,1.0,TOTH I,1 - 0,393,HUN,6:33
Steal,13.0,4,0,1,USA,1.0,JOHNSON A,1 - 0,393,USA,6:33
20 sec. exclusion in centre,5.0,4,0,1,USA,1.0,SZUCS G,1 - 0,376,HUN,6:16
Extra player shot - Goal,7.0,4,0,2,USA,1.0,MATHEWSON C,2 - 0,358,USA,5:58
Turnover foul,10.0,4,0,2,USA,1.0,BUJKA B,2 - 0,332,HUN,5:32
Steal,3.0,4,0,2,USA,1.0,SEIDEMANN M,2 - 0,332,USA,5:32
Turnover foul,3.0,4,0,2,USA,1.0,SEIDEMANN M,2 - 0,306,USA,5:06
Steal,3.0,4,0,2,USA,1.0,ANTAL D,2 - 0,306,HUN,5:06
Turnover foul,12.0,4,0,2,USA,1.0,MENCZINGER K,2 - 0,297,HUN,4:57
Turnover foul,12.0,4,0,2,USA,1.0,CRAIG K,2 - 0,272,USA,4:32
Action shot - Saved,8.0,4,0,2,USA,1.0,KESZTHELYI R,2 - 0,244,HUN,4:04
Action shot - Saved,7.0,4,0,2,USA,1.0,MATHEWSON C,2 - 0,216,USA,3:36
5m shot - Missed,3.0,4,0,2,USA,1.0,SEIDEMANN M,2 - 0,199,USA,3:19
Turnover foul,4.0,4,0,2,USA,1.0,KISTELEKI D,2 - 0,188,HUN,3:08
Centre shot - Goal,6.0,4,0,3,USA,1.0,STEFFENS M,3 - 0,159,USA,2:39
20 sec. exclusion in centre,11.0,4,0,3,USA,1.0,FISCHER M,3 - 0,149,USA,2:29
Action shot - Goal,3.0,4,1,3,USA,1.0,ANTAL D,3 - 1,121,HUN,2:01
Turnover foul,9.0,4,1,3,USA,1.0,GROSSMAN A,3 - 1,95,USA,1:35
Turnover foul,9.0,4,1,3,USA,1.0,TOTH I,3 - 1,79,HUN,1:19
Turnover foul,13.0,4,1,3,USA,1.0,JOHNSON A,3 - 1,65,USA,1:05
Action shot - Blocked,5.0,4,1,3,USA,1.0,SZUCS G,3 - 1,53,HUN,0:53
Time-Out,,4,1,3,USA,1.0,,3 - 1,49,USA,0:49
5m shot - Saved,7.0,4,1,3,USA,1.0,MATHEWSON C,3 - 1,23,USA,0:23
Time-Out,,4,1,3,USA,1.0,,3 - 1,22,HUN,0:22
5m shot - Missed,3.0,4,1,3,USA,1.0,ANTAL D,3 - 1,1,HUN,0:01
Starting goalkeeper,13.0,4,1,3,USA,2.0,JOHNSON A,3 - 1,480,USA,8:00
Starting goalkeeper,13.0,4,1,3,USA,2.0,GANGL E,3 - 1,480,HUN,8:00
Sprint won possession,8.0,4,1,3,USA,2.0,NEUSHUL K,3 - 1,480,USA,8:00
20 sec. exclusion in field,11.0,4,1,3,USA,2.0,GARDA K,3 - 1,470,HUN,7:50
5m shot - Saved,6.0,4,1,3,USA,2.0,STEFFENS M,3 - 1,444,USA,7:24
Turnover foul,13.0,4,1,3,USA,2.0,GANGL E,3 - 1,426,HUN,7:06
5m shot - Goal,4.0,4,1,4,USA,2.0,FATTAL R,4 - 1,408,USA,6:48
Turnover foul,3.0,4,1,4,USA,2.0,ANTAL D,4 - 1,379,HUN,6:19
Steal,4.0,4,1,4,USA,2.0,FATTAL R,4 - 1,379,USA,6:19
Action shot - Post,3.0,4,1,4,USA,2.0,SEIDEMANN M,4 - 1,356,USA,5:56
Turnover foul,3.0,4,1,4,USA,2.0,ANTAL D,4 - 1,332,HUN,5:32
5m shot - Missed,2.0,4,1,4,USA,2.0,MUSSELMAN M,4 - 1,303,USA,5:03
Turnover foul,8.0,4,1,4,USA,2.0,KESZTHELYI R,4 - 1,282,HUN,4:42
Steal,3.0,4,1,4,USA,2.0,SEIDEMANN M,4 - 1,282,USA,4:42
Action shot - Goal,4.0,4,1,5,USA,2.0,FATTAL R,5 - 1,256,USA,4:16
20 sec. exclusion in field,5.0,4,1,5,USA,2.0,WILLIAMS A,5 - 1,245,USA,4:05
Extra player shot - Blocked,8.0,4,1,5,USA,2.0,KESZTHELYI R,5 - 1,231,HUN,3:51
Action shot - Post,6.0,4,1,5,USA,2.0,TAKACS O,5 - 1,218,HUN,3:38
Action shot - Goal,7.0,4,1,6,USA,2.0,MATHEWSON C,6 - 1,192,USA,3:12
Goalkeeper substitution,1.0,4,1,6,USA,2.0,BOLONYAI F,6 - 1,192,HUN,3:12
Turnover foul,8.0,4,1,6,USA,2.0,KESZTHELYI R,6 - 1,176,HUN,2:56
Steal,10.0,4,1,6,USA,2.0,GILCHRIST K,6 - 1,176,USA,2:56
20 sec. exclusion in field,8.0,4,1,6,USA,2.0,KESZTHELYI R,6 - 1,172,HUN,2:52
Time-Out,,4,1,6,USA,2.0,,6 - 1,172,USA,2:52
Extra player shot - Goal,6.0,4,1,7,USA,2.0,STEFFENS M,7 - 1,152,USA,2:32
Action shot - Saved,10.0,4,1,7,USA,2.0,BUJKA B,7 - 1,126,HUN,2:06
Action shot - Missed,8.0,4,1,7,USA,2.0,NEUSHUL K,7 - 1,99,USA,1:39
20 sec. exclusion in field,4.0,4,1,7,USA,2.0,FATTAL R,7 - 1,77,USA,1:17
Time-Out,,4,1,7,USA,2.0,,7 - 1,77,HUN,1:17
Extra player shot - Saved,3.0,4,1,7,USA,2.0,ANTAL D,7 - 1,61,HUN,1:01
5m shot - Missed,8.0,4,1,7,USA,2.0,NEUSHUL K,7 - 1,31,USA,0:31
Counter attack - Goal,8.0,4,2,7,USA,2.0,KESZTHELYI R,7 - 2,22,HUN,0:22
Turnover foul,8.0,4,2,7,USA,2.0,NEUSHUL K,7 - 2,1,USA,0:01
Steal,8.0,4,2,7,USA,2.0,KESZTHELYI R,7 - 2,1,HUN,0:01
Starting goalkeeper,13.0,4,2,7,USA,3.0,JOHNSON A,7 - 2,480,USA,8:00
Starting goalkeeper,1.0,4,2,7,USA,3.0,BOLONYAI F,7 - 2,480,HUN,8:00
Sprint won possession,8.0,4,2,7,USA,3.0,KESZTHELYI R,7 - 2,480,HUN,8:00
Turnover foul,9.0,4,2,7,USA,3.0,TOTH I,7 - 2,459,HUN,7:39
5m shot - Blocked,3.0,4,2,7,USA,3.0,SEIDEMANN M,7 - 2,426,USA,7:06
Action shot - Post,7.0,4,2,7,USA,3.0,MATHEWSON C,7 - 2,414,USA,6:54
5m shot - Blocked,8.0,4,2,7,USA,3.0,KESZTHELYI R,7 - 2,386,HUN,6:26
Action shot - Goal,7.0,4,2,8,USA,3.0,MATHEWSON C,8 - 2,359,USA,5:59
20 sec. exclusion in centre,3.0,4,2,8,USA,3.0,SEIDEMANN M,8 - 2,342,USA,5:42
Extra player shot - Post,12.0,4,2,8,USA,3.0,MENCZINGER K,8 - 2,322,HUN,5:22
Action shot - Goal,6.0,4,2,9,USA,3.0,STEFFENS M,9 - 2,294,USA,4:54
5m shot - Post,12.0,4,2,9,USA,3.0,MENCZINGER K,9 - 2,264,HUN,4:24
Turnover foul,6.0,4,2,9,USA,3.0,STEFFENS M,9 - 2,245,USA,4:05
Steal,8.0,4,2,9,USA,3.0,KESZTHELYI R,9 - 2,245,HUN,4:05
5m shot - Post,8.0,4,2,9,USA,3.0,KESZTHELYI R,9 - 2,221,HUN,3:41
20 sec. exclusion in field,4.0,4,2,9,USA,3.0,KISTELEKI D,9 - 2,204,HUN,3:24
Action shot - Goal,4.0,4,2,10,USA,3.0,FATTAL R,10 - 2,184,USA,3:04
Time-Out,,4,2,10,USA,3.0,,10 - 2,184,HUN,3:04
Action shot - Saved,4.0,4,2,10,USA,3.0,KISTELEKI D,10 - 2,154,HUN,2:34
Turnover foul,11.0,4,2,10,USA,3.0,FISCHER M,10 - 2,137,USA,2:17
Steal,8.0,4,2,10,USA,3.0,KESZTHELYI R,10 - 2,137,HUN,2:17
Action shot - Goal,2.0,4,3,10,USA,3.0,CZIGANY D,10 - 3,115,HUN,1:55
20 sec. exclusion in field,6.0,4,3,10,USA,3.0,TAKACS O,10 - 3,96,HUN,1:36
Action shot - Saved,6.0,4,3,10,USA,3.0,STEFFENS M,10 - 3,75,USA,1:15
Action shot - Goal,3.0,4,3,11,USA,3.0,SEIDEMANN M,11 - 3,73,USA,1:13
Action shot - Blocked,7.0,4,3,11,USA,3.0,ILLES A,11 - 3,46,HUN,0:46
Time-Out,,4,3,11,USA,3.0,,11 - 3,42,USA,0:42
Turnover foul,11.0,4,3,11,USA,3.0,FISCHER M,11 - 3,18,USA,0:18
Turnover foul,6.0,4,3,11,USA,3.0,TAKACS O,11 - 3,3,HUN,0:03
Steal,2.0,4,3,11,USA,3.0,MUSSELMAN M,11 - 3,3,USA,0:03
Starting goalkeeper,13.0,4,3,11,USA,4.0,JOHNSON A,11 - 3,480,USA,8:00
Starting goalkeeper,1.0,4,3,11,USA,4.0,BOLONYAI F,11 - 3,480,HUN,8:00
Sprint won possession,8.0,4,3,11,USA,4.0,KESZTHELYI R,11 - 3,480,HUN,8:00
20 sec. exclusion in centre,5.0,4,3,11,USA,4.0,WILLIAMS A,11 - 3,467,USA,7:47
Extra player shot - Goal,8.0,4,4,11,USA,4.0,KESZTHELYI R,11 - 4,447,HUN,7:27
20 sec. exclusion in centre,7.0,4,4,11,USA,4.0,ILLES A,11 - 4,432,HUN,7:12
Centre shot - Saved,9.0,4,4,11,USA,4.0,GROSSMAN A,11 - 4,401,USA,6:41
Turnover foul,9.0,4,4,11,USA,4.0,TOTH I,11 - 4,379,HUN,6:19
Turnover foul,11.0,4,4,11,USA,4.0,FISCHER M,11 - 4,349,USA,5:49
Turnover foul,2.0,4,4,11,USA,4.0,CZIGANY D,11 - 4,337,HUN,5:37
Action shot - Goal,2.0,4,5,11,USA,4.0,CZIGANY D,11 - 5,285,HUN,4:45
20 sec. exclusion in centre,11.0,4,5,11,USA,4.0,GARDA K,11 - 5,267,HUN,4:27
Action shot - Blocked,4.0,4,5,11,USA,4.0,FATTAL R,11 - 5,244,USA,4:04
Turnover foul,10.0,4,5,11,USA,4.0,BUJKA B,11 - 5,223,HUN,3:43
Steal,3.0,4,5,11,USA,4.0,SEIDEMANN M,11 - 5,223,USA,3:43
Time-Out,,4,5,11,USA,4.0,,11 - 5,180,HUN,3:00
20 sec. exclusion in field,3.0,4,5,11,USA,4.0,SEIDEMANN M,11 - 5,170,USA,2:50
Action shot - Goal,12.0,4,6,11,USA,4.0,MENCZINGER K,11 - 6,147,HUN,2:27
Turnover foul,3.0,4,6,11,USA,4.0,SEIDEMANN M,11 - 6,124,USA,2:04
Turnover foul,9.0,4,6,11,USA,4.0,TOTH I,11 - 6,107,HUN,1:47
Steal,13.0,4,6,11,USA,4.0,JOHNSON A,11 - 6,107,USA,1:47
Time-Out,,4,6,11,USA,4.0,,11 - 6,101,USA,1:41
Turnover foul,10.0,4,6,11,USA,4.0,GILCHRIST K,11 - 6,79,USA,1:19
Steal,2.0,4,6,11,USA,4.0,CZIGANY D,11 - 6,79,HUN,1:19
Penalty foul,2.0,4,6,11,USA,4.0,MUSSELMAN M,11 - 6,67,USA,1:07
Penalty shot - Goal,8.0,4,7,11,USA,4.0,KESZTHELYI R,11 - 7,67,HUN,1:07
Action shot - Goal,9.0,4,7,12,USA,4.0,GROSSMAN A,12 - 7,38,USA,0:38
5m shot - Missed,8.0,4,7,12,USA,4.0,KESZTHELYI R,12 - 7,14,HUN,0:14
Starting goalkeeper,1.0,5,0,0,CAN,1.0,GAUDREAULT J,0 - 0,480,CAN,8:00
Starting goalkeeper,1.0,5,0,0,CAN,1.0,BOLONYAI F,0 - 0,480,HUN,8:00
Sprint won possession,4.0,5,0,0,CAN,1.0,KISTELEKI D,0 - 0,480,HUN,8:00
Action shot - Saved,10.0,5,0,0,CAN,1.0,BUJKA B,0 - 0,454,HUN,7:34
Action shot - Saved,4.0,5,0,0,CAN,1.0,KISTELEKI D,0 - 0,409,HUN,6:49
5m shot - Goal,5.0,5,1,0,CAN,1.0,SZUCS G,0 - 1,396,HUN,6:36
Turnover foul,10.0,5,1,0,CAN,1.0,ROBINSON C,0 - 1,366,CAN,6:06
5m shot - Saved,4.0,5,1,0,CAN,1.0,KISTELEKI D,0 - 1,333,HUN,5:33
Turnover foul,10.0,5,1,0,CAN,1.0,ROBINSON C,0 - 1,308,CAN,5:08
Steal,8.0,5,1,0,CAN,1.0,KESZTHELYI R,0 - 1,308,HUN,5:08
Turnover foul,11.0,5,1,0,CAN,1.0,GARDA K,0 - 1,284,HUN,4:44
Steal,6.0,5,1,0,CAN,1.0,MCKEE K,0 - 1,284,CAN,4:44
Turnover foul,5.0,5,1,0,CAN,1.0,SZUCS G,0 - 1,230,HUN,3:50
Time-Out,,5,1,0,CAN,1.0,,0 - 1,224,CAN,3:44
20 sec. exclusion in centre,5.0,5,1,0,CAN,1.0,SZUCS G,0 - 1,208,HUN,3:28
Extra player shot - Goal,11.0,5,1,1,CAN,1.0,VALIN S,1 - 1,203,CAN,3:23
20 sec. exclusion in centre,9.0,5,1,1,CAN,1.0,EGGENS C,1 - 1,196,CAN,3:16
Action shot - Post,2.0,5,1,1,CAN,1.0,CZIGANY D,1 - 1,172,HUN,2:52
Turnover foul,9.0,5,1,1,CAN,1.0,TOTH I,1 - 1,164,HUN,2:44
Steal,9.0,5,1,1,CAN,1.0,EGGENS C,1 - 1,160,CAN,2:40
Turnover foul,6.0,5,1,1,CAN,1.0,MCKEE K,1 - 1,142,CAN,2:22
Centre shot - Saved,9.0,5,1,1,CAN,1.0,TOTH I,1 - 1,106,HUN,1:46
5m shot - Saved,8.0,5,1,1,CAN,1.0,FOURNIER S,1 - 1,77,CAN,1:17
Counter attack - Goal,4.0,5,2,1,CAN,1.0,KISTELEKI D,1 - 2,70,HUN,1:10
Time-Out,,5,2,1,CAN,1.0,,1 - 2,5,HUN,0:05
5m shot - Missed,8.0,5,2,1,CAN,1.0,KESZTHELYI R,1 - 2,1,HUN,0:01
Starting goalkeeper,1.0,5,2,1,CAN,2.0,GAUDREAULT J,1 - 2,480,CAN,8:00
Starting goalkeeper,1.0,5,2,1,CAN,2.0,BOLONYAI F,1 - 2,480,HUN,8:00
Sprint won possession,8.0,5,2,1,CAN,2.0,KESZTHELYI R,1 - 2,480,HUN,8:00
Turnover foul,8.0,5,2,1,CAN,2.0,KESZTHELYI R,1 - 2,450,HUN,7:30
Turnover foul,1.0,5,2,1,CAN,2.0,GAUDREAULT J,1 - 2,424,CAN,7:04
20 sec. exclusion in centre,4.0,5,2,1,CAN,2.0,WRIGHT E,1 - 2,423,CAN,7:03
Turnover foul,8.0,5,2,1,CAN,2.0,KESZTHELYI R,1 - 2,393,HUN,6:33
20 sec. exclusion in centre,6.0,5,2,1,CAN,2.0,TAKACS O,1 - 2,383,HUN,6:23
Extra player shot - Goal,5.0,5,2,2,CAN,2.0,EGGENS M,2 - 2,366,CAN,6:06
20 sec. exclusion in centre,10.0,5,2,2,CAN,2.0,ROBINSON C,2 - 2,342,CAN,5:42
Centre shot - Missed,3.0,5,2,2,CAN,2.0,ANTAL D,2 - 2,342,HUN,5:42
Extra player shot - Goal,8.0,5,3,2,CAN,2.0,KESZTHELYI R,2 - 3,322,HUN,5:22
Turnover foul,3.0,5,3,2,CAN,2.0,MONTON K,2 - 3,300,CAN,5:00
Turnover foul,5.0,5,3,2,CAN,2.0,SZUCS G,2 - 3,284,HUN,4:44
Action shot - Saved,12.0,5,3,2,CAN,2.0,PERREAULT D,2 - 3,261,CAN,4:21
Turnover foul,7.0,5,3,2,CAN,2.0,BEKHAZI J,2 - 3,243,CAN,4:03
Steal,2.0,5,3,2,CAN,2.0,CZIGANY D,2 - 3,243,HUN,4:03
Action shot - Blocked,11.0,5,3,2,CAN,2.0,GARDA K,2 - 3,220,HUN,3:40
Action shot - Goal,9.0,5,3,3,CAN,2.0,EGGENS C,3 - 3,201,CAN,3:21
5m shot - Post,5.0,5,3,3,CAN,2.0,SZUCS G,3 - 3,171,HUN,2:51
Action shot - Goal,8.0,5,4,3,CAN,2.0,KESZTHELYI R,3 - 4,171,HUN,2:51
Turnover foul,6.0,5,4,3,CAN,2.0,MCKEE K,3 - 4,151,CAN,2:31
Centre shot - Blocked,3.0,5,4,3,CAN,2.0,ANTAL D,3 - 4,122,HUN,2:02
Action shot - Missed,11.0,5,4,3,CAN,2.0,VALIN S,3 - 4,92,CAN,1:32
20 sec. exclusion in centre,8.0,5,4,3,CAN,2.0,FOURNIER S,3 - 4,47,CAN,0:47
Time-Out,,5,4,3,CAN,2.0,,3 - 4,47,HUN,0:47
5m shot - Missed,5.0,5,4,3,CAN,2.0,SZUCS G,3 - 4,47,HUN,0:47
Time-Out,,5,4,3,CAN,2.0,,3 - 4,18,CAN,0:18
Turnover foul,10.0,5,4,3,CAN,2.0,ROBINSON C,3 - 4,12,CAN,0:12
5m shot - Blocked,7.0,5,4,3,CAN,2.0,ILLES A,3 - 4,2,HUN,0:02
Starting goalkeeper,1.0,5,4,3,CAN,3.0,GAUDREAULT J,3 - 4,480,CAN,8:00
Starting goalkeeper,1.0,5,4,3,CAN,3.0,BOLONYAI F,3 - 4,480,HUN,8:00
Sprint won possession,12.0,5,4,3,CAN,3.0,PERREAULT D,3 - 4,480,CAN,8:00
