Period,Time,Action,Score,Team,Player,Cap,Opponent,ROU,Seconds,Game,Opponent name
3.0,0:01,5m shot - Saved,8 - 5,GER,STAMM M,9.0,8,5,1,3,GER
4.0,8:00,Starting goalkeeper,8 - 5,GER,SCHENKEL M,13.0,8,5,480,3,GER
4.0,8:00,Starting goalkeeper,8 - 5,ROU,STOENESCU D,1.0,8,5,480,3,GER
4.0,8:00,Sprint won possession,8 - 5,GER,STAMM M,9.0,8,5,480,3,GER
4.0,7:41,Turnover foul,8 - 5,GER,EIDNER D,12.0,8,5,461,3,GER
4.0,7:23,Turnover foul,8 - 5,ROU,IANC P,2.0,8,5,443,3,GER
4.0,7:23,Steal,8 - 5,GER,BUKOWSKI E,2.0,8,5,443,3,GER
4.0,6:55,Centre shot - Goal,9 - 5,GER,EIDNER D,12.0,9,5,415,3,GER
4.0,6:40,5m shot - Saved,9 - 5,ROU,MATEI A,7.0,9,5,400,3,GER
4.0,6:29,20 sec. exclusion in centre,9 - 5,GER,ROHE T,5.0,9,5,389,3,GER
4.0,6:04,Action shot - Post,9 - 5,ROU,DIACONU N,4.0,9,5,364,3,GER
4.0,5:36,Action shot - Post,9 - 5,GER,NOSSEK H,7.0,9,5,336,3,GER
4.0,5:08,Turnover foul,9 - 5,ROU,GHIBAN A,11.0,9,5,308,3,GER
4.0,5:08,Steal,9 - 5,GER,REAL J,4.0,9,5,308,3,GER
4.0,4:38,5m shot - Saved,9 - 5,GER,STAMM M,9.0,9,5,278,3,GER
4.0,4:08,Centre shot - Goal,9 - 6,ROU,IANC P,2.0,9,6,248,3,GER
4.0,3:46,Centre shot - Saved,9 - 6,GER,EIDNER D,12.0,9,6,226,3,GER
4.0,3:45,20 sec. exclusion in field,9 - 6,GER,EIDNER D,12.0,9,6,225,3,GER
4.0,3:45,Time-Out,9 - 6,ROU,,,9,6,225,3,GER
4.0,3:19,Action shot - Goal,9 - 7,ROU,BUSILA A,6.0,9,7,199,3,GER
4.0,2:53,Action shot - Saved,9 - 7,GER,STAMM M,9.0,9,7,173,3,GER
4.0,2:33,Action shot - Goal,9 - 8,ROU,GHIBAN A,11.0,9,8,153,3,GER
4.0,2:04,5m shot - Saved,9 - 8,GER,OELER M,10.0,9,8,124,3,GER
4.0,1:36,Turnover foul,9 - 8,ROU,IANC P,2.0,9,8,96,3,GER
4.0,0:47,Steal,9 - 8,GER,BUKOWSKI E,2.0,9,8,47,3,GER
4.0,0:07,Turnover foul,9 - 8,ROU,GHIBAN A,11.0,9,8,7,3,GER
4.0,0:07,Steal,9 - 8,GER,EIDNER D,12.0,9,8,7,3,GER
1.0,8:00,Starting goalkeeper,0 - 0,ROU,STOENESCU D,1.0,0,0,480,4,SRB
1.0,8:00,Starting goalkeeper,0 - 0,SRB,MITROVIC B,1.0,0,0,480,4,SRB
1.0,8:00,Sprint won possession,0 - 0,ROU,MATEI A,7.0,0,0,480,4,SRB
1.0,7:41,Turnover foul,0 - 0,ROU,CHIOVEANU M,8.0,0,0,461,4,SRB
1.0,7:41,Steal,0 - 0,SRB,RADEN N,9.0,0,0,461,4,SRB
1.0,7:24,Turnover foul,0 - 0,SRB,GOCIC Z,3.0,0,0,444,4,SRB
1.0,7:24,Steal,0 - 0,ROU,MATEI A,7.0,0,0,444,4,SRB
1.0,7:00,Action shot - Goal,0 - 1,ROU,BUSILA A,6.0,0,1,420,4,SRB
1.0,6:37,5m shot - Goal,1 - 1,SRB,RADEN N,9.0,1,1,397,4,SRB
1.0,6:10,Turnover foul,1 - 1,ROU,CHIOVEANU M,8.0,1,1,370,4,SRB
1.0,6:10,Steal,1 - 1,SRB,GOCIC Z,3.0,1,1,370,4,SRB
1.0,5:56,20 sec. exclusion in field,1 - 1,ROU,CHIOVEANU M,8.0,1,1,356,4,SRB
1.0,5:50,Turnover foul,1 - 1,SRB,PIJETLOVIC D,6.0,1,1,350,4,SRB
1.0,5:29,Turnover foul,1 - 1,ROU,MATEI A,7.0,1,1,329,4,SRB
1.0,5:29,Steal,1 - 1,SRB,MITROVIC S,12.0,1,1,329,4,SRB
1.0,5:06,Action shot - Missed,1 - 1,SRB,GOCIC Z,3.0,1,1,306,4,SRB
1.0,4:51,5m shot - Saved,1 - 1,ROU,DIACONU N,4.0,1,1,291,4,SRB
1.0,3:55,Action shot - Saved,1 - 1,SRB,MITROVIC S,12.0,1,1,235,4,SRB
1.0,3:44,Action shot - Saved,1 - 1,SRB,PIJETLOVIC D,6.0,1,1,224,4,SRB
1.0,3:21,Turnover foul,1 - 1,ROU,MATEI A,7.0,1,1,201,4,SRB
1.0,3:21,Steal,1 - 1,SRB,RADEN N,9.0,1,1,201,4,SRB
1.0,3:04,Action shot - Goal,2 - 1,SRB,PIJETLOVIC D,6.0,2,1,184,4,SRB
1.0,2:11,Turnover foul,2 - 1,SRB,UDOVICIC V,4.0,2,1,131,4,SRB
1.0,2:11,Steal,2 - 1,ROU,GHIBAN A,11.0,2,1,131,4,SRB
1.0,1:44,Turnover foul,2 - 1,ROU,CHIOVEANU M,8.0,2,1,104,4,SRB
1.0,1:44,Steal,2 - 1,SRB,MANDIC D,2.0,2,1,104,4,SRB
1.0,1:25,Action shot - Saved,2 - 1,SRB,UDOVICIC V,4.0,2,1,85,4,SRB
1.0,1:03,Action shot - Saved,2 - 1,ROU,DIACONU N,4.0,2,1,63,4,SRB
1.0,0:56,20 sec. exclusion in field,2 - 1,SRB,FILIPOVIC F,10.0,2,1,56,4,SRB
1.0,0:27,Action shot - Post,2 - 1,ROU,MATEI A,7.0,2,1,27,4,SRB
1.0,0:11,20 sec. exclusion in centre,2 - 1,ROU,DIACONU N,4.0,2,1,11,4,SRB
1.0,0:01,Extra player shot - Saved,2 - 1,SRB,ALEKSIC M,8.0,2,1,1,4,SRB
2.0,8:00,Starting goalkeeper,2 - 1,ROU,STOENESCU D,1.0,2,1,480,4,SRB
2.0,8:00,Starting goalkeeper,2 - 1,SRB,MITROVIC B,1.0,2,1,480,4,SRB
2.0,8:00,Sprint won possession,2 - 1,SRB,GOCIC Z,3.0,2,1,480,4,SRB
2.0,7:38,20 sec. exclusion in centre,2 - 1,ROU,GOANTA D,9.0,2,1,458,4,SRB
2.0,7:24,Turnover foul,2 - 1,SRB,GOCIC Z,3.0,2,1,444,4,SRB
2.0,6:56,Turnover foul,2 - 1,ROU,GHIBAN A,11.0,2,1,416,4,SRB
2.0,6:56,Steal,2 - 1,SRB,MITROVIC S,12.0,2,1,416,4,SRB
2.0,6:28,20 sec. exclusion in centre,2 - 1,ROU,GOANTA D,9.0,2,1,388,4,SRB
2.0,6:27,Extra player shot - Goal,3 - 1,SRB,NIKIC S,7.0,3,1,387,4,SRB
2.0,6:01,Turnover foul,3 - 1,ROU,CHIOVEANU M,8.0,3,1,361,4,SRB
2.0,6:01,Steal,3 - 1,SRB,MITROVIC B,1.0,3,1,361,4,SRB
2.0,5:42,Centre shot - Goal,4 - 1,SRB,UDOVICIC V,4.0,4,1,342,4,SRB
2.0,5:19,Centre shot - Saved,4 - 1,ROU,CHIOVEANU M,8.0,4,1,319,4,SRB
2.0,4:55,Action shot - Saved,4 - 1,SRB,FILIPOVIC F,10.0,4,1,295,4,SRB
2.0,4:30,Action shot - Goal,4 - 2,ROU,DIACONU N,4.0,4,2,270,4,SRB
2.0,4:18,Turnover foul,4 - 2,SRB,FILIPOVIC F,10.0,4,2,258,4,SRB
2.0,3:35,20 sec. exclusion in centre,4 - 2,ROU,CRETU A,12.0,4,2,215,4,SRB
2.0,3:21,Extra player shot - Goal,5 - 2,SRB,PIJETLOVIC D,6.0,5,2,201,4,SRB
2.0,3:01,Turnover foul,5 - 2,ROU,GOANTA D,9.0,5,2,181,4,SRB
2.0,3:01,Steal,5 - 2,SRB,PRLAINOVIC A,11.0,5,2,181,4,SRB
2.0,2:50,Counter attack - Goal,6 - 2,SRB,UDOVICIC V,4.0,6,2,170,4,SRB
2.0,2:21,Centre shot - Post,6 - 2,ROU,GOANTA D,9.0,6,2,141,4,SRB
2.0,2:16,Turnover foul,6 - 2,SRB,RADEN N,9.0,6,2,136,4,SRB
2.0,1:50,5m shot - Saved,6 - 2,ROU,DIACONU N,4.0,6,2,110,4,SRB
2.0,1:35,20 sec. exclusion in field,6 - 2,SRB,PRLAINOVIC A,11.0,6,2,95,4,SRB
2.0,1:14,Extra player shot - Blocked,6 - 2,ROU,GEORGESCU R,10.0,6,2,74,4,SRB
2.0,0:59,Centre shot - Goal,7 - 2,SRB,NIKIC S,7.0,7,2,59,4,SRB
2.0,0:36,5m shot - Blocked,7 - 2,ROU,DIACONU N,4.0,7,2,36,4,SRB
2.0,0:08,Turnover foul,7 - 2,SRB,RADEN N,9.0,7,2,8,4,SRB
2.0,0:08,Steal,7 - 2,ROU,BUSILA A,6.0,7,2,8,4,SRB
2.0,0:01,5m shot - Saved,7 - 2,ROU,BUSILA A,6.0,7,2,1,4,SRB
4.0,2:41,Action shot - Goal,12 - 4,SRB,FILIPOVIC F,10.0,12,4,161,4,SRB
4.0,1:50,Turnover foul,12 - 4,SRB,MITROVIC S,12.0,12,4,110,4,SRB
4.0,1:50,Steal,12 - 4,ROU,GHIBAN A,11.0,12,4,110,4,SRB
4.0,1:31,5m shot - Missed,12 - 4,ROU,MATEI A,7.0,12,4,91,4,SRB
4.0,1:30,20 sec. exclusion in field,12 - 4,ROU,MATEI A,7.0,12,4,90,4,SRB
4.0,1:18,Extra player shot - Goal,13 - 4,SRB,ALEKSIC M,8.0,13,4,78,4,SRB
4.0,0:53,5m shot - Blocked,13 - 4,ROU,BUSILA A,6.0,13,4,53,4,SRB
3.0,8:00,Starting goalkeeper,13 - 4,SRB,MITROVIC B,1.0,13,4,480,4,SRB
3.0,8:00,Starting goalkeeper,13 - 4,ROU,STOENESCU D,1.0,13,4,480,4,SRB
3.0,8:00,Sprint won possession,13 - 4,ROU,MATEI A,7.0,13,4,480,4,SRB
3.0,7:36,20 sec. exclusion in centre,13 - 4,SRB,MITROVIC S,12.0,13,4,456,4,SRB
3.0,7:09,Action shot - Goal,7 - 3,ROU,DIACONU N,4.0,7,3,429,4,SRB
3.0,6:48,20 sec. exclusion in centre,7 - 3,ROU,BUSILA A,6.0,7,3,408,4,SRB
3.0,6:29,Extra player shot - Saved,7 - 3,SRB,PIJETLOVIC D,6.0,7,3,389,4,SRB
3.0,6:08,Turnover foul,7 - 3,ROU,GHIBAN A,11.0,7,3,368,4,SRB
3.0,6:08,Steal,7 - 3,SRB,MITROVIC S,12.0,7,3,368,4,SRB
3.0,5:56,Counter attack - Goal,8 - 3,SRB,FILIPOVIC F,10.0,8,3,356,4,SRB
3.0,5:37,Turnover foul,8 - 3,ROU,MATEI A,7.0,8,3,337,4,SRB
3.0,5:23,Action shot - Post,8 - 3,SRB,MITROVIC S,12.0,8,3,323,4,SRB
3.0,4:59,Action shot - Saved,8 - 3,ROU,MATEI A,7.0,8,3,299,4,SRB
3.0,4:52,Turnover foul,8 - 3,ROU,IANC P,2.0,8,3,292,4,SRB
3.0,4:52,Steal,8 - 3,SRB,MITROVIC B,1.0,8,3,292,4,SRB
3.0,4:37,Turnover foul,8 - 3,SRB,PIJETLOVIC D,6.0,8,3,277,4,SRB
3.0,4:37,Steal,8 - 3,ROU,IANC P,2.0,8,3,277,4,SRB
3.0,4:37,20 sec. exclusion in field,8 - 3,SRB,PIJETLOVIC D,6.0,8,3,277,4,SRB
3.0,4:36,Time-Out,8 - 3,ROU,,,8,3,276,4,SRB
3.0,4:18,Turnover foul,8 - 3,ROU,DIACONU N,4.0,8,3,258,4,SRB
3.0,4:18,Steal,8 - 3,SRB,MITROVIC S,12.0,8,3,258,4,SRB
3.0,3:58,Turnover foul,8 - 3,SRB,UDOVICIC V,4.0,8,3,238,4,SRB
3.0,3:58,Steal,8 - 3,ROU,GHIBAN A,11.0,8,3,238,4,SRB
3.0,3:32,Centre shot - Blocked,8 - 3,ROU,GEORGESCU R,10.0,8,3,212,4,SRB
3.0,3:28,Time-Out,8 - 3,SRB,,,8,3,208,4,SRB
3.0,3:28,Turnover foul,8 - 3,ROU,GEORGESCU R,10.0,8,3,208,4,SRB
3.0,3:28,Steal,8 - 3,SRB,PRLAINOVIC A,11.0,8,3,208,4,SRB
3.0,3:13,Action shot - Goal,9 - 3,SRB,CUK M,5.0,9,3,193,4,SRB
3.0,2:51,20 sec. exclusion in centre,9 - 3,SRB,ALEKSIC M,8.0,9,3,171,4,SRB
3.0,2:31,Extra player shot - Blocked,9 - 3,ROU,MATEI A,7.0,9,3,151,4,SRB
3.0,2:05,5m shot - Saved,9 - 3,SRB,ALEKSIC M,8.0,9,3,125,4,SRB
3.0,1:38,Turnover foul,9 - 3,ROU,CRETU A,12.0,9,3,98,4,SRB
3.0,1:38,Steal,9 - 3,SRB,MANDIC D,2.0,9,3,98,4,SRB
3.0,1:26,Counter attack - Saved,9 - 3,SRB,MANDIC D,2.0,9,3,86,4,SRB
3.0,1:02,5m shot - Missed,9 - 3,ROU,BUSILA A,6.0,9,3,62,4,SRB
3.0,1:01,20 sec. exclusion in field,9 - 3,ROU,GHIBAN A,11.0,9,3,61,4,SRB
3.0,0:53,Extra player shot - Goal,10 - 3,SRB,MANDIC D,2.0,10,3,53,4,SRB
3.0,0:33,20 sec. exclusion in field,10 - 3,SRB,ALEKSIC M,8.0,10,3,33,4,SRB
3.0,0:25,Extra player shot - Saved,10 - 3,ROU,CRETU A,12.0,10,3,25,4,SRB
4.0,8:00,Starting goalkeeper,10 - 3,SRB,PIJETLOVIC G,13.0,10,3,480,4,SRB
4.0,8:00,Starting goalkeeper,10 - 3,ROU,STOENESCU D,1.0,10,3,480,4,SRB
4.0,8:00,Sprint won possession,10 - 3,SRB,FILIPOVIC F,10.0,10,3,480,4,SRB
4.0,7:33,20 sec. exclusion in centre,10 - 3,ROU,CRETU A,12.0,10,3,453,4,SRB
4.0,7:21,Extra player shot - Goal,11 - 3,SRB,CUK M,5.0,11,3,441,4,SRB
4.0,7:03,Centre shot - Saved,11 - 3,ROU,CHIOVEANU M,8.0,11,3,423,4,SRB
4.0,6:49,Turnover foul,11 - 3,SRB,PIJETLOVIC G,13.0,11,3,409,4,SRB
4.0,6:49,Steal,11 - 3,ROU,MATEI A,7.0,11,3,409,4,SRB
4.0,6:45,20 sec. exclusion in field,11 - 3,SRB,FILIPOVIC F,10.0,11,3,405,4,SRB
4.0,6:40,Extra player shot - Goal,11 - 4,ROU,MATEI A,7.0,11,4,400,4,SRB
4.0,6:15,Centre shot - Saved,11 - 4,SRB,PIJETLOVIC D,6.0,11,4,375,4,SRB
4.0,5:46,Turnover foul,11 - 4,ROU,CHIOVEANU M,8.0,11,4,346,4,SRB
4.0,5:46,Steal,11 - 4,SRB,CUK M,5.0,11,4,346,4,SRB
4.0,5:31,Turnover foul,11 - 4,SRB,PIJETLOVIC D,6.0,11,4,331,4,SRB
4.0,5:31,Steal,11 - 4,ROU,GHIBAN A,11.0,11,4,331,4,SRB
4.0,4:49,Centre shot - Saved,11 - 4,SRB,PIJETLOVIC D,6.0,11,4,289,4,SRB
4.0,4:20,5m shot - Blocked,11 - 4,SRB,RADEN N,9.0,11,4,260,4,SRB
4.0,4:03,Action shot - Saved,11 - 4,ROU,GEORGESCU R,10.0,11,4,243,4,SRB
4.0,3:42,Action shot - Saved,11 - 4,SRB,GOCIC Z,3.0,11,4,222,4,SRB
4.0,3:33,Counter attack - Post,11 - 4,ROU,CHIOVEANU M,8.0,11,4,213,4,SRB
4.0,3:33,Time-Out,11 - 4,SRB,,,11,4,213,4,SRB
4.0,3:14,Turnover foul,11 - 4,SRB,MANDIC D,2.0,11,4,194,4,SRB
4.0,2:59,Turnover foul,11 - 4,ROU,BUSILA A,6.0,11,4,179,4,SRB
4.0,2:59,Steal,11 - 4,SRB,PIJETLOVIC G,13.0,11,4,179,4,SRB
4.0,0:35,Action shot - Goal,13 - 5,ROU,DIACONU N,4.0,13,5,35,4,SRB
4.0,0:14,Turnover foul,13 - 5,SRB,NIKIC S,7.0,13,5,14,4,SRB
4.0,0:14,Steal,13 - 5,ROU,GOANTA D,9.0,13,5,14,4,SRB
4.0,0:13,Time-Out,13 - 5,ROU,,,13,5,13,4,SRB
4.0,0:02,Turnover foul,13 - 5,ROU,CHIOVEANU M,8.0,13,5,2,4,SRB
4.0,0:02,Steal,13 - 5,SRB,ALEKSIC M,8.0,13,5,2,4,SRB
