Action,Cap,Game,MNE,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time
Starting goalkeeper,1.0,3,3,2,JPN,2.0,TANAMURA K,2 - 3,480,JPN,8:00
Starting goalkeeper,1.0,3,3,2,JPN,2.0,LAZOVIC D,2 - 3,480,MNE,8:00
Sprint won possession,8.0,3,3,2,JPN,2.0,UKROPINA A,2 - 3,480,MNE,8:00
Penalty foul,4.0,3,3,2,JPN,2.0,SHIGA M,2 - 3,461,JPN,7:41
Penalty shot - Goal,6.0,3,4,2,JPN,2.0,RADOVIC A,2 - 4,461,MNE,7:41
Turnover foul,9.0,3,4,2,JPN,2.0,TAKEI K,2 - 4,435,JPN,7:15
Action shot - Goal,9.0,3,5,2,JPN,2.0,IVOVIC A,2 - 5,416,MNE,6:56
5m shot - Saved,9.0,3,5,2,JPN,2.0,TAKEI K,2 - 5,391,JPN,6:31
Action shot - Goal,11.0,3,6,2,JPN,2.0,KLIKOVAC F,2 - 6,368,MNE,6:08
Turnover foul,3.0,3,6,2,JPN,2.0,ARAI A,2 - 6,343,JPN,5:43
Steal,5.0,3,6,2,JPN,2.0,BRGULJAN D,2 - 6,343,MNE,5:43
Action shot - Saved,11.0,3,6,2,JPN,2.0,KLIKOVAC F,2 - 6,330,MNE,5:30
Turnover foul,2.0,3,6,2,JPN,2.0,ADACHI S,2 - 6,315,JPN,5:15
Steal,9.0,3,6,2,JPN,2.0,IVOVIC A,2 - 6,315,MNE,5:15
Action shot - Saved,3.0,3,6,2,JPN,2.0,PASKOVIC V,2 - 6,288,MNE,4:48
20 sec. exclusion in centre,9.0,3,6,2,JPN,2.0,IVOVIC A,2 - 6,265,MNE,4:25
Extra player shot - Saved,12.0,3,6,2,JPN,2.0,HAZUI S,2 - 6,252,JPN,4:12
Time-Out,,3,6,2,JPN,2.0,,2 - 6,251,MNE,4:11
20 sec. exclusion in centre,6.0,3,6,2,JPN,2.0,IIDA A,2 - 6,235,JPN,3:55
Exclusion with substitution,6.0,3,6,2,JPN,2.0,IIDA A,2 - 6,235,JPN,3:55
5m shot - Saved,12.0,3,6,2,JPN,2.0,JOKIC P,2 - 6,206,MNE,3:26
Turnover foul,12.0,3,6,2,JPN,2.0,JOKIC P,2 - 6,174,MNE,2:54
5m shot - Saved,11.0,3,6,2,JPN,2.0,OKAWA K,2 - 6,156,JPN,2:36
Action shot - Goal,3.0,3,7,2,JPN,2.0,PASKOVIC V,2 - 7,130,MNE,2:10
Action shot - Goal,5.0,3,7,3,JPN,2.0,YANASE A,3 - 7,106,JPN,1:46
Turnover foul,12.0,3,7,3,JPN,2.0,JOKIC P,3 - 7,89,MNE,1:29
Steal,1.0,3,7,3,JPN,2.0,TANAMURA K,3 - 7,89,JPN,1:29
20 sec. exclusion in centre,10.0,3,7,3,JPN,2.0,MURISIC N,3 - 7,73,MNE,1:13
Time-Out,,3,7,3,JPN,2.0,,3 - 7,73,JPN,1:13
Extra player shot - Goal,8.0,3,7,4,JPN,2.0,KADONO Y,4 - 7,53,JPN,0:53
Time-Out,,3,7,4,JPN,4.0,,4 - 7,118,JPN,1:58
20 sec. exclusion in centre,4.0,3,7,4,JPN,4.0,CUCKOVIC U,4 - 7,101,MNE,1:41
Extra player shot - Saved,9.0,3,7,4,JPN,4.0,TAKEI K,4 - 7,82,JPN,1:22
Action shot - Goal,9.0,3,16,9,JPN,4.0,TAKEI K,9 - 16,72,JPN,1:12
20 sec. exclusion in centre,8.0,3,16,9,JPN,4.0,KADONO Y,9 - 16,54,JPN,0:54
20 sec. exclusion in centre,11.0,3,16,9,JPN,2.0,OKAWA K,9 - 16,35,JPN,0:35
Extra player shot - Goal,6.0,3,8,4,JPN,2.0,RADOVIC A,4 - 8,20,MNE,0:20
Starting goalkeeper,1.0,3,8,4,JPN,3.0,TANAMURA K,4 - 8,480,JPN,8:00
Starting goalkeeper,1.0,3,8,4,JPN,3.0,LAZOVIC D,4 - 8,480,MNE,8:00
Sprint won possession,8.0,3,8,4,JPN,3.0,UKROPINA A,4 - 8,480,MNE,8:00
Action shot - Saved,8.0,3,8,4,JPN,3.0,UKROPINA A,4 - 8,455,MNE,7:35
Turnover foul,9.0,3,8,4,JPN,3.0,TAKEI K,4 - 8,433,JPN,7:13
20 sec. exclusion in centre,8.0,3,8,4,JPN,3.0,KADONO Y,4 - 8,425,JPN,7:05
Extra player shot - Goal,2.0,3,9,4,JPN,3.0,BRGULJAN D,4 - 9,412,MNE,6:52
5m shot - Missed,12.0,3,9,4,JPN,3.0,HAZUI S,4 - 9,383,JPN,6:23
Action shot - Saved,3.0,3,9,4,JPN,3.0,PASKOVIC V,4 - 9,354,MNE,5:54
Turnover foul,7.0,3,9,4,JPN,3.0,SHIMIZU Y,4 - 9,331,JPN,5:31
Steal,2.0,3,9,4,JPN,3.0,BRGULJAN D,4 - 9,331,MNE,5:31
20 sec. exclusion in centre,11.0,3,9,4,JPN,3.0,OKAWA K,4 - 9,321,JPN,5:21
Extra player shot - Goal,9.0,3,10,4,JPN,3.0,IVOVIC A,4 - 10,306,MNE,5:06
Turnover foul,4.0,3,10,4,JPN,3.0,SHIGA M,4 - 10,286,JPN,4:46
20 sec. exclusion in centre,7.0,3,10,4,JPN,3.0,SHIMIZU Y,4 - 10,258,JPN,4:18
Action shot - Goal,10.0,3,11,4,JPN,3.0,MURISIC N,4 - 11,236,MNE,3:56
Penalty foul,8.0,3,11,4,JPN,3.0,UKROPINA A,4 - 11,214,MNE,3:34
Penalty shot - Saved,2.0,3,11,4,JPN,3.0,ADACHI S,4 - 11,214,JPN,3:34
Turnover foul,9.0,3,11,4,JPN,3.0,IVOVIC A,4 - 11,193,MNE,3:13
Turnover foul,8.0,3,11,4,JPN,3.0,KADONO Y,4 - 11,178,JPN,2:58
Steal,8.0,3,11,4,JPN,3.0,UKROPINA A,4 - 11,178,MNE,2:58
Turnover foul,10.0,3,11,4,JPN,3.0,MURISIC N,4 - 11,151,MNE,2:31
Counter attack - Saved,7.0,3,11,4,JPN,3.0,SHIMIZU Y,4 - 11,147,JPN,2:27
Turnover foul,4.0,3,11,4,JPN,3.0,CUCKOVIC U,4 - 11,132,MNE,2:12
Action shot - Goal,7.0,3,11,5,JPN,3.0,SHIMIZU Y,5 - 11,121,JPN,2:01
Centre shot - Goal,9.0,3,12,5,JPN,3.0,IVOVIC A,5 - 12,95,MNE,1:35
20 sec. exclusion in centre,2.0,3,12,5,JPN,3.0,BRGULJAN D,5 - 12,79,MNE,1:19
Extra player shot - Goal,5.0,3,12,6,JPN,3.0,YANASE A,6 - 12,71,JPN,1:11
Penalty foul,4.0,3,12,6,JPN,3.0,SHIGA M,6 - 12,43,JPN,0:43
Penalty shot - Goal,3.0,3,13,6,JPN,3.0,PASKOVIC V,6 - 13,43,MNE,0:43
Action shot - Saved,4.0,3,13,6,JPN,3.0,SHIGA M,6 - 13,17,JPN,0:17
Time-Out,,3,13,6,JPN,3.0,,6 - 13,16,MNE,0:16
Turnover foul,2.0,3,13,6,JPN,3.0,BRGULJAN D,6 - 13,7,MNE,0:07
Time-Out,,3,13,6,JPN,3.0,,6 - 13,7,JPN,0:07
5m shot - Saved,9.0,3,13,6,JPN,3.0,TAKEI K,6 - 13,1,JPN,0:01
Starting goalkeeper,1.0,3,13,6,JPN,4.0,TANAMURA K,6 - 13,480,JPN,8:00
Starting goalkeeper,1.0,3,13,6,JPN,4.0,LAZOVIC D,6 - 13,480,MNE,8:00
Sprint won possession,2.0,3,13,6,JPN,4.0,BRGULJAN D,6 - 13,480,MNE,8:00
Turnover foul,6.0,3,13,6,JPN,4.0,RADOVIC A,6 - 13,453,MNE,7:33
5m shot - Blocked,6.0,3,13,6,JPN,4.0,RADOVIC A,6 - 13,453,MNE,7:33
Action shot - Goal,5.0,3,13,7,JPN,4.0,YANASE A,7 - 13,444,JPN,7:24
Penalty foul,11.0,3,13,7,JPN,4.0,OKAWA K,7 - 13,424,JPN,7:04
Exclusion with substitution,11.0,3,13,7,JPN,4.0,OKAWA K,7 - 13,424,JPN,7:04
Penalty shot - Goal,6.0,3,14,7,JPN,4.0,RADOVIC A,7 - 14,424,MNE,7:04
Action shot - Saved,12.0,3,14,7,JPN,4.0,HAZUI S,7 - 14,399,JPN,6:39
Action shot - Goal,9.0,3,15,7,JPN,4.0,IVOVIC A,7 - 15,382,MNE,6:22
Turnover foul,4.0,3,15,7,JPN,4.0,SHIGA M,7 - 15,354,JPN,5:54
Action shot - Saved,12.0,3,15,7,JPN,4.0,JOKIC P,7 - 15,325,MNE,5:25
Turnover foul,10.0,3,15,7,JPN,4.0,YASUDA K,7 - 15,302,JPN,5:02
Counter attack - Saved,3.0,3,15,7,JPN,4.0,PASKOVIC V,7 - 15,285,MNE,4:45
Turnover foul,9.0,3,15,7,JPN,4.0,TAKEI K,7 - 15,272,JPN,4:32
Steal,12.0,3,15,7,JPN,4.0,JOKIC P,7 - 15,272,MNE,4:32
Turnover foul,3.0,3,15,7,JPN,4.0,PASKOVIC V,7 - 15,254,MNE,4:14
Steal,4.0,3,15,7,JPN,4.0,SHIGA M,7 - 15,254,JPN,4:14
Counter attack - Goal,4.0,3,15,8,JPN,4.0,SHIGA M,8 - 15,240,JPN,4:00
Action shot - Goal,10.0,3,16,8,JPN,4.0,MURISIC N,8 - 16,223,MNE,3:43
Turnover foul,4.0,3,16,8,JPN,4.0,SHIGA M,8 - 16,195,JPN,3:15
Steal,4.0,3,16,8,JPN,4.0,CUCKOVIC U,8 - 16,195,MNE,3:15
5m shot - Saved,9.0,3,16,8,JPN,4.0,IVOVIC A,8 - 16,171,MNE,2:51
Turnover foul,9.0,3,16,8,JPN,4.0,TAKEI K,8 - 16,152,JPN,2:32
Steal,9.0,3,16,8,JPN,4.0,IVOVIC A,8 - 16,152,MNE,2:32
5m shot - Saved,10.0,3,16,8,JPN,4.0,MURISIC N,8 - 16,120,MNE,2:00
Time-Out,,3,16,8,JPN,4.0,,8 - 16,54,MNE,0:54
Action shot - Blocked,8.0,3,16,8,JPN,4.0,UKROPINA A,8 - 16,30,MNE,0:30
20 sec. exclusion in centre,11.0,3,16,8,JPN,4.0,KLIKOVAC F,8 - 16,16,MNE,0:16
5m shot - Goal,9.0,3,16,10,JPN,4.0,TAKEI K,10 - 16,15,JPN,0:15
Action shot - Saved,5.0,3,16,10,JPN,4.0,BRGULJAN D,10 - 16,0,MNE,0:00
Starting goalkeeper,1.0,4,0,0,KAZ,1.0,FEDOROV A,0 - 0,480,KAZ,8:00
Starting goalkeeper,13.0,4,0,0,KAZ,1.0,SCEPANOVIC M,0 - 0,480,MNE,8:00
Sprint won possession,2.0,4,0,0,KAZ,1.0,BRGULJAN D,0 - 0,480,MNE,8:00
Turnover foul,11.0,4,0,0,KAZ,1.0,KLIKOVAC F,0 - 0,460,MNE,7:40
5m shot - Post,3.0,4,0,0,KAZ,1.0,AXENOV A,0 - 0,436,KAZ,7:16
Turnover foul,9.0,4,0,0,KAZ,1.0,IVOVIC A,0 - 0,417,MNE,6:57
5m shot - Goal,2.0,4,0,1,KAZ,1.0,GUBAREV S,1 - 0,391,KAZ,6:31
5m shot - Blocked,7.0,4,0,1,KAZ,1.0,JANOVIC M,1 - 0,372,MNE,6:12
20 sec. exclusion in centre,8.0,4,0,1,KAZ,1.0,KOLIADENKO A,1 - 0,363,KAZ,6:03
Action shot - Blocked,9.0,4,0,1,KAZ,1.0,IVOVIC A,1 - 0,340,MNE,5:40
Turnover foul,9.0,4,0,1,KAZ,1.0,IVOVIC A,1 - 0,318,MNE,5:18
Turnover foul,3.0,4,0,1,KAZ,1.0,AXENOV A,1 - 0,293,KAZ,4:53
Counter attack - Missed,12.0,4,0,1,KAZ,1.0,JOKIC P,1 - 0,275,MNE,4:35
5m shot - Goal,3.0,4,0,2,KAZ,1.0,AXENOV A,2 - 0,244,KAZ,4:04
5m shot - Goal,6.0,4,1,2,KAZ,1.0,RADOVIC A,2 - 1,220,MNE,3:40
Turnover foul,2.0,4,1,2,KAZ,1.0,GUBAREV S,2 - 1,200,KAZ,3:20
Steal,7.0,4,1,2,KAZ,1.0,JANOVIC M,2 - 1,200,MNE,3:20
Counter attack - Goal,7.0,4,2,2,KAZ,1.0,JANOVIC M,2 - 2,189,MNE,3:09
Turnover foul,3.0,4,2,2,KAZ,1.0,AXENOV A,2 - 2,155,KAZ,2:35
Turnover foul,9.0,4,2,2,KAZ,1.0,IVOVIC A,2 - 2,139,MNE,2:19
Turnover foul,3.0,4,2,2,KAZ,1.0,AXENOV A,2 - 2,116,KAZ,1:56
Steal,9.0,4,2,2,KAZ,1.0,IVOVIC A,2 - 2,116,MNE,1:56
Action shot - Missed,5.0,4,2,2,KAZ,1.0,BRGULJAN D,2 - 2,88,MNE,1:28
20 sec. exclusion in field,3.0,4,2,2,KAZ,1.0,PASKOVIC V,2 - 2,76,MNE,1:16
Time-Out,,4,2,2,KAZ,1.0,,2 - 2,76,KAZ,1:16
Action shot - Goal,2.0,4,2,3,KAZ,1.0,GUBAREV S,3 - 2,50,KAZ,0:50
Turnover foul,11.0,4,2,3,KAZ,1.0,KLIKOVAC F,3 - 2,34,MNE,0:34
Turnover foul,5.0,4,2,3,KAZ,1.0,USHAKOV V,3 - 2,7,KAZ,0:07
Steal,2.0,4,2,3,KAZ,1.0,BRGULJAN D,3 - 2,7,MNE,0:07
Time-Out,,4,2,3,KAZ,1.0,,3 - 2,7,MNE,0:07
Turnover foul,7.0,4,2,3,KAZ,1.0,JANOVIC M,3 - 2,0,MNE,0:00
Starting goalkeeper,1.0,4,2,3,KAZ,2.0,FEDOROV A,3 - 2,480,KAZ,8:00
Starting goalkeeper,1.0,4,2,3,KAZ,2.0,LAZOVIC D,3 - 2,480,MNE,8:00
Sprint won possession,3.0,4,2,3,KAZ,2.0,PASKOVIC V,3 - 2,480,MNE,8:00
20 sec. exclusion in centre,4.0,4,2,3,KAZ,2.0,PILIPENKO R,3 - 2,455,KAZ,7:35
Extra player shot - Saved,7.0,4,2,3,KAZ,2.0,JANOVIC M,3 - 2,439,MNE,7:19
5m shot - Saved,9.0,4,2,3,KAZ,2.0,UKUMANOV R,3 - 2,408,KAZ,6:48
Turnover foul,7.0,4,2,3,KAZ,2.0,JANOVIC M,3 - 2,382,MNE,6:22
Turnover foul,6.0,4,2,3,KAZ,2.0,SHMIDER A,3 - 2,357,KAZ,5:57
Turnover foul,11.0,4,2,3,KAZ,2.0,KLIKOVAC F,3 - 2,337,MNE,5:37
Turnover foul,11.0,4,2,3,KAZ,2.0,MANAFOV R,3 - 2,326,KAZ,5:26
20 sec. exclusion in field,9.0,4,2,3,KAZ,2.0,UKUMANOV R,3 - 2,310,KAZ,5:10
Time-Out,,4,2,3,KAZ,2.0,,3 - 2,310,MNE,5:10
Extra player shot - Saved,9.0,4,2,3,KAZ,2.0,IVOVIC A,3 - 2,291,MNE,4:51
5m shot - Saved,3.0,4,2,3,KAZ,2.0,AXENOV A,3 - 2,268,KAZ,4:28
Action shot - Saved,2.0,4,2,3,KAZ,2.0,BRGULJAN D,3 - 2,246,MNE,4:06
5m shot - Post,7.0,4,2,3,KAZ,2.0,JANOVIC M,3 - 2,229,MNE,3:49
20 sec. exclusion in centre,9.0,4,2,3,KAZ,2.0,IVOVIC A,3 - 2,206,MNE,3:26
Extra player shot - Blocked,3.0,4,2,3,KAZ,2.0,AXENOV A,3 - 2,186,KAZ,3:06
Action shot - Goal,3.0,4,2,4,KAZ,2.0,AXENOV A,4 - 2,176,KAZ,2:56
20 sec. exclusion in field,8.0,4,2,4,KAZ,2.0,KOLIADENKO A,4 - 2,159,KAZ,2:39
Extra player shot - Goal,5.0,4,3,4,KAZ,2.0,BRGULJAN D,4 - 3,140,MNE,2:20
Turnover foul,9.0,4,3,4,KAZ,2.0,UKUMANOV R,4 - 3,107,KAZ,1:47
Steal,6.0,4,3,4,KAZ,2.0,RADOVIC A,4 - 3,107,MNE,1:47
Penalty foul,6.0,4,3,4,KAZ,2.0,SHMIDER A,4 - 3,96,KAZ,1:36
Penalty shot - Goal,7.0,4,4,4,KAZ,2.0,JANOVIC M,4 - 4,96,MNE,1:36
Action shot - Post,3.0,4,4,4,KAZ,2.0,AXENOV A,4 - 4,67,KAZ,1:07
Turnover foul,12.0,4,4,4,KAZ,2.0,JOKIC P,4 - 4,39,MNE,0:39
Steal,5.0,4,4,4,KAZ,2.0,USHAKOV V,4 - 4,39,KAZ,0:39
Time-Out,,4,4,4,KAZ,2.0,,4 - 4,39,KAZ,0:39
Turnover foul,6.0,4,4,4,KAZ,2.0,SHMIDER A,4 - 4,28,KAZ,0:28
Steal,2.0,4,4,4,KAZ,2.0,BRGULJAN D,4 - 4,28,MNE,0:28
Counter attack - Goal,12.0,4,5,4,KAZ,2.0,JOKIC P,4 - 5,15,MNE,0:15
Centre shot - Goal,9.0,4,5,5,KAZ,2.0,UKUMANOV R,5 - 5,1,KAZ,0:01
Starting goalkeeper,1.0,4,5,5,KAZ,3.0,FEDOROV A,5 - 5,480,KAZ,8:00
Starting goalkeeper,1.0,4,5,5,KAZ,3.0,LAZOVIC D,5 - 5,480,MNE,8:00
Sprint won possession,3.0,4,5,5,KAZ,3.0,PASKOVIC V,5 - 5,480,MNE,8:00
5m shot - Goal,6.0,4,6,5,KAZ,3.0,RADOVIC A,5 - 6,453,MNE,7:33
20 sec. exclusion in centre,4.0,4,6,5,KAZ,3.0,CUCKOVIC U,5 - 6,438,MNE,7:18
Action shot - Goal,2.0,4,6,6,KAZ,3.0,GUBAREV S,6 - 6,417,KAZ,6:57
Turnover foul,11.0,4,6,6,KAZ,3.0,KLIKOVAC F,6 - 6,398,MNE,6:38
5m shot - Blocked,5.0,4,6,6,KAZ,3.0,USHAKOV V,6 - 6,366,KAZ,6:06
20 sec. exclusion in centre,4.0,4,6,6,KAZ,3.0,PILIPENKO R,6 - 6,350,KAZ,5:50
20 sec. exclusion in centre,11.0,4,6,6,KAZ,3.0,MANAFOV R,6 - 6,342,KAZ,5:42
Extra player shot - Saved,2.0,4,6,6,KAZ,3.0,BRGULJAN D,6 - 6,328,MNE,5:28
Turnover foul,2.0,4,6,6,KAZ,3.0,GUBAREV S,6 - 6,298,KAZ,4:58
Turnover foul,11.0,4,6,6,KAZ,3.0,KLIKOVAC F,6 - 6,271,MNE,4:31
Turnover foul,9.0,4,6,6,KAZ,3.0,UKUMANOV R,6 - 6,244,KAZ,4:04
Time-Out,,4,6,6,KAZ,3.0,,6 - 6,244,MNE,4:04
20 sec. exclusion in centre,9.0,4,6,6,KAZ,3.0,UKUMANOV R,6 - 6,219,KAZ,3:39
Extra player shot - Goal,5.0,4,7,6,KAZ,3.0,BRGULJAN D,6 - 7,204,MNE,3:24
Turnover foul,5.0,4,7,6,KAZ,3.0,USHAKOV V,6 - 7,181,KAZ,3:01
Centre shot - Goal,9.0,4,8,6,KAZ,3.0,IVOVIC A,6 - 8,155,MNE,2:35
5m shot - Saved,9.0,4,8,6,KAZ,3.0,UKUMANOV R,6 - 8,127,KAZ,2:07
5m shot - Blocked,9.0,4,8,6,KAZ,3.0,UKUMANOV R,6 - 8,115,KAZ,1:55
20 sec. exclusion in centre,12.0,4,8,6,KAZ,3.0,PEKOVICH B,6 - 8,106,KAZ,1:46
Extra player shot - Goal,5.0,4,9,6,KAZ,3.0,BRGULJAN D,6 - 9,87,MNE,1:27
Turnover foul,6.0,4,9,6,KAZ,3.0,SHMIDER A,6 - 9,66,KAZ,1:06
Steal,2.0,4,9,6,KAZ,3.0,BRGULJAN D,6 - 9,66,MNE,1:06
Turnover foul,9.0,4,9,6,KAZ,3.0,IVOVIC A,6 - 9,46,MNE,0:46
Steal,9.0,4,9,6,KAZ,3.0,UKUMANOV R,6 - 9,46,KAZ,0:46
Time-Out,,4,9,6,KAZ,3.0,,6 - 9,44,KAZ,0:44
Turnover foul,2.0,4,9,6,KAZ,3.0,GUBAREV S,6 - 9,29,KAZ,0:29
Steal,5.0,4,9,6,KAZ,3.0,BRGULJAN D,6 - 9,29,MNE,0:29
Action shot - Goal,7.0,4,10,6,KAZ,3.0,JANOVIC M,6 - 10,6,MNE,0:06
Starting goalkeeper,1.0,4,10,6,KAZ,4.0,FEDOROV A,6 - 10,480,KAZ,8:00
Starting goalkeeper,1.0,4,10,6,KAZ,4.0,LAZOVIC D,6 - 10,480,MNE,8:00
Sprint won possession,6.0,4,10,6,KAZ,4.0,RADOVIC A,6 - 10,480,MNE,8:00
5m shot - Saved,4.0,4,10,6,KAZ,4.0,PILIPENKO R,6 - 10,431,KAZ,7:11
20 sec. exclusion in field,9.0,4,10,6,KAZ,4.0,IVOVIC A,6 - 10,408,MNE,6:48
Extra player shot - Saved,3.0,4,10,6,KAZ,4.0,AXENOV A,6 - 10,392,KAZ,6:32
Extra player shot - Goal,5.0,4,10,7,KAZ,4.0,USHAKOV V,7 - 10,388,KAZ,6:28
20 sec. exclusion in centre,4.0,4,10,7,KAZ,4.0,PILIPENKO R,7 - 10,372,KAZ,6:12
Exclusion with substitution,4.0,4,10,7,KAZ,4.0,PILIPENKO R,7 - 10,372,KAZ,6:12
Extra player shot - Blocked,6.0,4,10,7,KAZ,4.0,RADOVIC A,7 - 10,351,MNE,5:51
Action shot - Saved,7.0,4,10,7,KAZ,4.0,JANOVIC M,7 - 10,340,MNE,5:40
5m shot,3.0,4,10,7,KAZ,4.0,AXENOV A,7 - 10,318,KAZ,5:18
5m shot - Saved,6.0,4,10,7,KAZ,4.0,RADOVIC A,7 - 10,291,MNE,4:51
Counter attack - Goal,9.0,4,10,8,KAZ,4.0,UKUMANOV R,8 - 10,274,KAZ,4:34
Time-Out,,4,10,8,KAZ,4.0,,8 - 10,274,MNE,4:34
5m shot - Goal,9.0,4,11,8,KAZ,4.0,IVOVIC A,8 - 11,246,MNE,4:06
Turnover foul,3.0,4,11,8,KAZ,4.0,AXENOV A,8 - 11,222,KAZ,3:42
5m shot - Blocked,9.0,4,11,8,KAZ,4.0,IVOVIC A,8 - 11,193,MNE,3:13
Time-Out,,4,11,8,KAZ,4.0,,8 - 11,193,KAZ,3:13
Turnover foul,12.0,4,11,8,KAZ,4.0,PEKOVICH B,8 - 11,180,KAZ,3:00
Turnover foul,11.0,4,11,8,KAZ,4.0,KLIKOVAC F,8 - 11,153,MNE,2:33
Counter attack - Saved,3.0,4,11,8,KAZ,4.0,PASKOVIC V,8 - 11,111,MNE,1:51
Turnover foul,5.0,4,11,8,KAZ,4.0,USHAKOV V,8 - 11,88,KAZ,1:28
Steal,3.0,4,11,8,KAZ,4.0,PASKOVIC V,8 - 11,88,MNE,1:28
Turnover foul,11.0,4,11,8,KAZ,4.0,KLIKOVAC F,8 - 11,60,MNE,1:00
Steal,6.0,4,11,8,KAZ,4.0,SHMIDER A,8 - 11,60,KAZ,1:00
5m shot - Saved,3.0,4,11,8,KAZ,4.0,AXENOV A,8 - 11,40,KAZ,0:40
Counter attack - Goal,3.0,4,12,8,KAZ,4.0,PASKOVIC V,8 - 12,18,MNE,0:18
5m shot - Post,9.0,4,12,8,KAZ,4.0,UKUMANOV R,8 - 12,2,KAZ,0:02
Starting goalkeeper,1.0,5,0,0,CRO,1.0,PAVIC J,0 - 0,480,CRO,8:00
Starting goalkeeper,13.0,5,0,0,CRO,1.0,SCEPANOVIC M,0 - 0,480,MNE,8:00
Sprint won possession,3.0,5,0,0,CRO,1.0,PASKOVIC V,0 - 0,480,MNE,8:00
Action shot - Blocked,3.0,5,0,0,CRO,1.0,PASKOVIC V,0 - 0,452,MNE,7:32
Turnover foul,5.0,5,0,0,CRO,1.0,JOKOVIC M,0 - 0,427,CRO,7:07
Steal,9.0,5,0,0,CRO,1.0,IVOVIC A,0 - 0,427,MNE,7:07
Turnover foul,2.0,5,0,0,CRO,1.0,BRGULJAN D,0 - 0,404,MNE,6:44
Action shot - Blocked,8.0,5,0,0,CRO,1.0,BUSLJE A,0 - 0,376,CRO,6:16
20 sec. exclusion in centre,12.0,5,0,0,CRO,1.0,OBRADOVIC P,0 - 0,361,CRO,6:01
Extra player shot - Post,7.0,5,0,0,CRO,1.0,JANOVIC M,0 - 0,344,MNE,5:44
Action shot - Saved,7.0,5,0,0,CRO,1.0,JANOVIC M,0 - 0,333,MNE,5:33
20 sec. exclusion in centre,3.0,5,0,0,CRO,1.0,PASKOVIC V,0 - 0,318,MNE,5:18
Action shot - Goal,3.0,5,0,1,CRO,1.0,PETKOVIC A,1 - 0,296,CRO,4:56
Action shot - Saved,9.0,5,0,1,CRO,1.0,IVOVIC A,1 - 0,272,MNE,4:32
Turnover foul,5.0,5,0,1,CRO,1.0,JOKOVIC M,1 - 0,248,CRO,4:08
5m shot - Saved,7.0,5,0,1,CRO,1.0,JANOVIC M,1 - 0,224,MNE,3:44
20 sec. exclusion in centre,8.0,5,0,1,CRO,1.0,BUSLJE A,1 - 0,205,CRO,3:25
Extra player shot - Saved,11.0,5,0,1,CRO,1.0,KLIKOVAC F,1 - 0,188,MNE,3:08
Extra player shot - Saved,9.0,5,0,1,CRO,1.0,IVOVIC A,1 - 0,185,MNE,3:05
5m shot - Saved,7.0,5,0,1,CRO,1.0,MUSLIM P,1 - 0,160,CRO,2:40
Time-Out,,5,0,1,CRO,1.0,,1 - 0,156,MNE,2:36
20 sec. exclusion in centre,10.0,5,0,1,CRO,1.0,PASKVALIN F,1 - 0,137,CRO,2:17
5m shot - Missed,6.0,5,0,1,CRO,1.0,RADOVIC A,1 - 0,114,MNE,1:54
20 sec. exclusion in field,12.0,5,0,1,CRO,1.0,JOKIC P,1 - 0,104,MNE,1:44
Time-Out,,5,0,1,CRO,1.0,,1 - 0,102,CRO,1:42
5m shot - Saved,9.0,5,0,1,CRO,1.0,SUKNO S,1 - 0,80,CRO,1:20
5m shot - Saved,9.0,5,0,1,CRO,1.0,SUKNO S,1 - 0,60,CRO,1:00
Turnover foul,6.0,5,0,1,CRO,1.0,RADOVIC A,1 - 0,58,MNE,0:58
5m shot - Blocked,9.0,5,0,1,CRO,1.0,SUKNO S,1 - 0,39,CRO,0:39
Turnover foul,9.0,5,0,1,CRO,1.0,IVOVIC A,1 - 0,11,MNE,0:11
Steal,5.0,5,0,1,CRO,1.0,JOKOVIC M,1 - 0,11,CRO,0:11
Starting goalkeeper,1.0,5,0,1,CRO,2.0,PAVIC J,1 - 0,480,CRO,8:00
Starting goalkeeper,13.0,5,0,1,CRO,2.0,SCEPANOVIC M,1 - 0,480,MNE,8:00
Sprint won possession,2.0,5,0,1,CRO,2.0,BRGULJAN D,1 - 0,480,MNE,8:00
Action shot - Saved,11.0,5,0,1,CRO,2.0,KLIKOVAC F,1 - 0,455,MNE,7:35
20 sec. exclusion in centre,6.0,5,0,1,CRO,2.0,RADOVIC A,1 - 0,432,MNE,7:12
Extra player shot - Goal,7.0,5,0,2,CRO,2.0,MUSLIM P,2 - 0,412,CRO,6:52
5m shot - Saved,9.0,5,0,2,CRO,2.0,IVOVIC A,2 - 0,382,MNE,6:22
20 sec. exclusion in centre,3.0,5,0,2,CRO,2.0,PASKOVIC V,2 - 0,363,MNE,6:03
Extra player shot - Post,7.0,5,0,2,CRO,2.0,MUSLIM P,2 - 0,344,CRO,5:44
Turnover foul,2.0,5,0,2,CRO,2.0,BRGULJAN D,2 - 0,316,MNE,5:16
Steal,5.0,5,0,2,CRO,2.0,JOKOVIC M,2 - 0,316,CRO,5:16
5m shot - Saved,5.0,5,0,2,CRO,2.0,JOKOVIC M,2 - 0,286,CRO,4:46
Turnover foul,9.0,5,0,2,CRO,2.0,IVOVIC A,2 - 0,261,MNE,4:21
Yellow card,,5,0,2,CRO,2.0,Team Official,2 - 0,261,CRO,4:21
Double exclusion,7.0,5,0,2,CRO,2.0,MUSLIM P,2 - 0,243,CRO,4:03
