Action,Cap,Game,MNE,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time
Double exclusion,3.0,5,0,2,CRO,2.0,PASKOVIC V,2 - 0,243,MNE,4:03
Exclusion with substitution,3.0,5,0,2,CRO,2.0,PASKOVIC V,2 - 0,243,MNE,4:03
Turnover foul,4.0,5,0,2,CRO,2.0,LONCAR L,2 - 0,226,CRO,3:46
5m shot - Saved,2.0,5,0,2,CRO,2.0,BRGULJAN D,2 - 0,204,MNE,3:24
Double exclusion,5.0,5,0,2,CRO,2.0,BRGULJAN D,2 - 0,200,MNE,3:20
Double exclusion,9.0,5,0,2,CRO,2.0,SUKNO S,2 - 0,200,CRO,3:20
20 sec. exclusion in centre,9.0,5,0,2,CRO,2.0,IVOVIC A,2 - 0,183,MNE,3:03
Time-Out,,5,0,2,CRO,2.0,,2 - 0,179,CRO,2:59
Extra player shot - Goal,6.0,5,0,3,CRO,2.0,BUKIC L,3 - 0,163,CRO,2:43
20 sec. exclusion in centre,11.0,5,0,3,CRO,2.0,SETKA A,3 - 0,148,CRO,2:28
Time-Out,,5,0,3,CRO,2.0,,3 - 0,148,MNE,2:28
5m shot - Missed,7.0,5,0,3,CRO,2.0,JANOVIC M,3 - 0,121,MNE,2:01
Turnover foul,2.0,5,0,3,CRO,2.0,BURIC D,3 - 0,120,CRO,2:00
Action shot - Saved,7.0,5,0,3,CRO,2.0,JANOVIC M,3 - 0,111,MNE,1:51
20 sec. exclusion in field,6.0,5,0,3,CRO,2.0,RADOVIC A,3 - 0,103,MNE,1:43
Action shot - Goal,10.0,5,0,4,CRO,2.0,PASKVALIN F,4 - 0,80,CRO,1:20
Turnover foul,5.0,5,0,4,CRO,2.0,BRGULJAN D,4 - 0,64,MNE,1:04
Steal,5.0,5,0,4,CRO,2.0,JOKOVIC M,4 - 0,64,CRO,1:04
Steal,10.0,5,0,4,CRO,4.0,PASKVALIN F,4 - 0,21,CRO,0:21
Turnover foul,2.0,5,0,4,CRO,2.0,BURIC D,4 - 0,36,CRO,0:36
5m shot - Saved,6.0,5,0,4,CRO,2.0,RADOVIC A,4 - 0,10,MNE,0:10
20 sec. exclusion in centre,10.0,5,0,4,CRO,2.0,PASKVALIN F,4 - 0,2,CRO,0:02
Extra player shot - Saved,7.0,5,0,4,CRO,2.0,JANOVIC M,4 - 0,1,MNE,0:01
Starting goalkeeper,1.0,5,0,4,CRO,3.0,PAVIC J,4 - 0,480,CRO,8:00
Starting goalkeeper,13.0,5,0,4,CRO,3.0,SCEPANOVIC M,4 - 0,480,MNE,8:00
Sprint won possession,9.0,5,0,4,CRO,3.0,SUKNO S,4 - 0,480,CRO,8:00
Action shot - Goal,7.0,5,0,5,CRO,3.0,MUSLIM P,5 - 0,459,CRO,7:39
Action shot - Goal,5.0,5,1,5,CRO,3.0,BRGULJAN D,5 - 1,441,MNE,7:21
20 sec. exclusion in centre,2.0,5,1,5,CRO,3.0,BRGULJAN D,5 - 1,422,MNE,7:02
Turnover foul,7.0,5,1,5,CRO,3.0,MUSLIM P,5 - 1,397,CRO,6:37
20 sec. exclusion in centre,3.0,5,1,5,CRO,3.0,PETKOVIC A,5 - 1,376,CRO,6:16
Action shot - Goal,11.0,5,2,5,CRO,3.0,KLIKOVAC F,5 - 2,352,MNE,5:52
20 sec. exclusion in field,2.0,5,2,5,CRO,3.0,BRGULJAN D,5 - 2,340,MNE,5:40
5m shot - Post,12.0,5,2,5,CRO,3.0,OBRADOVIC P,5 - 2,317,CRO,5:17
5m shot - Missed,12.0,5,2,5,CRO,3.0,OBRADOVIC P,5 - 2,290,CRO,4:50
20 sec. exclusion in centre,4.0,5,2,5,CRO,3.0,LONCAR L,5 - 2,265,CRO,4:25
Time-Out,,5,2,5,CRO,3.0,,5 - 2,265,MNE,4:25
Exclusion with substitution,2.0,5,2,5,CRO,3.0,BRGULJAN D,5 - 2,265,MNE,4:25
Turnover foul,5.0,5,2,5,CRO,3.0,BRGULJAN D,5 - 2,237,MNE,3:57
20 sec. exclusion in field,5.0,5,2,5,CRO,3.0,BRGULJAN D,5 - 2,237,MNE,3:57
Time-Out,,5,2,5,CRO,3.0,,5 - 2,237,CRO,3:57
Extra player shot - Goal,6.0,5,2,6,CRO,3.0,BUKIC L,6 - 2,217,CRO,3:37
5m shot - Blocked,6.0,5,2,6,CRO,3.0,BUKIC L,6 - 2,191,CRO,3:11
Turnover foul,5.0,5,2,6,CRO,3.0,JOKOVIC M,6 - 2,177,CRO,2:57
Turnover foul,4.0,5,2,6,CRO,3.0,CUCKOVIC U,6 - 2,156,MNE,2:36
Action shot - Missed,10.0,5,2,6,CRO,3.0,PASKVALIN F,6 - 2,136,CRO,2:16
Turnover foul,7.0,5,2,6,CRO,3.0,JANOVIC M,6 - 2,118,MNE,1:58
Action shot - Saved,9.0,5,2,6,CRO,3.0,SUKNO S,6 - 2,105,CRO,1:45
20 sec. exclusion in centre,6.0,5,2,6,CRO,3.0,BUKIC L,6 - 2,83,CRO,1:23
Action shot - Goal,11.0,5,3,6,CRO,3.0,KLIKOVAC F,6 - 3,59,MNE,0:59
5m shot - Goal,12.0,5,3,7,CRO,3.0,OBRADOVIC P,7 - 3,37,CRO,0:37
Turnover foul,12.0,5,3,7,CRO,3.0,JOKIC P,7 - 3,20,MNE,0:20
Turnover foul,9.0,5,3,7,CRO,3.0,SUKNO S,7 - 3,2,CRO,0:02
Steal,5.0,5,3,7,CRO,3.0,BRGULJAN D,7 - 3,2,MNE,0:02
5m shot - Saved,9.0,5,3,7,CRO,3.0,IVOVIC A,7 - 3,0,MNE,0:00
Starting goalkeeper,1.0,5,3,7,CRO,4.0,PAVIC J,7 - 3,480,CRO,8:00
Starting goalkeeper,13.0,5,3,7,CRO,4.0,SCEPANOVIC M,7 - 3,480,MNE,8:00
Sprint won possession,7.0,5,3,7,CRO,4.0,JANOVIC M,7 - 3,480,MNE,8:00
Penalty foul,12.0,5,3,7,CRO,4.0,OBRADOVIC P,7 - 3,450,CRO,7:30
Penalty shot - Saved,7.0,5,3,7,CRO,4.0,JANOVIC M,7 - 3,450,MNE,7:30
5m shot - Goal,7.0,5,3,8,CRO,4.0,MUSLIM P,8 - 3,420,CRO,7:00
20 sec. exclusion in centre,8.0,5,3,8,CRO,4.0,BUSLJE A,8 - 3,405,CRO,6:45
Action shot - Saved,6.0,5,3,8,CRO,4.0,RADOVIC A,8 - 3,380,MNE,6:20
Counter attack - Goal,11.0,5,3,9,CRO,4.0,SETKA A,9 - 3,361,CRO,6:01
Action shot - Saved,7.0,5,3,9,CRO,4.0,JANOVIC M,9 - 3,342,MNE,5:42
5m shot - Missed,5.0,5,3,9,CRO,4.0,BRGULJAN D,9 - 3,315,MNE,5:15
Turnover foul,12.0,5,3,9,CRO,4.0,OBRADOVIC P,9 - 3,292,CRO,4:52
5m shot - Post,9.0,5,3,9,CRO,4.0,IVOVIC A,9 - 3,269,MNE,4:29
5m shot - Saved,8.0,5,3,9,CRO,4.0,UKROPINA A,9 - 3,257,MNE,4:17
Turnover foul,8.0,5,3,9,CRO,4.0,UKROPINA A,9 - 3,239,MNE,3:59
Steal,1.0,5,3,9,CRO,4.0,PAVIC J,9 - 3,239,CRO,3:59
20 sec. exclusion in centre,6.0,5,3,9,CRO,4.0,RADOVIC A,9 - 3,214,MNE,3:34
Exclusion with substitution,6.0,5,3,9,CRO,4.0,RADOVIC A,9 - 3,214,MNE,3:34
Time-Out,,5,3,9,CRO,4.0,,9 - 3,214,CRO,3:34
Extra player shot - Post,12.0,5,3,9,CRO,4.0,OBRADOVIC P,9 - 3,195,CRO,3:15
5m shot - Post,12.0,5,3,9,CRO,4.0,JOKIC P,9 - 3,169,MNE,2:49
5m shot - Saved,2.0,5,3,9,CRO,4.0,BURIC D,9 - 3,146,CRO,2:26
Action shot - Goal,11.0,5,4,9,CRO,4.0,KLIKOVAC F,9 - 4,124,MNE,2:04
5m shot - Saved,12.0,5,4,9,CRO,4.0,OBRADOVIC P,9 - 4,95,CRO,1:35
5m shot - Saved,5.0,5,4,9,CRO,4.0,BRGULJAN D,9 - 4,67,MNE,1:07
20 sec. exclusion in field,8.0,5,4,9,CRO,4.0,UKROPINA A,9 - 4,66,MNE,1:06
Action shot - Goal,9.0,5,4,10,CRO,4.0,SUKNO S,10 - 4,41,CRO,0:41
Turnover foul,8.0,5,4,10,CRO,4.0,UKROPINA A,10 - 4,21,MNE,0:21
Turnover foul,10.0,5,4,10,CRO,4.0,PASKVALIN F,10 - 4,3,CRO,0:03
Starting goalkeeper,1.0,6,0,0,AUS,1.0,LAZOVIC D,0 - 0,480,MNE,8:00
Starting goalkeeper,13.0,6,0,0,AUS,1.0,DENNERLEY J,0 - 0,480,AUS,8:00
Sprint won possession,11.0,6,0,0,AUS,1.0,HOWDEN R,0 - 0,480,AUS,8:00
5m shot - Missed,7.0,6,0,0,AUS,1.0,ROACH A,0 - 0,452,AUS,7:32
Turnover foul,11.0,6,0,0,AUS,1.0,KLIKOVAC F,0 - 0,436,MNE,7:16
20 sec. exclusion in centre,11.0,6,0,0,AUS,1.0,KLIKOVAC F,0 - 0,409,MNE,6:49
5m shot - Saved,2.0,6,0,0,AUS,1.0,CAMPBELL R,0 - 0,393,AUS,6:33
5m shot - Blocked,7.0,6,0,0,AUS,1.0,JANOVIC M,0 - 0,364,MNE,6:04
5m shot - Saved,11.0,6,0,0,AUS,1.0,HOWDEN R,0 - 0,335,AUS,5:35
5m shot - Goal,6.0,6,1,0,AUS,1.0,RADOVIC A,1 - 0,312,MNE,5:12
20 sec. exclusion in centre,7.0,6,1,0,AUS,1.0,JANOVIC M,1 - 0,292,MNE,4:52
Action shot - Goal,7.0,6,1,1,AUS,1.0,ROACH A,1 - 1,273,AUS,4:33
5m shot - Goal,6.0,6,2,1,AUS,1.0,RADOVIC A,2 - 1,245,MNE,4:05
Centre shot - Saved,12.0,6,2,1,AUS,1.0,MARTIN T,2 - 1,225,AUS,3:45
Turnover foul,5.0,6,2,1,AUS,1.0,BRGULJAN D,2 - 1,193,MNE,3:13
Steal,2.0,6,2,1,AUS,1.0,CAMPBELL R,2 - 1,193,AUS,3:13
Turnover foul,6.0,6,2,1,AUS,1.0,GILCHRIST J,2 - 1,172,AUS,2:52
Action shot - Goal,5.0,6,3,1,AUS,1.0,BRGULJAN D,3 - 1,151,MNE,2:31
Turnover foul,9.0,6,3,1,AUS,1.0,SWIFT J,3 - 1,126,AUS,2:06
Turnover foul,11.0,6,3,1,AUS,1.0,KLIKOVAC F,3 - 1,103,MNE,1:43
Turnover foul,5.0,6,3,1,AUS,1.0,POWER N,3 - 1,98,AUS,1:38
20 sec. exclusion in centre,5.0,6,3,1,AUS,1.0,POWER N,3 - 1,80,AUS,1:20
Time-Out,,6,3,1,AUS,1.0,,3 - 1,80,MNE,1:20
Extra player shot - Goal,2.0,6,4,1,AUS,1.0,BRGULJAN D,4 - 1,61,MNE,1:01
5m shot - Post,10.0,6,4,1,AUS,1.0,EMERY M,4 - 1,34,AUS,0:34
Turnover foul,5.0,6,4,1,AUS,1.0,BRGULJAN D,4 - 1,8,MNE,0:08
Time-Out,,6,4,1,AUS,1.0,,4 - 1,8,AUS,0:08
Starting goalkeeper,1.0,6,4,1,AUS,2.0,LAZOVIC D,4 - 1,480,MNE,8:00
Starting goalkeeper,1.0,6,4,1,AUS,2.0,STANTON-FRENCH J,4 - 1,480,AUS,8:00
Sprint won possession,3.0,6,4,1,AUS,2.0,PASKOVIC V,4 - 1,480,MNE,8:00
20 sec. exclusion in centre,7.0,6,4,1,AUS,2.0,ROACH A,4 - 1,461,AUS,7:41
Extra player shot - Goal,5.0,6,5,1,AUS,2.0,BRGULJAN D,5 - 1,443,MNE,7:23
20 sec. exclusion in centre,9.0,6,5,1,AUS,2.0,IVOVIC A,5 - 1,420,MNE,7:00
Action shot - Saved,11.0,6,5,1,AUS,2.0,HOWDEN R,5 - 1,396,AUS,6:36
Turnover foul,10.0,6,5,1,AUS,2.0,MURISIC N,5 - 1,366,MNE,6:06
Steal,2.0,6,5,1,AUS,2.0,CAMPBELL R,5 - 1,366,AUS,6:06
Turnover foul,7.0,6,5,1,AUS,2.0,ROACH A,5 - 1,341,AUS,5:41
Action shot - Blocked,3.0,6,5,1,AUS,2.0,PASKOVIC V,5 - 1,327,MNE,5:27
Turnover foul,8.0,6,5,1,AUS,2.0,YOUNGER A,5 - 1,298,AUS,4:58
Action shot - Saved,9.0,6,5,1,AUS,2.0,IVOVIC A,5 - 1,283,MNE,4:43
Time-Out,,6,5,1,AUS,2.0,,5 - 1,280,AUS,4:40
20 sec. exclusion in centre,11.0,6,5,1,AUS,2.0,KLIKOVAC F,5 - 1,263,MNE,4:23
Turnover foul,2.0,6,5,1,AUS,2.0,CAMPBELL R,5 - 1,243,AUS,4:03
Steal,7.0,6,5,1,AUS,2.0,JANOVIC M,5 - 1,243,MNE,4:03
Turnover foul,7.0,6,5,1,AUS,2.0,JANOVIC M,5 - 1,215,MNE,3:35
20 sec. exclusion in centre,5.0,6,5,1,AUS,2.0,BRGULJAN D,5 - 1,203,MNE,3:23
Extra player shot - Goal,4.0,6,5,2,AUS,2.0,COTTERILL J,5 - 2,185,AUS,3:05
Turnover foul,4.0,6,5,2,AUS,2.0,CUCKOVIC U,5 - 2,162,MNE,2:42
20 sec. exclusion in centre,6.0,6,5,2,AUS,2.0,RADOVIC A,5 - 2,136,MNE,2:16
Extra player shot - Blocked,10.0,6,5,2,AUS,2.0,EMERY M,5 - 2,122,AUS,2:02
20 sec. exclusion in centre,4.0,6,5,2,AUS,2.0,COTTERILL J,5 - 2,102,AUS,1:42
Time-Out,,6,5,2,AUS,2.0,,5 - 2,102,MNE,1:42
Extra player shot - Saved,10.0,6,5,2,AUS,2.0,MURISIC N,5 - 2,81,MNE,1:21
20 sec. exclusion in field,10.0,6,5,2,AUS,2.0,MURISIC N,5 - 2,78,MNE,1:18
Extra player shot - Missed,7.0,6,5,2,AUS,2.0,ROACH A,5 - 2,55,AUS,0:55
20 sec. exclusion in centre,11.0,6,5,2,AUS,2.0,HOWDEN R,5 - 2,43,AUS,0:43
Action shot - Post,9.0,6,5,2,AUS,2.0,IVOVIC A,5 - 2,14,MNE,0:14
5m shot - Saved,8.0,6,5,2,AUS,2.0,YOUNGER A,5 - 2,0,AUS,0:00
Starting goalkeeper,1.0,6,5,2,AUS,3.0,LAZOVIC D,5 - 2,480,MNE,8:00
Starting goalkeeper,1.0,6,5,2,AUS,3.0,STANTON-FRENCH J,5 - 2,480,AUS,8:00
Sprint won possession,3.0,6,5,2,AUS,3.0,PASKOVIC V,5 - 2,480,MNE,8:00
5m shot - Saved,7.0,6,5,2,AUS,3.0,JANOVIC M,5 - 2,451,MNE,7:31
20 sec. exclusion in centre,4.0,6,5,2,AUS,3.0,CUCKOVIC U,5 - 2,429,MNE,7:09
Extra player shot - Goal,2.0,6,5,3,AUS,3.0,CAMPBELL R,5 - 3,417,AUS,6:57
5m shot - Post,6.0,6,5,3,AUS,3.0,RADOVIC A,5 - 3,395,MNE,6:35
Turnover foul,6.0,6,5,3,AUS,3.0,GILCHRIST J,5 - 3,373,AUS,6:13
Steal,3.0,6,5,3,AUS,3.0,PASKOVIC V,5 - 3,373,MNE,6:13
Turnover foul,5.0,6,5,3,AUS,3.0,BRGULJAN D,5 - 3,358,MNE,5:58
20 sec. exclusion in field,5.0,6,5,3,AUS,3.0,BRGULJAN D,5 - 3,358,MNE,5:58
Centre shot - Goal,2.0,6,5,4,AUS,3.0,CAMPBELL R,5 - 4,336,AUS,5:36
Penalty foul,5.0,6,5,4,AUS,3.0,POWER N,5 - 4,314,AUS,5:14
Penalty shot - Saved,6.0,6,5,4,AUS,3.0,RADOVIC A,5 - 4,314,MNE,5:14
Turnover foul,12.0,6,5,4,AUS,3.0,MARTIN T,5 - 4,290,AUS,4:50
Counter attack - Goal,7.0,6,6,4,AUS,3.0,JANOVIC M,6 - 4,281,MNE,4:41
Action shot - Goal,8.0,6,6,5,AUS,3.0,YOUNGER A,6 - 5,253,AUS,4:13
Yellow card,,6,6,5,AUS,3.0,Team Official,6 - 5,253,MNE,4:13
Penalty foul,3.0,6,6,5,AUS,3.0,FORD G,6 - 5,232,AUS,3:52
Penalty shot - Goal,9.0,6,7,5,AUS,3.0,IVOVIC A,7 - 5,232,MNE,3:52
5m shot - Goal,8.0,6,7,6,AUS,3.0,YOUNGER A,7 - 6,206,AUS,3:26
Turnover foul,3.0,6,7,6,AUS,3.0,PASKOVIC V,7 - 6,186,MNE,3:06
Steal,7.0,6,7,6,AUS,3.0,ROACH A,7 - 6,186,AUS,3:06
Turnover foul,9.0,6,7,6,AUS,3.0,SWIFT J,7 - 6,157,AUS,2:37
Steal,4.0,6,7,6,AUS,3.0,CUCKOVIC U,7 - 6,157,MNE,2:37
Time-Out,,6,7,6,AUS,3.0,,7 - 6,155,MNE,2:35
20 sec. exclusion in centre,6.0,6,7,6,AUS,3.0,GILCHRIST J,7 - 6,148,AUS,2:28
Action shot - Goal,7.0,6,8,6,AUS,3.0,JANOVIC M,8 - 6,127,MNE,2:07
20 sec. exclusion in centre,7.0,6,8,6,AUS,3.0,JANOVIC M,8 - 6,99,MNE,1:39
Time-Out,,6,8,6,AUS,3.0,,8 - 6,99,AUS,1:39
Turnover foul,7.0,6,8,6,AUS,3.0,ROACH A,8 - 6,75,AUS,1:15
Action shot - Goal,3.0,6,9,6,AUS,3.0,PASKOVIC V,9 - 6,47,MNE,0:47
Turnover foul,4.0,6,9,6,AUS,3.0,COTTERILL J,9 - 6,24,AUS,0:24
Turnover foul,9.0,6,9,6,AUS,3.0,IVOVIC A,9 - 6,4,MNE,0:04
Starting goalkeeper,1.0,6,9,6,AUS,4.0,LAZOVIC D,9 - 6,480,MNE,8:00
Starting goalkeeper,1.0,6,9,6,AUS,4.0,STANTON-FRENCH J,9 - 6,480,AUS,8:00
Sprint won possession,11.0,6,9,6,AUS,4.0,HOWDEN R,9 - 6,480,AUS,8:00
Turnover foul,5.0,6,9,6,AUS,4.0,POWER N,9 - 6,451,AUS,7:31
Turnover foul,9.0,6,9,6,AUS,4.0,IVOVIC A,9 - 6,427,MNE,7:07
Turnover foul,9.0,6,9,6,AUS,4.0,SWIFT J,9 - 6,407,AUS,6:47
Turnover foul,3.0,6,9,6,AUS,4.0,PASKOVIC V,9 - 6,377,MNE,6:17
Steal,5.0,6,9,6,AUS,4.0,POWER N,9 - 6,377,AUS,6:17
5m shot - Missed,6.0,6,9,6,AUS,4.0,GILCHRIST J,9 - 6,356,AUS,5:56
20 sec. exclusion in centre,7.0,6,9,6,AUS,4.0,ROACH A,9 - 6,338,AUS,5:38
Extra player shot - Saved,5.0,6,9,6,AUS,4.0,BRGULJAN D,9 - 6,326,MNE,5:26
Counter attack - Goal,4.0,6,9,7,AUS,4.0,COTTERILL J,9 - 7,306,AUS,5:06
5m shot - Goal,7.0,6,10,7,AUS,4.0,JANOVIC M,10 - 7,290,MNE,4:50
5m shot - Saved,8.0,6,10,7,AUS,4.0,YOUNGER A,10 - 7,268,AUS,4:28
Turnover foul,10.0,6,10,7,AUS,4.0,EMERY M,10 - 7,242,AUS,4:02
Steal,6.0,6,10,7,AUS,4.0,RADOVIC A,10 - 7,242,MNE,4:02
Action shot - Blocked,7.0,6,10,7,AUS,4.0,JANOVIC M,10 - 7,221,MNE,3:41
5m shot - Saved,4.0,6,10,7,AUS,4.0,COTTERILL J,10 - 7,194,AUS,3:14
20 sec. exclusion in centre,2.0,6,10,7,AUS,4.0,BRGULJAN D,10 - 7,179,MNE,2:59
Extra player shot - Goal,12.0,6,10,8,AUS,4.0,MARTIN T,10 - 8,174,AUS,2:54
Time-Out,,6,10,8,AUS,4.0,,10 - 8,174,MNE,2:54
Turnover foul,11.0,6,10,8,AUS,4.0,KLIKOVAC F,10 - 8,151,MNE,2:31
Turnover foul,8.0,6,10,8,AUS,4.0,YOUNGER A,10 - 8,125,AUS,2:05
Penalty foul,2.0,6,10,8,AUS,4.0,CAMPBELL R,10 - 8,102,AUS,1:42
Penalty shot - Goal,7.0,6,11,8,AUS,4.0,JANOVIC M,11 - 8,102,MNE,1:42
Time-Out,,6,11,8,AUS,4.0,,11 - 8,102,AUS,1:42
20 sec. exclusion in centre,6.0,6,11,8,AUS,4.0,RADOVIC A,11 - 8,95,MNE,1:35
Extra player shot - Missed,2.0,6,11,8,AUS,4.0,CAMPBELL R,11 - 8,83,AUS,1:23
Turnover foul,9.0,6,11,8,AUS,4.0,IVOVIC A,11 - 8,56,MNE,0:56
Turnover foul,9.0,6,11,8,AUS,4.0,SWIFT J,11 - 8,42,AUS,0:42
Steal,12.0,6,11,8,AUS,4.0,JOKIC P,11 - 8,42,MNE,0:42
5m shot - Saved,6.0,6,11,8,AUS,4.0,RADOVIC A,11 - 8,18,MNE,0:18
5m shot - Saved,8.0,6,11,8,AUS,4.0,YOUNGER A,11 - 8,2,AUS,0:02
Starting goalkeeper,1.0,7,0,0,HUN,1.0,LAZOVIC D,0 - 0,480,MNE,8:00
Starting goalkeeper,1.0,7,0,0,HUN,1.0,NAGY V,0 - 0,480,HUN,8:00
Sprint won possession,10.0,7,0,0,HUN,1.0,VARGA D,0 - 0,480,HUN,8:00
5m shot - Blocked,3.0,7,0,0,HUN,1.0,MADARAS N,0 - 0,452,HUN,7:32
5m shot - Saved,3.0,7,0,0,HUN,1.0,MADARAS N,0 - 0,388,HUN,6:28
Action shot - Goal,8.0,7,0,1,HUN,1.0,SZIVOS M,0 - 1,373,HUN,6:13
Centre shot - Goal,9.0,7,1,1,HUN,1.0,IVOVIC A,1 - 1,353,MNE,5:53
5m shot - Saved,9.0,7,1,1,HUN,1.0,VARGA D,1 - 1,327,HUN,5:27
5m shot - Blocked,3.0,7,1,1,HUN,1.0,PASKOVIC V,1 - 1,297,MNE,4:57
20 sec. exclusion in centre,5.0,7,1,1,HUN,1.0,VAMOS M,1 - 1,282,HUN,4:42
Extra player shot - Goal,5.0,7,2,1,HUN,1.0,BRGULJAN D,2 - 1,263,MNE,4:23
Turnover foul,6.0,7,2,1,HUN,1.0,HOSNYANSZKY N,2 - 1,241,HUN,4:01
Steal,5.0,7,2,1,HUN,1.0,BRGULJAN D,2 - 1,241,MNE,4:01
20 sec. exclusion in field,11.0,7,2,1,HUN,1.0,BEDO K,2 - 1,219,HUN,3:39
Time-Out,,7,2,1,HUN,1.0,,2 - 1,219,MNE,3:39
Extra player shot - Post,7.0,7,2,1,HUN,1.0,JANOVIC M,2 - 1,200,MNE,3:20
20 sec. exclusion in centre,4.0,7,2,1,HUN,1.0,CUCKOVIC U,2 - 1,171,MNE,2:51
Extra player shot - Goal,6.0,7,2,2,HUN,1.0,HOSNYANSZKY N,2 - 2,152,HUN,2:32
Turnover foul,12.0,7,2,2,HUN,1.0,JOKIC P,2 - 2,125,MNE,2:05
Steal,4.0,7,2,2,HUN,1.0,ERDELYI B,2 - 2,125,HUN,2:05
Turnover foul,4.0,7,2,2,HUN,1.0,ERDELYI B,2 - 2,97,HUN,1:37
Steal,5.0,7,2,2,HUN,1.0,BRGULJAN D,2 - 2,97,MNE,1:37
20 sec. exclusion in centre,6.0,7,2,2,HUN,1.0,HOSNYANSZKY N,2 - 2,79,HUN,1:19
Extra player shot - Post,12.0,7,2,2,HUN,1.0,JOKIC P,2 - 2,59,MNE,0:59
Time-Out,,7,2,2,HUN,1.0,,2 - 2,59,HUN,0:59
20 sec. exclusion in centre,9.0,7,2,2,HUN,1.0,IVOVIC A,2 - 2,36,MNE,0:36
Extra player shot - Saved,9.0,7,2,2,HUN,1.0,VARGA D,2 - 2,18,HUN,0:18
5m shot - Saved,5.0,7,2,2,HUN,1.0,VAMOS M,2 - 2,12,HUN,0:12
Turnover foul,3.0,7,2,2,HUN,1.0,MADARAS N,2 - 2,5,HUN,0:05
Starting goalkeeper,1.0,7,2,2,HUN,2.0,LAZOVIC D,2 - 2,480,MNE,8:00
Starting goalkeeper,1.0,7,2,2,HUN,2.0,NAGY V,2 - 2,480,HUN,8:00
Sprint won possession,4.0,7,2,2,HUN,2.0,ERDELYI B,2 - 2,480,HUN,8:00
Turnover foul,9.0,7,2,2,HUN,2.0,VARGA D,2 - 2,458,HUN,7:38
Steal,3.0,7,2,2,HUN,2.0,PASKOVIC V,2 - 2,458,MNE,7:38
5m shot - Goal,3.0,7,3,2,HUN,2.0,PASKOVIC V,3 - 2,440,MNE,7:20
5m shot - Missed,3.0,7,3,2,HUN,2.0,MADARAS N,3 - 2,410,HUN,6:50
Turnover foul,4.0,7,3,2,HUN,2.0,CUCKOVIC U,3 - 2,382,MNE,6:22
5m shot - Saved,5.0,7,3,2,HUN,2.0,VAMOS M,3 - 2,360,HUN,6:00
Centre shot - Goal,9.0,7,4,2,HUN,2.0,IVOVIC A,4 - 2,336,MNE,5:36
20 sec. exclusion in centre,12.0,7,4,2,HUN,2.0,JOKIC P,4 - 2,313,MNE,5:13
Extra player shot - Goal,6.0,7,4,3,HUN,2.0,HOSNYANSZKY N,4 - 3,303,HUN,5:03
Turnover foul,12.0,7,4,3,HUN,2.0,JOKIC P,4 - 3,284,MNE,4:44
Steal,2.0,7,4,3,HUN,2.0,GOR-NAGY M,4 - 3,284,HUN,4:44
Turnover foul,6.0,7,4,3,HUN,2.0,HOSNYANSZKY N,4 - 3,268,HUN,4:28
20 sec. exclusion in centre,6.0,7,4,3,HUN,2.0,HOSNYANSZKY N,4 - 3,245,HUN,4:05
Exclusion with substitution,6.0,7,4,3,HUN,2.0,HOSNYANSZKY N,4 - 3,245,HUN,4:05
Time-Out,,7,4,3,HUN,2.0,,4 - 3,245,MNE,4:05
Turnover foul,6.0,7,4,3,HUN,2.0,RADOVIC A,4 - 3,215,MNE,3:35
20 sec. exclusion in centre,9.0,7,4,3,HUN,2.0,IVOVIC A,4 - 3,187,MNE,3:07
Extra player shot - Post,10.0,7,4,3,HUN,2.0,VARGA D,4 - 3,165,HUN,2:45
Turnover foul,6.0,7,4,3,HUN,2.0,RADOVIC A,4 - 3,143,MNE,2:23
20 sec. exclusion in centre,7.0,7,4,3,HUN,2.0,JANOVIC M,4 - 3,132,MNE,2:12
Extra player shot - Saved,11.0,7,4,3,HUN,2.0,BEDO K,4 - 3,120,HUN,2:00
Turnover foul,6.0,7,4,3,HUN,2.0,RADOVIC A,4 - 3,91,MNE,1:31
Steal,9.0,7,4,3,HUN,2.0,VARGA D,4 - 3,91,HUN,1:31
Counter attack - Saved,10.0,7,4,3,HUN,2.0,VARGA D,4 - 3,81,HUN,1:21
20 sec. exclusion in centre,11.0,7,4,3,HUN,2.0,KLIKOVAC F,4 - 3,67,MNE,1:07
Time-Out,,7,4,3,HUN,2.0,,4 - 3,67,HUN,1:07
Action shot - Missed,10.0,7,4,3,HUN,2.0,VARGA D,4 - 3,42,HUN,0:42
Turnover foul,5.0,7,4,3,HUN,2.0,BRGULJAN D,4 - 3,11,MNE,0:11
Steal,12.0,7,4,3,HUN,2.0,HARAI B,4 - 3,11,HUN,0:11
Starting goalkeeper,1.0,7,4,3,HUN,3.0,LAZOVIC D,4 - 3,480,MNE,8:00
Starting goalkeeper,1.0,7,4,3,HUN,3.0,NAGY V,4 - 3,480,HUN,8:00
Sprint won possession,2.0,7,4,3,HUN,3.0,BRGULJAN D,4 - 3,480,MNE,8:00
Action shot - Saved,6.0,7,4,3,HUN,4.0,RADOVIC A,4 - 3,31,MNE,0:31
5m shot - Goal,9.0,7,10,9,HUN,4.0,VARGA D,10 - 9,15,HUN,0:15
Turnover foul,12.0,7,10,9,HUN,3.0,JOKIC P,10 - 9,448,MNE,7:28
Steal,12.0,7,10,9,HUN,3.0,HARAI B,10 - 9,448,HUN,7:28
