Action,Cap,Game,Opponent,Opponent name,Period,Player,RUS,Score,Seconds,Team,Time
Starting goalkeeper,1.0,1,0,UZB,1.0,DUKHANOVA E,0,0 - 0,480,UZB,8:00
Starting goalkeeper,1.0,1,0,UZB,1.0,USTYUKHINA A,0,0 - 0,480,RUS,8:00
Sprint won possession,3.0,1,0,UZB,1.0,PROKOFYEVA E,0,0 - 0,480,RUS,8:00
20 sec. exclusion in field,3.0,1,0,UZB,1.0,SARANCHA A,0,0 - 0,475,UZB,7:55
Centre shot - Saved,9.0,1,0,UZB,1.0,TIMOFEEVA A,0,0 - 0,436,RUS,7:16
Action shot - Goal,3.0,1,0,UZB,1.0,PROKOFYEVA E,1,1 - 0,412,RUS,6:52
Action shot - Missed,10.0,1,0,UZB,1.0,ZINUROVA A,1,1 - 0,390,UZB,6:30
Action shot - Goal,10.0,1,0,UZB,1.0,BELIAEVA O,2,2 - 0,375,RUS,6:15
Turnover foul,9.0,1,0,UZB,1.0,HALIKOVA R,2,2 - 0,354,UZB,5:54
Steal,10.0,1,0,UZB,1.0,BELIAEVA O,2,2 - 0,354,RUS,5:54
Action shot - Saved,7.0,1,0,UZB,1.0,PLYUSOVA N,2,2 - 0,331,UZB,5:31
Centre shot - Goal,3.0,1,1,UZB,1.0,SARANCHA A,2,2 - 1,316,UZB,5:16
Turnover foul,9.0,1,1,UZB,1.0,TIMOFEEVA A,2,2 - 1,300,RUS,5:00
Steal,9.0,1,1,UZB,1.0,HALIKOVA R,2,2 - 1,300,UZB,5:00
Turnover foul,2.0,1,1,UZB,1.0,DADABAEVA D,2,2 - 1,282,UZB,4:42
Steal,11.0,1,1,UZB,1.0,IVANOVA E,2,2 - 1,282,RUS,4:42
20 sec. exclusion in field,5.0,1,1,UZB,1.0,IVANOVA E,2,2 - 1,269,UZB,4:29
Extra player shot - Saved,5.0,1,1,UZB,1.0,ANTONOVA A,2,2 - 1,251,RUS,4:11
Action shot - Post,5.0,1,1,UZB,1.0,ANTONOVA A,2,2 - 1,244,RUS,4:04
Turnover foul,10.0,1,1,UZB,1.0,ZINUROVA A,2,2 - 1,229,UZB,3:49
Steal,1.0,1,1,UZB,1.0,USTYUKHINA A,2,2 - 1,229,RUS,3:49
Counter attack - Goal,6.0,1,1,UZB,1.0,BELOVA O,3,3 - 1,214,RUS,3:34
Turnover foul,5.0,1,1,UZB,1.0,IVANOVA E,3,3 - 1,193,UZB,3:13
Turnover foul,2.0,1,1,UZB,1.0,ANTONOVA D,3,3 - 1,176,RUS,2:56
Steal,7.0,1,1,UZB,1.0,PLYUSOVA N,3,3 - 1,176,UZB,2:56
Turnover foul,10.0,1,1,UZB,1.0,ZINUROVA A,3,3 - 1,168,UZB,2:48
Steal,8.0,1,1,UZB,1.0,GRINEVA A,3,3 - 1,168,RUS,2:48
20 sec. exclusion in field,11.0,1,1,UZB,1.0,HAMITOVA G,3,3 - 1,160,UZB,2:40
Extra player shot - Post,8.0,1,1,UZB,1.0,GRINEVA A,3,3 - 1,146,RUS,2:26
Extra player shot - Goal,5.0,1,1,UZB,1.0,ANTONOVA A,4,4 - 1,144,RUS,2:24
20 sec. exclusion in centre,8.0,1,1,UZB,1.0,GRINEVA A,4,4 - 1,133,RUS,2:13
Extra player shot - Saved,3.0,1,1,UZB,1.0,SARANCHA A,4,4 - 1,112,UZB,1:52
5m shot,8.0,1,1,UZB,1.0,GRINEVA A,4,4 - 1,84,RUS,1:24
Turnover foul,7.0,1,1,UZB,1.0,PLYUSOVA N,4,4 - 1,63,UZB,1:03
Steal,5.0,1,1,UZB,1.0,ANTONOVA A,4,4 - 1,63,RUS,1:03
5m shot - Goal,5.0,1,1,UZB,1.0,ANTONOVA A,5,5 - 1,54,RUS,0:54
Turnover foul,7.0,1,1,UZB,1.0,TANKEEVA E,5,5 - 1,14,RUS,0:14
20 sec. exclusion in field,7.0,1,1,UZB,1.0,TANKEEVA E,5,5 - 1,14,RUS,0:14
Extra player shot - Blocked,3.0,1,1,UZB,1.0,SARANCHA A,5,5 - 1,1,UZB,0:01
Starting goalkeeper,1.0,1,1,UZB,2.0,DUKHANOVA E,5,5 - 1,480,UZB,8:00
Starting goalkeeper,1.0,1,1,UZB,2.0,USTYUKHINA A,5,5 - 1,480,RUS,8:00
Sprint won possession,6.0,1,1,UZB,2.0,BELOVA O,5,5 - 1,480,RUS,8:00
Action shot - Goal,11.0,1,1,UZB,2.0,IVANOVA E,6,6 - 1,460,RUS,7:40
Turnover foul,9.0,1,1,UZB,2.0,HALIKOVA R,6,6 - 1,441,UZB,7:21
Steal,6.0,1,1,UZB,2.0,BELOVA O,6,6 - 1,441,RUS,7:21
Counter attack - Goal,11.0,1,1,UZB,2.0,IVANOVA E,7,7 - 1,430,RUS,7:10
Turnover foul,9.0,1,1,UZB,2.0,HALIKOVA R,7,7 - 1,404,UZB,6:44
Steal,1.0,1,1,UZB,2.0,DUKHANOVA E,7,7 - 1,404,UZB,6:44
Turnover foul,8.0,1,1,UZB,2.0,SHCHEGLOVA A,7,7 - 1,357,UZB,5:57
Action shot - Saved,11.0,1,1,UZB,2.0,IVANOVA E,7,7 - 1,349,RUS,5:49
Turnover foul,4.0,1,1,UZB,2.0,KARIMOVA E,7,7 - 1,346,RUS,5:46
Turnover foul,1.0,1,1,UZB,2.0,DUKHANOVA E,7,7 - 1,327,UZB,5:27
Steal,11.0,1,1,UZB,2.0,IVANOVA E,7,7 - 1,327,RUS,5:27
Turnover foul,6.0,1,1,UZB,2.0,MOROZOVA E,7,7 - 1,298,UZB,4:58
Steal,11.0,1,1,UZB,2.0,IVANOVA E,7,7 - 1,298,RUS,4:58
Counter attack - Goal,4.0,1,1,UZB,2.0,KARIMOVA E,8,8 - 1,287,RUS,4:47
Turnover foul,7.0,1,1,UZB,2.0,PLYUSOVA N,8,8 - 1,275,UZB,4:35
Action shot - Goal,12.0,1,1,UZB,2.0,ZELENTSOVA E,9,9 - 1,265,RUS,4:25
Turnover foul,3.0,1,1,UZB,2.0,SARANCHA A,9,9 - 1,250,UZB,4:10
Steal,6.0,1,1,UZB,2.0,BELOVA O,9,9 - 1,250,RUS,4:10
Turnover foul,11.0,1,1,UZB,2.0,IVANOVA E,9,9 - 1,239,RUS,3:59
Steal,1.0,1,1,UZB,2.0,DUKHANOVA E,9,9 - 1,239,UZB,3:59
Turnover foul,3.0,1,1,UZB,2.0,SARANCHA A,9,9 - 1,210,UZB,3:30
Steal,3.0,1,1,UZB,2.0,PROKOFYEVA E,9,9 - 1,210,RUS,3:30
Action shot - Goal,10.0,1,1,UZB,2.0,BELIAEVA O,10,10 - 1,191,RUS,3:11
Turnover foul,7.0,1,1,UZB,2.0,PLYUSOVA N,10,10 - 1,171,UZB,2:51
5m shot - Goal,5.0,1,1,UZB,2.0,ANTONOVA A,11,11 - 1,141,RUS,2:21
Penalty foul,6.0,1,1,UZB,2.0,BELOVA O,11,11 - 1,128,RUS,2:08
Penalty shot - Saved,7.0,1,1,UZB,2.0,PLYUSOVA N,11,11 - 1,128,UZB,2:08
5m shot - Blocked,2.0,1,1,UZB,2.0,ANTONOVA D,11,11 - 1,107,RUS,1:47
Turnover foul,3.0,1,1,UZB,2.0,SARANCHA A,11,11 - 1,78,UZB,1:18
Steal,6.0,1,1,UZB,2.0,BELOVA O,11,11 - 1,78,RUS,1:18
Turnover foul,2.0,1,1,UZB,2.0,ANTONOVA D,11,11 - 1,64,RUS,1:04
Steal,1.0,1,1,UZB,2.0,DUKHANOVA E,11,11 - 1,64,UZB,1:04
Action shot - Blocked,6.0,1,1,UZB,2.0,BELOVA O,11,11 - 1,28,RUS,0:28
Centre shot - Goal,3.0,1,2,UZB,2.0,SARANCHA A,11,11 - 2,16,UZB,0:16
Turnover foul,9.0,1,2,UZB,2.0,TIMOFEEVA A,11,11 - 2,4,RUS,0:04
Steal,10.0,1,2,UZB,2.0,ZINUROVA A,11,11 - 2,4,UZB,0:04
Starting goalkeeper,1.0,1,2,UZB,3.0,USTYUKHINA A,11,11 - 2,480,RUS,8:00
Starting goalkeeper,1.0,1,2,UZB,3.0,DUKHANOVA E,11,11 - 2,480,UZB,8:00
Sprint won possession,3.0,1,2,UZB,3.0,PROKOFYEVA E,11,11 - 2,13,RUS,0:13
Action shot - Missed,5.0,1,2,UZB,3.0,ANTONOVA A,11,11 - 2,464,RUS,7:44
20 sec. exclusion in centre,6.0,1,2,UZB,3.0,MOROZOVA E,11,11 - 2,426,UZB,7:06
Extra player shot - Goal,3.0,1,2,UZB,3.0,PROKOFYEVA E,12,12 - 2,413,RUS,6:53
5m shot - Saved,10.0,1,2,UZB,3.0,ZINUROVA A,12,12 - 2,388,UZB,6:28
5m shot - Saved,12.0,1,2,UZB,3.0,ZELENTSOVA E,12,12 - 2,368,RUS,6:08
Counter attack - Post,7.0,1,2,UZB,3.0,PLYUSOVA N,12,12 - 2,356,UZB,5:56
Counter attack - Goal,3.0,1,2,UZB,3.0,PROKOFYEVA E,13,13 - 2,339,RUS,5:39
Turnover foul,7.0,1,2,UZB,3.0,PLYUSOVA N,13,13 - 2,320,UZB,5:20
Steal,11.0,1,2,UZB,3.0,IVANOVA E,13,13 - 2,320,RUS,5:20
Action shot - Goal,10.0,1,2,UZB,3.0,BELIAEVA O,14,14 - 2,302,RUS,5:02
Centre shot - Saved,3.0,1,2,UZB,3.0,SARANCHA A,14,14 - 2,272,UZB,4:32
5m shot - Post,4.0,1,2,UZB,3.0,KARIMOVA E,14,14 - 2,248,RUS,4:08
Turnover foul,10.0,1,2,UZB,3.0,ZINUROVA A,14,14 - 2,227,UZB,3:47
Steal,10.0,1,2,UZB,3.0,BELIAEVA O,14,14 - 2,227,RUS,3:47
Counter attack - Goal,3.0,1,2,UZB,3.0,PROKOFYEVA E,15,15 - 2,211,RUS,3:31
20 sec. exclusion in field,6.0,1,2,UZB,3.0,BELOVA O,15,15 - 2,179,RUS,2:59
Extra player shot - Goal,9.0,1,3,UZB,3.0,HALIKOVA R,15,15 - 3,177,UZB,2:57
Action shot - Post,11.0,1,3,UZB,3.0,IVANOVA E,15,15 - 3,156,RUS,2:36
20 sec. exclusion in field,11.0,1,3,UZB,3.0,IVANOVA E,15,15 - 3,146,RUS,2:26
Extra player shot - Goal,7.0,1,4,UZB,3.0,PLYUSOVA N,15,15 - 4,130,UZB,2:10
20 sec. exclusion in centre,2.0,1,4,UZB,3.0,DADABAEVA D,15,15 - 4,110,UZB,1:50
Extra player shot - Goal,6.0,1,4,UZB,3.0,BELOVA O,16,16 - 4,98,RUS,1:38
Turnover foul,3.0,1,4,UZB,3.0,SARANCHA A,16,16 - 4,87,UZB,1:27
Steal,6.0,1,4,UZB,3.0,BELOVA O,16,16 - 4,87,RUS,1:27
Turnover foul,8.0,1,4,UZB,3.0,GRINEVA A,16,16 - 4,67,RUS,1:07
Steal,3.0,1,4,UZB,3.0,SARANCHA A,16,16 - 4,67,UZB,1:07
Turnover foul,12.0,1,4,UZB,3.0,PLYUSOVA A,16,16 - 4,45,UZB,0:45
Steal,8.0,1,4,UZB,3.0,GRINEVA A,16,16 - 4,45,RUS,0:45
Turnover foul,9.0,1,4,UZB,3.0,TIMOFEEVA A,16,16 - 4,37,RUS,0:37
Steal,3.0,1,4,UZB,3.0,SARANCHA A,16,16 - 4,37,UZB,0:37
5m shot - Saved,2.0,1,4,UZB,3.0,ANTONOVA D,16,16 - 4,1,RUS,0:01
Starting goalkeeper,1.0,1,4,UZB,4.0,USTYUKHINA A,16,16 - 4,480,RUS,8:00
Starting goalkeeper,1.0,1,4,UZB,4.0,DUKHANOVA E,16,16 - 4,480,UZB,8:00
Sprint won possession,6.0,1,4,UZB,4.0,BELOVA O,16,16 - 4,480,RUS,8:00
Penalty foul,6.0,1,4,UZB,4.0,MOROZOVA E,16,16 - 4,465,UZB,7:45
Penalty shot - Goal,3.0,1,4,UZB,4.0,PROKOFYEVA E,17,17 - 4,465,RUS,7:45
Turnover foul,8.0,1,4,UZB,4.0,SHCHEGLOVA A,17,17 - 4,450,UZB,7:30
Counter attack - Goal,10.0,1,4,UZB,4.0,BELIAEVA O,18,18 - 4,437,RUS,7:17
Turnover foul,5.0,1,4,UZB,4.0,IVANOVA E,18,18 - 4,418,UZB,6:58
Steal,11.0,1,4,UZB,4.0,IVANOVA E,18,18 - 4,418,RUS,6:58
Action shot - Saved,6.0,1,4,UZB,4.0,BELOVA O,18,18 - 4,399,RUS,6:39
Action shot - Post,4.0,1,4,UZB,4.0,KARIMOVA E,18,18 - 4,397,RUS,6:37
Turnover foul,6.0,1,4,UZB,4.0,MOROZOVA E,18,18 - 4,383,UZB,6:23
Counter attack - Post,10.0,1,4,UZB,4.0,BELIAEVA O,18,18 - 4,370,RUS,6:10
Turnover foul,11.0,1,4,UZB,4.0,HAMITOVA G,18,18 - 4,344,UZB,5:44
Starting goalkeeper,13.0,2,0,ESP,1.0,KARNAUKH A,0,0 - 0,480,RUS,8:00
Starting goalkeeper,1.0,2,0,ESP,1.0,ESTER L,0,0 - 0,480,ESP,8:00
Sprint won possession,6.0,2,0,ESP,1.0,PAREJA J,0,0 - 0,480,ESP,8:00
Turnover foul,11.0,2,0,ESP,1.0,GARCIA GODOY M,0,0 - 0,455,ESP,7:35
Steal,8.0,2,0,ESP,1.0,GRINEVA A,0,0 - 0,455,RUS,7:35
5m shot - Goal,11.0,2,0,ESP,1.0,IVANOVA E,1,0 - 1,427,RUS,7:07
Turnover foul,6.0,2,0,ESP,1.0,PAREJA J,1,0 - 1,406,ESP,6:46
Steal,3.0,2,0,ESP,1.0,PROKOFYEVA E,1,0 - 1,406,RUS,6:46
5m shot - Saved,11.0,2,0,ESP,1.0,IVANOVA E,1,0 - 1,377,RUS,6:17
5m shot - Blocked,3.0,2,0,ESP,1.0,ESPAR A,1,0 - 1,353,ESP,5:53
Turnover foul,3.0,2,0,ESP,1.0,PROKOFYEVA E,1,0 - 1,336,RUS,5:36
Steal,1.0,2,0,ESP,1.0,ESTER L,1,0 - 1,336,ESP,5:36
5m shot - Post,5.0,2,0,ESP,1.0,ORTIZ M,1,0 - 1,309,ESP,5:09
20 sec. exclusion in centre,12.0,2,0,ESP,1.0,LOPEZ L,1,0 - 1,290,ESP,4:50
Action shot - Saved,5.0,2,0,ESP,1.0,ANTONOVA A,1,0 - 1,266,RUS,4:26
Action shot - Blocked,8.0,2,0,ESP,1.0,PENA P,1,0 - 1,245,ESP,4:05
Turnover foul,10.0,2,0,ESP,1.0,BELIAEVA O,1,0 - 1,222,RUS,3:42
20 sec. exclusion in centre,8.0,2,0,ESP,1.0,GRINEVA A,1,0 - 1,206,RUS,3:26
Action shot - Saved,4.0,2,0,ESP,1.0,TARRAGO R,1,0 - 1,182,ESP,3:02
Action shot - Saved,5.0,2,0,ESP,1.0,ANTONOVA A,1,0 - 1,156,RUS,2:36
5m shot - Saved,4.0,2,0,ESP,1.0,TARRAGO R,1,0 - 1,129,ESP,2:09
5m shot - Post,4.0,2,0,ESP,1.0,TARRAGO R,1,0 - 1,105,ESP,1:45
Turnover foul,10.0,2,0,ESP,1.0,BELIAEVA O,1,0 - 1,77,RUS,1:17
Steal,11.0,2,0,ESP,1.0,GARCIA GODOY M,1,0 - 1,77,ESP,1:17
5m shot - Post,5.0,2,0,ESP,1.0,ORTIZ M,1,0 - 1,49,ESP,0:49
Turnover foul,6.0,2,0,ESP,1.0,BELOVA O,1,0 - 1,21,RUS,0:21
Steal,8.0,2,0,ESP,1.0,PENA P,1,0 - 1,21,ESP,0:21
Turnover foul,3.0,2,0,ESP,1.0,ESPAR A,1,0 - 1,4,ESP,0:04
5m shot - Saved,13.0,2,0,ESP,1.0,KARNAUKH A,1,0 - 1,2,RUS,0:02
Starting goalkeeper,1.0,2,0,ESP,2.0,ESTER L,1,0 - 1,480,ESP,8:00
Starting goalkeeper,13.0,2,0,ESP,2.0,KARNAUKH A,1,0 - 1,480,RUS,8:00
Sprint won possession,4.0,2,0,ESP,2.0,TARRAGO R,1,0 - 1,480,ESP,8:00
Action shot - Missed,3.0,2,0,ESP,2.0,ESPAR A,1,0 - 1,452,ESP,7:32
5m shot - Saved,10.0,2,0,ESP,2.0,BELIAEVA O,1,0 - 1,426,RUS,7:06
Action shot - Saved,4.0,2,0,ESP,2.0,TARRAGO R,1,0 - 1,406,ESP,6:46
Action shot - Saved,9.0,2,0,ESP,2.0,BLAS A,1,0 - 1,400,ESP,6:40
5m shot - Saved,11.0,2,0,ESP,2.0,IVANOVA E,1,0 - 1,390,RUS,6:30
Action shot - Post,8.0,2,0,ESP,2.0,PENA P,1,0 - 1,362,ESP,6:02
20 sec. exclusion in centre,7.0,2,0,ESP,2.0,MIRANDA L,1,0 - 1,343,ESP,5:43
Action shot - Saved,8.0,2,0,ESP,2.0,GRINEVA A,1,0 - 1,317,RUS,5:17
Action shot - Blocked,8.0,2,0,ESP,2.0,PENA P,1,0 - 1,288,ESP,4:48
20 sec. exclusion in centre,2.0,2,0,ESP,2.0,BACH M,1,0 - 1,262,ESP,4:22
Extra player shot - Saved,3.0,2,0,ESP,2.0,PROKOFYEVA E,1,0 - 1,242,RUS,4:02
5m shot - Missed,4.0,2,0,ESP,2.0,TARRAGO R,1,0 - 1,214,ESP,3:34
5m shot - Blocked,11.0,2,0,ESP,2.0,IVANOVA E,1,0 - 1,184,RUS,3:04
20 sec. exclusion in centre,11.0,2,0,ESP,2.0,IVANOVA E,1,0 - 1,163,RUS,2:43
Extra player shot - Goal,12.0,2,1,ESP,2.0,LOPEZ L,1,1 - 1,143,ESP,2:23
Centre shot - Post,7.0,2,1,ESP,2.0,TANKEEVA E,1,1 - 1,120,RUS,2:00
5m shot - Goal,12.0,2,2,ESP,2.0,LOPEZ L,1,2 - 1,90,ESP,1:30
Turnover foul,12.0,2,2,ESP,2.0,ZELENTSOVA E,1,2 - 1,64,RUS,1:04
Steal,3.0,2,2,ESP,2.0,ESPAR A,1,2 - 1,64,ESP,1:04
5m shot - Blocked,6.0,2,2,ESP,2.0,PAREJA J,1,2 - 1,36,ESP,0:36
20 sec. exclusion in centre,6.0,2,2,ESP,2.0,PAREJA J,1,2 - 1,24,ESP,0:24
Time-Out,,2,2,ESP,2.0,,1,2 - 1,24,RUS,0:24
Extra player shot - Post,5.0,2,2,ESP,2.0,ANTONOVA A,1,2 - 1,5,RUS,0:05
5m shot - Goal,3.0,2,2,ESP,2.0,PROKOFYEVA E,2,2 - 2,1,RUS,0:01
Starting goalkeeper,1.0,2,2,ESP,3.0,ESTER L,2,2 - 2,480,ESP,8:00
Starting goalkeeper,13.0,2,2,ESP,3.0,KARNAUKH A,2,2 - 2,480,RUS,8:00
Sprint won possession,4.0,2,2,ESP,3.0,TARRAGO R,2,2 - 2,480,ESP,8:00
5m shot - Post,4.0,2,2,ESP,3.0,TARRAGO R,2,2 - 2,453,ESP,7:33
5m shot - Goal,3.0,2,2,ESP,3.0,PROKOFYEVA E,3,2 - 3,423,RUS,7:03
Action shot - Saved,5.0,2,2,ESP,3.0,ORTIZ M,3,2 - 3,397,ESP,6:37
20 sec. exclusion in field,5.0,2,2,ESP,3.0,ANTONOVA A,3,2 - 3,375,RUS,6:15
Turnover foul,12.0,2,2,ESP,3.0,LOPEZ L,3,2 - 3,359,ESP,5:59
Steal,3.0,2,2,ESP,3.0,PROKOFYEVA E,3,2 - 3,359,RUS,5:59
5m shot - Goal,5.0,2,2,ESP,3.0,ANTONOVA A,4,2 - 4,329,RUS,5:29
Turnover foul,12.0,2,2,ESP,3.0,LOPEZ L,4,2 - 4,302,ESP,5:02
Steal,4.0,2,2,ESP,3.0,KARIMOVA E,4,2 - 4,302,RUS,5:02
20 sec. exclusion in centre,3.0,2,2,ESP,3.0,ESPAR A,4,2 - 4,280,ESP,4:40
Action shot - Goal,5.0,2,2,ESP,3.0,ANTONOVA A,5,2 - 5,258,RUS,4:18
Time-Out,,2,2,ESP,3.0,,5,2 - 5,258,ESP,4:18
20 sec. exclusion in centre,8.0,2,2,ESP,3.0,GRINEVA A,5,2 - 5,238,RUS,3:58
Action shot - Missed,12.0,2,2,ESP,3.0,LOPEZ L,5,2 - 5,212,ESP,3:32
Turnover foul,10.0,2,2,ESP,3.0,BELIAEVA O,5,2 - 5,193,RUS,3:13
Steal,6.0,2,2,ESP,3.0,PAREJA J,5,2 - 5,193,ESP,3:13
Centre shot - Goal,9.0,2,3,ESP,3.0,BLAS A,5,3 - 5,168,ESP,2:48
5m shot - Post,6.0,2,3,ESP,3.0,BELOVA O,5,3 - 5,141,RUS,2:21
Action shot - Saved,3.0,2,3,ESP,3.0,ESPAR A,5,3 - 5,112,ESP,1:52
Turnover foul,4.0,2,3,ESP,3.0,KARIMOVA E,5,3 - 5,83,RUS,1:23
Steal,4.0,2,3,ESP,3.0,TARRAGO R,5,3 - 5,83,ESP,1:23
20 sec. exclusion in field,6.0,2,3,ESP,3.0,BELOVA O,5,3 - 5,62,RUS,1:02
Turnover foul,4.0,2,3,ESP,3.0,TARRAGO R,5,3 - 5,38,ESP,0:38
5m shot - Saved,13.0,2,3,ESP,3.0,KARNAUKH A,5,3 - 5,9,RUS,0:09
Counter attack - Saved,4.0,2,3,ESP,3.0,TARRAGO R,5,3 - 5,1,ESP,0:01
Starting goalkeeper,1.0,2,3,ESP,4.0,ESTER L,5,3 - 5,480,ESP,8:00
Starting goalkeeper,13.0,2,3,ESP,4.0,KARNAUKH A,5,3 - 5,480,RUS,8:00
Sprint won possession,6.0,2,3,ESP,4.0,PAREJA J,5,3 - 5,480,ESP,8:00
Turnover foul,3.0,2,3,ESP,4.0,ESPAR A,5,3 - 5,453,ESP,7:33
Steal,6.0,2,3,ESP,4.0,BELOVA O,5,3 - 5,453,RUS,7:33
Counter attack - Goal,3.0,2,3,ESP,4.0,PROKOFYEVA E,6,3 - 6,446,RUS,7:26
Action shot - Post,8.0,2,3,ESP,4.0,PENA P,6,3 - 6,418,ESP,6:58
Turnover foul,4.0,2,3,ESP,4.0,KARIMOVA E,6,3 - 6,393,RUS,6:33
Steal,8.0,2,3,ESP,4.0,PENA P,6,3 - 6,393,ESP,6:33
Turnover foul,9.0,2,3,ESP,4.0,BLAS A,6,3 - 6,364,ESP,6:04
Steal,6.0,2,3,ESP,4.0,BELOVA O,6,3 - 6,364,RUS,6:04
5m shot - Missed,6.0,2,3,ESP,4.0,BELOVA O,6,3 - 6,337,RUS,5:37
Action shot - Missed,3.0,2,3,ESP,4.0,ESPAR A,6,3 - 6,309,ESP,5:09
Turnover foul,4.0,2,3,ESP,4.0,KARIMOVA E,6,3 - 6,293,RUS,4:53
Steal,3.0,2,3,ESP,4.0,ESPAR A,6,3 - 6,293,ESP,4:53
Time-Out,,2,3,ESP,4.0,,6,3 - 6,291,ESP,4:51
Centre shot - Post,11.0,2,3,ESP,4.0,GARCIA GODOY M,6,3 - 6,267,ESP,4:27
Centre shot - Saved,11.0,2,3,ESP,4.0,GARCIA GODOY M,6,3 - 6,265,ESP,4:25
Counter attack - Saved,3.0,2,3,ESP,4.0,PROKOFYEVA E,6,3 - 6,257,RUS,4:17
Action shot - Post,3.0,2,3,ESP,4.0,ESPAR A,6,3 - 6,230,ESP,3:50
Turnover foul,11.0,2,3,ESP,4.0,IVANOVA E,6,3 - 6,207,RUS,3:27
Steal,4.0,2,3,ESP,4.0,TARRAGO R,6,3 - 6,207,ESP,3:27
5m shot - Goal,12.0,2,4,ESP,4.0,LOPEZ L,6,4 - 6,180,ESP,3:00
Turnover foul,11.0,2,4,ESP,4.0,IVANOVA E,6,4 - 6,164,RUS,2:44
Steal,4.0,2,4,ESP,4.0,TARRAGO R,6,4 - 6,164,ESP,2:44
5m shot - Post,12.0,2,4,ESP,4.0,LOPEZ L,6,4 - 6,138,ESP,2:18
20 sec. exclusion in centre,12.0,2,4,ESP,4.0,LOPEZ L,6,4 - 6,111,ESP,1:51
Time-Out,,2,4,ESP,4.0,,6,4 - 6,111,RUS,1:51
Action shot - Goal,3.0,2,4,ESP,4.0,PROKOFYEVA E,7,4 - 7,84,RUS,1:24
Centre shot - Goal,9.0,2,5,ESP,4.0,BLAS A,7,5 - 7,66,ESP,1:06
5m shot - Goal,4.0,2,6,ESP,4.0,TARRAGO R,7,6 - 7,17,ESP,0:17
Starting goalkeeper,1.0,3,0,NED,1.0,van der MEIJDEN I,0,0 - 0,480,NED,8:00
Starting goalkeeper,13.0,3,0,NED,1.0,KARNAUKH A,0,0 - 0,480,RUS,8:00
Sprint won possession,7.0,3,0,NED,1.0,van BELKUM I,0,0 - 0,480,NED,8:00
Turnover foul,8.0,3,0,NED,1.0,SEVENICH V,0,0 - 0,460,NED,7:40
Steal,10.0,3,0,NED,1.0,BELIAEVA O,0,0 - 0,460,RUS,7:40
Centre shot - Goal,10.0,3,0,NED,1.0,BELIAEVA O,1,1 - 0,434,RUS,7:14
Centre shot - Goal,10.0,3,0,NED,1.0,BELIAEVA O,2,2 - 0,380,RUS,6:20
20 sec. exclusion in centre,8.0,3,0,NED,1.0,GRINEVA A,2,2 - 0,368,RUS,6:08
Extra player shot - Goal,8.0,3,1,NED,1.0,SEVENICH V,2,2 - 1,349,NED,5:49
5m shot - Saved,3.0,3,1,NED,1.0,PROKOFYEVA E,2,2 - 1,322,RUS,5:22
Centre shot - Blocked,8.0,3,1,NED,1.0,SEVENICH V,2,2 - 1,302,NED,5:02
Turnover foul,6.0,3,1,NED,1.0,BELOVA O,2,2 - 1,273,RUS,4:33
Steal,7.0,3,1,NED,1.0,van BELKUM I,2,2 - 1,273,NED,4:33
5m shot - Goal,11.0,3,2,NED,1.0,KLAASSEN L,2,2 - 2,250,NED,4:10
Turnover foul,6.0,3,2,NED,1.0,BELOVA O,2,2 - 2,222,RUS,3:42
5m shot - Missed,8.0,3,2,NED,1.0,SEVENICH V,2,2 - 2,192,NED,3:12
20 sec. exclusion in centre,11.0,3,2,NED,1.0,KLAASSEN L,2,2 - 2,187,NED,3:07
Extra player shot - Post,6.0,3,2,NED,1.0,BELOVA O,2,2 - 2,168,RUS,2:48
20 sec. exclusion in centre,6.0,3,2,NED,1.0,BELOVA O,2,2 - 2,150,RUS,2:30
Extra player shot - Saved,8.0,3,2,NED,1.0,SEVENICH V,2,2 - 2,133,NED,2:13
20 sec. exclusion in centre,2.0,3,2,NED,1.0,SMIT Y,2,2 - 2,105,NED,1:45
Extra player shot - Goal,5.0,3,2,NED,1.0,ANTONOVA A,3,3 - 2,93,RUS,1:33
Centre shot - Post,12.0,3,2,NED,1.0,van der MOLEN l,3,3 - 2,81,NED,1:21
Action shot - Saved,5.0,3,2,NED,1.0,ANTONOVA A,3,3 - 2,53,RUS,0:53
Action shot - Goal,10.0,3,3,NED,1.0,GENEE D,3,3 - 3,41,NED,0:41
Turnover foul,11.0,3,3,NED,1.0,IVANOVA E,3,3 - 3,12,RUS,0:12
Steal,5.0,3,3,NED,1.0,van der SLOOT S,3,3 - 3,12,NED,0:12
Starting goalkeeper,13.0,3,3,NED,2.0,KARNAUKH A,3,3 - 3,480,RUS,8:00
Starting goalkeeper,1.0,3,3,NED,2.0,van der MEIJDEN I,3,3 - 3,480,NED,8:00
Sprint won possession,5.0,3,3,NED,2.0,van der SLOOT S,3,3 - 3,480,NED,8:00
5m shot - Post,2.0,3,3,NED,2.0,SMIT Y,3,3 - 3,452,NED,7:32
5m shot - Goal,11.0,3,3,NED,2.0,IVANOVA E,4,4 - 3,423,RUS,7:03
Turnover foul,7.0,3,3,NED,2.0,van BELKUM I,4,4 - 3,416,NED,6:56
Counter attack - Goal,11.0,3,3,NED,2.0,IVANOVA E,5,5 - 3,406,RUS,6:46
Turnover foul,2.0,3,3,NED,2.0,SMIT Y,5,5 - 3,391,NED,6:31
