Action,Cap,Game,Opponent,Opponent name,Period,Player,RUS,Score,Seconds,Team,Time
Centre shot - Goal,12.0,6,1,AUS,1.0,ZAGAME N,1,1 - 1,282,AUS,4:42
5m shot - Post,12.0,6,1,AUS,1.0,ZELENTSOVA E,1,1 - 1,254,RUS,4:14
Turnover foul,12.0,6,1,AUS,1.0,ZAGAME N,1,1 - 1,226,AUS,3:46
Action shot - Saved,6.0,6,1,AUS,1.0,BELOVA O,1,1 - 1,206,RUS,3:26
Action shot - Saved,10.0,6,1,AUS,1.0,SOUTHERN A,1,1 - 1,182,AUS,3:02
Turnover foul,2.0,6,1,AUS,1.0,APPEL J,1,1 - 1,166,AUS,2:46
Steal,12.0,6,1,AUS,1.0,ZELENTSOVA E,1,1 - 1,166,RUS,2:46
5m shot - Saved,5.0,6,1,AUS,1.0,ANTONOVA A,1,1 - 1,137,RUS,2:17
Centre shot - Saved,2.0,6,1,AUS,1.0,APPEL J,1,1 - 1,108,AUS,1:48
Turnover foul,10.0,6,1,AUS,1.0,BELIAEVA O,1,1 - 1,85,RUS,1:25
5m shot - Missed,10.0,6,1,AUS,1.0,SOUTHERN A,1,1 - 1,63,AUS,1:03
Action shot - Saved,11.0,6,1,AUS,1.0,IVANOVA E,1,1 - 1,36,RUS,0:36
Turnover foul,2.0,6,1,AUS,1.0,APPEL J,1,1 - 1,9,AUS,0:09
Steal,5.0,6,1,AUS,1.0,ANTONOVA A,1,1 - 1,9,RUS,0:09
5m shot - Goal,3.0,6,1,AUS,1.0,PROKOFYEVA E,2,2 - 1,0,RUS,0:00
Starting goalkeeper,13.0,6,1,AUS,2.0,KARNAUKH A,2,2 - 1,480,RUS,8:00
Starting goalkeeper,13.0,6,1,AUS,2.0,WAKEFIELD K,2,2 - 1,480,AUS,8:00
Sprint won possession,3.0,6,1,AUS,2.0,PROKOFYEVA E,2,2 - 1,480,RUS,8:00
Centre shot - Post,6.0,6,1,AUS,2.0,BELOVA O,2,2 - 1,453,RUS,7:33
Action shot - Saved,12.0,6,1,AUS,2.0,ZAGAME N,2,2 - 1,424,AUS,7:04
Turnover foul,7.0,6,1,AUS,2.0,TANKEEVA E,2,2 - 1,396,RUS,6:36
Counter attack - Goal,9.0,6,2,AUS,2.0,ARANCINI Z,2,2 - 2,386,AUS,6:26
Action shot - Saved,4.0,6,2,AUS,2.0,KARIMOVA E,2,2 - 2,363,RUS,6:03
Turnover foul,5.0,6,2,AUS,2.0,BISHOP I,2,2 - 2,356,AUS,5:56
5m shot - Missed,12.0,6,2,AUS,2.0,ZELENTSOVA E,2,2 - 2,327,RUS,5:27
20 sec. exclusion in centre,4.0,6,2,AUS,2.0,KARIMOVA E,2,2 - 2,305,RUS,5:05
Extra player shot - Goal,12.0,6,3,AUS,2.0,ZAGAME N,2,2 - 3,293,AUS,4:53
20 sec. exclusion in centre,3.0,6,3,AUS,2.0,BUCKLING H,2,2 - 3,273,AUS,4:33
Action shot - Goal,12.0,6,3,AUS,2.0,ZELENTSOVA E,3,3 - 3,252,RUS,4:12
Action shot - Blocked,3.0,6,3,AUS,2.0,BUCKLING H,3,3 - 3,233,AUS,3:53
Action shot - Saved,9.0,6,3,AUS,2.0,ARANCINI Z,3,3 - 3,230,AUS,3:50
20 sec. exclusion in field,2.0,6,3,AUS,2.0,ANTONOVA D,3,3 - 3,196,RUS,3:16
Time-Out,,6,3,AUS,2.0,,3,3 - 3,196,AUS,3:16
Action shot - Saved,7.0,6,3,AUS,2.0,WEBSTER R,3,3 - 3,173,AUS,2:53
Action shot - Missed,5.0,6,3,AUS,2.0,ANTONOVA A,3,3 - 3,145,RUS,2:25
Counter attack - Goal,3.0,6,4,AUS,2.0,BUCKLING H,3,3 - 4,134,AUS,2:14
Turnover foul,11.0,6,4,AUS,2.0,IVANOVA E,3,3 - 4,107,RUS,1:47
Turnover foul,4.0,6,4,AUS,2.0,LINCOLN-SMITH H,3,3 - 4,93,AUS,1:33
5m shot - Missed,11.0,6,4,AUS,2.0,IVANOVA E,3,3 - 4,71,RUS,1:11
Turnover foul,4.0,6,4,AUS,2.0,LINCOLN-SMITH H,3,3 - 4,54,AUS,0:54
Turnover foul,3.0,6,4,AUS,2.0,PROKOFYEVA E,3,3 - 4,33,RUS,0:33
Steal,10.0,6,4,AUS,2.0,SOUTHERN A,3,3 - 4,33,AUS,0:33
Counter attack - Saved,10.0,6,4,AUS,2.0,SOUTHERN A,3,3 - 4,23,AUS,0:23
20 sec. exclusion in field,10.0,6,4,AUS,2.0,SOUTHERN A,3,3 - 4,16,AUS,0:16
Time-Out,,6,4,AUS,2.0,,3,3 - 4,16,RUS,0:16
Extra player shot - Missed,3.0,6,4,AUS,2.0,PROKOFYEVA E,3,3 - 4,1,RUS,0:01
Starting goalkeeper,13.0,6,4,AUS,3.0,KARNAUKH A,3,3 - 4,480,RUS,8:00
Starting goalkeeper,13.0,6,4,AUS,3.0,WAKEFIELD K,3,3 - 4,480,AUS,8:00
Sprint won possession,3.0,6,4,AUS,3.0,PROKOFYEVA E,3,3 - 4,480,RUS,8:00
Turnover foul,11.0,6,4,AUS,4.0,IVANOVA E,3,3 - 4,5,RUS,0:05
Action shot - Saved,10.0,6,4,AUS,3.0,BELIAEVA O,3,3 - 4,465,RUS,7:45
Action shot - Blocked,9.0,6,4,AUS,3.0,ARANCINI Z,3,3 - 4,436,AUS,7:16
Action shot - Missed,10.0,6,4,AUS,3.0,BELIAEVA O,3,3 - 4,408,RUS,6:48
Action shot - Post,12.0,6,4,AUS,3.0,ZAGAME N,3,3 - 4,384,AUS,6:24
Action shot - Blocked,3.0,6,4,AUS,3.0,PROKOFYEVA E,3,3 - 4,361,RUS,6:01
Turnover foul,12.0,6,4,AUS,3.0,ZAGAME N,3,3 - 4,349,AUS,5:49
20 sec. exclusion in centre,6.0,6,4,AUS,3.0,KNOX B,3,3 - 4,334,AUS,5:34
Extra player shot - Blocked,12.0,6,4,AUS,3.0,ZELENTSOVA E,3,3 - 4,314,RUS,5:14
Action shot - Missed,3.0,6,4,AUS,3.0,PROKOFYEVA E,3,3 - 4,307,RUS,5:07
Turnover foul,4.0,6,4,AUS,3.0,LINCOLN-SMITH H,3,3 - 4,293,AUS,4:53
Action shot - Goal,10.0,6,4,AUS,3.0,BELIAEVA O,4,4 - 4,285,RUS,4:45
20 sec. exclusion in centre,6.0,6,4,AUS,3.0,BELOVA O,4,4 - 4,266,RUS,4:26
Action shot - Saved,2.0,6,4,AUS,3.0,APPEL J,4,4 - 4,241,AUS,4:01
Action shot - Post,5.0,6,4,AUS,3.0,ANTONOVA A,4,4 - 4,212,RUS,3:32
5m shot - Missed,7.0,6,4,AUS,3.0,WEBSTER R,4,4 - 4,195,AUS,3:15
Turnover foul,10.0,6,4,AUS,3.0,BELIAEVA O,4,4 - 4,179,RUS,2:59
Centre shot - Goal,7.0,6,5,AUS,3.0,WEBSTER R,4,4 - 5,152,AUS,2:32
20 sec. exclusion in centre,6.0,6,5,AUS,3.0,KNOX B,4,4 - 5,131,AUS,2:11
Turnover foul,3.0,6,5,AUS,3.0,PROKOFYEVA E,4,4 - 5,108,RUS,1:48
Steal,12.0,6,5,AUS,3.0,ZAGAME N,4,4 - 5,108,AUS,1:48
Turnover foul,12.0,6,5,AUS,3.0,ZAGAME N,4,4 - 5,100,AUS,1:40
Steal,6.0,6,5,AUS,3.0,BELOVA O,4,4 - 5,100,RUS,1:40
Turnover foul,7.0,6,5,AUS,3.0,TANKEEVA E,4,4 - 5,84,RUS,1:24
Turnover foul,4.0,6,5,AUS,3.0,LINCOLN-SMITH H,4,4 - 5,65,AUS,1:05
Turnover foul,6.0,6,5,AUS,3.0,BELOVA O,4,4 - 5,37,RUS,0:37
Steal,4.0,6,5,AUS,3.0,LINCOLN-SMITH H,4,4 - 5,37,AUS,0:37
Action shot - Goal,12.0,6,6,AUS,3.0,ZAGAME N,4,4 - 6,8,AUS,0:08
5m shot - Saved,3.0,6,6,AUS,3.0,PROKOFYEVA E,4,4 - 6,1,RUS,0:01
Starting goalkeeper,13.0,6,6,AUS,4.0,KARNAUKH A,4,4 - 6,480,RUS,8:00
Starting goalkeeper,13.0,6,6,AUS,4.0,WAKEFIELD K,4,4 - 6,480,AUS,8:00
Sprint won possession,3.0,6,6,AUS,4.0,PROKOFYEVA E,4,4 - 6,480,RUS,8:00
20 sec. exclusion in centre,4.0,6,6,AUS,4.0,LINCOLN-SMITH H,4,4 - 6,462,AUS,7:42
Extra player shot - Goal,11.0,6,6,AUS,4.0,IVANOVA E,5,5 - 6,442,RUS,7:22
Turnover foul,6.0,6,6,AUS,4.0,KNOX B,5,5 - 6,414,AUS,6:54
Steal,10.0,6,6,AUS,4.0,BELIAEVA O,5,5 - 6,414,RUS,6:54
5m shot - Saved,6.0,6,6,AUS,4.0,BELOVA O,5,5 - 6,386,RUS,6:26
Counter attack - Goal,7.0,6,7,AUS,4.0,WEBSTER R,5,5 - 7,374,AUS,6:14
20 sec. exclusion in centre,4.0,6,7,AUS,4.0,LINCOLN-SMITH H,5,5 - 7,358,AUS,5:58
Turnover foul,3.0,6,7,AUS,4.0,PROKOFYEVA E,5,5 - 7,338,RUS,5:38
Steal,8.0,6,7,AUS,4.0,McGHIE G,5,5 - 7,338,AUS,5:38
Action shot - Goal,4.0,6,8,AUS,4.0,LINCOLN-SMITH H,5,5 - 8,313,AUS,5:13
5m shot - Blocked,3.0,6,8,AUS,4.0,PROKOFYEVA E,5,5 - 8,284,RUS,4:44
Turnover foul,6.0,6,8,AUS,4.0,KNOX B,5,5 - 8,265,AUS,4:25
Steal,11.0,6,8,AUS,4.0,IVANOVA E,5,5 - 8,265,RUS,4:25
Turnover foul,3.0,6,8,AUS,4.0,PROKOFYEVA E,5,5 - 8,256,RUS,4:16
Steal,3.0,6,8,AUS,4.0,BUCKLING H,5,5 - 8,256,AUS,4:16
20 sec. exclusion in field,3.0,6,8,AUS,4.0,BUCKLING H,5,5 - 8,204,AUS,3:24
Action shot - Goal,6.0,6,8,AUS,4.0,BELOVA O,6,6 - 8,178,RUS,2:58
Turnover foul,6.0,6,8,AUS,4.0,KNOX B,6,6 - 8,163,AUS,2:43
Steal,6.0,6,8,AUS,4.0,BELOVA O,6,6 - 8,163,RUS,2:43
Turnover foul,3.0,6,8,AUS,4.0,PROKOFYEVA E,6,6 - 8,143,RUS,2:23
Steal,7.0,6,8,AUS,4.0,WEBSTER R,6,6 - 8,143,AUS,2:23
Centre shot - Goal,10.0,6,9,AUS,4.0,SOUTHERN A,6,6 - 9,118,AUS,1:58
Turnover foul,11.0,6,9,AUS,4.0,IVANOVA E,6,6 - 9,96,RUS,1:36
Steal,6.0,6,9,AUS,4.0,KNOX B,6,6 - 9,96,AUS,1:36
Turnover foul,7.0,6,9,AUS,4.0,WEBSTER R,6,6 - 9,72,AUS,1:12
Turnover foul,10.0,6,9,AUS,4.0,BELIAEVA O,6,6 - 9,53,RUS,0:53
Steal,12.0,6,9,AUS,4.0,ZAGAME N,6,6 - 9,53,AUS,0:53
20 sec. exclusion in field,6.0,6,9,AUS,4.0,BELOVA O,6,6 - 9,44,RUS,0:44
Time-Out,,6,9,AUS,4.0,,6,6 - 9,44,AUS,0:44
Action shot - Missed,6.0,6,9,AUS,4.0,KNOX B,6,6 - 9,15,AUS,0:15
Time-Out,,6,9,AUS,4.0,,6,6 - 9,14,RUS,0:14
Goalkeeper substitution,1.0,6,9,AUS,4.0,BARTA L,6,6 - 9,14,AUS,0:14
Steal,5.0,6,9,AUS,4.0,BISHOP I,6,6 - 9,5,AUS,0:05
Starting goalkeeper,1.0,7,0,HUN,1.0,BOLONYAI F,0,0 - 0,480,HUN,8:00
Starting goalkeeper,13.0,7,0,HUN,1.0,KARNAUKH A,0,0 - 0,480,RUS,8:00
Sprint won possession,3.0,7,0,HUN,1.0,PROKOFYEVA E,0,0 - 0,480,RUS,8:00
Turnover foul,10.0,7,0,HUN,1.0,BELIAEVA O,0,0 - 0,459,RUS,7:39
Steal,3.0,7,0,HUN,1.0,ANTAL D,0,0 - 0,459,HUN,7:39
Turnover foul,10.0,7,0,HUN,1.0,BUJKA B,0,0 - 0,441,HUN,7:21
Steal,5.0,7,0,HUN,1.0,ANTONOVA A,0,0 - 0,441,RUS,7:21
Centre shot - Goal,10.0,7,0,HUN,1.0,BELIAEVA O,1,1 - 0,417,RUS,6:57
Centre shot - Missed,10.0,7,0,HUN,1.0,BUJKA B,1,1 - 0,397,HUN,6:37
Turnover foul,9.0,7,0,HUN,1.0,TIMOFEEVA A,1,1 - 0,378,RUS,6:18
Steal,4.0,7,0,HUN,1.0,KISTELEKI D,1,1 - 0,378,HUN,6:18
5m shot - Blocked,10.0,7,0,HUN,1.0,BUJKA B,1,1 - 0,362,HUN,6:02
20 sec. exclusion in centre,3.0,7,0,HUN,1.0,ANTAL D,1,1 - 0,339,HUN,5:39
Extra player shot - Goal,5.0,7,0,HUN,1.0,ANTONOVA A,2,2 - 0,322,RUS,5:22
20 sec. exclusion in centre,9.0,7,0,HUN,1.0,TIMOFEEVA A,2,2 - 0,311,RUS,5:11
Extra player shot - Blocked,4.0,7,0,HUN,1.0,KISTELEKI D,2,2 - 0,305,HUN,5:05
Turnover foul,10.0,7,0,HUN,1.0,BELIAEVA O,2,2 - 0,290,RUS,4:50
Turnover foul,8.0,7,0,HUN,1.0,KESZTHELYI R,2,2 - 0,269,HUN,4:29
Steal,11.0,7,0,HUN,1.0,IVANOVA E,2,2 - 0,269,RUS,4:29
Turnover foul,3.0,7,0,HUN,1.0,PROKOFYEVA E,2,2 - 0,251,RUS,4:11
Steal,7.0,7,0,HUN,1.0,MISKOLCZI I,2,2 - 0,251,HUN,4:11
20 sec. exclusion in field,5.0,7,0,HUN,1.0,ANTONOVA A,2,2 - 0,245,RUS,4:05
Extra player shot - Goal,12.0,7,1,HUN,1.0,MENCZINGER K,2,2 - 1,238,HUN,3:58
5m shot - Post,9.0,7,1,HUN,1.0,TIMOFEEVA A,2,2 - 1,208,RUS,3:28
Action shot - Saved,11.0,7,1,HUN,1.0,GARDA K,2,2 - 1,182,HUN,3:02
20 sec. exclusion in centre,11.0,7,1,HUN,1.0,GARDA K,2,2 - 1,157,HUN,2:37
Extra player shot - Goal,6.0,7,1,HUN,1.0,BELOVA O,3,3 - 1,142,RUS,2:22
Turnover foul,9.0,7,1,HUN,1.0,TOTH I,3,3 - 1,129,HUN,2:09
Steal,11.0,7,1,HUN,1.0,IVANOVA E,3,3 - 1,129,RUS,2:09
5m shot - Blocked,8.0,7,1,HUN,1.0,GRINEVA A,3,3 - 1,106,RUS,1:46
Centre shot - Goal,9.0,7,2,HUN,1.0,TOTH I,3,3 - 2,92,HUN,1:32
Turnover foul,7.0,7,2,HUN,1.0,TANKEEVA E,3,3 - 2,73,RUS,1:13
Action shot - Goal,5.0,7,3,HUN,1.0,SZUCS G,3,3 - 3,51,HUN,0:51
Centre shot - Saved,9.0,7,3,HUN,1.0,TIMOFEEVA A,3,3 - 3,37,RUS,0:37
Turnover foul,12.0,7,3,HUN,1.0,MENCZINGER K,3,3 - 3,22,HUN,0:22
Steal,12.0,7,3,HUN,1.0,ZELENTSOVA E,3,3 - 3,22,RUS,0:22
Action shot - Post,3.0,7,3,HUN,1.0,PROKOFYEVA E,3,3 - 3,11,RUS,0:11
5m shot - Saved,12.0,7,3,HUN,1.0,MENCZINGER K,3,3 - 3,1,HUN,0:01
Starting goalkeeper,1.0,7,3,HUN,2.0,BOLONYAI F,3,3 - 3,480,HUN,8:00
Starting goalkeeper,13.0,7,3,HUN,2.0,KARNAUKH A,3,3 - 3,480,RUS,8:00
Sprint won possession,3.0,7,3,HUN,2.0,PROKOFYEVA E,3,3 - 3,480,RUS,8:00
5m shot - Saved,11.0,7,3,HUN,2.0,IVANOVA E,3,3 - 3,455,RUS,7:35
Turnover foul,9.0,7,3,HUN,2.0,TIMOFEEVA A,3,3 - 3,437,RUS,7:17
Steal,3.0,7,3,HUN,2.0,ANTAL D,3,3 - 3,437,HUN,7:17
Turnover foul,10.0,7,3,HUN,2.0,BUJKA B,3,3 - 3,423,HUN,7:03
5m shot - Missed,9.0,7,3,HUN,2.0,TIMOFEEVA A,3,3 - 3,408,RUS,6:48
Turnover foul,2.0,7,3,HUN,2.0,ILLES A,3,3 - 3,382,HUN,6:22
Steal,10.0,7,3,HUN,2.0,BELIAEVA O,3,3 - 3,382,RUS,6:22
Action shot - Saved,11.0,7,3,HUN,2.0,IVANOVA E,3,3 - 3,353,RUS,5:53
20 sec. exclusion in centre,9.0,7,3,HUN,2.0,TIMOFEEVA A,3,3 - 3,337,RUS,5:37
Extra player shot - Saved,8.0,7,3,HUN,2.0,KESZTHELYI R,3,3 - 3,323,HUN,5:23
5m shot - Post,3.0,7,3,HUN,2.0,PROKOFYEVA E,3,3 - 3,296,RUS,4:56
Turnover foul,8.0,7,3,HUN,2.0,KESZTHELYI R,3,3 - 3,281,HUN,4:41
Steal,10.0,7,3,HUN,2.0,BELIAEVA O,3,3 - 3,281,RUS,4:41
Counter attack - Saved,12.0,7,3,HUN,2.0,ZELENTSOVA E,3,3 - 3,271,RUS,4:31
Counter attack - Goal,8.0,7,4,HUN,2.0,KESZTHELYI R,3,3 - 4,261,HUN,4:21
20 sec. exclusion in centre,11.0,7,4,HUN,2.0,GARDA K,3,3 - 4,237,HUN,3:57
Extra player shot - Goal,7.0,7,4,HUN,2.0,TANKEEVA E,4,4 - 4,236,RUS,3:56
Turnover foul,4.0,7,4,HUN,2.0,KISTELEKI D,4,4 - 4,207,HUN,3:27
20 sec. exclusion in centre,8.0,7,4,HUN,2.0,KESZTHELYI R,4,4 - 4,183,HUN,3:03
20 sec. exclusion in centre,9.0,7,4,HUN,2.0,TOTH I,4,4 - 4,169,HUN,2:49
Extra player shot - Saved,11.0,7,4,HUN,2.0,IVANOVA E,4,4 - 4,156,RUS,2:36
Extra player shot - Missed,7.0,7,4,HUN,2.0,TANKEEVA E,4,4 - 4,155,RUS,2:35
Steal,12.0,7,4,HUN,4.0,MENCZINGER K,4,4 - 4,197,HUN,3:17
Turnover foul,2.0,7,4,HUN,4.0,ILLES A,4,4 - 4,170,HUN,2:50
Steal,3.0,7,4,HUN,4.0,PROKOFYEVA E,4,4 - 4,170,RUS,2:50
Action shot - Goal,6.0,7,9,HUN,4.0,BELOVA O,8,8 - 9,157,RUS,2:37
5m shot - Goal,6.0,7,10,HUN,4.0,TAKACS O,8,8 - 10,129,HUN,2:09
Action shot - Blocked,4.0,7,10,HUN,4.0,KARIMOVA E,8,8 - 10,101,RUS,1:41
20 sec. exclusion in centre,11.0,7,10,HUN,2.0,IVANOVA E,8,8 - 10,128,RUS,2:08
Extra player shot - Goal,5.0,7,5,HUN,2.0,SZUCS G,4,4 - 5,108,HUN,1:48
Turnover foul,10.0,7,5,HUN,2.0,BELIAEVA O,4,4 - 5,94,RUS,1:34
Steal,9.0,7,5,HUN,2.0,TOTH I,4,4 - 5,94,HUN,1:34
Action shot - Saved,5.0,7,5,HUN,2.0,SZUCS G,4,4 - 5,68,HUN,1:08
Action shot - Blocked,4.0,7,5,HUN,2.0,KARIMOVA E,4,4 - 5,41,RUS,0:41
Turnover foul,4.0,7,5,HUN,2.0,KISTELEKI D,4,4 - 5,17,HUN,0:17
Centre shot - Goal,10.0,7,5,HUN,2.0,BELIAEVA O,5,5 - 5,9,RUS,0:09
5m shot - Post,5.0,7,5,HUN,2.0,SZUCS G,5,5 - 5,5,HUN,0:05
5m shot - Saved,3.0,7,5,HUN,2.0,PROKOFYEVA E,5,5 - 5,1,RUS,0:01
Starting goalkeeper,1.0,7,5,HUN,3.0,BOLONYAI F,5,5 - 5,480,HUN,8:00
Starting goalkeeper,13.0,7,5,HUN,3.0,KARNAUKH A,5,5 - 5,480,RUS,8:00
Sprint won possession,3.0,7,5,HUN,3.0,PROKOFYEVA E,5,5 - 5,480,RUS,8:00
5m shot - Saved,5.0,7,5,HUN,3.0,ANTONOVA A,5,5 - 5,453,RUS,7:33
Centre shot - Saved,10.0,7,5,HUN,3.0,BUJKA B,5,5 - 5,427,HUN,7:07
20 sec. exclusion in field,3.0,7,5,HUN,3.0,ANTAL D,5,5 - 5,416,HUN,6:56
Time-Out,,7,5,HUN,3.0,,5,5 - 5,415,RUS,6:55
Extra player shot - Missed,5.0,7,5,HUN,3.0,ANTONOVA A,5,5 - 5,397,RUS,6:37
Centre shot - Goal,9.0,7,6,HUN,3.0,TOTH I,5,5 - 6,378,HUN,6:18
5m shot - Saved,5.0,7,6,HUN,3.0,ANTONOVA A,5,5 - 6,350,RUS,5:50
20 sec. exclusion in field,6.0,7,6,HUN,3.0,BELOVA O,5,5 - 6,336,RUS,5:36
Extra player shot - Saved,5.0,7,6,HUN,3.0,SZUCS G,5,5 - 6,331,HUN,5:31
Extra player shot - Post,5.0,7,6,HUN,3.0,SZUCS G,5,5 - 6,319,HUN,5:19
20 sec. exclusion in centre,6.0,7,6,HUN,3.0,TAKACS O,5,5 - 6,296,HUN,4:56
Double exclusion,6.0,7,6,HUN,3.0,BELOVA O,5,5 - 6,288,RUS,4:48
Double exclusion,9.0,7,6,HUN,3.0,TOTH I,5,5 - 6,288,HUN,4:48
Extra player shot - Saved,5.0,7,6,HUN,3.0,ANTONOVA A,5,5 - 6,277,RUS,4:37
Extra player shot - Goal,5.0,7,6,HUN,3.0,ANTONOVA A,6,6 - 6,276,RUS,4:36
Penalty foul,12.0,7,6,HUN,3.0,ZELENTSOVA E,6,6 - 6,265,RUS,4:25
Penalty shot - Goal,8.0,7,7,HUN,3.0,KESZTHELYI R,6,6 - 7,265,HUN,4:25
Action shot - Saved,5.0,7,7,HUN,3.0,ANTONOVA A,6,6 - 7,242,RUS,4:02
20 sec. exclusion in centre,2.0,7,7,HUN,3.0,ILLES A,6,6 - 7,221,HUN,3:41
Extra player shot - Goal,5.0,7,7,HUN,3.0,ANTONOVA A,7,7 - 7,206,RUS,3:26
Turnover foul,9.0,7,7,HUN,3.0,TOTH I,7,7 - 7,190,HUN,3:10
Steal,4.0,7,7,HUN,3.0,KARIMOVA E,7,7 - 7,190,RUS,3:10
Action shot - Missed,11.0,7,7,HUN,3.0,IVANOVA E,7,7 - 7,165,RUS,2:45
Centre shot - Goal,9.0,7,8,HUN,3.0,TOTH I,7,7 - 8,139,HUN,2:19
20 sec. exclusion in field,10.0,7,8,HUN,3.0,BUJKA B,7,7 - 8,127,HUN,2:07
Turnover foul,9.0,7,8,HUN,3.0,TIMOFEEVA A,7,7 - 8,103,RUS,1:43
Turnover foul,10.0,7,8,HUN,3.0,BUJKA B,7,7 - 8,81,HUN,1:21
Turnover foul,7.0,7,8,HUN,3.0,TANKEEVA E,7,7 - 8,60,RUS,1:00
5m shot - Saved,3.0,7,8,HUN,3.0,PROKOFYEVA E,7,7 - 8,12,RUS,0:12
5m shot - Missed,8.0,7,8,HUN,3.0,KESZTHELYI R,7,7 - 8,3,HUN,0:03
5m shot - Saved,13.0,7,8,HUN,3.0,KARNAUKH A,7,7 - 8,1,RUS,0:01
Starting goalkeeper,13.0,7,8,HUN,4.0,KARNAUKH A,7,7 - 8,480,RUS,8:00
Starting goalkeeper,1.0,7,8,HUN,4.0,BOLONYAI F,7,7 - 8,480,HUN,8:00
Sprint won possession,4.0,7,8,HUN,4.0,KISTELEKI D,7,7 - 8,480,HUN,8:00
Action shot - Saved,2.0,7,8,HUN,4.0,ILLES A,7,7 - 8,455,HUN,7:35
20 sec. exclusion in centre,9.0,7,8,HUN,4.0,TIMOFEEVA A,7,7 - 8,445,RUS,7:25
Exclusion with substitution,9.0,7,8,HUN,4.0,TIMOFEEVA A,7,7 - 8,445,RUS,7:25
Turnover foul,5.0,7,8,HUN,4.0,SZUCS G,7,7 - 8,441,HUN,7:21
Centre shot - Saved,10.0,7,8,HUN,4.0,BELIAEVA O,7,7 - 8,411,RUS,6:51
Turnover foul,6.0,7,8,HUN,4.0,TAKACS O,7,7 - 8,393,HUN,6:33
20 sec. exclusion in field,8.0,7,8,HUN,4.0,KESZTHELYI R,7,7 - 8,382,HUN,6:22
Action shot - Saved,11.0,7,8,HUN,4.0,IVANOVA E,7,7 - 8,360,RUS,6:00
5m shot - Blocked,12.0,7,8,HUN,4.0,ZELENTSOVA E,7,7 - 8,340,RUS,5:40
Turnover foul,12.0,7,8,HUN,4.0,MENCZINGER K,7,7 - 8,311,HUN,5:11
Action shot - Saved,11.0,7,8,HUN,4.0,IVANOVA E,7,7 - 8,292,RUS,4:52
Time-Out,,7,8,HUN,4.0,,7,7 - 8,283,HUN,4:43
20 sec. exclusion in centre,12.0,7,8,HUN,4.0,ZELENTSOVA E,7,7 - 8,265,RUS,4:25
Extra player shot - Goal,8.0,7,9,HUN,4.0,KESZTHELYI R,7,7 - 9,259,HUN,4:19
Action shot - Post,4.0,7,9,HUN,4.0,KARIMOVA E,7,7 - 9,236,RUS,3:56
Turnover foul,10.0,7,9,HUN,4.0,BELIAEVA O,7,7 - 9,197,RUS,3:17
20 sec. exclusion in field,11.0,7,9,HUN,4.0,IVANOVA E,7,7 - 9,77,RUS,1:17
Action shot - Blocked,5.0,7,9,HUN,4.0,SZUCS G,7,7 - 9,49,HUN,0:49
Time-Out,,7,9,HUN,4.0,,7,7 - 9,49,RUS,0:49
Turnover foul,7.0,7,9,HUN,4.0,TANKEEVA E,7,7 - 9,41,RUS,0:41
Time-Out,,7,9,HUN,4.0,,7,7 - 9,18,HUN,0:18
20 sec. exclusion in centre,4.0,7,9,HUN,4.0,KISTELEKI D,7,7 - 9,4,HUN,0:04
