Action,Cap,Game,Opponent,Opponent name,Period,Player,SRB,Score,Seconds,Team,Time
Action shot - Goal,11.0,3,1,AUS,1.0,HOWDEN R,0,0 - 1,452,AUS,7:32
Action shot - Saved,10.0,3,1,AUS,1.0,FILIPOVIC F,0,0 - 1,431,SRB,7:11
Centre shot - Goal,7.0,3,1,AUS,1.0,NIKIC S,1,1 - 1,422,SRB,7:02
Turnover foul,4.0,3,1,AUS,1.0,COTTERILL J,1,1 - 1,404,AUS,6:44
Steal,4.0,3,1,AUS,1.0,RANDELOVIC S,1,1 - 1,404,SRB,6:44
5m shot - Goal,5.0,3,1,AUS,1.0,CUK M,2,2 - 1,390,SRB,6:30
5m shot - Post,2.0,3,1,AUS,1.0,CAMPBELL R,2,2 - 1,365,AUS,6:05
Action shot - Saved,10.0,3,1,AUS,1.0,FILIPOVIC F,2,2 - 1,341,SRB,5:41
Action shot - Saved,11.0,3,1,AUS,1.0,HOWDEN R,2,2 - 1,313,AUS,5:13
Turnover foul,9.0,3,1,AUS,1.0,JAKSIC N,2,2 - 1,284,SRB,4:44
Steal,8.0,3,1,AUS,1.0,YOUNGER A,2,2 - 1,284,AUS,4:44
5m shot - Saved,2.0,3,1,AUS,1.0,CAMPBELL R,2,2 - 1,261,AUS,4:21
Action shot - Missed,10.0,3,1,AUS,1.0,FILIPOVIC F,2,2 - 1,236,SRB,3:56
Counter attack - Saved,8.0,3,1,AUS,1.0,YOUNGER A,2,2 - 1,219,AUS,3:39
Time-Out,,3,1,AUS,1.0,,2,2 - 1,218,SRB,3:38
20 sec. exclusion in centre,5.0,3,1,AUS,1.0,POWER N,2,2 - 1,197,AUS,3:17
Extra player shot - Goal,6.0,3,1,AUS,1.0,PIJETLOVIC D,3,3 - 1,190,SRB,3:10
Action shot - Goal,5.0,3,2,AUS,1.0,POWER N,3,3 - 2,159,AUS,2:39
Action shot - Saved,2.0,3,2,AUS,1.0,MANDIC D,3,3 - 2,136,SRB,2:16
Counter attack - Missed,6.0,3,2,AUS,1.0,GILCHRIST J,3,3 - 2,114,AUS,1:54
Action shot - Saved,6.0,3,2,AUS,1.0,PIJETLOVIC D,3,3 - 2,94,SRB,1:34
5m shot - Blocked,11.0,3,2,AUS,1.0,PRLAINOVIC A,3,3 - 2,68,SRB,1:08
Turnover foul,2.0,3,2,AUS,1.0,CAMPBELL R,3,3 - 2,36,AUS,0:36
Turnover foul,2.0,3,2,AUS,1.0,MANDIC D,3,3 - 2,14,SRB,0:14
Time-Out,,3,2,AUS,1.0,,3,3 - 2,14,AUS,0:14
Action shot - Missed,5.0,3,2,AUS,1.0,POWER N,3,3 - 2,5,AUS,0:05
5m shot - Missed,10.0,3,2,AUS,1.0,FILIPOVIC F,3,3 - 2,2,SRB,0:02
Starting goalkeeper,1.0,3,2,AUS,2.0,PIJETLOVIC G,3,3 - 2,480,SRB,8:00
Starting goalkeeper,13.0,3,2,AUS,2.0,DENNERLEY J,3,3 - 2,480,AUS,8:00
Sprint won possession,11.0,3,2,AUS,2.0,HOWDEN R,3,3 - 2,480,AUS,8:00
Action shot - Goal,8.0,3,3,AUS,2.0,YOUNGER A,3,3 - 3,462,AUS,7:42
20 sec. exclusion in centre,3.0,3,3,AUS,2.0,FORD G,3,3 - 3,446,AUS,7:26
Action shot - Saved,5.0,3,3,AUS,2.0,CUK M,3,3 - 3,422,SRB,7:02
20 sec. exclusion in centre,3.0,3,3,AUS,2.0,FORD G,3,3 - 3,362,AUS,6:02
Extra player shot - Saved,7.0,3,3,AUS,2.0,NIKIC S,3,3 - 3,356,SRB,5:56
Turnover foul,5.0,3,3,AUS,2.0,POWER N,3,3 - 3,321,AUS,5:21
Steal,7.0,3,3,AUS,2.0,NIKIC S,3,3 - 3,321,SRB,5:21
Action shot - Missed,3.0,3,3,AUS,2.0,GOCIC Z,3,3 - 3,307,SRB,5:07
Action shot - Blocked,5.0,3,3,AUS,2.0,POWER N,3,3 - 3,289,AUS,4:49
Action shot - Post,7.0,3,3,AUS,2.0,ROACH A,3,3 - 3,277,AUS,4:37
Action shot - Goal,10.0,3,3,AUS,2.0,FILIPOVIC F,4,4 - 3,251,SRB,4:11
Turnover foul,8.0,3,3,AUS,2.0,YOUNGER A,4,4 - 3,219,AUS,3:39
Steal,6.0,3,3,AUS,2.0,PIJETLOVIC D,4,4 - 3,219,SRB,3:39
Turnover foul,5.0,3,3,AUS,2.0,CUK M,4,4 - 3,194,SRB,3:14
5m shot - Blocked,7.0,3,3,AUS,2.0,ROACH A,4,4 - 3,180,AUS,3:00
5m shot - Saved,2.0,3,3,AUS,2.0,MANDIC D,4,4 - 3,155,SRB,2:35
Action shot - Goal,12.0,3,4,AUS,2.0,MARTIN T,4,4 - 4,131,AUS,2:11
5m shot - Goal,8.0,3,4,AUS,2.0,ALEKSIC M,5,5 - 4,101,SRB,1:41
Turnover foul,2.0,3,4,AUS,2.0,CAMPBELL R,5,5 - 4,71,AUS,1:11
Steal,12.0,3,4,AUS,2.0,MITROVIC S,5,5 - 4,71,SRB,1:11
Turnover foul,2.0,3,4,AUS,2.0,MANDIC D,5,5 - 4,51,SRB,0:51
Time-Out,,3,4,AUS,2.0,,5,5 - 4,51,AUS,0:51
20 sec. exclusion in centre,4.0,3,4,AUS,2.0,RANDELOVIC S,5,5 - 4,32,SRB,0:32
Turnover foul,8.0,3,4,AUS,2.0,YOUNGER A,5,5 - 4,17,AUS,0:17
Turnover foul,6.0,3,4,AUS,2.0,PIJETLOVIC D,5,5 - 4,2,SRB,0:02
Starting goalkeeper,1.0,3,4,AUS,3.0,PIJETLOVIC G,5,5 - 4,480,SRB,8:00
Starting goalkeeper,13.0,3,4,AUS,3.0,DENNERLEY J,5,5 - 4,480,AUS,8:00
Sprint won possession,11.0,3,4,AUS,3.0,HOWDEN R,5,5 - 4,480,AUS,8:00
Turnover foul,2.0,3,4,AUS,3.0,CAMPBELL R,5,5 - 4,450,AUS,7:30
Steal,11.0,3,4,AUS,3.0,PRLAINOVIC A,5,5 - 4,450,SRB,7:30
5m shot - Missed,8.0,3,4,AUS,3.0,ALEKSIC M,5,5 - 4,425,SRB,7:05
Turnover foul,11.0,3,4,AUS,3.0,HOWDEN R,5,5 - 4,402,AUS,6:42
Steal,11.0,3,4,AUS,3.0,PRLAINOVIC A,5,5 - 4,402,SRB,6:42
Action shot - Goal,12.0,3,4,AUS,3.0,MITROVIC S,6,6 - 4,380,SRB,6:20
20 sec. exclusion in centre,4.0,3,4,AUS,3.0,RANDELOVIC S,6,6 - 4,353,SRB,5:53
Extra player shot - Goal,9.0,3,5,AUS,3.0,SWIFT J,6,6 - 5,335,AUS,5:35
Action shot - Saved,12.0,3,5,AUS,3.0,MITROVIC S,6,6 - 5,316,SRB,5:16
Action shot - Goal,4.0,3,6,AUS,3.0,COTTERILL J,6,6 - 6,286,AUS,4:46
20 sec. exclusion in centre,5.0,3,6,AUS,3.0,POWER N,6,6 - 6,271,AUS,4:31
5m shot - Saved,11.0,3,6,AUS,3.0,PRLAINOVIC A,6,6 - 6,250,SRB,4:10
Counter attack - Goal,8.0,3,7,AUS,3.0,YOUNGER A,6,6 - 7,235,AUS,3:55
Action shot - Saved,3.0,3,7,AUS,3.0,GOCIC Z,6,6 - 7,217,SRB,3:37
Turnover foul,8.0,3,7,AUS,3.0,ALEKSIC M,6,6 - 7,190,SRB,3:10
Steal,8.0,3,7,AUS,3.0,YOUNGER A,6,6 - 7,190,AUS,3:10
5m shot - Saved,6.0,3,7,AUS,3.0,GILCHRIST J,6,6 - 7,165,AUS,2:45
5m shot - Goal,8.0,3,8,AUS,3.0,YOUNGER A,6,6 - 8,139,AUS,2:19
Turnover foul,8.0,3,8,AUS,3.0,ALEKSIC M,6,6 - 8,99,SRB,1:39
Turnover foul,7.0,3,8,AUS,3.0,ROACH A,6,6 - 8,91,AUS,1:31
Action shot - Saved,10.0,3,8,AUS,3.0,FILIPOVIC F,6,6 - 8,64,SRB,1:04
Time-Out,,3,8,AUS,3.0,,6,6 - 8,59,AUS,0:59
Turnover foul,7.0,3,8,AUS,3.0,ROACH A,6,6 - 8,30,AUS,0:30
20 sec. exclusion in centre,3.0,3,8,AUS,3.0,FORD G,6,6 - 8,19,AUS,0:19
Exclusion with substitution,3.0,3,8,AUS,3.0,FORD G,6,6 - 8,19,AUS,0:19
Time-Out,,3,8,AUS,3.0,,6,6 - 8,19,SRB,0:19
Extra player shot - Saved,8.0,3,8,AUS,3.0,ALEKSIC M,6,6 - 8,1,SRB,0:01
Starting goalkeeper,13.0,3,8,AUS,4.0,MITROVIC B,6,6 - 8,480,SRB,8:00
Starting goalkeeper,13.0,3,8,AUS,4.0,DENNERLEY J,6,6 - 8,480,AUS,8:00
Sprint won possession,11.0,3,8,AUS,4.0,HOWDEN R,6,6 - 8,480,AUS,8:00
Action shot - Post,9.0,3,8,AUS,4.0,SWIFT J,6,6 - 8,456,AUS,7:36
20 sec. exclusion in centre,2.0,3,8,AUS,4.0,CAMPBELL R,6,6 - 8,440,AUS,7:20
Extra player shot - Goal,8.0,3,8,AUS,4.0,ALEKSIC M,7,7 - 8,427,SRB,7:07
Action shot - Post,11.0,3,8,AUS,4.0,HOWDEN R,7,7 - 8,404,AUS,6:44
Action shot - Saved,12.0,3,8,AUS,4.0,MITROVIC S,7,7 - 8,388,SRB,6:28
20 sec. exclusion in centre,2.0,3,8,AUS,4.0,CAMPBELL R,7,7 - 8,372,AUS,6:12
Extra player shot - Blocked,10.0,3,8,AUS,4.0,FILIPOVIC F,7,7 - 8,360,SRB,6:00
5m shot - Post,11.0,3,8,AUS,4.0,HOWDEN R,7,7 - 8,332,AUS,5:32
Action shot - Goal,12.0,3,8,AUS,4.0,MITROVIC S,8,8 - 8,311,SRB,5:11
5m shot - Saved,2.0,3,8,AUS,4.0,CAMPBELL R,8,8 - 8,283,AUS,4:43
Action shot - Goal,3.0,3,8,AUS,4.0,GOCIC Z,9,9 - 8,258,SRB,4:18
Time-Out,,3,8,AUS,4.0,,9,9 - 8,258,AUS,4:18
Turnover foul,7.0,3,8,AUS,4.0,ROACH A,9,9 - 8,230,AUS,3:50
Steal,3.0,3,8,AUS,4.0,GOCIC Z,9,9 - 8,230,SRB,3:50
5m shot - Goal,10.0,3,8,AUS,4.0,FILIPOVIC F,10,10 - 8,206,SRB,3:26
20 sec. exclusion in centre,8.0,3,8,AUS,4.0,ALEKSIC M,10,10 - 8,180,SRB,3:00
Extra player shot - Saved,8.0,3,8,AUS,4.0,YOUNGER A,10,10 - 8,170,AUS,2:50
Action shot - Missed,11.0,3,8,AUS,4.0,PRLAINOVIC A,10,10 - 8,146,SRB,2:26
20 sec. exclusion in centre,10.0,3,8,AUS,4.0,FILIPOVIC F,10,10 - 8,118,SRB,1:58
Extra player shot - Goal,9.0,3,9,AUS,4.0,SWIFT J,10,10 - 9,96,AUS,1:36
Yellow card,,3,9,AUS,4.0,Team Official,10,10 - 9,96,AUS,1:36
5m shot - Blocked,8.0,3,9,AUS,4.0,ALEKSIC M,10,10 - 9,73,SRB,1:13
Action shot - Post,4.0,3,9,AUS,4.0,COTTERILL J,10,10 - 9,44,AUS,0:44
5m shot - Missed,11.0,3,9,AUS,4.0,PRLAINOVIC A,10,10 - 9,13,SRB,0:13
20 sec. exclusion in centre,8.0,3,9,AUS,4.0,ALEKSIC M,10,10 - 9,1,SRB,0:01
Starting goalkeeper,1.0,4,0,USA,1.0,PIJETLOVIC G,0,0 - 0,480,SRB,8:00
Starting goalkeeper,1.0,4,0,USA,1.0,MOSES M,0,0 - 0,480,USA,8:00
Sprint won possession,7.0,4,0,USA,1.0,SAMUELS J,0,0 - 0,480,USA,8:00
20 sec. exclusion in centre,11.0,4,0,USA,1.0,PRLAINOVIC A,0,0 - 0,455,SRB,7:35
Extra player shot - Goal,10.0,4,1,USA,1.0,BONANNI B,0,0 - 1,438,USA,7:18
5m shot - Saved,8.0,4,1,USA,1.0,ALEKSIC M,0,0 - 1,415,SRB,6:55
Turnover foul,8.0,4,1,USA,1.0,ALEKSIC M,0,0 - 1,393,SRB,6:33
5m shot - Goal,7.0,4,2,USA,1.0,SAMUELS J,0,0 - 2,374,USA,6:14
Action shot - Saved,7.0,4,2,USA,1.0,NIKIC S,0,0 - 2,350,SRB,5:50
Turnover foul,6.0,4,2,USA,1.0,CUPIDO L,0,0 - 2,317,USA,5:17
Steal,10.0,4,2,USA,1.0,FILIPOVIC F,0,0 - 2,317,SRB,5:17
20 sec. exclusion in centre,8.0,4,2,USA,1.0,AZEVEDO T,0,0 - 2,304,USA,5:04
Extra player shot - Goal,8.0,4,2,USA,1.0,ALEKSIC M,1,1 - 2,288,SRB,4:48
Turnover foul,10.0,4,2,USA,1.0,BONANNI B,1,1 - 2,266,USA,4:26
20 sec. exclusion in centre,5.0,4,2,USA,1.0,ROELSE A,1,1 - 2,250,USA,4:10
Action shot - Post,11.0,4,2,USA,1.0,PRLAINOVIC A,1,1 - 2,226,SRB,3:46
5m shot - Goal,11.0,4,2,USA,1.0,PRLAINOVIC A,2,2 - 2,226,SRB,3:46
20 sec. exclusion in centre,10.0,4,2,USA,1.0,FILIPOVIC F,2,2 - 2,204,SRB,3:24
Time-Out,,4,2,USA,1.0,,2,2 - 2,204,USA,3:24
Action shot - Blocked,12.0,4,2,USA,1.0,MANN J,2,2 - 2,183,USA,3:03
20 sec. exclusion in centre,2.0,4,2,USA,1.0,VAVIC N,2,2 - 2,162,USA,2:42
Action shot - Saved,12.0,4,2,USA,1.0,MITROVIC S,2,2 - 2,141,SRB,2:21
5m shot - Missed,7.0,4,2,USA,1.0,SAMUELS J,2,2 - 2,114,USA,1:54
Turnover foul,4.0,4,2,USA,1.0,RANDELOVIC S,2,2 - 2,92,SRB,1:32
Turnover foul,7.0,4,2,USA,1.0,SAMUELS J,2,2 - 2,92,USA,1:32
Action shot - Goal,6.0,4,2,USA,1.0,PIJETLOVIC D,3,3 - 2,91,SRB,1:31
20 sec. exclusion in centre,9.0,4,2,USA,1.0,JAKSIC N,3,3 - 2,80,SRB,1:20
Turnover foul,2.0,4,2,USA,1.0,VAVIC N,3,3 - 2,60,USA,1:00
Time-Out,,4,2,USA,1.0,,3,3 - 2,60,SRB,1:00
5m shot - Goal,2.0,4,2,USA,1.0,MANDIC D,4,4 - 2,50,SRB,0:50
Turnover foul,6.0,4,2,USA,1.0,CUPIDO L,4,4 - 2,23,USA,0:23
5m shot - Post,5.0,4,2,USA,1.0,CUK M,4,4 - 2,2,SRB,0:02
Starting goalkeeper,1.0,4,2,USA,2.0,PIJETLOVIC G,4,4 - 2,480,SRB,8:00
Starting goalkeeper,1.0,4,2,USA,2.0,MOSES M,4,4 - 2,480,USA,8:00
Sprint won possession,7.0,4,2,USA,2.0,SAMUELS J,4,4 - 2,480,USA,8:00
Action shot - Goal,8.0,4,3,USA,2.0,AZEVEDO T,4,4 - 3,454,USA,7:34
Centre shot - Goal,7.0,4,3,USA,2.0,NIKIC S,5,5 - 3,429,SRB,7:09
20 sec. exclusion in centre,3.0,4,3,USA,2.0,GOCIC Z,5,5 - 3,422,SRB,7:02
Extra player shot - Goal,11.0,4,4,USA,2.0,SMITH J,5,5 - 4,402,USA,6:42
20 sec. exclusion in centre,11.0,4,4,USA,2.0,SMITH J,5,5 - 4,379,USA,6:19
Extra player shot - Goal,6.0,4,4,USA,2.0,PIJETLOVIC D,6,6 - 4,376,SRB,6:16
20 sec. exclusion in centre,2.0,4,4,USA,2.0,MANDIC D,6,6 - 4,357,SRB,5:57
Turnover foul,7.0,4,4,USA,2.0,SAMUELS J,6,6 - 4,346,USA,5:46
Turnover foul,2.0,4,4,USA,2.0,MANDIC D,6,6 - 4,321,SRB,5:21
20 sec. exclusion in centre,5.0,4,4,USA,2.0,CUK M,6,6 - 4,298,SRB,4:58
Extra player shot - Goal,10.0,4,5,USA,2.0,BONANNI B,6,6 - 5,295,USA,4:55
5m shot - Post,2.0,4,5,USA,2.0,MANDIC D,6,6 - 5,271,SRB,4:31
20 sec. exclusion in centre,4.0,4,5,USA,2.0,RANDELOVIC S,6,6 - 5,249,SRB,4:09
Turnover foul,6.0,4,5,USA,2.0,CUPIDO L,6,6 - 5,227,USA,3:47
Action shot - Post,8.0,4,5,USA,2.0,ALEKSIC M,6,6 - 5,206,SRB,3:26
Turnover foul,2.0,4,5,USA,2.0,VAVIC N,6,6 - 5,180,USA,3:00
5m shot - Blocked,11.0,4,5,USA,2.0,PRLAINOVIC A,6,6 - 5,153,SRB,2:33
Action shot - Saved,6.0,4,5,USA,2.0,CUPIDO L,6,6 - 5,130,USA,2:10
5m shot - Saved,9.0,4,5,USA,2.0,BOWEN A,6,6 - 5,103,USA,1:43
Action shot - Saved,7.0,4,5,USA,2.0,NIKIC S,6,6 - 5,72,SRB,1:12
Time-Out,,4,5,USA,2.0,,6,6 - 5,68,USA,1:08
Turnover foul,6.0,4,5,USA,2.0,CUPIDO L,6,6 - 5,51,USA,0:51
Counter attack - Goal,10.0,4,5,USA,2.0,FILIPOVIC F,7,7 - 5,39,SRB,0:39
5m shot - Post,9.0,4,5,USA,2.0,BOWEN A,7,7 - 5,13,USA,0:13
Time-Out,,4,5,USA,2.0,,7,7 - 5,13,SRB,0:13
5m shot - Blocked,10.0,4,5,USA,2.0,FILIPOVIC F,7,7 - 5,1,SRB,0:01
Starting goalkeeper,1.0,4,5,USA,3.0,PIJETLOVIC G,7,7 - 5,480,SRB,8:00
Starting goalkeeper,1.0,4,5,USA,3.0,MOSES M,7,7 - 5,480,USA,8:00
Sprint won possession,7.0,4,5,USA,3.0,SAMUELS J,7,7 - 5,480,USA,8:00
Turnover foul,11.0,4,5,USA,3.0,PRLAINOVIC A,7,7 - 5,432,SRB,7:12
20 sec. exclusion in centre,2.0,4,5,USA,3.0,MANDIC D,7,7 - 5,419,SRB,6:59
Extra player shot - Goal,6.0,4,6,USA,3.0,CUPIDO L,7,7 - 6,406,USA,6:46
Goalkeeper substitution,13.0,4,6,USA,3.0,MITROVIC B,7,7 - 6,405,SRB,6:45
Turnover foul,11.0,4,6,USA,3.0,PRLAINOVIC A,7,7 - 6,395,SRB,6:35
20 sec. exclusion in centre,8.0,4,6,USA,3.0,ALEKSIC M,7,7 - 6,378,SRB,6:18
Action shot - Saved,8.0,4,6,USA,3.0,AZEVEDO T,7,7 - 6,355,USA,5:55
5m shot - Post,4.0,4,6,USA,3.0,RANDELOVIC S,7,7 - 6,329,SRB,5:29
Penalty foul,11.0,4,6,USA,3.0,PRLAINOVIC A,7,7 - 6,308,SRB,5:08
Penalty shot - Post,10.0,4,6,USA,3.0,BONANNI B,7,7 - 6,308,USA,5:08
20 sec. exclusion in centre,12.0,4,6,USA,3.0,MANN J,7,7 - 6,289,USA,4:49
Extra player shot - Goal,6.0,4,6,USA,3.0,PIJETLOVIC D,8,8 - 6,289,SRB,4:49
Turnover foul,3.0,4,6,USA,3.0,OBERT A,8,8 - 6,261,USA,4:21
Steal,3.0,4,6,USA,3.0,GOCIC Z,8,8 - 6,261,SRB,4:21
Action shot - Saved,3.0,4,6,USA,3.0,GOCIC Z,8,8 - 6,236,SRB,3:56
5m shot - Missed,6.0,4,6,USA,3.0,CUPIDO L,8,8 - 6,208,USA,3:28
Counter attack - Saved,4.0,4,6,USA,3.0,RANDELOVIC S,8,8 - 6,190,SRB,3:10
Turnover foul,6.0,4,6,USA,3.0,CUPIDO L,8,8 - 6,161,USA,2:41
Time-Out,,4,6,USA,3.0,,8,8 - 6,160,SRB,2:40
Turnover foul,10.0,4,6,USA,3.0,FILIPOVIC F,8,8 - 6,146,SRB,2:26
5m shot - Blocked,8.0,4,6,USA,3.0,AZEVEDO T,8,8 - 6,128,USA,2:08
Centre shot - Saved,7.0,4,6,USA,3.0,NIKIC S,8,8 - 6,107,SRB,1:47
Action shot - Missed,2.0,4,6,USA,3.0,VAVIC N,8,8 - 6,78,USA,1:18
Turnover foul,5.0,4,6,USA,3.0,CUK M,8,8 - 6,59,SRB,0:59
20 sec. exclusion in centre,7.0,4,6,USA,3.0,NIKIC S,8,8 - 6,59,SRB,0:59
Time-Out,,4,6,USA,3.0,,8,8 - 6,59,USA,0:59
Action shot - Saved,6.0,4,6,USA,3.0,CUPIDO L,8,8 - 6,38,USA,0:38
Action shot - Goal,3.0,4,6,USA,3.0,GOCIC Z,9,9 - 6,20,SRB,0:20
Turnover foul,2.0,4,6,USA,3.0,VAVIC N,9,9 - 6,0,USA,0:00
Starting goalkeeper,13.0,4,6,USA,4.0,MITROVIC B,9,9 - 6,480,SRB,8:00
Starting goalkeeper,1.0,4,6,USA,4.0,MOSES M,9,9 - 6,480,USA,8:00
Sprint won possession,7.0,4,6,USA,4.0,SAMUELS J,9,9 - 6,480,USA,8:00
5m shot - Saved,9.0,4,6,USA,4.0,BOWEN A,9,9 - 6,457,USA,7:37
Turnover foul,10.0,4,6,USA,4.0,FILIPOVIC F,9,9 - 6,434,SRB,7:14
Steal,1.0,4,6,USA,4.0,MOSES M,9,9 - 6,434,USA,7:14
20 sec. exclusion in centre,3.0,4,6,USA,4.0,GOCIC Z,9,9 - 6,417,SRB,6:57
Action shot - Goal,9.0,4,7,USA,4.0,BOWEN A,9,9 - 7,393,USA,6:33
Action shot - Saved,9.0,4,7,USA,4.0,JAKSIC N,9,9 - 7,372,SRB,6:12
Turnover foul,10.0,4,7,USA,4.0,BONANNI B,9,9 - 7,342,USA,5:42
5m shot - Saved,5.0,4,7,USA,4.0,CUK M,9,9 - 7,315,SRB,5:15
5m shot - Saved,11.0,4,7,USA,4.0,SMITH J,9,9 - 7,290,USA,4:50
20 sec. exclusion in centre,11.0,4,7,USA,4.0,SMITH J,9,9 - 7,267,USA,4:27
Extra player shot - Goal,6.0,4,7,USA,4.0,PIJETLOVIC D,10,10 - 7,254,SRB,4:14
Time-Out,,4,7,USA,4.0,,10,10 - 7,254,USA,4:14
Turnover foul,7.0,4,7,USA,4.0,SAMUELS J,10,10 - 7,230,USA,3:50
Steal,12.0,4,7,USA,4.0,MITROVIC S,10,10 - 7,230,SRB,3:50
Action shot - Post,2.0,4,7,USA,4.0,MANDIC D,10,10 - 7,204,SRB,3:24
Turnover foul,8.0,4,7,USA,4.0,AZEVEDO T,10,10 - 7,179,USA,2:59
Steal,2.0,4,7,USA,4.0,MANDIC D,10,10 - 7,179,SRB,2:59
Counter attack - Goal,2.0,4,7,USA,4.0,MANDIC D,11,11 - 7,165,SRB,2:45
Turnover foul,6.0,4,7,USA,4.0,CUPIDO L,11,11 - 7,139,USA,2:19
Steal,3.0,4,7,USA,4.0,GOCIC Z,11,11 - 7,139,SRB,2:19
Action shot - Blocked,7.0,4,7,USA,4.0,NIKIC S,11,11 - 7,119,SRB,1:59
20 sec. exclusion in centre,4.0,4,7,USA,4.0,RANDELOVIC S,11,11 - 7,99,SRB,1:39
Extra player shot - Saved,11.0,4,7,USA,4.0,SMITH J,11,11 - 7,90,USA,1:30
20 sec. exclusion in field,5.0,4,7,USA,4.0,ROELSE A,11,11 - 7,78,USA,1:18
Turnover foul,7.0,4,7,USA,4.0,NIKIC S,11,11 - 7,60,SRB,1:00
Turnover foul,11.0,4,7,USA,4.0,SMITH J,11,11 - 7,30,USA,0:30
5m shot - Saved,10.0,4,7,USA,4.0,FILIPOVIC F,11,11 - 7,12,SRB,0:12
Action shot - Goal,7.0,4,7,USA,4.0,NIKIC S,12,12 - 7,4,SRB,0:04
5m shot - Saved,6.0,4,7,USA,4.0,CUPIDO L,12,12 - 7,0,USA,0:00
Starting goalkeeper,1.0,5,0,ITA,1.0,TEMPESTI S,0,0 - 0,480,ITA,8:00
Starting goalkeeper,13.0,5,0,ITA,1.0,MITROVIC B,0,0 - 0,480,SRB,8:00
Sprint won possession,4.0,5,0,ITA,1.0,FIGLIOLI P,0,0 - 0,480,ITA,8:00
20 sec. exclusion in centre,4.0,5,0,ITA,1.0,RANDELOVIC S,0,0 - 0,461,SRB,7:41
Extra player shot - Post,7.0,5,0,ITA,1.0,GIACOPPO M,0,0 - 0,443,ITA,7:23
5m shot - Post,4.0,5,0,ITA,1.0,FIGLIOLI P,0,0 - 0,426,ITA,7:06
20 sec. exclusion in centre,5.0,5,0,ITA,1.0,GIORGETTI A,0,0 - 0,405,ITA,6:45
Extra player shot - Goal,11.0,5,0,ITA,1.0,PRLAINOVIC A,1,0 - 1,393,SRB,6:33
Turnover foul,9.0,5,0,ITA,1.0,GITTO N,1,0 - 1,363,ITA,6:03
Steal,10.0,5,0,ITA,1.0,FILIPOVIC F,1,0 - 1,363,SRB,6:03
Turnover foul,9.0,5,0,ITA,1.0,JAKSIC N,1,0 - 1,349,SRB,5:49
20 sec. exclusion in centre,9.0,5,0,ITA,1.0,JAKSIC N,1,0 - 1,325,SRB,5:25
Extra player shot - Post,2.0,5,0,ITA,1.0,DI FULVIO F,1,0 - 1,305,ITA,5:05
Action shot - Saved,2.0,5,0,ITA,1.0,DI FULVIO F,1,0 - 1,296,ITA,4:56
Counter attack - Goal,5.0,5,0,ITA,1.0,CUK M,2,0 - 2,279,SRB,4:39
Turnover foul,10.0,5,0,ITA,1.0,LUONGO S,2,0 - 2,253,ITA,4:13
Steal,2.0,5,0,ITA,1.0,MANDIC D,2,0 - 2,253,SRB,4:13
Centre shot - Goal,12.0,5,0,ITA,1.0,MITROVIC S,3,0 - 3,235,SRB,3:55
Time-Out,,5,0,ITA,1.0,,3,0 - 3,235,ITA,3:55
Turnover foul,5.0,5,0,ITA,1.0,GIORGETTI A,3,0 - 3,216,ITA,3:36
Steal,10.0,5,0,ITA,1.0,FILIPOVIC F,3,0 - 3,216,SRB,3:36
20 sec. exclusion in field,3.0,5,0,ITA,1.0,VELOTTO A,3,0 - 3,210,ITA,3:30
Extra player shot - Saved,10.0,5,0,ITA,1.0,FILIPOVIC F,3,0 - 3,190,SRB,3:10
Action shot - Goal,2.0,5,0,ITA,1.0,MANDIC D,4,0 - 4,186,SRB,3:06
Turnover foul,2.0,5,0,ITA,1.0,DI FULVIO F,4,0 - 4,162,ITA,2:42
Steal,13.0,5,0,ITA,1.0,MITROVIC B,4,0 - 4,162,SRB,2:42
Action shot - Saved,12.0,5,0,ITA,1.0,MITROVIC S,4,0 - 4,145,SRB,2:25
Turnover foul,2.0,5,0,ITA,1.0,DI FULVIO F,4,0 - 4,116,ITA,1:56
Steal,11.0,5,0,ITA,1.0,PRLAINOVIC A,4,0 - 4,116,SRB,1:56
5m shot - Missed,8.0,5,0,ITA,1.0,ALEKSIC M,4,0 - 4,93,SRB,1:33
Action shot - Missed,5.0,5,0,ITA,1.0,GIORGETTI A,4,0 - 4,65,ITA,1:05
Time-Out,,5,0,ITA,1.0,,4,0 - 4,65,SRB,1:05
Action shot - Post,7.0,5,0,ITA,1.0,NIKIC S,4,0 - 4,50,SRB,0:50
Turnover foul,5.0,5,0,ITA,1.0,GIORGETTI A,4,0 - 4,23,ITA,0:23
Turnover foul,3.0,5,0,ITA,1.0,GOCIC Z,4,0 - 4,1,SRB,0:01
Starting goalkeeper,1.0,5,0,ITA,2.0,TEMPESTI S,4,0 - 4,480,ITA,8:00
Starting goalkeeper,13.0,5,0,ITA,2.0,MITROVIC B,4,0 - 4,480,SRB,8:00
Sprint won possession,4.0,5,0,ITA,2.0,FIGLIOLI P,4,0 - 4,480,ITA,8:00
Action shot - Saved,8.0,5,0,ITA,2.0,PRESCIUTTI N,4,0 - 4,451,ITA,7:31
20 sec. exclusion in field,11.0,5,0,ITA,2.0,PRLAINOVIC A,4,0 - 4,445,SRB,7:25
Turnover foul,4.0,5,0,ITA,2.0,FIGLIOLI P,4,0 - 4,430,ITA,7:10
Steal,4.0,5,0,ITA,2.0,RANDELOVIC S,4,0 - 4,430,SRB,7:10
