Action,Cap,Game,NED,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time,Result,Goal
5m shot,7.0,5,5,1,NZL,2.0,HOUGHTON E,1 - 5,372,NZL,6:12,Blocked,0
Centre shot,6.0,5,6,1,NZL,2.0,STOMPHORST N,1 - 6,353,NED,5:53,Goal,1
5m shot,12.0,5,6,1,NZL,2.0,PYE B,1 - 6,332,NZL,5:32,Saved,0
Extra player shot,6.0,5,7,1,NZL,2.0,STOMPHORST N,1 - 7,306,NED,5:06,Goal,1
5m shot,5.0,5,7,2,NZL,2.0,BOYD A,2 - 7,289,NZL,4:49,Goal,1
Extra player shot,3.0,5,8,2,NZL,2.0,GENEE D,2 - 8,274,NED,4:34,Goal,1
5m shot,6.0,5,8,2,NZL,2.0,DOYLE B,2 - 8,247,NZL,4:07,Saved,0
Action shot,5.0,5,9,2,NZL,2.0,GENEE A,2 - 9,233,NED,3:53,Goal,1
Extra player shot,2.0,5,9,2,NZL,2.0,LEWIS N,2 - 9,112,NZL,1:52,Saved,0
5m shot,3.0,5,9,2,NZL,2.0,MASON K,2 - 9,102,NZL,1:42,Post,0
5m shot,8.0,5,9,2,NZL,2.0,LOPES da SILVA C,2 - 9,50,NZL,0:50,Saved,0
Action shot,9.0,5,9,2,NZL,4.0,STONEMAN E,2 - 9,174,NZL,2:54,Post,0
Action shot,5.0,5,18,4,NZL,4.0,GENEE A,4 - 18,149,NED,2:29,Goal,1
5m shot,3.0,5,18,4,NZL,4.0,MASON K,4 - 18,121,NZL,2:01,Missed,0
5m shot,11.0,5,19,4,NZL,4.0,KLAASSEN L,4 - 19,110,NED,1:50,Goal,1
5m shot,8.0,5,19,4,NZL,4.0,LOPES da SILVA C,4 - 19,88,NZL,1:28,Saved,0
Action shot,8.0,5,10,2,NZL,2.0,SEVENICH V,2 - 10,34,NED,0:34,Goal,1
Extra player shot,3.0,5,11,2,NZL,2.0,GENEE D,2 - 11,7,NED,0:07,Goal,1
5m shot,11.0,5,11,2,NZL,3.0,KLAASSEN L,2 - 11,464,NED,7:44,Blocked,0
Centre shot,2.0,5,11,2,NZL,3.0,LEWIS N,2 - 11,442,NZL,7:22,Saved,0
5m shot,12.0,5,11,2,NZL,3.0,PYE B,2 - 11,394,NZL,6:34,Post,0
Action shot,7.0,5,12,2,NZL,3.0,NIJHUIS M,2 - 12,377,NED,6:17,Goal,1
Extra player shot,8.0,5,13,2,NZL,3.0,SEVENICH V,2 - 13,341,NED,5:41,Goal,1
5m shot,3.0,5,13,3,NZL,3.0,MASON K,3 - 13,317,NZL,5:17,Goal,1
5m shot,3.0,5,13,3,NZL,3.0,MASON K,3 - 13,257,NZL,4:17,Saved,0
Action shot,11.0,5,13,3,NZL,3.0,KLAASSEN L,3 - 13,228,NED,3:48,Post,0
5m shot,6.0,5,13,3,NZL,3.0,DOYLE B,3 - 13,200,NZL,3:20,Saved,0
5m shot,11.0,5,13,3,NZL,3.0,KLAASSEN L,3 - 13,175,NED,2:55,Saved,0
Action shot,8.0,5,13,3,NZL,3.0,LOPES da SILVA C,3 - 13,101,NZL,1:41,Blocked,0
5m shot,2.0,5,14,3,NZL,3.0,SMIT Y,3 - 14,87,NED,1:27,Goal,1
5m shot,6.0,5,14,3,NZL,3.0,DOYLE B,3 - 14,58,NZL,0:58,Missed,0
Extra player shot,6.0,5,14,3,NZL,3.0,DOYLE B,3 - 14,8,NZL,0:08,Saved,0
5m shot,12.0,5,14,4,NZL,4.0,PYE B,4 - 14,451,NZL,7:31,Goal,1
Extra player shot,11.0,5,15,4,NZL,4.0,KLAASSEN L,4 - 15,365,NED,6:05,Goal,1
Action shot,7.0,5,15,4,NZL,4.0,NIJHUIS M,4 - 15,325,NED,5:25,Post,0
Action shot,11.0,5,15,4,NZL,4.0,HUDSON K,4 - 15,288,NZL,4:48,Missed,0
Action shot,5.0,5,16,4,NZL,4.0,GENEE A,4 - 16,240,NED,4:00,Goal,1
Extra player shot,8.0,5,17,4,NZL,4.0,SEVENICH V,4 - 17,213,NED,3:33,Goal,1
Action shot,8.0,6,0,0,CHN,1.0,ZHANG C,0 - 0,443,CHN,7:23,Missed,0
Action shot,5.0,6,0,0,CHN,1.0,GENEE A,0 - 0,430,NED,7:10,Post,0
5m shot,5.0,6,0,1,CHN,1.0,NIU G,0 - 1,407,CHN,6:47,Goal,1
5m shot,3.0,6,0,1,CHN,1.0,GENEE D,0 - 1,386,NED,6:26,Saved,0
Extra player shot,5.0,6,0,1,CHN,1.0,GENEE A,0 - 1,350,NED,5:50,Saved,0
Action shot,12.0,6,0,1,CHN,1.0,ZHANG J,0 - 1,288,CHN,4:48,Saved,0
Action shot,8.0,6,0,1,CHN,1.0,SEVENICH V,0 - 1,270,NED,4:30,Saved,0
Action shot,8.0,6,0,1,CHN,1.0,ZHANG C,0 - 1,238,CHN,3:58,Blocked,0
Action shot,8.0,6,0,1,CHN,1.0,SEVENICH V,0 - 1,209,NED,3:29,Missed,0
5m shot,9.0,6,0,1,CHN,1.0,ZHAO Z,0 - 1,187,CHN,3:07,Post,0
5m shot,11.0,6,0,1,CHN,1.0,KLAASSEN L,0 - 1,169,NED,2:49,Post,0
5m shot,11.0,6,1,1,CHN,1.0,KLAASSEN L,1 - 1,155,NED,2:35,Goal,1
Extra player shot,8.0,6,1,2,CHN,1.0,ZHANG C,1 - 2,136,CHN,2:16,Goal,1
5m shot,11.0,6,1,2,CHN,1.0,KLAASSEN L,1 - 2,117,NED,1:57,Post,0
Action shot,8.0,6,1,2,CHN,1.0,ZHANG C,1 - 2,87,CHN,1:27,Missed,0
Extra player shot,2.0,6,1,2,CHN,1.0,SMIT Y,1 - 2,52,NED,0:52,Saved,0
Action shot,11.0,6,2,2,CHN,1.0,KLAASSEN L,2 - 2,5,NED,0:05,Goal,1
5m shot,11.0,6,2,2,CHN,1.0,CHEN X,2 - 2,1,CHN,0:01,Blocked,0
Penalty shot,9.0,6,2,3,CHN,2.0,ZHAO Z,2 - 3,459,CHN,7:39,Goal,1
Action shot,7.0,6,3,3,CHN,2.0,NIJHUIS M,3 - 3,445,NED,7:25,Goal,1
5m shot,7.0,6,4,3,CHN,2.0,NIJHUIS M,4 - 3,356,NED,5:56,Goal,1
Action shot,10.0,6,4,3,CHN,2.0,ZHANG D,4 - 3,330,CHN,5:30,Saved,0
Counter attack,6.0,6,4,3,CHN,2.0,STOMPHORST N,4 - 3,314,NED,5:14,Missed,0
5m shot,9.0,6,5,3,CHN,2.0,MEGENS M,5 - 3,262,NED,4:22,Goal,1
Action shot,10.0,6,5,3,CHN,2.0,ZHANG D,5 - 3,244,CHN,4:04,Saved,0
Centre shot,12.0,6,6,3,CHN,2.0,JOUSTRA K,6 - 3,215,NED,3:35,Goal,1
5m shot,9.0,6,6,3,CHN,2.0,MEGENS M,6 - 3,164,NED,2:44,Missed,0
5m shot,11.0,6,6,3,CHN,2.0,KLAASSEN L,6 - 3,122,NED,2:02,Missed,0
Action shot,5.0,6,6,3,CHN,2.0,NIU G,6 - 3,94,CHN,1:34,Saved,0
Extra player shot,7.0,6,6,3,CHN,4.0,NONG S,6 - 3,91,CHN,1:31,Saved,0
Counter attack,6.0,6,14,6,CHN,4.0,STOMPHORST N,14 - 6,72,NED,1:12,Goal,1
Centre shot,9.0,6,14,7,CHN,4.0,ZHAO Z,14 - 7,46,CHN,0:46,Goal,1
5m shot,8.0,6,6,4,CHN,2.0,ZHANG C,6 - 4,54,CHN,0:54,Goal,1
Action shot,8.0,6,6,4,CHN,2.0,SEVENICH V,6 - 4,27,NED,0:27,Saved,0
Counter attack,9.0,6,6,4,CHN,2.0,ZHAO Z,6 - 4,14,CHN,0:14,Saved,0
Penalty shot,9.0,6,7,4,CHN,2.0,MEGENS M,7 - 4,1,NED,0:01,Goal,1
Action shot,6.0,6,7,4,CHN,3.0,GUO N,7 - 4,383,CHN,6:23,Saved,0
Action shot,5.0,6,7,4,CHN,3.0,GENEE A,7 - 4,362,NED,6:02,Saved,0
Action shot,5.0,6,7,5,CHN,3.0,NIU G,7 - 5,318,CHN,5:18,Goal,1
Extra player shot,6.0,6,8,5,CHN,3.0,STOMPHORST N,8 - 5,288,NED,4:48,Goal,1
Action shot,7.0,6,8,5,CHN,3.0,NIJHUIS M,8 - 5,256,NED,4:16,Missed,0
Counter attack,6.0,6,9,5,CHN,3.0,STOMPHORST N,9 - 5,231,NED,3:51,Goal,1
Action shot,5.0,6,9,5,CHN,3.0,NIU G,9 - 5,204,CHN,3:24,Blocked,0
5m shot,5.0,6,9,5,CHN,3.0,NIU G,9 - 5,112,CHN,1:52,Saved,0
Extra player shot,9.0,6,9,5,CHN,3.0,MEGENS M,9 - 5,77,NED,1:17,Saved,0
Action shot,3.0,6,9,5,CHN,3.0,GENEE D,9 - 5,31,NED,0:31,Saved,0
Counter attack,9.0,6,9,5,CHN,3.0,ZHAO Z,9 - 5,14,CHN,0:14,Saved,0
5m shot,9.0,6,9,5,CHN,4.0,MEGENS M,9 - 5,458,NED,7:38,Missed,0
5m shot,7.0,6,10,5,CHN,4.0,NIJHUIS M,10 - 5,418,NED,6:58,Goal,1
Action shot,7.0,6,11,5,CHN,4.0,NIJHUIS M,11 - 5,382,NED,6:22,Goal,1
Action shot,9.0,6,11,5,CHN,4.0,MEGENS M,11 - 5,342,NED,5:42,Post,0
Centre shot,8.0,6,12,5,CHN,4.0,SEVENICH V,12 - 5,296,NED,4:56,Goal,1
Action shot,3.0,6,12,5,CHN,4.0,GENEE D,12 - 5,270,NED,4:30,Saved,0
Action shot,12.0,6,12,5,CHN,4.0,JOUSTRA K,12 - 5,248,NED,4:08,Saved,0
5m shot,2.0,6,12,6,CHN,4.0,BI Y,12 - 6,227,CHN,3:47,Goal,1
5m shot,9.0,6,13,6,CHN,4.0,MEGENS M,13 - 6,205,NED,3:25,Goal,1
Centre shot,4.0,6,13,6,CHN,4.0,XIONG D,13 - 6,182,CHN,3:02,Saved,0
5m shot,9.0,6,13,6,CHN,4.0,MEGENS M,13 - 6,164,NED,2:44,Post,0
5m shot,11.0,6,13,6,CHN,4.0,KLAASSEN L,13 - 6,128,NED,2:08,Post,0
Action shot,2.0,6,13,6,CHN,4.0,SMIT Y,13 - 6,21,NED,0:21,Missed,0
Extra player shot,11.0,6,13,6,CHN,4.0,CHEN X,13 - 6,1,CHN,0:01,Post,0
