Period,Time,Action,Score,Team,Player,Cap,Opponent,BRA,Seconds,Game,Opponent name
1.0,8:00,Starting goalkeeper,0 - 0,BRA,CANETTI M,1.0,0,0,480,3,ITA
1.0,8:00,Sprint won possession,0 - 0,ITA,di MARIO T,7.0,0,0,480,3,ITA
1.0,7:40,Turnover foul,0 - 0,ITA,COTTI A,11.0,0,0,460,3,ITA
1.0,7:40,Steal,0 - 0,BRA,CHIAPPINI I,8.0,0,0,460,3,ITA
1.0,7:28,Counter attack - Goal,0 - 1,BRA,ZABLITH M,3.0,0,1,448,3,ITA
1.0,7:11,Action shot - Goal,1 - 1,ITA,BIANCONI R,8.0,1,1,431,3,ITA
1.0,6:45,Action shot - Saved,1 - 1,BRA,DIAS M,7.0,1,1,405,3,ITA
1.0,6:25,Turnover foul,1 - 1,ITA,FRASSINETTI T,12.0,1,1,385,3,ITA
1.0,6:25,Steal,1 - 1,BRA,CANETTI M,1.0,1,1,385,3,ITA
1.0,5:57,Action shot - Missed,1 - 1,BRA,CHIAPPINI I,8.0,1,1,357,3,ITA
1.0,5:45,Turnover foul,1 - 1,ITA,COTTI A,11.0,1,1,345,3,ITA
1.0,5:31,Turnover foul,1 - 1,BRA,CHIAPPINI I,8.0,1,1,331,3,ITA
1.0,5:31,Steal,1 - 1,ITA,RADICCHI F,4.0,1,1,331,3,ITA
1.0,5:07,Penalty foul,1 - 1,BRA,ZABLITH M,3.0,1,1,307,3,ITA
1.0,5:07,Penalty shot - Goal,2 - 1,ITA,BIANCONI R,8.0,2,1,307,3,ITA
1.0,4:50,Turnover foul,2 - 1,BRA,COUTINHO M,11.0,2,1,290,3,ITA
1.0,4:50,Steal,2 - 1,ITA,EMMOLO G,9.0,2,1,290,3,ITA
1.0,4:24,Centre shot - Saved,2 - 1,ITA,FRASSINETTI T,12.0,2,1,264,3,ITA
1.0,4:00,20 sec. exclusion in centre,2 - 1,ITA,RADICCHI F,4.0,2,1,240,3,ITA
1.0,3:40,Extra player shot - Saved,2 - 1,BRA,COUTINHO M,11.0,2,1,220,3,ITA
1.0,3:14,Turnover foul,2 - 1,ITA,FRASSINETTI T,12.0,2,1,194,3,ITA
1.0,2:47,Action shot - Post,2 - 1,BRA,DIAS M,7.0,2,1,167,3,ITA
1.0,2:33,Action shot - Missed,2 - 1,ITA,EMMOLO G,9.0,2,1,153,3,ITA
1.0,2:13,5m shot - Blocked,2 - 1,BRA,CHIAPPINI I,8.0,2,1,133,3,ITA
1.0,1:58,Turnover foul,2 - 1,ITA,BIANCONI R,8.0,2,1,118,3,ITA
1.0,1:30,Action shot - Post,2 - 1,BRA,CANETTI M,4.0,2,1,90,3,ITA
1.0,1:12,Action shot - Missed,2 - 1,ITA,COTTI A,11.0,2,1,72,3,ITA
1.0,0:56,Turnover foul,2 - 1,BRA,VIGNA F,10.0,2,1,56,3,ITA
1.0,0:27,Action shot - Saved,2 - 1,ITA,COTTI A,11.0,2,1,27,3,ITA
1.0,0:01,Action shot - Saved,2 - 1,BRA,VIGNA F,10.0,2,1,1,3,ITA
2.0,8:00,Starting goalkeeper,2 - 1,ITA,GIGLI E,1.0,2,1,480,3,ITA
2.0,8:00,Starting goalkeeper,2 - 1,BRA,CANETTI M,1.0,2,1,480,3,ITA
2.0,8:00,Sprint won possession,2 - 1,BRA,ZABLITH M,3.0,2,1,480,3,ITA
2.0,7:31,Action shot - Post,2 - 1,BRA,CHIAPPINI I,8.0,2,1,451,3,ITA
2.0,7:13,Action shot - Blocked,2 - 1,ITA,di MARIO T,7.0,2,1,433,3,ITA
2.0,6:56,Action shot - Missed,2 - 1,BRA,COUTINHO M,11.0,2,1,416,3,ITA
2.0,6:39,Centre shot - Post,2 - 1,ITA,PALMIERI V,10.0,2,1,399,3,ITA
2.0,6:10,5m shot - Missed,2 - 1,BRA,CHIAPPINI I,8.0,2,1,370,3,ITA
2.0,5:58,5m shot - Post,2 - 1,ITA,di MARIO T,7.0,2,1,358,3,ITA
2.0,5:30,5m shot - Saved,2 - 1,BRA,CHIAPPINI I,8.0,2,1,330,3,ITA
2.0,5:07,Action shot - Goal,3 - 1,ITA,GARIBOTTI A,3.0,3,1,307,3,ITA
2.0,4:46,20 sec. exclusion in centre,3 - 1,ITA,AIELLO R,6.0,3,1,286,3,ITA
2.0,4:29,Turnover foul,3 - 1,BRA,ZABLITH M,3.0,3,1,269,3,ITA
2.0,4:11,Turnover foul,3 - 1,ITA,PALMIERI V,10.0,3,1,251,3,ITA
2.0,3:42,5m shot - Saved,3 - 1,BRA,DIAS M,7.0,3,1,222,3,ITA
2.0,3:36,20 sec. exclusion in field,3 - 1,BRA,DIAS M,7.0,3,1,216,3,ITA
2.0,3:14,Action shot - Goal,4 - 1,ITA,GARIBOTTI A,3.0,4,1,194,3,ITA
2.0,2:52,Turnover foul,4 - 1,BRA,ZABLITH M,3.0,4,1,172,3,ITA
2.0,2:33,Action shot - Goal,5 - 1,ITA,EMMOLO G,9.0,5,1,153,3,ITA
2.0,1:55,20 sec. exclusion in centre,5 - 1,BRA,BAHIA V,12.0,5,1,115,3,ITA
2.0,1:41,Extra player shot - Goal,6 - 1,ITA,EMMOLO G,9.0,6,1,101,3,ITA
2.0,1:14,Action shot - Missed,6 - 1,BRA,CHIAPPINI I,8.0,6,1,74,3,ITA
2.0,1:10,20 sec. exclusion in field,6 - 1,BRA,CHIAPPINI I,8.0,6,1,70,3,ITA
2.0,0:51,Extra player shot - Goal,7 - 1,ITA,PALMIERI V,10.0,7,1,51,3,ITA
2.0,0:28,Action shot - Missed,7 - 1,BRA,CHIAPPINI I,8.0,7,1,28,3,ITA
2.0,0:07,Action shot - Goal,8 - 1,ITA,GARIBOTTI A,3.0,8,1,7,3,ITA
2.0,0:04,5m shot - Missed,8 - 1,BRA,ZABLITH M,3.0,8,1,4,3,ITA
3.0,8:00,Starting goalkeeper,8 - 1,ITA,GIGLI E,1.0,8,1,480,3,ITA
3.0,8:00,Starting goalkeeper,8 - 1,BRA,CHAMORRO V,13.0,8,1,480,3,ITA
3.0,8:00,Sprint won possession,8 - 1,BRA,ZABLITH M,3.0,8,1,480,3,ITA
3.0,7:31,Action shot - Saved,8 - 1,BRA,ZABLITH M,3.0,8,1,451,3,ITA
3.0,7:05,20 sec. exclusion in centre,8 - 1,BRA,COUTINHO M,11.0,8,1,425,3,ITA
3.0,6:47,Extra player shot - Saved,8 - 1,ITA,di MARIO T,7.0,8,1,407,3,ITA
3.0,5:56,Turnover foul,8 - 1,ITA,FRASSINETTI T,12.0,8,1,356,3,ITA
3.0,5:56,Steal,8 - 1,BRA,CHAMORRO V,13.0,8,1,356,3,ITA
3.0,5:08,Action shot - Blocked,8 - 1,ITA,BIANCONI R,8.0,8,1,308,3,ITA
3.0,5:05,20 sec. exclusion in field,8 - 1,ITA,di MARIO T,7.0,8,1,305,3,ITA
3.0,4:42,Centre shot - Goal,8 - 2,BRA,VIGNA F,10.0,8,2,282,3,ITA
3.0,4:28,Penalty foul,8 - 2,BRA,BAHIA V,12.0,8,2,268,3,ITA
3.0,4:28,Penalty shot - Goal,9 - 2,ITA,QUEIROLO E,5.0,9,2,268,3,ITA
3.0,4:16,Turnover foul,9 - 2,BRA,COUTINHO M,11.0,9,2,256,3,ITA
3.0,4:16,Steal,9 - 2,ITA,QUEIROLO E,5.0,9,2,256,3,ITA
3.0,3:47,Action shot - Goal,10 - 2,ITA,QUEIROLO E,5.0,10,2,227,3,ITA
3.0,3:27,20 sec. exclusion in centre,10 - 2,ITA,RADICCHI F,4.0,10,2,207,3,ITA
3.0,3:01,Action shot - Saved,10 - 2,BRA,COUTINHO M,11.0,10,2,181,3,ITA
3.0,1:35,5m shot - Blocked,10 - 2,BRA,ZABLITH M,3.0,10,2,95,3,ITA
3.0,1:18,5m shot - Post,10 - 2,ITA,BIANCONI R,8.0,10,2,78,3,ITA
3.0,0:27,Turnover foul,10 - 2,ITA,EMMOLO G,9.0,10,2,27,3,ITA
3.0,0:06,Turnover foul,10 - 2,BRA,CANETTI M,4.0,10,2,6,3,ITA
3.0,0:01,5m shot - Saved,10 - 2,ITA,BIANCONI R,8.0,10,2,1,3,ITA
4.0,8:00,Starting goalkeeper,10 - 2,ITA,GIGLI E,1.0,10,2,480,3,ITA
4.0,8:00,Starting goalkeeper,10 - 2,BRA,CHAMORRO V,13.0,10,2,480,3,ITA
4.0,8:00,Sprint won possession,10 - 2,BRA,ZABLITH M,3.0,10,2,480,3,ITA
4.0,7:31,Action shot - Saved,10 - 2,BRA,DIAS M,7.0,10,2,451,3,ITA
4.0,7:02,Action shot - Blocked,10 - 2,ITA,di MARIO T,7.0,10,2,422,3,ITA
4.0,6:37,Turnover foul,10 - 2,BRA,CANETTI M,4.0,10,2,397,3,ITA
4.0,6:37,Steal,10 - 2,ITA,GARIBOTTI A,3.0,10,2,397,3,ITA
4.0,6:12,Centre shot - Post,10 - 2,ITA,PALMIERI V,10.0,10,2,372,3,ITA
4.0,5:47,5m shot - Missed,10 - 2,BRA,ZABLITH M,3.0,10,2,347,3,ITA
4.0,5:31,Action shot - Goal,11 - 2,ITA,di MARIO T,7.0,11,2,331,3,ITA
4.0,5:11,Action shot - Saved,11 - 2,BRA,VIGNA F,10.0,11,2,311,3,ITA
4.0,4:44,Action shot - Blocked,11 - 2,ITA,RADICCHI F,4.0,11,2,284,3,ITA
4.0,4:26,20 sec. exclusion in field,11 - 2,ITA,BIANCONI R,8.0,11,2,266,3,ITA
4.0,4:26,Time-Out,11 - 2,BRA,,,11,2,266,3,ITA
4.0,4:26,Goalkeeper substitution,11 - 2,ITA,SPARANO L,13.0,11,2,266,3,ITA
4.0,4:12,Action shot - Saved,11 - 2,BRA,ABLA D,2.0,11,2,252,3,ITA
4.0,3:45,Turnover foul,11 - 2,BRA,ZABLITH M,3.0,11,2,225,3,ITA
4.0,3:41,Turnover foul,11 - 2,ITA,di MARIO T,7.0,11,2,221,3,ITA
4.0,3:27,Action shot - Goal,11 - 3,BRA,CHIAPPINI I,8.0,11,3,207,3,ITA
4.0,3:01,Action shot - Saved,11 - 3,ITA,GARIBOTTI A,3.0,11,3,181,3,ITA
4.0,2:38,Turnover foul,11 - 3,BRA,DIAS M,7.0,11,3,158,3,ITA
4.0,2:38,Steal,11 - 3,ITA,BIANCONI R,8.0,11,3,158,3,ITA
4.0,2:17,20 sec. exclusion in field,11 - 3,BRA,ZABLITH M,3.0,11,3,137,3,ITA
4.0,2:00,Extra player shot - Goal,12 - 3,ITA,EMMOLO G,9.0,12,3,120,3,ITA
4.0,1:33,20 sec. exclusion in centre,12 - 3,ITA,COTTI A,11.0,12,3,93,3,ITA
4.0,1:32,Time-Out,12 - 3,BRA,,,12,3,92,3,ITA
4.0,1:12,5m shot - Goal,12 - 4,BRA,DIAS M,7.0,12,4,72,3,ITA
4.0,0:45,Turnover foul,12 - 4,ITA,FRASSINETTI T,12.0,12,4,45,3,ITA
4.0,0:37,Counter attack - Goal,12 - 5,BRA,ZABLITH M,3.0,12,5,37,3,ITA
4.0,0:13,Penalty foul,12 - 5,BRA,DIAS M,7.0,12,5,13,3,ITA
4.0,0:13,Penalty shot - Goal,13 - 5,ITA,BIANCONI R,8.0,13,5,13,3,ITA
4.0,0:03,5m shot - Missed,13 - 5,BRA,CHIAPPINI I,8.0,13,5,3,3,ITA
4.0,0:01,5m shot - Saved,13 - 5,ITA,SPARANO L,13.0,13,5,1,3,ITA
1.0,8:00,Starting goalkeeper,0 - 0,USA,ARMSTRONG E,1.0,0,0,480,4,USA
1.0,8:00,Starting goalkeeper,0 - 0,BRA,CHAMORRO V,13.0,0,0,480,4,USA
1.0,8:00,Sprint won possession,0 - 0,USA,RULON K,10.0,0,0,480,4,USA
1.0,7:35,20 sec. exclusion in centre,0 - 0,BRA,DIAS M,7.0,0,0,455,4,USA
1.0,7:18,Turnover foul,0 - 0,USA,SILVER L,2.0,0,0,438,4,USA
1.0,7:18,Steal,0 - 0,BRA,CANETTI M,4.0,0,0,438,4,USA
1.0,6:49,Turnover foul,0 - 0,BRA,DIAS M,7.0,0,0,409,4,USA
1.0,6:36,Turnover foul,0 - 0,USA,CRAIG K,12.0,0,0,396,4,USA
1.0,6:10,Turnover foul,0 - 0,BRA,CANETTI M,4.0,0,0,370,4,USA
1.0,6:02,Action shot - Goal,1 - 0,USA,RULON K,10.0,1,0,362,4,USA
1.0,5:34,5m shot - Missed,1 - 0,BRA,ZABLITH M,3.0,1,0,334,4,USA
1.0,5:11,5m shot - Post,1 - 0,USA,CLARK C,5.0,1,0,311,4,USA
1.0,4:52,Centre shot - Saved,1 - 0,BRA,CANETTI M,4.0,1,0,292,4,USA
1.0,4:42,20 sec. exclusion in centre,1 - 0,USA,MATHEWSON C,7.0,1,0,282,4,USA
1.0,4:18,Action shot - Post,1 - 0,BRA,DIAS M,7.0,1,0,258,4,USA
1.0,3:53,Action shot - Goal,2 - 0,USA,NEUSHUL K,8.0,2,0,233,4,USA
1.0,3:36,Turnover foul,2 - 0,BRA,ZABLITH M,3.0,2,0,216,4,USA
1.0,3:18,Counter attack - Saved,2 - 0,USA,DRIES A,11.0,2,0,198,4,USA
1.0,2:57,Penalty foul,2 - 0,BRA,CHIAPPINI I,8.0,2,0,177,4,USA
1.0,2:57,Penalty shot - Missed,2 - 0,USA,NEUSHUL K,8.0,2,0,177,4,USA
1.0,2:38,Turnover foul,2 - 0,BRA,CANETTI M,4.0,2,0,158,4,USA
1.0,2:38,Steal,2 - 0,USA,FATTAL R,4.0,2,0,158,4,USA
1.0,2:10,Action shot - Missed,2 - 0,USA,FATTAL R,4.0,2,0,130,4,USA
1.0,1:31,20 sec. exclusion in field,2 - 0,BRA,COUTINHO M,11.0,2,0,91,4,USA
1.0,1:17,Extra player shot - Goal,3 - 0,USA,SEIDEMANN M,3.0,3,0,77,4,USA
1.0,0:52,Turnover foul,3 - 0,BRA,CHIAPPINI I,8.0,3,0,52,4,USA
1.0,0:52,Steal,3 - 0,USA,RULON K,10.0,3,0,52,4,USA
1.0,0:28,Turnover foul,3 - 0,USA,SEIDEMANN M,3.0,3,0,28,4,USA
1.0,0:28,Steal,3 - 0,BRA,MAIA L,5.0,3,0,28,4,USA
1.0,0:02,Turnover foul,3 - 0,BRA,CHIAPPINI I,8.0,3,0,2,4,USA
1.0,0:02,Steal,3 - 0,USA,CRAIG K,12.0,3,0,2,4,USA
2.0,8:00,Starting goalkeeper,3 - 0,BRA,CHAMORRO V,13.0,3,0,480,4,USA
2.0,8:00,Starting goalkeeper,3 - 0,USA,ARMSTRONG E,1.0,3,0,480,4,USA
2.0,8:00,Sprint won possession,3 - 0,USA,RULON K,10.0,3,0,480,4,USA
2.0,7:32,Action shot - Post,3 - 0,USA,RULON K,10.0,3,0,452,4,USA
2.0,7:22,5m shot - Goal,4 - 0,USA,RULON K,10.0,4,0,442,4,USA
2.0,7:00,20 sec. exclusion in centre,4 - 0,USA,CLARK C,5.0,4,0,420,4,USA
2.0,6:35,Action shot - Saved,4 - 0,BRA,CHIAPPINI I,8.0,4,0,395,4,USA
2.0,6:14,Centre shot - Goal,5 - 0,USA,CRAIG K,12.0,5,0,374,4,USA
2.0,5:47,Turnover foul,5 - 0,BRA,CHIAPPINI I,8.0,5,0,347,4,USA
2.0,5:47,Steal,5 - 0,USA,RULON K,10.0,5,0,347,4,USA
2.0,5:23,5m shot - Goal,6 - 0,USA,SEIDEMANN M,3.0,6,0,323,4,USA
2.0,5:23,Time-Out,6 - 0,BRA,,,6,0,323,4,USA
2.0,4:55,Turnover foul,6 - 0,BRA,COUTINHO M,11.0,6,0,295,4,USA
2.0,4:55,Steal,6 - 0,USA,STEFFENS M,6.0,6,0,295,4,USA
2.0,4:35,Action shot - Goal,7 - 0,USA,SILVER L,2.0,7,0,275,4,USA
2.0,3:50,Centre shot - Saved,7 - 0,USA,DRIES A,11.0,7,0,230,4,USA
2.0,3:28,Centre shot - Goal,8 - 0,USA,DRIES A,11.0,8,0,208,4,USA
2.0,3:17,20 sec. exclusion in centre,8 - 0,USA,NEUSHUL K,8.0,8,0,197,4,USA
2.0,2:55,Action shot - Goal,8 - 1,BRA,ZABLITH M,3.0,8,1,175,4,USA
2.0,2:29,20 sec. exclusion in centre,8 - 1,BRA,ZABLITH M,3.0,8,1,149,4,USA
2.0,2:08,Action shot - Goal,9 - 1,USA,KRAUS J,9.0,9,1,128,4,USA
2.0,1:42,5m shot - Missed,9 - 1,BRA,COUTINHO M,11.0,9,1,102,4,USA
2.0,1:40,20 sec. exclusion in field,9 - 1,BRA,ABLA D,2.0,9,1,100,4,USA
2.0,1:40,Time-Out,9 - 1,USA,,,9,1,100,4,USA
2.0,1:18,Action shot - Goal,10 - 1,USA,FATTAL R,4.0,10,1,78,4,USA
2.0,1:04,Turnover foul,10 - 1,BRA,CHIAPPINI I,8.0,10,1,64,4,USA
2.0,1:04,Steal,10 - 1,USA,NEUSHUL K,8.0,10,1,64,4,USA
2.0,0:40,Action shot - Saved,10 - 1,USA,FATTAL R,4.0,10,1,40,4,USA
2.0,0:15,Turnover foul,10 - 1,USA,CRAIG K,12.0,10,1,15,4,USA
2.0,0:15,Steal,10 - 1,BRA,CHIAPPINI I,8.0,10,1,15,4,USA
3.0,8:00,Starting goalkeeper,10 - 1,USA,ARMSTRONG E,1.0,10,1,480,4,USA
3.0,8:00,Starting goalkeeper,10 - 1,BRA,CANETTI M,1.0,10,1,480,4,USA
3.0,8:00,Sprint won possession,10 - 1,BRA,CHIAPPINI I,8.0,10,1,480,4,USA
3.0,7:40,20 sec. exclusion in centre,10 - 1,USA,STEFFENS M,6.0,10,1,460,4,USA
3.0,7:13,5m shot - Missed,10 - 1,BRA,VIGNA F,10.0,10,1,433,4,USA
3.0,6:59,Centre shot - Missed,10 - 1,USA,CRAIG K,12.0,10,1,419,4,USA
3.0,6:31,5m shot - Saved,10 - 1,BRA,DIAS M,7.0,10,1,391,4,USA
3.0,6:26,Turnover foul,10 - 1,USA,MATHEWSON C,7.0,10,1,386,4,USA
3.0,6:00,Turnover foul,10 - 1,BRA,CANETTI M,4.0,10,1,360,4,USA
3.0,5:32,Action shot - Post,10 - 1,USA,RULON K,10.0,10,1,332,4,USA
3.0,4:40,Action shot - Saved,10 - 1,USA,MATHEWSON C,7.0,10,1,280,4,USA
3.0,3:57,Turnover foul,10 - 1,USA,CRAIG K,12.0,10,1,237,4,USA
3.0,3:57,Steal,10 - 1,BRA,DIAS M,7.0,10,1,237,4,USA
3.0,3:28,Action shot - Goal,10 - 2,BRA,CHIAPPINI I,8.0,10,2,208,4,USA
3.0,3:02,Centre shot - Saved,10 - 2,USA,NEUSHUL K,8.0,10,2,182,4,USA
3.0,2:34,5m shot - Goal,10 - 3,BRA,BAHIA V,12.0,10,3,154,4,USA
3.0,2:10,Action shot - Goal,11 - 3,USA,NEUSHUL K,8.0,11,3,130,4,USA
3.0,1:21,Action shot - Missed,11 - 3,USA,SEIDEMANN M,3.0,11,3,81,4,USA
3.0,0:52,Turnover foul,11 - 3,BRA,CHIAPPINI I,8.0,11,3,52,4,USA
3.0,0:52,Steal,11 - 3,USA,FATTAL R,4.0,11,3,52,4,USA
3.0,0:22,Action shot - Goal,12 - 3,USA,FATTAL R,4.0,12,3,22,4,USA
3.0,0:03,Turnover foul,12 - 3,BRA,COUTINHO M,11.0,12,3,3,4,USA
3.0,0:03,Steal,12 - 3,USA,STEFFENS M,6.0,12,3,3,4,USA
4.0,8:00,Starting goalkeeper,12 - 3,BRA,CANETTI M,1.0,12,3,480,4,USA
4.0,8:00,Starting goalkeeper,12 - 3,USA,ARMSTRONG E,1.0,12,3,480,4,USA
4.0,8:00,Sprint won possession,12 - 3,USA,RULON K,10.0,12,3,480,4,USA
4.0,7:31,Action shot - Saved,12 - 3,USA,SEIDEMANN M,3.0,12,3,451,4,USA
4.0,7:10,Centre shot - Goal,13 - 3,USA,STEFFENS M,6.0,13,3,430,4,USA
4.0,6:15,5m shot - Goal,14 - 3,USA,SILVER L,2.0,14,3,375,4,USA
4.0,5:47,Turnover foul,14 - 3,BRA,CANETTI M,4.0,14,3,347,4,USA
4.0,5:20,20 sec. exclusion in centre,14 - 3,BRA,DIAS M,7.0,14,3,320,4,USA
4.0,4:56,Turnover foul,14 - 3,USA,STEFFENS M,6.0,14,3,296,4,USA
4.0,4:56,Steal,14 - 3,BRA,CANETTI M,4.0,14,3,296,4,USA
4.0,4:30,5m shot - Post,14 - 3,BRA,CHIAPPINI I,8.0,14,3,270,4,USA
4.0,4:30,Time-Out,14 - 3,USA,,,14,3,270,4,USA
4.0,4:28,Goalkeeper substitution,14 - 3,USA,ANAE T,13.0,14,3,268,4,USA
4.0,4:07,Turnover foul,14 - 3,USA,CLARK C,5.0,14,3,247,4,USA
4.0,4:07,Steal,14 - 3,BRA,ZABLITH M,3.0,14,3,247,4,USA
4.0,3:16,Turnover foul,14 - 3,USA,KRAUS J,9.0,14,3,196,4,USA
4.0,2:53,20 sec. exclusion in field,14 - 3,USA,CLARK C,5.0,14,3,173,4,USA
4.0,2:52,Time-Out,14 - 3,BRA,,,14,3,172,4,USA
4.0,2:25,Action shot - Missed,14 - 3,BRA,VIGNA F,10.0,14,3,145,4,USA
4.0,2:12,Counter attack - Saved,14 - 3,USA,CLARK C,5.0,14,3,132,4,USA
4.0,1:13,Action shot - Missed,14 - 3,USA,FATTAL R,4.0,14,3,73,4,USA
4.0,0:50,20 sec. exclusion in field,14 - 3,USA,FATTAL R,4.0,14,3,50,4,USA
4.0,0:27,Action shot - Blocked,14 - 3,BRA,COUTINHO M,11.0,14,3,27,4,USA
4.0,0:03,Centre shot - Post,14 - 3,USA,DRIES A,11.0,14,3,3,4,USA
