AUS,Action,Cap,Game,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time,Result,Goal
13,Centre shot,4.0,4,1,FRA,4.0,HALLIGAN B,1 - 13,346,AUS,5:46,Goal,1
13,5m shot,8.0,4,2,FRA,4.0,BATTU A,2 - 13,317,FRA,5:17,Goal,1
14,Action shot,9.0,4,2,FRA,4.0,ARANCINI Z,2 - 14,290,AUS,4:50,Goal,1
14,Centre shot,8.0,4,2,FRA,4.0,ZIMMERMAN J,2 - 14,240,AUS,4:00,Saved,0
14,5m shot,7.0,4,2,FRA,4.0,VALVERDE C,2 - 14,219,FRA,3:39,Missed,0
15,Extra player shot,9.0,4,2,FRA,4.0,ARANCINI Z,2 - 15,175,AUS,2:55,Goal,1
15,5m shot,5.0,4,2,FRA,4.0,GUILLET L,2 - 15,131,FRA,2:11,Post,0
16,5m shot,11.0,4,2,FRA,4.0,BAXTER M,2 - 16,105,AUS,1:45,Goal,1
16,Extra player shot,3.0,4,2,FRA,4.0,BACHELIER L,2 - 16,58,FRA,0:58,Post,0
16,5m shot,10.0,4,2,FRA,4.0,MIHAILOVIC L,2 - 16,33,AUS,0:33,Missed,0
16,5m shot,3.0,4,2,FRA,4.0,BACHELIER L,2 - 16,3,FRA,0:03,Saved,0
0,5m shot,6.0,5,0,USA,1.0,STEFFENS M,0 - 0,409,USA,6:49,Post,0
0,5m shot,11.0,5,0,USA,1.0,FISCHER M,0 - 0,349,USA,5:49,Post,0
0,Action shot,7.0,5,0,USA,1.0,WEBSTER R,0 - 0,219,AUS,3:39,Blocked,0
0,Centre shot,2.0,5,0,USA,1.0,GOFERS K,0 - 0,193,AUS,3:13,Saved,0
0,Action shot,2.0,5,0,USA,1.0,MUSSELMAN M,0 - 0,174,USA,2:54,Blocked,0
0,Action shot,2.0,5,0,USA,1.0,MUSSELMAN M,0 - 0,169,USA,2:49,Post,0
0,5m shot,3.0,5,0,USA,1.0,BUCKLING H,0 - 0,141,AUS,2:21,Missed,0
0,5m shot,4.0,5,0,USA,1.0,FATTAL R,0 - 0,114,USA,1:54,Post,0
0,Action shot,3.0,5,0,USA,1.0,BUCKLING H,0 - 0,56,AUS,0:56,Blocked,0
0,Action shot,4.0,5,0,USA,2.0,HALLIGAN B,0 - 0,425,AUS,7:05,Missed,0
0,Centre shot,9.0,5,0,USA,2.0,FISCHER A,0 - 0,399,USA,6:39,Post,0
0,Centre shot,7.0,5,0,USA,2.0,WEBSTER R,0 - 0,371,AUS,6:11,Saved,0
0,Action shot,8.0,5,0,USA,2.0,NEUSHUL K,0 - 0,314,USA,5:14,Post,0
0,Action shot,7.0,5,0,USA,2.0,WEBSTER R,0 - 0,296,AUS,4:56,Post,0
0,Action shot,12.0,5,0,USA,2.0,WILLIAMS A,0 - 0,264,USA,4:24,Saved,0
0,Action shot,2.0,5,0,USA,2.0,GOFERS K,0 - 0,233,AUS,3:53,Saved,0
0,Extra player shot,7.0,5,1,USA,2.0,RANEY J,1 - 0,208,USA,3:28,Goal,1
0,Action shot,7.0,5,2,USA,2.0,RANEY J,2 - 0,149,USA,2:29,Goal,1
0,5m shot,11.0,5,2,USA,2.0,FISCHER M,2 - 0,65,USA,1:05,Blocked,0
0,Action shot,2.0,5,3,USA,2.0,MUSSELMAN M,3 - 0,36,USA,0:36,Goal,1
0,Extra player shot,4.0,5,3,USA,2.0,HALLIGAN B,3 - 0,1,AUS,0:01,Saved,0
0,Extra player shot,2.0,5,3,USA,3.0,MUSSELMAN M,3 - 0,434,USA,7:14,Saved,0
0,Action shot,2.0,5,3,USA,3.0,MUSSELMAN M,3 - 0,416,USA,6:56,Missed,0
1,Action shot,2.0,5,3,USA,3.0,GOFERS K,3 - 1,387,AUS,6:27,Goal,1
1,5m shot,5.0,5,3,USA,3.0,BISHOP I,3 - 1,308,AUS,5:08,Saved,0
1,Action shot,8.0,5,3,USA,3.0,NEUSHUL K,3 - 1,276,USA,4:36,Saved,0
1,5m shot,10.0,5,3,USA,3.0,MIHAILOVIC L,3 - 1,243,AUS,4:03,Saved,0
1,Action shot,2.0,5,3,USA,3.0,MUSSELMAN M,3 - 1,223,USA,3:43,Saved,0
1,Action shot,3.0,5,4,USA,3.0,SEIDEMANN M,4 - 1,182,USA,3:02,Goal,1
2,Action shot,2.0,5,4,USA,3.0,GOFERS K,4 - 2,137,AUS,2:17,Goal,1
2,Action shot,11.0,5,4,USA,3.0,FISCHER M,4 - 2,114,USA,1:54,Missed,0
2,Centre shot,9.0,5,4,USA,3.0,FISCHER A,4 - 2,71,USA,1:11,Saved,0
2,Action shot,10.0,5,5,USA,3.0,NEUSHUL J,5 - 2,70,USA,1:10,Goal,1
2,5m shot,3.0,5,5,USA,3.0,SEIDEMANN M,5 - 2,15,USA,0:15,Saved,0
2,Action shot,8.0,5,5,USA,4.0,NEUSHUL K,5 - 2,409,USA,6:49,Saved,0
2,Action shot,5.0,5,5,USA,4.0,BISHOP I,5 - 2,377,AUS,6:17,Saved,0
3,Action shot,2.0,5,5,USA,4.0,GOFERS K,5 - 3,342,AUS,5:42,Goal,1
3,Action shot,12.0,5,5,USA,4.0,WILLIAMS A,5 - 3,326,USA,5:26,Post,0
3,Extra player shot,2.0,5,6,USA,4.0,MUSSELMAN M,6 - 3,248,USA,4:08,Goal,1
3,Centre shot,3.0,5,6,USA,4.0,SEIDEMANN M,6 - 3,200,USA,3:20,Saved,0
3,5m shot,7.0,5,6,USA,4.0,WEBSTER R,6 - 3,182,AUS,3:02,Missed,0
3,Action shot,4.0,5,7,USA,4.0,FATTAL R,7 - 3,165,USA,2:45,Goal,1
4,Extra player shot,2.0,5,7,USA,4.0,GOFERS K,7 - 4,130,AUS,2:10,Goal,1
4,Extra player shot,3.0,5,7,USA,4.0,SEIDEMANN M,7 - 4,103,USA,1:43,Saved,0
5,Penalty shot,7.0,5,7,USA,4.0,WEBSTER R,7 - 5,89,AUS,1:29,Goal,1
5,5m shot,7.0,5,7,USA,4.0,WEBSTER R,7 - 5,1,AUS,0:01,Missed,0
0,Action shot,3.0,6,0,ITA,1.0,BUCKLING H,0 - 0,451,AUS,7:31,Missed,0
0,5m shot,8.0,6,1,ITA,1.0,BIANCONI R,1 - 0,440,ITA,7:20,Goal,1
1,Centre shot,7.0,6,1,ITA,1.0,WEBSTER R,1 - 1,420,AUS,7:00,Goal,1
1,5m shot,5.0,6,1,ITA,1.0,RADICCHI F,1 - 1,395,ITA,6:35,Blocked,0
1,5m shot,5.0,6,1,ITA,1.0,BISHOP I,1 - 1,365,AUS,6:05,Blocked,0
1,Penalty shot,8.0,6,2,ITA,1.0,BIANCONI R,2 - 1,342,ITA,5:42,Goal,1
1,Action shot,3.0,6,2,ITA,1.0,BUCKLING H,2 - 1,311,AUS,5:11,Blocked,0
1,Extra player shot,6.0,6,3,ITA,1.0,AIELLO R,3 - 1,274,ITA,4:34,Goal,1
1,5m shot,8.0,6,4,ITA,1.0,BIANCONI R,4 - 1,227,ITA,3:47,Goal,1
1,5m shot,8.0,6,5,ITA,1.0,BIANCONI R,5 - 1,182,ITA,3:02,Goal,1
2,Centre shot,3.0,6,5,ITA,1.0,BUCKLING H,5 - 2,171,AUS,2:51,Goal,1
2,Centre shot,6.0,6,5,ITA,1.0,AIELLO R,5 - 2,151,ITA,2:31,Missed,0
2,Action shot,7.0,6,5,ITA,1.0,WEBSTER R,5 - 2,129,AUS,2:09,Saved,0
2,5m shot,11.0,6,5,ITA,1.0,COTTI A,5 - 2,105,ITA,1:45,Missed,0
2,Centre shot,6.0,6,5,ITA,1.0,AIELLO R,5 - 2,65,ITA,1:05,Saved,0
3,Action shot,11.0,6,5,ITA,1.0,BAXTER M,5 - 3,46,AUS,0:46,Goal,1
3,5m shot,9.0,6,5,ITA,1.0,EMMOLO G,5 - 3,20,ITA,0:20,Saved,0
3,5m shot,4.0,6,5,ITA,2.0,QUEIROLO E,5 - 3,451,ITA,7:31,Saved,0
3,5m shot,5.0,6,6,ITA,2.0,RADICCHI F,6 - 3,409,ITA,6:49,Goal,1
3,5m shot,7.0,6,6,ITA,2.0,WEBSTER R,6 - 3,386,AUS,6:26,Missed,0
3,5m shot,3.0,6,6,ITA,2.0,GARIBOTTI A,6 - 3,365,ITA,6:05,Blocked,0
3,5m shot,6.0,6,6,ITA,2.0,RIDGE A,6 - 3,336,AUS,5:36,Missed,0
3,5m shot,2.0,6,6,ITA,2.0,GOFERS K,6 - 3,296,AUS,4:56,Blocked,0
3,5m shot,4.0,6,6,ITA,2.0,HALLIGAN B,6 - 3,249,AUS,4:09,Blocked,0
3,Centre shot,7.0,6,6,ITA,2.0,WEBSTER R,6 - 3,228,AUS,3:48,Saved,0
4,Centre shot,7.0,6,6,ITA,2.0,WEBSTER R,6 - 4,170,AUS,2:50,Goal,1
4,Extra player shot,5.0,6,7,ITA,2.0,RADICCHI F,7 - 4,129,ITA,2:09,Goal,1
5,Centre shot,9.0,6,7,ITA,2.0,ARANCINI Z,7 - 5,108,AUS,1:48,Goal,1
5,5m shot,5.0,6,7,ITA,2.0,RADICCHI F,7 - 5,86,ITA,1:26,Post,0
5,Extra player shot,9.0,6,7,ITA,2.0,EMMOLO G,7 - 5,32,ITA,0:32,Missed,0
6,Centre shot,5.0,6,7,ITA,2.0,BISHOP I,7 - 6,10,AUS,0:10,Goal,1
6,5m shot,9.0,6,7,ITA,2.0,EMMOLO G,7 - 6,1,ITA,0:01,Missed,0
7,5m shot,5.0,6,7,ITA,3.0,BISHOP I,7 - 7,452,AUS,7:32,Goal,1
14 AUS,Extra player shot,6.0,6,13,ITA,3.0,AIELLO R,13 - 14 AUS,352,ITA,5:52,Saved,0
8,5m shot,7.0,6,7,ITA,3.0,WEBSTER R,7 - 8,325,AUS,5:25,Goal,1
8,Extra player shot,8.0,6,7,ITA,3.0,BIANCONI R,7 - 8,295,ITA,4:55,Post,0
8,Centre shot,6.0,6,8,ITA,3.0,AIELLO R,8 - 8,253,ITA,4:13,Goal,1
8,5m shot,4.0,6,8,ITA,3.0,HALLIGAN B,8 - 8,225,AUS,3:45,Saved,0
8,5m shot,8.0,6,8,ITA,3.0,BIANCONI R,8 - 8,201,ITA,3:21,Missed,0
8,5m shot,12.0,6,8,ITA,3.0,DARIO S,8 - 8,138,ITA,2:18,Saved,0
9,Penalty shot,7.0,6,8,ITA,3.0,WEBSTER R,8 - 9,111,AUS,1:51,Goal,1
9,5m shot,5.0,6,8,ITA,3.0,RADICCHI F,8 - 9,84,ITA,1:24,Saved,0
