AUS,Action,Cap,Game,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time
4,5m shot - Saved,5.0,1,1,KAZ,2.0,ZAKIROVA K,4 - 1,311,KAZ,5:11
4,Turnover foul,2.0,1,1,KAZ,2.0,GOFERS K,4 - 1,293,AUS,4:53
4,Steal,4.0,1,1,KAZ,2.0,TUROVA A,4 - 1,293,KAZ,4:53
4,Turnover foul,10.0,1,1,KAZ,2.0,MYRZABEKOVA Z,4 - 1,272,KAZ,4:32
4,Steal,2.0,1,1,KAZ,2.0,GOFERS K,4 - 1,272,AUS,4:32
5,5m shot - Goal,7.0,1,1,KAZ,2.0,WEBSTER R,5 - 1,244,AUS,4:04
5,Turnover foul,6.0,1,1,KAZ,2.0,ROGA D,5 - 1,214,KAZ,3:34
5,Steal,7.0,1,1,KAZ,2.0,WEBSTER R,5 - 1,214,AUS,3:34
6,Action shot - Goal,9.0,1,1,KAZ,2.0,ARANCINI Z,6 - 1,198,AUS,3:18
6,Turnover foul,8.0,1,1,KAZ,2.0,SAICHUK O,6 - 1,185,KAZ,3:05
6,Steal,9.0,1,1,KAZ,2.0,ARANCINI Z,6 - 1,185,AUS,3:05
7,Centre shot - Goal,3.0,1,1,KAZ,2.0,BUCKLING H,7 - 1,167,AUS,2:47
7,20 sec. exclusion in centre,4.0,1,1,KAZ,2.0,HALLIGAN B,7 - 1,155,AUS,2:35
7,Centre shot - Goal,11.0,1,2,KAZ,2.0,MIRSHINA A,7 - 2,155,KAZ,2:35
7,Action shot - Missed,9.0,1,2,KAZ,2.0,ARANCINI Z,7 - 2,130,AUS,2:10
7,Turnover foul,3.0,1,2,KAZ,2.0,AKILBAYEVA A,7 - 2,130,KAZ,2:10
7,Steal,4.0,1,2,KAZ,2.0,HALLIGAN B,7 - 2,130,AUS,2:10
7,Steal,9.0,1,2,KAZ,2.0,YEREMINA A,7 - 2,109,KAZ,1:49
7,Turnover foul,11.0,1,2,KAZ,2.0,MIRSHINA A,7 - 2,84,KAZ,1:24
7,Steal,5.0,1,2,KAZ,2.0,BISHOP I,7 - 2,84,AUS,1:24
8,Centre shot - Goal,12.0,1,2,KAZ,2.0,STEERE M,8 - 2,69,AUS,1:09
8,Action shot - Missed,3.0,1,2,KAZ,2.0,AKILBAYEVA A,8 - 2,41,KAZ,0:41
8,Centre shot - Saved,5.0,1,2,KAZ,2.0,BISHOP I,8 - 2,31,AUS,0:31
8,Turnover foul,2.0,1,2,KAZ,2.0,GOFERS K,8 - 2,19,AUS,0:19
8,Steal,6.0,1,2,KAZ,2.0,ROGA D,8 - 2,19,KAZ,0:19
8,Time-Out,,1,2,KAZ,2.0,,8 - 2,19,KAZ,0:19
8,20 sec. exclusion in centre,5.0,1,2,KAZ,2.0,BISHOP I,8 - 2,13,AUS,0:13
8,Extra player shot - Saved,5.0,1,2,KAZ,2.0,ZAKIROVA K,8 - 2,1,KAZ,0:01
8,Starting goalkeeper,1.0,1,2,KAZ,3.0,YANITSAS L,8 - 2,480,AUS,8:00
8,Starting goalkeeper,1.0,1,2,KAZ,3.0,ZHARKIMBAYEVA A,8 - 2,480,KAZ,8:00
8,Sprint won possession,2.0,1,2,KAZ,3.0,GOFERS K,8 - 2,480,AUS,8:00
8,Turnover foul,10.0,1,2,KAZ,3.0,MYRZABEKOVA Z,8 - 2,428,KAZ,7:08
8,Steal,5.0,1,2,KAZ,3.0,BISHOP I,8 - 2,428,AUS,7:08
9,5m shot - Goal,5.0,1,2,KAZ,3.0,BISHOP I,9 - 2,413,AUS,6:53
9,20 sec. exclusion in centre,2.0,1,2,KAZ,3.0,GOFERS K,9 - 2,403,AUS,6:43
9,Action shot - Goal,3.0,1,3,KAZ,3.0,AKILBAYEVA A,9 - 3,382,KAZ,6:22
9,Action shot - Missed,5.0,1,3,KAZ,3.0,BISHOP I,9 - 3,354,AUS,5:54
9,Action shot - Missed,5.0,1,3,KAZ,3.0,ZAKIROVA K,9 - 3,333,KAZ,5:33
10,Action shot - Goal,2.0,1,3,KAZ,3.0,GOFERS K,10 - 3,321,AUS,5:21
10,Action shot - Saved,9.0,1,3,KAZ,3.0,ARANCINI Z,10 - 3,266,AUS,4:26
10,Centre shot - Post,3.0,1,3,KAZ,3.0,BUCKLING H,10 - 3,217,AUS,3:37
10,5m shot - Saved,11.0,1,3,KAZ,3.0,MIRSHINA A,10 - 3,190,KAZ,3:10
10,Action shot - Blocked,7.0,1,3,KAZ,3.0,WEBSTER R,10 - 3,175,AUS,2:55
10,Action shot - Goal,5.0,1,4,KAZ,3.0,ZAKIROVA K,10 - 4,153,KAZ,2:33
10,Turnover foul,4.0,1,4,KAZ,3.0,TUROVA A,10 - 4,132,KAZ,2:12
10,Steal,7.0,1,4,KAZ,3.0,WEBSTER R,10 - 4,132,AUS,2:12
11,Action shot - Goal,6.0,1,4,KAZ,3.0,RIDGE A,11 - 4,85,AUS,1:25
11,Turnover foul,11.0,1,4,KAZ,3.0,MIRSHINA A,11 - 4,61,KAZ,1:01
11,Steal,4.0,1,4,KAZ,3.0,HALLIGAN B,11 - 4,61,AUS,1:01
12,Centre shot - Goal,7.0,1,4,KAZ,3.0,WEBSTER R,12 - 4,41,AUS,0:41
12,20 sec. exclusion in centre,5.0,1,4,KAZ,3.0,BISHOP I,12 - 4,27,AUS,0:27
12,Time-Out,,1,4,KAZ,3.0,,12 - 4,26,KAZ,0:26
12,Action shot - Post,12.0,1,4,KAZ,3.0,MUSSAROVA A,12 - 4,2,KAZ,0:02
12,Starting goalkeeper,1.0,1,4,KAZ,4.0,YANITSAS L,12 - 4,480,AUS,8:00
12,Starting goalkeeper,1.0,1,4,KAZ,4.0,ZHARKIMBAYEVA A,12 - 4,480,KAZ,8:00
12,Sprint won possession,4.0,1,4,KAZ,4.0,HALLIGAN B,12 - 4,480,AUS,8:00
12,20 sec. exclusion in centre,11.0,1,4,KAZ,4.0,MIRSHINA A,12 - 4,460,KAZ,7:40
12,Action shot - Saved,7.0,1,4,KAZ,4.0,WEBSTER R,12 - 4,438,AUS,7:18
12,Action shot - Saved,11.0,1,4,KAZ,4.0,MIRSHINA A,12 - 4,414,KAZ,6:54
12,Action shot - Blocked,5.0,1,4,KAZ,4.0,ZAKIROVA K,12 - 4,349,KAZ,5:49
12,Action shot - Post,4.0,1,4,KAZ,4.0,HALLIGAN B,12 - 4,335,AUS,5:35
12,Turnover foul,3.0,1,4,KAZ,4.0,AKILBAYEVA A,12 - 4,300,KAZ,5:00
12,Steal,3.0,1,4,KAZ,4.0,BUCKLING H,12 - 4,300,AUS,5:00
13,Centre shot - Goal,5.0,1,4,KAZ,4.0,BISHOP I,13 - 4,280,AUS,4:40
13,Turnover foul,11.0,1,4,KAZ,4.0,MIRSHINA A,13 - 4,266,KAZ,4:26
13,Steal,9.0,1,4,KAZ,4.0,ARANCINI Z,13 - 4,266,AUS,4:26
14,Centre shot - Goal,9.0,1,4,KAZ,4.0,ARANCINI Z,14 - 4,255,AUS,4:15
14,Turnover foul,7.0,1,4,KAZ,4.0,NOVIKOVA A,14 - 4,224,KAZ,3:44
14,Steal,4.0,1,4,KAZ,4.0,HALLIGAN B,14 - 4,224,AUS,3:44
14,Centre shot - Saved,4.0,1,4,KAZ,4.0,HALLIGAN B,14 - 4,214,AUS,3:34
14,Action shot - Missed,6.0,1,4,KAZ,4.0,ROGA D,14 - 4,194,KAZ,3:14
14,Action shot - Missed,12.0,1,4,KAZ,4.0,STEERE M,14 - 4,182,AUS,3:02
14,20 sec. exclusion in field,7.0,1,4,KAZ,4.0,WEBSTER R,14 - 4,169,AUS,2:49
14,20 sec. exclusion in centre,4.0,1,4,KAZ,4.0,HALLIGAN B,14 - 4,158,AUS,2:38
14,Time-Out,,1,4,KAZ,4.0,,14 - 4,158,KAZ,2:38
14,Action shot - Saved,11.0,1,4,KAZ,4.0,MIRSHINA A,14 - 4,140,KAZ,2:20
14,Action shot - Saved,2.0,1,4,KAZ,4.0,GOFERS K,14 - 4,110,AUS,1:50
15,Action shot - Goal,2.0,1,4,KAZ,4.0,GOFERS K,15 - 4,86,AUS,1:26
15,5m shot - Missed,6.0,1,4,KAZ,4.0,ROGA D,15 - 4,59,KAZ,0:59
16,Action shot - Goal,7.0,1,4,KAZ,4.0,WEBSTER R,16 - 4,47,AUS,0:47
16,Centre shot - Blocked,2.0,1,4,KAZ,4.0,RAITER S,16 - 4,29,KAZ,0:29
0,Starting goalkeeper,1.0,2,0,RUS,1.0,YANITSAS L,0 - 0,480,AUS,8:00
0,Starting goalkeeper,13.0,2,0,RUS,1.0,KARNAUKH A,0 - 0,480,RUS,8:00
0,Sprint won possession,2.0,2,0,RUS,1.0,GOFERS K,0 - 0,480,AUS,8:00
0,Turnover foul,2.0,2,0,RUS,1.0,GOFERS K,0 - 0,457,AUS,7:37
0,Steal,4.0,2,0,RUS,1.0,KARIMOVA E,0 - 0,457,RUS,7:37
0,Turnover foul,8.0,2,0,RUS,1.0,SIMANOVICH A,0 - 0,430,RUS,7:10
0,Steal,6.0,2,0,RUS,1.0,RIDGE A,0 - 0,430,AUS,7:10
0,Turnover foul,6.0,2,0,RUS,1.0,RIDGE A,0 - 0,404,AUS,6:44
0,Steal,3.0,2,0,RUS,1.0,PROKOFYEVA E,0 - 0,404,RUS,6:44
0,20 sec. exclusion in centre,5.0,2,0,RUS,1.0,BISHOP I,0 - 0,382,AUS,6:22
0,Extra player shot - Goal,11.0,2,1,RUS,1.0,IVANOVA E,0 - 1,365,RUS,6:05
0,Action shot - Missed,5.0,2,1,RUS,1.0,BISHOP I,0 - 1,335,AUS,5:35
0,5m shot - Post,11.0,2,1,RUS,1.0,IVANOVA E,0 - 1,313,RUS,5:13
0,20 sec. exclusion in centre,8.0,2,1,RUS,1.0,SIMANOVICH A,0 - 1,287,RUS,4:47
0,Action shot - Saved,3.0,2,1,RUS,1.0,BUCKLING H,0 - 1,268,AUS,4:28
0,Action shot - Saved,4.0,2,1,RUS,1.0,KARIMOVA E,0 - 1,242,RUS,4:02
0,Action shot - Blocked,2.0,2,1,RUS,1.0,VAKHITOVA V,0 - 1,228,RUS,3:48
0,20 sec. exclusion in field,4.0,2,1,RUS,1.0,KARIMOVA E,0 - 1,203,RUS,3:23
0,5m shot - Blocked,4.0,2,1,RUS,1.0,HALLIGAN B,0 - 1,176,AUS,2:56
0,5m shot - Post,3.0,2,1,RUS,1.0,PROKOFYEVA E,0 - 1,155,RUS,2:35
1,Action shot - Goal,6.0,2,1,RUS,1.0,RIDGE A,1 - 1,130,AUS,2:10
1,5m shot - Goal,5.0,2,2,RUS,1.0,BORISOVA M,1 - 2,107,RUS,1:47
1,Turnover foul,9.0,2,2,RUS,1.0,ARANCINI Z,1 - 2,74,AUS,1:14
1,Action shot - Missed,3.0,2,2,RUS,1.0,PROKOFYEVA E,1 - 2,58,RUS,0:58
1,Action shot - Missed,4.0,2,2,RUS,1.0,HALLIGAN B,1 - 2,31,AUS,0:31
1,Time-Out,,2,2,RUS,1.0,,1 - 2,31,RUS,0:31
1,Time-Out,,2,2,RUS,1.0,,1 - 2,7,AUS,0:07
1,Turnover foul,9.0,2,2,RUS,1.0,TIMOFEEVA A,1 - 2,6,RUS,0:06
1,Steal,1.0,2,2,RUS,1.0,YANITSAS L,1 - 2,6,AUS,0:06
1,Starting goalkeeper,1.0,2,2,RUS,2.0,YANITSAS L,1 - 2,480,AUS,8:00
1,Starting goalkeeper,13.0,2,2,RUS,2.0,KARNAUKH A,1 - 2,480,RUS,8:00
1,Sprint won possession,3.0,2,2,RUS,2.0,PROKOFYEVA E,1 - 2,478,RUS,7:58
1,5m shot - Saved,3.0,2,2,RUS,2.0,PROKOFYEVA E,1 - 2,454,RUS,7:34
1,Action shot - Saved,7.0,2,2,RUS,2.0,WEBSTER R,1 - 2,436,AUS,7:16
1,Turnover foul,4.0,2,2,RUS,2.0,KARIMOVA E,1 - 2,412,RUS,6:52
1,Steal,3.0,2,2,RUS,2.0,BUCKLING H,1 - 2,412,AUS,6:52
1,Action shot - Saved,4.0,2,2,RUS,2.0,HALLIGAN B,1 - 2,383,AUS,6:23
1,Turnover foul,8.0,2,2,RUS,2.0,SIMANOVICH A,1 - 2,365,RUS,6:05
1,Steal,6.0,2,2,RUS,2.0,RIDGE A,1 - 2,365,AUS,6:05
1,Centre shot - Saved,7.0,2,2,RUS,2.0,WEBSTER R,1 - 2,340,AUS,5:40
1,Action shot - Blocked,5.0,2,2,RUS,2.0,BORISOVA M,1 - 2,318,RUS,5:18
2,Counter attack - Goal,3.0,2,2,RUS,2.0,BUCKLING H,2 - 2,301,AUS,5:01
2,Turnover foul,5.0,2,2,RUS,2.0,BORISOVA M,2 - 2,282,RUS,4:42
2,Steal,7.0,2,2,RUS,2.0,WEBSTER R,2 - 2,282,AUS,4:42
2,Turnover foul,1.0,2,2,RUS,2.0,YANITSAS L,2 - 2,275,AUS,4:35
2,Steal,3.0,2,2,RUS,2.0,PROKOFYEVA E,2 - 2,275,RUS,4:35
2,Action shot - Goal,5.0,2,3,RUS,2.0,BORISOVA M,2 - 3,251,RUS,4:11
2,Action shot - Missed,9.0,2,3,RUS,2.0,ARANCINI Z,2 - 3,230,AUS,3:50
2,Turnover foul,9.0,2,3,RUS,2.0,TIMOFEEVA A,2 - 3,218,RUS,3:38
2,20 sec. exclusion in centre,7.0,2,3,RUS,2.0,SERZHANTOVA A,2 - 3,202,RUS,3:22
2,Time-Out,,2,3,RUS,2.0,,2 - 3,202,AUS,3:22
3,Extra player shot - Goal,2.0,2,3,RUS,2.0,GOFERS K,3 - 3,183,AUS,3:03
3,Turnover foul,4.0,2,3,RUS,2.0,KARIMOVA E,3 - 3,169,RUS,2:49
3,Steal,2.0,2,3,RUS,2.0,GOFERS K,3 - 3,169,AUS,2:49
3,Turnover foul,3.0,2,3,RUS,2.0,BUCKLING H,3 - 3,152,AUS,2:32
3,Steal,9.0,2,3,RUS,2.0,TIMOFEEVA A,3 - 3,152,RUS,2:32
3,20 sec. exclusion in field,3.0,2,3,RUS,2.0,BUCKLING H,3 - 3,149,AUS,2:29
3,Centre shot - Saved,3.0,2,3,RUS,2.0,PROKOFYEVA E,3 - 3,121,RUS,2:01
3,5m shot - Saved,9.0,2,3,RUS,2.0,ARANCINI Z,3 - 3,100,AUS,1:40
3,Turnover foul,9.0,2,3,RUS,2.0,TIMOFEEVA A,3 - 3,82,RUS,1:22
3,Centre shot - Saved,2.0,2,3,RUS,2.0,GOFERS K,3 - 3,58,AUS,0:58
8,Action shot - Goal,2.0,2,5,RUS,4.0,GOFERS K,8 - 5,172,AUS,2:52
8,5m shot - Post,3.0,2,5,RUS,4.0,PROKOFYEVA E,8 - 5,149,RUS,2:29
8,20 sec. exclusion in field,9.0,2,5,RUS,4.0,ARANCINI Z,8 - 5,117,AUS,1:57
8,Time-Out,,2,5,RUS,4.0,,8 - 5,117,RUS,1:57
8,Extra player shot - Blocked,5.0,2,5,RUS,4.0,BORISOVA M,8 - 5,98,RUS,1:38
8,Time-Out,,2,5,RUS,2.0,,8 - 5,58,RUS,0:58
8,Turnover foul,4.0,2,5,RUS,2.0,KARIMOVA E,8 - 5,44,RUS,0:44
8,Steal,7.0,2,5,RUS,2.0,WEBSTER R,8 - 5,44,AUS,0:44
8,Turnover foul,2.0,2,5,RUS,2.0,GOFERS K,8 - 5,31,AUS,0:31
8,Steal,7.0,2,5,RUS,2.0,SERZHANTOVA A,8 - 5,31,RUS,0:31
8,Turnover foul,8.0,2,5,RUS,2.0,SIMANOVICH A,8 - 5,13,RUS,0:13
8,Turnover foul,9.0,2,5,RUS,2.0,ARANCINI Z,8 - 5,2,AUS,0:02
8,Steal,5.0,2,5,RUS,2.0,BORISOVA M,8 - 5,2,RUS,0:02
8,Starting goalkeeper,1.0,2,5,RUS,3.0,YANITSAS L,8 - 5,480,AUS,8:00
8,Starting goalkeeper,13.0,2,5,RUS,3.0,KARNAUKH A,8 - 5,480,RUS,8:00
8,Sprint won possession,4.0,2,5,RUS,3.0,KARIMOVA E,8 - 5,480,RUS,8:00
8,5m shot - Blocked,3.0,2,5,RUS,3.0,PROKOFYEVA E,8 - 5,450,RUS,7:30
8,20 sec. exclusion in centre,11.0,2,5,RUS,3.0,IVANOVA E,8 - 5,428,RUS,7:08
8,Extra player shot - Missed,2.0,2,5,RUS,3.0,GOFERS K,8 - 5,417,AUS,6:57
8,20 sec. exclusion in centre,3.0,2,5,RUS,3.0,BUCKLING H,8 - 5,399,AUS,6:39
8,5m shot - Blocked,11.0,2,5,RUS,3.0,IVANOVA E,8 - 5,375,RUS,6:15
8,Turnover foul,7.0,2,5,RUS,3.0,WEBSTER R,8 - 5,363,AUS,6:03
8,Steal,5.0,2,5,RUS,3.0,BORISOVA M,8 - 5,363,RUS,6:03
8,20 sec. exclusion in field,7.0,2,5,RUS,3.0,WEBSTER R,8 - 5,361,AUS,6:01
8,Centre shot - Blocked,11.0,2,5,RUS,3.0,IVANOVA E,8 - 5,333,RUS,5:33
4,Centre shot - Goal,7.0,2,3,RUS,3.0,WEBSTER R,4 - 3,304,AUS,5:04
4,Turnover foul,9.0,2,3,RUS,3.0,TIMOFEEVA A,4 - 3,285,RUS,4:45
4,Steal,3.0,2,3,RUS,3.0,BUCKLING H,4 - 3,285,AUS,4:45
4,Action shot - Post,2.0,2,3,RUS,3.0,GOFERS K,4 - 3,265,AUS,4:25
4,5m shot - Post,4.0,2,3,RUS,3.0,KARIMOVA E,4 - 3,241,RUS,4:01
4,Action shot - Saved,2.0,2,3,RUS,3.0,GOFERS K,4 - 3,220,AUS,3:40
4,Action shot - Missed,11.0,2,3,RUS,3.0,IVANOVA E,4 - 3,192,RUS,3:12
4,20 sec. exclusion in field,9.0,2,3,RUS,3.0,TIMOFEEVA A,4 - 3,168,RUS,2:48
4,Time-Out,,2,3,RUS,3.0,,4 - 3,168,AUS,2:48
5,Action shot - Goal,7.0,2,3,RUS,3.0,WEBSTER R,5 - 3,144,AUS,2:24
5,20 sec. exclusion in centre,12.0,2,3,RUS,3.0,STEERE M,5 - 3,124,AUS,2:04
5,Yellow card,,2,3,RUS,3.0,Team Official,5 - 3,124,AUS,2:04
5,Time-Out,,2,3,RUS,3.0,,5 - 3,124,RUS,2:04
5,Action shot - Goal,12.0,2,4,RUS,3.0,RYZHKOVA D,5 - 4,99,RUS,1:39
5,20 sec. exclusion in centre,12.0,2,4,RUS,3.0,RYZHKOVA D,5 - 4,89,RUS,1:29
6,Centre shot - Goal,3.0,2,4,RUS,3.0,BUCKLING H,6 - 4,66,AUS,1:06
6,Turnover foul,5.0,2,4,RUS,3.0,BORISOVA M,6 - 4,51,RUS,0:51
6,Steal,2.0,2,4,RUS,3.0,GOFERS K,6 - 4,51,AUS,0:51
6,5m shot - Saved,9.0,2,4,RUS,3.0,ARANCINI Z,6 - 4,20,AUS,0:20
6,20 sec. exclusion in centre,9.0,2,4,RUS,3.0,ARANCINI Z,6 - 4,4,AUS,0:04
6,Starting goalkeeper,1.0,2,4,RUS,4.0,YANITSAS L,6 - 4,480,AUS,8:00
6,Starting goalkeeper,13.0,2,4,RUS,4.0,KARNAUKH A,6 - 4,480,RUS,8:00
6,Sprint won possession,4.0,2,4,RUS,4.0,KARIMOVA E,6 - 4,480,RUS,8:00
6,Action shot - Blocked,3.0,2,4,RUS,4.0,PROKOFYEVA E,6 - 4,462,RUS,7:42
6,Turnover foul,3.0,2,4,RUS,4.0,BUCKLING H,6 - 4,447,AUS,7:27
6,Steal,5.0,2,4,RUS,4.0,BORISOVA M,6 - 4,447,RUS,7:27
6,20 sec. exclusion in centre,4.0,2,4,RUS,4.0,HALLIGAN B,6 - 4,426,AUS,7:06
6,Extra player shot - Goal,4.0,2,5,RUS,4.0,KARIMOVA E,6 - 5,423,RUS,7:03
7,Centre shot - Goal,5.0,2,5,RUS,4.0,BISHOP I,7 - 5,394,AUS,6:34
7,5m shot - Saved,5.0,2,5,RUS,4.0,BORISOVA M,7 - 5,368,RUS,6:08
7,Action shot - Blocked,4.0,2,5,RUS,4.0,HALLIGAN B,7 - 5,340,AUS,5:40
7,20 sec. exclusion in field,3.0,2,5,RUS,4.0,BUCKLING H,7 - 5,320,AUS,5:20
7,Exclusion with substitution,3.0,2,5,RUS,4.0,BUCKLING H,7 - 5,320,AUS,5:20
7,Extra player shot - Missed,4.0,2,5,RUS,4.0,KARIMOVA E,7 - 5,299,RUS,4:59
7,Turnover foul,7.0,2,5,RUS,4.0,WEBSTER R,7 - 5,272,AUS,4:32
7,Steal,6.0,2,5,RUS,4.0,GORBUNOVA O,7 - 5,272,RUS,4:32
7,Turnover foul,6.0,2,5,RUS,4.0,GORBUNOVA O,7 - 5,258,RUS,4:18
7,Steal,5.0,2,5,RUS,4.0,BISHOP I,7 - 5,258,AUS,4:18
7,5m shot - Missed,9.0,2,5,RUS,4.0,ARANCINI Z,7 - 5,231,AUS,3:51
7,Action shot - Blocked,4.0,2,5,RUS,4.0,KARIMOVA E,7 - 5,207,RUS,3:27
7,Action shot - Saved,5.0,2,5,RUS,4.0,BORISOVA M,7 - 5,194,RUS,3:14
7,Action shot - Post,6.0,2,5,RUS,4.0,GORBUNOVA O,7 - 5,49,RUS,0:49
7,20 sec. exclusion in field,9.0,2,5,RUS,4.0,TIMOFEEVA A,7 - 5,44,RUS,0:44
7,Time-Out,,2,5,RUS,4.0,,7 - 5,44,AUS,0:44
7,5m shot - Saved,7.0,2,5,RUS,4.0,WEBSTER R,7 - 5,21,AUS,0:21
0,Starting goalkeeper,1.0,3,0,GRE,1.0,YANITSAS L,0 - 0,480,AUS,8:00
0,Starting goalkeeper,13.0,3,0,GRE,1.0,DIAMANTOPOULOU C,0 - 0,480,GRE,8:00
0,Sprint won possession,11.0,3,0,GRE,1.0,PLEVRITOU E,0 - 0,480,GRE,8:00
0,20 sec. exclusion in centre,3.0,3,0,GRE,1.0,BUCKLING H,0 - 0,454,AUS,7:34
0,Action shot - Goal,11.0,3,1,GRE,1.0,PLEVRITOU E,0 - 1,428,GRE,7:08
1,5m shot - Goal,3.0,3,1,GRE,1.0,BUCKLING H,1 - 1,399,AUS,6:39
1,Centre shot - Saved,7.0,3,1,GRE,1.0,ASIMAKI A,1 - 1,381,GRE,6:21
1,Action shot - Saved,4.0,3,1,GRE,1.0,HALLIGAN B,1 - 1,363,AUS,6:03
1,5m shot - Post,10.0,3,1,GRE,1.0,MANOLIOUDAKI T,1 - 1,335,GRE,5:35
1,Turnover foul,2.0,3,1,GRE,1.0,GOFERS K,1 - 1,307,AUS,5:07
1,Steal,6.0,3,1,GRE,1.0,AVRAMIDOU A,1 - 1,307,GRE,5:07
1,Turnover foul,10.0,3,1,GRE,1.0,MANOLIOUDAKI T,1 - 1,289,GRE,4:49
1,Steal,2.0,3,1,GRE,1.0,GOFERS K,1 - 1,289,AUS,4:49
1,Turnover foul,3.0,3,1,GRE,1.0,BUCKLING H,1 - 1,284,AUS,4:44
1,5m shot - Blocked,3.0,3,1,GRE,1.0,DIAMANTOPOULOU V,1 - 1,263,GRE,4:23
1,20 sec. exclusion in field,3.0,3,1,GRE,1.0,DIAMANTOPOULOU V,1 - 1,254,GRE,4:14
1,Time-Out,,3,1,GRE,1.0,,1 - 1,254,AUS,4:14
2,Action shot - Goal,2.0,3,1,GRE,1.0,GOFERS K,2 - 1,229,AUS,3:49
2,Action shot - Goal,11.0,3,2,GRE,1.0,PLEVRITOU E,2 - 2,202,GRE,3:22
2,Turnover foul,2.0,3,2,GRE,1.0,GOFERS K,2 - 2,172,AUS,2:52
2,Steal,2.0,3,2,GRE,1.0,TSOUKALA C,2 - 2,172,GRE,2:52
2,Action shot - Saved,9.0,3,2,GRE,1.0,KOTSIA C,2 - 2,153,GRE,2:33
