Action,CRO,Cap,Game,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time
Starting goalkeeper,3,1.0,5,1,GRE,2.0,FLEGKAS K,3 - 1,480,GRE,8:00
Sprint won possession,3,5.0,5,1,GRE,2.0,JOKOVIC M,3 - 1,480,CRO,8:00
Turnover foul,3,8.0,5,1,GRE,2.0,BUSLJE A,3 - 1,460,CRO,7:40
Steal,3,2.0,5,1,GRE,2.0,MYLONAKIS E,3 - 1,460,GRE,7:40
Action shot - Saved,3,7.0,5,1,GRE,2.0,AFROUDAKIS C,3 - 1,447,GRE,7:27
Turnover foul,3,12.0,5,1,GRE,2.0,OBRADOVIC P,3 - 1,417,CRO,6:57
Steal,3,4.0,5,1,GRE,2.0,GENIDOUNIAS K,3 - 1,417,GRE,6:57
5m shot - Blocked,3,4.0,5,1,GRE,2.0,GENIDOUNIAS K,3 - 1,387,GRE,6:27
Centre shot - Goal,4,12.0,5,1,GRE,2.0,OBRADOVIC P,4 - 1,360,CRO,6:00
20 sec. exclusion in centre,4,8.0,5,1,GRE,2.0,BUSLJE A,4 - 1,343,CRO,5:43
Action shot - Blocked,4,12.0,5,1,GRE,2.0,VLACHOPOULOS A,4 - 1,320,GRE,5:20
5m shot - Goal,4,12.0,5,2,GRE,2.0,VLACHOPOULOS A,4 - 2,296,GRE,4:56
20 sec. exclusion in centre,4,8.0,5,2,GRE,2.0,DELAKAS E,4 - 2,272,GRE,4:32
Extra player shot - Goal,5,7.0,5,2,GRE,2.0,MUSLIM P,5 - 2,255,CRO,4:15
Centre shot - Goal,5,9.0,5,3,GRE,2.0,MOURIKIS K,5 - 3,229,GRE,3:49
20 sec. exclusion in centre,5,9.0,5,3,GRE,2.0,SUKNO S,5 - 3,183,CRO,3:03
Action shot - Saved,5,12.0,5,3,GRE,2.0,VLACHOPOULOS A,5 - 3,159,GRE,2:39
Action shot - Saved,5,5.0,5,3,GRE,2.0,JOKOVIC M,5 - 3,131,CRO,2:11
20 sec. exclusion in centre,5,12.0,5,3,GRE,2.0,OBRADOVIC P,5 - 3,105,CRO,1:45
Extra player shot - Goal,5,5.0,5,4,GRE,2.0,FOUNTOULIS I,5 - 4,92,GRE,1:32
20 sec. exclusion in centre,5,2.0,5,4,GRE,2.0,MYLONAKIS E,5 - 4,74,GRE,1:14
Extra player shot - Saved,5,9.0,5,4,GRE,2.0,SUKNO S,5 - 4,55,CRO,0:55
Time-Out,5,,5,4,GRE,2.0,,5 - 4,53,GRE,0:53
5m shot - Saved,5,2.0,5,4,GRE,2.0,MYLONAKIS E,5 - 4,30,GRE,0:30
Time-Out,5,,5,4,GRE,2.0,,5 - 4,30,CRO,0:30
20 sec. exclusion in centre,5,6.0,5,4,GRE,2.0,PONTIKEAS K,5 - 4,4,GRE,0:04
Turnover foul,5,3.0,5,4,GRE,2.0,PETKOVIC A,5 - 4,2,CRO,0:02
Starting goalkeeper,5,1.0,5,4,GRE,3.0,PAVIC J,5 - 4,480,CRO,8:00
Starting goalkeeper,5,1.0,5,4,GRE,3.0,FLEGKAS K,5 - 4,480,GRE,8:00
Sprint won possession,5,9.0,5,4,GRE,3.0,SUKNO S,5 - 4,480,CRO,8:00
Action shot - Post,5,3.0,5,4,GRE,3.0,PETKOVIC A,5 - 4,450,CRO,7:30
5m shot - Saved,5,5.0,5,4,GRE,3.0,FOUNTOULIS I,5 - 4,435,GRE,7:15
20 sec. exclusion in centre,5,3.0,5,4,GRE,3.0,DERVISIS G,5 - 4,411,GRE,6:51
Action shot - Goal,6,4.0,5,4,GRE,3.0,LONCAR L,6 - 4,389,CRO,6:29
20 sec. exclusion in centre,6,11.0,5,4,GRE,3.0,SETKA A,6 - 4,375,CRO,6:15
Extra player shot - Saved,14,5.0,5,13,GRE,3.0,FOUNTOULIS I,14 - 13,355,GRE,5:55
Turnover foul,14,2.0,5,13,GRE,3.0,BURIC D,14 - 13,327,CRO,5:27
Steal,14,5.0,5,13,GRE,3.0,FOUNTOULIS I,14 - 13,327,GRE,5:27
Action shot - Saved,14,2.0,5,13,GRE,3.0,MYLONAKIS E,14 - 13,301,GRE,5:01
20 sec. exclusion in centre,14,4.0,5,13,GRE,3.0,GENIDOUNIAS K,14 - 13,283,GRE,4:43
Extra player shot - Saved,14,6.0,5,13,GRE,3.0,BUKIC L,14 - 13,263,CRO,4:23
20 sec. exclusion in centre,14,2.0,5,13,GRE,3.0,BURIC D,14 - 13,235,CRO,3:55
5m shot - Goal,6,12.0,5,5,GRE,3.0,VLACHOPOULOS A,6 - 5,214,GRE,3:34
20 sec. exclusion in centre,6,4.0,5,5,GRE,3.0,GENIDOUNIAS K,6 - 5,198,GRE,3:18
Extra player shot - Goal,7,7.0,5,5,GRE,3.0,MUSLIM P,7 - 5,180,CRO,3:00
20 sec. exclusion in centre,7,11.0,5,5,GRE,3.0,SETKA A,7 - 5,163,CRO,2:43
Extra player shot - Goal,7,7.0,5,6,GRE,3.0,AFROUDAKIS C,7 - 6,153,GRE,2:33
Turnover foul,7,12.0,5,6,GRE,3.0,OBRADOVIC P,7 - 6,124,CRO,2:04
Steal,7,5.0,5,6,GRE,3.0,FOUNTOULIS I,7 - 6,124,GRE,2:04
5m shot - Blocked,7,5.0,5,6,GRE,3.0,FOUNTOULIS I,7 - 6,100,GRE,1:40
Turnover foul,7,7.0,5,6,GRE,3.0,MUSLIM P,7 - 6,69,CRO,1:09
Steal,7,3.0,5,6,GRE,3.0,DERVISIS G,7 - 6,69,GRE,1:09
Time-Out,7,,5,6,GRE,3.0,,7 - 6,65,GRE,1:05
20 sec. exclusion in centre,7,8.0,5,6,GRE,3.0,BUSLJE A,7 - 6,48,CRO,0:48
Action shot - Blocked,7,7.0,5,6,GRE,3.0,AFROUDAKIS C,7 - 6,20,GRE,0:20
Turnover foul,7,3.0,5,6,GRE,3.0,DERVISIS G,7 - 6,12,GRE,0:12
Time-Out,7,,5,6,GRE,3.0,,7 - 6,12,CRO,0:12
5m shot - Goal,8,5.0,5,6,GRE,3.0,JOKOVIC M,8 - 6,5,CRO,0:05
5m shot - Saved,8,12.0,5,6,GRE,3.0,VLACHOPOULOS A,8 - 6,1,GRE,0:01
Starting goalkeeper,8,1.0,5,6,GRE,4.0,PAVIC J,8 - 6,480,CRO,8:00
Starting goalkeeper,8,1.0,5,6,GRE,4.0,FLEGKAS K,8 - 6,480,GRE,8:00
Sprint won possession,8,5.0,5,6,GRE,4.0,JOKOVIC M,8 - 6,480,CRO,8:00
5m shot - Saved,8,3.0,5,6,GRE,4.0,PETKOVIC A,8 - 6,453,CRO,7:33
20 sec. exclusion in centre,8,12.0,5,6,GRE,4.0,OBRADOVIC P,8 - 6,427,CRO,7:07
Extra player shot - Goal,8,11.0,5,7,GRE,4.0,GOUNAS A,8 - 7,412,GRE,6:52
20 sec. exclusion in centre,8,6.0,5,7,GRE,4.0,PONTIKEAS K,8 - 7,401,GRE,6:41
Exclusion with substitution,8,6.0,5,7,GRE,4.0,PONTIKEAS K,8 - 7,401,GRE,6:41
Extra player shot - Goal,9,12.0,5,7,GRE,4.0,OBRADOVIC P,9 - 7,382,CRO,6:22
5m shot - Post,9,12.0,5,7,GRE,4.0,VLACHOPOULOS A,9 - 7,352,GRE,5:52
Turnover foul,9,8.0,5,7,GRE,4.0,BUSLJE A,9 - 7,326,CRO,5:26
5m shot - Blocked,9,3.0,5,7,GRE,4.0,DERVISIS G,9 - 7,302,GRE,5:02
20 sec. exclusion in centre,9,3.0,5,7,GRE,4.0,DERVISIS G,9 - 7,277,GRE,4:37
Action shot - Blocked,9,6.0,5,7,GRE,4.0,BUKIC L,9 - 7,250,CRO,4:10
20 sec. exclusion in centre,9,8.0,5,7,GRE,4.0,BUSLJE A,9 - 7,233,CRO,3:53
Exclusion with substitution,9,8.0,5,7,GRE,4.0,BUSLJE A,9 - 7,233,CRO,3:53
5m shot - Goal,9,12.0,5,8,GRE,4.0,VLACHOPOULOS A,9 - 8,211,GRE,3:31
20 sec. exclusion in centre,9,8.0,5,8,GRE,4.0,DELAKAS E,9 - 8,186,GRE,3:06
Exclusion with substitution,9,8.0,5,8,GRE,4.0,DELAKAS E,9 - 8,186,GRE,3:06
Extra player shot - Saved,9,7.0,5,8,GRE,4.0,MUSLIM P,9 - 8,169,CRO,2:49
20 sec. exclusion in centre,9,11.0,5,8,GRE,4.0,GOUNAS A,9 - 8,148,GRE,2:28
Extra player shot - Goal,10,9.0,5,8,GRE,4.0,SUKNO S,10 - 8,130,CRO,2:10
5m shot - Goal,10,2.0,5,9,GRE,4.0,MYLONAKIS E,10 - 9,102,GRE,1:42
20 sec. exclusion in centre,10,4.0,5,9,GRE,4.0,GENIDOUNIAS K,10 - 9,83,GRE,1:23
Exclusion with substitution,10,4.0,5,9,GRE,4.0,GENIDOUNIAS K,10 - 9,83,GRE,1:23
Extra player shot - Missed,10,5.0,5,9,GRE,4.0,JOKOVIC M,10 - 9,59,CRO,0:59
20 sec. exclusion in centre,10,12.0,5,9,GRE,4.0,OBRADOVIC P,10 - 9,46,CRO,0:46
Exclusion with substitution,10,12.0,5,9,GRE,4.0,OBRADOVIC P,10 - 9,46,CRO,0:46
Time-Out,10,,5,9,GRE,4.0,,10 - 9,46,GRE,0:46
Extra player shot - Goal,10,10.0,5,10,GRE,4.0,KOLOMVOS C,10 - 10,27,GRE,0:27
Time-Out,10,,5,10,GRE,4.0,,10 - 10,27,CRO,0:27
Turnover foul,10,7.0,5,10,GRE,4.0,MUSLIM P,10 - 10,2,CRO,0:02
Starting goalkeeper,0,1.0,6,0,SRB,1.0,PAVIC J,0 - 0,480,CRO,8:00
Starting goalkeeper,0,13.0,6,0,SRB,1.0,MITROVIC B,0 - 0,480,SRB,8:00
Sprint won possession,0,5.0,6,0,SRB,1.0,JOKOVIC M,0 - 0,480,CRO,8:00
5m shot - Blocked,0,12.0,6,0,SRB,1.0,OBRADOVIC P,0 - 0,455,CRO,7:35
Turnover foul,0,6.0,6,0,SRB,1.0,PIJETLOVIC D,0 - 0,432,SRB,7:12
5m shot - Saved,0,7.0,6,0,SRB,1.0,MUSLIM P,0 - 0,413,CRO,6:53
20 sec. exclusion in centre,0,4.0,6,0,SRB,1.0,RANDELOVIC S,0 - 0,395,SRB,6:35
Action shot - Goal,1,12.0,6,0,SRB,1.0,OBRADOVIC P,1 - 0,373,CRO,6:13
Turnover foul,1,11.0,6,0,SRB,1.0,PRLAINOVIC A,1 - 0,348,SRB,5:48
Steal,1,9.0,6,0,SRB,1.0,SUKNO S,1 - 0,348,CRO,5:48
5m shot - Saved,1,12.0,6,0,SRB,1.0,OBRADOVIC P,1 - 0,321,CRO,5:21
Action shot - Blocked,1,12.0,6,0,SRB,1.0,MITROVIC S,1 - 0,293,SRB,4:53
Turnover foul,1,7.0,6,0,SRB,1.0,MUSLIM P,1 - 0,265,CRO,4:25
Steal,1,8.0,6,0,SRB,1.0,ALEKSIC M,1 - 0,265,SRB,4:25
5m shot - Saved,1,8.0,6,0,SRB,1.0,ALEKSIC M,1 - 0,239,SRB,3:59
20 sec. exclusion in centre,1,8.0,6,0,SRB,1.0,BUSLJE A,1 - 0,228,CRO,3:48
Action shot - Saved,1,10.0,6,0,SRB,1.0,FILIPOVIC F,1 - 0,204,SRB,3:24
20 sec. exclusion in centre,1,8.0,6,0,SRB,1.0,ALEKSIC M,1 - 0,181,SRB,3:01
Time-Out,1,,6,0,SRB,1.0,,1 - 0,180,CRO,3:00
Extra player shot - Goal,2,3.0,6,0,SRB,1.0,PETKOVIC A,2 - 0,164,CRO,2:44
20 sec. exclusion in centre,2,2.0,6,0,SRB,1.0,BURIC D,2 - 0,151,CRO,2:31
Extra player shot - Goal,2,11.0,6,1,SRB,1.0,PRLAINOVIC A,2 - 1,142,SRB,2:22
Centre shot - Missed,2,10.0,6,1,SRB,1.0,PASKVALIN F,2 - 1,118,CRO,1:58
Turnover foul,2,2.0,6,1,SRB,1.0,MANDIC D,2 - 1,105,SRB,1:45
5m shot - Saved,2,12.0,6,1,SRB,1.0,OBRADOVIC P,2 - 1,85,CRO,1:25
Centre shot - Goal,2,2.0,6,2,SRB,1.0,MANDIC D,2 - 2,68,SRB,1:08
Turnover foul,2,10.0,6,2,SRB,1.0,PASKVALIN F,2 - 2,47,CRO,0:47
Time-Out,2,,6,2,SRB,1.0,,2 - 2,47,SRB,0:47
Action shot - Post,2,11.0,6,2,SRB,1.0,PRLAINOVIC A,2 - 2,28,SRB,0:28
5m shot - Blocked,2,7.0,6,2,SRB,1.0,MUSLIM P,2 - 2,5,CRO,0:05
Starting goalkeeper,2,1.0,6,2,SRB,2.0,PAVIC J,2 - 2,480,CRO,8:00
Starting goalkeeper,2,13.0,6,2,SRB,2.0,MITROVIC B,2 - 2,480,SRB,8:00
Sprint won possession,2,9.0,6,2,SRB,2.0,SUKNO S,2 - 2,480,CRO,8:00
Turnover foul,2,5.0,6,2,SRB,2.0,JOKOVIC M,2 - 2,452,CRO,7:32
Steal,2,11.0,6,2,SRB,2.0,PRLAINOVIC A,2 - 2,452,SRB,7:32
Turnover foul,2,11.0,6,2,SRB,2.0,PRLAINOVIC A,2 - 2,429,SRB,7:09
Steal,2,2.0,6,2,SRB,2.0,BURIC D,2 - 2,429,CRO,7:09
5m shot - Missed,2,5.0,6,2,SRB,2.0,JOKOVIC M,2 - 2,402,CRO,6:42
20 sec. exclusion in centre,2,12.0,6,2,SRB,2.0,OBRADOVIC P,2 - 2,393,CRO,6:33
Action shot - Post,2,12.0,6,2,SRB,2.0,MITROVIC S,2 - 2,367,SRB,6:07
20 sec. exclusion in centre,2,3.0,6,2,SRB,2.0,GOCIC Z,2 - 2,345,SRB,5:45
5m shot - Saved,2,9.0,6,2,SRB,2.0,SUKNO S,2 - 2,322,CRO,5:22
5m shot - Blocked,2,11.0,6,2,SRB,2.0,PRLAINOVIC A,2 - 2,294,SRB,4:54
Turnover foul,2,5.0,6,2,SRB,2.0,JOKOVIC M,2 - 2,269,CRO,4:29
Steal,2,11.0,6,2,SRB,2.0,PRLAINOVIC A,2 - 2,269,SRB,4:29
Action shot - Goal,2,11.0,6,3,SRB,2.0,PRLAINOVIC A,2 - 3,246,SRB,4:06
Turnover foul,2,3.0,6,3,SRB,2.0,PETKOVIC A,2 - 3,217,CRO,3:37
Turnover foul,2,4.0,6,3,SRB,2.0,RANDELOVIC S,2 - 3,217,SRB,3:37
20 sec. exclusion in centre,2,4.0,6,3,SRB,2.0,RANDELOVIC S,2 - 3,209,SRB,3:29
Action shot - Post,2,11.0,6,3,SRB,2.0,SETKA A,2 - 3,185,CRO,3:05
20 sec. exclusion in centre,2,3.0,6,3,SRB,2.0,PETKOVIC A,2 - 3,168,CRO,2:48
Extra player shot - Goal,2,5.0,6,4,SRB,2.0,CUK M,2 - 4,157,SRB,2:37
Time-Out,2,,6,4,SRB,2.0,,2 - 4,157,CRO,2:37
20 sec. exclusion in centre,2,9.0,6,4,SRB,2.0,JAKSIC N,2 - 4,134,SRB,2:14
Action shot - Post,2,5.0,6,4,SRB,2.0,JOKOVIC M,2 - 4,112,CRO,1:52
5m shot - Saved,2,5.0,6,4,SRB,2.0,CUK M,2 - 4,86,SRB,1:26
5m shot - Saved,2,9.0,6,4,SRB,2.0,SUKNO S,2 - 4,53,CRO,0:53
Time-Out,2,,6,4,SRB,2.0,,2 - 4,53,SRB,0:53
20 sec. exclusion in centre,2,8.0,6,4,SRB,2.0,BUSLJE A,2 - 4,39,CRO,0:39
Extra player shot - Goal,2,10.0,6,5,SRB,2.0,FILIPOVIC F,2 - 5,24,SRB,0:24
5m shot - Missed,2,9.0,6,5,SRB,2.0,SUKNO S,2 - 5,17,CRO,0:17
Turnover foul,2,8.0,6,5,SRB,2.0,ALEKSIC M,2 - 5,2,SRB,0:02
Turnover foul,2,1.0,6,5,SRB,2.0,PAVIC J,2 - 5,0,CRO,0:00
Starting goalkeeper,2,1.0,6,5,SRB,3.0,PAVIC J,2 - 5,480,CRO,8:00
Starting goalkeeper,2,13.0,6,5,SRB,3.0,MITROVIC B,2 - 5,480,SRB,8:00
Sprint won possession,2,9.0,6,5,SRB,3.0,SUKNO S,2 - 5,480,CRO,8:00
Turnover foul,2,2.0,6,5,SRB,3.0,BURIC D,2 - 5,451,CRO,7:31
Steal,2,12.0,6,5,SRB,3.0,MITROVIC S,2 - 5,451,SRB,7:31
Counter attack - Goal,2,12.0,6,6,SRB,3.0,MITROVIC S,2 - 6,427,SRB,7:07
5m shot - Blocked,2,12.0,6,6,SRB,3.0,OBRADOVIC P,2 - 6,401,CRO,6:41
5m shot - Missed,2,11.0,6,6,SRB,3.0,PRLAINOVIC A,2 - 6,375,SRB,6:15
20 sec. exclusion in centre,2,10.0,6,6,SRB,3.0,FILIPOVIC F,2 - 6,354,SRB,5:54
Extra player shot - Goal,3,9.0,6,6,SRB,3.0,SUKNO S,3 - 6,336,CRO,5:36
20 sec. exclusion in centre,3,4.0,6,6,SRB,3.0,LONCAR L,3 - 6,323,CRO,5:23
Extra player shot - Goal,3,5.0,6,7,SRB,3.0,CUK M,3 - 7,305,SRB,5:05
20 sec. exclusion in centre,3,6.0,6,7,SRB,3.0,PIJETLOVIC D,3 - 7,291,SRB,4:51
Turnover foul,3,7.0,6,7,SRB,3.0,MUSLIM P,3 - 7,267,CRO,4:27
Steal,3,2.0,6,7,SRB,3.0,MANDIC D,3 - 7,267,SRB,4:27
Counter attack - Saved,3,5.0,6,7,SRB,3.0,CUK M,3 - 7,250,SRB,4:10
20 sec. exclusion in centre,3,8.0,6,7,SRB,3.0,ALEKSIC M,3 - 7,225,SRB,3:45
Time-Out,3,,6,7,SRB,3.0,,3 - 7,225,CRO,3:45
Action shot - Blocked,3,12.0,6,7,SRB,3.0,OBRADOVIC P,3 - 7,200,CRO,3:20
Action shot - Saved,3,6.0,6,7,SRB,3.0,PIJETLOVIC D,3 - 7,184,SRB,3:04
Turnover foul,3,12.0,6,7,SRB,3.0,OBRADOVIC P,3 - 7,155,CRO,2:35
Steal,3,10.0,6,7,SRB,3.0,FILIPOVIC F,3 - 7,155,SRB,2:35
20 sec. exclusion in centre,3,12.0,6,7,SRB,3.0,OBRADOVIC P,3 - 7,143,CRO,2:23
Extra player shot - Missed,3,10.0,6,7,SRB,3.0,FILIPOVIC F,3 - 7,126,SRB,2:06
20 sec. exclusion in centre,3,2.0,6,7,SRB,3.0,MANDIC D,3 - 7,108,SRB,1:48
Extra player shot - Goal,4,9.0,6,7,SRB,3.0,SUKNO S,4 - 7,108,CRO,1:48
Centre shot - Saved,4,7.0,6,7,SRB,3.0,NIKIC S,4 - 7,90,SRB,1:30
Turnover foul,4,6.0,6,7,SRB,3.0,BUKIC L,4 - 7,65,CRO,1:05
Counter attack - Missed,4,11.0,6,7,SRB,3.0,PRLAINOVIC A,4 - 7,49,SRB,0:49
5m shot - Post,4,2.0,6,7,SRB,3.0,BURIC D,4 - 7,23,CRO,0:23
Time-Out,4,,6,7,SRB,3.0,,4 - 7,23,SRB,0:23
Yellow card,4,,6,7,SRB,3.0,Team Official,4 - 7,23,CRO,0:23
5m shot - Missed,4,11.0,6,7,SRB,3.0,PRLAINOVIC A,4 - 7,13,SRB,0:13
Counter attack - Saved,4,9.0,6,7,SRB,3.0,SUKNO S,4 - 7,4,CRO,0:04
Action shot - Missed,4,2.0,6,7,SRB,3.0,BURIC D,4 - 7,1,CRO,0:01
Starting goalkeeper,4,1.0,6,7,SRB,4.0,PAVIC J,4 - 7,480,CRO,8:00
Starting goalkeeper,4,13.0,6,7,SRB,4.0,MITROVIC B,4 - 7,480,SRB,8:00
Sprint won possession,4,5.0,6,7,SRB,4.0,JOKOVIC M,4 - 7,480,CRO,8:00
Turnover foul,4,10.0,6,7,SRB,4.0,PASKVALIN F,4 - 7,451,CRO,7:31
Steal,4,2.0,6,7,SRB,4.0,MANDIC D,4 - 7,451,SRB,7:31
Action shot - Saved,4,11.0,6,7,SRB,4.0,PRLAINOVIC A,4 - 7,428,SRB,7:08
20 sec. exclusion in centre,4,2.0,6,7,SRB,4.0,MANDIC D,4 - 7,407,SRB,6:47
5m shot - Blocked,4,7.0,6,7,SRB,4.0,MUSLIM P,4 - 7,382,CRO,6:22
20 sec. exclusion in field,4,7.0,6,7,SRB,4.0,MUSLIM P,4 - 7,366,CRO,6:06
Extra player shot - Goal,4,6.0,6,8,SRB,4.0,PIJETLOVIC D,4 - 8,359,SRB,5:59
20 sec. exclusion in centre,4,3.0,6,8,SRB,4.0,GOCIC Z,4 - 8,343,SRB,5:43
Extra player shot - Saved,4,2.0,6,8,SRB,4.0,BURIC D,4 - 8,328,CRO,5:28
20 sec. exclusion in centre,4,12.0,6,8,SRB,4.0,OBRADOVIC P,4 - 8,306,CRO,5:06
Exclusion with substitution,4,12.0,6,8,SRB,4.0,OBRADOVIC P,4 - 8,306,CRO,5:06
Extra player shot - Goal,4,11.0,6,9,SRB,4.0,PRLAINOVIC A,4 - 9,288,SRB,4:48
Action shot - Saved,4,3.0,6,9,SRB,4.0,PETKOVIC A,4 - 9,260,CRO,4:20
5m shot - Saved,4,4.0,6,9,SRB,4.0,RANDELOVIC S,4 - 9,235,SRB,3:55
20 sec. exclusion in centre,4,4.0,6,9,SRB,4.0,RANDELOVIC S,4 - 9,213,SRB,3:33
Exclusion with substitution,4,4.0,6,9,SRB,4.0,RANDELOVIC S,4 - 9,213,SRB,3:33
5m shot - Post,4,9.0,6,9,SRB,4.0,SUKNO S,4 - 9,190,CRO,3:10
5m shot - Blocked,4,9.0,6,9,SRB,4.0,SUKNO S,4 - 9,159,CRO,2:39
5m shot - Goal,4,8.0,6,10,SRB,4.0,ALEKSIC M,4 - 10,130,SRB,2:10
20 sec. exclusion in centre,4,9.0,6,10,SRB,4.0,JAKSIC N,4 - 10,110,SRB,1:50
Extra player shot - Missed,4,3.0,6,10,SRB,4.0,PETKOVIC A,4 - 10,99,CRO,1:39
Time-Out,4,,6,10,SRB,4.0,,4 - 10,99,SRB,1:39
Turnover foul,4,2.0,6,10,SRB,4.0,MANDIC D,4 - 10,74,SRB,1:14
Steal,4,6.0,6,10,SRB,4.0,BUKIC L,4 - 10,74,CRO,1:14
Action shot - Goal,4,9.0,6,11,SRB,4.0,JAKSIC N,4 - 11,25,SRB,0:25
