Action,Cap,Game,ITA,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time
Time-Out,,5,7,7,NED,3.0,,7 - 7,149,ITA,2:29
20 sec. exclusion in centre,7.0,5,7,7,NED,3.0,NIJHUIS M,7 - 7,136,NED,2:16
5m shot - Post,3.0,5,7,7,NED,3.0,GARIBOTTI A,7 - 7,111,ITA,1:51
5m shot - Goal,3.0,5,2,5,NED,3.0,GARIBOTTI A,2 - 5,93,ITA,1:33
20 sec. exclusion in centre,10.0,5,2,5,NED,3.0,POMERI F,2 - 5,74,ITA,1:14
Time-Out,,5,2,5,NED,3.0,,2 - 5,74,NED,1:14
Extra player shot - Blocked,11.0,5,2,5,NED,3.0,KLAASSEN L,2 - 5,57,NED,0:57
Turnover foul,2.0,5,2,5,NED,3.0,SMIT M,2 - 5,43,NED,0:43
20 sec. exclusion in centre,3.0,5,2,5,NED,3.0,GENEE D,2 - 5,34,NED,0:34
Extra player shot - Missed,3.0,5,2,5,NED,3.0,GARIBOTTI A,2 - 5,17,ITA,0:17
Action shot - Saved,8.0,5,2,5,NED,3.0,SEVENICH V,2 - 5,1,NED,0:01
Starting goalkeeper,1.0,5,2,5,NED,4.0,GORLERO G,2 - 5,480,ITA,8:00
Starting goalkeeper,1.0,5,2,5,NED,4.0,AARTS L,2 - 5,480,NED,8:00
Sprint won possession,4.0,5,2,5,NED,4.0,VAN DER SLOOT C,2 - 5,480,NED,8:00
Turnover foul,2.0,5,2,5,NED,4.0,SMIT M,2 - 5,459,NED,7:39
Turnover foul,6.0,5,2,5,NED,4.0,AIELLO R,2 - 5,436,ITA,7:16
Turnover foul,2.0,5,2,5,NED,4.0,SMIT M,2 - 5,412,NED,6:52
Steal,8.0,5,2,5,NED,4.0,BIANCONI R,2 - 5,412,ITA,6:52
Action shot - Goal,5.0,5,3,5,NED,4.0,RADICCHI F,3 - 5,393,ITA,6:33
Turnover foul,6.0,5,3,5,NED,4.0,STOMPHORST N,3 - 5,364,NED,6:04
Action shot - Post,5.0,5,3,5,NED,4.0,RADICCHI F,3 - 5,337,ITA,5:37
Action shot - Post,9.0,5,3,5,NED,4.0,MEGENS M,3 - 5,306,NED,5:06
Turnover foul,8.0,5,3,5,NED,4.0,BIANCONI R,3 - 5,280,ITA,4:40
Steal,8.0,5,3,5,NED,4.0,SEVENICH V,3 - 5,280,NED,4:40
5m shot - Blocked,7.0,5,3,5,NED,4.0,NIJHUIS M,3 - 5,251,NED,4:11
20 sec. exclusion in centre,8.0,5,3,5,NED,4.0,SEVENICH V,3 - 5,235,NED,3:55
Extra player shot - Goal,4.0,5,4,5,NED,4.0,QUEIROLO E,4 - 5,232,ITA,3:52
5m shot - Saved,3.0,5,4,5,NED,4.0,GENEE D,4 - 5,204,NED,3:24
20 sec. exclusion in centre,4.0,5,4,5,NED,4.0,VAN DER SLOOT C,4 - 5,178,NED,2:58
Extra player shot - Blocked,9.0,5,4,5,NED,4.0,EMMOLO G,4 - 5,161,ITA,2:41
Action shot - Goal,6.0,5,5,5,NED,4.0,AIELLO R,5 - 5,154,ITA,2:34
Time-Out,,5,5,5,NED,4.0,,5 - 5,154,NED,2:34
5m shot - Saved,9.0,5,5,5,NED,4.0,MEGENS M,5 - 5,138,NED,2:18
5m shot - Saved,8.0,5,5,5,NED,4.0,BIANCONI R,5 - 5,110,ITA,1:50
5m shot - Missed,7.0,5,5,5,NED,4.0,NIJHUIS M,5 - 5,80,NED,1:20
5m shot - Missed,5.0,5,5,5,NED,4.0,RADICCHI F,5 - 5,56,ITA,0:56
Double exclusion,7.0,5,5,5,NED,4.0,NIJHUIS M,5 - 5,56,NED,0:56
Double exclusion,12.0,5,5,5,NED,4.0,FRASSINETTI T,5 - 5,52,ITA,0:52
5m shot - Missed,11.0,5,5,5,NED,4.0,KLAASSEN L,5 - 5,38,NED,0:38
5m shot - Saved,9.0,5,5,5,NED,4.0,EMMOLO G,5 - 5,12,ITA,0:12
5m shot - Missed,8.0,5,5,5,NED,4.0,SEVENICH V,5 - 5,2,NED,0:02
Time-Out,,5,5,5,NED,4.0,,5 - 5,2,ITA,0:02
5m shot - Saved,7.0,5,5,5,NED,4.0,DI MARIO T,5 - 5,0,ITA,0:00
Starting goalkeeper,1.0,6,0,0,AUS,1.0,YANITSAS L,0 - 0,480,AUS,8:00
Starting goalkeeper,1.0,6,0,0,AUS,1.0,GORLERO G,0 - 0,480,ITA,8:00
Sprint won possession,12.0,6,0,0,AUS,1.0,ZAGAME N,0 - 0,480,AUS,8:00
Turnover foul,4.0,6,0,0,AUS,1.0,LINCOLN-SMITH H,0 - 0,457,AUS,7:37
Turnover foul,9.0,6,0,0,AUS,1.0,EMMOLO G,0 - 0,441,ITA,7:21
Steal,12.0,6,0,0,AUS,1.0,ZAGAME N,0 - 0,441,AUS,7:21
Counter attack - Saved,12.0,6,0,0,AUS,1.0,ZAGAME N,0 - 0,431,AUS,7:11
Turnover foul,12.0,6,0,0,AUS,1.0,FRASSINETTI T,0 - 0,414,ITA,6:54
Turnover foul,12.0,6,0,0,AUS,1.0,ZAGAME N,0 - 0,405,AUS,6:45
Steal,8.0,6,0,0,AUS,1.0,BIANCONI R,0 - 0,405,ITA,6:45
20 sec. exclusion in centre,6.0,6,0,0,AUS,1.0,KNOX B,0 - 0,388,AUS,6:28
Turnover foul,3.0,6,0,0,AUS,1.0,GARIBOTTI A,0 - 0,378,ITA,6:18
Counter attack - Goal,7.0,6,0,1,AUS,1.0,WEBSTER R,1 - 0,363,AUS,6:03
5m shot - Saved,7.0,6,0,1,AUS,1.0,DI MARIO T,1 - 0,337,ITA,5:37
20 sec. exclusion in centre,5.0,6,0,1,AUS,1.0,RADICCHI F,1 - 0,328,ITA,5:28
Action shot - Goal,10.0,6,0,2,AUS,1.0,SOUTHERN A,2 - 0,304,AUS,5:04
Turnover foul,3.0,6,0,2,AUS,1.0,GARIBOTTI A,2 - 0,289,ITA,4:49
Action shot - Missed,5.0,6,0,2,AUS,1.0,GOFERS K,2 - 0,267,AUS,4:27
Turnover foul,7.0,6,0,2,AUS,1.0,DI MARIO T,2 - 0,245,ITA,4:05
Steal,10.0,6,0,2,AUS,1.0,SOUTHERN A,2 - 0,245,AUS,4:05
Turnover foul,5.0,6,0,2,AUS,1.0,GOFERS K,2 - 0,212,AUS,3:32
Time-Out,,6,0,2,AUS,1.0,,2 - 0,211,ITA,3:31
Action shot - Missed,8.0,6,0,2,AUS,1.0,BIANCONI R,2 - 0,194,ITA,3:14
Turnover foul,2.0,6,0,2,AUS,1.0,BEADSWORTH G,2 - 0,182,AUS,3:02
20 sec. exclusion in centre,6.0,6,0,2,AUS,1.0,KNOX B,2 - 0,160,AUS,2:40
Extra player shot - Goal,8.0,6,1,2,AUS,1.0,BIANCONI R,2 - 1,154,ITA,2:34
Turnover foul,9.0,6,1,2,AUS,1.0,ARANCINI Z,2 - 1,127,AUS,2:07
Steal,6.0,6,1,2,AUS,1.0,AIELLO R,2 - 1,127,ITA,2:07
20 sec. exclusion in field,10.0,6,1,2,AUS,1.0,SOUTHERN A,2 - 1,113,AUS,1:53
Extra player shot - Goal,3.0,6,2,2,AUS,1.0,GARIBOTTI A,2 - 2,97,ITA,1:37
Action shot - Saved,9.0,6,2,2,AUS,1.0,ARANCINI Z,2 - 2,69,AUS,1:09
Turnover foul,4.0,6,2,2,AUS,1.0,QUEIROLO E,2 - 2,59,ITA,0:59
5m shot - Missed,8.0,6,2,2,AUS,1.0,MCGHIE G,2 - 2,46,AUS,0:46
Counter attack - Goal,6.0,6,3,2,AUS,1.0,AIELLO R,2 - 3,34,ITA,0:34
Time-Out,,6,3,2,AUS,1.0,,2 - 3,34,AUS,0:34
Turnover foul,4.0,6,3,2,AUS,1.0,LINCOLN-SMITH H,2 - 3,11,AUS,0:11
Turnover foul,6.0,6,3,2,AUS,1.0,AIELLO R,2 - 3,3,ITA,0:03
5m shot - Missed,7.0,6,3,2,AUS,1.0,WEBSTER R,2 - 3,0,AUS,0:00
Starting goalkeeper,1.0,6,3,2,AUS,2.0,YANITSAS L,2 - 3,480,AUS,8:00
Starting goalkeeper,1.0,6,3,2,AUS,2.0,GORLERO G,2 - 3,480,ITA,8:00
Sprint won possession,7.0,6,3,2,AUS,2.0,DI MARIO T,2 - 3,480,ITA,8:00
Turnover foul,8.0,6,3,2,AUS,2.0,BIANCONI R,2 - 3,467,ITA,7:47
Steal,8.0,6,3,2,AUS,2.0,MCGHIE G,2 - 3,467,AUS,7:47
20 sec. exclusion in field,8.0,6,3,2,AUS,2.0,BIANCONI R,2 - 3,462,ITA,7:42
Action shot - Goal,7.0,6,3,3,AUS,2.0,WEBSTER R,3 - 3,435,AUS,7:15
20 sec. exclusion in centre,3.0,6,3,3,AUS,2.0,BUCKLING H,3 - 3,418,AUS,6:58
Action shot - Goal,7.0,6,4,3,AUS,2.0,DI MARIO T,3 - 4,396,ITA,6:36
Yellow card,,6,4,3,AUS,2.0,Team Official,3 - 4,395,AUS,6:35
Action shot - Saved,8.0,6,4,3,AUS,2.0,MCGHIE G,3 - 4,366,AUS,6:06
Turnover foul,12.0,6,4,3,AUS,2.0,FRASSINETTI T,3 - 4,346,ITA,5:46
5m shot - Saved,7.0,6,4,3,AUS,2.0,WEBSTER R,3 - 4,333,AUS,5:33
Turnover foul,3.0,6,4,3,AUS,2.0,BUCKLING H,3 - 4,318,AUS,5:18
Steal,3.0,6,4,3,AUS,2.0,GARIBOTTI A,3 - 4,318,ITA,5:18
Turnover foul,3.0,6,4,3,AUS,2.0,GARIBOTTI A,3 - 4,288,ITA,4:48
5m shot - Blocked,8.0,6,4,3,AUS,2.0,MCGHIE G,3 - 4,269,AUS,4:29
Turnover foul,6.0,6,4,3,AUS,2.0,AIELLO R,3 - 4,249,ITA,4:09
20 sec. exclusion in centre,9.0,6,4,3,AUS,2.0,EMMOLO G,3 - 4,243,ITA,4:03
Time-Out,,6,4,3,AUS,2.0,,3 - 4,243,AUS,4:03
5m shot - Saved,10.0,6,4,3,AUS,2.0,SOUTHERN A,3 - 4,217,AUS,3:37
Turnover foul,7.0,6,4,3,AUS,2.0,DI MARIO T,3 - 4,186,ITA,3:06
Counter attack - Post,5.0,6,4,3,AUS,2.0,GOFERS K,3 - 4,175,AUS,2:55
5m shot - Goal,7.0,6,5,3,AUS,2.0,DI MARIO T,3 - 5,143,ITA,2:23
Goalkeeper substitution,13.0,6,5,3,AUS,2.0,WAKEFIELD K,3 - 5,142,AUS,2:22
20 sec. exclusion in centre,3.0,6,5,3,AUS,2.0,GARIBOTTI A,3 - 5,122,ITA,2:02
Steal,13.0,6,5,3,AUS,4.0,WAKEFIELD K,3 - 5,105,AUS,1:45
Turnover foul,5.0,6,5,3,AUS,4.0,GOFERS K,3 - 5,87,AUS,1:27
Centre shot - Saved,12.0,6,5,3,AUS,4.0,FRASSINETTI T,3 - 5,63,ITA,1:03
20 sec. exclusion in centre,9.0,6,5,3,AUS,4.0,EMMOLO G,3 - 5,54,ITA,0:54
Action shot - Missed,10.0,6,5,3,AUS,4.0,SOUTHERN A,3 - 5,26,AUS,0:26
5m shot - Blocked,3.0,6,5,3,AUS,4.0,GARIBOTTI A,3 - 5,6,ITA,0:06
5m shot - Saved,7.0,6,5,3,AUS,4.0,WEBSTER R,3 - 5,0,AUS,0:00
Action shot - Blocked,12.0,6,5,3,AUS,2.0,ZAGAME N,3 - 5,99,AUS,1:39
Turnover foul,6.0,6,5,3,AUS,2.0,KNOX B,3 - 5,72,AUS,1:12
Turnover foul,4.0,6,5,3,AUS,2.0,QUEIROLO E,3 - 5,38,ITA,0:38
Steal,13.0,6,5,3,AUS,2.0,WAKEFIELD K,3 - 5,38,AUS,0:38
5m shot - Blocked,5.0,6,5,3,AUS,2.0,GOFERS K,3 - 5,11,AUS,0:11
Yellow card,,6,5,3,AUS,2.0,Team Official,3 - 5,11,ITA,0:11
Time-Out,,6,5,3,AUS,2.0,,3 - 5,11,ITA,0:11
Turnover foul,12.0,6,5,3,AUS,2.0,FRASSINETTI T,3 - 5,5,ITA,0:05
Starting goalkeeper,13.0,6,5,3,AUS,3.0,WAKEFIELD K,3 - 5,480,AUS,8:00
Starting goalkeeper,1.0,6,5,3,AUS,3.0,GORLERO G,3 - 5,480,ITA,8:00
Sprint won possession,7.0,6,5,3,AUS,3.0,DI MARIO T,3 - 5,480,ITA,8:00
Action shot - Post,3.0,6,5,3,AUS,3.0,GARIBOTTI A,3 - 5,451,ITA,7:31
Counter attack - Saved,12.0,6,5,3,AUS,3.0,ZAGAME N,3 - 5,437,AUS,7:17
Turnover foul,12.0,6,5,3,AUS,3.0,FRASSINETTI T,3 - 5,423,ITA,7:03
Turnover foul,12.0,6,5,3,AUS,3.0,ZAGAME N,3 - 5,406,AUS,6:46
Turnover foul,12.0,6,5,3,AUS,3.0,FRASSINETTI T,3 - 5,383,ITA,6:23
Steal,8.0,6,5,3,AUS,3.0,MCGHIE G,3 - 5,383,AUS,6:23
Action shot - Saved,7.0,6,5,3,AUS,3.0,WEBSTER R,3 - 5,368,AUS,6:08
5m shot - Saved,5.0,6,5,3,AUS,3.0,RADICCHI F,3 - 5,341,ITA,5:41
Action shot - Saved,8.0,6,5,3,AUS,3.0,MCGHIE G,3 - 5,321,AUS,5:21
20 sec. exclusion in centre,5.0,6,5,3,AUS,3.0,RADICCHI F,3 - 5,310,ITA,5:10
Extra player shot - Goal,12.0,6,5,4,AUS,3.0,ZAGAME N,4 - 5,291,AUS,4:51
20 sec. exclusion in centre,2.0,6,5,4,AUS,3.0,BEADSWORTH G,4 - 5,277,AUS,4:37
Time-Out,,6,5,4,AUS,3.0,,4 - 5,276,ITA,4:36
5m shot - Post,8.0,6,5,4,AUS,3.0,BIANCONI R,4 - 5,251,ITA,4:11
Action shot - Post,2.0,6,5,4,AUS,3.0,BEADSWORTH G,4 - 5,221,AUS,3:41
Turnover foul,5.0,6,5,4,AUS,3.0,GOFERS K,4 - 5,197,AUS,3:17
Steal,2.0,6,5,4,AUS,3.0,TABANI C,4 - 5,197,ITA,3:17
20 sec. exclusion in centre,3.0,6,5,4,AUS,3.0,GARIBOTTI A,4 - 5,158,ITA,2:38
Time-Out,,6,5,4,AUS,3.0,,4 - 5,158,AUS,2:38
Centre shot - Saved,6.0,6,5,4,AUS,3.0,KNOX B,4 - 5,133,AUS,2:13
Action shot - Saved,9.0,6,5,4,AUS,3.0,EMMOLO G,4 - 5,103,ITA,1:43
Turnover foul,13.0,6,5,4,AUS,3.0,WAKEFIELD K,4 - 5,97,AUS,1:37
Turnover foul,6.0,6,5,4,AUS,3.0,AIELLO R,4 - 5,73,ITA,1:13
Steal,2.0,6,5,4,AUS,3.0,BEADSWORTH G,4 - 5,73,AUS,1:13
Counter attack - Goal,10.0,6,5,5,AUS,3.0,SOUTHERN A,5 - 5,66,AUS,1:06
20 sec. exclusion in centre,4.0,6,5,5,AUS,3.0,LINCOLN-SMITH H,5 - 5,57,AUS,0:57
5m shot - Post,8.0,6,5,5,AUS,3.0,BIANCONI R,5 - 5,26,ITA,0:26
Turnover foul,8.0,6,5,5,AUS,3.0,BIANCONI R,5 - 5,0,ITA,0:00
Starting goalkeeper,13.0,6,5,5,AUS,4.0,WAKEFIELD K,5 - 5,480,AUS,8:00
Starting goalkeeper,1.0,6,5,5,AUS,4.0,GORLERO G,5 - 5,480,ITA,8:00
Sprint won possession,7.0,6,5,5,AUS,4.0,DI MARIO T,5 - 5,480,ITA,8:00
Action shot - Goal,8.0,6,5,6,AUS,4.0,MCGHIE G,6 - 5,422,AUS,7:02
Turnover foul,12.0,6,5,6,AUS,4.0,FRASSINETTI T,6 - 5,403,ITA,6:43
Turnover foul,7.0,6,5,6,AUS,4.0,WEBSTER R,6 - 5,393,AUS,6:33
20 sec. exclusion in centre,10.0,6,5,6,AUS,4.0,SOUTHERN A,6 - 5,383,AUS,6:23
Turnover foul,2.0,6,5,6,AUS,4.0,TABANI C,6 - 5,361,ITA,6:01
Turnover foul,2.0,6,5,6,AUS,4.0,BEADSWORTH G,6 - 5,332,AUS,5:32
20 sec. exclusion in centre,6.0,6,5,6,AUS,4.0,KNOX B,6 - 5,317,AUS,5:17
Exclusion with substitution,6.0,6,5,6,AUS,4.0,KNOX B,6 - 5,317,AUS,5:17
Action shot - Goal,7.0,6,6,6,AUS,4.0,DI MARIO T,6 - 6,293,ITA,4:53
20 sec. exclusion in centre,6.0,6,6,6,AUS,4.0,AIELLO R,6 - 6,275,ITA,4:35
Extra player shot - Goal,3.0,6,6,7,AUS,4.0,BUCKLING H,7 - 6,256,AUS,4:16
5m shot - Post,3.0,6,6,7,AUS,4.0,GARIBOTTI A,7 - 6,240,ITA,4:00
20 sec. exclusion in centre,7.0,6,6,7,AUS,4.0,DI MARIO T,7 - 6,217,ITA,3:37
Action shot - Blocked,7.0,6,6,7,AUS,4.0,WEBSTER R,7 - 6,189,AUS,3:09
20 sec. exclusion in field,7.0,6,6,7,AUS,4.0,WEBSTER R,7 - 6,188,AUS,3:08
Time-Out,,6,6,7,AUS,4.0,,7 - 6,187,ITA,3:07
Centre shot - Goal,6.0,6,7,7,AUS,4.0,AIELLO R,7 - 7,166,ITA,2:46
20 sec. exclusion in centre,5.0,6,7,7,AUS,4.0,RADICCHI F,7 - 7,148,ITA,2:28
Exclusion with substitution,5.0,6,7,7,AUS,4.0,RADICCHI F,7 - 7,148,ITA,2:28
Time-Out,,6,7,7,AUS,4.0,,7 - 7,148,AUS,2:28
Centre shot - Saved,10.0,6,7,7,AUS,4.0,SOUTHERN A,7 - 7,120,AUS,2:00
Turnover foul,7.0,6,7,7,AUS,4.0,DI MARIO T,7 - 7,105,ITA,1:45
