Action,Cap,Game,JPN,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time
5m shot - Goal,2.0,2,6,10,NED,3.0,ARIMA Y,6 - 10,331,JPN,5:31
Turnover foul,2.0,2,6,10,NED,3.0,SMIT Y,6 - 10,309,NED,5:09
Steal,7.0,2,6,10,NED,3.0,INABA A,6 - 10,309,JPN,5:09
Action shot - Goal,9.0,2,6,11,NED,3.0,MEGENS M,6 - 11,277,NED,4:37
Turnover foul,4.0,2,6,11,NED,3.0,MAGARIYAMA S,6 - 11,268,JPN,4:28
Steal,13.0,2,6,11,NED,3.0,WILLEMSZ D,6 - 11,268,NED,4:28
Penalty foul,2.0,2,6,11,NED,3.0,ARIMA Y,6 - 11,250,JPN,4:10
Penalty shot - Goal,9.0,2,6,12,NED,3.0,MEGENS M,6 - 12,250,NED,4:10
20 sec. exclusion in centre,9.0,2,6,12,NED,3.0,MEGENS M,6 - 12,235,NED,3:55
Time-Out,,2,6,12,NED,3.0,,6 - 12,235,JPN,3:55
Action shot - Saved,7.0,2,6,12,NED,3.0,INABA A,6 - 12,182,JPN,3:02
Action shot - Saved,4.0,2,6,12,NED,3.0,van der SLOOT S,6 - 12,178,NED,2:58
Action shot - Post,7.0,2,6,12,NED,3.0,INABA A,6 - 12,172,JPN,2:52
5m shot - Saved,5.0,2,6,12,NED,3.0,SAKANOUE C,6 - 12,161,JPN,2:41
Turnover foul,4.0,2,6,12,NED,3.0,van der SLOOT S,6 - 12,142,NED,2:22
Steal,5.0,2,6,12,NED,3.0,SAKANOUE C,6 - 12,142,JPN,2:22
Centre shot - Saved,4.0,2,6,12,NED,3.0,MAGARIYAMA S,6 - 12,118,JPN,1:58
Centre shot - Goal,4.0,2,6,13,NED,3.0,van der SLOOT S,6 - 13,103,NED,1:43
Turnover foul,6.0,2,6,13,NED,3.0,YAMAMOTO M,6 - 13,80,JPN,1:20
Steal,6.0,2,6,13,NED,3.0,STOMPHORST N,6 - 13,80,NED,1:20
Turnover foul,6.0,2,6,13,NED,3.0,STOMPHORST N,6 - 13,60,NED,1:00
Centre shot - Goal,3.0,2,7,13,NED,3.0,KAZAMA Y,7 - 13,60,JPN,1:00
Action shot - Goal,7.0,2,7,14,NED,3.0,NIJHUIS M,7 - 14,44,NED,0:44
Centre shot - Saved,2.0,2,7,14,NED,3.0,ARIMA Y,7 - 14,21,JPN,0:21
20 sec. exclusion in field,10.0,2,7,14,NED,3.0,NORO M,7 - 14,17,JPN,0:17
Time-Out,,2,7,14,NED,3.0,,7 - 14,17,NED,0:17
Action shot - Goal,8.0,2,7,15,NED,3.0,SEVENICH V,7 - 15,6,NED,0:06
20 sec. exclusion in field,6.0,2,7,15,NED,4.0,STOMPHORST N,7 - 15,252,NED,4:12
Time-Out,,2,7,15,NED,4.0,,7 - 15,247,JPN,4:07
Extra player shot - Blocked,6.0,2,7,15,NED,4.0,YAMAMOTO M,7 - 15,235,JPN,3:55
5m shot - Goal,11.0,2,8,18,NED,4.0,KLAASSEN L,8 - 18,208,NED,3:28
Turnover foul,8.0,2,8,18,NED,4.0,NIIZAWA Y,8 - 18,166,JPN,2:46
Steal,7.0,2,8,18,NED,4.0,NIJHUIS M,8 - 18,166,NED,2:46
Turnover foul,8.0,2,8,18,NED,4.0,SEVENICH V,8 - 18,160,NED,2:40
Steal,13.0,2,8,18,NED,4.0,SHIOYA M,8 - 18,160,JPN,2:40
5m shot - Post,7.0,2,8,18,NED,4.0,INABA A,8 - 18,149,JPN,2:29
5m shot - Goal,7.0,2,8,19,NED,4.0,NIJHUIS M,8 - 19,135,NED,2:15
5m shot - Missed,2.0,2,8,19,NED,4.0,ARIMA Y,8 - 19,113,JPN,1:53
20 sec. exclusion in field,7.0,2,8,19,NED,4.0,INABA A,8 - 19,103,JPN,1:43
Extra player shot - Saved,7.0,2,8,19,NED,4.0,NIJHUIS M,8 - 19,65,NED,1:05
Penalty foul,2.0,2,8,19,NED,4.0,SMIT Y,8 - 19,65,NED,1:05
Penalty shot - Saved,3.0,2,8,19,NED,4.0,KAZAMA Y,8 - 19,65,JPN,1:05
Action shot - Missed,11.0,2,8,19,NED,4.0,KLAASSEN L,8 - 19,46,NED,0:46
Centre shot - Saved,2.0,2,8,19,NED,4.0,ARIMA Y,8 - 19,31,JPN,0:31
5m shot - Goal,11.0,2,8,20,NED,4.0,KLAASSEN L,8 - 20,4,NED,0:04
5m shot - Saved,2.0,2,8,20,NED,4.0,ARIMA Y,8 - 20,1,JPN,0:01
Starting goalkeeper,13.0,3,0,0,FRA,1.0,SHIOYA M,0 - 0,480,JPN,8:00
Starting goalkeeper,1.0,3,0,0,FRA,1.0,COUNIL L,0 - 0,480,FRA,8:00
Sprint won possession,12.0,3,0,0,FRA,1.0,DAULE A,0 - 0,480,FRA,8:00
Turnover foul,7.0,3,0,0,FRA,1.0,VALVERDE C,0 - 0,456,FRA,7:36
Steal,1.0,3,0,0,FRA,1.0,AOKI M,0 - 0,456,JPN,7:36
Action shot - Goal,12.0,3,1,0,FRA,1.0,SUZUKI K,1 - 0,442,JPN,7:22
Centre shot - Goal,6.0,3,1,1,FRA,1.0,MAHIEU G,1 - 1,416,FRA,6:56
5m shot - Goal,5.0,3,2,1,FRA,1.0,SAKANOUE C,2 - 1,393,JPN,6:33
Centre shot - Post,6.0,3,2,1,FRA,1.0,MAHIEU G,2 - 1,362,FRA,6:02
Centre shot - Post,6.0,3,2,1,FRA,1.0,YAMAMOTO M,2 - 1,344,JPN,5:44
20 sec. exclusion in centre,11.0,3,2,1,FRA,1.0,TOKUMOTO M,2 - 1,325,JPN,5:25
Extra player shot - Goal,11.0,3,2,2,FRA,1.0,BARBIEUX M,2 - 2,318,FRA,5:18
5m shot - Post,2.0,3,2,2,FRA,1.0,ARIMA Y,2 - 2,301,JPN,5:01
Turnover foul,12.0,3,2,2,FRA,1.0,DAULE A,2 - 2,284,FRA,4:44
Steal,5.0,3,2,2,FRA,1.0,SAKANOUE C,2 - 2,284,JPN,4:44
Turnover foul,7.0,3,2,2,FRA,1.0,INABA A,2 - 2,270,JPN,4:30
Steal,1.0,3,2,2,FRA,1.0,COUNIL L,2 - 2,270,FRA,4:30
Turnover foul,7.0,3,2,2,FRA,1.0,VALVERDE C,2 - 2,246,FRA,4:06
Steal,5.0,3,2,2,FRA,1.0,SAKANOUE C,2 - 2,246,JPN,4:06
20 sec. exclusion in field,11.0,3,2,2,FRA,1.0,BARBIEUX M,2 - 2,237,FRA,3:57
Extra player shot - Post,10.0,3,2,2,FRA,1.0,NORO M,2 - 2,225,JPN,3:45
Turnover foul,6.0,3,2,2,FRA,1.0,MAHIEU G,2 - 2,193,FRA,3:13
Steal,7.0,3,2,2,FRA,1.0,INABA A,2 - 2,193,JPN,3:13
Turnover foul,5.0,3,2,2,FRA,1.0,SAKANOUE C,2 - 2,192,JPN,3:12
Turnover foul,7.0,3,2,2,FRA,1.0,VALVERDE C,2 - 2,163,FRA,2:43
Action shot - Missed,12.0,3,2,2,FRA,1.0,SUZUKI K,2 - 2,149,JPN,2:29
Action shot - Saved,7.0,3,2,2,FRA,1.0,VALVERDE C,2 - 2,130,FRA,2:10
Counter attack - Goal,7.0,3,3,2,FRA,1.0,INABA A,3 - 2,117,JPN,1:57
Turnover foul,2.0,3,3,2,FRA,1.0,MILLOT E,3 - 2,98,FRA,1:38
Steal,4.0,3,3,2,FRA,1.0,MAGARIYAMA S,3 - 2,98,JPN,1:38
5m shot - Post,2.0,3,3,2,FRA,1.0,ARIMA Y,3 - 2,84,JPN,1:24
Turnover foul,2.0,3,3,2,FRA,1.0,MILLOT E,3 - 2,56,FRA,0:56
Steal,12.0,3,3,2,FRA,1.0,SUZUKI K,3 - 2,56,JPN,0:56
Action shot - Saved,3.0,3,3,2,FRA,1.0,KAZAMA Y,3 - 2,36,JPN,0:36
20 sec. exclusion in centre,2.0,3,3,2,FRA,1.0,ARIMA Y,3 - 2,14,JPN,0:14
Time-Out,,3,3,2,FRA,1.0,,3 - 2,14,FRA,0:14
Extra player shot - Goal,5.0,3,3,3,FRA,1.0,GUILLET L,3 - 3,1,FRA,0:01
Starting goalkeeper,13.0,3,3,3,FRA,2.0,SHIOYA M,3 - 3,480,JPN,8:00
Starting goalkeeper,1.0,3,3,3,FRA,2.0,COUNIL L,3 - 3,480,FRA,8:00
Sprint won possession,12.0,3,3,3,FRA,2.0,DAULE A,3 - 3,480,FRA,8:00
Action shot - Saved,7.0,3,3,3,FRA,2.0,INABA A,3 - 3,451,JPN,7:31
5m shot - Saved,7.0,3,3,3,FRA,2.0,VALVERDE C,3 - 3,425,FRA,7:05
5m shot - Missed,10.0,3,3,3,FRA,2.0,NORO M,3 - 3,401,JPN,6:41
20 sec. exclusion in centre,11.0,3,3,3,FRA,2.0,TOKUMOTO M,3 - 3,374,JPN,6:14
Extra player shot - Goal,12.0,3,3,4,FRA,2.0,DAULE A,3 - 4,368,FRA,6:08
Turnover foul,8.0,3,3,4,FRA,2.0,NIIZAWA Y,3 - 4,350,JPN,5:50
Steal,9.0,3,3,4,FRA,2.0,SACRE A,3 - 4,350,FRA,5:50
20 sec. exclusion in centre,6.0,3,3,4,FRA,2.0,YAMAMOTO M,3 - 4,333,JPN,5:33
Extra player shot - Goal,2.0,3,3,5,FRA,2.0,MILLOT E,3 - 5,313,FRA,5:13
Turnover foul,12.0,3,3,5,FRA,2.0,SUZUKI K,3 - 5,297,JPN,4:57
Steal,3.0,3,3,5,FRA,2.0,BACHELIER L,3 - 5,297,FRA,4:57
Goalkeeper substitution,1.0,3,3,5,FRA,2.0,COUNIL L,3 - 5,285,FRA,4:45
Centre shot - Missed,6.0,3,3,5,FRA,2.0,MAHIEU G,3 - 5,269,FRA,4:29
20 sec. exclusion in field,6.0,3,3,5,FRA,2.0,MAHIEU G,3 - 5,266,FRA,4:26
5m shot - Post,7.0,3,3,5,FRA,2.0,INABA A,3 - 5,240,JPN,4:00
Action shot - Saved,5.0,3,3,5,FRA,2.0,GUILLET L,3 - 5,209,FRA,3:29
Action shot - Saved,5.0,3,3,5,FRA,2.0,SAKANOUE C,3 - 5,195,JPN,3:15
Turnover foul,4.0,3,3,5,FRA,2.0,SACRE A,3 - 5,161,FRA,2:41
Steal,7.0,3,3,5,FRA,2.0,INABA A,3 - 5,161,JPN,2:41
Turnover foul,4.0,3,3,5,FRA,2.0,MAGARIYAMA S,3 - 5,147,JPN,2:27
Turnover foul,7.0,3,3,5,FRA,2.0,INABA A,3 - 5,103,JPN,1:43
Counter attack - Post,7.0,3,3,5,FRA,4.0,INABA A,3 - 5,311,JPN,5:11
Turnover foul,5.0,3,3,5,FRA,4.0,GUILLET L,3 - 5,294,FRA,4:54
Steal,5.0,3,3,5,FRA,4.0,SAKANOUE C,3 - 5,294,JPN,4:54
Penalty foul,12.0,3,3,5,FRA,4.0,DAULE A,3 - 5,284,FRA,4:44
Yellow card,,3,3,5,FRA,4.0,Team Official,3 - 5,284,JPN,4:44
Penalty shot - Saved,2.0,3,3,5,FRA,4.0,ARIMA Y,3 - 5,284,JPN,4:44
5m shot - Post,2.0,3,3,5,FRA,4.0,MILLOT E,3 - 5,259,FRA,4:19
Counter attack - Goal,6.0,3,8,8,FRA,4.0,YAMAMOTO M,8 - 8,242,JPN,4:02
Action shot - Blocked,12.0,3,8,8,FRA,4.0,SUZUKI K,8 - 8,203,JPN,3:23
Steal,5.0,3,8,8,FRA,2.0,GUILLET L,8 - 8,103,FRA,1:43
Penalty foul,5.0,3,8,8,FRA,2.0,SAKANOUE C,8 - 8,85,JPN,1:25
Penalty shot - Goal,2.0,3,3,6,FRA,2.0,MILLOT E,3 - 6,85,FRA,1:25
Time-Out,,3,3,6,FRA,2.0,,3 - 6,85,JPN,1:25
5m shot - Saved,2.0,3,3,6,FRA,2.0,ARIMA Y,3 - 6,61,JPN,1:01
Turnover foul,12.0,3,3,6,FRA,2.0,DAULE A,3 - 6,37,FRA,0:37
Steal,13.0,3,3,6,FRA,2.0,SHIOYA M,3 - 6,37,JPN,0:37
20 sec. exclusion in field,7.0,3,3,6,FRA,2.0,VALVERDE C,3 - 6,35,FRA,0:35
Extra player shot - Saved,7.0,3,3,6,FRA,2.0,INABA A,3 - 6,20,JPN,0:20
Time-Out,,3,3,6,FRA,2.0,,3 - 6,16,FRA,0:16
Turnover foul,3.0,3,3,6,FRA,2.0,BACHELIER L,3 - 6,8,FRA,0:08
Starting goalkeeper,13.0,3,3,6,FRA,3.0,SHIOYA M,3 - 6,480,JPN,8:00
Starting goalkeeper,1.0,3,3,6,FRA,3.0,COUNIL L,3 - 6,480,FRA,8:00
Sprint won possession,12.0,3,3,6,FRA,3.0,DAULE A,3 - 6,480,FRA,8:00
Turnover foul,2.0,3,3,6,FRA,3.0,MILLOT E,3 - 6,451,FRA,7:31
Turnover foul,10.0,3,3,6,FRA,3.0,NORO M,3 - 6,438,JPN,7:18
Steal,5.0,3,3,6,FRA,3.0,GUILLET L,3 - 6,438,FRA,7:18
Turnover foul,1.0,3,3,6,FRA,3.0,COUNIL L,3 - 6,426,FRA,7:06
Steal,12.0,3,3,6,FRA,3.0,SUZUKI K,3 - 6,426,JPN,7:06
Turnover foul,10.0,3,3,6,FRA,3.0,NORO M,3 - 6,412,JPN,6:52
5m shot - Missed,5.0,3,3,6,FRA,3.0,GUILLET L,3 - 6,395,FRA,6:35
20 sec. exclusion in field,2.0,3,3,6,FRA,3.0,MILLOT E,3 - 6,373,FRA,6:13
Extra player shot - Saved,6.0,3,3,6,FRA,3.0,YAMAMOTO M,3 - 6,355,JPN,5:55
Turnover foul,7.0,3,3,6,FRA,3.0,VALVERDE C,3 - 6,325,FRA,5:25
Steal,5.0,3,3,6,FRA,3.0,SAKANOUE C,3 - 6,325,JPN,5:25
Action shot - Goal,12.0,3,4,6,FRA,3.0,SUZUKI K,4 - 6,313,JPN,5:13
5m shot - Saved,2.0,3,4,6,FRA,3.0,MILLOT E,4 - 6,286,FRA,4:46
Centre shot - Post,8.0,3,4,6,FRA,3.0,NIIZAWA Y,4 - 6,279,JPN,4:39
5m shot - Blocked,2.0,3,4,6,FRA,3.0,ARIMA Y,4 - 6,219,JPN,3:39
Turnover foul,12.0,3,4,6,FRA,3.0,DAULE A,4 - 6,186,FRA,3:06
Steal,13.0,3,4,6,FRA,3.0,SHIOYA M,4 - 6,186,JPN,3:06
Action shot - Post,5.0,3,4,6,FRA,3.0,SAKANOUE C,4 - 6,184,JPN,3:04
20 sec. exclusion in field,6.0,3,4,6,FRA,3.0,MAHIEU G,4 - 6,135,FRA,2:15
Time-Out,,3,4,6,FRA,3.0,,4 - 6,135,JPN,2:15
Action shot - Goal,7.0,3,5,6,FRA,3.0,INABA A,5 - 6,113,JPN,1:53
Turnover foul,4.0,3,5,6,FRA,3.0,SACRE A,5 - 6,94,FRA,1:34
Action shot - Saved,7.0,3,5,6,FRA,3.0,INABA A,5 - 6,71,JPN,1:11
Turnover foul,4.0,3,5,6,FRA,3.0,SACRE A,5 - 6,42,FRA,0:42
Steal,13.0,3,5,6,FRA,3.0,SHIOYA M,5 - 6,42,JPN,0:42
Action shot - Goal,5.0,3,6,6,FRA,3.0,SAKANOUE C,6 - 6,32,JPN,0:32
Turnover foul,3.0,3,6,6,FRA,3.0,BACHELIER L,6 - 6,17,FRA,0:17
Steal,4.0,3,6,6,FRA,3.0,MAGARIYAMA S,6 - 6,17,JPN,0:17
Turnover foul,5.0,3,6,6,FRA,3.0,SAKANOUE C,6 - 6,9,JPN,0:09
Steal,1.0,3,6,6,FRA,3.0,COUNIL L,6 - 6,9,FRA,0:09
Time-Out,,3,6,6,FRA,3.0,,6 - 6,9,FRA,0:09
5m shot - Goal,2.0,3,6,7,FRA,3.0,MILLOT E,6 - 7,3,FRA,0:03
5m shot - Missed,2.0,3,6,7,FRA,3.0,ARIMA Y,6 - 7,1,JPN,0:01
Starting goalkeeper,13.0,3,6,7,FRA,4.0,SHIOYA M,6 - 7,480,JPN,8:00
Starting goalkeeper,1.0,3,6,7,FRA,4.0,COUNIL L,6 - 7,480,FRA,8:00
Sprint won possession,12.0,3,6,7,FRA,4.0,DAULE A,6 - 7,480,FRA,8:00
Turnover foul,6.0,3,6,7,FRA,4.0,MAHIEU G,6 - 7,455,FRA,7:35
Turnover foul,6.0,3,6,7,FRA,4.0,YAMAMOTO M,6 - 7,439,JPN,7:19
Steal,6.0,3,6,7,FRA,4.0,MAHIEU G,6 - 7,439,FRA,7:19
Turnover foul,5.0,3,6,7,FRA,4.0,GUILLET L,6 - 7,415,FRA,6:55
Steal,13.0,3,6,7,FRA,4.0,SHIOYA M,6 - 7,415,JPN,6:55
Turnover foul,10.0,3,6,7,FRA,4.0,NORO M,6 - 7,408,JPN,6:48
Action shot - Post,7.0,3,6,7,FRA,4.0,VALVERDE C,6 - 7,396,FRA,6:36
Centre shot - Goal,7.0,3,7,7,FRA,4.0,INABA A,7 - 7,377,JPN,6:17
Centre shot - Goal,6.0,3,7,8,FRA,4.0,MAHIEU G,7 - 8,355,FRA,5:55
Action shot - Saved,12.0,3,7,8,FRA,4.0,SUZUKI K,7 - 8,339,JPN,5:39
Turnover foul,2.0,3,7,8,FRA,4.0,MILLOT E,7 - 8,324,FRA,5:24
5m shot - Saved,4.0,3,7,8,FRA,4.0,SACRE A,7 - 8,176,FRA,2:56
Turnover foul,4.0,3,7,8,FRA,4.0,MAGARIYAMA S,7 - 8,152,JPN,2:32
Steal,1.0,3,7,8,FRA,4.0,COUNIL L,7 - 8,152,FRA,2:32
5m shot - Missed,2.0,3,7,8,FRA,4.0,ARIMA Y,7 - 8,111,JPN,1:51
20 sec. exclusion in centre,12.0,3,7,8,FRA,4.0,SUZUKI K,7 - 8,97,JPN,1:37
Time-Out,,3,7,8,FRA,4.0,,7 - 8,97,FRA,1:37
Action shot - Goal,2.0,3,8,9,FRA,4.0,MILLOT E,8 - 9,74,FRA,1:14
5m shot - Post,7.0,3,8,9,FRA,4.0,INABA A,8 - 9,55,JPN,0:55
5m shot - Blocked,5.0,3,8,9,FRA,4.0,SAKANOUE C,8 - 9,16,JPN,0:16
Starting goalkeeper,1.0,4,0,0,KAZ,1.0,AOKI M,0 - 0,480,JPN,8:00
Starting goalkeeper,1.0,4,0,0,KAZ,1.0,ZHARKIMBAYEVA A,0 - 0,480,KAZ,8:00
Sprint won possession,5.0,4,0,0,KAZ,1.0,ZAKIROVA K,0 - 0,480,KAZ,8:00
Turnover foul,11.0,4,0,0,KAZ,1.0,MIRSHINA A,0 - 0,460,KAZ,7:40
20 sec. exclusion in field,11.0,4,0,0,KAZ,1.0,MIRSHINA A,0 - 0,455,KAZ,7:35
Extra player shot - Saved,7.0,4,0,0,KAZ,1.0,INABA A,0 - 0,431,JPN,7:11
20 sec. exclusion in field,4.0,4,0,0,KAZ,1.0,MAGARIYAMA S,0 - 0,410,JPN,6:50
Turnover foul,11.0,4,0,0,KAZ,1.0,MIRSHINA A,0 - 0,398,KAZ,6:38
Steal,11.0,4,0,0,KAZ,1.0,TOKUMOTO M,0 - 0,398,JPN,6:38
Turnover foul,5.0,4,0,0,KAZ,1.0,ZAKIROVA K,0 - 0,387,KAZ,6:27
Steal,4.0,4,0,0,KAZ,1.0,MAGARIYAMA S,0 - 0,387,JPN,6:27
Turnover foul,3.0,4,0,0,KAZ,1.0,AKILBAYEVA A,0 - 0,383,KAZ,6:23
Action shot - Post,7.0,4,0,0,KAZ,1.0,INABA A,0 - 0,369,JPN,6:09
5m shot - Goal,11.0,4,0,1,KAZ,1.0,MIRSHINA A,0 - 1,344,KAZ,5:44
5m shot - Goal,4.0,4,1,1,KAZ,1.0,MAGARIYAMA S,1 - 1,323,JPN,5:23
5m shot - Post,11.0,4,1,1,KAZ,1.0,TOKUMOTO M,1 - 1,279,JPN,4:39
5m shot - Saved,11.0,4,1,1,KAZ,1.0,MIRSHINA A,1 - 1,260,KAZ,4:20
5m shot - Missed,5.0,4,1,1,KAZ,1.0,SAKANOUE C,1 - 1,237,JPN,3:57
20 sec. exclusion in field,7.0,4,1,1,KAZ,1.0,INABA A,1 - 1,225,JPN,3:45
Time-Out,,4,1,1,KAZ,1.0,,1 - 1,225,KAZ,3:45
5m shot - Saved,3.0,4,1,1,KAZ,1.0,AKILBAYEVA A,1 - 1,199,KAZ,3:19
Turnover foul,2.0,4,1,1,KAZ,1.0,ARIMA Y,1 - 1,170,JPN,2:50
20 sec. exclusion in centre,5.0,4,1,1,KAZ,1.0,SAKANOUE C,1 - 1,153,JPN,2:33
Action shot - Missed,12.0,4,1,1,KAZ,1.0,MUSSAROVA A,1 - 1,129,KAZ,2:09
Counter attack - Goal,12.0,4,2,1,KAZ,1.0,SUZUKI K,2 - 1,119,JPN,1:59
Turnover foul,10.0,4,2,1,KAZ,1.0,MYRZABEKOVA Z,2 - 1,105,KAZ,1:45
Steal,4.0,4,2,1,KAZ,1.0,MAGARIYAMA S,2 - 1,105,JPN,1:45
Action shot - Blocked,2.0,4,2,1,KAZ,1.0,ARIMA Y,2 - 1,89,JPN,1:29
Turnover foul,10.0,4,2,1,KAZ,1.0,MYRZABEKOVA Z,2 - 1,65,KAZ,1:05
Steal,5.0,4,2,1,KAZ,1.0,SAKANOUE C,2 - 1,65,JPN,1:05
Counter attack - Goal,5.0,4,3,1,KAZ,1.0,SAKANOUE C,3 - 1,51,JPN,0:51
Action shot - Missed,5.0,4,3,1,KAZ,1.0,ZAKIROVA K,3 - 1,35,KAZ,0:35
Turnover foul,11.0,4,3,1,KAZ,1.0,TOKUMOTO M,3 - 1,13,JPN,0:13
Steal,5.0,4,3,1,KAZ,1.0,ZAKIROVA K,3 - 1,13,KAZ,0:13
5m shot - Saved,11.0,4,3,1,KAZ,1.0,MIRSHINA A,3 - 1,1,KAZ,0:01
Starting goalkeeper,1.0,4,3,1,KAZ,2.0,AOKI M,3 - 1,480,JPN,8:00
Starting goalkeeper,1.0,4,3,1,KAZ,2.0,ZHARKIMBAYEVA A,3 - 1,480,KAZ,8:00
Sprint won possession,5.0,4,3,1,KAZ,2.0,ZAKIROVA K,3 - 1,480,KAZ,8:00
Turnover foul,5.0,4,3,1,KAZ,2.0,ZAKIROVA K,3 - 1,464,KAZ,7:44
Steal,12.0,4,3,1,KAZ,2.0,SUZUKI K,3 - 1,464,JPN,7:44
Action shot - Post,11.0,4,3,1,KAZ,2.0,TOKUMOTO M,3 - 1,444,JPN,7:24
20 sec. exclusion in field,5.0,4,3,1,KAZ,2.0,SAKANOUE C,3 - 1,428,JPN,7:08
Extra player shot - Saved,3.0,4,3,1,KAZ,2.0,AKILBAYEVA A,3 - 1,406,KAZ,6:46
Turnover foul,4.0,4,3,1,KAZ,2.0,TUROVA A,3 - 1,396,KAZ,6:36
Steal,1.0,4,3,1,KAZ,2.0,AOKI M,3 - 1,396,JPN,6:36
Turnover foul,7.0,4,3,1,KAZ,2.0,INABA A,3 - 1,385,JPN,6:25
5m shot - Missed,11.0,4,3,1,KAZ,2.0,MIRSHINA A,3 - 1,384,KAZ,6:24
Turnover foul,4.0,4,3,1,KAZ,2.0,MAGARIYAMA S,3 - 1,358,JPN,5:58
Steal,12.0,4,3,1,KAZ,2.0,MUSSAROVA A,3 - 1,358,KAZ,5:58
Centre shot - Saved,10.0,4,3,1,KAZ,2.0,MYRZABEKOVA Z,3 - 1,346,KAZ,5:46
Turnover foul,12.0,4,3,1,KAZ,2.0,SUZUKI K,3 - 1,346,JPN,5:46
Steal,1.0,4,3,1,KAZ,2.0,ZHARKIMBAYEVA A,3 - 1,346,KAZ,5:46
Turnover foul,10.0,4,3,1,KAZ,2.0,MYRZABEKOVA Z,3 - 1,311,KAZ,5:11
Steal,1.0,4,3,1,KAZ,2.0,AOKI M,3 - 1,311,JPN,5:11
Turnover foul,7.0,4,3,1,KAZ,2.0,INABA A,3 - 1,300,JPN,5:00
Action shot - Post,5.0,4,3,1,KAZ,2.0,ZAKIROVA K,3 - 1,282,KAZ,4:42
5m shot - Goal,2.0,4,4,1,KAZ,2.0,ARIMA Y,4 - 1,271,JPN,4:31
20 sec. exclusion in field,7.0,4,4,1,KAZ,2.0,INABA A,4 - 1,251,JPN,4:11
Time-Out,,4,4,1,KAZ,2.0,,4 - 1,251,KAZ,4:11
Action shot - Goal,4.0,4,4,2,KAZ,2.0,TUROVA A,4 - 2,222,KAZ,3:42
Action shot - Goal,2.0,4,5,2,KAZ,2.0,ARIMA Y,5 - 2,205,JPN,3:25
Turnover foul,5.0,4,5,2,KAZ,4.0,ZAKIROVA K,5 - 2,425,KAZ,7:05
Action shot - Saved,11.0,4,5,2,KAZ,4.0,TOKUMOTO M,5 - 2,412,JPN,6:52
20 sec. exclusion in centre,11.0,4,5,2,KAZ,4.0,TOKUMOTO M,5 - 2,396,JPN,6:36
Extra player shot - Saved,5.0,4,5,2,KAZ,4.0,ZAKIROVA K,5 - 2,382,KAZ,6:22
Action shot - Goal,3.0,4,14,6,KAZ,4.0,KAZAMA Y,14 - 6,367,JPN,6:07
Centre shot - Goal,11.0,4,14,7,KAZ,4.0,MIRSHINA A,14 - 7,354,KAZ,5:54
Centre shot - Goal,2.0,4,15,7,KAZ,4.0,ARIMA Y,15 - 7,335,JPN,5:35
20 sec. exclusion in centre,6.0,4,15,7,KAZ,4.0,YAMAMOTO M,15 - 7,325,JPN,5:25
Time-Out,,4,15,7,KAZ,4.0,,15 - 7,325,KAZ,5:25
Action shot - Missed,10.0,4,15,7,KAZ,4.0,MYRZABEKOVA Z,15 - 7,303,KAZ,5:03
Turnover foul,10.0,4,15,7,KAZ,4.0,NORO M,15 - 7,280,JPN,4:40
Steal,10.0,4,15,7,KAZ,4.0,MYRZABEKOVA Z,15 - 7,280,KAZ,4:40
Turnover foul,11.0,4,15,7,KAZ,4.0,MIRSHINA A,15 - 7,258,KAZ,4:18
Steal,9.0,4,15,7,KAZ,4.0,HOSOYA K,15 - 7,258,JPN,4:18
Penalty foul,4.0,4,15,7,KAZ,4.0,TUROVA A,15 - 7,246,KAZ,4:06
Turnover foul,9.0,4,15,7,KAZ,4.0,HOSOYA K,15 - 7,230,JPN,3:50
20 sec. exclusion in centre,2.0,4,15,7,KAZ,4.0,ARIMA Y,15 - 7,230,JPN,3:50
Turnover foul,12.0,4,15,7,KAZ,4.0,MUSSAROVA A,15 - 7,216,KAZ,3:36
Steal,12.0,4,15,7,KAZ,4.0,SUZUKI K,15 - 7,216,JPN,3:36
Turnover foul,7.0,4,15,7,KAZ,2.0,NOVIKOVA A,15 - 7,177,KAZ,2:57
Steal,11.0,4,15,7,KAZ,2.0,TOKUMOTO M,15 - 7,177,JPN,2:57
Turnover foul,12.0,4,15,7,KAZ,2.0,SUZUKI K,15 - 7,161,JPN,2:41
Steal,11.0,4,15,7,KAZ,2.0,MIRSHINA A,15 - 7,161,KAZ,2:41
5m shot - Saved,5.0,4,15,7,KAZ,2.0,ZAKIROVA K,15 - 7,132,KAZ,2:12
5m shot - Saved,4.0,4,15,7,KAZ,2.0,MAGARIYAMA S,15 - 7,118,JPN,1:58
20 sec. exclusion in centre,4.0,4,15,7,KAZ,2.0,TUROVA A,15 - 7,114,KAZ,1:54
Extra player shot - Saved,12.0,4,15,7,KAZ,2.0,SUZUKI K,15 - 7,94,JPN,1:34
20 sec. exclusion in field,9.0,4,15,7,KAZ,2.0,HOSOYA K,15 - 7,67,JPN,1:07
Turnover foul,5.0,4,15,7,KAZ,2.0,ZAKIROVA K,15 - 7,52,KAZ,0:52
Turnover foul,6.0,4,15,7,KAZ,2.0,YAMAMOTO M,15 - 7,32,JPN,0:32
Action shot - Saved,12.0,4,15,7,KAZ,2.0,MUSSAROVA A,15 - 7,17,KAZ,0:17
