Action,Cap,Game,Opponent,Opponent name,Period,Player,RSA,Score,Seconds,Team,Time
Extra player shot - Goal,10.0,1,6,CAN,2.0,CONWAY J,4,6 - 4,73,CAN,1:13
Action shot - Goal,2.0,1,6,CAN,2.0,le ROUX E,5,6 - 5,49,RSA,0:49
20 sec. exclusion in centre,4.0,1,6,CAN,2.0,BADENHORST I,5,6 - 5,36,RSA,0:36
Centre shot - Goal,5.0,1,15,CAN,4.0,BOYD J,10,15 - 10,227,CAN,3:47
20 sec. exclusion in centre,8.0,1,15,CAN,4.0,GRAHAM K,10,15 - 10,210,CAN,3:30
Extra player shot - Missed,2.0,1,15,CAN,4.0,le ROUX E,10,15 - 10,197,RSA,3:17
5m shot - Post,9.0,1,15,CAN,4.0,DIGGLE D,10,15 - 10,175,CAN,2:55
Action shot - Saved,2.0,1,15,CAN,4.0,le ROUX E,10,15 - 10,156,RSA,2:36
Turnover foul,10.0,1,15,CAN,4.0,le ROUX P,10,15 - 10,134,RSA,2:14
Steal,10.0,1,15,CAN,4.0,CONWAY J,10,15 - 10,134,CAN,2:14
5m shot - Goal,12.0,1,16,CAN,4.0,McELROY J,10,16 - 10,115,CAN,1:55
20 sec. exclusion in centre,7.0,1,16,CAN,2.0,DOWNES R,10,16 - 10,19,RSA,0:19
Extra player shot - Saved,3.0,1,16,CAN,2.0,VIKALO O,10,16 - 10,6,CAN,0:06
Starting goalkeeper,1.0,1,16,CAN,3.0,RANDALL R,10,16 - 10,480,CAN,8:00
Starting goalkeeper,1.0,1,16,CAN,3.0,FLATSCHER D,10,16 - 10,480,RSA,8:00
Sprint won possession,8.0,1,16,CAN,3.0,GRAHAM K,10,16 - 10,480,CAN,8:00
Centre shot - Goal,4.0,1,7,CAN,3.0,CONSTANTIN-BICARI,5,7 - 5,462,CAN,7:42
Action shot - Goal,8.0,1,7,CAN,3.0,BELL R,6,7 - 6,447,RSA,7:27
Action shot - Goal,4.0,1,8,CAN,3.0,CONSTANTIN-BICARI,6,8 - 6,426,CAN,7:06
Action shot - Saved,6.0,1,8,CAN,3.0,KYTE J,6,8 - 6,399,RSA,6:39
Turnover foul,8.0,1,8,CAN,3.0,GRAHAM K,6,8 - 6,376,CAN,6:16
20 sec. exclusion in field,2.0,1,8,CAN,3.0,KUDABA C,6,8 - 6,360,CAN,6:00
Extra player shot - Saved,8.0,1,8,CAN,3.0,BELL R,6,8 - 6,352,RSA,5:52
20 sec. exclusion in field,8.0,1,8,CAN,3.0,BELL R,6,8 - 6,350,RSA,5:50
Exclusion with substitution,8.0,1,8,CAN,3.0,BELL R,6,8 - 6,350,RSA,5:50
Extra player shot - Goal,8.0,1,9,CAN,3.0,GRAHAM K,6,9 - 6,324,CAN,5:24
Action shot - Goal,2.0,1,9,CAN,3.0,le ROUX E,7,9 - 7,312,RSA,5:12
Centre shot - Goal,4.0,1,10,CAN,3.0,CONSTANTIN-BICARI,7,10 - 7,298,CAN,4:58
20 sec. exclusion in field,6.0,1,10,CAN,3.0,ROBINSON S,7,10 - 7,286,CAN,4:46
Action shot - Saved,6.0,1,10,CAN,3.0,KYTE J,7,10 - 7,259,RSA,4:19
Turnover foul,4.0,1,10,CAN,3.0,CONSTANTIN-BICARI,7,10 - 7,234,CAN,3:54
Centre shot - Saved,4.0,1,10,CAN,3.0,BADENHORST I,7,10 - 7,212,RSA,3:32
Turnover foul,2.0,1,10,CAN,3.0,KUDABA C,7,10 - 7,198,CAN,3:18
Steal,13.0,1,10,CAN,3.0,STEWART D,7,10 - 7,198,RSA,3:18
20 sec. exclusion in centre,10.0,1,10,CAN,3.0,CONWAY J,7,10 - 7,175,CAN,2:55
Extra player shot - Goal,6.0,1,10,CAN,3.0,KYTE J,8,10 - 8,162,RSA,2:42
5m shot - Saved,10.0,1,10,CAN,3.0,CONWAY J,8,10 - 8,140,CAN,2:20
Action shot - Post,10.0,1,10,CAN,3.0,le ROUX P,8,10 - 8,114,RSA,1:54
5m shot - Goal,9.0,1,11,CAN,3.0,DIGGLE D,8,11 - 8,95,CAN,1:35
Turnover foul,7.0,1,11,CAN,3.0,DOWNES R,8,11 - 8,78,RSA,1:18
Steal,8.0,1,11,CAN,3.0,GRAHAM K,8,11 - 8,78,CAN,1:18
Penalty foul,11.0,1,11,CAN,3.0,MOLYNEUX N,8,11 - 8,71,RSA,1:11
Penalty shot - Goal,5.0,1,12,CAN,3.0,BOYD J,8,12 - 8,71,CAN,1:11
Centre shot - Goal,3.0,1,12,CAN,3.0,CARD D,9,12 - 9,56,RSA,0:56
Turnover foul,2.0,1,12,CAN,3.0,KUDABA C,9,12 - 9,32,CAN,0:32
Steal,4.0,1,12,CAN,3.0,BADENHORST I,9,12 - 9,32,RSA,0:32
Turnover foul,11.0,1,12,CAN,3.0,MOLYNEUX N,9,12 - 9,18,RSA,0:18
Steal,6.0,1,12,CAN,3.0,ROBINSON S,9,12 - 9,18,CAN,0:18
Counter attack - Goal,7.0,1,13,CAN,3.0,TASCHERREAU A,9,13 - 9,7,CAN,0:07
5m shot - Saved,4.0,1,13,CAN,3.0,BADENHORST I,9,13 - 9,1,RSA,0:01
Starting goalkeeper,1.0,1,13,CAN,4.0,RANDALL R,9,13 - 9,480,CAN,8:00
Starting goalkeeper,1.0,1,13,CAN,4.0,FLATSCHER D,9,13 - 9,480,RSA,8:00
Sprint won possession,11.0,1,13,CAN,4.0,MOLYNEUX N,9,13 - 9,480,RSA,8:00
Centre shot - Goal,3.0,1,13,CAN,4.0,CARD D,10,13 - 10,462,RSA,7:42
Action shot - Post,4.0,1,13,CAN,4.0,CONSTANTIN-BICARI,10,13 - 10,435,CAN,7:15
20 sec. exclusion in field,2.0,1,13,CAN,4.0,KUDABA C,10,13 - 10,424,CAN,7:04
Time-Out,,1,13,CAN,4.0,,10,13 - 10,424,RSA,7:04
Action shot - Saved,2.0,1,13,CAN,4.0,le ROUX E,10,13 - 10,397,RSA,6:37
5m shot - Missed,2.0,1,13,CAN,4.0,KUDABA C,10,13 - 10,375,CAN,6:15
20 sec. exclusion in field,2.0,1,13,CAN,4.0,KUDABA C,10,13 - 10,360,CAN,6:00
Exclusion with substitution,2.0,1,13,CAN,4.0,KUDABA C,10,13 - 10,360,CAN,6:00
Extra player shot - Saved,10.0,1,13,CAN,4.0,le ROUX P,10,13 - 10,340,RSA,5:40
20 sec. exclusion in centre,6.0,1,13,CAN,4.0,ROBINSON S,10,13 - 10,330,CAN,5:30
Exclusion with substitution,6.0,1,13,CAN,4.0,ROBINSON S,10,13 - 10,330,CAN,5:30
Action shot - Post,10.0,1,13,CAN,4.0,le ROUX P,10,13 - 10,314,RSA,5:14
Penalty foul,6.0,1,13,CAN,4.0,KYTE J,10,13 - 10,291,RSA,4:51
Penalty shot - Goal,8.0,1,14,CAN,4.0,GRAHAM K,10,14 - 10,291,CAN,4:51
Centre shot - Saved,3.0,1,14,CAN,4.0,CARD D,10,14 - 10,273,RSA,4:33
Turnover foul,3.0,1,14,CAN,4.0,CARD D,10,14 - 10,267,RSA,4:27
Steal,8.0,1,14,CAN,4.0,GRAHAM K,10,14 - 10,267,CAN,4:27
Turnover foul,12.0,1,14,CAN,4.0,McELROY J,10,14 - 10,246,CAN,4:06
Steal,11.0,1,14,CAN,4.0,MOLYNEUX N,10,14 - 10,246,RSA,4:06
Turnover foul,2.0,1,14,CAN,4.0,le ROUX E,10,14 - 10,242,RSA,4:02
Steal,5.0,1,14,CAN,4.0,BOYD J,10,14 - 10,242,CAN,4:02
20 sec. exclusion in centre,11.0,1,14,CAN,4.0,GASIC L,10,14 - 10,101,CAN,1:41
Extra player shot - Goal,13.0,1,16,CAN,4.0,STEWART D,11,16 - 11,88,RSA,1:28
20 sec. exclusion in field,13.0,1,16,CAN,4.0,STEWART D,11,16 - 11,77,RSA,1:17
Exclusion with substitution,13.0,1,16,CAN,4.0,STEWART D,11,16 - 11,77,RSA,1:17
Extra player shot - Goal,3.0,1,17,CAN,4.0,VIKALO O,11,17 - 11,62,CAN,1:02
Action shot - Saved,10.0,1,17,CAN,4.0,le ROUX P,11,17 - 11,38,RSA,0:38
5m shot - Post,5.0,1,17,CAN,4.0,BOYD J,11,17 - 11,15,CAN,0:15
Starting goalkeeper,1.0,2,0,USA,1.0,FLATSCHER D,0,0 - 0,480,RSA,8:00
Starting goalkeeper,13.0,2,0,USA,1.0,STEVENS A,0,0 - 0,480,USA,8:00
Sprint won possession,11.0,2,0,USA,1.0,ROSENTHAL M,0,0 - 0,480,USA,8:00
5m shot - Goal,4.0,2,1,USA,1.0,BOWEN A,0,0 - 1,454,USA,7:34
5m shot - Post,8.0,2,1,USA,1.0,BELL R,0,0 - 1,432,RSA,7:12
5m shot - Post,8.0,2,1,USA,1.0,AZEVEDO A,0,0 - 1,404,USA,6:44
20 sec. exclusion in field,10.0,2,1,USA,1.0,HUTTEN T,0,0 - 1,380,USA,6:20
Turnover foul,2.0,2,1,USA,1.0,le ROUX E,0,0 - 1,358,RSA,5:58
Centre shot - Goal,12.0,2,2,USA,1.0,MANN J,0,0 - 2,338,USA,5:38
Turnover foul,7.0,2,2,USA,1.0,DOWNES R,0,0 - 2,318,RSA,5:18
20 sec. exclusion in field,7.0,2,2,USA,1.0,DOWNES R,0,0 - 2,311,RSA,5:11
Centre shot - Goal,12.0,2,3,USA,1.0,MANN J,0,0 - 3,290,USA,4:50
20 sec. exclusion in centre,3.0,2,3,USA,1.0,OBERT A,0,0 - 3,267,USA,4:27
Action shot - Missed,10.0,2,3,USA,1.0,le ROUX P,0,0 - 3,237,RSA,3:57
20 sec. exclusion in centre,13.0,2,3,USA,1.0,STEWART D,0,0 - 3,214,RSA,3:34
Extra player shot - Blocked,9.0,2,3,USA,1.0,BUCKNER S,0,0 - 3,201,USA,3:21
20 sec. exclusion in centre,6.0,2,3,USA,1.0,KYTE J,0,0 - 3,157,RSA,2:37
Extra player shot - Goal,2.0,2,4,USA,1.0,WIGO J,0,0 - 4,141,USA,2:21
Turnover foul,4.0,2,4,USA,1.0,BADENHORST I,0,0 - 4,121,RSA,2:01
Steal,4.0,2,4,USA,1.0,BOWEN A,0,0 - 4,121,USA,2:01
Turnover foul,13.0,2,4,USA,1.0,STEVENS A,0,0 - 4,111,USA,1:51
Steal,11.0,2,4,USA,1.0,MOLYNEUX N,0,0 - 4,111,RSA,1:51
Turnover foul,10.0,2,4,USA,1.0,le ROUX P,0,0 - 4,88,RSA,1:28
Steal,4.0,2,4,USA,1.0,BOWEN A,0,0 - 4,88,USA,1:28
Turnover foul,4.0,2,4,USA,1.0,BOWEN A,0,0 - 4,64,USA,1:04
Steal,1.0,2,4,USA,1.0,FLATSCHER D,0,0 - 4,64,RSA,1:04
5m shot - Blocked,2.0,2,4,USA,1.0,le ROUX E,0,0 - 4,36,RSA,0:36
Action shot - Blocked,8.0,2,4,USA,1.0,AZEVEDO A,0,0 - 4,5,USA,0:05
Action shot - Blocked,12.0,2,4,USA,1.0,MANN J,0,0 - 4,1,USA,0:01
Starting goalkeeper,13.0,2,4,USA,2.0,STEVENS A,0,0 - 4,480,USA,8:00
Starting goalkeeper,1.0,2,4,USA,2.0,FLATSCHER D,0,0 - 4,480,RSA,8:00
Sprint won possession,11.0,2,4,USA,2.0,MOLYNEUX N,0,0 - 4,480,RSA,8:00
Turnover foul,7.0,2,4,USA,2.0,DOWNES R,0,0 - 4,464,RSA,7:44
Counter attack - Goal,12.0,2,5,USA,2.0,MANN J,0,0 - 5,457,USA,7:37
Turnover foul,10.0,2,5,USA,2.0,le ROUX P,0,0 - 5,440,RSA,7:20
Steal,8.0,2,5,USA,2.0,AZEVEDO A,0,0 - 5,440,USA,7:20
Turnover foul,12.0,2,5,USA,2.0,MANN J,0,0 - 5,426,USA,7:06
5m shot - Goal,8.0,2,5,USA,2.0,BELL R,1,1 - 5,398,RSA,6:38
20 sec. exclusion in centre,6.0,2,5,USA,2.0,KYTE J,1,1 - 5,383,RSA,6:23
Action shot - Goal,10.0,2,6,USA,2.0,HUTTEN T,1,1 - 6,361,USA,6:01
Turnover foul,2.0,2,6,USA,2.0,le ROUX E,1,1 - 6,337,RSA,5:37
Steal,11.0,2,6,USA,2.0,ROSENTHAL M,1,1 - 6,337,USA,5:37
Turnover foul,7.0,2,6,USA,2.0,KRUMPHOLZ J,1,1 - 6,326,USA,5:26
Centre shot - Saved,3.0,2,6,USA,2.0,CARD D,1,1 - 6,310,RSA,5:10
Action shot - Saved,7.0,2,6,USA,2.0,DOWNES R,1,1 - 6,253,RSA,4:13
5m shot - Missed,2.0,2,6,USA,2.0,WIGO J,1,1 - 6,229,USA,3:49
5m shot - Missed,2.0,2,6,USA,2.0,le ROUX E,1,1 - 6,210,RSA,3:30
Centre shot - Goal,7.0,2,7,USA,2.0,KRUMPHOLZ J,1,1 - 7,184,USA,3:04
Action shot - Post,8.0,2,7,USA,2.0,BELL R,1,1 - 7,159,RSA,2:39
20 sec. exclusion in field,3.0,2,7,USA,2.0,OBERT A,1,1 - 7,146,USA,2:26
Turnover foul,5.0,2,7,USA,2.0,RODDA N,1,1 - 7,131,RSA,2:11
Steal,8.0,2,7,USA,2.0,AZEVEDO A,1,1 - 7,131,USA,2:11
Turnover foul,3.0,2,7,USA,2.0,OBERT A,1,1 - 7,101,USA,1:41
Steal,1.0,2,7,USA,2.0,FLATSCHER D,1,1 - 7,101,RSA,1:41
Centre shot - Saved,13.0,2,7,USA,2.0,STEWART D,1,1 - 7,73,RSA,1:13
Counter attack - Goal,6.0,2,8,USA,2.0,RAMIREZ C,1,1 - 8,54,USA,0:54
20 sec. exclusion in centre,6.0,2,8,USA,2.0,RAMIREZ C,1,1 - 8,39,USA,0:39
Extra player shot - Post,5.0,2,8,USA,2.0,RODDA N,1,1 - 8,22,RSA,0:22
Counter attack - Goal,2.0,2,9,USA,2.0,WIGO J,1,1 - 9,7,USA,0:07
5m shot - Blocked,8.0,2,9,USA,2.0,BELL R,1,1 - 9,1,RSA,0:01
Starting goalkeeper,1.0,2,9,USA,3.0,FLATSCHER D,1,1 - 9,480,RSA,8:00
Starting goalkeeper,13.0,2,9,USA,3.0,STEVENS A,1,1 - 9,480,USA,8:00
Sprint won possession,4.0,2,9,USA,3.0,BADENHORST I,1,1 - 9,480,RSA,8:00
5m shot - Missed,2.0,2,9,USA,3.0,le ROUX E,1,1 - 9,452,RSA,7:32
Centre shot - Goal,12.0,2,10,USA,3.0,MANN J,1,1 - 10,433,USA,7:13
5m shot - Saved,8.0,2,10,USA,3.0,BELL R,1,1 - 10,408,RSA,6:48
20 sec. exclusion in centre,11.0,2,10,USA,3.0,MOLYNEUX N,1,1 - 10,386,RSA,6:26
Action shot - Saved,11.0,2,10,USA,3.0,ROSENTHAL M,1,1 - 10,365,USA,6:05
Action shot - Goal,8.0,2,11,USA,3.0,AZEVEDO A,1,1 - 11,319,USA,5:19
Turnover foul,10.0,2,11,USA,3.0,le ROUX P,1,1 - 11,311,RSA,5:11
Steal,8.0,2,11,USA,3.0,AZEVEDO A,1,1 - 11,311,USA,5:11
Counter attack - Goal,8.0,2,12,USA,3.0,AZEVEDO A,1,1 - 12,302,USA,5:02
Centre shot - Blocked,10.0,2,12,USA,3.0,le ROUX P,1,1 - 12,286,RSA,4:46
Time-Out,,2,12,USA,3.0,,1,1 - 12,286,USA,4:46
5m shot - Post,5.0,2,12,USA,3.0,de TRANE M,1,1 - 12,261,USA,4:21
Turnover foul,9.0,2,12,USA,3.0,BUCKNER S,1,1 - 12,240,USA,4:00
Centre shot - Saved,3.0,2,12,USA,3.0,CARD D,1,1 - 12,212,RSA,3:32
Turnover foul,3.0,2,12,USA,3.0,OBERT A,1,1 - 12,211,USA,3:31
5m shot - Saved,6.0,2,12,USA,3.0,KYTE J,1,1 - 12,191,RSA,3:11
5m shot - Missed,9.0,2,12,USA,3.0,BUCKNER S,1,1 - 12,163,USA,2:43
Centre shot - Goal,11.0,2,12,USA,3.0,MOLYNEUX N,2,2 - 12,147,RSA,2:27
20 sec. exclusion in centre,6.0,2,12,USA,3.0,KYTE J,2,2 - 12,127,RSA,2:07
Exclusion with substitution,6.0,2,12,USA,3.0,KYTE J,2,2 - 12,127,RSA,2:07
Turnover foul,12.0,2,12,USA,3.0,MANN J,2,2 - 12,111,USA,1:51
Steal,2.0,2,12,USA,3.0,le ROUX E,2,2 - 12,111,RSA,1:51
5m shot - Goal,8.0,2,12,USA,3.0,BELL R,3,3 - 12,83,RSA,1:23
20 sec. exclusion in centre,8.0,2,12,USA,3.0,BELL R,3,3 - 12,63,RSA,1:03
Extra player shot - Saved,4.0,2,12,USA,3.0,BOWEN A,3,3 - 12,47,USA,0:47
Action shot - Goal,6.0,2,13,USA,3.0,RAMIREZ C,3,3 - 13,41,USA,0:41
Action shot - Missed,13.0,2,13,USA,3.0,STEWART D,3,3 - 13,18,RSA,0:18
Counter attack - Goal,4.0,2,14,USA,3.0,BOWEN A,3,3 - 14,7,USA,0:07
5m shot - Missed,8.0,2,14,USA,3.0,BELL R,3,3 - 14,1,RSA,0:01
Starting goalkeeper,13.0,2,14,USA,4.0,STEVENS A,3,3 - 14,480,USA,8:00
Starting goalkeeper,1.0,2,14,USA,4.0,FLATSCHER D,3,3 - 14,480,RSA,8:00
Sprint won possession,7.0,2,14,USA,4.0,DOWNES R,3,3 - 14,480,RSA,8:00
Turnover foul,8.0,2,14,USA,4.0,BELL R,3,3 - 14,456,RSA,7:36
Counter attack - Saved,2.0,2,14,USA,4.0,WIGO J,3,3 - 14,445,USA,7:25
Turnover foul,7.0,2,14,USA,4.0,KRUMPHOLZ J,3,3 - 14,425,USA,7:05
Steal,8.0,2,14,USA,4.0,BELL R,3,3 - 14,425,RSA,7:05
5m shot - Saved,2.0,2,14,USA,4.0,WIGO J,3,3 - 14,366,USA,6:06
20 sec. exclusion in centre,8.0,2,14,USA,4.0,BELL R,3,3 - 14,310,RSA,5:10
Extra player shot - Missed,2.0,2,14,USA,4.0,WIGO J,3,3 - 14,295,USA,4:55
Time-Out,,2,14,USA,4.0,,3,3 - 14,295,RSA,4:55
20 sec. exclusion in field,3.0,2,14,USA,4.0,OBERT A,3,3 - 14,270,USA,4:30
Exclusion with substitution,3.0,2,14,USA,4.0,OBERT A,3,3 - 14,270,USA,4:30
Extra player shot - Saved,10.0,2,14,USA,4.0,le ROUX P,3,3 - 14,260,RSA,4:20
20 sec. exclusion in centre,4.0,2,14,USA,4.0,BADENHORST I,3,3 - 14,239,RSA,3:59
Time-Out,,2,14,USA,4.0,,3,3 - 14,238,USA,3:58
Extra player shot - Missed,9.0,2,14,USA,4.0,BUCKNER S,3,3 - 14,220,USA,3:40
5m shot - Saved,4.0,2,14,USA,4.0,BADENHORST I,3,3 - 14,195,RSA,3:15
Counter attack - Saved,12.0,2,14,USA,4.0,MANN J,3,3 - 14,182,USA,3:02
Action shot - Blocked,5.0,2,14,USA,4.0,de TRANE M,3,3 - 14,130,USA,2:10
Centre shot - Goal,12.0,2,15,USA,4.0,MANN J,3,3 - 15,115,USA,1:55
Turnover foul,4.0,2,15,USA,4.0,BADENHORST I,3,3 - 15,100,RSA,1:40
Steal,10.0,2,15,USA,4.0,HUTTEN T,3,3 - 15,100,USA,1:40
20 sec. exclusion in field,9.0,2,15,USA,4.0,WHYTE D,3,3 - 15,80,RSA,1:20
Extra player shot - Saved,7.0,2,15,USA,4.0,KRUMPHOLZ J,3,3 - 15,78,USA,1:18
Extra player shot - Goal,4.0,2,16,USA,4.0,BOWEN A,3,3 - 16,65,USA,1:05
Action shot - Post,10.0,2,16,USA,4.0,le ROUX P,3,3 - 16,41,RSA,0:41
Action shot - Missed,4.0,2,16,USA,4.0,BOWEN A,3,3 - 16,25,USA,0:25
Time-Out,,2,16,USA,4.0,,3,3 - 16,18,RSA,0:18
Turnover foul,8.0,2,16,USA,4.0,BELL R,3,3 - 16,1,RSA,0:01
Steal,4.0,2,16,USA,4.0,BOWEN A,3,3 - 16,1,USA,0:01
Starting goalkeeper,1.0,3,0,CRO,1.0,PAVIC J,0,0 - 0,480,CRO,8:00
Starting goalkeeper,1.0,3,0,CRO,1.0,FLATSCHER D,0,0 - 0,480,RSA,8:00
Sprint won possession,5.0,3,0,CRO,1.0,JOKOVIC M,0,0 - 0,480,CRO,8:00
Turnover foul,10.0,3,0,CRO,1.0,DOBUD N,0,0 - 0,455,CRO,7:35
Steal,7.0,3,0,CRO,1.0,DOWNES R,0,0 - 0,455,RSA,7:35
Centre shot - Saved,10.0,3,0,CRO,1.0,DOBUD N,0,0 - 0,411,CRO,6:51
Action shot - Goal,9.0,3,1,CRO,1.0,SUKNO S,0,1 - 0,396,CRO,6:36
Action shot - Missed,8.0,3,1,CRO,1.0,BELL R,0,1 - 0,381,RSA,6:21
Centre shot - Saved,7.0,3,1,CRO,1.0,MUSLIM P,0,1 - 0,369,CRO,6:09
Action shot - Missed,10.0,3,1,CRO,1.0,le ROUX P,0,1 - 0,341,RSA,5:41
Action shot - Goal,9.0,3,2,CRO,1.0,SUKNO S,0,2 - 0,326,CRO,5:26
Steal,5.0,3,2,CRO,1.0,JOKOVIC M,0,2 - 0,302,CRO,5:02
Turnover foul,2.0,3,2,CRO,1.0,le ROUX E,0,2 - 0,302,RSA,5:02
Turnover foul,5.0,3,2,CRO,1.0,JOKOVIC M,0,2 - 0,293,CRO,4:53
Steal,1.0,3,2,CRO,1.0,FLATSCHER D,0,2 - 0,293,RSA,4:53
Turnover foul,11.0,3,2,CRO,1.0,MOLYNEUX N,0,2 - 0,272,RSA,4:32
Steal,10.0,3,2,CRO,1.0,DOBUD N,0,2 - 0,272,CRO,4:32
