Action,Cap,Game,Opponent,Opponent name,Period,Player,RUS,Score,Seconds,Team,Time,Result,Goal
Extra player shot,10.0,2,6,HUN,2.0,BUJKA B,4,6 - 4,106,HUN,1:46,Saved,0
Extra player shot,8.0,2,6,HUN,2.0,ABDRIZIAKOVA E,5,6 - 5,68,RUS,1:08,Goal,1
Extra player shot,6.0,2,6,HUN,2.0,TAKACS O,5,6 - 5,36,HUN,0:36,Saved,0
Extra player shot,7.0,2,11,HUN,4.0,LISUNOVA E,13,11 - 13,63,RUS,1:03,Goal,1
Penalty shot,3.0,2,6,HUN,3.0,PROKOFYEVA E,6,6 - 6,466,RUS,7:46,Goal,1
Action shot,3.0,2,6,HUN,3.0,ANTAL D,6,6 - 6,435,HUN,7:15,Saved,0
Centre shot,11.0,2,6,HUN,3.0,IVANOVA E,6,6 - 6,386,RUS,6:26,Post,0
Action shot,7.0,2,6,HUN,3.0,LISUNOVA E,6,6 - 6,383,RUS,6:23,Missed,0
Extra player shot,8.0,2,6,HUN,3.0,KESZTHELYI R,6,6 - 6,349,HUN,5:49,Saved,0
Action shot,3.0,2,7,HUN,3.0,ANTAL D,6,7 - 6,338,HUN,5:38,Goal,1
Centre shot,10.0,2,7,HUN,3.0,TANKEEVA E,6,7 - 6,321,RUS,5:21,Saved,0
Action shot,6.0,2,8,HUN,3.0,TAKACS O,6,8 - 6,279,HUN,4:39,Goal,1
Action shot,8.0,2,9,HUN,3.0,KESZTHELYI R,6,9 - 6,235,HUN,3:55,Goal,1
Extra player shot,11.0,2,9,HUN,3.0,IVANOVA E,7,9 - 7,212,RUS,3:32,Goal,1
Action shot,9.0,2,9,HUN,3.0,TOTH I,7,9 - 7,198,HUN,3:18,Saved,0
5m shot,3.0,2,9,HUN,3.0,PROKOFYEVA E,7,9 - 7,174,RUS,2:54,Missed,0
Action shot,2.0,2,10,HUN,3.0,CZIGANY D,7,10 - 7,148,HUN,2:28,Goal,1
Extra player shot,4.0,2,10,HUN,3.0,KARIMOVA E,8,10 - 8,110,RUS,1:50,Goal,1
Action shot,8.0,2,10,HUN,3.0,KESZTHELYI R,8,10 - 8,57,HUN,0:57,Saved,0
Action shot,11.0,2,10,HUN,3.0,IVANOVA E,8,10 - 8,33,RUS,0:33,Saved,0
Action shot,3.0,2,10,HUN,3.0,ANTAL D,8,10 - 8,1,HUN,0:01,Missed,0
Action shot,11.0,2,10,HUN,4.0,GARDA K,8,10 - 8,450,HUN,7:30,Post,0
Action shot,7.0,2,10,HUN,4.0,LISUNOVA E,8,10 - 8,429,RUS,7:09,Post,0
Action shot,9.0,2,10,HUN,4.0,TIMOFEEVA A,9,10 - 9,427,RUS,7:07,Goal,1
Action shot,9.0,2,11,HUN,4.0,TOTH I,9,11 - 9,395,HUN,6:35,Goal,1
5m shot,4.0,2,11,HUN,4.0,KISTELEKI D,9,11 - 9,351,HUN,5:51,Blocked,0
Action shot,11.0,2,11,HUN,4.0,GARDA K,9,11 - 9,343,HUN,5:43,Saved,0
Counter attack,4.0,2,11,HUN,4.0,KARIMOVA E,10,11 - 10,334,RUS,5:34,Goal,1
Action shot,10.0,2,11,HUN,4.0,BUJKA B,10,11 - 10,289,HUN,4:49,Saved,0
Extra player shot,11.0,2,11,HUN,4.0,IVANOVA E,11,11 - 11,250,RUS,4:10,Goal,1
Action shot,10.0,2,11,HUN,4.0,TANKEEVA E,11,11 - 11,197,RUS,3:17,Saved,0
Extra player shot,3.0,2,11,HUN,4.0,ANTAL D,11,11 - 11,159,HUN,2:39,Saved,0
5m shot,7.0,2,11,HUN,4.0,LISUNOVA E,12,11 - 12,137,RUS,2:17,Goal,1
Action shot,6.0,2,11,HUN,4.0,TAKACS O,12,11 - 12,121,HUN,2:01,Saved,0
Extra player shot,3.0,2,11,HUN,4.0,ANTAL D,12,11 - 12,26,HUN,0:26,Post,0
Action shot,12.0,3,0,CHN,1.0,IARONDAIKINA N,0,0 - 0,455,RUS,7:35,Post,0
Action shot,6.0,3,0,CHN,1.0,SUN Y,0,0 - 0,434,CHN,7:14,Saved,0
5m shot,9.0,3,0,CHN,1.0,ZHAO Z,0,0 - 0,394,CHN,6:34,Missed,0
Counter attack,3.0,3,0,CHN,1.0,PROKOFYEVA E,1,1 - 0,386,RUS,6:26,Goal,1
Action shot,9.0,3,1,CHN,1.0,ZHAO Z,1,1 - 1,334,CHN,5:34,Goal,1
Extra player shot,11.0,3,1,CHN,1.0,IVANOVA E,1,1 - 1,273,RUS,4:33,Saved,0
Centre shot,4.0,3,1,CHN,1.0,KARIMOVA E,2,2 - 1,233,RUS,3:53,Goal,1
5m shot,11.0,3,1,CHN,1.0,WANG X,2,2 - 1,214,CHN,3:34,Missed,0
Action shot,11.0,3,1,CHN,1.0,IVANOVA E,2,2 - 1,158,RUS,2:38,Saved,0
Action shot,9.0,3,1,CHN,1.0,ZHAO Z,2,2 - 1,129,CHN,2:09,Saved,0
Extra player shot,12.0,3,1,CHN,1.0,ZHANG J,2,2 - 1,93,CHN,1:33,Saved,0
5m shot,3.0,3,1,CHN,1.0,PROKOFYEVA E,3,3 - 1,62,RUS,1:02,Goal,1
Centre shot,6.0,3,2,CHN,1.0,SUN Y,3,3 - 2,43,CHN,0:43,Goal,1
Action shot,10.0,3,2,CHN,1.0,TANKEEVA E,3,3 - 2,13,RUS,0:13,Saved,0
5m shot,8.0,3,2,CHN,1.0,ZHANG C,3,3 - 2,1,CHN,0:01,Missed,0
5m shot,7.0,3,2,CHN,2.0,LISUNOVA E,3,3 - 2,463,RUS,7:43,Saved,0
Extra player shot,7.0,3,2,CHN,2.0,SONG D,3,3 - 2,422,CHN,7:02,Saved,0
5m shot,5.0,3,2,CHN,2.0,NIU G,3,3 - 2,372,CHN,6:12,Saved,0
Action shot,12.0,3,2,CHN,2.0,IARONDAIKINA N,3,3 - 2,342,RUS,5:42,Post,0
5m shot,8.0,3,2,CHN,2.0,ABDRIZIAKOVA E,3,3 - 2,288,RUS,4:48,Blocked,0
Penalty shot,3.0,3,2,CHN,2.0,PROKOFYEVA E,3,3 - 2,244,RUS,4:04,Post,0
Extra player shot,5.0,3,2,CHN,2.0,NIU G,3,3 - 2,196,CHN,3:16,Saved,0
Action shot,7.0,3,2,CHN,2.0,LISUNOVA E,4,4 - 2,151,RUS,2:31,Goal,1
Penalty shot,7.0,3,2,CHN,2.0,LISUNOVA E,4,4 - 2,70,RUS,1:10,Saved,0
Action shot,5.0,3,3,CHN,2.0,NIU G,4,4 - 3,48,CHN,0:48,Goal,1
Action shot,5.0,3,4,CHN,2.0,NIU G,4,4 - 4,7,CHN,0:07,Goal,1
5m shot,3.0,3,4,CHN,2.0,PROKOFYEVA E,4,4 - 4,1,RUS,0:01,Missed,0
Action shot,4.0,3,4,CHN,3.0,KARIMOVA E,4,4 - 4,452,RUS,7:32,Saved,0
Action shot,7.0,3,5,CHN,3.0,SONG D,4,4 - 5,324,CHN,5:24,Goal,1
Extra player shot,11.0,3,5,CHN,3.0,IVANOVA E,5,5 - 5,291,RUS,4:51,Goal,1
Penalty shot,9.0,3,5,CHN,3.0,ZHAO Z,5,5 - 5,247,CHN,4:07,Saved,0
Counter attack,3.0,3,5,CHN,3.0,PROKOFYEVA E,5,5 - 5,231,RUS,3:51,Post,0
Action shot,11.0,3,5,CHN,3.0,IVANOVA E,5,5 - 5,197,RUS,3:17,Missed,0
Action shot,12.0,3,5,CHN,3.0,ZHANG J,5,5 - 5,179,CHN,2:59,Saved,0
Action shot,8.0,3,5,CHN,3.0,ZHANG C,5,5 - 5,136,CHN,2:16,Saved,0
Centre shot,7.0,3,5,CHN,3.0,SONG D,5,5 - 5,125,CHN,2:05,Post,0
Action shot,4.0,3,5,CHN,3.0,KARIMOVA E,6,6 - 5,79,RUS,1:19,Goal,1
Action shot,5.0,3,6,CHN,3.0,NIU G,6,6 - 6,19,CHN,0:19,Goal,1
5m shot,5.0,3,6,CHN,3.0,ZUBACHEVA E,7,7 - 6,2,RUS,0:02,Goal,1
Centre shot,7.0,3,7,CHN,4.0,SONG D,7,7 - 7,437,CHN,7:17,Goal,1
Action shot,7.0,3,7,CHN,4.0,LISUNOVA E,7,7 - 7,353,RUS,5:53,Saved,0
5m shot,3.0,3,7,CHN,4.0,PROKOFYEVA E,8,8 - 7,308,RUS,5:08,Goal,1
5m shot,11.0,3,7,CHN,4.0,WANG X,8,8 - 7,286,CHN,4:46,Blocked,0
Action shot,4.0,3,7,CHN,4.0,KARIMOVA E,9,9 - 7,243,RUS,4:03,Goal,1
Centre shot,6.0,3,8,CHN,4.0,SUN Y,9,9 - 8,221,CHN,3:41,Goal,1
Centre shot,5.0,3,9,CHN,4.0,NIU G,9,9 - 9,152,CHN,2:32,Goal,1
Centre shot,10.0,3,9,CHN,4.0,TANKEEVA E,9,9 - 9,82,RUS,1:22,Missed,0
5m shot,5.0,3,9,CHN,4.0,NIU G,9,9 - 9,58,CHN,0:58,Missed,0
5m shot,9.0,3,9,CHN,4.0,ZHAO Z,9,9 - 9,10,CHN,0:10,Saved,0
5m shot,9.0,4,1,NED,1.0,MEGENS M,0,0 - 1,456,NED,7:36,Goal,1
5m shot,9.0,4,1,NED,1.0,TIMOFEEVA A,0,0 - 1,426,RUS,7:06,Missed,0
Action shot,3.0,4,1,NED,1.0,PROKOFYEVA E,0,0 - 1,391,RUS,6:31,Post,0
5m shot,11.0,4,1,NED,1.0,IVANOVA E,0,0 - 1,374,RUS,6:14,Post,0
Action shot,8.0,4,1,NED,1.0,SEVENICH V,0,0 - 1,319,NED,5:19,Saved,0
Extra player shot,3.0,4,1,NED,1.0,PROKOFYEVA E,0,0 - 1,284,RUS,4:44,Saved,0
Action shot,5.0,4,1,NED,1.0,GENEE A,0,0 - 1,233,NED,3:53,Blocked,0
Action shot,4.0,4,1,NED,1.0,KARIMOVA E,0,0 - 1,203,RUS,3:23,Saved,0
5m shot,2.0,4,1,NED,1.0,SMIT M,0,0 - 1,178,NED,2:58,Blocked,0
