Action,Cap,Game,Opponent,Opponent name,Period,Player,RUS,Score,Seconds,Team,Time
Action shot - Goal,7.0,5,4,GRE,2.0,LISUNOVA E,4,4 - 4,458,RUS,7:38
Turnover foul,11.0,5,4,GRE,2.0,PLEVRITOU E,4,4 - 4,429,GRE,7:09
Steal,3.0,5,4,GRE,2.0,PROKOFYEVA E,4,4 - 4,429,RUS,7:09
20 sec. exclusion in centre,2.0,5,4,GRE,2.0,TSOUKALA C,4,4 - 4,409,GRE,6:49
Action shot - Goal,7.0,5,4,GRE,2.0,LISUNOVA E,5,4 - 5,388,RUS,6:28
5m shot - Saved,10.0,5,4,GRE,2.0,MANOLIOUDAKI T,5,4 - 5,361,GRE,6:01
20 sec. exclusion in centre,11.0,5,4,GRE,2.0,PLEVRITOU E,5,4 - 5,347,GRE,5:47
Extra player shot - Goal,9.0,5,4,GRE,2.0,TIMOFEEVA A,6,4 - 6,336,RUS,5:36
20 sec. exclusion in centre,8.0,5,4,GRE,2.0,ABDRIZIAKOVA E,6,4 - 6,327,RUS,5:27
Extra player shot - Post,2.0,5,4,GRE,2.0,TSOUKALA C,6,4 - 6,303,GRE,5:03
5m shot - Blocked,3.0,5,4,GRE,2.0,PROKOFYEVA E,6,4 - 6,279,RUS,4:39
Turnover foul,3.0,5,4,GRE,2.0,CHARALAMPIDI S,6,4 - 6,256,GRE,4:16
Steal,11.0,5,4,GRE,2.0,IVANOVA E,6,4 - 6,256,RUS,4:16
Turnover foul,7.0,5,4,GRE,2.0,LISUNOVA E,6,4 - 6,244,RUS,4:04
5m shot - Missed,8.0,5,4,GRE,2.0,ROUMPESI A,6,4 - 6,217,GRE,3:37
5m shot - Missed,3.0,5,4,GRE,2.0,PROKOFYEVA E,6,4 - 6,191,RUS,3:11
20 sec. exclusion in field,4.0,5,4,GRE,2.0,KARIMOVA E,6,4 - 6,178,RUS,2:58
Action shot - Goal,8.0,5,5,GRE,2.0,ROUMPESI A,6,5 - 6,154,GRE,2:34
Turnover foul,7.0,5,5,GRE,2.0,LISUNOVA E,6,5 - 6,124,RUS,2:04
20 sec. exclusion in field,6.0,5,5,GRE,2.0,SIMANOVICH A,6,5 - 6,108,RUS,1:48
Time-Out,,5,5,GRE,2.0,,6,5 - 6,108,GRE,1:48
Turnover foul,1.0,5,5,GRE,2.0,KOUVDOU E,6,5 - 6,97,GRE,1:37
Steal,7.0,5,5,GRE,2.0,LISUNOVA E,6,5 - 6,97,RUS,1:37
5m shot - Saved,7.0,5,5,GRE,2.0,LISUNOVA E,6,5 - 6,94,RUS,1:34
5m shot - Blocked,4.0,5,5,GRE,2.0,KOTSIA C,6,5 - 6,71,GRE,1:11
Counter attack - Goal,11.0,5,5,GRE,2.0,IVANOVA E,7,5 - 7,54,RUS,0:54
Action shot - Saved,4.0,5,5,GRE,2.0,KOTSIA C,7,5 - 7,34,GRE,0:34
20 sec. exclusion in field,11.0,5,5,GRE,2.0,PLEVRITOU E,7,5 - 7,33,GRE,0:33
Time-Out,,5,14,GRE,2.0,,15,14 - 15,33,RUS,0:33
Extra player shot - Saved,8.0,5,14,GRE,2.0,ABDRIZIAKOVA E,15,14 - 15,15,RUS,0:15
5m shot - Saved,2.0,5,14,GRE,2.0,TSOUKALA C,15,14 - 15,4,GRE,0:04
5m shot - Blocked,5.0,5,14,GRE,2.0,PLEVRITOU M,15,14 - 15,0,GRE,0:00
Starting goalkeeper,1.0,5,14,GRE,3.0,KOUVDOU E,15,14 - 15,480,GRE,8:00
Starting goalkeeper,13.0,5,14,GRE,3.0,KARNAUKH A,15,14 - 15,480,RUS,8:00
Sprint won possession,3.0,5,14,GRE,3.0,CHARALAMPIDI S,15,14 - 15,480,GRE,8:00
Action shot - Goal,3.0,5,6,GRE,3.0,CHARALAMPIDI S,7,6 - 7,457,GRE,7:37
Action shot - Missed,11.0,5,6,GRE,3.0,IVANOVA E,7,6 - 7,431,RUS,7:11
Centre shot - Missed,7.0,5,6,GRE,3.0,ASIMAKI A,7,6 - 7,417,GRE,6:57
Turnover foul,11.0,5,6,GRE,3.0,IVANOVA E,7,6 - 7,393,RUS,6:33
5m shot - Blocked,2.0,5,6,GRE,3.0,TSOUKALA C,7,6 - 7,371,GRE,6:11
5m shot - Goal,2.0,5,7,GRE,3.0,TSOUKALA C,7,7 - 7,346,GRE,5:46
5m shot - Saved,7.0,5,7,GRE,3.0,LISUNOVA E,7,7 - 7,320,RUS,5:20
5m shot - Saved,4.0,5,7,GRE,3.0,KOTSIA C,7,7 - 7,292,GRE,4:52
Centre shot - Blocked,4.0,5,7,GRE,3.0,KARIMOVA E,7,7 - 7,279,RUS,4:39
Turnover foul,7.0,5,7,GRE,3.0,ASIMAKI A,7,7 - 7,256,GRE,4:16
Turnover foul,10.0,5,7,GRE,3.0,MANOLIOUDAKI T,7,7 - 7,203,GRE,3:23
Steal,4.0,5,7,GRE,3.0,KARIMOVA E,7,7 - 7,203,RUS,3:23
20 sec. exclusion in field,11.0,5,7,GRE,3.0,PLEVRITOU E,7,7 - 7,186,GRE,3:06
Exclusion with substitution,11.0,5,7,GRE,3.0,PLEVRITOU E,7,7 - 7,186,GRE,3:06
Extra player shot - Goal,11.0,5,7,GRE,3.0,IVANOVA E,8,7 - 8,171,RUS,2:51
5m shot - Post,8.0,5,7,GRE,3.0,ROUMPESI A,8,7 - 8,143,GRE,2:23
Centre shot - Saved,10.0,5,7,GRE,3.0,TANKEEVA E,8,7 - 8,124,RUS,2:04
Action shot - Post,5.0,5,7,GRE,3.0,PLEVRITOU M,8,7 - 8,101,GRE,1:41
Counter attack - Goal,11.0,5,7,GRE,3.0,IVANOVA E,9,7 - 9,88,RUS,1:28
5m shot - Goal,5.0,5,8,GRE,3.0,PLEVRITOU M,9,8 - 9,60,GRE,1:00
Turnover foul,11.0,5,8,GRE,3.0,IVANOVA E,9,8 - 9,45,RUS,0:45
Time-Out,,5,8,GRE,3.0,,9,8 - 9,42,GRE,0:42
5m shot - Saved,2.0,5,8,GRE,3.0,TSOUKALA C,9,8 - 9,17,GRE,0:17
Time-Out,,5,8,GRE,3.0,,9,8 - 9,16,RUS,0:16
20 sec. exclusion in centre,5.0,5,8,GRE,3.0,PLEVRITOU M,9,8 - 9,0,GRE,0:00
Starting goalkeeper,1.0,5,8,GRE,4.0,KOUVDOU E,9,8 - 9,480,GRE,8:00
Starting goalkeeper,13.0,5,8,GRE,4.0,KARNAUKH A,9,8 - 9,480,RUS,8:00
Sprint won possession,7.0,5,8,GRE,4.0,LISUNOVA E,9,8 - 9,480,RUS,8:00
Action shot - Goal,8.0,5,8,GRE,4.0,ABDRIZIAKOVA E,10,8 - 10,459,RUS,7:39
20 sec. exclusion in centre,8.0,5,8,GRE,4.0,ABDRIZIAKOVA E,10,8 - 10,434,RUS,7:14
Extra player shot - Saved,6.0,5,8,GRE,4.0,AVRAMIDOU A,10,8 - 10,430,GRE,7:10
5m shot - Post,2.0,5,8,GRE,4.0,TSOUKALA C,10,8 - 10,410,GRE,6:50
5m shot - Goal,3.0,5,8,GRE,4.0,PROKOFYEVA E,11,8 - 11,380,RUS,6:20
Action shot - Post,3.0,5,8,GRE,4.0,CHARALAMPIDI S,11,8 - 11,352,GRE,5:52
Action shot - Saved,7.0,5,8,GRE,4.0,LISUNOVA E,11,8 - 11,322,RUS,5:22
20 sec. exclusion in centre,6.0,5,8,GRE,4.0,AVRAMIDOU A,11,8 - 11,303,GRE,5:03
Extra player shot - Goal,11.0,5,8,GRE,4.0,IVANOVA E,12,8 - 12,287,RUS,4:47
5m shot - Goal,10.0,5,9,GRE,4.0,MANOLIOUDAKI T,12,9 - 12,265,GRE,4:25
Turnover foul,7.0,5,9,GRE,4.0,LISUNOVA E,12,9 - 12,243,RUS,4:03
20 sec. exclusion in centre,8.0,5,9,GRE,4.0,ABDRIZIAKOVA E,12,9 - 12,222,RUS,3:42
Exclusion with substitution,8.0,5,9,GRE,4.0,ABDRIZIAKOVA E,12,9 - 12,222,RUS,3:42
Extra player shot - Post,2.0,5,9,GRE,4.0,TSOUKALA C,12,9 - 12,214,GRE,3:34
Action shot - Saved,7.0,5,9,GRE,4.0,LISUNOVA E,12,9 - 12,196,RUS,3:16
Action shot - Goal,8.0,5,10,GRE,4.0,ROUMPESI A,12,10 - 12,180,GRE,3:00
Action shot - Saved,11.0,5,10,GRE,4.0,IVANOVA E,12,10 - 12,155,RUS,2:35
Centre shot - Goal,12.0,5,11,GRE,4.0,XENAKI E,12,11 - 12,139,GRE,2:19
Action shot - Saved,3.0,5,11,GRE,4.0,PROKOFYEVA E,12,11 - 12,111,RUS,1:51
20 sec. exclusion in centre,3.0,5,11,GRE,4.0,PROKOFYEVA E,12,11 - 12,89,RUS,1:29
Time-Out,,5,11,GRE,4.0,,12,11 - 12,89,GRE,1:29
Extra player shot - Post,3.0,5,11,GRE,4.0,CHARALAMPIDI S,12,11 - 12,69,GRE,1:09
5m shot - Post,11.0,5,11,GRE,4.0,IVANOVA E,12,11 - 12,45,RUS,0:45
20 sec. exclusion in centre,11.0,5,11,GRE,4.0,IVANOVA E,12,11 - 12,20,RUS,0:20
Extra player shot - Goal,6.0,5,12,GRE,4.0,AVRAMIDOU A,12,12 - 12,1,GRE,0:01
5m shot - Saved,3.0,5,12,GRE,4.0,PROKOFYEVA E,12,12 - 12,0,RUS,0:00
Starting goalkeeper,1.0,6,0,ESP,1.0,ESTER L,0,0 - 0,480,ESP,8:00
Starting goalkeeper,13.0,6,0,ESP,1.0,KARNAUKH A,0,0 - 0,480,RUS,8:00
Sprint won possession,7.0,6,0,ESP,1.0,LISUNOVA E,0,0 - 0,480,RUS,8:00
Action shot - Post,7.0,6,0,ESP,1.0,LISUNOVA E,0,0 - 0,452,RUS,7:32
Action shot - Post,11.0,6,0,ESP,1.0,GARCIA M,0,0 - 0,437,ESP,7:17
Turnover foul,3.0,6,0,ESP,1.0,PROKOFYEVA E,0,0 - 0,412,RUS,6:52
Counter attack - Goal,5.0,6,1,ESP,1.0,ORTIZ M,0,1 - 0,399,ESP,6:39
5m shot - Saved,11.0,6,1,ESP,1.0,IVANOVA E,0,1 - 0,374,RUS,6:14
20 sec. exclusion in centre,9.0,6,1,ESP,1.0,TIMOFEEVA A,0,1 - 0,351,RUS,5:51
Extra player shot - Goal,6.0,6,2,ESP,1.0,PAREJA J,0,2 - 0,333,ESP,5:33
20 sec. exclusion in centre,7.0,6,2,ESP,1.0,ESPAR C,0,2 - 0,322,ESP,5:22
Extra player shot - Goal,7.0,6,2,ESP,1.0,LISUNOVA E,1,2 - 1,303,RUS,5:03
Action shot - Post,12.0,6,2,ESP,1.0,LOPEZ L,1,2 - 1,277,ESP,4:37
20 sec. exclusion in centre,12.0,6,2,ESP,1.0,LOPEZ L,1,2 - 1,261,ESP,4:21
Centre shot - Goal,8.0,6,2,ESP,1.0,ABDRIZIAKOVA E,2,2 - 2,240,RUS,4:00
5m shot - Goal,9.0,6,3,ESP,1.0,FORCA J,2,3 - 2,214,ESP,3:34
20 sec. exclusion in centre,7.0,6,3,ESP,1.0,ESPAR C,2,3 - 2,197,ESP,3:17
Extra player shot - Goal,6.0,6,3,ESP,1.0,SIMANOVICH A,3,3 - 3,180,RUS,3:00
Action shot - Goal,10.0,6,4,ESP,1.0,TARRAGO R,3,4 - 3,160,ESP,2:40
5m shot - Blocked,11.0,6,4,ESP,1.0,IVANOVA E,3,4 - 3,135,RUS,2:15
Action shot - Goal,3.0,6,5,ESP,1.0,ESPAR A,3,5 - 3,119,ESP,1:59
Turnover foul,12.0,6,5,ESP,1.0,IARONDAIKINA N,3,5 - 3,100,RUS,1:40
Steal,6.0,6,5,ESP,1.0,PAREJA J,3,5 - 3,100,ESP,1:40
Turnover foul,11.0,6,5,ESP,1.0,GARCIA M,3,5 - 3,75,ESP,1:15
5m shot - Post,7.0,6,5,ESP,1.0,LISUNOVA E,3,5 - 3,56,RUS,0:56
5m shot - Missed,6.0,6,5,ESP,1.0,PAREJA J,3,5 - 3,34,ESP,0:34
Action shot - Post,7.0,6,5,ESP,1.0,LISUNOVA E,3,5 - 3,12,RUS,0:12
Time-Out,,6,5,ESP,1.0,,3,5 - 3,12,ESP,0:12
20 sec. exclusion in centre,9.0,6,5,ESP,1.0,TIMOFEEVA A,3,5 - 3,3,RUS,0:03
Extra player shot - Post,12.0,6,5,ESP,1.0,LOPEZ L,3,5 - 3,1,ESP,0:01
Starting goalkeeper,1.0,6,5,ESP,2.0,ESTER L,3,5 - 3,480,ESP,8:00
Starting goalkeeper,13.0,6,5,ESP,2.0,KARNAUKH A,3,5 - 3,480,RUS,8:00
Sprint won possession,6.0,6,5,ESP,2.0,PAREJA J,3,5 - 3,480,ESP,8:00
Turnover foul,10.0,6,5,ESP,2.0,TARRAGO R,3,5 - 3,477,ESP,7:57
20 sec. exclusion in field,10.0,6,5,ESP,2.0,TARRAGO R,3,5 - 3,477,ESP,7:57
Action shot - Saved,4.0,6,5,ESP,2.0,KARIMOVA E,3,5 - 3,456,RUS,7:36
Turnover foul,11.0,6,5,ESP,2.0,IVANOVA E,3,5 - 3,436,RUS,7:16
Steal,6.0,6,5,ESP,2.0,PAREJA J,3,5 - 3,436,ESP,7:16
Turnover foul,11.0,6,5,ESP,2.0,GARCIA M,3,5 - 3,412,ESP,6:52
Turnover foul,6.0,6,5,ESP,2.0,SIMANOVICH A,3,5 - 3,397,RUS,6:37
20 sec. exclusion in field,5.0,6,5,ESP,2.0,ZUBACHEVA E,3,5 - 3,392,RUS,6:32
Action shot - Saved,6.0,6,5,ESP,2.0,PAREJA J,3,5 - 3,366,ESP,6:06
5m shot - Saved,3.0,6,5,ESP,2.0,PROKOFYEVA E,3,5 - 3,337,RUS,5:37
Counter attack - Goal,9.0,6,6,ESP,2.0,FORCA J,3,6 - 3,324,ESP,5:24
Penalty foul,5.0,6,6,ESP,2.0,ORTIZ M,3,6 - 3,311,ESP,5:11
Penalty shot - Goal,11.0,6,6,ESP,2.0,IVANOVA E,4,6 - 4,311,RUS,5:11
Action shot - Saved,6.0,6,6,ESP,2.0,PAREJA J,4,6 - 4,294,ESP,4:54
Action shot - Saved,9.0,6,6,ESP,2.0,TIMOFEEVA A,4,6 - 4,269,RUS,4:29
Action shot - Goal,12.0,6,7,ESP,2.0,LOPEZ L,4,7 - 4,253,ESP,4:13
Goalkeeper substitution,1.0,6,7,ESP,2.0,VERKHOGLYADOVA A,4,7 - 4,253,RUS,4:13
20 sec. exclusion in centre,2.0,6,7,ESP,2.0,BACH M,4,7 - 4,237,ESP,3:57
Extra player shot - Goal,11.0,6,7,ESP,2.0,IVANOVA E,5,7 - 5,234,RUS,3:54
Action shot - Saved,11.0,6,7,ESP,2.0,GARCIA M,5,7 - 5,215,ESP,3:35
Action shot - Goal,4.0,6,7,ESP,2.0,KARIMOVA E,6,7 - 6,197,RUS,3:17
5m shot - Saved,2.0,6,7,ESP,2.0,BACH M,6,7 - 6,174,ESP,2:54
20 sec. exclusion in centre,2.0,6,7,ESP,2.0,BACH M,6,7 - 6,149,ESP,2:29
Action shot - Goal,11.0,6,7,ESP,2.0,IVANOVA E,7,7 - 7,129,RUS,2:09
Penalty foul,11.0,6,7,ESP,2.0,IVANOVA E,7,7 - 7,116,RUS,1:56
Penalty shot - Goal,10.0,6,8,ESP,2.0,TARRAGO R,7,8 - 7,116,ESP,1:56
Action shot - Saved,5.0,6,8,ESP,2.0,ZUBACHEVA E,7,8 - 7,93,RUS,1:33
5m shot - Saved,10.0,6,8,ESP,2.0,TARRAGO R,7,8 - 7,70,ESP,1:10
Turnover foul,5.0,6,8,ESP,2.0,ZUBACHEVA E,7,8 - 7,51,RUS,0:51
Turnover foul,9.0,6,8,ESP,2.0,FORCA J,7,8 - 7,27,ESP,0:27
Steal,3.0,6,8,ESP,2.0,PROKOFYEVA E,7,8 - 7,27,RUS,0:27
Turnover foul,3.0,6,8,ESP,4.0,ESPAR A,7,8 - 7,160,ESP,2:40
Steal,7.0,6,8,ESP,4.0,LISUNOVA E,7,8 - 7,160,RUS,2:40
Turnover foul,7.0,6,8,ESP,4.0,LISUNOVA E,7,8 - 7,155,RUS,2:35
Turnover foul,12.0,6,8,ESP,4.0,LOPEZ L,7,8 - 7,144,ESP,2:24
5m shot - Blocked,3.0,6,8,ESP,4.0,PROKOFYEVA E,7,8 - 7,134,RUS,2:14
20 sec. exclusion in centre,6.0,6,8,ESP,4.0,PAREJA J,7,8 - 7,129,ESP,2:09
Extra player shot - Goal,7.0,6,14,ESP,4.0,LISUNOVA E,10,14 - 10,111,RUS,1:51
Time-Out,,6,14,ESP,2.0,,10,14 - 10,8,RUS,0:08
5m shot - Missed,3.0,6,14,ESP,2.0,PROKOFYEVA E,10,14 - 10,0,RUS,0:00
Starting goalkeeper,1.0,6,14,ESP,3.0,ESTER L,10,14 - 10,480,ESP,8:00
Starting goalkeeper,1.0,6,14,ESP,3.0,VERKHOGLYADOVA A,10,14 - 10,480,RUS,8:00
Sprint won possession,6.0,6,14,ESP,3.0,PAREJA J,10,14 - 10,480,ESP,8:00
Centre shot - Saved,11.0,6,14,ESP,3.0,GARCIA M,10,14 - 10,451,ESP,7:31
20 sec. exclusion in centre,10.0,6,14,ESP,3.0,TARRAGO R,10,14 - 10,431,ESP,7:11
Turnover foul,3.0,6,14,ESP,3.0,PROKOFYEVA E,10,14 - 10,408,RUS,6:48
Steal,5.0,6,14,ESP,3.0,ORTIZ M,10,14 - 10,408,ESP,6:48
20 sec. exclusion in centre,8.0,6,14,ESP,3.0,ABDRIZIAKOVA E,10,14 - 10,393,RUS,6:33
Action shot - Goal,12.0,6,9,ESP,3.0,LOPEZ L,7,9 - 7,368,ESP,6:08
Turnover foul,11.0,6,9,ESP,3.0,IVANOVA E,7,9 - 7,345,RUS,5:45
Steal,3.0,6,9,ESP,3.0,ESPAR A,7,9 - 7,343,ESP,5:43
20 sec. exclusion in centre,8.0,6,9,ESP,3.0,ABDRIZIAKOVA E,7,9 - 7,325,RUS,5:25
Turnover foul,8.0,6,9,ESP,3.0,PENA P,7,9 - 7,311,ESP,5:11
20 sec. exclusion in centre,7.0,6,9,ESP,3.0,ESPAR C,7,9 - 7,295,ESP,4:55
Exclusion with substitution,7.0,6,9,ESP,3.0,ESPAR C,7,9 - 7,295,ESP,4:55
Extra player shot - Post,4.0,6,9,ESP,3.0,KARIMOVA E,7,9 - 7,275,RUS,4:35
Counter attack - Goal,8.0,6,10,ESP,3.0,PENA P,7,10 - 7,258,ESP,4:18
20 sec. exclusion in centre,12.0,6,10,ESP,3.0,LOPEZ L,7,10 - 7,243,ESP,4:03
Time-Out,,6,10,ESP,3.0,,7,10 - 7,243,RUS,4:03
Extra player shot - Goal,6.0,6,10,ESP,3.0,SIMANOVICH A,8,10 - 8,227,RUS,3:47
Turnover foul,6.0,6,10,ESP,3.0,PAREJA J,8,10 - 8,211,ESP,3:31
Steal,4.0,6,10,ESP,3.0,KARIMOVA E,8,10 - 8,211,RUS,3:31
Turnover foul,4.0,6,10,ESP,3.0,KARIMOVA E,8,10 - 8,187,RUS,3:07
20 sec. exclusion in centre,11.0,6,10,ESP,3.0,IVANOVA E,8,10 - 8,175,RUS,2:55
Extra player shot - Goal,10.0,6,11,ESP,3.0,TARRAGO R,8,11 - 8,161,ESP,2:41
Turnover foul,3.0,6,11,ESP,3.0,PROKOFYEVA E,8,11 - 8,134,RUS,2:14
Steal,4.0,6,11,ESP,3.0,LEITON P,8,11 - 8,134,ESP,2:14
Turnover foul,10.0,6,11,ESP,3.0,TARRAGO R,8,11 - 8,114,ESP,1:54
Turnover foul,6.0,6,11,ESP,3.0,SIMANOVICH A,8,11 - 8,87,RUS,1:27
Turnover foul,10.0,6,11,ESP,3.0,TARRAGO R,8,11 - 8,62,ESP,1:02
Steal,7.0,6,11,ESP,3.0,LISUNOVA E,8,11 - 8,62,RUS,1:02
5m shot - Missed,11.0,6,11,ESP,3.0,IVANOVA E,8,11 - 8,40,RUS,0:40
Time-Out,,6,11,ESP,3.0,,8,11 - 8,40,ESP,0:40
Action shot - Goal,12.0,6,12,ESP,3.0,LOPEZ L,8,12 - 8,14,ESP,0:14
Starting goalkeeper,1.0,6,12,ESP,4.0,ESTER L,8,12 - 8,480,ESP,8:00
Starting goalkeeper,1.0,6,12,ESP,4.0,VERKHOGLYADOVA A,8,12 - 8,480,RUS,8:00
Sprint won possession,7.0,6,12,ESP,4.0,LISUNOVA E,8,12 - 8,480,RUS,8:00
Penalty foul,5.0,6,12,ESP,4.0,ORTIZ M,8,12 - 8,458,ESP,7:38
Penalty shot - Goal,3.0,6,12,ESP,4.0,PROKOFYEVA E,9,12 - 9,458,RUS,7:38
Centre shot - Goal,11.0,6,13,ESP,4.0,GARCIA M,9,13 - 9,439,ESP,7:19
Action shot - Blocked,8.0,6,13,ESP,4.0,ABDRIZIAKOVA E,9,13 - 9,414,RUS,6:54
20 sec. exclusion in centre,12.0,6,13,ESP,4.0,IARONDAIKINA N,9,13 - 9,391,RUS,6:31
Extra player shot - Saved,3.0,6,13,ESP,4.0,ESPAR A,9,13 - 9,375,ESP,6:15
Turnover foul,3.0,6,13,ESP,4.0,ESPAR A,9,13 - 9,370,ESP,6:10
Turnover foul,11.0,6,13,ESP,4.0,IVANOVA E,9,13 - 9,351,RUS,5:51
Steal,10.0,6,13,ESP,4.0,TARRAGO R,9,13 - 9,351,ESP,5:51
20 sec. exclusion in centre,9.0,6,13,ESP,4.0,TIMOFEEVA A,9,13 - 9,335,RUS,5:35
Exclusion with substitution,9.0,6,13,ESP,4.0,TIMOFEEVA A,9,13 - 9,335,RUS,5:35
Turnover foul,10.0,6,13,ESP,4.0,TARRAGO R,9,13 - 9,312,ESP,5:12
Steal,11.0,6,13,ESP,4.0,IVANOVA E,9,13 - 9,312,RUS,5:12
20 sec. exclusion in centre,2.0,6,13,ESP,4.0,BACH M,9,13 - 9,295,ESP,4:55
Exclusion with substitution,2.0,6,13,ESP,4.0,BACH M,9,13 - 9,295,ESP,4:55
Extra player shot - Saved,7.0,6,13,ESP,4.0,LISUNOVA E,9,13 - 9,285,RUS,4:45
Counter attack - Goal,6.0,6,14,ESP,4.0,PAREJA J,9,14 - 9,270,ESP,4:30
20 sec. exclusion in field,9.0,6,14,ESP,4.0,FORCA J,9,14 - 9,257,ESP,4:17
Extra player shot - Saved,7.0,6,14,ESP,4.0,LISUNOVA E,9,14 - 9,239,RUS,3:59
Goalkeeper substitution,13.0,6,14,ESP,4.0,KARNAUKH A,9,14 - 9,226,RUS,3:46
Turnover foul,4.0,6,14,ESP,4.0,LEITON P,9,14 - 9,213,ESP,3:33
Steal,3.0,6,14,ESP,4.0,PROKOFYEVA E,9,14 - 9,213,RUS,3:33
20 sec. exclusion in centre,5.0,6,14,ESP,4.0,ORTIZ M,9,14 - 9,192,ESP,3:12
Exclusion with substitution,5.0,6,14,ESP,4.0,ORTIZ M,9,14 - 9,192,ESP,3:12
Extra player shot - Blocked,11.0,6,14,ESP,4.0,IVANOVA E,9,14 - 9,171,RUS,2:51
20 sec. exclusion in field,7.0,6,14,ESP,4.0,LISUNOVA E,9,14 - 9,94,RUS,1:34
Action shot - Saved,9.0,6,14,ESP,4.0,FORCA J,9,14 - 9,67,ESP,1:07
Turnover foul,3.0,6,14,ESP,4.0,PROKOFYEVA E,9,14 - 9,44,RUS,0:44
Steal,10.0,6,14,ESP,4.0,TARRAGO R,9,14 - 9,44,ESP,0:44
Counter attack - Goal,10.0,6,15,ESP,4.0,TARRAGO R,10,15 - 10,34,ESP,0:34
20 sec. exclusion in centre,3.0,6,15,ESP,4.0,ESPAR A,10,15 - 10,14,ESP,0:14
Extra player shot - Missed,8.0,6,15,ESP,4.0,ABDRIZIAKOVA E,10,15 - 10,11,RUS,0:11
