Action,Cap,Game,HUN,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time
Turnover foul,4.0,2,8,1,RSA,2.0,ERDELYI B,1 - 8,39,HUN,0:39
5m shot - Saved,7.0,2,8,1,RSA,2.0,JAGGA D,1 - 8,10,RSA,0:10
5m shot - Missed,3.0,2,8,1,RSA,2.0,MADARAS N,1 - 8,0,HUN,0:00
Starting goalkeeper,13.0,2,8,1,RSA,3.0,LEWIS J,1 - 8,480,RSA,8:00
Starting goalkeeper,13.0,2,8,1,RSA,3.0,DECKER A,1 - 8,480,HUN,8:00
Sprint won possession,4.0,2,8,1,RSA,3.0,ERDELYI B,1 - 8,480,HUN,8:00
Action shot - Goal,12.0,2,9,1,RSA,3.0,HARAI B,1 - 9,453,HUN,7:33
Action shot - Goal,5.0,2,9,2,RSA,3.0,HOCK N,2 - 9,427,RSA,7:07
Turnover foul,12.0,2,9,2,RSA,3.0,HARAI B,2 - 9,406,HUN,6:46
20 sec. exclusion in centre,2.0,2,9,2,RSA,3.0,GOR-NAGY M,2 - 9,384,HUN,6:24
Extra player shot - Missed,10.0,2,9,2,RSA,3.0,LE ROUX P,2 - 9,363,RSA,6:03
Penalty foul,8.0,2,9,2,RSA,3.0,WINGATE-PEARSE J,2 - 9,349,RSA,5:49
Penalty shot - Goal,5.0,2,10,2,RSA,3.0,VAMOS M,2 - 10,349,HUN,5:49
Action shot - Saved,12.0,2,10,2,RSA,3.0,HARAI B,2 - 10,290,HUN,4:50
Turnover foul,5.0,2,10,2,RSA,3.0,HOCK N,2 - 10,266,RSA,4:26
Steal,5.0,2,10,2,RSA,3.0,VAMOS M,2 - 10,266,HUN,4:26
5m shot - Saved,5.0,2,10,2,RSA,3.0,VAMOS M,2 - 10,245,HUN,4:05
5m shot - Post,6.0,2,10,2,RSA,3.0,HOSNYANSZKY N,2 - 10,239,HUN,3:59
Time-Out,,2,10,2,RSA,3.0,,2 - 10,234,RSA,3:54
Turnover foul,2.0,2,10,2,RSA,3.0,LE ROUX E,2 - 10,223,RSA,3:43
Steal,3.0,2,10,2,RSA,3.0,MADARAS N,2 - 10,223,HUN,3:43
20 sec. exclusion in field,9.0,2,10,2,RSA,3.0,WHYTE D,2 - 10,221,RSA,3:41
Time-Out,,2,10,2,RSA,3.0,,2 - 10,221,HUN,3:41
Extra player shot - Post,3.0,2,10,2,RSA,3.0,MADARAS N,2 - 10,203,HUN,3:23
Action shot - Post,10.0,2,10,2,RSA,3.0,VARGA D,2 - 10,196,HUN,3:16
5m shot - Saved,2.0,2,10,2,RSA,3.0,LE ROUX E,2 - 10,170,RSA,2:50
Penalty foul,9.0,2,10,2,RSA,3.0,VARGA D,2 - 10,157,HUN,2:37
Penalty shot - Goal,11.0,2,10,3,RSA,3.0,MOLYNEUX N,3 - 10,157,RSA,2:37
Centre shot - Goal,11.0,2,11,3,RSA,3.0,BEDO K,3 - 11,138,HUN,2:18
Turnover foul,2.0,2,11,3,RSA,3.0,LE ROUX E,3 - 11,120,RSA,2:00
Steal,10.0,2,11,3,RSA,3.0,VARGA D,3 - 11,120,HUN,2:00
20 sec. exclusion in field,2.0,2,11,3,RSA,3.0,LE ROUX E,3 - 11,115,RSA,1:55
Extra player shot - Goal,10.0,2,12,3,RSA,3.0,VARGA D,3 - 12,98,HUN,1:38
20 sec. exclusion in centre,2.0,2,12,3,RSA,3.0,GOR-NAGY M,3 - 12,77,HUN,1:17
Turnover foul,2.0,2,12,3,RSA,3.0,LE ROUX E,3 - 12,43,RSA,0:43
Steal,5.0,2,12,3,RSA,3.0,VAMOS M,3 - 12,43,HUN,0:43
5m shot - Saved,6.0,2,12,3,RSA,3.0,HOSNYANSZKY N,3 - 12,37,HUN,0:37
Starting goalkeeper,13.0,2,12,3,RSA,4.0,LEWIS J,3 - 12,480,RSA,8:00
Starting goalkeeper,13.0,2,12,3,RSA,4.0,DECKER A,3 - 12,480,HUN,8:00
Sprint won possession,11.0,2,12,3,RSA,4.0,MOLYNEUX N,3 - 12,480,RSA,8:00
Turnover foul,10.0,2,12,3,RSA,4.0,LE ROUX P,3 - 12,451,RSA,7:31
Steal,7.0,2,12,3,RSA,4.0,ANGYAL D,3 - 12,451,HUN,7:31
5m shot - Saved,5.0,2,12,3,RSA,4.0,VAMOS M,3 - 12,428,HUN,7:08
Action shot - Saved,5.0,2,12,3,RSA,4.0,VAMOS M,3 - 12,423,HUN,7:03
20 sec. exclusion in centre,5.0,2,12,3,RSA,4.0,HOCK N,3 - 12,402,RSA,6:42
Turnover foul,4.0,2,12,3,RSA,4.0,ERDELYI B,3 - 12,373,HUN,6:13
Turnover foul,5.0,2,12,3,RSA,4.0,HOCK N,3 - 12,365,RSA,6:05
Steal,6.0,2,12,3,RSA,4.0,HOSNYANSZKY N,3 - 12,365,HUN,6:05
20 sec. exclusion in field,5.0,2,12,3,RSA,4.0,HOCK N,3 - 12,365,RSA,6:05
Extra player shot - Goal,5.0,2,13,3,RSA,4.0,VAMOS M,3 - 13,356,HUN,5:56
Action shot - Goal,7.0,2,13,4,RSA,4.0,JAGGA D,4 - 13,337,RSA,5:37
Action shot - Saved,10.0,2,13,4,RSA,4.0,VARGA D,4 - 13,318,HUN,5:18
Turnover foul,10.0,2,13,4,RSA,4.0,LE ROUX P,4 - 13,300,RSA,5:00
Steal,4.0,2,13,4,RSA,4.0,ERDELYI B,4 - 13,300,HUN,5:00
20 sec. exclusion in centre,6.0,2,13,4,RSA,4.0,DE CARVALHO J,4 - 13,284,RSA,4:44
Exclusion with substitution,6.0,2,13,4,RSA,4.0,DE CARVALHO J,4 - 13,284,RSA,4:44
Extra player shot - Goal,7.0,2,14,4,RSA,4.0,ANGYAL D,4 - 14,265,HUN,4:25
Turnover foul,2.0,2,14,4,RSA,4.0,LE ROUX E,4 - 14,239,RSA,3:59
Steal,4.0,2,14,4,RSA,4.0,ERDELYI B,4 - 14,239,HUN,3:59
5m shot - Saved,3.0,2,14,4,RSA,4.0,MADARAS N,4 - 14,212,HUN,3:32
Action shot - Goal,10.0,2,15,4,RSA,4.0,VARGA D,4 - 15,164,HUN,2:44
Turnover foul,10.0,2,15,4,RSA,4.0,LE ROUX P,4 - 15,139,RSA,2:19
Steal,8.0,2,15,4,RSA,4.0,SZIVOS M,4 - 15,139,HUN,2:19
Counter attack - Goal,4.0,2,16,4,RSA,4.0,ERDELYI B,4 - 16,79,HUN,1:19
Action shot - Goal,4.0,2,17,4,RSA,4.0,ERDELYI B,4 - 17,37,HUN,0:37
5m shot - Saved,8.0,2,17,4,RSA,4.0,SZIVOS M,4 - 17,0,HUN,0:00
Starting goalkeeper,1.0,3,0,0,ARG,1.0,NAGY V,0 - 0,480,HUN,8:00
Starting goalkeeper,1.0,3,0,0,ARG,1.0,MALNERO D,0 - 0,480,ARG,8:00
Sprint won possession,6.0,3,0,0,ARG,1.0,BULGHERONI T,0 - 0,480,ARG,8:00
Action shot - Saved,5.0,3,0,0,ARG,1.0,LOPEZ E,0 - 0,452,ARG,7:32
20 sec. exclusion in centre,9.0,3,0,0,ARG,1.0,VARGA D,0 - 0,448,HUN,7:28
Action shot - Goal,5.0,3,0,1,ARG,1.0,LOPEZ E,0 - 1,432,ARG,7:12
Turnover foul,3.0,3,0,1,ARG,1.0,MADARAS N,0 - 1,411,HUN,6:51
Turnover foul,12.0,3,0,1,ARG,1.0,YANEZ G,0 - 1,398,ARG,6:38
Steal,2.0,3,0,1,ARG,1.0,GOR-NAGY M,0 - 1,398,HUN,6:38
Action shot - Goal,8.0,3,1,1,ARG,1.0,SZIVOS M,1 - 1,381,HUN,6:21
5m shot - Missed,2.0,3,1,1,ARG,1.0,VEICH R,1 - 1,353,ARG,5:53
Action shot - Goal,12.0,3,2,1,ARG,1.0,HARAI B,2 - 1,339,HUN,5:39
Action shot - Missed,9.0,3,2,1,ARG,1.0,CARABANTES I,2 - 1,315,ARG,5:15
20 sec. exclusion in centre,12.0,3,2,1,ARG,1.0,YANEZ G,2 - 1,295,ARG,4:55
Extra player shot - Goal,3.0,3,3,1,ARG,1.0,MADARAS N,3 - 1,281,HUN,4:41
Turnover foul,12.0,3,3,1,ARG,1.0,YANEZ G,3 - 1,253,ARG,4:13
Counter attack - Goal,4.0,3,4,1,ARG,1.0,ERDELYI B,4 - 1,247,HUN,4:07
Turnover foul,9.0,3,4,1,ARG,1.0,CARABANTES I,4 - 1,215,ARG,3:35
20 sec. exclusion in centre,4.0,3,4,1,ARG,1.0,MONUTTI A,4 - 1,188,ARG,3:08
Extra player shot - Goal,7.0,3,5,1,ARG,1.0,ANGYAL D,5 - 1,187,HUN,3:07
20 sec. exclusion in centre,4.0,3,5,1,ARG,1.0,ERDELYI B,5 - 1,163,HUN,2:43
Action shot - Post,8.0,3,5,1,ARG,1.0,CORSI E,5 - 1,136,ARG,2:16
Turnover foul,4.0,3,5,1,ARG,1.0,ERDELYI B,5 - 1,117,HUN,1:57
Action shot - Goal,11.0,3,5,2,ARG,1.0,DEMARCHI F,5 - 2,101,ARG,1:41
20 sec. exclusion in centre,9.0,3,5,2,ARG,1.0,CARABANTES I,5 - 2,80,ARG,1:20
Time-Out,,3,5,2,ARG,1.0,,5 - 2,46,ARG,0:46
5m shot - Missed,8.0,3,5,2,ARG,1.0,CORSI E,5 - 2,28,ARG,0:28
Time-Out,,3,5,2,ARG,1.0,,5 - 2,28,HUN,0:28
20 sec. exclusion in centre,10.0,3,5,2,ARG,1.0,DASZCZYK J,5 - 2,10,ARG,0:10
Extra player shot - Goal,6.0,3,6,2,ARG,1.0,HOSNYANSZKY N,6 - 2,1,HUN,0:01
Starting goalkeeper,1.0,3,6,2,ARG,2.0,NAGY V,6 - 2,480,HUN,8:00
Starting goalkeeper,1.0,3,6,2,ARG,2.0,MALNERO D,6 - 2,480,ARG,8:00
Sprint won possession,4.0,3,6,2,ARG,2.0,ERDELYI B,6 - 2,480,HUN,8:00
5m shot - Saved,9.0,3,6,2,ARG,2.0,VARGA D,6 - 2,454,HUN,7:34
Turnover foul,11.0,3,6,2,ARG,2.0,BEDO K,6 - 2,429,HUN,7:09
Steal,12.0,3,6,2,ARG,2.0,YANEZ G,6 - 2,429,ARG,7:09
5m shot - Post,2.0,3,6,2,ARG,2.0,VEICH R,6 - 2,402,ARG,6:42
Turnover foul,3.0,3,6,2,ARG,2.0,MADARAS N,6 - 2,383,HUN,6:23
Turnover foul,11.0,3,6,2,ARG,2.0,DEMARCHI F,6 - 2,363,ARG,6:03
Turnover foul,11.0,3,6,2,ARG,2.0,BEDO K,6 - 2,348,HUN,5:48
5m shot - Post,9.0,3,6,2,ARG,2.0,CARABANTES I,6 - 2,320,ARG,5:20
20 sec. exclusion in centre,11.0,3,6,2,ARG,2.0,DEMARCHI F,6 - 2,301,ARG,5:01
Action shot - Missed,7.0,3,6,2,ARG,2.0,ANGYAL D,6 - 2,272,HUN,4:32
5m shot - Saved,12.0,3,6,2,ARG,2.0,YANEZ G,6 - 2,264,ARG,4:24
Centre shot - Goal,8.0,3,7,2,ARG,2.0,SZIVOS M,7 - 2,248,HUN,4:08
20 sec. exclusion in centre,4.0,3,7,2,ARG,2.0,ERDELYI B,7 - 2,227,HUN,3:47
Time-Out,,3,7,2,ARG,2.0,,7 - 2,227,ARG,3:47
5m shot - Blocked,9.0,3,7,2,ARG,2.0,CARABANTES I,7 - 2,205,ARG,3:25
20 sec. exclusion in centre,4.0,3,7,2,ARG,2.0,MONUTTI A,7 - 2,187,ARG,3:07
Turnover foul,12.0,3,7,2,ARG,2.0,YANEZ G,7 - 2,136,ARG,2:16
Steal,1.0,3,7,2,ARG,2.0,NAGY V,7 - 2,136,HUN,2:16
20 sec. exclusion in centre,10.0,3,7,2,ARG,2.0,DASZCZYK J,7 - 2,114,ARG,1:54
Time-Out,,3,7,2,ARG,2.0,,7 - 2,114,HUN,1:54
Extra player shot - Goal,8.0,3,8,2,ARG,2.0,SZIVOS M,8 - 2,93,HUN,1:33
5m shot - Saved,9.0,3,8,2,ARG,2.0,CARABANTES I,8 - 2,61,ARG,1:01
Penalty foul,2.0,3,8,2,ARG,2.0,VEICH R,8 - 2,42,ARG,0:42
Penalty shot - Goal,5.0,3,9,2,ARG,2.0,VAMOS M,9 - 2,42,HUN,0:42
Action shot - Goal,12.0,3,9,3,ARG,2.0,YANEZ G,9 - 3,20,ARG,0:20
5m shot - Saved,10.0,3,9,3,ARG,2.0,VARGA D,9 - 3,0,HUN,0:00
5m shot - Saved,8.0,3,9,3,ARG,2.0,SZIVOS M,9 - 3,0,HUN,0:00
Starting goalkeeper,1.0,3,9,3,ARG,3.0,NAGY V,9 - 3,480,HUN,8:00
Starting goalkeeper,1.0,3,9,3,ARG,3.0,MALNERO D,9 - 3,480,ARG,8:00
Sprint won possession,10.0,3,9,3,ARG,3.0,VARGA D,9 - 3,480,HUN,8:00
Action shot - Goal,10.0,3,10,3,ARG,3.0,VARGA D,10 - 3,453,HUN,7:33
Turnover foul,9.0,3,10,3,ARG,3.0,CARABANTES I,10 - 3,418,ARG,6:58
Turnover foul,3.0,3,10,3,ARG,3.0,MADARAS N,10 - 3,398,HUN,6:38
Action shot - Goal,5.0,3,10,4,ARG,3.0,LOPEZ E,10 - 4,382,ARG,6:22
Action shot - Goal,12.0,3,11,4,ARG,3.0,HARAI B,11 - 4,361,HUN,6:01
5m shot - Saved,11.0,3,11,4,ARG,3.0,DEMARCHI F,11 - 4,338,ARG,5:38
Action shot - Blocked,10.0,3,11,4,ARG,3.0,VARGA D,11 - 4,317,HUN,5:17
20 sec. exclusion in centre,4.0,3,11,4,ARG,3.0,MONUTTI A,11 - 4,317,ARG,5:17
Exclusion with substitution,4.0,3,11,4,ARG,3.0,MONUTTI A,11 - 4,317,ARG,5:17
Extra player shot - Goal,5.0,3,12,4,ARG,3.0,VAMOS M,12 - 4,299,HUN,4:59
Double exclusion,5.0,3,12,4,ARG,3.0,VAMOS M,12 - 4,276,HUN,4:36
Double exclusion,9.0,3,12,4,ARG,3.0,CARABANTES I,12 - 4,276,ARG,4:36
Extra player shot - Goal,9.0,3,13,4,ARG,3.0,VARGA D,13 - 4,247,HUN,4:07
5m shot - Saved,2.0,3,13,4,ARG,3.0,VEICH R,13 - 4,224,ARG,3:44
20 sec. exclusion in centre,8.0,3,13,4,ARG,3.0,CORSI E,13 - 4,201,ARG,3:21
Turnover foul,9.0,3,13,4,ARG,3.0,VARGA D,13 - 4,187,HUN,3:07
5m shot - Saved,9.0,3,13,4,ARG,3.0,CARABANTES I,13 - 4,159,ARG,2:39
20 sec. exclusion in centre,11.0,3,13,4,ARG,3.0,BEDO K,13 - 4,159,HUN,2:39
Time-Out,,3,13,4,ARG,3.0,,13 - 4,159,ARG,2:39
Turnover foul,7.0,3,13,4,ARG,3.0,MONTANE J,13 - 4,139,ARG,2:19
Steal,7.0,3,13,4,ARG,3.0,ANGYAL D,13 - 4,139,HUN,2:19
5m shot - Goal,6.0,3,14,4,ARG,3.0,HOSNYANSZKY N,14 - 4,111,HUN,1:51
Turnover foul,7.0,3,14,4,ARG,3.0,MONTANE J,14 - 4,82,ARG,1:22
Action shot - Saved,11.0,3,14,4,ARG,3.0,BEDO K,14 - 4,67,HUN,1:07
5m shot - Missed,12.0,3,14,4,ARG,3.0,YANEZ G,14 - 4,36,ARG,0:36
Time-Out,,3,14,4,ARG,3.0,,14 - 4,36,HUN,0:36
20 sec. exclusion in centre,2.0,3,14,4,ARG,3.0,VEICH R,14 - 4,17,ARG,0:17
Extra player shot - Goal,4.0,3,15,4,ARG,3.0,ERDELYI B,15 - 4,3,HUN,0:03
5m shot - Blocked,2.0,3,15,4,ARG,3.0,VEICH R,15 - 4,1,ARG,0:01
Starting goalkeeper,1.0,3,15,4,ARG,4.0,NAGY V,15 - 4,480,HUN,8:00
Starting goalkeeper,1.0,3,15,4,ARG,4.0,MALNERO D,15 - 4,480,ARG,8:00
Sprint won possession,10.0,3,15,4,ARG,4.0,VARGA D,15 - 4,480,HUN,8:00
Action shot - Saved,12.0,3,15,4,ARG,4.0,HARAI B,15 - 4,463,HUN,7:43
Turnover foul,5.0,3,15,4,ARG,4.0,LOPEZ E,15 - 4,436,ARG,7:16
Steal,3.0,3,15,4,ARG,4.0,MADARAS N,15 - 4,436,HUN,7:16
Action shot - Goal,10.0,3,16,4,ARG,4.0,VARGA D,16 - 4,422,HUN,7:02
Turnover foul,9.0,3,16,4,ARG,4.0,CARABANTES I,16 - 4,392,ARG,6:32
Steal,2.0,3,16,4,ARG,4.0,GOR-NAGY M,16 - 4,392,HUN,6:32
Action shot - Goal,5.0,3,17,4,ARG,4.0,VAMOS M,17 - 4,374,HUN,6:14
Turnover foul,8.0,3,17,4,ARG,4.0,CORSI E,17 - 4,351,ARG,5:51
Action shot - Post,8.0,3,17,4,ARG,4.0,SZIVOS M,17 - 4,333,HUN,5:33
Action shot - Saved,12.0,3,17,4,ARG,4.0,YANEZ G,17 - 4,304,ARG,5:04
Action shot - Saved,3.0,3,17,4,ARG,4.0,MADARAS N,17 - 4,279,HUN,4:39
Turnover foul,12.0,3,17,4,ARG,4.0,YANEZ G,17 - 4,246,ARG,4:06
Turnover foul,4.0,3,17,4,ARG,4.0,ERDELYI B,17 - 4,226,HUN,3:46
Steal,8.0,3,17,4,ARG,4.0,CORSI E,17 - 4,226,ARG,3:46
Time-Out,,3,17,4,ARG,4.0,,17 - 4,226,ARG,3:46
Action shot - Saved,2.0,3,17,4,ARG,4.0,VEICH R,17 - 4,202,ARG,3:22
Action shot - Saved,11.0,3,17,4,ARG,4.0,BEDO K,17 - 4,176,HUN,2:56
Action shot - Post,2.0,3,17,4,ARG,4.0,VEICH R,17 - 4,157,ARG,2:37
Action shot - Goal,5.0,3,18,4,ARG,4.0,VAMOS M,18 - 4,137,HUN,2:17
Action shot - Goal,10.0,3,19,4,ARG,4.0,VARGA D,19 - 4,89,HUN,1:29
Turnover foul,2.0,3,19,4,ARG,4.0,VEICH R,19 - 4,55,ARG,0:55
Steal,9.0,3,19,4,ARG,4.0,VARGA D,19 - 4,55,HUN,0:55
Counter attack - Goal,10.0,3,20,4,ARG,4.0,VARGA D,20 - 4,41,HUN,0:41
Steal,10.0,3,20,4,ARG,4.0,VARGA D,20 - 4,25,HUN,0:25
Turnover foul,10.0,3,20,4,ARG,4.0,DASZCZYK J,20 - 4,25,ARG,0:25
Counter attack - Goal,10.0,3,21,4,ARG,4.0,VARGA D,21 - 4,14,HUN,0:14
Starting goalkeeper,1.0,4,0,0,ITA,1.0,NAGY V,0 - 0,480,HUN,8:00
Starting goalkeeper,1.0,4,0,0,ITA,1.0,TEMPESTI S,0 - 0,480,ITA,8:00
Sprint won possession,4.0,4,0,0,ITA,1.0,FIGLIOLI P,0 - 0,480,ITA,8:00
20 sec. exclusion in centre,2.0,4,0,0,ITA,1.0,GOR-NAGY M,0 - 0,464,HUN,7:44
Action shot - Saved,4.0,4,0,0,ITA,1.0,FIGLIOLI P,0 - 0,442,ITA,7:22
Turnover foul,10.0,4,0,0,ITA,1.0,VARGA D,0 - 0,415,HUN,6:55
Turnover foul,5.0,4,0,0,ITA,1.0,GIORGETTI A,0 - 0,399,ITA,6:39
20 sec. exclusion in centre,5.0,4,0,0,ITA,1.0,GIORGETTI A,0 - 0,379,ITA,6:19
Extra player shot - Goal,10.0,4,1,0,ITA,1.0,VARGA D,1 - 0,360,HUN,6:00
5m shot - Saved,7.0,4,1,0,ITA,1.0,GIACOPPO M,1 - 0,330,ITA,5:30
Turnover foul,9.0,4,1,0,ITA,1.0,VARGA D,1 - 0,298,HUN,4:58
Steal,7.0,4,1,0,ITA,1.0,GIACOPPO M,1 - 0,298,ITA,4:58
5m shot - Missed,4.0,4,1,0,ITA,1.0,FIGLIOLI P,1 - 0,272,ITA,4:32
5m shot - Missed,9.0,4,1,0,ITA,1.0,VARGA D,1 - 0,251,HUN,4:11
Action shot - Saved,4.0,4,1,0,ITA,1.0,FIGLIOLI P,1 - 0,223,ITA,3:43
Time-Out,,4,1,0,ITA,1.0,,1 - 0,206,HUN,3:26
5m shot - Blocked,5.0,4,1,0,ITA,1.0,VAMOS M,1 - 0,193,HUN,3:13
20 sec. exclusion in centre,6.0,4,1,0,ITA,1.0,HOSNYANSZKY N,1 - 0,177,HUN,2:57
Time-Out,,4,1,0,ITA,1.0,,1 - 0,177,ITA,2:57
Turnover foul,5.0,4,1,0,ITA,1.0,GIORGETTI A,1 - 0,158,ITA,2:38
20 sec. exclusion in centre,8.0,4,1,0,ITA,1.0,PRESCIUTTI N,1 - 0,130,ITA,2:10
Extra player shot - Goal,4.0,4,2,0,ITA,1.0,ERDELYI B,2 - 0,115,HUN,1:55
20 sec. exclusion in centre,10.0,4,2,0,ITA,1.0,VARGA D,2 - 0,103,HUN,1:43
Extra player shot - Goal,5.0,4,2,1,ITA,1.0,GIORGETTI A,2 - 1,85,ITA,1:25
20 sec. exclusion in centre,9.0,4,2,1,ITA,1.0,GITTO N,2 - 1,63,ITA,1:03
Extra player shot - Blocked,3.0,4,2,1,ITA,1.0,MADARAS N,2 - 1,44,HUN,0:44
Turnover foul,8.0,4,2,1,ITA,1.0,SZIVOS M,2 - 1,15,HUN,0:15
20 sec. exclusion in centre,7.0,4,2,1,ITA,1.0,ANGYAL D,2 - 1,13,HUN,0:13
Extra player shot - Goal,12.0,4,2,2,ITA,1.0,BARALDI F,2 - 2,1,ITA,0:01
Starting goalkeeper,1.0,4,2,2,ITA,2.0,NAGY V,2 - 2,480,HUN,8:00
Starting goalkeeper,1.0,4,2,2,ITA,2.0,TEMPESTI S,2 - 2,480,ITA,8:00
Sprint won possession,4.0,4,2,2,ITA,2.0,ERDELYI B,2 - 2,480,HUN,8:00
Turnover foul,10.0,4,2,2,ITA,2.0,VARGA D,2 - 2,460,HUN,7:40
Turnover foul,7.0,4,2,2,ITA,2.0,GIACOPPO M,2 - 2,434,ITA,7:14
20 sec. exclusion in field,3.0,4,2,2,ITA,2.0,VELOTTO A,2 - 2,411,ITA,6:51
Extra player shot - Goal,9.0,4,3,2,ITA,2.0,VARGA D,3 - 2,405,HUN,6:45
20 sec. exclusion in centre,5.0,4,3,2,ITA,2.0,VAMOS M,3 - 2,389,HUN,6:29
Extra player shot - Goal,2.0,4,3,3,ITA,2.0,DI FULVIO F,3 - 3,370,ITA,6:10
Turnover foul,8.0,4,3,3,ITA,2.0,SZIVOS M,3 - 3,344,HUN,5:44
Action shot - Saved,2.0,4,3,3,ITA,2.0,DI FULVIO F,3 - 3,318,ITA,5:18
Action shot - Post,9.0,4,3,3,ITA,2.0,VARGA D,3 - 3,296,HUN,4:56
20 sec. exclusion in centre,3.0,4,3,3,ITA,2.0,MADARAS N,3 - 3,272,HUN,4:32
Extra player shot - Blocked,6.0,4,3,3,ITA,2.0,FONDELLI A,3 - 3,252,ITA,4:12
20 sec. exclusion in centre,6.0,4,3,3,ITA,2.0,FONDELLI A,3 - 3,238,ITA,3:58
Extra player shot - Goal,9.0,4,4,3,ITA,2.0,VARGA D,4 - 3,222,HUN,3:42
20 sec. exclusion in centre,7.0,4,4,3,ITA,2.0,ANGYAL D,4 - 3,202,HUN,3:22
Extra player shot - Post,5.0,4,4,3,ITA,2.0,GIORGETTI A,4 - 3,190,ITA,3:10
20 sec. exclusion in centre,9.0,4,4,3,ITA,2.0,GITTO N,4 - 3,172,ITA,2:52
Extra player shot - Blocked,6.0,4,4,3,ITA,2.0,HOSNYANSZKY N,4 - 3,159,HUN,2:39
Action shot - Saved,11.0,4,4,3,ITA,2.0,AICARDI M,4 - 3,131,ITA,2:11
5m shot - Blocked,8.0,4,4,3,ITA,2.0,SZIVOS M,4 - 3,102,HUN,1:42
5m shot - Saved,6.0,4,4,3,ITA,2.0,HOSNYANSZKY N,4 - 3,77,HUN,1:17
Action shot - Saved,8.0,4,4,3,ITA,2.0,PRESCIUTTI N,4 - 3,46,ITA,0:46
Time-Out,,4,4,3,ITA,2.0,,4 - 3,44,HUN,0:44
Turnover foul,9.0,4,4,3,ITA,2.0,VARGA D,4 - 3,22,HUN,0:22
Time-Out,,4,4,3,ITA,2.0,,4 - 3,22,ITA,0:22
20 sec. exclusion in field,6.0,4,4,3,ITA,2.0,HOSNYANSZKY N,4 - 3,15,HUN,0:15
Extra player shot - Post,2.0,4,4,3,ITA,2.0,DI FULVIO F,4 - 3,1,ITA,0:01
Starting goalkeeper,1.0,4,4,3,ITA,3.0,NAGY V,4 - 3,480,HUN,8:00
Starting goalkeeper,1.0,4,4,3,ITA,3.0,TEMPESTI S,4 - 3,480,ITA,8:00
Sprint won possession,4.0,4,4,3,ITA,3.0,FIGLIOLI P,4 - 3,480,ITA,8:00
Action shot - Saved,2.0,4,4,3,ITA,3.0,DI FULVIO F,4 - 3,451,ITA,7:31
20 sec. exclusion in centre,4.0,4,4,3,ITA,3.0,FIGLIOLI P,4 - 3,429,ITA,7:09
Action shot - Saved,12.0,4,4,3,ITA,3.0,HARAI B,4 - 3,405,HUN,6:45
20 sec. exclusion in field,5.0,4,4,3,ITA,3.0,VAMOS M,4 - 3,401,HUN,6:41
5m shot - Post,6.0,4,4,3,ITA,3.0,FONDELLI A,4 - 3,373,ITA,6:13
5m shot - Missed,6.0,4,4,3,ITA,3.0,HOSNYANSZKY N,4 - 3,352,HUN,5:52
5m shot - Saved,2.0,4,4,3,ITA,3.0,DI FULVIO F,4 - 3,322,ITA,5:22
Turnover foul,3.0,4,4,3,ITA,3.0,MADARAS N,4 - 3,293,HUN,4:53
Turnover foul,6.0,4,4,3,ITA,3.0,FONDELLI A,4 - 3,275,ITA,4:35
5m shot - Saved,9.0,4,4,3,ITA,3.0,VARGA D,4 - 3,260,HUN,4:20
Time-Out,,4,4,3,ITA,3.0,,4 - 3,260,ITA,4:20
20 sec. exclusion in centre,2.0,4,4,3,ITA,3.0,GOR-NAGY M,4 - 3,240,HUN,4:00
Extra player shot - Blocked,4.0,4,4,3,ITA,3.0,FIGLIOLI P,4 - 3,222,ITA,3:42
Counter attack - Saved,3.0,4,4,3,ITA,3.0,MADARAS N,4 - 3,201,HUN,3:21
20 sec. exclusion in centre,8.0,4,4,3,ITA,3.0,PRESCIUTTI N,4 - 3,182,ITA,3:02
Extra player shot - Goal,9.0,4,5,3,ITA,3.0,VARGA D,5 - 3,165,HUN,2:45
Turnover foul,4.0,4,5,3,ITA,3.0,FIGLIOLI P,5 - 3,141,ITA,2:21
Yellow card,,4,5,3,ITA,3.0,Team Official,5 - 3,141,HUN,2:21
Action shot - Saved,10.0,4,5,3,ITA,3.0,VARGA D,5 - 3,117,HUN,1:57
Turnover foul,4.0,4,5,3,ITA,3.0,ERDELYI B,5 - 3,101,HUN,1:41
20 sec. exclusion in field,10.0,4,5,3,ITA,3.0,VARGA D,5 - 3,83,HUN,1:23
Extra player shot - Goal,4.0,4,5,4,ITA,3.0,FIGLIOLI P,5 - 4,70,ITA,1:10
20 sec. exclusion in centre,4.0,4,5,4,ITA,3.0,FIGLIOLI P,5 - 4,44,ITA,0:44
Time-Out,,4,5,4,ITA,3.0,,5 - 4,44,HUN,0:44
Turnover foul,8.0,4,5,4,ITA,3.0,SZIVOS M,5 - 4,20,HUN,0:20
5m shot - Goal,10.0,4,5,5,ITA,3.0,LUONGO S,5 - 5,1,ITA,0:01
Starting goalkeeper,1.0,4,5,5,ITA,4.0,NAGY V,5 - 5,480,HUN,8:00
Starting goalkeeper,1.0,4,5,5,ITA,4.0,TEMPESTI S,5 - 5,480,ITA,8:00
Sprint won possession,4.0,4,5,5,ITA,4.0,ERDELYI B,5 - 5,480,HUN,8:00
5m shot - Saved,9.0,4,5,5,ITA,4.0,VARGA D,5 - 5,455,HUN,7:35
