Action,Cap,Game,Opponent,Opponent name,Period,Player,SRB,Score,Seconds,Team,Time
20 sec. exclusion in centre,5.0,3,2,CHN,1.0,GUO J,2,2 - 2,169,CHN,2:49
Extra player shot - Goal,12.0,3,2,CHN,1.0,MITROVIC S,3,3 - 2,168,SRB,2:48
Action shot - Saved,5.0,3,2,CHN,1.0,GUO J,3,3 - 2,146,CHN,2:26
5m shot - Goal,11.0,3,2,CHN,1.0,PRLAINOVIC A,4,4 - 2,125,SRB,2:05
Turnover foul,11.0,3,2,CHN,1.0,ZHANG C,4,4 - 2,98,CHN,1:38
Steal,2.0,3,2,CHN,1.0,MANDIC D,4,4 - 2,98,SRB,1:38
Penalty foul,9.0,3,2,CHN,1.0,XIE J,4,4 - 2,80,CHN,1:20
Penalty shot - Saved,2.0,3,2,CHN,1.0,MANDIC D,4,4 - 2,80,SRB,1:20
20 sec. exclusion in field,8.0,3,2,CHN,1.0,ALEKSIC M,4,4 - 2,52,SRB,0:52
Extra player shot - Goal,3.0,3,3,CHN,1.0,LIANG Z,4,4 - 3,32,CHN,0:32
Turnover foul,3.0,3,3,CHN,1.0,GOCIC Z,4,4 - 3,6,SRB,0:06
Steal,13.0,3,3,CHN,1.0,WU H,4,4 - 3,6,CHN,0:06
Starting goalkeeper,13.0,3,3,CHN,2.0,WU H,4,4 - 3,480,CHN,8:00
Starting goalkeeper,13.0,3,3,CHN,2.0,PIJETLOVIC G,4,4 - 3,480,SRB,8:00
Sprint won possession,8.0,3,3,CHN,2.0,WANG Y,4,4 - 3,480,CHN,8:00
Centre shot - Blocked,12.0,3,3,CHN,2.0,LIANG N,4,4 - 3,455,CHN,7:35
Action shot - Goal,4.0,3,3,CHN,2.0,UDOVICIC V,5,5 - 3,434,SRB,7:14
Centre shot - Saved,12.0,3,3,CHN,2.0,LIANG N,5,5 - 3,415,CHN,6:55
Turnover foul,5.0,3,3,CHN,2.0,GUO J,5,5 - 3,389,CHN,6:29
Steal,13.0,3,3,CHN,2.0,PIJETLOVIC G,5,5 - 3,389,SRB,6:29
Turnover foul,9.0,3,3,CHN,2.0,RADEN N,5,5 - 3,371,SRB,6:11
Turnover foul,11.0,3,3,CHN,2.0,ZHANG C,5,5 - 3,353,CHN,5:53
Steal,2.0,3,3,CHN,2.0,MANDIC D,5,5 - 3,353,SRB,5:53
Action shot - Saved,5.0,3,3,CHN,2.0,CUK M,5,5 - 3,334,SRB,5:34
Turnover foul,5.0,3,3,CHN,2.0,GUO J,5,5 - 3,310,CHN,5:10
Steal,9.0,3,3,CHN,2.0,RADEN N,5,5 - 3,310,SRB,5:10
Turnover foul,10.0,3,3,CHN,2.0,FILIPOVIC F,5,5 - 3,293,SRB,4:53
Steal,5.0,3,3,CHN,2.0,GUO J,5,5 - 3,293,CHN,4:53
Action shot - Goal,11.0,3,4,CHN,2.0,ZHANG C,5,5 - 4,276,CHN,4:36
5m shot - Saved,8.0,3,4,CHN,2.0,ALEKSIC M,5,5 - 4,252,SRB,4:12
20 sec. exclusion in centre,5.0,3,4,CHN,2.0,GUO J,5,5 - 4,232,CHN,3:52
Extra player shot - Saved,7.0,3,4,CHN,2.0,NIKIC S,5,5 - 4,229,SRB,3:49
Extra player shot - Saved,7.0,3,4,CHN,2.0,NIKIC S,5,5 - 4,221,SRB,3:41
Centre shot - Saved,4.0,3,4,CHN,2.0,JIANG B,5,5 - 4,196,CHN,3:16
20 sec. exclusion in field,4.0,3,4,CHN,2.0,JIANG B,5,5 - 4,180,CHN,3:00
Extra player shot - Goal,3.0,3,4,CHN,2.0,GOCIC Z,6,6 - 4,174,SRB,2:54
20 sec. exclusion in field,7.0,3,4,CHN,2.0,NIKIC S,6,6 - 4,149,SRB,2:29
Extra player shot - Goal,12.0,3,5,CHN,2.0,LIANG N,6,6 - 5,142,CHN,2:22
Centre shot - Saved,6.0,3,5,CHN,2.0,PIJETLOVIC D,6,6 - 5,126,SRB,2:06
5m shot - Blocked,3.0,3,5,CHN,2.0,LIANG Z,6,6 - 5,100,CHN,1:40
5m shot - Saved,7.0,3,5,CHN,2.0,LI B,6,6 - 5,72,CHN,1:12
Counter attack - Goal,12.0,3,5,CHN,2.0,MITROVIC S,7,7 - 5,57,SRB,0:57
Steal,8.0,3,5,CHN,4.0,WANG Y,7,7 - 5,224,CHN,3:44
Action shot - Blocked,11.0,3,5,CHN,4.0,ZHANG C,7,7 - 5,210,CHN,3:30
Action shot - Saved,4.0,3,5,CHN,4.0,UDOVICIC V,7,7 - 5,191,SRB,3:11
Turnover foul,6.0,3,5,CHN,4.0,PAN N,7,7 - 5,163,CHN,2:43
Steal,7.0,3,5,CHN,4.0,NIKIC S,7,7 - 5,163,SRB,2:43
Time-Out,,3,5,CHN,4.0,,7,7 - 5,162,SRB,2:42
Turnover foul,5.0,3,5,CHN,4.0,CUK M,7,7 - 5,146,SRB,2:26
Steal,11.0,3,5,CHN,4.0,ZHANG C,7,7 - 5,146,CHN,2:26
Turnover foul,8.0,3,5,CHN,4.0,WANG Y,7,7 - 5,132,CHN,2:12
Steal,12.0,3,5,CHN,4.0,MITROVIC S,7,7 - 5,132,SRB,2:12
Turnover foul,5.0,3,5,CHN,2.0,GUO J,7,7 - 5,29,CHN,0:29
Steal,3.0,3,5,CHN,2.0,GOCIC Z,7,7 - 5,29,SRB,0:29
Centre shot - Goal,6.0,3,5,CHN,2.0,PIJETLOVIC D,8,8 - 5,13,SRB,0:13
5m shot - Saved,5.0,3,5,CHN,2.0,GUO J,8,8 - 5,3,CHN,0:03
Starting goalkeeper,1.0,3,5,CHN,3.0,MITROVIC B,8,8 - 5,480,SRB,8:00
Starting goalkeeper,13.0,3,5,CHN,3.0,WU H,8,8 - 5,480,CHN,8:00
Sprint won possession,12.0,3,5,CHN,3.0,MITROVIC S,8,8 - 5,480,SRB,8:00
5m shot - Goal,10.0,3,5,CHN,3.0,FILIPOVIC F,9,9 - 5,458,SRB,7:38
Action shot - Saved,6.0,3,5,CHN,3.0,PAN N,9,9 - 5,438,CHN,7:18
Counter attack - Goal,12.0,3,5,CHN,3.0,MITROVIC S,10,10 - 5,425,SRB,7:05
Centre shot - Goal,7.0,3,5,CHN,3.0,NIKIC S,11,11 - 5,380,SRB,6:20
5m shot - Goal,6.0,3,6,CHN,3.0,PAN N,11,11 - 6,358,CHN,5:58
Turnover foul,7.0,3,6,CHN,3.0,NIKIC S,11,11 - 6,342,SRB,5:42
20 sec. exclusion in centre,3.0,3,6,CHN,3.0,GOCIC Z,11,11 - 6,318,SRB,5:18
Time-Out,,3,6,CHN,3.0,,11,11 - 6,318,CHN,5:18
Extra player shot - Goal,11.0,3,7,CHN,3.0,ZHANG C,11,11 - 7,303,CHN,5:03
Penalty foul,3.0,3,7,CHN,3.0,LIANG Z,11,11 - 7,290,CHN,4:50
Penalty shot - Goal,4.0,3,7,CHN,3.0,UDOVICIC V,12,12 - 7,290,SRB,4:50
5m shot - Missed,11.0,3,7,CHN,3.0,ZHANG C,12,12 - 7,271,CHN,4:31
Turnover foul,10.0,3,7,CHN,3.0,FILIPOVIC F,12,12 - 7,261,SRB,4:21
Steal,7.0,3,7,CHN,3.0,LI B,12,12 - 7,261,CHN,4:21
Action shot - Missed,5.0,3,7,CHN,3.0,GUO J,12,12 - 7,236,CHN,3:56
Time-Out,,3,7,CHN,3.0,,12,12 - 7,236,SRB,3:56
Turnover foul,8.0,3,7,CHN,3.0,ALEKSIC M,12,12 - 7,217,SRB,3:37
Centre shot - Saved,3.0,3,7,CHN,3.0,LIANG Z,12,12 - 7,195,CHN,3:15
Turnover foul,6.0,3,7,CHN,3.0,PIJETLOVIC D,12,12 - 7,169,SRB,2:49
Steal,11.0,3,7,CHN,3.0,ZHANG C,12,12 - 7,169,CHN,2:49
Centre shot - Saved,5.0,3,7,CHN,3.0,GUO J,12,12 - 7,147,CHN,2:27
Turnover foul,9.0,3,7,CHN,3.0,RADEN N,12,12 - 7,124,SRB,2:04
Steal,11.0,3,7,CHN,3.0,ZHANG C,12,12 - 7,124,CHN,2:04
Turnover foul,7.0,3,7,CHN,3.0,LI B,12,12 - 7,100,CHN,1:40
Steal,2.0,3,7,CHN,3.0,MANDIC D,12,12 - 7,100,SRB,1:40
Action shot - Saved,9.0,3,7,CHN,3.0,RADEN N,12,12 - 7,77,SRB,1:17
5m shot - Goal,3.0,3,8,CHN,3.0,LIANG Z,12,12 - 8,49,CHN,0:49
Centre shot - Goal,6.0,3,8,CHN,3.0,PIJETLOVIC D,13,13 - 8,34,SRB,0:34
5m shot - Missed,7.0,3,8,CHN,3.0,LI B,13,13 - 8,5,CHN,0:05
Turnover foul,13.0,3,8,CHN,3.0,WU H,13,13 - 8,1,CHN,0:01
Steal,6.0,3,8,CHN,3.0,PIJETLOVIC D,13,13 - 8,1,SRB,0:01
Starting goalkeeper,13.0,3,8,CHN,4.0,WU H,13,13 - 8,480,CHN,8:00
Starting goalkeeper,1.0,3,8,CHN,4.0,MITROVIC B,13,13 - 8,480,SRB,8:00
Sprint won possession,3.0,3,8,CHN,4.0,GOCIC Z,13,13 - 8,480,SRB,8:00
Penalty foul,10.0,3,8,CHN,4.0,ZHANG J,13,13 - 8,459,CHN,7:39
Penalty shot - Saved,10.0,3,8,CHN,4.0,FILIPOVIC F,13,13 - 8,459,SRB,7:39
Turnover foul,6.0,3,8,CHN,4.0,PAN N,13,13 - 8,432,CHN,7:12
Steal,1.0,3,8,CHN,4.0,MITROVIC B,13,13 - 8,432,SRB,7:12
Action shot - Goal,6.0,3,8,CHN,4.0,PIJETLOVIC D,14,14 - 8,417,SRB,6:57
Turnover foul,5.0,3,8,CHN,4.0,GUO J,14,14 - 8,396,CHN,6:36
Steal,10.0,3,8,CHN,4.0,FILIPOVIC F,14,14 - 8,396,SRB,6:36
Action shot - Saved,12.0,3,8,CHN,4.0,MITROVIC S,14,14 - 8,368,SRB,6:08
5m shot - Saved,5.0,3,8,CHN,4.0,GUO J,14,14 - 8,344,CHN,5:44
Turnover foul,4.0,3,8,CHN,4.0,UDOVICIC V,14,14 - 8,330,SRB,5:30
Steal,8.0,3,8,CHN,4.0,WANG Y,14,14 - 8,330,CHN,5:30
Action shot - Saved,3.0,3,8,CHN,4.0,LIANG Z,14,14 - 8,312,CHN,5:12
Action shot - Post,3.0,3,8,CHN,4.0,LIANG Z,14,14 - 8,307,CHN,5:07
Action shot - Saved,3.0,3,8,CHN,4.0,LIANG Z,14,14 - 8,291,CHN,4:51
Action shot - Saved,7.0,3,8,CHN,4.0,NIKIC S,14,14 - 8,274,SRB,4:34
Turnover foul,7.0,3,8,CHN,4.0,LI B,14,14 - 8,245,CHN,4:05
Steal,10.0,3,8,CHN,4.0,FILIPOVIC F,14,14 - 8,245,SRB,4:05
Turnover foul,10.0,3,8,CHN,4.0,FILIPOVIC F,14,14 - 8,244,SRB,4:04
Steal,7.0,3,8,CHN,4.0,LI B,14,14 - 8,244,CHN,4:04
Turnover foul,10.0,3,8,CHN,4.0,ZHANG J,14,14 - 8,228,CHN,3:48
Steal,11.0,3,8,CHN,4.0,PRLAINOVIC A,14,14 - 8,228,SRB,3:48
Turnover foul,12.0,3,8,CHN,4.0,MITROVIC S,14,14 - 8,224,SRB,3:44
Counter attack - Goal,12.0,3,8,CHN,4.0,MITROVIC S,15,15 - 8,124,SRB,2:04
Turnover foul,11.0,3,8,CHN,4.0,ZHANG C,15,15 - 8,104,CHN,1:44
Steal,1.0,3,8,CHN,4.0,MITROVIC B,15,15 - 8,104,SRB,1:44
Turnover foul,6.0,3,8,CHN,4.0,PIJETLOVIC D,15,15 - 8,93,SRB,1:33
Steal,5.0,3,8,CHN,4.0,GUO J,15,15 - 8,93,CHN,1:33
Action shot - Goal,9.0,3,9,CHN,4.0,XIE J,15,15 - 9,76,CHN,1:16
Centre shot - Missed,6.0,3,9,CHN,4.0,PIJETLOVIC D,15,15 - 9,58,SRB,0:58
5m shot - Saved,5.0,3,9,CHN,4.0,GUO J,15,15 - 9,36,CHN,0:36
Action shot - Goal,5.0,3,9,CHN,4.0,CUK M,16,16 - 9,12,SRB,0:12
Centre shot - Saved,11.0,3,9,CHN,4.0,ZHANG C,16,16 - 9,2,CHN,0:02
Starting goalkeeper,1.0,4,0,ROU,1.0,STOENESCU D,0,0 - 0,480,ROU,8:00
Starting goalkeeper,1.0,4,0,ROU,1.0,MITROVIC B,0,0 - 0,480,SRB,8:00
Sprint won possession,7.0,4,0,ROU,1.0,MATEI A,0,0 - 0,480,ROU,8:00
Turnover foul,8.0,4,0,ROU,1.0,CHIOVEANU M,0,0 - 0,461,ROU,7:41
Steal,9.0,4,0,ROU,1.0,RADEN N,0,0 - 0,461,SRB,7:41
Turnover foul,3.0,4,0,ROU,1.0,GOCIC Z,0,0 - 0,444,SRB,7:24
Steal,7.0,4,0,ROU,1.0,MATEI A,0,0 - 0,444,ROU,7:24
Action shot - Goal,6.0,4,1,ROU,1.0,BUSILA A,0,0 - 1,420,ROU,7:00
5m shot - Goal,9.0,4,1,ROU,1.0,RADEN N,1,1 - 1,397,SRB,6:37
Turnover foul,8.0,4,1,ROU,1.0,CHIOVEANU M,1,1 - 1,370,ROU,6:10
Steal,3.0,4,1,ROU,1.0,GOCIC Z,1,1 - 1,370,SRB,6:10
20 sec. exclusion in field,8.0,4,1,ROU,1.0,CHIOVEANU M,1,1 - 1,356,ROU,5:56
Turnover foul,6.0,4,1,ROU,1.0,PIJETLOVIC D,1,1 - 1,350,SRB,5:50
Turnover foul,7.0,4,1,ROU,1.0,MATEI A,1,1 - 1,329,ROU,5:29
Steal,12.0,4,1,ROU,1.0,MITROVIC S,1,1 - 1,329,SRB,5:29
Action shot - Missed,3.0,4,1,ROU,1.0,GOCIC Z,1,1 - 1,306,SRB,5:06
5m shot - Saved,4.0,4,1,ROU,1.0,DIACONU N,1,1 - 1,291,ROU,4:51
Action shot - Saved,12.0,4,1,ROU,1.0,MITROVIC S,1,1 - 1,235,SRB,3:55
Action shot - Saved,6.0,4,1,ROU,1.0,PIJETLOVIC D,1,1 - 1,224,SRB,3:44
Turnover foul,7.0,4,1,ROU,1.0,MATEI A,1,1 - 1,201,ROU,3:21
Steal,9.0,4,1,ROU,1.0,RADEN N,1,1 - 1,201,SRB,3:21
Action shot - Goal,6.0,4,1,ROU,1.0,PIJETLOVIC D,2,2 - 1,184,SRB,3:04
Turnover foul,4.0,4,1,ROU,1.0,UDOVICIC V,2,2 - 1,131,SRB,2:11
Steal,11.0,4,1,ROU,1.0,GHIBAN A,2,2 - 1,131,ROU,2:11
Turnover foul,8.0,4,1,ROU,1.0,CHIOVEANU M,2,2 - 1,104,ROU,1:44
Steal,2.0,4,1,ROU,1.0,MANDIC D,2,2 - 1,104,SRB,1:44
Action shot - Saved,4.0,4,1,ROU,1.0,UDOVICIC V,2,2 - 1,85,SRB,1:25
Action shot - Saved,4.0,4,1,ROU,1.0,DIACONU N,2,2 - 1,63,ROU,1:03
20 sec. exclusion in field,10.0,4,1,ROU,1.0,FILIPOVIC F,2,2 - 1,56,SRB,0:56
Action shot - Post,7.0,4,1,ROU,1.0,MATEI A,2,2 - 1,27,ROU,0:27
20 sec. exclusion in centre,4.0,4,1,ROU,1.0,DIACONU N,2,2 - 1,11,ROU,0:11
Extra player shot - Saved,8.0,4,1,ROU,1.0,ALEKSIC M,2,2 - 1,1,SRB,0:01
Starting goalkeeper,1.0,4,1,ROU,2.0,STOENESCU D,2,2 - 1,480,ROU,8:00
Starting goalkeeper,1.0,4,1,ROU,2.0,MITROVIC B,2,2 - 1,480,SRB,8:00
Sprint won possession,3.0,4,1,ROU,2.0,GOCIC Z,2,2 - 1,480,SRB,8:00
20 sec. exclusion in centre,9.0,4,1,ROU,2.0,GOANTA D,2,2 - 1,458,ROU,7:38
Turnover foul,3.0,4,1,ROU,2.0,GOCIC Z,2,2 - 1,444,SRB,7:24
Turnover foul,11.0,4,1,ROU,2.0,GHIBAN A,2,2 - 1,416,ROU,6:56
Steal,12.0,4,1,ROU,2.0,MITROVIC S,2,2 - 1,416,SRB,6:56
20 sec. exclusion in centre,9.0,4,1,ROU,2.0,GOANTA D,2,2 - 1,388,ROU,6:28
Extra player shot - Goal,7.0,4,1,ROU,2.0,NIKIC S,3,3 - 1,387,SRB,6:27
Turnover foul,8.0,4,1,ROU,2.0,CHIOVEANU M,3,3 - 1,361,ROU,6:01
Steal,1.0,4,1,ROU,2.0,MITROVIC B,3,3 - 1,361,SRB,6:01
Centre shot - Goal,4.0,4,1,ROU,2.0,UDOVICIC V,4,4 - 1,342,SRB,5:42
Centre shot - Saved,8.0,4,1,ROU,2.0,CHIOVEANU M,4,4 - 1,319,ROU,5:19
Action shot - Saved,10.0,4,1,ROU,2.0,FILIPOVIC F,4,4 - 1,295,SRB,4:55
Action shot - Goal,4.0,4,2,ROU,2.0,DIACONU N,4,4 - 2,270,ROU,4:30
Turnover foul,10.0,4,2,ROU,2.0,FILIPOVIC F,4,4 - 2,258,SRB,4:18
20 sec. exclusion in centre,12.0,4,2,ROU,2.0,CRETU A,4,4 - 2,215,ROU,3:35
Extra player shot - Goal,6.0,4,2,ROU,2.0,PIJETLOVIC D,5,5 - 2,201,SRB,3:21
Turnover foul,9.0,4,2,ROU,2.0,GOANTA D,5,5 - 2,181,ROU,3:01
Steal,11.0,4,2,ROU,2.0,PRLAINOVIC A,5,5 - 2,181,SRB,3:01
Counter attack - Goal,4.0,4,2,ROU,2.0,UDOVICIC V,6,6 - 2,170,SRB,2:50
Centre shot - Post,9.0,4,2,ROU,2.0,GOANTA D,6,6 - 2,141,ROU,2:21
Turnover foul,9.0,4,2,ROU,2.0,RADEN N,6,6 - 2,136,SRB,2:16
5m shot - Saved,4.0,4,2,ROU,2.0,DIACONU N,6,6 - 2,110,ROU,1:50
20 sec. exclusion in field,11.0,4,2,ROU,2.0,PRLAINOVIC A,6,6 - 2,95,SRB,1:35
Extra player shot - Blocked,10.0,4,2,ROU,2.0,GEORGESCU R,6,6 - 2,74,ROU,1:14
Centre shot - Goal,7.0,4,2,ROU,2.0,NIKIC S,7,7 - 2,59,SRB,0:59
5m shot - Blocked,4.0,4,2,ROU,2.0,DIACONU N,7,7 - 2,36,ROU,0:36
Turnover foul,9.0,4,2,ROU,2.0,RADEN N,7,7 - 2,8,SRB,0:08
Steal,6.0,4,2,ROU,2.0,BUSILA A,7,7 - 2,8,ROU,0:08
5m shot - Saved,6.0,4,2,ROU,2.0,BUSILA A,7,7 - 2,1,ROU,0:01
Action shot - Goal,10.0,4,4,ROU,4.0,FILIPOVIC F,12,12 - 4,161,SRB,2:41
Turnover foul,12.0,4,4,ROU,4.0,MITROVIC S,12,12 - 4,110,SRB,1:50
Steal,11.0,4,4,ROU,4.0,GHIBAN A,12,12 - 4,110,ROU,1:50
5m shot - Missed,7.0,4,4,ROU,4.0,MATEI A,12,12 - 4,91,ROU,1:31
20 sec. exclusion in field,7.0,4,4,ROU,4.0,MATEI A,12,12 - 4,90,ROU,1:30
Extra player shot - Goal,8.0,4,4,ROU,4.0,ALEKSIC M,13,13 - 4,78,SRB,1:18
5m shot - Blocked,6.0,4,4,ROU,4.0,BUSILA A,13,13 - 4,53,ROU,0:53
Starting goalkeeper,1.0,4,4,ROU,3.0,MITROVIC B,13,13 - 4,480,SRB,8:00
Starting goalkeeper,1.0,4,4,ROU,3.0,STOENESCU D,13,13 - 4,480,ROU,8:00
Sprint won possession,7.0,4,4,ROU,3.0,MATEI A,13,13 - 4,480,ROU,8:00
20 sec. exclusion in centre,12.0,4,4,ROU,3.0,MITROVIC S,13,13 - 4,456,SRB,7:36
Action shot - Goal,4.0,4,3,ROU,3.0,DIACONU N,7,7 - 3,429,ROU,7:09
20 sec. exclusion in centre,6.0,4,3,ROU,3.0,BUSILA A,7,7 - 3,408,ROU,6:48
Extra player shot - Saved,6.0,4,3,ROU,3.0,PIJETLOVIC D,7,7 - 3,389,SRB,6:29
Turnover foul,11.0,4,3,ROU,3.0,GHIBAN A,7,7 - 3,368,ROU,6:08
Steal,12.0,4,3,ROU,3.0,MITROVIC S,7,7 - 3,368,SRB,6:08
Counter attack - Goal,10.0,4,3,ROU,3.0,FILIPOVIC F,8,8 - 3,356,SRB,5:56
Turnover foul,7.0,4,3,ROU,3.0,MATEI A,8,8 - 3,337,ROU,5:37
Action shot - Post,12.0,4,3,ROU,3.0,MITROVIC S,8,8 - 3,323,SRB,5:23
Action shot - Saved,7.0,4,3,ROU,3.0,MATEI A,8,8 - 3,299,ROU,4:59
Turnover foul,2.0,4,3,ROU,3.0,IANC P,8,8 - 3,292,ROU,4:52
Steal,1.0,4,3,ROU,3.0,MITROVIC B,8,8 - 3,292,SRB,4:52
Turnover foul,6.0,4,3,ROU,3.0,PIJETLOVIC D,8,8 - 3,277,SRB,4:37
Steal,2.0,4,3,ROU,3.0,IANC P,8,8 - 3,277,ROU,4:37
20 sec. exclusion in field,6.0,4,3,ROU,3.0,PIJETLOVIC D,8,8 - 3,277,SRB,4:37
Time-Out,,4,3,ROU,3.0,,8,8 - 3,276,ROU,4:36
Turnover foul,4.0,4,3,ROU,3.0,DIACONU N,8,8 - 3,258,ROU,4:18
Steal,12.0,4,3,ROU,3.0,MITROVIC S,8,8 - 3,258,SRB,4:18
Turnover foul,4.0,4,3,ROU,3.0,UDOVICIC V,8,8 - 3,238,SRB,3:58
Steal,11.0,4,3,ROU,3.0,GHIBAN A,8,8 - 3,238,ROU,3:58
Centre shot - Blocked,10.0,4,3,ROU,3.0,GEORGESCU R,8,8 - 3,212,ROU,3:32
Time-Out,,4,3,ROU,3.0,,8,8 - 3,208,SRB,3:28
Turnover foul,10.0,4,3,ROU,3.0,GEORGESCU R,8,8 - 3,208,ROU,3:28
Steal,11.0,4,3,ROU,3.0,PRLAINOVIC A,8,8 - 3,208,SRB,3:28
Action shot - Goal,5.0,4,3,ROU,3.0,CUK M,9,9 - 3,193,SRB,3:13
20 sec. exclusion in centre,8.0,4,3,ROU,3.0,ALEKSIC M,9,9 - 3,171,SRB,2:51
Extra player shot - Blocked,7.0,4,3,ROU,3.0,MATEI A,9,9 - 3,151,ROU,2:31
5m shot - Saved,8.0,4,3,ROU,3.0,ALEKSIC M,9,9 - 3,125,SRB,2:05
Turnover foul,12.0,4,3,ROU,3.0,CRETU A,9,9 - 3,98,ROU,1:38
Steal,2.0,4,3,ROU,3.0,MANDIC D,9,9 - 3,98,SRB,1:38
Counter attack - Saved,2.0,4,3,ROU,3.0,MANDIC D,9,9 - 3,86,SRB,1:26
5m shot - Missed,6.0,4,3,ROU,3.0,BUSILA A,9,9 - 3,62,ROU,1:02
20 sec. exclusion in field,11.0,4,3,ROU,3.0,GHIBAN A,9,9 - 3,61,ROU,1:01
Extra player shot - Goal,2.0,4,3,ROU,3.0,MANDIC D,10,10 - 3,53,SRB,0:53
20 sec. exclusion in field,8.0,4,3,ROU,3.0,ALEKSIC M,10,10 - 3,33,SRB,0:33
Extra player shot - Saved,12.0,4,3,ROU,3.0,CRETU A,10,10 - 3,25,ROU,0:25
Starting goalkeeper,13.0,4,3,ROU,4.0,PIJETLOVIC G,10,10 - 3,480,SRB,8:00
Starting goalkeeper,1.0,4,3,ROU,4.0,STOENESCU D,10,10 - 3,480,ROU,8:00
Sprint won possession,10.0,4,3,ROU,4.0,FILIPOVIC F,10,10 - 3,480,SRB,8:00
20 sec. exclusion in centre,12.0,4,3,ROU,4.0,CRETU A,10,10 - 3,453,ROU,7:33
Extra player shot - Goal,5.0,4,3,ROU,4.0,CUK M,11,11 - 3,441,SRB,7:21
Centre shot - Saved,8.0,4,3,ROU,4.0,CHIOVEANU M,11,11 - 3,423,ROU,7:03
Turnover foul,13.0,4,3,ROU,4.0,PIJETLOVIC G,11,11 - 3,409,SRB,6:49
Steal,7.0,4,3,ROU,4.0,MATEI A,11,11 - 3,409,ROU,6:49
20 sec. exclusion in field,10.0,4,3,ROU,4.0,FILIPOVIC F,11,11 - 3,405,SRB,6:45
Extra player shot - Goal,7.0,4,4,ROU,4.0,MATEI A,11,11 - 4,400,ROU,6:40
Centre shot - Saved,6.0,4,4,ROU,4.0,PIJETLOVIC D,11,11 - 4,375,SRB,6:15
Turnover foul,8.0,4,4,ROU,4.0,CHIOVEANU M,11,11 - 4,346,ROU,5:46
Steal,5.0,4,4,ROU,4.0,CUK M,11,11 - 4,346,SRB,5:46
Turnover foul,6.0,4,4,ROU,4.0,PIJETLOVIC D,11,11 - 4,331,SRB,5:31
Steal,11.0,4,4,ROU,4.0,GHIBAN A,11,11 - 4,331,ROU,5:31
Centre shot - Saved,6.0,4,4,ROU,4.0,PIJETLOVIC D,11,11 - 4,289,SRB,4:49
5m shot - Blocked,9.0,4,4,ROU,4.0,RADEN N,11,11 - 4,260,SRB,4:20
Action shot - Saved,10.0,4,4,ROU,4.0,GEORGESCU R,11,11 - 4,243,ROU,4:03
Action shot - Saved,3.0,4,4,ROU,4.0,GOCIC Z,11,11 - 4,222,SRB,3:42
Counter attack - Post,8.0,4,4,ROU,4.0,CHIOVEANU M,11,11 - 4,213,ROU,3:33
Time-Out,,4,4,ROU,4.0,,11,11 - 4,213,SRB,3:33
Turnover foul,2.0,4,4,ROU,4.0,MANDIC D,11,11 - 4,194,SRB,3:14
Turnover foul,6.0,4,4,ROU,4.0,BUSILA A,11,11 - 4,179,ROU,2:59
Steal,13.0,4,4,ROU,4.0,PIJETLOVIC G,11,11 - 4,179,SRB,2:59
Action shot - Goal,4.0,4,5,ROU,4.0,DIACONU N,13,13 - 5,35,ROU,0:35
Turnover foul,7.0,4,5,ROU,4.0,NIKIC S,13,13 - 5,14,SRB,0:14
Steal,9.0,4,5,ROU,4.0,GOANTA D,13,13 - 5,14,ROU,0:14
Time-Out,,4,5,ROU,4.0,,13,13 - 5,13,ROU,0:13
Turnover foul,8.0,4,5,ROU,4.0,CHIOVEANU M,13,13 - 5,2,ROU,0:02
Steal,8.0,4,5,ROU,4.0,ALEKSIC M,13,13 - 5,2,SRB,0:02
Starting goalkeeper,1.0,5,0,MNE,1.0,RADIC Z,0,0 - 0,480,MNE,8:00
Starting goalkeeper,13.0,5,0,MNE,1.0,PIJETLOVIC G,0,0 - 0,480,SRB,8:00
Sprint won possession,10.0,5,0,MNE,1.0,FILIPOVIC F,0,0 - 0,480,SRB,8:00
20 sec. exclusion in centre,9.0,5,0,MNE,1.0,RADEN N,0,0 - 0,467,SRB,7:47
Action shot - Goal,8.0,5,1,MNE,1.0,JANOVIC N,0,1 - 0,443,MNE,7:23
20 sec. exclusion in centre,9.0,5,1,MNE,1.0,IVOVIC A,0,1 - 0,424,MNE,7:04
Extra player shot - Goal,6.0,5,1,MNE,1.0,PIJETLOVIC D,1,1 - 1,418,SRB,6:58
Action shot - Post,8.0,5,1,MNE,1.0,JANOVIC N,1,1 - 1,393,MNE,6:33
Turnover foul,4.0,5,1,MNE,1.0,UDOVICIC V,1,1 - 1,366,SRB,6:06
5m shot - Post,8.0,5,1,MNE,1.0,JANOVIC N,1,1 - 1,347,MNE,5:47
Action shot - Goal,8.0,5,1,MNE,1.0,ALEKSIC M,2,1 - 2,319,SRB,5:19
20 sec. exclusion in centre,8.0,5,1,MNE,1.0,ALEKSIC M,2,1 - 2,299,SRB,4:59
Action shot - Post,2.0,5,1,MNE,1.0,BRGULJAN D,2,1 - 2,276,MNE,4:36
Centre shot - Goal,5.0,5,2,MNE,1.0,BRGULJAN D,2,2 - 2,275,MNE,4:35
Turnover foul,7.0,5,2,MNE,1.0,NIKIC S,2,2 - 2,245,SRB,4:05
Steal,5.0,5,2,MNE,1.0,BRGULJAN D,2,2 - 2,245,MNE,4:05
Turnover foul,12.0,5,2,MNE,1.0,JOKIC P,2,2 - 2,218,MNE,3:38
