Action,Cap,Game,Opponent,Opponent name,Period,Player,SRB,Score,Seconds,Team,Time
Steal,3.0,5,2,MNE,1.0,GOCIC Z,2,2 - 2,218,SRB,3:38
Action shot - Blocked,4.0,5,2,MNE,1.0,UDOVICIC V,2,2 - 2,192,SRB,3:12
5m shot - Blocked,12.0,5,2,MNE,1.0,JOKIC P,2,2 - 2,169,MNE,2:49
Turnover foul,10.0,5,2,MNE,1.0,MISIC S,2,2 - 2,154,MNE,2:34
Steal,11.0,5,2,MNE,1.0,PRLAINOVIC A,2,2 - 2,154,SRB,2:34
20 sec. exclusion in centre,2.0,5,2,MNE,1.0,BRGULJAN D,2,2 - 2,139,MNE,2:19
Penalty foul,10.0,5,2,MNE,1.0,MISIC S,2,2 - 2,121,MNE,2:01
Penalty shot - Goal,10.0,5,2,MNE,1.0,FILIPOVIC F,3,2 - 3,121,SRB,2:01
5m shot - Missed,2.0,5,2,MNE,1.0,BRGULJAN D,3,2 - 3,92,MNE,1:32
Turnover foul,11.0,5,2,MNE,1.0,PRLAINOVIC A,3,2 - 3,80,SRB,1:20
Turnover foul,4.0,5,2,MNE,1.0,PETROVIC A,3,2 - 3,68,MNE,1:08
Steal,2.0,5,2,MNE,1.0,MANDIC D,3,2 - 3,68,SRB,1:08
Action shot - Saved,6.0,5,2,MNE,1.0,PIJETLOVIC D,3,2 - 3,43,SRB,0:43
Turnover foul,1.0,5,2,MNE,1.0,RADIC Z,3,2 - 3,38,MNE,0:38
Steal,4.0,5,2,MNE,1.0,UDOVICIC V,3,2 - 3,38,SRB,0:38
5m shot - Saved,11.0,5,2,MNE,1.0,PRLAINOVIC A,3,2 - 3,33,SRB,0:33
Turnover foul,12.0,5,2,MNE,1.0,JOKIC P,3,2 - 3,7,MNE,0:07
Steal,4.0,5,2,MNE,1.0,UDOVICIC V,3,2 - 3,7,SRB,0:07
Starting goalkeeper,1.0,5,2,MNE,2.0,RADIC Z,3,2 - 3,480,MNE,8:00
Starting goalkeeper,13.0,5,2,MNE,2.0,PIJETLOVIC G,3,2 - 3,480,SRB,8:00
Sprint won possession,3.0,5,2,MNE,2.0,PASKOVIC V,3,2 - 3,480,MNE,8:00
Turnover foul,7.0,5,2,MNE,2.0,JANOVIC M,3,2 - 3,457,MNE,7:37
20 sec. exclusion in centre,4.0,5,2,MNE,2.0,PETROVIC A,3,2 - 3,444,MNE,7:24
Extra player shot - Goal,2.0,5,2,MNE,2.0,MANDIC D,4,2 - 4,424,SRB,7:04
20 sec. exclusion in centre,3.0,5,2,MNE,2.0,GOCIC Z,4,2 - 4,402,SRB,6:42
Extra player shot - Goal,8.0,5,3,MNE,2.0,JANOVIC N,4,3 - 4,391,MNE,6:31
Turnover foul,10.0,5,3,MNE,2.0,FILIPOVIC F,4,3 - 4,367,SRB,6:07
Steal,1.0,5,3,MNE,2.0,RADIC Z,4,3 - 4,367,MNE,6:07
5m shot - Post,9.0,5,3,MNE,2.0,IVOVIC A,4,3 - 4,349,MNE,5:49
Turnover foul,4.0,5,3,MNE,2.0,UDOVICIC V,4,3 - 4,348,SRB,5:48
Turnover foul,8.0,5,3,MNE,2.0,JANOVIC N,4,3 - 4,326,MNE,5:26
20 sec. exclusion in field,2.0,5,3,MNE,2.0,BRGULJAN D,4,3 - 4,310,MNE,5:10
Extra player shot - Blocked,11.0,5,3,MNE,2.0,PRLAINOVIC A,4,3 - 4,291,SRB,4:51
Action shot - Saved,10.0,5,3,MNE,2.0,FILIPOVIC F,4,3 - 4,284,SRB,4:44
Turnover foul,4.0,5,3,MNE,2.0,UDOVICIC V,4,3 - 4,260,SRB,4:20
Steal,8.0,5,3,MNE,2.0,JANOVIC N,4,3 - 4,260,MNE,4:20
Centre shot - Goal,7.0,5,4,MNE,2.0,JANOVIC M,4,4 - 4,235,MNE,3:55
Centre shot - Goal,7.0,5,4,MNE,2.0,NIKIC S,5,4 - 5,215,SRB,3:35
Turnover foul,4.0,5,4,MNE,2.0,PETROVIC A,5,4 - 5,199,MNE,3:19
20 sec. exclusion in field,8.0,5,4,MNE,2.0,JANOVIC N,5,4 - 5,198,MNE,3:18
Time-Out,,5,4,MNE,2.0,,5,4 - 5,198,SRB,3:18
Action shot - Goal,3.0,5,4,MNE,2.0,GOCIC Z,6,4 - 6,173,SRB,2:53
20 sec. exclusion in centre,4.0,5,4,MNE,2.0,UDOVICIC V,6,4 - 6,155,SRB,2:35
Extra player shot - Goal,7.0,5,5,MNE,2.0,JANOVIC M,6,5 - 6,138,MNE,2:18
Turnover foul,7.0,5,5,MNE,2.0,NIKIC S,6,5 - 6,121,SRB,2:01
Counter attack - Saved,2.0,5,5,MNE,2.0,BRGULJAN D,6,5 - 6,107,MNE,1:47
Action shot - Blocked,7.0,5,5,MNE,4.0,JANOVIC M,6,5 - 6,92,MNE,1:32
5m shot - Goal,9.0,5,9,MNE,4.0,IVOVIC A,8,9 - 8,70,MNE,1:10
5m shot - Missed,11.0,5,9,MNE,4.0,PRLAINOVIC A,8,9 - 8,47,SRB,0:47
Penalty foul,11.0,5,9,MNE,2.0,PRLAINOVIC A,8,9 - 8,86,SRB,1:26
Penalty shot - Goal,9.0,5,6,MNE,2.0,IVOVIC A,6,6 - 6,86,MNE,1:26
Centre shot - Missed,7.0,5,6,MNE,2.0,NIKIC S,6,6 - 6,64,SRB,1:04
20 sec. exclusion in centre,4.0,5,6,MNE,2.0,UDOVICIC V,6,6 - 6,42,SRB,0:42
Action shot - Saved,2.0,5,6,MNE,2.0,BRGULJAN D,6,6 - 6,19,MNE,0:19
5m shot - Saved,8.0,5,6,MNE,2.0,JANOVIC N,6,6 - 6,2,MNE,0:02
Starting goalkeeper,13.0,5,6,MNE,3.0,SCEPANOVIC M,6,6 - 6,480,MNE,8:00
Starting goalkeeper,13.0,5,6,MNE,3.0,PIJETLOVIC G,6,6 - 6,480,SRB,8:00
Sprint won possession,2.0,5,6,MNE,3.0,BRGULJAN D,6,6 - 6,480,MNE,8:00
Turnover foul,11.0,5,6,MNE,3.0,KLIKOVAK F,6,6 - 6,464,MNE,7:44
Turnover foul,6.0,5,6,MNE,3.0,PIJETLOVIC D,6,6 - 6,446,SRB,7:26
5m shot - Blocked,9.0,5,6,MNE,3.0,IVOVIC A,6,6 - 6,420,MNE,7:00
Turnover foul,6.0,5,6,MNE,3.0,PIJETLOVIC D,6,6 - 6,399,SRB,6:39
Steal,9.0,5,6,MNE,3.0,IVOVIC A,6,6 - 6,399,MNE,6:39
20 sec. exclusion in centre,6.0,5,6,MNE,3.0,PIJETLOVIC D,6,6 - 6,378,SRB,6:18
Action shot - Post,9.0,5,6,MNE,3.0,IVOVIC A,6,6 - 6,355,MNE,5:55
Action shot - Blocked,9.0,5,6,MNE,3.0,RADEN N,6,6 - 6,328,SRB,5:28
5m shot - Missed,4.0,5,6,MNE,3.0,PETROVIC A,6,6 - 6,302,MNE,5:02
20 sec. exclusion in centre,7.0,5,6,MNE,3.0,JANOVIC M,6,6 - 6,285,MNE,4:45
20 sec. exclusion in centre,11.0,5,6,MNE,3.0,PRLAINOVIC A,6,6 - 6,232,SRB,3:52
Time-Out,,5,6,MNE,3.0,,6,6 - 6,232,MNE,3:52
Action shot - Goal,7.0,5,7,MNE,3.0,JANOVIC M,6,7 - 6,211,MNE,3:31
20 sec. exclusion in centre,12.0,5,7,MNE,3.0,JOKIC P,6,7 - 6,192,MNE,3:12
Action shot - Goal,12.0,5,7,MNE,3.0,MITROVIC S,7,7 - 7,170,SRB,2:50
20 sec. exclusion in centre,12.0,5,7,MNE,3.0,MITROVIC S,7,7 - 7,147,SRB,2:27
Extra player shot - Saved,8.0,5,7,MNE,3.0,JANOVIC N,7,7 - 7,127,MNE,2:07
Action shot - Goal,12.0,5,7,MNE,3.0,MITROVIC S,8,7 - 8,102,SRB,1:42
Turnover foul,10.0,5,7,MNE,3.0,MISIC S,8,7 - 8,77,MNE,1:17
Turnover foul,6.0,5,7,MNE,3.0,PIJETLOVIC D,8,7 - 8,65,SRB,1:05
20 sec. exclusion in field,6.0,5,7,MNE,3.0,PIJETLOVIC D,8,7 - 8,65,SRB,1:05
Turnover foul,7.0,5,7,MNE,3.0,JANOVIC M,8,7 - 8,35,MNE,0:35
Steal,13.0,5,7,MNE,3.0,PIJETLOVIC G,8,7 - 8,35,SRB,0:35
Action shot - Saved,10.0,5,7,MNE,3.0,FILIPOVIC F,8,7 - 8,14,SRB,0:14
Turnover foul,3.0,5,7,MNE,3.0,PASKOVIC V,8,7 - 8,1,MNE,0:01
Steal,4.0,5,7,MNE,3.0,UDOVICIC V,8,7 - 8,1,SRB,0:01
Starting goalkeeper,13.0,5,7,MNE,4.0,SCEPANOVIC M,8,7 - 8,480,MNE,8:00
Starting goalkeeper,13.0,5,7,MNE,4.0,PIJETLOVIC G,8,7 - 8,480,SRB,8:00
Sprint won possession,2.0,5,7,MNE,4.0,BRGULJAN D,8,7 - 8,480,MNE,8:00
Centre shot - Missed,11.0,5,7,MNE,4.0,KLIKOVAK F,8,7 - 8,453,MNE,7:33
20 sec. exclusion in field,9.0,5,7,MNE,4.0,RADEN N,8,7 - 8,453,SRB,7:33
Extra player shot - Goal,11.0,5,8,MNE,4.0,KLIKOVAK F,8,8 - 8,450,MNE,7:30
20 sec. exclusion in centre,12.0,5,8,MNE,4.0,JOKIC P,8,8 - 8,430,MNE,7:10
Action shot - Blocked,2.0,5,8,MNE,4.0,MANDIC D,8,8 - 8,404,SRB,6:44
20 sec. exclusion in field,2.0,5,8,MNE,4.0,MANDIC D,8,8 - 8,396,SRB,6:36
Extra player shot - Blocked,2.0,5,8,MNE,4.0,BRGULJAN D,8,8 - 8,371,MNE,6:11
Counter attack - Missed,3.0,5,8,MNE,4.0,GOCIC Z,8,8 - 8,355,SRB,5:55
Penalty foul,3.0,5,8,MNE,4.0,GOCIC Z,8,8 - 8,333,SRB,5:33
Penalty shot - Saved,7.0,5,8,MNE,4.0,JANOVIC M,8,8 - 8,333,MNE,5:33
20 sec. exclusion in field,6.0,5,8,MNE,4.0,CROUSILLAT U,8,8 - 8,313,MNE,5:13
Extra player shot - Saved,12.0,5,8,MNE,4.0,MITROVIC S,8,8 - 8,298,SRB,4:58
5m shot - Blocked,4.0,5,8,MNE,4.0,PETROVIC A,8,8 - 8,268,MNE,4:28
20 sec. exclusion in centre,12.0,5,8,MNE,4.0,JOKIC P,8,8 - 8,245,MNE,4:05
Exclusion with substitution,12.0,5,8,MNE,4.0,JOKIC P,8,8 - 8,245,MNE,4:05
Centre shot - Saved,6.0,5,8,MNE,4.0,PIJETLOVIC D,8,8 - 8,222,SRB,3:42
5m shot - Blocked,9.0,5,8,MNE,4.0,IVOVIC A,8,8 - 8,200,MNE,3:20
Turnover foul,8.0,5,8,MNE,4.0,JANOVIC N,8,8 - 8,185,MNE,3:05
Time-Out,,5,8,MNE,4.0,,8,8 - 8,185,SRB,3:05
20 sec. exclusion in centre,9.0,5,8,MNE,4.0,IVOVIC A,8,8 - 8,166,MNE,2:46
Extra player shot - Saved,3.0,5,8,MNE,4.0,GOCIC Z,8,8 - 8,146,SRB,2:26
Turnover foul,6.0,5,8,MNE,4.0,PIJETLOVIC D,8,8 - 8,136,SRB,2:16
20 sec. exclusion in centre,3.0,5,8,MNE,4.0,GOCIC Z,8,8 - 8,118,SRB,1:58
Exclusion with substitution,3.0,5,8,MNE,4.0,GOCIC Z,8,8 - 8,118,SRB,1:58
Time-Out,,5,8,MNE,4.0,,8,8 - 8,118,MNE,1:58
20 sec. exclusion in field,3.0,5,8,MNE,4.0,PASKOVIC V,8,8 - 8,3,MNE,0:03
20 sec. exclusion in field,7.0,5,8,MNE,4.0,JANOVIC M,8,8 - 8,3,MNE,0:03
Action shot - Saved,11.0,5,8,MNE,4.0,PRLAINOVIC A,8,8 - 8,1,SRB,0:01
Starting goalkeeper,1.0,6,0,ESP,1.0,AGUILAR I,0,0 - 0,480,ESP,8:00
Starting goalkeeper,1.0,6,0,ESP,1.0,MITROVIC B,0,0 - 0,480,SRB,8:00
Sprint won possession,8.0,6,0,ESP,1.0,ESPANOL A,0,0 - 0,480,ESP,8:00
Turnover foul,10.0,6,0,ESP,1.0,PERRONE F,0,0 - 0,459,ESP,7:39
Steal,4.0,6,0,ESP,1.0,UDOVICIC V,0,0 - 0,459,SRB,7:39
20 sec. exclusion in centre,6.0,6,0,ESP,1.0,MINGUELL M,0,0 - 0,435,ESP,7:15
Extra player shot - Goal,6.0,6,0,ESP,1.0,PIJETLOVIC D,1,1 - 0,422,SRB,7:02
20 sec. exclusion in centre,3.0,6,0,ESP,1.0,GOCIC Z,1,1 - 0,396,SRB,6:36
Extra player shot - Saved,12.0,6,0,ESP,1.0,GARCIA X,1,1 - 0,392,ESP,6:32
Extra player shot - Saved,5.0,6,0,ESP,1.0,MOLINA G,1,1 - 0,379,ESP,6:19
5m shot - Missed,4.0,6,0,ESP,1.0,UDOVICIC V,1,1 - 0,355,SRB,5:55
5m shot - Missed,5.0,6,0,ESP,1.0,MOLINA G,1,1 - 0,325,ESP,5:25
Turnover foul,2.0,6,0,ESP,1.0,MANDIC D,1,1 - 0,298,SRB,4:58
Steal,2.0,6,0,ESP,1.0,MUNARRIZ A,1,1 - 0,298,ESP,4:58
Action shot - Saved,12.0,6,0,ESP,1.0,GARCIA X,1,1 - 0,278,ESP,4:38
Action shot - Saved,10.0,6,0,ESP,1.0,PERRONE F,1,1 - 0,261,ESP,4:21
Centre shot - Saved,9.0,6,0,ESP,1.0,VALLES X,1,1 - 0,232,ESP,3:52
Action shot - Saved,6.0,6,0,ESP,1.0,PIJETLOVIC D,1,1 - 0,207,SRB,3:27
Penalty foul,2.0,6,0,ESP,1.0,MANDIC D,1,1 - 0,193,SRB,3:13
Penalty shot - Goal,8.0,6,1,ESP,1.0,ESPANOL A,1,1 - 1,193,ESP,3:13
Action shot - Saved,4.0,6,1,ESP,1.0,UDOVICIC V,1,1 - 1,161,SRB,2:41
Centre shot - Post,7.0,6,1,ESP,1.0,NIKIC S,1,1 - 1,159,SRB,2:39
Turnover foul,10.0,6,1,ESP,1.0,PERRONE F,1,1 - 1,132,ESP,2:12
Steal,10.0,6,1,ESP,1.0,FILIPOVIC F,1,1 - 1,132,SRB,2:12
Centre shot - Goal,4.0,6,1,ESP,1.0,UDOVICIC V,2,2 - 1,114,SRB,1:54
Turnover foul,10.0,6,1,ESP,1.0,PERRONE F,2,2 - 1,95,ESP,1:35
Steal,9.0,6,1,ESP,1.0,RADEN N,2,2 - 1,95,SRB,1:35
5m shot - Saved,11.0,6,1,ESP,1.0,PRLAINOVIC A,2,2 - 1,66,SRB,1:06
Centre shot - Goal,7.0,6,2,ESP,1.0,SZIRANYI B,2,2 - 2,38,ESP,0:38
Action shot - Blocked,3.0,6,2,ESP,1.0,GOCIC Z,2,2 - 2,16,SRB,0:16
5m shot - Saved,10.0,6,2,ESP,1.0,PERRONE F,2,2 - 2,1,ESP,0:01
Starting goalkeeper,1.0,6,2,ESP,2.0,MITROVIC B,2,2 - 2,480,SRB,8:00
Starting goalkeeper,1.0,6,2,ESP,2.0,AGUILAR I,2,2 - 2,480,ESP,8:00
Sprint won possession,8.0,6,2,ESP,2.0,ESPANOL A,2,2 - 2,480,ESP,8:00
Action shot - Saved,3.0,6,2,ESP,2.0,de LERA R,2,2 - 2,450,ESP,7:30
20 sec. exclusion in field,6.0,6,2,ESP,2.0,MINGUELL M,2,2 - 2,446,ESP,7:26
Extra player shot - Post,7.0,6,2,ESP,2.0,NIKIC S,2,2 - 2,434,SRB,7:14
Turnover foul,9.0,6,2,ESP,2.0,VALLES X,2,2 - 2,407,ESP,6:47
Centre shot - Saved,12.0,6,2,ESP,2.0,MITROVIC S,2,2 - 2,388,SRB,6:28
Turnover foul,8.0,6,2,ESP,2.0,ESPANOL A,2,2 - 2,362,ESP,6:02
Steal,9.0,6,2,ESP,2.0,RADEN N,2,2 - 2,362,SRB,6:02
Turnover foul,7.0,6,2,ESP,2.0,NIKIC S,2,2 - 2,336,SRB,5:36
Steal,8.0,6,2,ESP,2.0,ESPANOL A,2,2 - 2,336,ESP,5:36
20 sec. exclusion in centre,9.0,6,2,ESP,2.0,RADEN N,2,2 - 2,319,SRB,5:19
Action shot - Saved,10.0,6,2,ESP,2.0,PERRONE F,2,2 - 2,294,ESP,4:54
Centre shot - Saved,8.0,6,2,ESP,2.0,ESPANOL A,2,2 - 2,268,ESP,4:28
Counter attack - Saved,10.0,6,2,ESP,2.0,FILIPOVIC F,2,2 - 2,252,SRB,4:12
Centre shot - Missed,7.0,6,2,ESP,2.0,NIKIC S,2,2 - 2,243,SRB,4:03
Action shot - Saved,10.0,6,2,ESP,2.0,PERRONE F,2,2 - 2,219,ESP,3:39
20 sec. exclusion in centre,5.0,6,2,ESP,2.0,MOLINA G,2,2 - 2,199,ESP,3:19
Extra player shot - Goal,10.0,6,2,ESP,2.0,FILIPOVIC F,3,3 - 2,183,SRB,3:03
Action shot - Saved,3.0,6,2,ESP,2.0,de LERA R,3,3 - 2,155,ESP,2:35
Turnover foul,6.0,6,2,ESP,2.0,PIJETLOVIC D,3,3 - 2,136,SRB,2:16
Steal,11.0,6,2,ESP,2.0,ESTRANY P,3,3 - 2,136,ESP,2:16
Turnover foul,7.0,6,2,ESP,2.0,SZIRANYI B,3,3 - 2,108,ESP,1:48
Steal,11.0,6,2,ESP,2.0,PRLAINOVIC A,3,3 - 2,108,SRB,1:48
5m shot - Saved,11.0,6,2,ESP,2.0,PRLAINOVIC A,3,3 - 2,79,SRB,1:19
Turnover foul,7.0,6,2,ESP,2.0,SZIRANYI B,3,3 - 2,51,ESP,0:51
Steal,5.0,6,2,ESP,2.0,CUK M,3,3 - 2,51,SRB,0:51
Action shot - Saved,11.0,6,2,ESP,2.0,PRLAINOVIC A,3,3 - 2,34,SRB,0:34
Action shot - Saved,12.0,6,2,ESP,2.0,GARCIA X,3,3 - 2,13,ESP,0:13
Starting goalkeeper,1.0,6,2,ESP,3.0,AGUILAR I,3,3 - 2,480,ESP,8:00
Starting goalkeeper,1.0,6,2,ESP,3.0,MITROVIC B,3,3 - 2,480,SRB,8:00
Centre shot - Goal,6.0,6,7,ESP,ET1,MINGUELL M,7,7 - 7,53,ESP,0:53
20 sec. exclusion in centre,2.0,6,7,ESP,ET1,MUNARRIZ A,7,7 - 7,32,ESP,0:32
Action shot - Blocked,12.0,6,7,ESP,ET1,MITROVIC S,7,7 - 7,10,SRB,0:10
Centre shot - Goal,11.0,6,7,ESP,ET1,PRLAINOVIC A,8,8 - 7,9,SRB,0:09
5m shot - Saved,6.0,6,7,ESP,ET1,MINGUELL M,8,8 - 7,1,ESP,0:01
Starting goalkeeper,1.0,6,7,ESP,ET2,AGUILAR I,8,8 - 7,180,ESP,3:00
Starting goalkeeper,1.0,6,7,ESP,ET2,MITROVIC B,8,8 - 7,180,SRB,3:00
Sprint won possession,8.0,6,7,ESP,ET2,ESPANOL A,8,8 - 7,180,ESP,3:00
Turnover foul,9.0,6,7,ESP,ET2,VALLES X,8,8 - 7,153,ESP,2:33
Steal,6.0,6,7,ESP,ET2,PIJETLOVIC D,8,8 - 7,153,SRB,2:33
Action shot - Goal,6.0,6,8,ESP,ET2,MINGUELL M,8,8 - 8,99,ESP,1:39
20 sec. exclusion in centre,5.0,6,8,ESP,ET2,MOLINA G,8,8 - 8,74,ESP,1:14
Action shot - Saved,4.0,6,8,ESP,ET2,UDOVICIC V,8,8 - 8,45,SRB,0:45
Action shot - Saved,5.0,6,8,ESP,ET2,MOLINA G,8,8 - 8,22,ESP,0:22
Time-Out,,6,8,ESP,ET2,,8,8 - 8,22,ESP,0:22
Action shot - Saved,12.0,6,8,ESP,ET2,GARCIA X,8,8 - 8,1,ESP,0:01
Sprint won possession,8.0,6,8,ESP,3,ESPANOL A,8,8 - 8,480,ESP,8:00
Turnover foul,5.0,6,8,ESP,3,MOLINA G,8,8 - 8,451,ESP,7:31
Steal,6.0,6,8,ESP,3,PIJETLOVIC D,8,8 - 8,451,SRB,7:31
Turnover foul,4.0,6,8,ESP,3,UDOVICIC V,8,8 - 8,426,SRB,7:06
Steal,9.0,6,8,ESP,3,VALLES X,8,8 - 8,426,ESP,7:06
20 sec. exclusion in centre,6.0,6,8,ESP,3,PIJETLOVIC D,8,8 - 8,408,SRB,6:48
Extra player shot - Post,5.0,6,8,ESP,3,MOLINA G,8,8 - 8,391,ESP,6:31
Turnover foul,7.0,6,8,ESP,3,NIKIC S,8,8 - 8,369,SRB,6:09
Action shot - Blocked,6.0,6,8,ESP,3,MINGUELL M,8,8 - 8,341,ESP,5:41
Action shot - Saved,5.0,6,8,ESP,3,CUK M,8,8 - 8,313,SRB,5:13
20 sec. exclusion in centre,10.0,6,8,ESP,3,FILIPOVIC F,8,8 - 8,297,SRB,4:57
Extra player shot - Goal,8.0,6,3,ESP,3,ESPANOL A,3,3 - 3,281,ESP,4:41
Turnover foul,7.0,6,3,ESP,3,NIKIC S,3,3 - 3,261,SRB,4:21
Steal,10.0,6,3,ESP,3,PERRONE F,3,3 - 3,261,ESP,4:21
Action shot - Blocked,4.0,6,3,ESP,3,UDOVICIC V,3,3 - 3,213,SRB,3:33
5m shot - Saved,5.0,6,3,ESP,3,MOLINA G,3,3 - 3,185,ESP,3:05
Action shot - Goal,2.0,6,3,ESP,3,MANDIC D,4,4 - 3,169,SRB,2:49
Action shot - Goal,2.0,6,4,ESP,3,MUNARRIZ A,4,4 - 4,141,ESP,2:21
5m shot - Missed,2.0,6,4,ESP,3,MANDIC D,4,4 - 4,115,SRB,1:55
20 sec. exclusion in centre,3.0,6,4,ESP,3,GOCIC Z,4,4 - 4,100,SRB,1:40
Extra player shot - Goal,2.0,6,5,ESP,3,MUNARRIZ A,4,4 - 5,82,ESP,1:22
Centre shot - Goal,6.0,6,5,ESP,3,PIJETLOVIC D,5,5 - 5,60,SRB,1:00
20 sec. exclusion in field,6.0,6,5,ESP,3,PIJETLOVIC D,5,5 - 5,34,SRB,0:34
Extra player shot - Saved,6.0,6,5,ESP,3,MINGUELL M,5,5 - 5,14,ESP,0:14
5m shot - Saved,10.0,6,5,ESP,3,FILIPOVIC F,5,5 - 5,2,SRB,0:02
Starting goalkeeper,1.0,6,5,ESP,4,AGUILAR I,5,5 - 5,480,ESP,8:00
Starting goalkeeper,1.0,6,5,ESP,4,MITROVIC B,5,5 - 5,480,SRB,8:00
Sprint won possession,8.0,6,5,ESP,4,ESPANOL A,5,5 - 5,480,ESP,8:00
Action shot - Goal,10.0,6,6,ESP,4,PERRONE F,5,5 - 6,456,ESP,7:36
20 sec. exclusion in centre,10.0,6,6,ESP,4,PERRONE F,5,5 - 6,442,ESP,7:22
Action shot - Goal,5.0,6,6,ESP,4,CUK M,6,6 - 6,419,SRB,6:59
Turnover foul,6.0,6,6,ESP,4,MINGUELL M,6,6 - 6,391,ESP,6:31
Steal,4.0,6,6,ESP,4,UDOVICIC V,6,6 - 6,391,SRB,6:31
Action shot - Saved,7.0,6,6,ESP,4,NIKIC S,6,6 - 6,362,SRB,6:02
Turnover foul,7.0,6,6,ESP,4,NIKIC S,6,6 - 6,346,SRB,5:46
20 sec. exclusion in field,5.0,6,6,ESP,4,CUK M,6,6 - 6,320,SRB,5:20
Time-Out,,6,6,ESP,4,,6,6 - 6,319,ESP,5:19
Action shot - Saved,6.0,6,6,ESP,4,MINGUELL M,6,6 - 6,291,ESP,4:51
Counter attack - Saved,7.0,6,6,ESP,4,NIKIC S,6,6 - 6,273,SRB,4:33
Action shot - Saved,2.0,6,6,ESP,4,MANDIC D,6,6 - 6,244,SRB,4:04
Action shot - Blocked,5.0,6,6,ESP,4,MOLINA G,6,6 - 6,216,ESP,3:36
5m shot - Missed,10.0,6,6,ESP,4,FILIPOVIC F,6,6 - 6,191,SRB,3:11
20 sec. exclusion in centre,4.0,6,6,ESP,4,UDOVICIC V,6,6 - 6,166,SRB,2:46
Extra player shot - Blocked,12.0,6,6,ESP,4,GARCIA X,6,6 - 6,150,ESP,2:30
Time-Out,,6,6,ESP,4,,6,6 - 6,150,SRB,2:30
Centre shot - Saved,6.0,6,6,ESP,4,PIJETLOVIC D,6,6 - 6,122,SRB,2:02
Action shot - Saved,8.0,6,6,ESP,4,ESPANOL A,6,6 - 6,104,ESP,1:44
Action shot - Saved,10.0,6,6,ESP,4,PERRONE F,6,6 - 6,82,ESP,1:22
5m shot - Saved,11.0,6,6,ESP,4,PRLAINOVIC A,6,6 - 6,50,SRB,0:50
Turnover foul,8.0,6,6,ESP,4,ESPANOL A,6,6 - 6,29,ESP,0:29
Steal,4.0,6,6,ESP,4,UDOVICIC V,6,6 - 6,29,SRB,0:29
Time-Out,,6,6,ESP,4,,6,6 - 6,29,SRB,0:29
20 sec. exclusion in centre,2.0,6,6,ESP,4,MUNARRIZ A,6,6 - 6,10,ESP,0:10
Extra player shot - Post,12.0,6,6,ESP,4,MITROVIC S,6,6 - 6,2,SRB,0:02
Starting goalkeeper,1.0,6,6,ESP,ET1,AGUILAR I,6,6 - 6,180,ESP,3:00
Starting goalkeeper,1.0,6,6,ESP,ET1,MITROVIC B,6,6 - 6,180,SRB,3:00
Sprint won possession,8.0,6,6,ESP,ET1,ESPANOL A,6,6 - 6,180,ESP,3:00
Action shot - Saved,5.0,6,6,ESP,ET1,MOLINA G,6,6 - 6,154,ESP,2:34
5m shot - Saved,8.0,6,6,ESP,ET1,ESPANOL A,6,6 - 6,132,ESP,2:12
Turnover foul,7.0,6,6,ESP,ET1,SZIRANYI B,6,6 - 6,113,ESP,1:53
Action shot - Goal,10.0,6,6,ESP,ET1,FILIPOVIC F,7,7 - 6,99,SRB,1:39
20 sec. exclusion in centre,9.0,6,6,ESP,ET1,RADEN N,7,7 - 6,76,SRB,1:16
Action shot - Post,9.0,6,6,ESP,ET1,VALLES X,7,7 - 6,55,ESP,0:55
Starting goalkeeper,1.0,7,0,AUS,1.0,DENNERLEY J,0,0 - 0,480,AUS,8:00
Starting goalkeeper,1.0,7,0,AUS,1.0,MITROVIC B,0,0 - 0,480,SRB,8:00
Sprint won possession,3.0,7,0,AUS,1.0,GOCIC Z,0,0 - 0,480,SRB,8:00
20 sec. exclusion in field,2.0,7,0,AUS,1.0,CAMPBELL R,0,0 - 0,461,AUS,7:41
Extra player shot - Saved,6.0,7,0,AUS,1.0,PIJETLOVIC D,0,0 - 0,444,SRB,7:24
20 sec. exclusion in centre,7.0,7,0,AUS,1.0,ROACH A,0,0 - 0,391,AUS,6:31
Extra player shot - Blocked,4.0,7,0,AUS,1.0,UDOVICIC V,0,0 - 0,376,SRB,6:16
Centre shot - Saved,9.0,7,0,AUS,1.0,SWIFT J,0,0 - 0,348,AUS,5:48
Centre shot - Saved,3.0,7,0,AUS,1.0,GOCIC Z,0,0 - 0,324,SRB,5:24
Centre shot - Goal,9.0,7,1,AUS,1.0,SWIFT J,0,1 - 0,295,AUS,4:55
20 sec. exclusion in centre,8.0,7,1,AUS,1.0,YOUNGER A,0,1 - 0,273,AUS,4:33
Extra player shot - Goal,10.0,7,1,AUS,1.0,FILIPOVIC F,1,1 - 1,267,SRB,4:27
20 sec. exclusion in centre,10.0,7,1,AUS,1.0,FILIPOVIC F,1,1 - 1,242,SRB,4:02
Extra player shot - Blocked,4.0,7,1,AUS,1.0,COTTERILL J,1,1 - 1,222,AUS,3:42
Action shot - Goal,11.0,7,2,AUS,1.0,HOWDEN R,1,2 - 1,221,AUS,3:41
5m shot - Goal,10.0,7,2,AUS,1.0,FILIPOVIC F,2,2 - 2,203,SRB,3:23
Turnover foul,6.0,7,2,AUS,1.0,GILCHRIST J,2,2 - 2,178,AUS,2:58
Steal,12.0,7,2,AUS,1.0,MITROVIC S,2,2 - 2,178,SRB,2:58
