Action,CAN,Cap,Game,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time
Turnover foul,6,10.0,5,7,HUN,4.0,ROBINSON C,6 - 7,392,CAN,6:32
Steal,6,2.0,5,7,HUN,4.0,CZIGANY D,6 - 7,392,HUN,6:32
Action shot - Goal,6,10.0,5,8,HUN,4.0,BUJKA B,6 - 8,380,HUN,6:20
Turnover foul,6,4.0,5,8,HUN,4.0,WRIGHT E,6 - 8,360,CAN,6:00
Action shot - Post,6,6.0,5,8,HUN,4.0,TAKACS O,6 - 8,336,HUN,5:36
5m shot - Blocked,6,4.0,5,8,HUN,4.0,WRIGHT E,6 - 8,306,CAN,5:06
Action shot - Post,6,8.0,5,8,HUN,4.0,FOURNIER S,6 - 8,281,CAN,4:41
20 sec. exclusion in centre,6,3.0,5,8,HUN,4.0,MONTON K,6 - 8,256,CAN,4:16
Action shot - Goal,6,7.0,5,9,HUN,4.0,ILLES A,6 - 9,231,HUN,3:51
20 sec. exclusion in centre,6,12.0,5,9,HUN,4.0,MENCZINGER K,6 - 9,211,HUN,3:31
Action shot - Goal,7,4.0,5,9,HUN,4.0,WRIGHT E,7 - 9,188,CAN,3:08
5m shot - Missed,7,10.0,5,9,HUN,4.0,BUJKA B,7 - 9,157,HUN,2:37
Turnover foul,7,7.0,5,9,HUN,4.0,BEKHAZI J,7 - 9,143,CAN,2:23
Steal,7,8.0,5,9,HUN,4.0,KESZTHELYI R,7 - 9,143,HUN,2:23
Counter attack - Goal,7,10.0,5,10,HUN,4.0,BUJKA B,7 - 10,138,HUN,2:18
20 sec. exclusion in centre,7,11.0,5,10,HUN,4.0,GARDA K,7 - 10,130,HUN,2:10
Extra player shot - Post,7,5.0,5,10,HUN,4.0,EGGENS M,7 - 10,124,CAN,2:04
Time-Out,7,,5,10,HUN,4.0,,7 - 10,124,HUN,2:04
5m shot - Missed,7,7.0,5,10,HUN,4.0,ILLES A,7 - 10,97,HUN,1:37
20 sec. exclusion in centre,7,12.0,5,10,HUN,4.0,MENCZINGER K,7 - 10,77,HUN,1:17
Time-Out,7,,5,10,HUN,4.0,,7 - 10,77,CAN,1:17
Extra player shot - Saved,7,4.0,5,10,HUN,4.0,WRIGHT E,7 - 10,67,CAN,1:07
Turnover foul,7,3.0,5,10,HUN,4.0,ANTAL D,7 - 10,44,HUN,0:44
20 sec. exclusion in centre,7,7.0,5,10,HUN,4.0,ILLES A,7 - 10,34,HUN,0:34
Turnover foul,7,2.0,5,10,HUN,4.0,ALOGBO K,7 - 10,20,CAN,0:20
Starting goalkeeper,0,1.0,6,0,KAZ,1.0,GAUDREAULT J,0 - 0,480,CAN,8:00
Starting goalkeeper,0,1.0,6,0,KAZ,1.0,ZHARKIMBAYEVA A,0 - 0,480,KAZ,8:00
Sprint won possession,0,5.0,6,0,KAZ,1.0,ZAKIROVA K,0 - 0,480,KAZ,8:00
Turnover foul,0,7.0,6,0,KAZ,1.0,MYRZABEKOVA Z,0 - 0,451,KAZ,7:31
Steal,0,8.0,6,0,KAZ,1.0,FOURNIER S,0 - 0,451,CAN,7:31
5m shot - Missed,0,10.0,6,0,KAZ,1.0,ROBINSON C,0 - 0,438,CAN,7:18
Turnover foul,0,7.0,6,0,KAZ,1.0,MYRZABEKOVA Z,0 - 0,425,KAZ,7:05
Counter attack - Goal,1,7.0,6,0,KAZ,1.0,BEKHAZI J,1 - 0,411,CAN,6:51
Turnover foul,1,7.0,6,0,KAZ,1.0,MYRZABEKOVA Z,1 - 0,398,KAZ,6:38
Turnover foul,1,3.0,6,0,KAZ,1.0,MONTON K,1 - 0,378,CAN,6:18
20 sec. exclusion in field,1,3.0,6,0,KAZ,1.0,MONTON K,1 - 0,374,CAN,6:14
Time-Out,1,,6,0,KAZ,1.0,,1 - 0,373,KAZ,6:13
Extra player shot - Goal,1,3.0,6,1,KAZ,1.0,AKILBAYEVA A,1 - 1,361,KAZ,6:01
5m shot - Post,1,5.0,6,1,KAZ,1.0,EGGENS M,1 - 1,336,CAN,5:36
Turnover foul,1,4.0,6,1,KAZ,1.0,TUROVA A,1 - 1,317,KAZ,5:17
Counter attack - Goal,2,9.0,6,1,KAZ,1.0,EGGENS C,2 - 1,309,CAN,5:09
Action shot - Saved,2,3.0,6,1,KAZ,1.0,AKILBAYEVA A,2 - 1,284,KAZ,4:44
Action shot - Saved,2,7.0,6,1,KAZ,1.0,BEKHAZI J,2 - 1,257,CAN,4:17
Turnover foul,2,11.0,6,1,KAZ,1.0,MIRSHINA A,2 - 1,241,KAZ,4:01
Centre shot - Goal,3,5.0,6,1,KAZ,1.0,EGGENS M,3 - 1,229,CAN,3:49
5m shot - Saved,3,4.0,6,1,KAZ,1.0,TUROVA A,3 - 1,204,KAZ,3:24
Turnover foul,3,3.0,6,1,KAZ,1.0,MONTON K,3 - 1,178,CAN,2:58
Steal,3,1.0,6,1,KAZ,1.0,ZHARKIMBAYEVA A,3 - 1,178,KAZ,2:58
5m shot - Saved,3,7.0,6,1,KAZ,1.0,MYRZABEKOVA Z,3 - 1,161,KAZ,2:41
Turnover foul,3,4.0,6,1,KAZ,1.0,TUROVA A,3 - 1,147,KAZ,2:27
Steal,3,2.0,6,1,KAZ,1.0,ALOGBO K,3 - 1,147,CAN,2:27
Counter attack - Goal,4,9.0,6,1,KAZ,1.0,EGGENS C,4 - 1,136,CAN,2:16
Turnover foul,4,5.0,6,1,KAZ,1.0,ZAKIROVA K,4 - 1,107,KAZ,1:47
Steal,4,4.0,6,1,KAZ,1.0,WRIGHT E,4 - 1,107,CAN,1:47
20 sec. exclusion in field,4,3.0,6,1,KAZ,1.0,AKILBAYEVA A,4 - 1,107,KAZ,1:47
Time-Out,4,,6,1,KAZ,1.0,,4 - 1,106,CAN,1:46
Turnover foul,4,4.0,6,1,KAZ,1.0,WRIGHT E,4 - 1,89,CAN,1:29
Steal,4,4.0,6,1,KAZ,1.0,TUROVA A,4 - 1,89,KAZ,1:29
Action shot - Missed,4,7.0,6,1,KAZ,1.0,MYRZABEKOVA Z,4 - 1,63,KAZ,1:03
Turnover foul,4,2.0,6,1,KAZ,1.0,ALOGBO K,4 - 1,38,CAN,0:38
20 sec. exclusion in centre,4,11.0,6,1,KAZ,1.0,VALIN S,4 - 1,10,CAN,0:10
Starting goalkeeper,4,1.0,6,1,KAZ,2.0,GAUDREAULT J,4 - 1,480,CAN,8:00
Starting goalkeeper,4,1.0,6,1,KAZ,2.0,ZHARKIMBAYEVA A,4 - 1,480,KAZ,8:00
Sprint won possession,4,5.0,6,1,KAZ,2.0,ZAKIROVA K,4 - 1,480,KAZ,8:00
Turnover foul,4,11.0,6,1,KAZ,2.0,MIRSHINA A,4 - 1,469,KAZ,7:49
Counter attack - Saved,4,8.0,6,1,KAZ,2.0,FOURNIER S,4 - 1,456,CAN,7:36
Centre shot - Goal,5,8.0,6,1,KAZ,2.0,FOURNIER S,5 - 1,456,CAN,7:36
20 sec. exclusion in centre,5,7.0,6,1,KAZ,2.0,BEKHAZI J,5 - 1,445,CAN,7:25
Centre shot - Goal,5,11.0,6,2,KAZ,2.0,MIRSHINA A,5 - 2,423,KAZ,7:03
5m shot - Saved,5,10.0,6,2,KAZ,2.0,ROBINSON C,5 - 2,393,CAN,6:33
Turnover foul,5,8.0,6,2,KAZ,2.0,SAICHUK O,5 - 2,364,KAZ,6:04
Steal,5,10.0,6,2,KAZ,2.0,ROBINSON C,5 - 2,364,CAN,6:04
Counter attack - Saved,5,4.0,6,2,KAZ,2.0,WRIGHT E,5 - 2,354,CAN,5:54
Counter attack - Goal,6,5.0,6,2,KAZ,2.0,EGGENS M,6 - 2,310,CAN,5:10
Turnover foul,6,9.0,6,2,KAZ,2.0,MURAVYEVA D,6 - 2,296,KAZ,4:56
Action shot - Saved,6,12.0,6,2,KAZ,2.0,PERREAULT D,6 - 2,267,CAN,4:27
Yellow card,6,,6,2,KAZ,2.0,Team Official,6 - 2,258,KAZ,4:18
Action shot - Post,6,3.0,6,2,KAZ,2.0,AKILBAYEVA A,6 - 2,239,KAZ,3:59
20 sec. exclusion in centre,6,2.0,6,2,KAZ,2.0,YEGEMBERDIYEVA A,6 - 2,226,KAZ,3:46
Turnover foul,6,5.0,6,2,KAZ,2.0,EGGENS M,6 - 2,206,CAN,3:26
Turnover foul,6,11.0,6,2,KAZ,2.0,MIRSHINA A,6 - 2,178,KAZ,2:58
Steal,6,12.0,6,2,KAZ,2.0,PERREAULT D,6 - 2,178,CAN,2:58
20 sec. exclusion in centre,6,2.0,6,2,KAZ,2.0,YEGEMBERDIYEVA A,6 - 2,170,KAZ,2:50
Time-Out,6,,6,2,KAZ,2.0,,6 - 2,170,CAN,2:50
Action shot - Goal,7,5.0,6,2,KAZ,2.0,EGGENS M,7 - 2,145,CAN,2:25
20 sec. exclusion in centre,7,6.0,6,2,KAZ,2.0,MCKEE K,7 - 2,134,CAN,2:14
5m shot - Blocked,7,5.0,6,2,KAZ,2.0,ZAKIROVA K,7 - 2,108,KAZ,1:48
5m shot - Post,7,11.0,6,2,KAZ,2.0,VALIN S,7 - 2,81,CAN,1:21
Time-Out,7,,6,2,KAZ,2.0,,7 - 2,80,KAZ,1:20
5m shot - Saved,7,2.0,6,2,KAZ,4.0,YEGEMBERDIYEVA A,7 - 2,113,KAZ,1:53
Action shot - Goal,18,8.0,6,4,KAZ,4.0,FOURNIER S,18 - 4,94,CAN,1:34
5m shot - Saved,18,4.0,6,4,KAZ,4.0,TUROVA A,18 - 4,69,KAZ,1:09
Counter attack - Goal,19,8.0,6,4,KAZ,4.0,FOURNIER S,19 - 4,61,CAN,1:01
Turnover foul,19,5.0,6,4,KAZ,4.0,ZAKIROVA K,19 - 4,28,KAZ,0:28
Turnover foul,19,11.0,6,4,KAZ,2.0,MIRSHINA A,19 - 4,56,KAZ,0:56
Steal,19,2.0,6,4,KAZ,2.0,ALOGBO K,19 - 4,56,CAN,0:56
Turnover foul,19,7.0,6,4,KAZ,2.0,BEKHAZI J,19 - 4,48,CAN,0:48
Action shot - Missed,19,3.0,6,4,KAZ,2.0,AKILBAYEVA A,19 - 4,45,KAZ,0:45
5m shot - Goal,8,11.0,6,2,KAZ,2.0,VALIN S,8 - 2,30,CAN,0:30
Action shot - Saved,8,3.0,6,2,KAZ,2.0,AKILBAYEVA A,8 - 2,10,KAZ,0:10
Counter attack - Goal,9,5.0,6,2,KAZ,2.0,EGGENS M,9 - 2,1,CAN,0:01
5m shot - Missed,9,11.0,6,2,KAZ,2.0,MIRSHINA A,9 - 2,1,KAZ,0:01
Starting goalkeeper,9,13.0,6,2,KAZ,3.0,COLTERJOHN N,9 - 2,480,CAN,8:00
Starting goalkeeper,9,1.0,6,2,KAZ,3.0,ZHARKIMBAYEVA A,9 - 2,480,KAZ,8:00
Sprint won possession,9,12.0,6,2,KAZ,3.0,PERREAULT D,9 - 2,480,CAN,8:00
Action shot - Goal,10,10.0,6,2,KAZ,3.0,ROBINSON C,10 - 2,453,CAN,7:33
Turnover foul,10,11.0,6,2,KAZ,3.0,MIRSHINA A,10 - 2,438,KAZ,7:18
Steal,10,12.0,6,2,KAZ,3.0,PERREAULT D,10 - 2,438,CAN,7:18
Turnover foul,10,8.0,6,2,KAZ,3.0,FOURNIER S,10 - 2,411,CAN,6:51
Steal,10,4.0,6,2,KAZ,3.0,TUROVA A,10 - 2,411,KAZ,6:51
Counter attack - Missed,10,8.0,6,2,KAZ,3.0,FOURNIER S,10 - 2,370,CAN,6:10
20 sec. exclusion in centre,10,4.0,6,2,KAZ,3.0,WRIGHT E,10 - 2,359,CAN,5:59
Extra player shot - Goal,10,11.0,6,3,KAZ,3.0,MIRSHINA A,10 - 3,343,KAZ,5:43
Penalty foul,10,8.0,6,3,KAZ,3.0,SAICHUK O,10 - 3,319,KAZ,5:19
Penalty shot - Goal,11,12.0,6,3,KAZ,3.0,PERREAULT D,11 - 3,319,CAN,5:19
Penalty foul,11,10.0,6,3,KAZ,3.0,ROBINSON C,11 - 3,307,CAN,5:07
Penalty shot - Post,11,8.0,6,3,KAZ,3.0,SAICHUK O,11 - 3,307,KAZ,5:07
5m shot - Goal,12,10.0,6,3,KAZ,3.0,ROBINSON C,12 - 3,288,CAN,4:48
Turnover foul,12,11.0,6,3,KAZ,3.0,MIRSHINA A,12 - 3,273,KAZ,4:33
Turnover foul,12,12.0,6,3,KAZ,3.0,PERREAULT D,12 - 3,252,CAN,4:12
Steal,12,11.0,6,3,KAZ,3.0,MIRSHINA A,12 - 3,252,KAZ,4:12
Centre shot - Missed,12,4.0,6,3,KAZ,3.0,TUROVA A,12 - 3,227,KAZ,3:47
Counter attack - Goal,13,11.0,6,3,KAZ,3.0,VALIN S,13 - 3,210,CAN,3:30
5m shot - Post,13,4.0,6,3,KAZ,3.0,WRIGHT E,13 - 3,175,CAN,2:55
5m shot - Goal,13,4.0,6,4,KAZ,3.0,TUROVA A,13 - 4,154,KAZ,2:34
Turnover foul,13,3.0,6,4,KAZ,3.0,MONTON K,13 - 4,127,CAN,2:07
Action shot - Saved,13,11.0,6,4,KAZ,3.0,MIRSHINA A,13 - 4,97,KAZ,1:37
20 sec. exclusion in centre,13,4.0,6,4,KAZ,3.0,TUROVA A,13 - 4,85,KAZ,1:25
Time-Out,13,,6,4,KAZ,3.0,,13 - 4,85,CAN,1:25
Extra player shot - Goal,14,5.0,6,4,KAZ,3.0,EGGENS M,14 - 4,68,CAN,1:08
20 sec. exclusion in centre,14,9.0,6,4,KAZ,3.0,EGGENS C,14 - 4,53,CAN,0:53
Time-Out,14,,6,4,KAZ,3.0,,14 - 4,53,KAZ,0:53
Turnover foul,14,7.0,6,4,KAZ,3.0,MYRZABEKOVA Z,14 - 4,30,KAZ,0:30
Steal,14,5.0,6,4,KAZ,3.0,EGGENS M,14 - 4,30,CAN,0:30
Turnover foul,14,3.0,6,4,KAZ,3.0,MONTON K,14 - 4,9,CAN,0:09
Steal,14,7.0,6,4,KAZ,3.0,MYRZABEKOVA Z,14 - 4,9,KAZ,0:09
5m shot - Saved,14,10.0,6,4,KAZ,3.0,ROGA D,14 - 4,0,KAZ,0:00
Starting goalkeeper,14,13.0,6,4,KAZ,4.0,COLTERJOHN N,14 - 4,480,CAN,8:00
Starting goalkeeper,14,1.0,6,4,KAZ,4.0,ZHARKIMBAYEVA A,14 - 4,480,KAZ,8:00
Sprint won possession,14,5.0,6,4,KAZ,4.0,EGGENS M,14 - 4,480,CAN,8:00
Action shot - Saved,14,8.0,6,4,KAZ,4.0,FOURNIER S,14 - 4,454,CAN,7:34
Action shot - Blocked,14,3.0,6,4,KAZ,4.0,AKILBAYEVA A,14 - 4,423,KAZ,7:03
Action shot - Post,14,11.0,6,4,KAZ,4.0,MIRSHINA A,14 - 4,411,KAZ,6:51
Action shot - Post,14,8.0,6,4,KAZ,4.0,SAICHUK O,14 - 4,380,KAZ,6:20
Action shot - Goal,15,2.0,6,4,KAZ,4.0,ALOGBO K,15 - 4,366,CAN,6:06
5m shot - Blocked,15,8.0,6,4,KAZ,4.0,SAICHUK O,15 - 4,336,KAZ,5:36
20 sec. exclusion in centre,15,4.0,6,4,KAZ,4.0,TUROVA A,15 - 4,316,KAZ,5:16
Extra player shot - Blocked,15,5.0,6,4,KAZ,4.0,EGGENS M,15 - 4,310,CAN,5:10
20 sec. exclusion in centre,15,5.0,6,4,KAZ,4.0,EGGENS M,15 - 4,299,CAN,4:59
Time-Out,15,,6,4,KAZ,4.0,,15 - 4,297,KAZ,4:57
Extra player shot - Post,15,3.0,6,4,KAZ,4.0,AKILBAYEVA A,15 - 4,275,KAZ,4:35
5m shot - Post,15,3.0,6,4,KAZ,4.0,AKILBAYEVA A,15 - 4,218,KAZ,3:38
Action shot - Goal,16,4.0,6,4,KAZ,4.0,WRIGHT E,16 - 4,199,CAN,3:19
Action shot - Saved,16,11.0,6,4,KAZ,4.0,MIRSHINA A,16 - 4,179,KAZ,2:59
Action shot - Goal,17,9.0,6,4,KAZ,4.0,EGGENS C,17 - 4,162,CAN,2:42
Turnover foul,17,11.0,6,4,KAZ,4.0,MIRSHINA A,17 - 4,150,KAZ,2:30
Turnover foul,17,13.0,6,4,KAZ,4.0,COLTERJOHN N,17 - 4,136,CAN,2:16
Steal,17,4.0,6,4,KAZ,4.0,TUROVA A,17 - 4,136,KAZ,2:16
Steal,17,11.0,6,4,KAZ,4.0,VALIN S,17 - 4,28,CAN,0:28
Counter attack - Goal,20,9.0,6,4,KAZ,4.0,EGGENS C,20 - 4,14,CAN,0:14
20 sec. exclusion in field,20,12.0,6,4,KAZ,4.0,PERREAULT D,20 - 4,3,CAN,0:03
5m shot - Blocked,20,5.0,6,4,KAZ,4.0,ZAKIROVA K,20 - 4,0,KAZ,0:00
