Action,Cap,Game,Opponent,Opponent name,Period,Player,RUS,Score,Seconds,Team,Time
5m shot - Goal,9.0,3,5,GRE,2.0,STEPANIUK K,3,5 - 3,452,RUS,7:32
20 sec. exclusion in field,6.0,3,5,GRE,2.0,ASHAEV A,3,5 - 3,434,RUS,7:14
Extra player shot - Goal,9.0,3,6,GRE,2.0,MOURIKIS K,3,6 - 3,420,GRE,7:00
Turnover foul,8.0,3,6,GRE,2.0,NAGAEV I,3,6 - 3,387,RUS,6:27
Steal,9.0,3,6,GRE,2.0,MOURIKIS K,3,6 - 3,387,GRE,6:27
Turnover foul,8.0,3,6,GRE,2.0,DELAKAS E,3,6 - 3,364,GRE,6:04
20 sec. exclusion in centre,4.0,3,6,GRE,2.0,GENIDOUNIAS K,3,6 - 3,347,GRE,5:47
Extra player shot - Saved,3.0,3,6,GRE,2.0,ODINTSOV A,3,6 - 3,329,RUS,5:29
Counter attack - Saved,2.0,3,6,GRE,2.0,MYLONAKIS E,3,6 - 3,311,GRE,5:11
Centre shot - Saved,9.0,3,6,GRE,2.0,MOURIKIS K,3,6 - 3,291,GRE,4:51
Turnover foul,8.0,3,6,GRE,2.0,NAGAEV I,3,6 - 3,269,RUS,4:29
Steal,12.0,3,6,GRE,2.0,VLACHOPOULOS A,3,6 - 3,269,GRE,4:29
5m shot - Goal,11.0,3,7,GRE,2.0,GOUNAS A,3,7 - 3,250,GRE,4:10
20 sec. exclusion in centre,6.0,3,7,GRE,2.0,PONTIKEAS K,3,7 - 3,236,GRE,3:56
Turnover foul,3.0,3,7,GRE,2.0,ODINTSOV A,3,7 - 3,206,RUS,3:26
Turnover foul,10.0,3,7,GRE,2.0,KOLOMVOS C,3,7 - 3,192,GRE,3:12
20 sec. exclusion in centre,8.0,3,7,GRE,2.0,DELAKAS E,3,7 - 3,164,GRE,2:44
Extra player shot - Goal,2.0,3,7,GRE,2.0,BUGAYCHUK A,4,7 - 4,149,RUS,2:29
Action shot - Post,3.0,3,7,GRE,2.0,DERVISIS G,4,7 - 4,122,GRE,2:02
Turnover foul,3.0,3,7,GRE,2.0,DERVISIS G,4,7 - 4,108,GRE,1:48
Steal,4.0,3,7,GRE,2.0,BYCHKOV I,4,7 - 4,108,RUS,1:48
20 sec. exclusion in centre,7.0,3,7,GRE,2.0,AFROUDAKIS C,4,7 - 4,82,GRE,1:22
Time-Out,,3,7,GRE,2.0,,4,7 - 4,82,RUS,1:22
Action shot - Saved,8.0,3,7,GRE,2.0,NAGAEV I,4,7 - 4,57,RUS,0:57
Time-Out,,3,7,GRE,2.0,,4,7 - 4,53,GRE,0:53
20 sec. exclusion in field,11.0,3,7,GRE,2.0,LISUNOV S,4,7 - 4,46,RUS,0:46
Extra player shot - Saved,5.0,3,7,GRE,2.0,FOUNTOULIS I,4,7 - 4,27,GRE,0:27
Action shot - Goal,2.0,3,8,GRE,2.0,MYLONAKIS E,4,8 - 4,20,GRE,0:20
Turnover foul,7.0,3,8,GRE,2.0,TIMAKOV V,4,8 - 4,1,RUS,0:01
Steal,13.0,3,8,GRE,2.0,GALANOPOULOS S,4,8 - 4,1,GRE,0:01
Starting goalkeeper,13.0,3,8,GRE,3.0,GALANOPOULOS S,4,8 - 4,480,GRE,8:00
Starting goalkeeper,1.0,3,8,GRE,3.0,ANTONOV A,4,8 - 4,480,RUS,8:00
Sprint won possession,7.0,3,8,GRE,3.0,AFROUDAKIS C,4,8 - 4,480,GRE,8:00
Turnover foul,3.0,3,8,GRE,3.0,DERVISIS G,4,8 - 4,465,GRE,7:45
Penalty foul,3.0,3,8,GRE,3.0,DERVISIS G,4,8 - 4,465,GRE,7:45
Penalty shot - Goal,8.0,3,8,GRE,3.0,NAGAEV I,5,8 - 5,465,RUS,7:45
20 sec. exclusion in field,12.0,3,8,GRE,3.0,MAGOMAEV L,5,8 - 5,442,RUS,7:22
Extra player shot - Goal,12.0,3,9,GRE,3.0,VLACHOPOULOS A,5,9 - 5,426,GRE,7:06
5m shot - Post,6.0,3,9,GRE,3.0,ASHAEV A,5,9 - 5,396,RUS,6:36
Turnover foul,7.0,3,9,GRE,3.0,AFROUDAKIS C,5,9 - 5,370,GRE,6:10
20 sec. exclusion in centre,5.0,3,9,GRE,3.0,FOUNTOULIS I,5,9 - 5,355,GRE,5:55
Extra player shot - Goal,8.0,3,9,GRE,3.0,NAGAEV I,6,9 - 6,335,RUS,5:35
Action shot - Saved,4.0,3,9,GRE,3.0,GENIDOUNIAS K,6,9 - 6,306,GRE,5:06
20 sec. exclusion in centre,5.0,3,9,GRE,3.0,ZINNATULLIN A,6,9 - 6,297,RUS,4:57
Action shot - Goal,11.0,3,10,GRE,3.0,GOUNAS A,6,10 - 6,273,GRE,4:33
Action shot - Saved,10.0,3,10,GRE,3.0,KHOLOD D,6,10 - 6,233,RUS,3:53
5m shot - Goal,7.0,3,11,GRE,3.0,AFROUDAKIS C,6,11 - 6,214,GRE,3:34
20 sec. exclusion in centre,8.0,3,11,GRE,3.0,DELAKAS E,6,11 - 6,185,GRE,3:05
Extra player shot - Missed,7.0,3,11,GRE,3.0,TIMAKOV V,6,11 - 6,174,RUS,2:54
Centre shot - Post,9.0,3,11,GRE,3.0,MOURIKIS K,6,11 - 6,150,GRE,2:30
Turnover foul,8.0,3,11,GRE,3.0,NAGAEV I,6,11 - 6,119,RUS,1:59
Steal,4.0,3,11,GRE,3.0,GENIDOUNIAS K,6,11 - 6,119,GRE,1:59
Penalty foul,9.0,3,11,GRE,3.0,STEPANIUK K,6,11 - 6,104,RUS,1:44
Penalty shot - Goal,5.0,3,12,GRE,3.0,FOUNTOULIS I,6,12 - 6,104,GRE,1:44
Action shot - Goal,4.0,3,12,GRE,3.0,BYCHKOV I,7,12 - 7,80,RUS,1:20
20 sec. exclusion in centre,5.0,3,12,GRE,3.0,ZINNATULLIN A,7,12 - 7,58,RUS,0:58
Extra player shot - Goal,5.0,3,13,GRE,3.0,FOUNTOULIS I,7,13 - 7,56,GRE,0:56
Action shot - Missed,12.0,3,13,GRE,3.0,MAGOMAEV L,7,13 - 7,26,RUS,0:26
Turnover foul,12.0,3,13,GRE,3.0,VLACHOPOULOS A,7,13 - 7,17,GRE,0:17
5m shot - Missed,4.0,3,13,GRE,3.0,BYCHKOV I,7,13 - 7,3,RUS,0:03
Starting goalkeeper,13.0,3,13,GRE,4.0,GALANOPOULOS S,7,13 - 7,480,GRE,8:00
Starting goalkeeper,1.0,3,13,GRE,4.0,ANTONOV A,7,13 - 7,480,RUS,8:00
Sprint won possession,8.0,3,13,GRE,4.0,NAGAEV I,7,13 - 7,480,RUS,8:00
5m shot - Saved,4.0,3,13,GRE,4.0,BYCHKOV I,7,13 - 7,452,RUS,7:32
Turnover foul,12.0,3,13,GRE,4.0,VLACHOPOULOS A,7,13 - 7,428,GRE,7:08
Steal,10.0,3,13,GRE,4.0,KHOLOD D,7,13 - 7,428,RUS,7:08
Centre shot - Saved,4.0,3,13,GRE,4.0,BYCHKOV I,7,13 - 7,405,RUS,6:45
Action shot - Saved,11.0,3,13,GRE,4.0,GOUNAS A,7,13 - 7,386,GRE,6:26
5m shot - Goal,12.0,3,14,GRE,4.0,VLACHOPOULOS A,7,14 - 7,366,GRE,6:06
20 sec. exclusion in centre,6.0,3,14,GRE,4.0,PONTIKEAS K,7,14 - 7,309,GRE,5:09
Exclusion with substitution,6.0,3,14,GRE,4.0,PONTIKEAS K,7,14 - 7,309,GRE,5:09
Extra player shot - Goal,11.0,3,14,GRE,4.0,LISUNOV S,8,14 - 8,295,RUS,4:55
Action shot - Saved,10.0,3,14,GRE,4.0,KOLOMVOS C,8,14 - 8,270,GRE,4:30
5m shot - Goal,2.0,3,14,GRE,4.0,BUGAYCHUK A,9,14 - 9,241,RUS,4:01
Turnover foul,10.0,3,14,GRE,4.0,KOLOMVOS C,9,14 - 9,220,GRE,3:40
20 sec. exclusion in centre,11.0,3,14,GRE,4.0,GOUNAS A,9,14 - 9,198,GRE,3:18
Extra player shot - Goal,3.0,3,14,GRE,4.0,ODINTSOV A,10,14 - 10,198,RUS,3:18
20 sec. exclusion in centre,4.0,3,14,GRE,4.0,BYCHKOV I,10,14 - 10,180,RUS,3:00
Extra player shot - Goal,9.0,3,15,GRE,4.0,MOURIKIS K,10,15 - 10,175,GRE,2:55
20 sec. exclusion in centre,8.0,3,15,GRE,4.0,DELAKAS E,10,15 - 10,147,GRE,2:27
Exclusion with substitution,8.0,3,15,GRE,4.0,DELAKAS E,10,15 - 10,147,GRE,2:27
Extra player shot - Goal,8.0,3,15,GRE,4.0,NAGAEV I,11,15 - 11,130,RUS,2:10
Turnover foul,9.0,3,15,GRE,4.0,MOURIKIS K,11,15 - 11,101,GRE,1:41
20 sec. exclusion in centre,3.0,3,15,GRE,4.0,DERVISIS G,11,15 - 11,85,GRE,1:25
Exclusion with substitution,3.0,3,15,GRE,4.0,DERVISIS G,11,15 - 11,85,GRE,1:25
Time-Out,,3,15,GRE,4.0,,11,15 - 11,85,RUS,1:25
Turnover foul,7.0,3,15,GRE,4.0,TIMAKOV V,11,15 - 11,62,RUS,1:02
20 sec. exclusion in field,7.0,3,15,GRE,4.0,TIMAKOV V,11,15 - 11,42,RUS,0:42
Time-Out,,3,15,GRE,4.0,,11,15 - 11,42,GRE,0:42
Action shot - Missed,9.0,3,15,GRE,4.0,MOURIKIS K,11,15 - 11,18,GRE,0:18
20 sec. exclusion in field,11.0,3,15,GRE,4.0,GOUNAS A,11,15 - 11,13,GRE,0:13
Starting goalkeeper,1.0,4,0,CHN,1.0,WU H,0,0 - 0,480,CHN,8:00
Starting goalkeeper,1.0,4,0,CHN,1.0,ANTONOV A,0,0 - 0,480,RUS,8:00
Sprint won possession,10.0,4,0,CHN,1.0,KHOLOD D,0,0 - 0,480,RUS,8:00
Centre shot - Post,11.0,4,0,CHN,1.0,LISUNOV S,0,0 - 0,454,RUS,7:34
Counter attack - Goal,2.0,4,1,CHN,1.0,TAN F,0,1 - 0,437,CHN,7:17
Centre shot - Saved,11.0,4,1,CHN,1.0,LISUNOV S,0,1 - 0,408,RUS,6:48
Counter attack - Post,11.0,4,1,CHN,1.0,ZHANG C,0,1 - 0,397,CHN,6:37
Turnover foul,2.0,4,1,CHN,1.0,BUGAYCHUK A,0,1 - 0,376,RUS,6:16
Action shot - Blocked,5.0,4,1,CHN,1.0,LU W,0,1 - 0,355,CHN,5:55
20 sec. exclusion in centre,11.0,4,1,CHN,1.0,ZHANG C,0,1 - 0,350,CHN,5:50
Extra player shot - Goal,10.0,4,1,CHN,1.0,KHOLOD D,1,1 - 1,330,RUS,5:30
5m shot - Post,4.0,4,1,CHN,1.0,DONG T,1,1 - 1,311,CHN,5:11
Turnover foul,10.0,4,1,CHN,1.0,KHOLOD D,1,1 - 1,284,RUS,4:44
Steal,6.0,4,1,CHN,1.0,LI L,1,1 - 1,284,CHN,4:44
Turnover foul,12.0,4,1,CHN,1.0,LIANG N,1,1 - 1,259,CHN,4:19
Steal,9.0,4,1,CHN,1.0,STEPANIUK K,1,1 - 1,259,RUS,4:19
Turnover foul,2.0,4,1,CHN,1.0,BUGAYCHUK A,1,1 - 1,231,RUS,3:51
Steal,12.0,4,1,CHN,1.0,LIANG N,1,1 - 1,231,CHN,3:51
20 sec. exclusion in centre,9.0,4,1,CHN,1.0,STEPANIUK K,1,1 - 1,210,RUS,3:30
Time-Out,,4,1,CHN,1.0,,1,1 - 1,210,CHN,3:30
Turnover foul,2.0,4,1,CHN,1.0,TAN F,1,1 - 1,185,CHN,3:05
Action shot - Goal,10.0,4,1,CHN,1.0,KHOLOD D,2,1 - 2,162,RUS,2:42
Turnover foul,2.0,4,1,CHN,1.0,TAN F,2,1 - 2,131,CHN,2:11
Steal,4.0,4,1,CHN,1.0,BYCHKOV I,2,1 - 2,131,RUS,2:11
Action shot - Blocked,9.0,4,1,CHN,1.0,STEPANIUK K,2,1 - 2,103,RUS,1:43
Starting goalkeeper,1.0,4,1,CHN,2.0,WU H,2,1 - 2,480,CHN,8:00
Starting goalkeeper,1.0,4,1,CHN,2.0,ANTONOV A,2,1 - 2,480,RUS,8:00
Sprint won possession,10.0,4,1,CHN,2.0,KHOLOD D,2,1 - 2,480,RUS,8:00
Steal,9.0,4,1,CHN,2.0,STEPANIUK K,2,1 - 2,480,RUS,8:00
Turnover foul,2.0,4,1,CHN,2.0,TAN F,2,1 - 2,480,CHN,8:00
Steal,10.0,4,1,CHN,2.0,KHOLOD D,2,1 - 2,480,RUS,8:00
20 sec. exclusion in centre,8.0,4,1,CHN,2.0,LI L,2,1 - 2,461,CHN,7:41
Extra player shot - Goal,7.0,4,1,CHN,2.0,TIMAKOV V,3,1 - 3,460,RUS,7:40
Turnover foul,8.0,4,1,CHN,2.0,LI L,3,1 - 3,450,CHN,7:30
Penalty shot - Goal,9.0,4,1,CHN,2.0,STEPANIUK K,4,1 - 4,445,RUS,7:25
Penalty foul,9.0,4,1,CHN,2.0,XIE Z,4,1 - 4,445,CHN,7:25
Turnover foul,3.0,4,1,CHN,2.0,ODINTSOV A,4,1 - 4,370,RUS,6:10
20 sec. exclusion in centre,3.0,4,1,CHN,2.0,ODINTSOV A,4,1 - 4,368,RUS,6:08
Action shot - Saved,4.0,4,1,CHN,2.0,DONG T,4,1 - 4,352,CHN,5:52
Action shot - Goal,2.0,4,2,CHN,2.0,TAN F,4,2 - 4,348,CHN,5:48
Action shot - Missed,7.0,4,2,CHN,2.0,TIMAKOV V,4,2 - 4,334,RUS,5:34
Counter attack - Saved,10.0,4,2,CHN,2.0,CHEN J,4,2 - 4,324,CHN,5:24
Action shot - Saved,5.0,4,2,CHN,2.0,LU W,4,2 - 4,299,CHN,4:59
Turnover foul,8.0,4,2,CHN,2.0,NAGAEV I,4,2 - 4,272,RUS,4:32
Action shot - Goal,4.0,4,3,CHN,2.0,DONG T,4,3 - 4,251,CHN,4:11
Centre shot - Goal,11.0,4,3,CHN,2.0,LISUNOV S,5,3 - 5,225,RUS,3:45
Turnover foul,12.0,4,3,CHN,2.0,LIANG N,5,3 - 5,202,CHN,3:22
Steal,1.0,4,3,CHN,2.0,ANTONOV A,5,3 - 5,202,RUS,3:22
Action shot - Post,4.0,4,3,CHN,2.0,BYCHKOV I,5,3 - 5,188,RUS,3:08
Counter attack - Goal,6.0,4,4,CHN,2.0,LI L,5,4 - 5,174,CHN,2:54
20 sec. exclusion in centre,8.0,4,4,CHN,2.0,LI L,5,4 - 5,150,CHN,2:30
Extra player shot - Goal,3.0,4,4,CHN,2.0,ODINTSOV A,6,4 - 6,142,RUS,2:22
Action shot - Post,11.0,4,4,CHN,2.0,ZHANG C,6,4 - 6,111,CHN,1:51
Turnover foul,10.0,4,4,CHN,2.0,KHOLOD D,6,4 - 6,87,RUS,1:27
Steal,8.0,4,4,CHN,2.0,LI L,6,4 - 6,87,CHN,1:27
Time-Out,,4,4,CHN,2.0,,6,4 - 6,87,CHN,1:27
Turnover foul,2.0,4,4,CHN,2.0,TAN F,6,4 - 6,67,CHN,1:07
Steal,1.0,4,4,CHN,2.0,ANTONOV A,6,4 - 6,67,RUS,1:07
Turnover foul,3.0,4,4,CHN,2.0,ODINTSOV A,6,4 - 6,62,RUS,1:02
20 sec. exclusion in centre,11.0,4,4,CHN,2.0,LISUNOV S,6,4 - 6,54,RUS,0:54
Extra player shot - Goal,11.0,4,5,CHN,2.0,ZHANG C,6,5 - 6,34,CHN,0:34
Turnover foul,9.0,4,5,CHN,2.0,STEPANIUK K,6,5 - 6,13,RUS,0:13
5m shot - Saved,5.0,4,5,CHN,2.0,LU W,6,5 - 6,0,CHN,0:00
Starting goalkeeper,1.0,4,5,CHN,3.0,WU H,6,5 - 6,480,CHN,8:00
Turnover foul,2.0,4,5,CHN,4.0,BUGAYCHUK A,6,5 - 6,63,RUS,1:03
5m shot - Saved,11.0,4,5,CHN,4.0,ZHANG C,6,5 - 6,35,CHN,0:35
20 sec. exclusion in centre,10.0,4,5,CHN,4.0,KHOLOD D,6,5 - 6,20,RUS,0:20
Extra player shot - Goal,4.0,4,10,CHN,4.0,DONG T,10,10 - 10,1,CHN,0:01
5m shot - Blocked,9.0,4,10,CHN,4.0,STEPANIUK K,10,10 - 10,0,RUS,0:00
Starting goalkeeper,1.0,4,10,CHN,3.0,ANTONOV A,10,10 - 10,480,RUS,8:00
Sprint won possession,10.0,4,10,CHN,3.0,KHOLOD D,10,10 - 10,480,RUS,8:00
20 sec. exclusion in centre,5.0,4,10,CHN,3.0,LU W,10,10 - 10,460,CHN,7:40
Extra player shot - Saved,2.0,4,10,CHN,3.0,BUGAYCHUK A,10,10 - 10,448,RUS,7:28
5m shot - Missed,6.0,4,10,CHN,3.0,LI L,10,10 - 10,425,CHN,7:05
Turnover foul,9.0,4,10,CHN,3.0,STEPANIUK K,10,10 - 10,404,RUS,6:44
Counter attack - Post,10.0,4,10,CHN,3.0,CHEN J,10,10 - 10,389,CHN,6:29
Action shot - Missed,4.0,4,10,CHN,3.0,DONG T,10,10 - 10,372,CHN,6:12
5m shot - Saved,2.0,4,10,CHN,3.0,BUGAYCHUK A,10,10 - 10,341,RUS,5:41
5m shot - Blocked,5.0,4,10,CHN,3.0,LU W,10,10 - 10,313,CHN,5:13
20 sec. exclusion in centre,4.0,4,10,CHN,3.0,DONG T,10,10 - 10,294,CHN,4:54
Extra player shot - Goal,3.0,4,5,CHN,3.0,ODINTSOV A,7,5 - 7,283,RUS,4:43
5m shot - Missed,6.0,4,5,CHN,3.0,LI L,7,5 - 7,257,CHN,4:17
5m shot - Post,8.0,4,5,CHN,3.0,NAGAEV I,7,5 - 7,227,RUS,3:47
Action shot - Blocked,11.0,4,5,CHN,3.0,ZHANG C,7,5 - 7,213,CHN,3:33
20 sec. exclusion in centre,3.0,4,5,CHN,3.0,HU Z,7,5 - 7,195,CHN,3:15
Time-Out,,4,5,CHN,3.0,,7,5 - 7,195,RUS,3:15
Yellow card,,4,5,CHN,3.0,Team Official,7,5 - 7,195,CHN,3:15
Extra player shot - Saved,10.0,4,5,CHN,3.0,KHOLOD D,7,5 - 7,172,RUS,2:52
Turnover foul,10.0,4,5,CHN,3.0,CHEN J,7,5 - 7,141,CHN,2:21
Action shot - Saved,10.0,4,5,CHN,3.0,CHEN J,7,5 - 7,136,CHN,2:16
Turnover foul,8.0,4,5,CHN,3.0,NAGAEV I,7,5 - 7,124,RUS,2:04
Time-Out,,4,5,CHN,3.0,,7,5 - 7,124,CHN,2:04
20 sec. exclusion in centre,5.0,4,5,CHN,3.0,ZINNATULLIN A,7,5 - 7,99,RUS,1:39
Extra player shot - Missed,4.0,4,5,CHN,3.0,DONG T,7,5 - 7,92,CHN,1:32
Turnover foul,8.0,4,5,CHN,3.0,NAGAEV I,7,5 - 7,77,RUS,1:17
20 sec. exclusion in centre,7.0,4,5,CHN,3.0,TIMAKOV V,7,5 - 7,66,RUS,1:06
Extra player shot - Goal,5.0,4,6,CHN,3.0,LU W,7,6 - 7,54,CHN,0:54
20 sec. exclusion in centre,2.0,4,6,CHN,3.0,TAN F,7,6 - 7,37,CHN,0:37
20 sec. exclusion in centre,10.0,4,6,CHN,3.0,CHEN J,7,6 - 7,35,CHN,0:35
Turnover foul,4.0,4,6,CHN,3.0,BYCHKOV I,7,6 - 7,25,RUS,0:25
Steal,5.0,4,6,CHN,3.0,LU W,7,6 - 7,25,CHN,0:25
Counter attack - Goal,2.0,4,7,CHN,3.0,TAN F,7,7 - 7,2,CHN,0:02
5m shot - Missed,9.0,4,7,CHN,3.0,STEPANIUK K,7,7 - 7,0,RUS,0:00
Starting goalkeeper,1.0,4,7,CHN,4.0,WU H,7,7 - 7,480,CHN,8:00
Starting goalkeeper,1.0,4,7,CHN,4.0,ANTONOV A,7,7 - 7,480,RUS,8:00
Sprint won possession,7.0,4,7,CHN,4.0,CHEN Z,7,7 - 7,480,CHN,8:00
Centre shot - Saved,11.0,4,7,CHN,4.0,ZHANG C,7,7 - 7,456,CHN,7:36
Action shot - Goal,8.0,4,7,CHN,4.0,NAGAEV I,8,7 - 8,434,RUS,7:14
Turnover foul,6.0,4,7,CHN,4.0,LI L,8,7 - 8,408,CHN,6:48
Steal,1.0,4,7,CHN,4.0,ANTONOV A,8,7 - 8,408,RUS,6:48
Counter attack - Post,8.0,4,7,CHN,4.0,NAGAEV I,8,7 - 8,387,RUS,6:27
Turnover foul,6.0,4,7,CHN,4.0,ASHAEV A,8,7 - 8,377,RUS,6:17
Steal,2.0,4,7,CHN,4.0,TAN F,8,7 - 8,377,CHN,6:17
Counter attack - Goal,2.0,4,8,CHN,4.0,TAN F,8,8 - 8,364,CHN,6:04
20 sec. exclusion in centre,7.0,4,8,CHN,4.0,CHEN Z,8,8 - 8,339,CHN,5:39
Extra player shot - Goal,11.0,4,8,CHN,4.0,LISUNOV S,9,8 - 9,330,RUS,5:30
5m shot - Saved,3.0,4,8,CHN,4.0,HU Z,9,8 - 9,301,CHN,5:01
Turnover foul,10.0,4,8,CHN,4.0,KHOLOD D,9,8 - 9,273,RUS,4:33
Steal,6.0,4,8,CHN,4.0,LI L,9,8 - 9,273,CHN,4:33
Action shot - Missed,6.0,4,8,CHN,4.0,LI L,9,8 - 9,250,CHN,4:10
Turnover foul,9.0,4,8,CHN,4.0,STEPANIUK K,9,8 - 9,232,RUS,3:52
Time-Out,,4,8,CHN,4.0,,9,8 - 9,232,CHN,3:52
5m shot - Missed,3.0,4,8,CHN,4.0,HU Z,9,8 - 9,214,CHN,3:34
Turnover foul,6.0,4,8,CHN,4.0,ASHAEV A,9,8 - 9,194,RUS,3:14
Steal,7.0,4,8,CHN,4.0,CHEN Z,9,8 - 9,194,CHN,3:14
Turnover foul,7.0,4,8,CHN,4.0,CHEN Z,9,8 - 9,178,CHN,2:58
Steal,10.0,4,8,CHN,4.0,KHOLOD D,9,8 - 9,178,RUS,2:58
20 sec. exclusion in centre,2.0,4,8,CHN,4.0,TAN F,9,8 - 9,155,CHN,2:35
Time-Out,,4,8,CHN,4.0,,9,8 - 9,155,RUS,2:35
Extra player shot - Goal,9.0,4,8,CHN,4.0,STEPANIUK K,10,8 - 10,138,RUS,2:18
20 sec. exclusion in centre,8.0,4,8,CHN,4.0,NAGAEV I,10,8 - 10,124,RUS,2:04
Action shot - Saved,4.0,4,8,CHN,4.0,DONG T,10,8 - 10,101,CHN,1:41
Action shot - Goal,4.0,4,9,CHN,4.0,DONG T,10,9 - 10,91,CHN,1:31
Starting goalkeeper,13.0,5,0,JPN,1.0,IVANOV V,0,0 - 0,480,RUS,8:00
Starting goalkeeper,1.0,5,0,JPN,1.0,TANAMURA K,0,0 - 0,480,JPN,8:00
Sprint won possession,10.0,5,0,JPN,1.0,KHOLOD D,0,0 - 0,480,RUS,8:00
Turnover foul,8.0,5,0,JPN,1.0,NAGAEV I,0,0 - 0,459,RUS,7:39
Steal,12.0,5,0,JPN,1.0,HAZUI S,0,0 - 0,459,JPN,7:39
Turnover foul,4.0,5,0,JPN,1.0,SHIGA M,0,0 - 0,443,JPN,7:23
Steal,13.0,5,0,JPN,1.0,IVANOV V,0,0 - 0,443,RUS,7:23
Centre shot - Goal,6.0,5,0,JPN,1.0,ASHAEV A,1,1 - 0,422,RUS,7:02
20 sec. exclusion in centre,3.0,5,0,JPN,1.0,ODINTSOV A,1,1 - 0,400,RUS,6:40
Turnover foul,12.0,5,0,JPN,1.0,HAZUI S,1,1 - 0,370,JPN,6:10
Turnover foul,5.0,5,0,JPN,1.0,ZINNATULLIN A,1,1 - 0,367,RUS,6:07
Action shot - Saved,12.0,5,0,JPN,1.0,HAZUI S,1,1 - 0,361,JPN,6:01
Counter attack - Goal,6.0,5,1,JPN,1.0,IIDA A,1,1 - 1,315,JPN,5:15
Centre shot - Missed,11.0,5,1,JPN,1.0,LISUNOV S,1,1 - 1,294,RUS,4:54
Turnover foul,4.0,5,1,JPN,1.0,SHIGA M,1,1 - 1,276,JPN,4:36
Steal,2.0,5,1,JPN,1.0,BUGAYCHUK A,1,1 - 1,276,RUS,4:36
5m shot - Missed,8.0,5,1,JPN,1.0,NAGAEV I,1,1 - 1,247,RUS,4:07
Penalty foul,8.0,5,1,JPN,1.0,NAGAEV I,1,1 - 1,234,RUS,3:54
Penalty shot - Post,9.0,5,1,JPN,1.0,TAKEI K,1,1 - 1,234,JPN,3:54
Turnover foul,2.0,5,1,JPN,1.0,BUGAYCHUK A,1,1 - 1,206,RUS,3:26
Steal,4.0,5,1,JPN,1.0,SHIGA M,1,1 - 1,206,JPN,3:26
Counter attack - Post,9.0,5,1,JPN,1.0,TAKEI K,1,1 - 1,199,JPN,3:19
Counter attack - Goal,4.0,5,1,JPN,1.0,BYCHKOV I,2,2 - 1,185,RUS,3:05
Turnover foul,5.0,5,1,JPN,1.0,YANASE A,2,2 - 1,159,JPN,2:39
Steal,6.0,5,1,JPN,1.0,ASHAEV A,2,2 - 1,159,RUS,2:39
Turnover foul,9.0,5,1,JPN,1.0,STEPANIUK K,2,2 - 1,135,RUS,2:15
Steal,9.0,5,1,JPN,1.0,TAKEI K,2,2 - 1,135,JPN,2:15
20 sec. exclusion in centre,9.0,5,1,JPN,1.0,STEPANIUK K,2,2 - 1,111,RUS,1:51
Turnover foul,9.0,5,1,JPN,1.0,TAKEI K,2,2 - 1,86,JPN,1:26
Steal,6.0,5,1,JPN,1.0,ASHAEV A,2,2 - 1,86,RUS,1:26
Action shot - Goal,4.0,5,1,JPN,1.0,BYCHKOV I,3,3 - 1,62,RUS,1:02
20 sec. exclusion in centre,4.0,5,1,JPN,1.0,BYCHKOV I,3,3 - 1,34,RUS,0:34
Extra player shot - Goal,11.0,5,2,JPN,1.0,OKAWA K,3,3 - 2,32,JPN,0:32
Time-Out,,5,2,JPN,1.0,,3,3 - 2,30,RUS,0:30
20 sec. exclusion in centre,12.0,5,2,JPN,1.0,HAZUI S,3,3 - 2,21,JPN,0:21
Extra player shot - Goal,8.0,5,2,JPN,1.0,NAGAEV I,4,4 - 2,10,RUS,0:10
Time-Out,,5,2,JPN,1.0,,4,4 - 2,10,JPN,0:10
5m shot - Goal,2.0,5,3,JPN,1.0,ADACHI S,4,4 - 3,2,JPN,0:02
5m shot - Saved,4.0,5,3,JPN,1.0,BYCHKOV I,4,4 - 3,0,RUS,0:00
Starting goalkeeper,13.0,5,3,JPN,2.0,IVANOV V,4,4 - 3,480,RUS,8:00
Starting goalkeeper,1.0,5,3,JPN,2.0,TANAMURA K,4,4 - 3,480,JPN,8:00
Sprint won possession,10.0,5,3,JPN,2.0,KHOLOD D,4,4 - 3,480,RUS,8:00
Turnover foul,8.0,5,3,JPN,2.0,NAGAEV I,4,4 - 3,448,RUS,7:28
Steal,4.0,5,3,JPN,2.0,SHIGA M,4,4 - 3,448,JPN,7:28
Counter attack - Saved,11.0,5,3,JPN,2.0,OKAWA K,4,4 - 3,432,JPN,7:12
Turnover foul,4.0,5,3,JPN,2.0,SHIGA M,4,4 - 3,409,JPN,6:49
Steal,2.0,5,3,JPN,2.0,BUGAYCHUK A,4,4 - 3,409,RUS,6:49
Turnover foul,11.0,5,3,JPN,2.0,LISUNOV S,4,4 - 3,399,RUS,6:39
Counter attack - Goal,12.0,5,4,JPN,2.0,HAZUI S,4,4 - 4,390,JPN,6:30
20 sec. exclusion in centre,4.0,5,4,JPN,2.0,SHIGA M,4,4 - 4,365,JPN,6:05
Centre shot - Goal,9.0,5,4,JPN,2.0,STEPANIUK K,5,5 - 4,344,RUS,5:44
Centre shot - Saved,4.0,5,4,JPN,2.0,SHIGA M,5,5 - 4,317,JPN,5:17
Time-Out,,5,4,JPN,2.0,,5,5 - 4,300,RUS,5:00
Counter attack - Goal,7.0,5,5,JPN,2.0,SHIMIZU Y,5,5 - 5,283,JPN,4:43
