Action,Cap,Game,Opponent,Opponent name,Period,Player,RUS,Score,Seconds,Team,Time,Result,Goal
5m shot,4.0,2,4,ITA,2.0,BYCHKOV I,1,1 - 4,166,RUS,2:46,Saved,0
Action shot,7.0,2,4,ITA,2.0,TIMAKOV V,1,1 - 4,146,RUS,2:26,Missed,0
Centre shot,11.0,2,5,ITA,2.0,AICARDI M,1,1 - 5,106,ITA,1:46,Goal,1
Extra player shot,7.0,2,6,ITA,2.0,GIACOPPO M,1,1 - 6,66,ITA,1:06,Goal,1
Extra player shot,4.0,2,6,ITA,2.0,BYCHKOV I,1,1 - 6,0,RUS,0:00,Saved,0
Action shot,5.0,2,6,ITA,3.0,GIORGETTI A,1,1 - 6,383,ITA,6:23,Post,0
Penalty shot,6.0,2,6,ITA,3.0,FONDELLI A,1,1 - 6,356,ITA,5:56,Post,0
Action shot,10.0,2,6,ITA,3.0,KHOLOD D,2,2 - 6,313,RUS,5:13,Goal,1
Extra player shot,11.0,2,6,ITA,3.0,LISUNOV S,3,3 - 6,265,RUS,4:25,Goal,1
Action shot,11.0,2,6,ITA,3.0,AICARDI M,3,3 - 6,251,ITA,4:11,Missed,0
5m shot,10.0,2,7,ITA,3.0,LUONGO S,3,3 - 7,232,ITA,3:52,Goal,1
5m shot,3.0,2,7,ITA,3.0,VELOTTO A,3,3 - 7,194,ITA,3:14,Saved,0
Action shot,10.0,2,7,ITA,3.0,KHOLOD D,4,4 - 7,163,RUS,2:43,Goal,1
Action shot,4.0,2,7,ITA,3.0,FIGLIOLI P,4,4 - 7,107,ITA,1:47,Blocked,0
5m shot,9.0,2,7,ITA,3.0,STEPANIUK K,4,4 - 7,74,RUS,1:14,Blocked,0
5m shot,10.0,2,7,ITA,3.0,LUONGO S,4,4 - 7,0,ITA,0:00,Blocked,0
Extra player shot,10.0,2,7,ITA,4.0,LUONGO S,4,4 - 7,435,ITA,7:15,Saved,0
5m shot,6.0,2,7,ITA,4.0,ASHAEV A,4,4 - 7,405,RUS,6:45,Missed,0
Extra player shot,2.0,2,7,ITA,4.0,BUGAYCHUK A,4,4 - 7,343,RUS,5:43,Saved,0
Action shot,9.0,2,7,ITA,4.0,GITTO N,4,4 - 7,314,ITA,5:14,Saved,0
5m shot,2.0,2,7,ITA,4.0,BUGAYCHUK A,4,4 - 7,255,RUS,4:15,Missed,0
Action shot,2.0,2,7,ITA,4.0,DI FULVIO F,4,4 - 7,241,ITA,4:01,Saved,0
Action shot,7.0,2,7,ITA,4.0,TIMAKOV V,5,5 - 7,172,RUS,2:52,Goal,1
Extra player shot,5.0,2,8,ITA,4.0,GIORGETTI A,5,5 - 8,136,ITA,2:16,Goal,1
Extra player shot,8.0,2,8,ITA,4.0,NAGAEV I,5,5 - 8,100,RUS,1:40,Post,0
Extra player shot,11.0,2,8,ITA,4.0,LISUNOV S,5,5 - 8,92,RUS,1:32,Saved,0
Penalty shot,8.0,2,8,ITA,4.0,NAGAEV I,6,6 - 8,62,RUS,1:02,Goal,1
Centre shot,2.0,2,8,ITA,4.0,DI FULVIO F,6,6 - 8,32,ITA,0:32,Post,0
Extra player shot,3.0,2,9,ITA,4.0,VELOTTO A,6,6 - 9,15,ITA,0:15,Goal,1
Action shot,8.0,3,0,GRE,1.0,NAGAEV I,0,0 - 0,452,RUS,7:32,Blocked,0
Action shot,10.0,3,0,GRE,1.0,KHOLOD D,1,0 - 1,360,RUS,6:00,Goal,1
Extra player shot,10.0,3,1,GRE,1.0,KOLOMVOS C,1,1 - 1,327,GRE,5:27,Goal,1
Action shot,8.0,3,2,GRE,1.0,DELAKAS E,1,2 - 1,273,GRE,4:33,Goal,1
Extra player shot,5.0,3,3,GRE,1.0,FOUNTOULIS I,1,3 - 1,210,GRE,3:30,Goal,1
Action shot,4.0,3,3,GRE,1.0,BYCHKOV I,1,3 - 1,184,RUS,3:04,Saved,0
Action shot,4.0,3,3,GRE,1.0,BYCHKOV I,1,3 - 1,146,RUS,2:26,Saved,0
Action shot,5.0,3,4,GRE,1.0,FOUNTOULIS I,1,4 - 1,138,GRE,2:18,Goal,1
Centre shot,11.0,3,4,GRE,1.0,LISUNOV S,1,4 - 1,90,RUS,1:30,Post,0
Action shot,7.0,3,4,GRE,1.0,AFROUDAKIS C,1,4 - 1,60,GRE,1:00,Saved,0
Centre shot,11.0,3,4,GRE,1.0,LISUNOV S,2,4 - 2,38,RUS,0:38,Goal,1
Centre shot,9.0,3,5,GRE,1.0,MOURIKIS K,2,5 - 2,14,GRE,0:14,Goal,1
5m shot,4.0,3,5,GRE,1.0,BYCHKOV I,2,5 - 2,0,RUS,0:00,Missed,0
5m shot,9.0,3,5,GRE,2.0,STEPANIUK K,3,5 - 3,452,RUS,7:32,Goal,1
Extra player shot,9.0,3,6,GRE,2.0,MOURIKIS K,3,6 - 3,420,GRE,7:00,Goal,1
Extra player shot,3.0,3,6,GRE,2.0,ODINTSOV A,3,6 - 3,329,RUS,5:29,Saved,0
Counter attack,2.0,3,6,GRE,2.0,MYLONAKIS E,3,6 - 3,311,GRE,5:11,Saved,0
Centre shot,9.0,3,6,GRE,2.0,MOURIKIS K,3,6 - 3,291,GRE,4:51,Saved,0
5m shot,11.0,3,7,GRE,2.0,GOUNAS A,3,7 - 3,250,GRE,4:10,Goal,1
Extra player shot,2.0,3,7,GRE,2.0,BUGAYCHUK A,4,7 - 4,149,RUS,2:29,Goal,1
Action shot,3.0,3,7,GRE,2.0,DERVISIS G,4,7 - 4,122,GRE,2:02,Post,0
Action shot,8.0,3,7,GRE,2.0,NAGAEV I,4,7 - 4,57,RUS,0:57,Saved,0
Extra player shot,5.0,3,7,GRE,2.0,FOUNTOULIS I,4,7 - 4,27,GRE,0:27,Saved,0
Action shot,2.0,3,8,GRE,2.0,MYLONAKIS E,4,8 - 4,20,GRE,0:20,Goal,1
Penalty shot,8.0,3,8,GRE,3.0,NAGAEV I,5,8 - 5,465,RUS,7:45,Goal,1
Extra player shot,12.0,3,9,GRE,3.0,VLACHOPOULOS A,5,9 - 5,426,GRE,7:06,Goal,1
5m shot,6.0,3,9,GRE,3.0,ASHAEV A,5,9 - 5,396,RUS,6:36,Post,0
Extra player shot,8.0,3,9,GRE,3.0,NAGAEV I,6,9 - 6,335,RUS,5:35,Goal,1
Action shot,4.0,3,9,GRE,3.0,GENIDOUNIAS K,6,9 - 6,306,GRE,5:06,Saved,0
Action shot,11.0,3,10,GRE,3.0,GOUNAS A,6,10 - 6,273,GRE,4:33,Goal,1
Action shot,10.0,3,10,GRE,3.0,KHOLOD D,6,10 - 6,233,RUS,3:53,Saved,0
5m shot,7.0,3,11,GRE,3.0,AFROUDAKIS C,6,11 - 6,214,GRE,3:34,Goal,1
Extra player shot,7.0,3,11,GRE,3.0,TIMAKOV V,6,11 - 6,174,RUS,2:54,Missed,0
Centre shot,9.0,3,11,GRE,3.0,MOURIKIS K,6,11 - 6,150,GRE,2:30,Post,0
Penalty shot,5.0,3,12,GRE,3.0,FOUNTOULIS I,6,12 - 6,104,GRE,1:44,Goal,1
Action shot,4.0,3,12,GRE,3.0,BYCHKOV I,7,12 - 7,80,RUS,1:20,Goal,1
Extra player shot,5.0,3,13,GRE,3.0,FOUNTOULIS I,7,13 - 7,56,GRE,0:56,Goal,1
Action shot,12.0,3,13,GRE,3.0,MAGOMAEV L,7,13 - 7,26,RUS,0:26,Missed,0
5m shot,4.0,3,13,GRE,3.0,BYCHKOV I,7,13 - 7,3,RUS,0:03,Missed,0
5m shot,4.0,3,13,GRE,4.0,BYCHKOV I,7,13 - 7,452,RUS,7:32,Saved,0
Centre shot,4.0,3,13,GRE,4.0,BYCHKOV I,7,13 - 7,405,RUS,6:45,Saved,0
Action shot,11.0,3,13,GRE,4.0,GOUNAS A,7,13 - 7,386,GRE,6:26,Saved,0
5m shot,12.0,3,14,GRE,4.0,VLACHOPOULOS A,7,14 - 7,366,GRE,6:06,Goal,1
Extra player shot,11.0,3,14,GRE,4.0,LISUNOV S,8,14 - 8,295,RUS,4:55,Goal,1
Action shot,10.0,3,14,GRE,4.0,KOLOMVOS C,8,14 - 8,270,GRE,4:30,Saved,0
5m shot,2.0,3,14,GRE,4.0,BUGAYCHUK A,9,14 - 9,241,RUS,4:01,Goal,1
Extra player shot,3.0,3,14,GRE,4.0,ODINTSOV A,10,14 - 10,198,RUS,3:18,Goal,1
Extra player shot,9.0,3,15,GRE,4.0,MOURIKIS K,10,15 - 10,175,GRE,2:55,Goal,1
Extra player shot,8.0,3,15,GRE,4.0,NAGAEV I,11,15 - 11,130,RUS,2:10,Goal,1
Action shot,9.0,3,15,GRE,4.0,MOURIKIS K,11,15 - 11,18,GRE,0:18,Missed,0
Centre shot,11.0,4,0,CHN,1.0,LISUNOV S,0,0 - 0,454,RUS,7:34,Post,0
Counter attack,2.0,4,1,CHN,1.0,TAN F,0,1 - 0,437,CHN,7:17,Goal,1
Centre shot,11.0,4,1,CHN,1.0,LISUNOV S,0,1 - 0,408,RUS,6:48,Saved,0
Counter attack,11.0,4,1,CHN,1.0,ZHANG C,0,1 - 0,397,CHN,6:37,Post,0
Action shot,5.0,4,1,CHN,1.0,LU W,0,1 - 0,355,CHN,5:55,Blocked,0
Extra player shot,10.0,4,1,CHN,1.0,KHOLOD D,1,1 - 1,330,RUS,5:30,Goal,1
5m shot,4.0,4,1,CHN,1.0,DONG T,1,1 - 1,311,CHN,5:11,Post,0
Action shot,10.0,4,1,CHN,1.0,KHOLOD D,2,1 - 2,162,RUS,2:42,Goal,1
Action shot,9.0,4,1,CHN,1.0,STEPANIUK K,2,1 - 2,103,RUS,1:43,Blocked,0
Extra player shot,7.0,4,1,CHN,2.0,TIMAKOV V,3,1 - 3,460,RUS,7:40,Goal,1
Penalty shot,9.0,4,1,CHN,2.0,STEPANIUK K,4,1 - 4,445,RUS,7:25,Goal,1
Action shot,4.0,4,1,CHN,2.0,DONG T,4,1 - 4,352,CHN,5:52,Saved,0
Action shot,2.0,4,2,CHN,2.0,TAN F,4,2 - 4,348,CHN,5:48,Goal,1
Action shot,7.0,4,2,CHN,2.0,TIMAKOV V,4,2 - 4,334,RUS,5:34,Missed,0
Counter attack,10.0,4,2,CHN,2.0,CHEN J,4,2 - 4,324,CHN,5:24,Saved,0
Action shot,5.0,4,2,CHN,2.0,LU W,4,2 - 4,299,CHN,4:59,Saved,0
Action shot,4.0,4,3,CHN,2.0,DONG T,4,3 - 4,251,CHN,4:11,Goal,1
Centre shot,11.0,4,3,CHN,2.0,LISUNOV S,5,3 - 5,225,RUS,3:45,Goal,1
Action shot,4.0,4,3,CHN,2.0,BYCHKOV I,5,3 - 5,188,RUS,3:08,Post,0
Counter attack,6.0,4,4,CHN,2.0,LI L,5,4 - 5,174,CHN,2:54,Goal,1
Extra player shot,3.0,4,4,CHN,2.0,ODINTSOV A,6,4 - 6,142,RUS,2:22,Goal,1
Action shot,11.0,4,4,CHN,2.0,ZHANG C,6,4 - 6,111,CHN,1:51,Post,0
Extra player shot,11.0,4,5,CHN,2.0,ZHANG C,6,5 - 6,34,CHN,0:34,Goal,1
5m shot,5.0,4,5,CHN,2.0,LU W,6,5 - 6,0,CHN,0:00,Saved,0
5m shot,11.0,4,5,CHN,4.0,ZHANG C,6,5 - 6,35,CHN,0:35,Saved,0
Extra player shot,4.0,4,10,CHN,4.0,DONG T,10,10 - 10,1,CHN,0:01,Goal,1
5m shot,9.0,4,10,CHN,4.0,STEPANIUK K,10,10 - 10,0,RUS,0:00,Blocked,0
Extra player shot,2.0,4,10,CHN,3.0,BUGAYCHUK A,10,10 - 10,448,RUS,7:28,Saved,0
5m shot,6.0,4,10,CHN,3.0,LI L,10,10 - 10,425,CHN,7:05,Missed,0
Counter attack,10.0,4,10,CHN,3.0,CHEN J,10,10 - 10,389,CHN,6:29,Post,0
Action shot,4.0,4,10,CHN,3.0,DONG T,10,10 - 10,372,CHN,6:12,Missed,0
5m shot,2.0,4,10,CHN,3.0,BUGAYCHUK A,10,10 - 10,341,RUS,5:41,Saved,0
5m shot,5.0,4,10,CHN,3.0,LU W,10,10 - 10,313,CHN,5:13,Blocked,0
Extra player shot,3.0,4,5,CHN,3.0,ODINTSOV A,7,5 - 7,283,RUS,4:43,Goal,1
5m shot,6.0,4,5,CHN,3.0,LI L,7,5 - 7,257,CHN,4:17,Missed,0
5m shot,8.0,4,5,CHN,3.0,NAGAEV I,7,5 - 7,227,RUS,3:47,Post,0
Action shot,11.0,4,5,CHN,3.0,ZHANG C,7,5 - 7,213,CHN,3:33,Blocked,0
Extra player shot,10.0,4,5,CHN,3.0,KHOLOD D,7,5 - 7,172,RUS,2:52,Saved,0
Action shot,10.0,4,5,CHN,3.0,CHEN J,7,5 - 7,136,CHN,2:16,Saved,0
Extra player shot,4.0,4,5,CHN,3.0,DONG T,7,5 - 7,92,CHN,1:32,Missed,0
Extra player shot,5.0,4,6,CHN,3.0,LU W,7,6 - 7,54,CHN,0:54,Goal,1
Counter attack,2.0,4,7,CHN,3.0,TAN F,7,7 - 7,2,CHN,0:02,Goal,1
5m shot,9.0,4,7,CHN,3.0,STEPANIUK K,7,7 - 7,0,RUS,0:00,Missed,0
Centre shot,11.0,4,7,CHN,4.0,ZHANG C,7,7 - 7,456,CHN,7:36,Saved,0
Action shot,8.0,4,7,CHN,4.0,NAGAEV I,8,7 - 8,434,RUS,7:14,Goal,1
Counter attack,8.0,4,7,CHN,4.0,NAGAEV I,8,7 - 8,387,RUS,6:27,Post,0
Counter attack,2.0,4,8,CHN,4.0,TAN F,8,8 - 8,364,CHN,6:04,Goal,1
Extra player shot,11.0,4,8,CHN,4.0,LISUNOV S,9,8 - 9,330,RUS,5:30,Goal,1
5m shot,3.0,4,8,CHN,4.0,HU Z,9,8 - 9,301,CHN,5:01,Saved,0
Action shot,6.0,4,8,CHN,4.0,LI L,9,8 - 9,250,CHN,4:10,Missed,0
5m shot,3.0,4,8,CHN,4.0,HU Z,9,8 - 9,214,CHN,3:34,Missed,0
Extra player shot,9.0,4,8,CHN,4.0,STEPANIUK K,10,8 - 10,138,RUS,2:18,Goal,1
Action shot,4.0,4,8,CHN,4.0,DONG T,10,8 - 10,101,CHN,1:41,Saved,0
Action shot,4.0,4,9,CHN,4.0,DONG T,10,9 - 10,91,CHN,1:31,Goal,1
Centre shot,6.0,5,0,JPN,1.0,ASHAEV A,1,1 - 0,422,RUS,7:02,Goal,1
Action shot,12.0,5,0,JPN,1.0,HAZUI S,1,1 - 0,361,JPN,6:01,Saved,0
Counter attack,6.0,5,1,JPN,1.0,IIDA A,1,1 - 1,315,JPN,5:15,Goal,1
Centre shot,11.0,5,1,JPN,1.0,LISUNOV S,1,1 - 1,294,RUS,4:54,Missed,0
5m shot,8.0,5,1,JPN,1.0,NAGAEV I,1,1 - 1,247,RUS,4:07,Missed,0
Penalty shot,9.0,5,1,JPN,1.0,TAKEI K,1,1 - 1,234,JPN,3:54,Post,0
Counter attack,9.0,5,1,JPN,1.0,TAKEI K,1,1 - 1,199,JPN,3:19,Post,0
Counter attack,4.0,5,1,JPN,1.0,BYCHKOV I,2,2 - 1,185,RUS,3:05,Goal,1
Action shot,4.0,5,1,JPN,1.0,BYCHKOV I,3,3 - 1,62,RUS,1:02,Goal,1
Extra player shot,11.0,5,2,JPN,1.0,OKAWA K,3,3 - 2,32,JPN,0:32,Goal,1
Extra player shot,8.0,5,2,JPN,1.0,NAGAEV I,4,4 - 2,10,RUS,0:10,Goal,1
5m shot,2.0,5,3,JPN,1.0,ADACHI S,4,4 - 3,2,JPN,0:02,Goal,1
5m shot,4.0,5,3,JPN,1.0,BYCHKOV I,4,4 - 3,0,RUS,0:00,Saved,0
Counter attack,11.0,5,3,JPN,2.0,OKAWA K,4,4 - 3,432,JPN,7:12,Saved,0
Counter attack,12.0,5,4,JPN,2.0,HAZUI S,4,4 - 4,390,JPN,6:30,Goal,1
Centre shot,9.0,5,4,JPN,2.0,STEPANIUK K,5,5 - 4,344,RUS,5:44,Goal,1
Centre shot,4.0,5,4,JPN,2.0,SHIGA M,5,5 - 4,317,JPN,5:17,Saved,0
Counter attack,7.0,5,5,JPN,2.0,SHIMIZU Y,5,5 - 5,283,JPN,4:43,Goal,1
Action shot,6.0,5,5,JPN,2.0,IIDA A,5,5 - 5,239,JPN,3:59,Saved,0
Extra player shot,2.0,5,5,JPN,2.0,ADACHI S,5,5 - 5,211,JPN,3:31,Post,0
Action shot,3.0,5,5,JPN,2.0,ARAI A,5,5 - 5,191,JPN,3:11,Blocked,0
5m shot,10.0,5,5,JPN,2.0,KHOLOD D,5,5 - 5,164,RUS,2:44,Missed,0
Penalty shot,2.0,5,5,JPN,4.0,ADACHI S,5,5 - 5,254,JPN,4:14,Post,0
5m shot,2.0,5,5,JPN,4.0,ADACHI S,5,5 - 5,203,JPN,3:23,Saved,0
5m shot,8.0,5,5,JPN,4.0,NAGAEV I,5,5 - 5,179,RUS,2:59,Post,0
Action shot,9.0,5,5,JPN,2.0,STEPANIUK K,5,5 - 5,101,RUS,1:41,Saved,0
Counter attack,3.0,5,6,JPN,2.0,ARAI A,5,5 - 6,84,JPN,1:24,Goal,1
Extra player shot,8.0,5,6,JPN,2.0,NAGAEV I,5,5 - 6,39,RUS,0:39,Saved,0
Counter attack,2.0,5,6,JPN,2.0,ADACHI S,5,5 - 6,24,JPN,0:24,Saved,0
Counter attack,11.0,5,7,JPN,3.0,OKAWA K,5,5 - 7,383,JPN,6:23,Goal,1
Penalty shot,3.0,5,8,JPN,3.0,ARAI A,5,5 - 8,355,JPN,5:55,Goal,1
Penalty shot,2.0,5,8,JPN,3.0,BUGAYCHUK A,6,6 - 8,334,RUS,5:34,Goal,1
Extra player shot,7.0,5,9,JPN,3.0,SHIMIZU Y,6,6 - 9,286,JPN,4:46,Goal,1
Extra player shot,4.0,5,9,JPN,3.0,BYCHKOV I,6,6 - 9,200,RUS,3:20,Missed,0
Action shot,4.0,5,9,JPN,3.0,SHIGA M,6,6 - 9,175,JPN,2:55,Post,0
Action shot,9.0,5,10,JPN,3.0,TAKEI K,6,6 - 10,138,JPN,2:18,Goal,1
Action shot,4.0,5,10,JPN,3.0,BYCHKOV I,7,7 - 10,116,RUS,1:56,Goal,1
Action shot,11.0,5,10,JPN,3.0,LISUNOV S,7,7 - 10,36,RUS,0:36,Saved,0
Counter attack,9.0,5,11,JPN,3.0,TAKEI K,7,7 - 11,22,JPN,0:22,Goal,1
Centre shot,7.0,5,11,JPN,4.0,TIMAKOV V,7,7 - 11,451,RUS,7:31,Saved,0
Counter attack,12.0,5,11,JPN,4.0,HAZUI S,7,7 - 11,434,JPN,7:14,Saved,0
Action shot,2.0,5,11,JPN,4.0,BUGAYCHUK A,8,8 - 11,409,RUS,6:49,Goal,1
Counter attack,11.0,5,12,JPN,4.0,OKAWA K,8,8 - 12,350,JPN,5:50,Goal,1
Counter attack,6.0,5,12,JPN,4.0,IIDA A,8,8 - 12,315,JPN,5:15,Post,0
Extra player shot,6.0,5,13,JPN,4.0,IIDA A,8,8 - 13,298,JPN,4:58,Goal,1
Penalty shot,9.0,5,13,JPN,4.0,STEPANIUK K,9,9 - 13,115,RUS,1:55,Goal,1
Centre shot,7.0,5,13,JPN,4.0,SHIMIZU Y,9,9 - 13,83,JPN,1:23,Saved,0
5m shot,12.0,5,13,JPN,4.0,MAGOMAEV L,9,9 - 13,53,RUS,0:53,Post,0
Action shot,12.0,5,13,JPN,4.0,MAGOMAEV L,9,9 - 13,43,RUS,0:43,Missed,0
Counter attack,7.0,5,13,JPN,4.0,TIMAKOV V,9,9 - 13,29,RUS,0:29,Saved,0
