Action,CHN,Cap,Game,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time
Turnover foul,8,9.0,5,5,ARG,2.0,CARABANTES I,8 - 5,87,ARG,1:27
Steal,8,9.0,5,5,ARG,2.0,XIE Z,8 - 5,87,CHN,1:27
Counter attack - Goal,9,4.0,5,5,ARG,2.0,DONG T,9 - 5,75,CHN,1:15
5m shot - Goal,9,12.0,5,6,ARG,2.0,YANEZ G,9 - 6,60,ARG,1:00
5m shot - Saved,9,3.0,5,6,ARG,2.0,HU Z,9 - 6,36,CHN,0:36
Turnover foul,9,11.0,5,6,ARG,2.0,ZHANG C,9 - 6,26,CHN,0:26
Steal,9,8.0,5,6,ARG,2.0,CORSI E,9 - 6,26,ARG,0:26
5m shot - Missed,9,9.0,5,6,ARG,2.0,CARABANTES I,9 - 6,8,ARG,0:08
Extra player shot - Goal,15,2.0,5,8,ARG,4.0,TAN F,15 - 8,134,CHN,2:14
5m shot - Blocked,15,2.0,5,8,ARG,4.0,VEICH R,15 - 8,109,ARG,1:49
Turnover foul,15,7.0,5,8,ARG,4.0,CHEN Z,15 - 8,86,CHN,1:26
Steal,15,12.0,5,8,ARG,4.0,YANEZ G,15 - 8,86,ARG,1:26
Time-Out,15,,5,8,ARG,4.0,,15 - 8,86,ARG,1:26
Goalkeeper substitution,15,1.0,5,8,ARG,4.0,WU H,15 - 8,86,CHN,1:26
Goalkeeper substitution,15,13.0,5,8,ARG,4.0,LIANG Z,15 - 8,86,CHN,1:26
20 sec. exclusion in centre,15,9.0,5,8,ARG,4.0,XIE Z,15 - 8,75,CHN,1:15
5m shot - Missed,15,11.0,5,8,ARG,2.0,ZHANG C,15 - 8,0,CHN,0:00
Starting goalkeeper,15,1.0,5,8,ARG,3.0,WU H,15 - 8,480,CHN,8:00
Starting goalkeeper,15,13.0,5,8,ARG,3.0,TESTA F,15 - 8,480,ARG,8:00
Sprint won possession,15,3.0,5,8,ARG,3.0,HU Z,15 - 8,480,CHN,8:00
5m shot - Post,15,2.0,5,8,ARG,3.0,TAN F,15 - 8,451,CHN,7:31
5m shot - Goal,9,9.0,5,7,ARG,3.0,CARABANTES I,9 - 7,421,ARG,7:01
Action shot - Saved,9,12.0,5,7,ARG,3.0,LIANG N,9 - 7,404,CHN,6:44
Turnover foul,9,11.0,5,7,ARG,3.0,DEMARCHI F,9 - 7,401,ARG,6:41
Turnover foul,9,3.0,5,7,ARG,3.0,HU Z,9 - 7,390,CHN,6:30
Steal,9,9.0,5,7,ARG,3.0,CARABANTES I,9 - 7,390,ARG,6:30
Turnover foul,9,11.0,5,7,ARG,3.0,DEMARCHI F,9 - 7,374,ARG,6:14
Steal,9,1.0,5,7,ARG,3.0,WU H,9 - 7,374,CHN,6:14
Counter attack - Goal,10,4.0,5,7,ARG,3.0,DONG T,10 - 7,360,CHN,6:00
Turnover foul,10,5.0,5,7,ARG,3.0,LOPEZ E,10 - 7,339,ARG,5:39
Turnover foul,10,2.0,5,7,ARG,3.0,TAN F,10 - 7,314,CHN,5:14
Steal,10,10.0,5,7,ARG,3.0,DASZCZYK J,10 - 7,314,ARG,5:14
20 sec. exclusion in field,10,10.0,5,7,ARG,3.0,CHEN J,10 - 7,302,CHN,5:02
Extra player shot - Missed,10,2.0,5,7,ARG,3.0,VEICH R,10 - 7,281,ARG,4:41
Turnover foul,10,8.0,5,7,ARG,3.0,LI L,10 - 7,256,CHN,4:16
Steal,10,13.0,5,7,ARG,3.0,TESTA F,10 - 7,256,ARG,4:16
Turnover foul,10,5.0,5,7,ARG,3.0,LOPEZ E,10 - 7,241,ARG,4:01
Centre shot - Goal,11,8.0,5,7,ARG,3.0,LI L,11 - 7,219,CHN,3:39
Turnover foul,11,6.0,5,7,ARG,3.0,BULGHERONI T,11 - 7,191,ARG,3:11
Steal,11,7.0,5,7,ARG,3.0,CHEN Z,11 - 7,191,CHN,3:11
Turnover foul,11,1.0,5,7,ARG,3.0,WU H,11 - 7,189,CHN,3:09
Steal,11,5.0,5,7,ARG,3.0,LOPEZ E,11 - 7,189,ARG,3:09
Counter attack - Goal,11,2.0,5,8,ARG,3.0,VEICH R,11 - 8,189,ARG,3:09
20 sec. exclusion in field,11,3.0,5,8,ARG,3.0,GALIMBERTI T,11 - 8,172,ARG,2:52
Extra player shot - Goal,12,6.0,5,8,ARG,3.0,LI L,12 - 8,153,CHN,2:33
Time-Out,12,,5,8,ARG,3.0,,12 - 8,153,ARG,2:33
5m shot - Blocked,12,2.0,5,8,ARG,3.0,VEICH R,12 - 8,139,ARG,2:19
Counter attack - Goal,13,10.0,5,8,ARG,3.0,CHEN J,13 - 8,126,CHN,2:06
Turnover foul,13,5.0,5,8,ARG,3.0,LOPEZ E,13 - 8,108,ARG,1:48
5m shot - Saved,13,11.0,5,8,ARG,3.0,ZHANG C,13 - 8,84,CHN,1:24
Turnover foul,13,12.0,5,8,ARG,3.0,YANEZ G,13 - 8,64,ARG,1:04
Steal,13,1.0,5,8,ARG,3.0,WU H,13 - 8,64,CHN,1:04
Time-Out,13,,5,8,ARG,3.0,,13 - 8,64,CHN,1:04
5m shot - Saved,13,2.0,5,8,ARG,3.0,TAN F,13 - 8,40,CHN,0:40
Turnover foul,13,9.0,5,8,ARG,3.0,CARABANTES I,13 - 8,16,ARG,0:16
5m shot - Missed,13,2.0,5,8,ARG,3.0,TAN F,13 - 8,1,CHN,0:01
Starting goalkeeper,13,1.0,5,8,ARG,4.0,WU H,13 - 8,480,CHN,8:00
Starting goalkeeper,13,13.0,5,8,ARG,4.0,TESTA F,13 - 8,480,ARG,8:00
Sprint won possession,13,10.0,5,8,ARG,4.0,DASZCZYK J,13 - 8,480,ARG,8:00
Turnover foul,13,5.0,5,8,ARG,4.0,LOPEZ E,13 - 8,451,ARG,7:31
5m shot - Missed,13,4.0,5,8,ARG,4.0,DONG T,13 - 8,435,CHN,7:15
Turnover foul,13,5.0,5,8,ARG,4.0,LOPEZ E,13 - 8,415,ARG,6:55
Turnover foul,13,2.0,5,8,ARG,4.0,TAN F,13 - 8,393,CHN,6:33
Steal,13,9.0,5,8,ARG,4.0,CARABANTES I,13 - 8,393,ARG,6:33
Turnover foul,13,5.0,5,8,ARG,4.0,LOPEZ E,13 - 8,391,ARG,6:31
Action shot - Saved,13,10.0,5,8,ARG,4.0,CHEN J,13 - 8,371,CHN,6:11
Turnover foul,13,8.0,5,8,ARG,4.0,CORSI E,13 - 8,345,ARG,5:45
Turnover foul,13,4.0,5,8,ARG,4.0,DONG T,13 - 8,317,CHN,5:17
Steal,13,8.0,5,8,ARG,4.0,CORSI E,13 - 8,317,ARG,5:17
Action shot - Saved,13,12.0,5,8,ARG,4.0,YANEZ G,13 - 8,288,ARG,4:48
Action shot - Blocked,13,4.0,5,8,ARG,4.0,DONG T,13 - 8,267,CHN,4:27
5m shot - Blocked,13,6.0,5,8,ARG,4.0,LI L,13 - 8,239,CHN,3:59
Counter attack - Saved,13,2.0,5,8,ARG,4.0,VEICH R,13 - 8,223,ARG,3:43
Time-Out,13,,5,8,ARG,4.0,,13 - 8,223,CHN,3:43
Yellow card,13,,5,8,ARG,4.0,Team Official,13 - 8,223,CHN,3:43
Goalkeeper substitution,13,13.0,5,8,ARG,4.0,LIANG Z,13 - 8,223,CHN,3:43
20 sec. exclusion in centre,13,2.0,5,8,ARG,4.0,VEICH R,13 - 8,209,ARG,3:29
Extra player shot - Goal,14,3.0,5,8,ARG,4.0,HU Z,14 - 8,182,CHN,3:02
Turnover foul,14,12.0,5,8,ARG,4.0,YANEZ G,14 - 8,166,ARG,2:46
20 sec. exclusion in centre,14,8.0,5,8,ARG,4.0,CORSI E,14 - 8,152,ARG,2:32
Extra player shot - Goal,15,12.0,5,9,ARG,4.0,YANEZ G,15 - 9,68,ARG,1:08
Turnover foul,15,10.0,5,9,ARG,4.0,CHEN J,15 - 9,50,CHN,0:50
Turnover foul,15,5.0,5,9,ARG,4.0,LOPEZ E,15 - 9,26,ARG,0:26
Steal,15,4.0,5,9,ARG,4.0,DONG T,15 - 9,26,CHN,0:26
20 sec. exclusion in field,15,8.0,5,9,ARG,4.0,CORSI E,15 - 9,13,ARG,0:13
Extra player shot - Goal,16,4.0,5,9,ARG,4.0,DONG T,16 - 9,2,CHN,0:02
5m shot - Missed,16,2.0,5,9,ARG,4.0,VEICH R,16 - 9,0,ARG,0:00
