Action,Cap,GRE,Game,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time
Action shot - Goal,2.0,1,3,1,SRB,1.0,GENIDOUNIAS K,1 - 1,219,GRE,3:39
5m shot - Goal,10.0,1,3,2,SRB,1.0,FILIPOVIC F,2 - 1,190,SRB,3:10
Turnover foul,10.0,1,3,2,SRB,1.0,KOLOMVOS C,2 - 1,171,GRE,2:51
Turnover foul,5.0,1,3,2,SRB,1.0,CUK M,2 - 1,142,SRB,2:22
Steal,1.0,1,3,2,SRB,1.0,FLEGKAS K,2 - 1,142,GRE,2:22
Action shot - Saved,12.0,1,3,2,SRB,1.0,VLACHOPOULOS A,2 - 1,113,GRE,1:53
20 sec. exclusion in field,4.0,1,3,2,SRB,1.0,DERVISIS G,2 - 1,88,GRE,1:28
Time-Out,,1,3,2,SRB,1.0,,2 - 1,88,SRB,1:28
Action shot - Saved,10.0,1,3,2,SRB,1.0,FILIPOVIC F,2 - 1,60,SRB,1:00
5m shot - Saved,8.0,1,3,2,SRB,1.0,ALEKSIC M,2 - 1,38,SRB,0:38
Turnover foul,10.0,1,3,2,SRB,1.0,FILIPOVIC F,2 - 1,8,SRB,0:08
Time-Out,,1,3,2,SRB,1.0,,2 - 1,7,GRE,0:07
Turnover foul,12.0,1,3,2,SRB,1.0,VLACHOPOULOS A,2 - 1,1,GRE,0:01
Steal,11.0,1,3,2,SRB,1.0,PRLAINOVIC A,2 - 1,1,SRB,0:01
Starting goalkeeper,13.0,1,3,2,SRB,2.0,MITROVIC B,2 - 1,480,SRB,8:00
Starting goalkeeper,1.0,1,3,2,SRB,2.0,FLEGKAS K,2 - 1,480,GRE,8:00
Sprint won possession,2.0,1,3,2,SRB,2.0,GENIDOUNIAS K,2 - 1,480,GRE,8:00
5m shot - Saved,5.0,1,3,2,SRB,2.0,FOUNTOULIS I,2 - 1,454,GRE,7:34
Turnover foul,5.0,1,3,2,SRB,2.0,FOUNTOULIS I,2 - 1,429,GRE,7:09
Steal,13.0,1,3,2,SRB,2.0,MITROVIC B,2 - 1,429,SRB,7:09
5m shot - Missed,11.0,1,3,2,SRB,2.0,PRLAINOVIC A,2 - 1,415,SRB,6:55
Action shot - Missed,11.0,1,3,2,SRB,2.0,GOUNAS A,2 - 1,398,GRE,6:38
Turnover foul,3.0,1,3,2,SRB,2.0,RASOVIC V,2 - 1,370,SRB,6:10
Steal,12.0,1,3,2,SRB,2.0,VLACHOPOULOS A,2 - 1,370,GRE,6:10
20 sec. exclusion in centre,8.0,1,3,2,SRB,2.0,ALEKSIC M,2 - 1,307,SRB,5:07
Action shot - Goal,9.0,2,3,2,SRB,2.0,MOURIKIS K,2 - 2,285,GRE,4:45
Turnover foul,6.0,2,3,2,SRB,2.0,PIJETLOVIC D,2 - 2,256,SRB,4:16
Steal,1.0,2,3,2,SRB,2.0,FLEGKAS K,2 - 2,256,GRE,4:16
Action shot - Goal,3.0,3,3,2,SRB,2.0,DELAKAS E,2 - 3,230,GRE,3:50
20 sec. exclusion in centre,3.0,3,3,2,SRB,2.0,DELAKAS E,2 - 3,217,GRE,3:37
Action shot - Goal,2.0,3,3,3,SRB,2.0,MANDIC D,3 - 3,194,SRB,3:14
5m shot - Saved,2.0,3,3,3,SRB,2.0,GENIDOUNIAS K,3 - 3,166,GRE,2:46
5m shot - Goal,10.0,3,3,4,SRB,2.0,FILIPOVIC F,4 - 3,145,SRB,2:25
Turnover foul,2.0,3,3,4,SRB,2.0,GENIDOUNIAS K,4 - 3,120,GRE,2:00
Steal,13.0,3,3,4,SRB,2.0,MITROVIC B,4 - 3,120,SRB,2:00
Turnover foul,6.0,3,3,4,SRB,2.0,PIJETLOVIC D,4 - 3,103,SRB,1:43
Steal,2.0,3,3,4,SRB,2.0,GENIDOUNIAS K,4 - 3,103,GRE,1:43
20 sec. exclusion in field,9.0,3,3,4,SRB,2.0,JAKSIC N,4 - 3,91,SRB,1:31
Time-Out,,3,3,4,SRB,2.0,,4 - 3,91,GRE,1:31
Extra player shot - Saved,12.0,3,3,4,SRB,2.0,VLACHOPOULOS A,4 - 3,78,GRE,1:18
Action shot - Goal,3.0,4,3,4,SRB,2.0,DELAKAS E,4 - 4,67,GRE,1:07
20 sec. exclusion in centre,3.0,4,3,4,SRB,2.0,DELAKAS E,4 - 4,49,GRE,0:49
Time-Out,,4,3,4,SRB,2.0,,4 - 4,49,SRB,0:49
Extra player shot - Goal,11.0,4,3,5,SRB,2.0,PRLAINOVIC A,5 - 4,29,SRB,0:29
Turnover foul,12.0,4,3,5,SRB,2.0,VLACHOPOULOS A,5 - 4,3,GRE,0:03
Steal,9.0,4,3,5,SRB,2.0,JAKSIC N,5 - 4,3,SRB,0:03
5m shot - Saved,9.0,4,3,5,SRB,2.0,JAKSIC N,5 - 4,1,SRB,0:01
20 sec. exclusion in field,4.0,4,3,5,SRB,4.0,DERVISIS G,5 - 4,94,GRE,1:34
Centre shot - Goal,8.0,6,3,11,SRB,4.0,ALEKSIC M,11 - 6,73,SRB,1:13
5m shot - Saved,6.0,6,3,11,SRB,4.0,KAPOTSIS M,11 - 6,45,GRE,0:45
Yellow card,,6,3,11,SRB,2.0,Team Official,11 - 6,1,GRE,0:01
Starting goalkeeper,1.0,6,3,11,SRB,3.0,PIJETLOVIC G,11 - 6,480,SRB,8:00
Starting goalkeeper,1.0,6,3,11,SRB,3.0,FLEGKAS K,11 - 6,480,GRE,8:00
Sprint won possession,3.0,6,3,11,SRB,3.0,RASOVIC V,11 - 6,480,SRB,8:00
5m shot - Missed,11.0,6,3,11,SRB,3.0,PRLAINOVIC A,11 - 6,458,SRB,7:38
Turnover foul,5.0,6,3,11,SRB,3.0,FOUNTOULIS I,11 - 6,421,GRE,7:01
Steal,2.0,6,3,11,SRB,3.0,MANDIC D,11 - 6,421,SRB,7:01
20 sec. exclusion in centre,7.0,6,3,11,SRB,3.0,PONTIKEAS K,11 - 6,397,GRE,6:37
Extra player shot - Goal,9.0,4,3,6,SRB,3.0,JAKSIC N,6 - 4,380,SRB,6:20
20 sec. exclusion in centre,4.0,4,3,6,SRB,3.0,RANDELOVIC S,6 - 4,356,SRB,5:56
Extra player shot - Post,12.0,4,3,6,SRB,3.0,VLACHOPOULOS A,6 - 4,340,GRE,5:40
Turnover foul,2.0,4,3,6,SRB,3.0,GENIDOUNIAS K,6 - 4,329,GRE,5:29
Steal,2.0,4,3,6,SRB,3.0,MANDIC D,6 - 4,329,SRB,5:29
5m shot - Saved,2.0,4,3,6,SRB,3.0,MANDIC D,6 - 4,310,SRB,5:10
Centre shot - Saved,10.0,4,3,6,SRB,3.0,KOLOMVOS C,6 - 4,288,GRE,4:48
5m shot - Post,5.0,4,3,6,SRB,3.0,FOUNTOULIS I,6 - 4,262,GRE,4:22
Action shot - Goal,12.0,4,3,7,SRB,3.0,MITORVIC S,7 - 4,246,SRB,4:06
20 sec. exclusion in centre,9.0,4,3,7,SRB,3.0,JAKSIC N,7 - 4,220,SRB,3:40
Extra player shot - Missed,4.0,4,3,7,SRB,3.0,DERVISIS G,7 - 4,208,GRE,3:28
Counter attack - Goal,6.0,4,3,8,SRB,3.0,PIJETLOVIC D,8 - 4,195,SRB,3:15
5m shot - Saved,5.0,4,3,8,SRB,3.0,FOUNTOULIS I,8 - 4,168,GRE,2:48
5m shot - Blocked,5.0,4,3,8,SRB,3.0,FOUNTOULIS I,8 - 4,137,GRE,2:17
Time-Out,,4,3,8,SRB,3.0,,8 - 4,106,GRE,1:46
5m shot - Blocked,11.0,4,3,8,SRB,3.0,GOUNAS A,8 - 4,83,GRE,1:23
Turnover foul,2.0,4,3,8,SRB,3.0,GENIDOUNIAS K,8 - 4,74,GRE,1:14
Steal,12.0,4,3,8,SRB,3.0,MITORVIC S,8 - 4,74,SRB,1:14
Turnover foul,12.0,4,3,8,SRB,3.0,MITORVIC S,8 - 4,57,SRB,0:57
Steal,12.0,4,3,8,SRB,3.0,VLACHOPOULOS A,8 - 4,57,GRE,0:57
Double exclusion,9.0,4,3,8,SRB,3.0,MOURIKIS K,8 - 4,56,GRE,0:56
Double exclusion,9.0,4,3,8,SRB,3.0,JAKSIC N,8 - 4,56,SRB,0:56
Exclusion with substitution,9.0,4,3,8,SRB,3.0,JAKSIC N,8 - 4,56,SRB,0:56
Turnover foul,6.0,4,3,8,SRB,3.0,PIJETLOVIC D,8 - 4,8,SRB,0:08
5m shot - Saved,5.0,4,3,8,SRB,3.0,FOUNTOULIS I,8 - 4,1,GRE,0:01
Starting goalkeeper,1.0,4,3,8,SRB,4.0,PIJETLOVIC G,8 - 4,480,SRB,8:00
Starting goalkeeper,1.0,4,3,8,SRB,4.0,FLEGKAS K,8 - 4,480,GRE,8:00
Sprint won possession,3.0,4,3,8,SRB,4.0,RASOVIC V,8 - 4,480,SRB,8:00
Penalty foul,8.0,4,3,8,SRB,4.0,ALEKSIC M,8 - 4,436,SRB,7:16
Penalty shot - Goal,5.0,5,3,8,SRB,4.0,FOUNTOULIS I,8 - 5,436,GRE,7:16
20 sec. exclusion in centre,7.0,5,3,8,SRB,4.0,PONTIKEAS K,8 - 5,419,GRE,6:59
Extra player shot - Goal,4.0,5,3,9,SRB,4.0,RANDELOVIC S,9 - 5,411,SRB,6:51
Turnover foul,4.0,5,3,9,SRB,4.0,DERVISIS G,9 - 5,386,GRE,6:26
Steal,4.0,5,3,9,SRB,4.0,RANDELOVIC S,9 - 5,386,SRB,6:26
5m shot - Goal,10.0,5,3,10,SRB,4.0,FILIPOVIC F,10 - 5,360,SRB,6:00
5m shot - Blocked,5.0,5,3,10,SRB,4.0,FOUNTOULIS I,10 - 5,343,GRE,5:43
20 sec. exclusion in field,2.0,5,3,10,SRB,4.0,MANDIC D,10 - 5,343,SRB,5:43
Action shot - Saved,9.0,5,3,10,SRB,4.0,MOURIKIS K,10 - 5,318,GRE,5:18
20 sec. exclusion in centre,8.0,5,3,10,SRB,4.0,ARGYROPOULOS KANAK,10 - 5,297,GRE,4:57
Extra player shot - Saved,5.0,5,3,10,SRB,4.0,CUK M,10 - 5,288,SRB,4:48
5m shot - Saved,2.0,5,3,10,SRB,4.0,GENIDOUNIAS K,10 - 5,266,GRE,4:26
Action shot - Saved,6.0,5,3,10,SRB,4.0,PIJETLOVIC D,10 - 5,244,SRB,4:04
20 sec. exclusion in centre,4.0,5,3,10,SRB,4.0,RANDELOVIC S,10 - 5,229,SRB,3:49
Exclusion with substitution,4.0,5,3,10,SRB,4.0,RANDELOVIC S,10 - 5,229,SRB,3:49
Time-Out,,5,3,10,SRB,4.0,,10 - 5,229,GRE,3:49
Turnover foul,6.0,5,3,10,SRB,4.0,KAPOTSIS M,10 - 5,211,GRE,3:31
Steal,12.0,5,3,10,SRB,4.0,MITORVIC S,10 - 5,211,SRB,3:31
Turnover foul,10.0,5,3,10,SRB,4.0,FILIPOVIC F,10 - 5,196,SRB,3:16
Penalty foul,7.0,5,3,10,SRB,4.0,UBOVIC N,10 - 5,180,SRB,3:00
Penalty shot - Goal,5.0,6,3,10,SRB,4.0,FOUNTOULIS I,10 - 6,180,GRE,3:00
Action shot - Saved,2.0,6,3,10,SRB,4.0,MANDIC D,10 - 6,162,SRB,2:42
Turnover foul,8.0,6,3,10,SRB,4.0,ARGYROPOULOS KANAK,10 - 6,139,GRE,2:19
Action shot - Saved,8.0,6,3,10,SRB,4.0,ALEKSIC M,10 - 6,111,SRB,1:51
5m shot - Saved,12.0,6,3,10,SRB,4.0,MITORVIC S,10 - 6,21,SRB,0:21
20 sec. exclusion in field,7.0,6,3,10,SRB,4.0,UBOVIC N,10 - 6,19,SRB,0:19
Extra player shot - Missed,6.0,6,3,10,SRB,4.0,KAPOTSIS M,10 - 6,1,GRE,0:01
Starting goalkeeper,1.0,0,4,0,JPN,1.0,FLEGKAS K,0 - 0,480,GRE,8:00
Starting goalkeeper,1.0,0,4,0,JPN,1.0,TANAMURA K,0 - 0,480,JPN,8:00
Sprint won possession,2.0,0,4,0,JPN,1.0,GENIDOUNIAS K,0 - 0,480,GRE,8:00
20 sec. exclusion in centre,2.0,0,4,0,JPN,1.0,GENIDOUNIAS K,0 - 0,439,GRE,7:19
Extra player shot - Saved,2.0,0,4,0,JPN,1.0,ADACHI S,0 - 0,424,JPN,7:04
20 sec. exclusion in centre,4.0,0,4,0,JPN,1.0,SHIGA M,0 - 0,401,JPN,6:41
Action shot - Goal,12.0,1,4,0,JPN,1.0,VLACHOPOULOS A,1 - 0,378,GRE,6:18
5m shot - Saved,4.0,1,4,0,JPN,1.0,SHIGA M,1 - 0,352,JPN,5:52
Penalty foul,6.0,1,4,0,JPN,1.0,IIDA A,1 - 0,327,JPN,5:27
Penalty shot - Goal,5.0,2,4,0,JPN,1.0,FOUNTOULIS I,2 - 0,327,GRE,5:27
20 sec. exclusion in centre,3.0,2,4,0,JPN,1.0,DELAKAS E,2 - 0,308,GRE,5:08
Extra player shot - Goal,11.0,2,4,1,JPN,1.0,OKAWA K,2 - 1,302,JPN,5:02
Counter attack - Goal,5.0,3,4,1,JPN,1.0,FOUNTOULIS I,3 - 1,289,GRE,4:49
Turnover foul,11.0,3,4,1,JPN,1.0,OKAWA K,3 - 1,268,JPN,4:28
Steal,1.0,3,4,1,JPN,1.0,FLEGKAS K,3 - 1,268,GRE,4:28
5m shot - Saved,10.0,3,4,1,JPN,1.0,KOLOMVOS C,3 - 1,244,GRE,4:04
Turnover foul,10.0,3,4,1,JPN,1.0,KOLOMVOS C,3 - 1,221,GRE,3:41
Steal,6.0,3,4,1,JPN,1.0,IIDA A,3 - 1,221,JPN,3:41
Turnover foul,2.0,3,4,1,JPN,1.0,ADACHI S,3 - 1,209,JPN,3:29
Steal,5.0,3,4,1,JPN,1.0,FOUNTOULIS I,3 - 1,209,GRE,3:29
Turnover foul,10.0,3,4,1,JPN,1.0,KOLOMVOS C,3 - 1,192,GRE,3:12
Steal,2.0,3,4,1,JPN,1.0,ADACHI S,3 - 1,192,JPN,3:12
Turnover foul,2.0,3,4,1,JPN,1.0,ADACHI S,3 - 1,175,JPN,2:55
Steal,5.0,3,4,1,JPN,1.0,FOUNTOULIS I,3 - 1,175,GRE,2:55
20 sec. exclusion in field,6.0,3,4,1,JPN,1.0,IIDA A,3 - 1,154,JPN,2:34
Action shot - Blocked,2.0,3,4,1,JPN,1.0,GENIDOUNIAS K,3 - 1,110,GRE,1:50
20 sec. exclusion in centre,5.0,3,4,1,JPN,1.0,FOUNTOULIS I,3 - 1,109,GRE,1:49
Time-Out,,3,4,1,JPN,1.0,,3 - 1,109,JPN,1:49
Action shot - Goal,2.0,3,4,2,JPN,1.0,ADACHI S,3 - 2,86,JPN,1:26
5m shot - Goal,11.0,4,4,2,JPN,1.0,GOUNAS A,4 - 2,60,GRE,1:00
Turnover foul,2.0,4,4,2,JPN,1.0,ADACHI S,4 - 2,42,JPN,0:42
Steal,2.0,4,4,2,JPN,1.0,GENIDOUNIAS K,4 - 2,42,GRE,0:42
Time-Out,,4,4,2,JPN,1.0,,4 - 2,42,GRE,0:42
20 sec. exclusion in centre,8.0,4,4,2,JPN,1.0,TAKATA M,4 - 2,14,JPN,0:14
Extra player shot - Goal,2.0,5,4,2,JPN,1.0,GENIDOUNIAS K,5 - 2,7,GRE,0:07
5m shot - Missed,2.0,5,4,2,JPN,1.0,ADACHI S,5 - 2,1,JPN,0:01
Starting goalkeeper,1.0,5,4,2,JPN,2.0,FLEGKAS K,5 - 2,480,GRE,8:00
Starting goalkeeper,1.0,5,4,2,JPN,2.0,TANAMURA K,5 - 2,480,JPN,8:00
Sprint won possession,2.0,5,4,2,JPN,2.0,ADACHI S,5 - 2,480,JPN,8:00
Turnover foul,5.0,5,4,2,JPN,2.0,YOSHIDA T,5 - 2,456,JPN,7:36
Steal,5.0,5,4,2,JPN,2.0,FOUNTOULIS I,5 - 2,456,GRE,7:36
Centre shot - Goal,9.0,6,4,2,JPN,2.0,MOURIKIS K,6 - 2,443,GRE,7:23
5m shot - Missed,11.0,6,4,2,JPN,2.0,OKAWA K,6 - 2,417,JPN,6:57
20 sec. exclusion in field,4.0,6,4,2,JPN,2.0,SHIGA M,6 - 2,391,JPN,6:31
Extra player shot - Goal,11.0,7,4,2,JPN,2.0,GOUNAS A,7 - 2,373,GRE,6:13
Turnover foul,11.0,7,4,2,JPN,2.0,OKAWA K,7 - 2,355,JPN,5:55
Steal,6.0,7,4,2,JPN,2.0,KAPOTSIS M,7 - 2,355,GRE,5:55
Counter attack - Goal,5.0,8,4,2,JPN,2.0,FOUNTOULIS I,8 - 2,342,GRE,5:42
Time-Out,,8,4,2,JPN,2.0,,8 - 2,342,JPN,5:42
20 sec. exclusion in centre,4.0,8,4,2,JPN,2.0,DERVISIS G,8 - 2,334,GRE,5:34
20 sec. exclusion in centre,5.0,8,4,2,JPN,2.0,FOUNTOULIS I,8 - 2,320,GRE,5:20
Turnover foul,2.0,8,4,2,JPN,2.0,ADACHI S,8 - 2,288,JPN,4:48
Steal,2.0,8,4,2,JPN,2.0,GENIDOUNIAS K,8 - 2,288,GRE,4:48
Turnover foul,4.0,8,4,2,JPN,2.0,DERVISIS G,8 - 2,272,GRE,4:32
Steal,11.0,8,4,2,JPN,2.0,OKAWA K,8 - 2,272,JPN,4:32
Centre shot - Post,7.0,8,4,2,JPN,2.0,SHIMIZU Y,8 - 2,254,JPN,4:14
Centre shot - Saved,7.0,8,4,2,JPN,2.0,SHIMIZU Y,8 - 2,203,JPN,3:23
Action shot - Goal,2.0,9,4,2,JPN,2.0,GENIDOUNIAS K,9 - 2,176,GRE,2:56
5m shot - Missed,9.0,9,4,2,JPN,2.0,ARAI A,9 - 2,157,JPN,2:37
Action shot - Saved,5.0,9,4,2,JPN,2.0,YOSHIDA T,9 - 2,116,JPN,1:56
Centre shot - Missed,10.0,9,4,2,JPN,2.0,KOLOMVOS C,9 - 2,90,GRE,1:30
Turnover foul,7.0,9,4,2,JPN,4.0,SHIMIZU Y,9 - 2,104,JPN,1:44
5m shot - Post,5.0,9,4,2,JPN,4.0,FOUNTOULIS I,9 - 2,84,GRE,1:24
5m shot - Saved,4.0,9,4,2,JPN,2.0,SHIGA M,9 - 2,68,JPN,1:08
Time-Out,,9,4,2,JPN,2.0,,9 - 2,67,GRE,1:07
Turnover foul,12.0,9,4,2,JPN,2.0,VLACHOPOULOS A,9 - 2,48,GRE,0:48
5m shot - Goal,5.0,10,4,2,JPN,2.0,FOUNTOULIS I,10 - 2,5,GRE,0:05
Starting goalkeeper,1.0,10,4,2,JPN,3.0,FLEGKAS K,10 - 2,480,GRE,8:00
Starting goalkeeper,1.0,10,4,2,JPN,3.0,TANAMURA K,10 - 2,480,JPN,8:00
Sprint won possession,4.0,10,4,2,JPN,3.0,DERVISIS G,10 - 2,480,GRE,8:00
5m shot - Goal,2.0,10,4,3,JPN,3.0,ADACHI S,10 - 3,426,JPN,7:06
Turnover foul,9.0,10,4,3,JPN,3.0,MOURIKIS K,10 - 3,399,GRE,6:39
Action shot - Blocked,11.0,10,4,3,JPN,3.0,OKAWA K,10 - 3,387,JPN,6:27
Centre shot - Goal,9.0,11,4,3,JPN,3.0,MOURIKIS K,11 - 3,366,GRE,6:06
Turnover foul,12.0,11,4,3,JPN,3.0,ARAKI K,11 - 3,336,JPN,5:36
Action shot - Goal,12.0,12,4,3,JPN,3.0,VLACHOPOULOS A,12 - 3,314,GRE,5:14
20 sec. exclusion in centre,3.0,12,4,3,JPN,3.0,DELAKAS E,12 - 3,289,GRE,4:49
Extra player shot - Blocked,5.0,12,4,3,JPN,3.0,YOSHIDA T,12 - 3,276,JPN,4:36
5m shot - Blocked,2.0,12,4,3,JPN,3.0,GENIDOUNIAS K,12 - 3,247,GRE,4:07
Turnover foul,4.0,12,4,3,JPN,3.0,SHIGA M,12 - 3,226,JPN,3:46
Steal,6.0,12,4,3,JPN,3.0,KAPOTSIS M,12 - 3,226,GRE,3:46
Centre shot - Missed,10.0,12,4,3,JPN,3.0,KOLOMVOS C,12 - 3,200,GRE,3:20
Turnover foul,7.0,12,4,3,JPN,3.0,SHIMIZU Y,12 - 3,185,JPN,3:05
Time-Out,,12,4,3,JPN,3.0,,12 - 3,182,GRE,3:02
5m shot - Saved,2.0,12,4,3,JPN,3.0,GENIDOUNIAS K,12 - 3,159,GRE,2:39
Action shot - Saved,11.0,12,4,3,JPN,3.0,GOUNAS A,12 - 3,134,GRE,2:14
5m shot - Goal,4.0,12,4,4,JPN,3.0,SHIGA M,12 - 4,117,JPN,1:57
Turnover foul,2.0,12,4,4,JPN,3.0,GENIDOUNIAS K,12 - 4,95,GRE,1:35
20 sec. exclusion in centre,6.0,12,4,4,JPN,3.0,KAPOTSIS M,12 - 4,90,GRE,1:30
Extra player shot - Saved,6.0,12,4,4,JPN,3.0,IIDA A,12 - 4,79,JPN,1:19
20 sec. exclusion in centre,4.0,12,4,4,JPN,3.0,SHIGA M,12 - 4,50,JPN,0:50
Exclusion with substitution,4.0,12,4,4,JPN,3.0,SHIGA M,12 - 4,50,JPN,0:50
5m shot - Saved,2.0,12,4,4,JPN,3.0,GENIDOUNIAS K,12 - 4,24,GRE,0:24
Centre shot - Missed,8.0,12,4,4,JPN,3.0,ARGYROPOULOS KANAK,12 - 4,9,GRE,0:09
Starting goalkeeper,1.0,12,4,4,JPN,4.0,FLEGKAS K,12 - 4,480,GRE,8:00
Starting goalkeeper,1.0,12,4,4,JPN,4.0,TANAMURA K,12 - 4,480,JPN,8:00
Sprint won possession,2.0,12,4,4,JPN,4.0,ADACHI S,12 - 4,480,JPN,8:00
Turnover foul,6.0,12,4,4,JPN,4.0,IIDA A,12 - 4,454,JPN,7:34
Steal,12.0,12,4,4,JPN,4.0,VLACHOPOULOS A,12 - 4,454,GRE,7:34
Turnover foul,6.0,12,4,4,JPN,4.0,KAPOTSIS M,12 - 4,418,GRE,6:58
5m shot - Blocked,11.0,12,4,4,JPN,4.0,OKAWA K,12 - 4,416,JPN,6:56
Turnover foul,8.0,12,4,4,JPN,4.0,ARGYROPOULOS KANAK,12 - 4,392,GRE,6:32
Steal,6.0,12,4,4,JPN,4.0,IIDA A,12 - 4,392,JPN,6:32
Turnover foul,7.0,12,4,4,JPN,4.0,SHIMIZU Y,12 - 4,370,JPN,6:10
Steal,5.0,12,4,4,JPN,4.0,FOUNTOULIS I,12 - 4,370,GRE,6:10
20 sec. exclusion in field,3.0,12,4,4,JPN,4.0,KAWAMOTO S,12 - 4,353,JPN,5:53
Extra player shot - Goal,12.0,13,4,4,JPN,4.0,VLACHOPOULOS A,13 - 4,345,GRE,5:45
Turnover foul,7.0,13,4,4,JPN,4.0,SHIMIZU Y,13 - 4,326,JPN,5:26
Penalty foul,11.0,13,4,4,JPN,4.0,OKAWA K,13 - 4,307,JPN,5:07
Penalty shot - Goal,11.0,14,4,4,JPN,4.0,GOUNAS A,14 - 4,307,GRE,5:07
20 sec. exclusion in centre,8.0,14,4,4,JPN,4.0,ARGYROPOULOS KANAK,14 - 4,288,GRE,4:48
Extra player shot - Blocked,8.0,14,4,4,JPN,4.0,TAKATA M,14 - 4,281,JPN,4:41
Turnover foul,2.0,14,4,4,JPN,4.0,GENIDOUNIAS K,14 - 4,255,GRE,4:15
Steal,5.0,14,4,4,JPN,4.0,YOSHIDA T,14 - 4,255,JPN,4:15
Turnover foul,12.0,14,4,4,JPN,4.0,ARAKI K,14 - 4,229,JPN,3:49
Steal,11.0,14,4,4,JPN,4.0,GOUNAS A,14 - 4,229,GRE,3:49
Turnover foul,4.0,14,4,4,JPN,4.0,DERVISIS G,14 - 4,201,GRE,3:21
5m shot - Missed,8.0,14,4,4,JPN,4.0,TAKATA M,14 - 4,189,JPN,3:09
Turnover foul,10.0,14,4,4,JPN,4.0,KOLOMVOS C,14 - 4,165,GRE,2:45
Steal,1.0,14,4,4,JPN,4.0,TANAMURA K,14 - 4,165,JPN,2:45
Turnover foul,9.0,14,4,4,JPN,4.0,ARAI A,14 - 4,147,JPN,2:27
Steal,4.0,14,4,4,JPN,4.0,DERVISIS G,14 - 4,147,GRE,2:27
Time-Out,,14,4,4,JPN,4.0,,14 - 4,147,GRE,2:27
5m shot - Saved,3.0,14,4,4,JPN,4.0,DELAKAS E,14 - 4,118,GRE,1:58
Action shot - Saved,9.0,14,4,4,JPN,4.0,MOURIKIS K,14 - 4,37,GRE,0:37
5m shot - Post,9.0,14,4,4,JPN,4.0,MOURIKIS K,14 - 4,11,GRE,0:11
Starting goalkeeper,1.0,0,5,0,MNE,1.0,LAZOVIC D,0 - 0,480,MNE,8:00
Starting goalkeeper,1.0,0,5,0,MNE,1.0,FLEGKAS K,0 - 0,480,GRE,8:00
Sprint won possession,2.0,0,5,0,MNE,1.0,GENIDOUNIAS K,0 - 0,480,GRE,8:00
Turnover foul,10.0,0,5,0,MNE,1.0,KOLOMVOS C,0 - 0,460,GRE,7:40
Penalty foul,3.0,0,5,0,MNE,1.0,DELAKAS E,0 - 0,437,GRE,7:17
Penalty shot - Saved,7.0,0,5,0,MNE,1.0,DRASKOVIC D,0 - 0,437,MNE,7:17
Action shot - Blocked,3.0,0,5,0,MNE,1.0,DELAKAS E,0 - 0,407,GRE,6:47
5m shot - Saved,2.0,0,5,0,MNE,1.0,BRGULJAN D,0 - 0,380,MNE,6:20
Action shot - Blocked,4.0,0,5,0,MNE,1.0,PETKOVIC M,0 - 0,352,MNE,5:52
Turnover foul,11.0,0,5,0,MNE,1.0,CUCKOVIC U,0 - 0,324,MNE,5:24
5m shot - Saved,3.0,0,5,0,MNE,1.0,DELAKAS E,0 - 0,289,GRE,4:49
20 sec. exclusion in centre,11.0,0,5,0,MNE,1.0,CUCKOVIC U,0 - 0,273,MNE,4:33
Extra player shot - Goal,11.0,1,5,0,MNE,1.0,GOUNAS A,0 - 1,260,GRE,4:20
Action shot - Saved,2.0,1,5,0,MNE,1.0,BRGULJAN D,0 - 1,184,MNE,3:04
Centre shot - Saved,11.0,1,5,0,MNE,1.0,GOUNAS A,0 - 1,167,GRE,2:47
Action shot - Saved,5.0,1,5,0,MNE,1.0,BRGULJAN D,0 - 1,145,MNE,2:25
20 sec. exclusion in field,6.0,1,5,0,MNE,1.0,RADOVIC A,0 - 1,140,MNE,2:20
Time-Out,,1,5,0,MNE,1.0,,0 - 1,140,GRE,2:20
Extra player shot - Saved,11.0,1,5,0,MNE,1.0,GOUNAS A,0 - 1,122,GRE,2:02
Action shot - Blocked,12.0,1,5,0,MNE,1.0,VLACHOPOULOS A,0 - 1,96,GRE,1:36
20 sec. exclusion in centre,10.0,1,5,0,MNE,1.0,KOLOMVOS C,0 - 1,70,GRE,1:10
Time-Out,,1,5,0,MNE,1.0,,0 - 1,70,MNE,1:10
Extra player shot - Saved,4.0,1,5,0,MNE,1.0,PETKOVIC M,0 - 1,51,MNE,0:51
20 sec. exclusion in centre,7.0,1,5,0,MNE,1.0,DRASKOVIC D,0 - 1,22,MNE,0:22
Extra player shot - Saved,9.0,1,5,0,MNE,1.0,MOURIKIS K,0 - 1,8,GRE,0:08
Starting goalkeeper,1.0,1,5,0,MNE,2.0,LAZOVIC D,0 - 1,480,MNE,8:00
Starting goalkeeper,1.0,1,5,0,MNE,2.0,FLEGKAS K,0 - 1,480,GRE,8:00
Sprint won possession,4.0,1,5,0,MNE,2.0,DERVISIS G,0 - 1,480,GRE,8:00
5m shot - Post,5.0,1,5,0,MNE,2.0,FOUNTOULIS I,0 - 1,459,GRE,7:39
Centre shot - Saved,10.0,1,5,0,MNE,2.0,MISIC S,0 - 1,430,MNE,7:10
5m shot - Goal,12.0,2,5,0,MNE,2.0,VLACHOPOULOS A,0 - 2,403,GRE,6:43
Turnover foul,8.0,2,5,0,MNE,2.0,UKROPINA A,0 - 2,376,MNE,6:16
