Action,Cap,Game,NZL,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time
5m shot - Saved,11.0,3,0,2,USA,1.0,FISCHER M,0 - 2,315,USA,5:15
Action shot - Goal,11.0,3,0,3,USA,1.0,FISCHER M,0 - 3,274,USA,4:34
Turnover foul,10.0,3,0,3,USA,1.0,BOWRY C,0 - 3,250,NZL,4:10
5m shot - Goal,12.0,3,0,4,USA,1.0,WILLIAMS A,0 - 4,234,USA,3:54
Action shot - Goal,9.0,3,1,4,USA,1.0,STONEMAN E,1 - 4,210,NZL,3:30
Action shot - Post,12.0,3,1,4,USA,1.0,WILLIAMS A,1 - 4,181,USA,3:01
Turnover foul,2.0,3,1,4,USA,1.0,LEWIS N,1 - 4,153,NZL,2:33
Steal,10.0,3,1,4,USA,1.0,NEUSHUL J,1 - 4,153,USA,2:33
5m shot - Saved,12.0,3,1,4,USA,1.0,WILLIAMS A,1 - 4,140,USA,2:20
5m shot - Goal,6.0,3,1,5,USA,1.0,STEFFENS M,1 - 5,125,USA,2:05
20 sec. exclusion in centre,8.0,3,1,5,USA,1.0,NEUSHUL K,1 - 5,117,USA,1:57
Time-Out,,3,1,5,USA,1.0,,1 - 5,115,NZL,1:55
5m shot - Blocked,3.0,3,1,5,USA,1.0,MASON K,1 - 5,86,NZL,1:26
Turnover foul,10.0,3,1,5,USA,1.0,BOWRY C,1 - 5,60,NZL,1:00
Steal,4.0,3,1,5,USA,1.0,FATTAL R,1 - 5,60,USA,1:00
5m shot - Goal,4.0,3,1,6,USA,1.0,FATTAL R,1 - 6,35,USA,0:35
20 sec. exclusion in centre,6.0,3,1,6,USA,1.0,STEFFENS M,1 - 6,15,USA,0:15
Extra player shot - Goal,8.0,3,2,6,USA,1.0,LOPES da SILVA C,2 - 6,3,NZL,0:03
5m shot - Missed,3.0,3,2,6,USA,1.0,SEIDEMANN M,2 - 6,1,USA,0:01
Starting goalkeeper,1.0,3,2,6,USA,2.0,MILICICH J,2 - 6,480,NZL,8:00
Starting goalkeeper,1.0,3,2,6,USA,2.0,STONE G,2 - 6,480,USA,8:00
Sprint won possession,4.0,3,2,6,USA,2.0,FATTAL R,2 - 6,480,USA,8:00
Turnover foul,6.0,3,2,6,USA,2.0,STEFFENS M,2 - 6,458,USA,7:38
Steal,2.0,3,2,6,USA,2.0,LEWIS N,2 - 6,458,NZL,7:38
5m shot - Goal,6.0,3,2,7,USA,2.0,STEFFENS M,2 - 7,415,USA,6:55
20 sec. exclusion in field,6.0,3,2,7,USA,2.0,STEFFENS M,2 - 7,398,USA,6:38
Extra player shot - Goal,12.0,3,3,7,USA,2.0,PYE B,3 - 7,380,NZL,6:20
Action shot - Goal,2.0,3,3,8,USA,2.0,MUSSELMAN M,3 - 8,351,USA,5:51
Turnover foul,8.0,3,3,8,USA,2.0,LOPES da SILVA C,3 - 8,330,NZL,5:30
Steal,8.0,3,3,8,USA,2.0,NEUSHUL K,3 - 8,330,USA,5:30
20 sec. exclusion in field,8.0,3,3,8,USA,2.0,LOPES da SILVA C,3 - 8,329,NZL,5:29
Time-Out,,3,3,8,USA,2.0,,3 - 8,328,USA,5:28
Action shot - Goal,2.0,3,3,9,USA,2.0,MUSSELMAN M,3 - 9,303,USA,5:03
Turnover foul,9.0,3,3,9,USA,2.0,STONEMAN E,3 - 9,272,NZL,4:32
Steal,4.0,3,3,9,USA,2.0,FATTAL R,3 - 9,272,USA,4:32
Action shot - Saved,9.0,3,3,9,USA,2.0,FISCHER A,3 - 9,244,USA,4:04
Action shot - Goal,2.0,3,3,10,USA,2.0,MUSSELMAN M,3 - 10,196,USA,3:16
Turnover foul,8.0,3,3,10,USA,2.0,LOPES da SILVA C,3 - 10,160,NZL,2:40
Steal,11.0,3,3,10,USA,2.0,FISCHER M,3 - 10,160,USA,2:40
5m shot - Goal,7.0,3,3,11,USA,2.0,RANEY J,3 - 11,137,USA,2:17
Time-Out,,3,3,11,USA,2.0,,3 - 11,137,NZL,2:17
Turnover foul,9.0,3,3,11,USA,2.0,STONEMAN E,3 - 11,104,NZL,1:44
Steal,7.0,3,3,11,USA,2.0,RANEY J,3 - 11,104,USA,1:44
20 sec. exclusion in centre,3.0,3,3,11,USA,2.0,MASON K,3 - 11,85,NZL,1:25
Action shot - Goal,5.0,3,3,12,USA,2.0,HAUSCHILD P,3 - 12,61,USA,1:01
20 sec. exclusion in centre,10.0,3,3,12,USA,2.0,NEUSHUL J,3 - 12,53,USA,0:53
Extra player shot - Missed,12.0,3,3,12,USA,2.0,PYE B,3 - 12,44,NZL,0:44
20 sec. exclusion in centre,2.0,3,3,12,USA,2.0,LEWIS N,3 - 12,26,NZL,0:26
Action shot - Post,3.0,3,3,12,USA,2.0,SEIDEMANN M,3 - 12,5,USA,0:05
Starting goalkeeper,13.0,3,3,12,USA,3.0,YOUNG A,3 - 12,480,NZL,8:00
Starting goalkeeper,13.0,3,3,12,USA,3.0,LONGAN A,3 - 12,480,USA,8:00
Sprint won possession,9.0,3,3,12,USA,3.0,FISCHER A,3 - 12,480,USA,8:00
Action shot - Saved,5.0,3,3,12,USA,3.0,HAUSCHILD P,3 - 12,451,USA,7:31
Yellow card,,3,3,12,USA,3.0,Team Official,3 - 12,401,NZL,6:41
Action shot - Goal,11.0,3,3,13,USA,3.0,FISCHER M,3 - 13,392,USA,6:32
20 sec. exclusion in centre,12.0,3,3,13,USA,3.0,WILLIAMS A,3 - 13,368,USA,6:08
Extra player shot - Goal,12.0,3,4,13,USA,3.0,PYE B,4 - 13,349,NZL,5:49
Action shot - Goal,2.0,3,4,14,USA,3.0,MUSSELMAN M,4 - 14,332,USA,5:32
5m shot - Goal,9.0,3,5,14,USA,3.0,STONEMAN E,5 - 14,310,NZL,5:10
5m shot - Missed,7.0,3,5,14,USA,3.0,RANEY J,5 - 14,281,USA,4:41
Turnover foul,9.0,3,5,14,USA,3.0,STONEMAN E,5 - 14,250,NZL,4:10
Steal,7.0,3,5,14,USA,3.0,RANEY J,5 - 14,250,USA,4:10
20 sec. exclusion in centre,9.0,3,5,14,USA,3.0,STONEMAN E,5 - 14,247,NZL,4:07
Extra player shot - Goal,7.0,3,5,15,USA,3.0,RANEY J,5 - 15,227,USA,3:47
Turnover foul,4.0,3,5,15,USA,3.0,FATTAL R,5 - 15,168,USA,2:48
Steal,12.0,3,5,15,USA,3.0,PYE B,5 - 15,168,NZL,2:48
Counter attack - Goal,9.0,3,5,16,USA,3.0,FISCHER A,5 - 16,130,USA,2:10
Action shot - Goal,9.0,3,5,17,USA,3.0,FISCHER A,5 - 17,79,USA,1:19
20 sec. exclusion in centre,5.0,3,5,17,USA,3.0,HAUSCHILD P,5 - 17,62,USA,1:02
Time-Out,,3,5,17,USA,3.0,,5 - 17,62,NZL,1:02
5m shot - Blocked,3.0,3,5,17,USA,3.0,MASON K,5 - 17,33,NZL,0:33
Time-Out,,3,5,17,USA,3.0,,5 - 17,33,USA,0:33
Action shot - Goal,8.0,3,5,18,USA,3.0,NEUSHUL K,5 - 18,19,USA,0:19
5m shot - Saved,9.0,3,5,18,USA,3.0,STONEMAN E,5 - 18,1,NZL,0:01
Starting goalkeeper,13.0,3,5,18,USA,4.0,YOUNG A,5 - 18,480,NZL,8:00
Starting goalkeeper,13.0,3,5,18,USA,4.0,LONGAN A,5 - 18,480,USA,8:00
Sprint won possession,4.0,3,5,18,USA,4.0,FATTAL R,5 - 18,480,USA,8:00
20 sec. exclusion in centre,12.0,3,5,18,USA,4.0,PYE B,5 - 18,453,NZL,7:33
20 sec. exclusion in centre,8.0,3,5,18,USA,4.0,LOPES da SILVA C,5 - 18,450,NZL,7:30
Extra player shot - Goal,6.0,3,5,19,USA,4.0,STEFFENS M,5 - 19,445,USA,7:25
20 sec. exclusion in centre,11.0,3,5,19,USA,4.0,FISCHER M,5 - 19,424,USA,7:04
5m shot - Missed,8.0,3,5,19,USA,4.0,LOPES da SILVA C,5 - 19,400,NZL,6:40
Turnover foul,6.0,3,5,19,USA,4.0,STEFFENS M,5 - 19,379,USA,6:19
Steal,11.0,3,5,19,USA,4.0,HUDSON K,5 - 19,379,NZL,6:19
Turnover foul,9.0,3,5,19,USA,4.0,STONEMAN E,5 - 19,350,NZL,5:50
Steal,13.0,3,5,19,USA,4.0,LONGAN A,5 - 19,350,USA,5:50
20 sec. exclusion in field,9.0,3,5,19,USA,4.0,STONEMAN E,5 - 19,342,NZL,5:42
Extra player shot - Missed,2.0,3,5,19,USA,4.0,LEWIS N,5 - 19,328,NZL,5:28
Turnover foul,12.0,3,5,19,USA,4.0,PYE B,5 - 19,298,NZL,4:58
5m shot - Post,2.0,3,5,19,USA,4.0,MUSSELMAN M,5 - 19,282,USA,4:42
5m shot - Saved,11.0,3,5,19,USA,4.0,HUDSON K,5 - 19,254,NZL,4:14
20 sec. exclusion in centre,2.0,3,5,19,USA,4.0,LEWIS N,5 - 19,241,NZL,4:01
Time-Out,,3,5,19,USA,4.0,,5 - 19,241,USA,4:01
Extra player shot - Goal,4.0,3,5,20,USA,4.0,FATTAL R,5 - 20,228,USA,3:48
5m shot - Blocked,7.0,3,5,20,USA,4.0,HOUGHTON E,5 - 20,208,NZL,3:28
Counter attack - Saved,12.0,3,5,20,USA,4.0,WILLIAMS A,5 - 20,195,USA,3:15
20 sec. exclusion in centre,12.0,3,5,20,USA,4.0,WILLIAMS A,5 - 20,171,USA,2:51
Time-Out,,3,5,20,USA,4.0,,5 - 20,171,NZL,2:51
Extra player shot - Saved,12.0,3,5,20,USA,4.0,PYE B,5 - 20,154,NZL,2:34
5m shot - Goal,3.0,3,6,20,USA,4.0,MASON K,6 - 20,142,NZL,2:22
Turnover foul,10.0,3,6,20,USA,4.0,NEUSHUL J,6 - 20,111,USA,1:51
Steal,9.0,3,6,20,USA,4.0,STONEMAN E,6 - 20,111,NZL,1:51
20 sec. exclusion in field,3.0,3,6,20,USA,4.0,SEIDEMANN M,6 - 20,102,USA,1:42
Action shot - Goal,11.0,3,7,20,USA,4.0,HUDSON K,7 - 20,80,NZL,1:20
20 sec. exclusion in centre,5.0,3,7,20,USA,4.0,BOYD A,7 - 20,62,NZL,1:02
Action shot - Goal,10.0,3,7,21,USA,4.0,NEUSHUL J,7 - 21,47,USA,0:47
Yellow card,,3,7,21,USA,4.0,Team Official,7 - 21,47,USA,0:47
5m shot - Blocked,3.0,3,7,21,USA,4.0,MASON K,7 - 21,16,NZL,0:16
20 sec. exclusion in field,10.0,3,7,21,USA,4.0,BOWRY C,7 - 21,9,NZL,0:09
Extra player shot - Goal,6.0,3,7,22,USA,4.0,STEFFENS M,7 - 22,7,USA,0:07
5m shot - Saved,3.0,3,7,22,USA,4.0,MASON K,7 - 22,1,NZL,0:01
Starting goalkeeper,1.0,4,0,0,CAN,1.0,GAUDREAULT J,0 - 0,480,CAN,8:00
Starting goalkeeper,1.0,4,0,0,CAN,1.0,MILICICH J,0 - 0,480,NZL,8:00
Sprint won possession,5.0,4,0,0,CAN,1.0,EGGENS M,0 - 0,480,CAN,8:00
Centre shot - Saved,10.0,4,0,0,CAN,1.0,ROBINSON C,0 - 0,451,CAN,7:31
Turnover foul,8.0,4,0,0,CAN,1.0,LOPES da SILVA C,0 - 0,423,NZL,7:03
Steal,7.0,4,0,0,CAN,1.0,BEKHAZI J,0 - 0,423,CAN,7:03
Centre shot - Goal,4.0,4,0,1,CAN,1.0,WRIGHT E,1 - 0,398,CAN,6:38
Action shot - Saved,11.0,4,0,1,CAN,1.0,HUDSON K,1 - 0,368,NZL,6:08
20 sec. exclusion in centre,12.0,4,0,1,CAN,1.0,PYE B,1 - 0,348,NZL,5:48
Extra player shot - Goal,7.0,4,0,2,CAN,1.0,BEKHAZI J,2 - 0,336,CAN,5:36
5m shot - Blocked,3.0,4,0,2,CAN,1.0,MASON K,2 - 0,312,NZL,5:12
5m shot - Missed,4.0,4,0,2,CAN,1.0,WRIGHT E,2 - 0,284,CAN,4:44
5m shot - Post,12.0,4,0,2,CAN,1.0,PYE B,2 - 0,255,NZL,4:15
Centre shot - Goal,5.0,4,0,3,CAN,1.0,EGGENS M,3 - 0,240,CAN,4:00
Action shot - Blocked,7.0,4,0,3,CAN,1.0,HOUGHTON E,3 - 0,210,NZL,3:30
Counter attack - Goal,7.0,4,0,4,CAN,1.0,BEKHAZI J,4 - 0,198,CAN,3:18
Time-Out,,4,0,4,CAN,1.0,,4 - 0,198,NZL,3:18
Action shot - Blocked,7.0,4,0,4,CAN,1.0,HOUGHTON E,4 - 0,171,NZL,2:51
Turnover foul,2.0,4,0,4,CAN,1.0,ALOGBO K,4 - 0,136,CAN,2:16
Turnover foul,8.0,4,0,4,CAN,1.0,LOPES da SILVA C,4 - 0,132,NZL,2:12
Steal,7.0,4,0,4,CAN,1.0,BEKHAZI J,4 - 0,132,CAN,2:12
20 sec. exclusion in field,9.0,4,0,4,CAN,1.0,STONEMAN E,4 - 0,128,NZL,2:08
Time-Out,,4,0,4,CAN,1.0,,4 - 0,128,CAN,2:08
Extra player shot - Saved,4.0,4,0,4,CAN,1.0,WRIGHT E,4 - 0,113,CAN,1:53
5m shot - Post,9.0,4,0,4,CAN,1.0,STONEMAN E,4 - 0,86,NZL,1:26
5m shot - Post,5.0,4,0,4,CAN,1.0,EGGENS M,4 - 0,61,CAN,1:01
Action shot - Goal,8.0,4,1,4,CAN,1.0,LOPES da SILVA C,4 - 1,37,NZL,0:37
Centre shot - Goal,8.0,4,1,5,CAN,1.0,LEMAY-LAVOIE E,5 - 1,10,CAN,0:10
5m shot - Blocked,3.0,4,1,5,CAN,1.0,MASON K,5 - 1,1,NZL,0:01
Starting goalkeeper,1.0,4,1,5,CAN,2.0,GAUDREAULT J,5 - 1,480,CAN,8:00
Starting goalkeeper,1.0,4,1,5,CAN,2.0,MILICICH J,5 - 1,480,NZL,8:00
Sprint won possession,5.0,4,1,5,CAN,2.0,EGGENS M,5 - 1,480,CAN,8:00
Turnover foul,5.0,4,1,5,CAN,2.0,EGGENS M,5 - 1,462,CAN,7:42
Steal,1.0,4,1,5,CAN,2.0,MILICICH J,5 - 1,462,NZL,7:42
Turnover foul,10.0,4,1,5,CAN,2.0,BOWRY C,5 - 1,450,NZL,7:30
Centre shot - Goal,8.0,4,1,6,CAN,2.0,LEMAY-LAVOIE E,6 - 1,436,CAN,7:16
5m shot - Goal,9.0,4,1,7,CAN,2.0,McKELVEY H,7 - 1,377,CAN,6:17
Turnover foul,4.0,4,1,7,CAN,2.0,FERIGO R,7 - 1,345,NZL,5:45
Turnover foul,10.0,4,1,7,CAN,2.0,ROBINSON C,7 - 1,328,CAN,5:28
20 sec. exclusion in field,4.0,4,1,7,CAN,2.0,WRIGHT E,7 - 1,316,CAN,5:16
Extra player shot - Goal,12.0,4,2,7,CAN,2.0,PYE B,7 - 2,296,NZL,4:56
Turnover foul,12.0,4,2,7,CAN,2.0,FOURNIER S,7 - 2,269,CAN,4:29
Action shot - Blocked,12.0,4,2,7,CAN,2.0,PYE B,7 - 2,239,NZL,3:59
Action shot - Goal,6.0,4,2,8,CAN,2.0,CHRISTMAS K,8 - 2,221,CAN,3:41
5m shot - Post,3.0,4,2,8,CAN,2.0,MASON K,8 - 2,193,NZL,3:13
Turnover foul,10.0,4,2,8,CAN,2.0,ROBINSON C,8 - 2,175,CAN,2:55
Turnover foul,6.0,4,2,8,CAN,2.0,DOYLE B,8 - 2,159,NZL,2:39
Steal,12.0,4,2,8,CAN,2.0,FOURNIER S,8 - 2,159,CAN,2:39
Turnover foul,7.0,4,2,8,CAN,2.0,BEKHAZI J,8 - 2,77,CAN,1:17
Turnover foul,2.0,4,2,8,CAN,2.0,LEWIS N,8 - 2,55,NZL,0:55
Action shot - Goal,10.0,4,2,9,CAN,2.0,ROBINSON C,9 - 2,37,CAN,0:37
Turnover foul,3.0,4,2,9,CAN,2.0,MASON K,9 - 2,7,NZL,0:07
Starting goalkeeper,1.0,4,2,9,CAN,3.0,GAUDREAULT J,9 - 2,480,CAN,8:00
Starting goalkeeper,1.0,4,2,9,CAN,3.0,MILICICH J,9 - 2,480,NZL,8:00
Sprint won possession,4.0,4,2,9,CAN,3.0,FERIGO R,9 - 2,480,NZL,8:00
Turnover foul,7.0,4,2,9,CAN,3.0,HOUGHTON E,9 - 2,453,NZL,7:33
Steal,6.0,4,2,9,CAN,3.0,CHRISTMAS K,9 - 2,453,CAN,7:33
Turnover foul,2.0,4,2,9,CAN,3.0,ALOGBO K,9 - 2,450,CAN,7:30
Action shot - Saved,4.0,4,2,9,CAN,3.0,FERIGO R,9 - 2,412,NZL,6:52
5m shot - Post,9.0,4,2,9,CAN,3.0,STONEMAN E,9 - 2,393,NZL,6:33
Action shot - Goal,4.0,4,2,10,CAN,3.0,WRIGHT E,10 - 2,380,CAN,6:20
Turnover foul,10.0,4,2,10,CAN,3.0,BOWRY C,10 - 2,369,NZL,6:09
Steal,2.0,4,2,10,CAN,3.0,ALOGBO K,10 - 2,369,CAN,6:09
Turnover foul,5.0,4,2,10,CAN,3.0,EGGENS M,10 - 2,346,CAN,5:46
5m shot - Saved,11.0,4,2,10,CAN,3.0,HUDSON K,10 - 2,316,NZL,5:16
Penalty foul,11.0,4,2,10,CAN,3.0,HUDSON K,10 - 2,295,NZL,4:55
Penalty shot - Goal,6.0,4,2,11,CAN,3.0,CHRISTMAS K,11 - 2,295,CAN,4:55
5m shot - Blocked,3.0,4,2,11,CAN,3.0,MASON K,11 - 2,263,NZL,4:23
20 sec. exclusion in field,12.0,4,2,11,CAN,3.0,PYE B,11 - 2,246,NZL,4:06
Extra player shot - Post,3.0,4,2,11,CAN,3.0,CREVIER A,11 - 2,232,CAN,3:52
5m shot - Post,12.0,4,2,11,CAN,3.0,PYE B,11 - 2,204,NZL,3:24
Action shot - Goal,5.0,4,2,12,CAN,3.0,EGGENS M,12 - 2,188,CAN,3:08
Time-Out,,4,2,12,CAN,3.0,,12 - 2,188,NZL,3:08
Goalkeeper substitution,13.0,4,2,12,CAN,3.0,HAGE Y,12 - 2,188,CAN,3:08
Turnover foul,7.0,4,2,12,CAN,3.0,HOUGHTON E,12 - 2,161,NZL,2:41
Centre shot - Saved,8.0,4,2,12,CAN,3.0,LEMAY-LAVOIE E,12 - 2,138,CAN,2:18
Action shot - Saved,7.0,4,2,12,CAN,3.0,BEKHAZI J,12 - 2,82,CAN,1:22
5m shot - Saved,9.0,4,2,12,CAN,3.0,McKELVEY H,12 - 2,62,CAN,1:02
Turnover foul,9.0,4,2,12,CAN,3.0,McKELVEY H,12 - 2,43,CAN,0:43
Steal,7.0,4,2,12,CAN,3.0,HOUGHTON E,12 - 2,43,NZL,0:43
Turnover foul,11.0,4,2,12,CAN,3.0,HUDSON K,12 - 2,33,NZL,0:33
Steal,12.0,4,2,12,CAN,3.0,FOURNIER S,12 - 2,33,CAN,0:33
Turnover foul,9.0,4,2,12,CAN,3.0,McKELVEY H,12 - 2,3,CAN,0:03
Steal,3.0,4,2,12,CAN,3.0,MASON K,12 - 2,3,NZL,0:03
Starting goalkeeper,13.0,4,2,12,CAN,4.0,HAGE Y,12 - 2,480,CAN,8:00
Starting goalkeeper,1.0,4,2,12,CAN,4.0,MILICICH J,12 - 2,480,NZL,8:00
Sprint won possession,6.0,4,2,12,CAN,4.0,CHRISTMAS K,12 - 2,0,CAN,0:00
20 sec. exclusion in field,7.0,4,2,12,CAN,4.0,HOUGHTON E,12 - 2,467,NZL,7:47
Extra player shot - Goal,7.0,4,2,13,CAN,4.0,BEKHAZI J,13 - 2,447,CAN,7:27
5m shot - Saved,4.0,4,2,13,CAN,4.0,FERIGO R,13 - 2,419,NZL,6:59
5m shot - Post,5.0,4,2,13,CAN,4.0,BOYD A,13 - 2,403,NZL,6:43
Action shot - Goal,7.0,4,2,14,CAN,4.0,BEKHAZI J,14 - 2,386,CAN,6:26
5m shot - Saved,5.0,4,2,14,CAN,4.0,BOYD A,14 - 2,361,NZL,6:01
Action shot - Missed,9.0,4,2,14,CAN,4.0,McKELVEY H,14 - 2,344,CAN,5:44
20 sec. exclusion in field,3.0,4,2,14,CAN,4.0,CREVIER A,14 - 2,325,CAN,5:25
Extra player shot - Goal,4.0,4,3,14,CAN,4.0,FERIGO R,14 - 3,304,NZL,5:04
5m shot - Goal,4.0,4,3,15,CAN,4.0,WRIGHT E,15 - 3,290,CAN,4:50
5m shot - Saved,3.0,4,3,15,CAN,4.0,MASON K,15 - 3,269,NZL,4:29
Turnover foul,10.0,4,3,15,CAN,4.0,ROBINSON C,15 - 3,242,CAN,4:02
Steal,2.0,4,3,15,CAN,4.0,LEWIS N,15 - 3,242,NZL,4:02
5m shot - Blocked,3.0,4,3,15,CAN,4.0,MASON K,15 - 3,217,NZL,3:37
Turnover foul,10.0,4,3,15,CAN,4.0,ROBINSON C,15 - 3,163,CAN,2:43
Steal,1.0,4,3,15,CAN,4.0,MILICICH J,15 - 3,163,NZL,2:43
Action shot - Saved,8.0,4,3,15,CAN,4.0,LOPES da SILVA C,15 - 3,138,NZL,2:18
5m shot - Goal,3.0,4,3,16,CAN,4.0,CREVIER A,16 - 3,111,CAN,1:51
5m shot - Saved,6.0,4,3,16,CAN,4.0,DOYLE B,16 - 3,89,NZL,1:29
Turnover foul,6.0,4,3,16,CAN,4.0,DOYLE B,16 - 3,74,NZL,1:14
Steal,11.0,4,3,16,CAN,4.0,McKEE K,16 - 3,74,CAN,1:14
Action shot - Post,11.0,4,3,16,CAN,4.0,McKEE K,16 - 3,50,CAN,0:50
20 sec. exclusion in field,12.0,4,3,16,CAN,4.0,PYE B,16 - 3,49,NZL,0:49
Extra player shot - Post,6.0,4,3,16,CAN,4.0,CHRISTMAS K,16 - 3,32,CAN,0:32
20 sec. exclusion in centre,10.0,4,3,16,CAN,4.0,BOWRY C,16 - 3,6,NZL,0:06
Exclusion with substitution,10.0,4,3,16,CAN,4.0,BOWRY C,16 - 3,6,NZL,0:06
Starting goalkeeper,1.0,5,0,0,NED,1.0,MILICICH J,0 - 0,480,NZL,8:00
Starting goalkeeper,1.0,5,0,0,NED,1.0,AARTS L,0 - 0,480,NED,8:00
Sprint won possession,6.0,5,0,0,NED,1.0,STOMPHORST N,0 - 0,480,NED,8:00
Penalty foul,3.0,5,0,0,NED,1.0,MASON K,0 - 0,457,NZL,7:37
Penalty shot - Goal,9.0,5,0,1,NED,1.0,MEGENS M,0 - 1,457,NED,7:37
Action shot - Missed,9.0,5,0,1,NED,1.0,STONEMAN E,0 - 1,427,NZL,7:07
Turnover foul,2.0,5,0,1,NED,1.0,SMIT Y,0 - 1,402,NED,6:42
Steal,1.0,5,0,1,NED,1.0,MILICICH J,0 - 1,402,NZL,6:42
Turnover foul,11.0,5,0,1,NED,1.0,HUDSON K,0 - 1,380,NZL,6:20
Steal,3.0,5,0,1,NED,1.0,GENEE D,0 - 1,380,NED,6:20
Centre shot - Goal,7.0,5,0,2,NED,1.0,NIJHUIS M,0 - 2,361,NED,6:01
Action shot - Saved,11.0,5,0,2,NED,1.0,HUDSON K,0 - 2,340,NZL,5:40
Action shot - Post,9.0,5,0,2,NED,1.0,STONEMAN E,0 - 2,327,NZL,5:27
5m shot - Goal,9.0,5,0,3,NED,1.0,MEGENS M,0 - 3,317,NED,5:17
Action shot - Saved,11.0,5,0,3,NED,1.0,HUDSON K,0 - 3,289,NZL,4:49
Action shot - Goal,11.0,5,0,4,NED,1.0,KLAASSEN L,0 - 4,273,NED,4:33
Time-Out,,5,0,4,NED,1.0,,0 - 4,273,NZL,4:33
20 sec. exclusion in centre,11.0,5,0,4,NED,1.0,KLAASSEN L,0 - 4,257,NED,4:17
Action shot - Saved,8.0,5,0,4,NED,1.0,LOPES da SILVA C,0 - 4,232,NZL,3:52
20 sec. exclusion in centre,10.0,5,0,4,NED,1.0,BOWRY C,0 - 4,218,NZL,3:38
Extra player shot - Goal,6.0,5,0,5,NED,1.0,STOMPHORST N,0 - 5,200,NED,3:20
20 sec. exclusion in field,12.0,5,0,5,NED,1.0,JOUSTRA K,0 - 5,191,NED,3:11
Extra player shot - Goal,7.0,5,1,5,NED,1.0,HOUGHTON E,1 - 5,175,NZL,2:55
5m shot - Post,10.0,5,1,5,NED,1.0,KOOLHAAS I,1 - 5,145,NED,2:25
20 sec. exclusion in field,8.0,5,1,5,NED,1.0,SEVENICH V,1 - 5,138,NED,2:18
Extra player shot - Saved,8.0,5,1,5,NED,1.0,LOPES da SILVA C,1 - 5,120,NZL,2:00
5m shot - Post,11.0,5,1,5,NED,1.0,KLAASSEN L,1 - 5,106,NED,1:46
Turnover foul,2.0,5,1,5,NED,1.0,LEWIS N,1 - 5,75,NZL,1:15
Steal,10.0,5,1,5,NED,1.0,KOOLHAAS I,1 - 5,75,NED,1:15
Turnover foul,8.0,5,1,5,NED,1.0,SEVENICH V,1 - 5,49,NED,0:49
Steal,1.0,5,1,5,NED,1.0,MILICICH J,1 - 5,49,NZL,0:49
5m shot - Saved,4.0,5,1,5,NED,1.0,FERIGO R,1 - 5,18,NZL,0:18
Counter attack - Saved,10.0,5,1,5,NED,1.0,KOOLHAAS I,1 - 5,7,NED,0:07
Starting goalkeeper,1.0,5,1,5,NED,2.0,MILICICH J,1 - 5,480,NZL,8:00
Starting goalkeeper,13.0,5,1,5,NED,2.0,WILLEMSZ D,1 - 5,480,NED,8:00
Sprint won possession,6.0,5,1,5,NED,2.0,STOMPHORST N,1 - 5,480,NED,8:00
Turnover foul,7.0,5,1,5,NED,2.0,NIJHUIS M,1 - 5,454,NED,7:34
Steal,8.0,5,1,5,NED,2.0,LOPES da SILVA C,1 - 5,454,NZL,7:34
Action shot - Saved,7.0,5,1,5,NED,2.0,HOUGHTON E,1 - 5,432,NZL,7:12
Action shot - Saved,7.0,5,1,5,NED,2.0,HOUGHTON E,1 - 5,417,NZL,6:57
5m shot - Post,7.0,5,1,5,NED,2.0,NIJHUIS M,1 - 5,401,NED,6:41
5m shot - Blocked,7.0,5,1,5,NED,2.0,HOUGHTON E,1 - 5,372,NZL,6:12
Centre shot - Goal,6.0,5,1,6,NED,2.0,STOMPHORST N,1 - 6,353,NED,5:53
5m shot - Saved,12.0,5,1,6,NED,2.0,PYE B,1 - 6,332,NZL,5:32
20 sec. exclusion in field,9.0,5,1,6,NED,2.0,STONEMAN E,1 - 6,320,NZL,5:20
Extra player shot - Goal,6.0,5,1,7,NED,2.0,STOMPHORST N,1 - 7,306,NED,5:06
5m shot - Goal,5.0,5,2,7,NED,2.0,BOYD A,2 - 7,289,NZL,4:49
20 sec. exclusion in centre,5.0,5,2,7,NED,2.0,BOYD A,2 - 7,278,NZL,4:38
Extra player shot - Goal,3.0,5,2,8,NED,2.0,GENEE D,2 - 8,274,NED,4:34
5m shot - Saved,6.0,5,2,8,NED,2.0,DOYLE B,2 - 8,247,NZL,4:07
Action shot - Goal,5.0,5,2,9,NED,2.0,GENEE A,2 - 9,233,NED,3:53
Turnover foul,3.0,5,2,9,NED,2.0,MASON K,2 - 9,214,NZL,3:34
Steal,3.0,5,2,9,NED,2.0,GENEE D,2 - 9,214,NED,3:34
Turnover foul,9.0,5,2,9,NED,2.0,MEGENS M,2 - 9,196,NED,3:16
Steal,6.0,5,2,9,NED,2.0,DOYLE B,2 - 9,196,NZL,3:16
20 sec. exclusion in field,9.0,5,2,9,NED,2.0,MEGENS M,2 - 9,125,NED,2:05
Time-Out,,5,2,9,NED,2.0,,2 - 9,125,NZL,2:05
Extra player shot - Saved,2.0,5,2,9,NED,2.0,LEWIS N,2 - 9,112,NZL,1:52
5m shot - Post,3.0,5,2,9,NED,2.0,MASON K,2 - 9,102,NZL,1:42
Turnover foul,5.0,5,2,9,NED,2.0,GENEE A,2 - 9,75,NED,1:15
