Action,Cap,Game,HUN,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time
20 sec. exclusion in centre,2.0,1,4,1,BRA,1.0,ILLES A,4 - 1,239,HUN,3:59
Extra player shot - Goal,5.0,1,4,2,BRA,1.0,MAIA L,4 - 2,220,BRA,3:40
Turnover foul,5.0,1,4,2,BRA,1.0,SZUCS G,4 - 2,209,HUN,3:29
Steal,12.0,1,4,2,BRA,1.0,BAHIA V,4 - 2,209,BRA,3:29
Turnover foul,11.0,1,4,2,BRA,1.0,COUTINHO M,4 - 2,186,BRA,3:06
Turnover foul,7.0,1,4,2,BRA,1.0,MISKOLCZI I,4 - 2,173,HUN,2:53
Steal,10.0,1,4,2,BRA,1.0,VIGNA F,4 - 2,173,BRA,2:53
20 sec. exclusion in centre,2.0,1,4,2,BRA,1.0,ILLES A,4 - 2,157,HUN,2:37
Extra player shot - Saved,11.0,1,4,2,BRA,1.0,COUTINHO M,4 - 2,137,BRA,2:17
Turnover foul,9.0,1,4,2,BRA,1.0,TOTH I,4 - 2,116,HUN,1:56
Steal,8.0,1,4,2,BRA,1.0,CHIAPPINI I,4 - 2,116,BRA,1:56
Turnover foul,8.0,1,4,2,BRA,1.0,CHIAPPINI I,4 - 2,88,BRA,1:28
Steal,12.0,1,4,2,BRA,1.0,MENCZINGER K,4 - 2,88,HUN,1:28
Penalty foul,10.0,1,4,2,BRA,1.0,VIGNA F,4 - 2,72,BRA,1:12
Penalty shot - Goal,12.0,1,5,2,BRA,1.0,MENCZINGER K,5 - 2,72,HUN,1:12
