Action,Cap,Game,HUN,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time,Result,Goal
Centre shot,10.0,1,6,2,BRA,2.0,BUJKA B,6 - 2,427,HUN,7:07,Post,0
Action shot,4.0,1,7,2,BRA,2.0,KISTELEKI D,7 - 2,381,HUN,6:21,Goal,1
Extra player shot,8.0,1,7,2,BRA,2.0,CHIAPPINI I,7 - 2,310,BRA,5:10,Saved,0
Penalty shot,7.0,1,8,2,BRA,2.0,MISKOLCZI I,8 - 2,298,HUN,4:58,Goal,1
Counter attack,4.0,1,8,2,BRA,2.0,KISTELEKI D,8 - 2,146,HUN,2:26,Saved,0
Centre shot,11.0,1,8,2,BRA,2.0,COUTINHO M,8 - 2,93,BRA,1:33,Blocked,0
Action shot,7.0,1,9,2,BRA,2.0,MISKOLCZI I,9 - 2,80,HUN,1:20,Goal,1
Centre shot,2.0,1,9,2,BRA,2.0,ABLA D,9 - 2,61,BRA,1:01,Saved,0
Extra player shot,8.0,1,9,2,BRA,3.0,CHIAPPINI I,9 - 2,438,BRA,7:18,Saved,0
5m shot,7.0,1,9,2,BRA,3.0,DIAS M,9 - 2,401,BRA,6:41,Saved,0
Extra player shot,8.0,1,9,2,BRA,3.0,KESZTHELYI R,9 - 2,378,HUN,6:18,Missed,0
5m shot,4.0,1,9,2,BRA,3.0,KISTELEKI D,9 - 2,349,HUN,5:49,Blocked,0
Action shot,4.0,1,9,2,BRA,3.0,KISTELEKI D,9 - 2,302,HUN,5:02,Saved,0
Centre shot,11.0,1,9,2,BRA,3.0,COUTINHO M,9 - 2,271,BRA,4:31,Missed,0
Centre shot,9.0,1,9,2,BRA,3.0,TOTH I,9 - 2,250,HUN,4:10,Post,0
Centre shot,8.0,1,9,2,BRA,3.0,KESZTHELYI R,9 - 2,244,HUN,4:04,Blocked,0
Extra player shot,8.0,1,10,2,BRA,3.0,KESZTHELYI R,10 - 2,150,HUN,2:30,Goal,1
Counter attack,8.0,1,11,2,BRA,3.0,KESZTHELYI R,11 - 2,124,HUN,2:04,Goal,1
Centre shot,10.0,1,12,2,BRA,3.0,BUJKA B,12 - 2,81,HUN,1:21,Goal,1
5m shot,5.0,1,12,2,BRA,3.0,SZUCS G,12 - 2,47,HUN,0:47,Post,0
5m shot,8.0,1,12,2,BRA,3.0,CHIAPPINI I,12 - 2,5,BRA,0:05,Saved,0
Action shot,7.0,2,0,0,ITA,1.0,MISKOLCZI I,0 - 0,443,HUN,7:23,Saved,0
5m shot,3.0,2,0,1,ITA,1.0,GARIBOTTI A,0 - 1,371,ITA,6:11,Goal,1
5m shot,4.0,2,0,1,ITA,1.0,RADICCHI F,0 - 1,337,ITA,5:37,Missed,0
Action shot,8.0,2,1,1,ITA,1.0,KESZTHELYI R,1 - 1,267,HUN,4:27,Goal,1
Action shot,11.0,2,1,1,ITA,1.0,COTTI A,1 - 1,239,ITA,3:59,Post,0
Centre shot,6.0,2,1,1,ITA,1.0,TAKACS O,1 - 1,216,HUN,3:36,Saved,0
5m shot,11.0,2,1,1,ITA,1.0,COTTI A,1 - 1,190,ITA,3:10,Blocked,0
5m shot,8.0,2,2,1,ITA,1.0,KESZTHELYI R,2 - 1,169,HUN,2:49,Goal,1
5m shot,6.0,2,2,1,ITA,1.0,AIELLO R,2 - 1,141,ITA,2:21,Saved,0
5m shot,11.0,2,2,1,ITA,1.0,GARDA K,2 - 1,120,HUN,2:00,Post,0
Action shot,10.0,2,2,1,ITA,1.0,BUJKA B,2 - 1,101,HUN,1:41,Saved,0
5m shot,11.0,2,2,1,ITA,1.0,GARDA K,2 - 1,58,HUN,0:58,Blocked,0
5m shot,8.0,2,2,1,ITA,1.0,BIANCONI R,2 - 1,39,ITA,0:39,Missed,0
Extra player shot,10.0,2,3,1,ITA,1.0,BUJKA B,3 - 1,12,HUN,0:12,Goal,1
Extra player shot,3.0,2,3,1,ITA,2.0,ANTAL D,3 - 1,396,HUN,6:36,Saved,0
Extra player shot,9.0,2,3,1,ITA,2.0,EMMOLO G,3 - 1,355,ITA,5:55,Post,0
Centre shot,10.0,2,4,1,ITA,2.0,BUJKA B,4 - 1,336,HUN,5:36,Goal,1
5m shot,9.0,2,4,2,ITA,2.0,EMMOLO G,4 - 2,319,ITA,5:19,Goal,1
5m shot,8.0,2,4,2,ITA,2.0,KESZTHELYI R,4 - 2,295,HUN,4:55,Saved,0
Action shot,7.0,2,4,2,ITA,2.0,di MARIO T,4 - 2,274,ITA,4:34,Post,0
Extra player shot,8.0,2,5,2,ITA,2.0,KESZTHELYI R,5 - 2,251,HUN,4:11,Goal,1
Action shot,9.0,2,5,2,ITA,2.0,EMMOLO G,5 - 2,230,ITA,3:50,Post,0
Action shot,9.0,2,5,2,ITA,2.0,EMMOLO G,5 - 2,182,ITA,3:02,Missed,0
5m shot,2.0,2,5,2,ITA,2.0,POMERI F,5 - 2,142,ITA,2:22,Saved,0
Action shot,8.0,2,5,2,ITA,2.0,KESZTHELYI R,5 - 2,124,HUN,2:04,Saved,0
5m shot,2.0,2,5,2,ITA,2.0,POMERI F,5 - 2,99,ITA,1:39,Saved,0
5m shot,10.0,2,5,2,ITA,2.0,BUJKA B,5 - 2,73,HUN,1:13,Blocked,0
Action shot,9.0,2,5,2,ITA,2.0,EMMOLO G,5 - 2,48,ITA,0:48,Saved,0
Action shot,10.0,2,6,2,ITA,2.0,BUJKA B,6 - 2,3,HUN,0:03,Goal,1
5m shot,7.0,2,6,2,ITA,2.0,di MARIO T,6 - 2,1,ITA,0:01,Blocked,0
Action shot,5.0,2,6,2,ITA,3.0,QUEIROLO E,6 - 2,431,ITA,7:11,Saved,0
Centre shot,10.0,2,7,2,ITA,3.0,BUJKA B,7 - 2,408,HUN,6:48,Goal,1
5m shot,4.0,2,7,3,ITA,3.0,RADICCHI F,7 - 3,388,ITA,6:28,Goal,1
5m shot,8.0,2,8,3,ITA,3.0,KESZTHELYI R,8 - 3,371,HUN,6:11,Goal,1
Extra player shot,4.0,2,8,3,ITA,3.0,RADICCHI F,8 - 3,332,ITA,5:32,Blocked,0
Action shot,3.0,2,8,3,ITA,3.0,GARIBOTTI A,8 - 3,297,ITA,4:57,Saved,0
5m shot,3.0,2,8,3,ITA,3.0,ANTAL D,8 - 3,271,HUN,4:31,Missed,0
Extra player shot,3.0,2,8,3,ITA,3.0,GARIBOTTI A,8 - 3,241,ITA,4:01,Blocked,0
5m shot,11.0,2,8,3,ITA,3.0,GARDA K,8 - 3,214,HUN,3:34,Saved,0
Action shot,9.0,2,8,3,ITA,3.0,TOTH I,8 - 3,187,HUN,3:07,Post,0
Extra player shot,3.0,2,9,3,ITA,3.0,ANTAL D,9 - 3,149,HUN,2:29,Goal,1
Extra player shot,8.0,2,9,3,ITA,3.0,BIANCONI R,9 - 3,122,ITA,2:02,Post,0
5m shot,8.0,2,9,3,ITA,3.0,KESZTHELYI R,9 - 3,88,HUN,1:28,Blocked,0
5m shot,12.0,2,9,3,ITA,3.0,MENCZINGER K,9 - 3,61,HUN,1:01,Saved,0
5m shot,8.0,2,9,3,ITA,3.0,BIANCONI R,9 - 3,40,ITA,0:40,Post,0
5m shot,12.0,2,9,3,ITA,3.0,MENCZINGER K,9 - 3,10,HUN,0:10,Saved,0
5m shot,9.0,2,9,3,ITA,3.0,EMMOLO G,9 - 3,3,ITA,0:03,Missed,0
5m shot,7.0,2,9,3,ITA,4.0,di MARIO T,9 - 3,463,ITA,7:43,Saved,0
Action shot,4.0,2,9,3,ITA,4.0,RADICCHI F,9 - 3,440,ITA,7:20,Post,0
Penalty shot,5.0,2,10,3,ITA,4.0,SZUCS G,10 - 3,428,HUN,7:08,Goal,1
5m shot,4.0,2,10,3,ITA,4.0,RADICCHI F,10 - 3,405,ITA,6:45,Saved,0
Centre shot,10.0,2,10,3,ITA,4.0,BUJKA B,10 - 3,381,HUN,6:21,Saved,0
5m shot,7.0,2,10,3,ITA,4.0,di MARIO T,10 - 3,362,ITA,6:02,Missed,0
Centre shot,4.0,2,10,3,ITA,4.0,KISTELEKI D,10 - 3,352,HUN,5:52,Post,0
5m shot,4.0,2,10,3,ITA,4.0,RADICCHI F,10 - 3,326,ITA,5:26,Saved,0
5m shot,9.0,2,10,3,ITA,4.0,EMMOLO G,10 - 3,311,ITA,5:11,Saved,0
Centre shot,10.0,2,10,3,ITA,4.0,BUJKA B,10 - 3,246,HUN,4:06,Saved,0
5m shot,12.0,2,10,4,ITA,4.0,FRASSINETTI T,10 - 4,229,ITA,3:49,Goal,1
Action shot,12.0,2,10,4,ITA,4.0,MENCZINGER K,10 - 4,199,HUN,3:19,Saved,0
5m shot,4.0,2,10,4,ITA,4.0,RADICCHI F,10 - 4,169,ITA,2:49,Post,0
Action shot,9.0,2,10,4,ITA,4.0,TOTH I,10 - 4,139,HUN,2:19,Post,0
Centre shot,6.0,2,10,4,ITA,4.0,TAKACS O,10 - 4,75,HUN,1:15,Saved,0
Extra player shot,6.0,2,10,4,ITA,4.0,AIELLO R,10 - 4,52,ITA,0:52,Blocked,0
Action shot,11.0,2,10,4,ITA,4.0,COTTI A,10 - 4,3,ITA,0:03,Post,0
Centre shot,9.0,3,1,0,KAZ,1.0,TOTH I,1 - 0,433,HUN,7:13,Goal,1
Counter attack,8.0,3,2,0,KAZ,1.0,KESZTHELYI R,2 - 0,404,HUN,6:44,Goal,1
Action shot,7.0,3,2,0,KAZ,1.0,ALEXANDROVA N,2 - 0,366,KAZ,6:06,Blocked,0
Action shot,5.0,3,2,0,KAZ,1.0,SZUCS G,2 - 0,335,HUN,5:35,Post,0
Centre shot,9.0,3,2,1,KAZ,1.0,JAKAYEVA A,2 - 1,316,KAZ,5:16,Goal,1
Centre shot,6.0,3,3,1,KAZ,1.0,TAKACS O,3 - 1,295,HUN,4:55,Goal,1
Action shot,6.0,3,3,1,KAZ,1.0,ZUBKOVA A,3 - 1,252,KAZ,4:12,Saved,0
Penalty shot,10.0,3,4,1,KAZ,1.0,BUJKA B,4 - 1,231,HUN,3:51,Goal,1
Counter attack,8.0,3,5,1,KAZ,1.0,KESZTHELYI R,5 - 1,201,HUN,3:21,Goal,1
Action shot,7.0,3,5,1,KAZ,1.0,ALEXANDROVA N,5 - 1,173,KAZ,2:53,Missed,0
Counter attack,3.0,3,6,1,KAZ,1.0,ANTAL D,6 - 1,159,HUN,2:39,Goal,1
Action shot,10.0,3,6,1,KAZ,1.0,GRITSENKO M,6 - 1,130,KAZ,2:10,Saved,0
Counter attack,10.0,3,7,1,KAZ,1.0,BUJKA B,7 - 1,120,HUN,2:00,Goal,1
5m shot,4.0,3,7,1,KAZ,1.0,TUROVA A,7 - 1,100,KAZ,1:40,Blocked,0
Counter attack,12.0,3,8,1,KAZ,1.0,MENCZINGER K,8 - 1,90,HUN,1:30,Goal,1
Extra player shot,8.0,3,8,1,KAZ,1.0,KESZTHELYI R,8 - 1,41,HUN,0:41,Saved,0
Action shot,7.0,3,8,1,KAZ,2.0,MISKOLCZI I,8 - 1,456,HUN,7:36,Post,0
Action shot,9.0,3,8,1,KAZ,2.0,JAKAYEVA A,8 - 1,431,KAZ,7:11,Saved,0
Penalty shot,2.0,3,9,1,KAZ,2.0,ILLES A,9 - 1,415,HUN,6:55,Goal,1
Extra player shot,2.0,3,9,1,KAZ,2.0,SHEPELINA N,9 - 1,385,KAZ,6:25,Saved,0
5m shot,11.0,3,9,1,KAZ,2.0,GARDA K,9 - 1,358,HUN,5:58,Blocked,0
Action shot,7.0,3,10,1,KAZ,2.0,MISKOLCZI I,10 - 1,308,HUN,5:08,Goal,1
Action shot,2.0,3,10,1,KAZ,2.0,SHEPELINA N,10 - 1,268,KAZ,4:28,Saved,0
Centre shot,2.0,3,11,1,KAZ,2.0,ILLES A,11 - 1,254,HUN,4:14,Goal,1
Extra player shot,10.0,3,11,1,KAZ,2.0,GRITSENKO M,11 - 1,202,KAZ,3:22,Missed,0
Action shot,3.0,3,11,1,KAZ,2.0,ANTAL D,11 - 1,173,HUN,2:53,Post,0
Centre shot,9.0,3,11,2,KAZ,2.0,JAKAYEVA A,11 - 2,148,KAZ,2:28,Goal,1
Action shot,8.0,3,11,2,KAZ,2.0,KESZTHELYI R,11 - 2,139,HUN,2:19,Blocked,0
Centre shot,10.0,3,12,2,KAZ,2.0,BUJKA B,12 - 2,103,HUN,1:43,Goal,1
Extra player shot,3.0,3,12,3,KAZ,2.0,AKILBAYEVA A,12 - 3,67,KAZ,1:07,Goal,1
Centre shot,8.0,3,12,3,KAZ,2.0,KESZTHELYI R,12 - 3,47,HUN,0:47,Saved,0
Action shot,5.0,3,12,3,KAZ,2.0,SZUCS G,12 - 3,8,HUN,0:08,Post,0
5m shot,3.0,3,12,3,KAZ,2.0,AKILBAYEVA A,12 - 3,2,KAZ,0:02,Missed,0
Action shot,11.0,3,12,3,KAZ,3.0,GARDA K,12 - 3,456,HUN,7:36,Blocked,0
Extra player shot,4.0,3,13,3,KAZ,3.0,KISTELEKI D,13 - 3,392,HUN,6:32,Goal,1
Action shot,2.0,3,13,3,KAZ,3.0,SHEPELINA N,13 - 3,357,KAZ,5:57,Missed,0
Counter attack,9.0,3,13,4,KAZ,3.0,JAKAYEVA A,13 - 4,336,KAZ,5:36,Goal,1
Action shot,11.0,3,14,4,KAZ,3.0,GARDA K,14 - 4,312,HUN,5:12,Goal,1
Centre shot,9.0,3,14,4,KAZ,3.0,JAKAYEVA A,14 - 4,298,KAZ,4:58,Missed,0
Action shot,7.0,3,15,4,KAZ,3.0,MISKOLCZI I,15 - 4,278,HUN,4:38,Goal,1
Extra player shot,4.0,3,15,4,KAZ,3.0,KISTELEKI D,15 - 4,245,HUN,4:05,Saved,0
Action shot,7.0,3,15,4,KAZ,3.0,ALEXANDROVA N,15 - 4,219,KAZ,3:39,Saved,0
Counter attack,10.0,3,15,4,KAZ,3.0,BUJKA B,15 - 4,190,HUN,3:10,Saved,0
Counter attack,3.0,3,15,5,KAZ,3.0,AKILBAYEVA A,15 - 5,176,KAZ,2:56,Goal,1
Centre shot,8.0,3,15,5,KAZ,3.0,GLUSHKOVA Y,15 - 5,151,KAZ,2:31,Saved,0
Action shot,3.0,3,15,5,KAZ,3.0,AKILBAYEVA A,15 - 5,135,KAZ,2:15,Blocked,0
Action shot,11.0,3,15,5,KAZ,3.0,GARDA K,15 - 5,110,HUN,1:50,Saved,0
Action shot,12.0,3,15,5,KAZ,3.0,MENCZINGER K,15 - 5,57,HUN,0:57,Saved,0
Action shot,3.0,3,15,5,KAZ,3.0,AKILBAYEVA A,15 - 5,30,KAZ,0:30,Post,0
Centre shot,11.0,3,15,5,KAZ,3.0,GARDA K,15 - 5,6,HUN,0:06,Saved,0
Extra player shot,12.0,3,16,5,KAZ,4.0,MENCZINGER K,16 - 5,390,HUN,6:30,Goal,1
Action shot,3.0,3,16,6,KAZ,4.0,AKILBAYEVA A,16 - 6,368,KAZ,6:08,Goal,1
Centre shot,9.0,3,16,6,KAZ,4.0,TOTH I,16 - 6,349,HUN,5:49,Saved,0
Centre shot,9.0,3,16,7,KAZ,4.0,JAKAYEVA A,16 - 7,328,KAZ,5:28,Goal,1
Action shot,5.0,3,17,7,KAZ,4.0,SZUCS G,17 - 7,314,HUN,5:14,Goal,1
Extra player shot,10.0,3,17,7,KAZ,4.0,GRITSENKO M,17 - 7,260,KAZ,4:20,Blocked,0
Action shot,5.0,3,17,7,KAZ,4.0,SZUCS G,17 - 7,186,HUN,3:06,Post,0
Action shot,3.0,3,17,7,KAZ,4.0,AKILBAYEVA A,17 - 7,158,KAZ,2:38,Saved,0
Action shot,5.0,3,17,7,KAZ,4.0,MIRSHINA A,17 - 7,109,KAZ,1:49,Post,0
Action shot,6.0,3,17,7,KAZ,4.0,TAKACS O,17 - 7,87,HUN,1:27,Missed,0
Action shot,6.0,3,18,7,KAZ,4.0,TAKACS O,18 - 7,39,HUN,0:39,Goal,1
Action shot,5.0,3,18,7,KAZ,4.0,MIRSHINA A,18 - 7,13,KAZ,0:13,Blocked,0
Counter attack,4.0,4,1,0,GBR,1.0,KISTELEKI D,1 - 0,418,HUN,6:58,Goal,1
Action shot,6.0,4,1,1,GBR,1.0,NIXON C,1 - 1,393,GBR,6:33,Goal,1
Extra player shot,5.0,4,1,1,GBR,1.0,SZUCS G,1 - 1,246,HUN,4:06,Blocked,0
Extra player shot,4.0,4,2,1,GBR,1.0,KISTELEKI D,2 - 1,193,HUN,3:13,Goal,1
Action shot,7.0,4,2,1,GBR,1.0,MISKOLCZI I,2 - 1,155,HUN,2:35,Post,0
5m shot,8.0,4,2,1,GBR,1.0,MUSGROVE H,2 - 1,125,GBR,2:05,Post,0
Centre shot,10.0,4,3,1,GBR,1.0,BUJKA B,3 - 1,73,HUN,1:13,Goal,1
Centre shot,10.0,4,4,1,GBR,1.0,BUJKA B,4 - 1,39,HUN,0:39,Goal,1
Action shot,4.0,4,4,2,GBR,1.0,GIBSON-BYRNE C,4 - 2,16,GBR,0:16,Goal,1
5m shot,6.0,4,4,2,GBR,1.0,NIXON C,4 - 2,1,GBR,0:01,Saved,0
Action shot,4.0,4,4,2,GBR,2.0,KISTELEKI D,4 - 2,397,HUN,6:37,Saved,0
Action shot,10.0,4,4,2,GBR,2.0,WINSTANLEY-SMITH A,4 - 2,369,GBR,6:09,Saved,0
Counter attack,8.0,4,5,2,GBR,2.0,KESZTHELYI R,5 - 2,359,HUN,5:59,Goal,1
Extra player shot,4.0,4,6,2,GBR,2.0,KISTELEKI D,6 - 2,337,HUN,5:37,Goal,1
Extra player shot,8.0,4,6,2,GBR,4.0,MUSGROVE H,6 - 2,333,GBR,5:33,Saved,0
Centre shot,10.0,4,12,5,GBR,4.0,BUJKA B,12 - 5,292,HUN,4:52,Goal,1
Counter attack,3.0,4,12,5,GBR,4.0,ANTAL D,12 - 5,235,HUN,3:55,Missed,0
Penalty shot,7.0,4,7,2,GBR,2.0,MISKOLCZI I,7 - 2,295,HUN,4:55,Goal,1
Action shot,8.0,4,7,2,GBR,2.0,MUSGROVE H,7 - 2,267,GBR,4:27,Post,0
Action shot,8.0,4,7,2,GBR,2.0,KESZTHELYI R,7 - 2,244,HUN,4:04,Saved,0
Counter attack,12.0,4,7,2,GBR,2.0,MENCZINGER K,7 - 2,189,HUN,3:09,Missed,0
Action shot,4.0,4,7,2,GBR,2.0,GIBSON-BYRNE C,7 - 2,103,GBR,1:43,Saved,0
Action shot,5.0,4,8,2,GBR,2.0,SZUCS G,8 - 2,83,HUN,1:23,Goal,1
Centre shot,10.0,4,8,3,GBR,2.0,WINSTANLEY-SMITH A,8 - 3,65,GBR,1:05,Goal,1
Action shot,2.0,4,8,3,GBR,2.0,ILLES A,8 - 3,24,HUN,0:24,Saved,0
Counter attack,3.0,4,8,4,GBR,2.0,McCANN F,8 - 4,13,GBR,0:13,Goal,1
Centre shot,7.0,4,8,4,GBR,3.0,GIBSON L,8 - 4,451,GBR,7:31,Saved,0
Action shot,3.0,4,8,4,GBR,3.0,ANTAL D,8 - 4,414,HUN,6:54,Post,0
Action shot,4.0,4,8,4,GBR,3.0,GIBSON-BYRNE C,8 - 4,388,GBR,6:28,Missed,0
Counter attack,10.0,4,9,4,GBR,3.0,BUJKA B,9 - 4,381,HUN,6:21,Goal,1
Penalty shot,6.0,4,9,4,GBR,3.0,NIXON C,9 - 4,357,GBR,5:57,Missed,0
Action shot,6.0,4,9,4,GBR,3.0,NIXON C,9 - 4,332,GBR,5:32,Post,0
Centre shot,9.0,4,10,4,GBR,3.0,TOTH I,10 - 4,306,HUN,5:06,Goal,1
Centre shot,8.0,4,10,4,GBR,3.0,KESZTHELYI R,10 - 4,273,HUN,4:33,Saved,0
Extra player shot,2.0,4,10,4,GBR,3.0,ILLES A,10 - 4,251,HUN,4:11,Missed,0
5m shot,4.0,4,10,4,GBR,3.0,GIBSON-BYRNE C,10 - 4,235,GBR,3:55,Post,0
Action shot,8.0,4,10,4,GBR,3.0,KESZTHELYI R,10 - 4,220,HUN,3:40,Saved,0
Extra player shot,2.0,4,10,4,GBR,3.0,WILCOX C,10 - 4,179,GBR,2:59,Blocked,0
Extra player shot,8.0,4,10,4,GBR,3.0,MUSGROVE H,10 - 4,147,GBR,2:27,Missed,0
Extra player shot,8.0,4,10,4,GBR,3.0,KESZTHELYI R,10 - 4,94,HUN,1:34,Post,0
Counter attack,11.0,4,10,4,GBR,3.0,CLAYTON F,10 - 4,77,GBR,1:17,Saved,0
Extra player shot,10.0,4,11,4,GBR,4.0,BUJKA B,11 - 4,432,HUN,7:12,Goal,1
Action shot,6.0,4,11,5,GBR,4.0,NIXON C,11 - 5,388,GBR,6:28,Goal,1
Centre shot,4.0,4,13,5,GBR,4.0,KISTELEKI D,13 - 5,180,HUN,3:00,Goal,1
Extra player shot,3.0,4,14,5,GBR,4.0,ANTAL D,14 - 5,82,HUN,1:22,Goal,1
5m shot,4.0,4,14,5,GBR,4.0,GIBSON-BYRNE C,14 - 5,64,GBR,1:04,Post,0
Extra player shot,4.0,4,14,5,GBR,4.0,KISTELEKI D,14 - 5,1,HUN,0:01,Post,0
Action shot,4.0,5,0,1,NED,1.0,HAKHVERDIAN B,1 - 0,457,NED,7:37,Goal,1
Extra player shot,8.0,5,0,1,NED,1.0,KESZTHELYI R,1 - 0,433,HUN,7:13,Missed,0
Action shot,2.0,5,0,1,NED,1.0,SMIT Y,1 - 0,410,NED,6:50,Saved,0
Action shot,7.0,5,1,1,NED,1.0,MISKOLCZI I,1 - 1,392,HUN,6:32,Goal,1
Centre shot,11.0,5,1,1,NED,1.0,KLAASSEN L,1 - 1,327,NED,5:27,Saved,0
Extra player shot,7.0,5,1,1,NED,1.0,van BELKUM I,1 - 1,268,NED,4:28,Post,0
Action shot,5.0,5,1,1,NED,1.0,SZUCS G,1 - 1,255,HUN,4:15,Saved,0
Extra player shot,7.0,5,1,1,NED,1.0,van BELKUM I,1 - 1,221,NED,3:41,Saved,0
Counter attack,8.0,5,2,1,NED,1.0,KESZTHELYI R,1 - 2,209,HUN,3:29,Goal,1
Extra player shot,4.0,5,3,1,NED,1.0,KISTELEKI D,1 - 3,171,HUN,2:51,Goal,1
5m shot,2.0,5,3,1,NED,1.0,SMIT Y,1 - 3,153,NED,2:33,Missed,0
Action shot,8.0,5,4,1,NED,1.0,KESZTHELYI R,1 - 4,106,HUN,1:46,Goal,1
5m shot,5.0,5,5,1,NED,1.0,SZUCS G,1 - 5,65,HUN,1:05,Goal,1
Extra player shot,4.0,5,5,1,NED,1.0,KISTELEKI D,1 - 5,8,HUN,0:08,Blocked,0
5m shot,7.0,5,5,1,NED,1.0,van BELKUM I,1 - 5,2,NED,0:02,Missed,0
5m shot,10.0,5,5,1,NED,2.0,GENEE D,1 - 5,456,NED,7:36,Post,0
Extra player shot,2.0,5,5,1,NED,2.0,SMIT Y,1 - 5,386,NED,6:26,Blocked,0
Counter attack,8.0,5,6,1,NED,2.0,KESZTHELYI R,1 - 6,295,HUN,4:55,Goal,1
Action shot,11.0,5,6,1,NED,2.0,GARDA K,1 - 6,209,HUN,3:29,Saved,0
Centre shot,12.0,5,6,1,NED,2.0,van der MOLEN l,1 - 6,174,NED,2:54,Saved,0
Action shot,10.0,5,6,1,NED,4.0,GENEE D,1 - 6,171,NED,2:51,Saved,0
Extra player shot,11.0,5,9,7,NED,4.0,KLAASSEN L,7 - 9,140,NED,2:20,Goal,1
Extra player shot,12.0,5,10,7,NED,4.0,MENCZINGER K,7 - 10,101,HUN,1:41,Goal,1
5m shot,6.0,5,10,7,NED,4.0,TAKACS O,7 - 10,62,HUN,1:02,Missed,0
Extra player shot,8.0,5,10,7,NED,2.0,KESZTHELYI R,7 - 10,122,HUN,2:02,Missed,0
Action shot,5.0,5,10,7,NED,2.0,SZUCS G,7 - 10,67,HUN,1:07,Saved,0
5m shot,4.0,5,10,7,NED,2.0,HAKHVERDIAN B,7 - 10,49,NED,0:49,Post,0
Extra player shot,3.0,5,10,7,NED,2.0,ANTAL D,7 - 10,5,HUN,0:05,Blocked,0
Action shot,8.0,5,7,1,NED,2.0,KESZTHELYI R,1 - 7,1,HUN,0:01,Goal,1
Extra player shot,2.0,5,7,1,NED,3.0,SMIT Y,1 - 7,450,NED,7:30,Saved,0
5m shot,11.0,5,7,2,NED,3.0,KLAASSEN L,2 - 7,400,NED,6:40,Goal,1
Extra player shot,11.0,5,7,2,NED,3.0,KLAASSEN L,2 - 7,355,NED,5:55,Missed,0
Extra player shot,3.0,5,8,2,NED,3.0,ANTAL D,2 - 8,321,HUN,5:21,Goal,1
Action shot,7.0,5,8,2,NED,3.0,van BELKUM I,2 - 8,295,NED,4:55,Saved,0
5m shot,12.0,5,8,2,NED,3.0,MENCZINGER K,2 - 8,275,HUN,4:35,Saved,0
Centre shot,9.0,5,8,2,NED,3.0,TOTH I,2 - 8,240,HUN,4:00,Saved,0
5m shot,5.0,5,8,2,NED,3.0,van der SLOOT S,2 - 8,214,NED,3:34,Blocked,0
Centre shot,2.0,5,8,2,NED,3.0,SMIT Y,2 - 8,204,NED,3:24,Saved,0
Action shot,5.0,5,8,2,NED,3.0,SZUCS G,2 - 8,154,HUN,2:34,Blocked,0
Action shot,6.0,5,8,3,NED,3.0,STOMPHORST N,3 - 8,137,NED,2:17,Goal,1
Centre shot,10.0,5,9,3,NED,3.0,BUJKA B,3 - 9,114,HUN,1:54,Goal,1
Centre shot,7.0,5,9,4,NED,3.0,van BELKUM I,4 - 9,97,NED,1:37,Goal,1
5m shot,11.0,5,9,4,NED,3.0,GARDA K,4 - 9,5,HUN,0:05,Missed,0
Action shot,10.0,5,9,4,NED,4.0,GENEE D,4 - 9,451,NED,7:31,Blocked,0
Action shot,8.0,5,9,4,NED,4.0,SEVENICH V,4 - 9,429,NED,7:09,Saved,0
